Quarter,Time,Down,ToGo,Location,TEN,DEN,Detail,EPB,EPA
2,1:02,2,10,DEN 48,7,20,Vince Young pass complete short middle to Justin Gage for 10 yards (tackle by Champ Bailey),1.850,3.050
2,0:38,1,10,DEN 38,7,20,Vince Young pass incomplete deep middle intended for Bo Scaife,3.050,2.510
2,0:29,2,10,DEN 38,7,20,Vince Young pass incomplete deep right intended for Brandon Jones,2.510,1.820
2,0:14,3,10,DEN 38,7,20,Vince Young pass incomplete deep left intended for Roydell Williams,1.820,0.720
2,0:14,,,,7,20,Timeout #2 by Denver Broncos,0.000,0.720
2,0:14,4,10,DEN 38,10,20,Rob Bironas 56 yard field goal good,0.720,3.000
2,,,,TEN 30,10,20,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
2,0:09,1,10,DEN 20,10,20,Selvin Young right tackle for 9 yards (tackle by Gilbert Gardner),0.280,0.950
Quarter,Time,Down,ToGo,Location,TEN,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,10,20,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,10,20,Selvin Young right guard for 3 yards (tackle by Chris Hope),0.280,0.140
3,14:31,2,7,DEN 23,10,20,Jay Cutler pass incomplete short left intended for Brandon Marshall,0.140,-0.560
3,14:26,3,7,DEN 23,10,20,Jay Cutler pass complete short right to Brandon Marshall for 11 yards (tackle by David Thornton),-0.560,1.200
3,13:54,1,10,DEN 34,10,20,Selvin Young up the middle for 4 yards (tackle by Ryan Fowler and Calvin Lowry),1.200,1.200
3,13:14,2,6,DEN 38,10,20,Selvin Young right guard for 1 yard (tackle by Kyle Vanden Bosch),1.200,0.630
3,12:36,3,5,DEN 39,10,20,Jay Cutler pass complete deep right to Brandon Marshall for 16 yards (tackle by Reynaldo Hill),0.630,2.590
3,11:54,1,10,TEN 45,10,20,Jay Cutler pass incomplete deep left intended for Brandon Marshall (defended by Cortland Finnegan),2.590,2.040
3,11:46,2,10,TEN 45,10,20,Selvin Young right guard for 4 yards (tackle by Bryce Fisher and Tony Brown),2.040,1.880
3,11:12,3,6,TEN 41,10,26,"Jay Cutler pass complete deep right to Brandon Marshall for 41 yards, touchdown",1.880,7.000
3,,,,TEN 2,10,27,Jason Elam kicks extra point good,0.000,0.000
3,,,,DEN 30,10,27,"Todd Sauerbrun kicks off 70 yards, touchback",0.000,0.280
3,11:02,1,10,TEN 20,10,27,LenDale White right tackle for 7 yards (tackle by Nate Webster and D.J. Williams),0.280,0.680
3,10:21,2,3,TEN 27,10,27,"Penalty on Sam Adams: Encroachment, 5 yards (no play)",0.680,1.070
3,10:02,1,10,TEN 32,10,27,Vince Young pass incomplete short left intended for Justin Gage (defended by Dre' Bly),1.070,0.530
3,9:57,2,10,TEN 32,10,27,Vince Young pass incomplete deep right intended for Bo Scaife,0.530,-0.160
3,9:51,3,10,TEN 32,10,27,Vince Young pass incomplete short right intended for Justin Gage,-0.160,-1.240
3,9:46,4,10,TEN 32,10,27,"Craig Hentrich punts 41 yards, muffed catch by Glenn Martinez, recovered by Rich Scanlon and returned for no gain",-1.240,3.780
3,9:34,1,10,DEN 27,10,27,Vince Young right end for 19 yards (tackle by Domonique Foxworth),3.780,5.370
3,8:47,1,8,DEN 8,10,27,LenDale White up the middle for 4 yards (tackle by John Lynch),5.370,5.340
3,8:05,2,4,DEN 4,16,27,"Vince Young left end for 4 yards, touchdown",5.340,7.000
,,,,,,,"TEN challenged the runner broke the plane ruling, and the original play was overturned.",,
3,7:34,,,,16,27,Timeout #1 by Denver Broncos,0.000,0.000
3,,,,DEN 2,17,27,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,17,27,"Rob Bironas kicks off 64 yards, returned by Andre Hall for 26 yards (tackle by Eric King)",0.000,1.070
3,7:27,1,10,DEN 32,17,27,Jay Cutler pass complete short left to Brandon Stokley for 7 yards (tackle by Michael Griffin),1.070,1.470
3,7:08,2,3,DEN 39,17,27,"Selvin Young right end for 7 yards (tackle by Keith Bulluck). Penalty on Erik Pears: Offensive Holding, 10 yards (no play)",1.470,0.120
3,6:43,2,13,DEN 29,17,27,Jay Cutler pass complete short left to Cecil Sapp for 3 yards (tackle by Keith Bulluck),0.120,-0.160
3,6:05,3,10,DEN 32,17,27,Jay Cutler sacked by Vincent Fuller for -7 yards,-0.160,-1.700
3,5:32,4,17,DEN 25,17,27,"Todd Sauerbrun punts 58 yards, returned by Chris Davis for 11 yards (tackle by Steve Cargile). Chris Davis fumbles, recovered by Chris Davis at TEN-28",-1.700,-0.810
3,5:18,1,10,TEN 28,17,27,LenDale White right guard for 11 yards (tackle by Hamza Abdullah),0.810,1.530
3,4:39,1,10,TEN 39,17,27,"LenDale White up the middle for 1 yard (tackle by Sam Adams and Josh Mallard). Penalty on Sam Adams: Defensive Offside, 5 yards (no play)",1.530,2.260
3,4:10,1,5,TEN 44,17,27,LenDale White up the middle for 5 yards (tackle by John Lynch),2.260,2.190
3,3:28,1,10,TEN 49,17,27,Vince Young pass complete short middle to Bo Scaife for 12 yards (tackle by John Lynch),2.190,2.980
3,2:43,1,10,DEN 39,17,27,LenDale White left guard for 3 yards (tackle by Alvin McKinley),2.980,2.850
3,2:04,2,7,DEN 36,17,27,Vince Young pass complete short left to LenDale White for 12 yards (tackle by Hamza Abdullah),2.850,3.970
3,1:21,1,10,DEN 24,17,27,"Vince Young pass complete short left to Brandon Jones for no gain. Brandon Jones fumbles (forced by Ian Gold), recovered by Eugene Amano at DEN-24",3.970,3.430
3,0:38,2,10,DEN 24,17,27,Chris J. Henry left tackle for 4 yards (tackle by Ian Gold),3.430,3.270
Quarter,Time,Down,ToGo,Location,TEN,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,DEN 20,17,27,Vince Young up the middle for 1 yard (tackle by Marcus Thomas),3.270,2.240
4,14:22,4,5,DEN 19,20,27,Rob Bironas 37 yard field goal good,2.240,3.000
4,,,,TEN 30,20,27,"Rob Bironas kicks off 70 yards, touchback",0.000,0.280
4,14:18,1,10,DEN 20,20,27,Jay Cutler for 10 yards,0.280,0.940
4,13:41,1,10,DEN 30,20,27,Jay Cutler pass complete short middle to Daniel Graham for 8 yards (tackle by David Thornton),0.940,1.470
4,12:59,2,2,DEN 38,20,33,"Andre Hall up the middle for 62 yards, touchdown",1.470,7.000
4,,,,TEN 2,20,34,Jason Elam kicks extra point good,0.000,0.000
4,,,,DEN 30,20,34,"Todd Sauerbrun kicks off 65 yards, returned by Ben Troupe for 9 yards (tackle by Mike Bell). Penalty on Daniel Loper: Unnecessary Roughness, 7 yards",0.000,-0.380
4,12:39,1,10,TEN 7,20,34,Vince Young pass incomplete (defended by Sam Adams),-0.380,-0.780
4,12:34,2,10,TEN 7,20,34,LenDale White left guard for 2 yards (tackle by D.J. Williams),-0.780,-1.190
4,11:54,3,8,TEN 9,20,34,Vince Young pass complete short middle to Justin Gage for 6 yards (tackle by Champ Bailey),-1.190,-2.440
4,11:15,4,2,TEN 15,20,34,"Craig Hentrich punts 40 yards, fair catch by Glenn Martinez",-2.440,-1.930
4,11:07,1,10,DEN 45,20,34,Andre Hall right end for 3 yards (tackle by Ryan Fowler and Tony Brown),1.930,1.790
4,10:25,2,7,DEN 48,20,34,Andre Hall up the middle for 3 yards (tackle by Ryan Fowler),1.790,1.490
4,9:41,3,4,TEN 49,20,34,"Jay Cutler pass complete short left to Brandon Marshall for -12 yards (tackle by Travis LaBoy). Brandon Marshall fumbles (forced by Travis LaBoy), recovered by Brandon Marshall at DEN-39",1.490,-0.780
4,8:55,4,16,DEN 39,20,34,"Todd Sauerbrun punts 41 yards. Penalty on Donnie Nickey: Unnecessary Roughness, 10 yards",-0.780,0.380
4,8:43,1,10,TEN 10,20,34,Vince Young pass complete short middle to Chris Brown for 16 yards (tackle by Hamza Abdullah),-0.380,0.670
4,8:14,1,10,TEN 26,20,34,Vince Young pass complete short middle to Chris Brown for 16 yards (tackle by Domonique Foxworth),0.670,1.730
4,7:37,1,10,TEN 42,20,34,Vince Young sacked by Tim Crowder for -15 yards,1.730,-0.840
4,7:06,2,25,TEN 27,20,34,Vince Young pass complete deep left to Eric Moulds for 18 yards (tackle by D.J. Williams),-0.840,0.890
4,6:37,3,7,TEN 45,20,34,Vince Young for 9 yards,0.890,2.520
4,6:08,1,10,DEN 46,20,34,Vince Young pass complete short right to Roydell Williams for 16 yards (tackle by Hamza Abdullah),2.520,3.580
4,5:41,1,10,DEN 30,20,34,Chris Brown up the middle for 3 yards (tackle by Josh Mallard),3.580,3.440
4,5:17,2,7,DEN 27,20,34,Vince Young pass incomplete short left intended for Eric Moulds (defended by Hamza Abdullah),3.440,2.740
4,5:12,3,7,DEN 27,20,34,Vince Young pass incomplete intended for Eric Moulds is intercepted by Dre' Bly at DEN-15 and returned for 16 yards (tackle by Eric Moulds),2.740,-1.000
4,5:01,1,10,DEN 31,20,34,Andre Hall right tackle for 3 yards (tackle by Stephen Tulloch),1.000,0.870
4,4:17,2,7,DEN 34,20,34,Andre Hall left tackle for 3 yards (tackle by Chris Hope),0.870,0.560
4,4:09,,,,20,34,Timeout #1 by Tennessee Titans,0.000,0.560
4,4:09,3,4,DEN 37,20,34,Jay Cutler pass complete short left to Selvin Young for 4 yards (tackle by Keith Bulluck),0.560,1.660
4,3:24,1,10,DEN 41,20,34,Jay Cutler pass incomplete short right intended for Tony Scheffler,1.660,1.120
4,3:18,2,10,DEN 41,20,34,"Andre Hall up the middle for 3 yards (tackle by Chris Hope). Penalty on Montrae Holland: Offensive Holding, 10 yards (no play)",1.120,-0.230
4,3:13,2,20,DEN 31,20,34,Andre Hall up the middle for 4 yards (tackle by Ryan Fowler and Kyle Vanden Bosch),-0.230,-0.360
4,3:08,,,,20,34,Timeout #2 by Tennessee Titans,0.000,-0.360
4,3:08,3,16,DEN 35,20,34,Andre Hall left end for 11 yards (tackle by Kyle Vanden Bosch),-0.360,-0.320
4,3:01,,,,20,34,Timeout #3 by Tennessee Titans,0.000,-0.320
4,3:01,4,5,DEN 46,20,34,"Todd Sauerbrun punts 46 yards, returned by Brandon Jones for 7 yards (tackle by Cecil Sapp)",-0.320,0.220
4,2:48,1,10,TEN 15,20,34,"Vince Young pass complete short left to Justin Gage for 18 yards (tackle by Karl Paymah). Penalty on Karl Paymah: Face Mask (5 Yards), 5 yards",-0.220,1.470
4,2:37,1,10,TEN 38,20,34,Vince Young pass incomplete short right intended for Eric Moulds,1.470,0.920
4,2:34,2,10,TEN 38,20,34,Vince Young pass complete short middle to Bo Scaife for 11 yards (tackle by Ian Gold),0.920,2.190
4,2:08,1,10,TEN 49,20,34,Vince Young pass complete short left to LenDale White for 10 yards (tackle by Karl Paymah),2.190,2.850
4,2:03,1,10,DEN 41,20,34,Vince Young pass incomplete short middle intended for Bo Scaife is intercepted by Ian Gold at DEN-30 and returned for 6 yards (tackle by LenDale White),2.850,-1.330
4,1:54,1,10,DEN 36,20,34,Jay Cutler kneels for -1 yards,1.330,0.660
4,1:13,2,11,DEN 35,20,34,Jay Cutler kneels for -1 yards,0.660,-0.160
4,0:37,3,12,DEN 34,20,34,Jay Cutler kneels for -1 yards,-0.160,-1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
