Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
1,6:14,4,1,WAS 39,7,7,"Tress Way punts 52 yards, returned by Marcus Sherels for 9 yards (tackle by Nick Sundberg)",-0.780,-0.040
1,6:03,1,10,MIN 18,7,7,Latavius Murray right tackle for 2 yards (tackle by Stacy McGee),0.040,-0.130
1,5:29,2,8,MIN 20,7,7,Latavius Murray left guard for 1 yard (tackle by Ryan Kerrigan),-0.130,-0.790
1,4:54,3,7,MIN 21,7,7,Case Keenum pass incomplete short left intended for Adam Thielen,-0.790,-1.960
1,4:50,4,7,MIN 21,7,7,"Ryan Quigley punts 41 yards, fair catch by Jamison Crowder",-1.960,-1.470
1,4:41,1,10,WAS 38,7,7,Kirk Cousins pass complete short middle to Ryan Grant for 5 yards (tackle by Linval Joseph and Terence Newman),1.470,1.600
1,4:13,2,5,WAS 43,7,7,Chris Thompson left end for -1 yards (tackle by Eric Kendricks),1.600,0.760
1,3:28,3,6,WAS 42,7,7,"Kirk Cousins pass incomplete short right intended for Vernon Davis (defended by Anthony Barr). Penalty on Linval Joseph: Roughing the Passer, 15 yards (no play)",0.760,2.720
1,3:24,1,10,MIN 43,7,7,Kirk Cousins pass complete short left to Robert Kelley for -1 yards (tackle by Anthony Barr),2.720,2.040
1,2:46,2,11,MIN 44,7,7,Chris Thompson right end for 1 yard (tackle by Harrison Smith),2.040,1.490
1,2:00,3,10,MIN 43,7,7,Kirk Cousins pass complete short left to Josh Doctson for 8 yards (tackle by Eric Kendricks),1.490,0.990
1,1:14,4,2,MIN 35,7,7,Kirk Cousins pass complete deep right to Chris Thompson for 27 yards,0.990,5.370
1,0:39,1,8,MIN 8,7,7,Robert Kelley left end for -2 yards (tackle by Stephen Weatherly),5.370,4.190
1,0:18,2,10,MIN 10,7,7,Kirk Cousins pass incomplete short left intended for Chris Thompson,4.190,3.130
1,0:15,3,10,MIN 10,7,7,Kirk Cousins pass incomplete short left intended for Chris Thompson,3.130,2.760
1,0:11,4,10,MIN 10,7,10,Nick Rose 28 yard field goal good,2.760,3.000
1,0:08,,,WAS 35,7,10,"Nick Rose kicks off 65 yards, touchback",0.000,-0.610
1,0:08,1,10,MIN 25,7,10,Case Keenum pass complete short right to Kyle Rudolph for 12 yards (tackle by D.J. Swearinger),0.610,1.400
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 37,7,10,Case Keenum pass incomplete short middle intended for Adam Thielen,1.400,0.860
2,14:53,2,10,MIN 37,7,10,Jerick McKinnon right tackle for 6 yards (tackle by DeAngelo Hall),0.860,0.960
2,14:15,3,4,MIN 43,7,10,Case Keenum pass complete short middle to Adam Thielen for 38 yards (tackle by Zach Brown),0.960,4.310
2,13:42,1,10,WAS 19,7,10,Case Keenum pass complete short right to Kyle Rudolph for 4 yards (tackle by Kendall Fuller),4.310,4.350
2,13:08,2,6,WAS 15,7,10,Jerick McKinnon right tackle for 10 yards (tackle by Josh Norman and Zach Brown),4.350,6.060
2,12:31,1,5,WAS 5,7,10,Jerick McKinnon middle for 2 yards (tackle by Junior Galette),6.060,5.530
2,11:54,2,3,WAS 3,7,10,Case Keenum pass incomplete short right intended for Adam Thielen,5.530,4.720
2,11:49,3,3,WAS 3,13,10,"Case Keenum pass complete short left to Stefon Diggs for 3 yards, touchdown. Penalty on Stefon Diggs: Unsportsmanlike Conduct, 15 yards",4.720,7.000
2,11:45,2,3,WAS 3,14,10,Case Keenum pass incomplete short right intended for Adam Thielen,5.530,0.000
2,11:45,,,WAS 15,14,10,Kai Forbath kicks extra point good,0.000,0.000
2,11:45,,,MIN 20,14,10,"Kai Forbath kicks off 64 yards, returned by Maurice Harris for 24 yards (tackle by Mackensie Alexander)",0.000,-1.600
2,11:39,1,10,WAS 40,14,10,Samaje Perine left end for 9 yards (tackle by Stephen Weatherly),1.600,2.270
2,11:03,2,1,WAS 49,14,10,Samaje Perine left end for 4 yards (tackle by Stephen Weatherly),2.270,2.460
2,10:22,1,10,MIN 47,14,10,Samaje Perine right guard for 8 yards (tackle by Eric Kendricks),2.460,2.990
2,9:45,2,2,MIN 39,14,10,Samaje Perine right end for 1 yard (tackle by Tom Johnson),2.990,2.410
2,9:05,3,1,MIN 38,14,10,Chris Thompson left end for 2 yards (tackle by Andrew Sendejo),2.410,3.180
2,8:25,1,10,MIN 36,14,10,"Chris Thompson right tackle for no gain (tackle by Linval Joseph). Penalty on Vernon Davis: Offensive Holding, 10 yards (no play)",3.180,2.520
2,8:10,1,20,MIN 46,14,10,Kirk Cousins pass complete short middle to Jamison Crowder for 32 yards (tackle by Andrew Sendejo),2.520,4.650
2,7:36,1,10,MIN 14,14,10,Chris Thompson middle for 2 yards (tackle by Brian Robison and Harrison Smith),4.650,4.330
2,6:55,2,8,MIN 12,14,10,Kirk Cousins pass incomplete short middle intended for Vernon Davis,4.330,3.430
2,6:51,3,8,MIN 12,14,10,Kirk Cousins pass complete short right to Vernon Davis for 7 yards (tackle by Andrew Sendejo and Eric Kendricks),3.430,3.030
,,,,,,,"MIN challenged the first down ruling, and the original play was overturned.",,
2,6:25,4,1,MIN 5,14,10,Samaje Perine right end for 4 yards (tackle by Harrison Smith),3.030,0.000
2,5:38,,,,,,Timeout #1 by Washington Redskins,0.000,-6.970
2,5:38,1,1,MIN 1,14,10,Kirk Cousins pass incomplete short right intended for Vernon Davis (defended by Andrew Sendejo),6.970,5.910
2,5:32,2,1,MIN 1,14,10,Samaje Perine left guard for no gain (tackle by Ben Gedeon and Linval Joseph),5.910,5.170
2,4:50,3,1,MIN 1,14,16,"Kirk Cousins left guard for 1 yard, touchdown",5.170,7.000
2,4:37,,,MIN 15,14,17,Nick Rose kicks extra point good,0.000,0.000
2,4:37,,,WAS 35,14,17,"Nick Rose kicks off 68 yards, returned by Marcus Sherels for 32 yards (tackle by Kendall Fuller)",0.000,-0.870
2,4:30,1,10,MIN 29,14,17,Latavius Murray left guard for 4 yards (tackle by William Compton and Stacy McGee),0.870,0.870
2,3:51,2,6,MIN 33,14,17,Latavius Murray middle for 7 yards (tackle by Stacy McGee and Zach Brown),0.870,1.600
2,3:17,1,10,MIN 40,14,17,Case Keenum pass complete deep left to Adam Thielen for 38 yards (tackle by Bashaud Breeland),1.600,4.110
2,2:47,1,10,WAS 22,14,17,Case Keenum pass complete deep left to Adam Thielen for 17 yards (tackle by Bashaud Breeland and DeAngelo Hall),4.110,6.060
2,2:00,1,5,WAS 5,14,17,Jerick McKinnon middle for -2 yards (tackle by Zach Brown),6.060,0.000
2,1:55,,,,,,Timeout #2 by Washington Redskins,0.000,-4.760
2,1:55,2,7,WAS 7,20,17,"Case Keenum pass complete short right to Adam Thielen for 7 yards, touchdown",4.760,7.000
2,1:49,,,WAS 15,21,17,Kai Forbath kicks extra point good,0.000,0.000
2,1:49,,,MIN 35,21,17,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
2,1:49,1,10,WAS 25,21,17,Kirk Cousins pass incomplete short middle intended for Jamison Crowder is intercepted by Mackensie Alexander at WAS-33 and returned for 10 yards,0.610,-4.040
2,1:38,1,10,WAS 23,21,17,Case Keenum pass complete short left to Jerick McKinnon for 9 yards (tackle by Deshazor Everett),4.040,0.000
2,1:11,,,,,,Timeout #3 by Washington Redskins,0.000,-4.950
2,1:11,2,1,WAS 14,21,17,Latavius Murray right tackle for 13 yards (tackle by Kendall Fuller),4.950,6.970
2,0:25,1,1,WAS 1,27,17,"Case Keenum pass complete short middle to David Morgan for 1 yard, touchdown",6.970,7.000
2,0:22,,,WAS 15,28,17,Kai Forbath kicks extra point good,0.000,0.000
2,0:22,,,MIN 35,28,17,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
2,0:22,1,10,WAS 25,28,17,Kirk Cousins kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,28,17,"Nick Rose kicks off 62 yards, returned by Marcus Sherels for 25 yards (tackle by Chris Carter)",0.000,-0.810
3,14:55,1,10,MIN 28,28,17,Latavius Murray right tackle for 5 yards (tackle by Stacy McGee and D.J. Swearinger),0.810,0.940
3,14:18,2,5,MIN 33,28,17,Case Keenum pass complete short right to Adam Thielen for 6 yards (tackle by Josh Norman),0.940,1.530
3,13:44,1,10,MIN 39,28,17,Case Keenum pass complete deep middle to Adam Thielen for 49 yards (tackle by Josh Norman),1.530,4.780
3,13:12,1,10,WAS 12,28,17,Latavius Murray left tackle for 5 yards (tackle by Zach Brown),4.780,5.020
3,12:35,2,5,WAS 7,28,17,Case Keenum pass incomplete short middle intended for Stefon Diggs,5.020,4.160
3,12:27,3,5,WAS 7,34,17,"Case Keenum pass complete short right to Jarius Wright for 7 yards, touchdown",4.160,7.000
3,12:22,,,WAS 15,35,17,Kai Forbath kicks extra point good,0.000,0.000
3,12:22,,,MIN 35,35,17,"Kai Forbath kicks off 66 yards, returned by Chris Thompson for 29 yards (tackle by Eric Wilson)",0.000,-0.810
3,12:16,1,10,WAS 28,35,17,Samaje Perine left tackle for 2 yards (tackle by Linval Joseph),0.810,0.530
3,11:52,2,8,WAS 30,35,17,Kirk Cousins middle for 3 yards (tackle by Brian Robison),0.530,0.230
3,11:10,3,5,WAS 33,35,17,Kirk Cousins pass complete short right to Vernon Davis for 8 yards,0.230,1.660
3,10:35,1,10,WAS 41,35,17,Chris Thompson left end for 14 yards (tackle by Anthony Barr),1.660,0.000
3,10:06,,,,,,Timeout #1 by Washington Redskins,0.000,-2.590
3,10:06,1,10,MIN 45,35,17,Samaje Perine left end for 6 yards (tackle by Brian Robison),2.590,2.850
3,9:27,2,4,MIN 39,35,17,Kirk Cousins pass incomplete short middle intended for Jamison Crowder,2.850,2.150
3,9:22,3,4,MIN 39,35,17,Kirk Cousins pass complete deep right to Jamison Crowder for 36 yards (tackle by Mackensie Alexander),2.150,6.510
3,8:44,1,3,MIN 3,35,17,Kirk Cousins pass incomplete short right intended for Josh Doctson,6.510,5.530
3,8:40,2,3,MIN 3,35,17,Kirk Cousins pass incomplete short right intended for Jamison Crowder,5.530,4.720
3,8:36,3,3,MIN 3,35,17,Kirk Cousins pass incomplete short middle intended for Jamison Crowder (defended by Andrew Sendejo),4.720,3.040
3,8:28,4,3,MIN 3,35,20,Nick Rose 21 yard field goal good,3.040,3.000
3,8:24,,,WAS 35,35,20,"Nick Rose kicks off 65 yards, touchback",0.000,-0.610
3,8:24,1,10,MIN 25,35,20,Case Keenum pass complete short right to Kyle Rudolph for 6 yards (tackle by Preston Smith),0.610,0.870
3,7:53,2,4,MIN 31,35,20,Jerick McKinnon left tackle for -2 yards (tackle by Martrell Spaight),0.870,-0.100
3,7:12,3,6,MIN 29,35,20,Case Keenum pass complete short left to Stefon Diggs for 16 yards (tackle by Josh Norman),-0.100,1.930
3,6:39,1,10,MIN 45,35,20,Jerick McKinnon middle for 9 yards (tackle by Preston Smith and Deshazor Everett),1.930,2.600
3,6:11,2,1,WAS 46,35,20,"Jerick McKinnon right end for 6 yards (tackle by Kendall Fuller). Penalty on Nick Easton: Offensive Holding, 10 yards (no play)",2.600,1.250
3,5:49,2,11,MIN 44,35,20,Case Keenum pass complete short left to Jerick McKinnon for 6 yards (tackle by Zach Brown),1.250,1.360
3,5:17,3,5,,35,20,Case Keenum pass complete short right to Adam Thielen for 9 yards (tackle by Deshazor Everett),1.360,2.850
3,4:32,1,10,WAS 41,35,20,Case Keenum pass incomplete short middle intended for Laquon Treadwell,2.850,2.310
3,4:27,2,10,WAS 41,35,20,Jerick McKinnon left end for 2 yards (tackle by Martrell Spaight and Junior Galette),2.310,1.880
3,3:44,3,8,WAS 39,35,20,Case Keenum pass incomplete deep left intended for Kyle Rudolph is intercepted by D.J. Swearinger at WAS-19 and returned for 1 yard,1.880,-0.280
3,3:29,1,10,WAS 20,35,20,Kirk Cousins pass complete short right to Maurice Harris for 14 yards (tackle by Harrison Smith),0.280,1.200
3,3:00,1,10,WAS 34,35,20,Jamison Crowder right end for 5 yards (tackle by Terence Newman),1.200,1.330
3,2:29,2,5,WAS 39,35,20,Kirk Cousins pass complete short right to Samaje Perine for 25 yards (tackle by Harrison Smith),1.330,3.180
3,1:54,1,10,MIN 36,35,20,Samaje Perine middle for 1 yard (tackle by Harrison Smith),3.180,2.770
3,1:20,2,9,MIN 35,35,20,Kirk Cousins pass incomplete deep middle intended for Josh Doctson,2.770,2.080
3,1:14,3,9,MIN 35,35,20,Kirk Cousins pass complete short left to Jamison Crowder for 3 yards (tackle by Mackensie Alexander),2.080,1.250
3,0:34,4,6,MIN 32,35,20,Kirk Cousins pass incomplete short right intended for Jamison Crowder (defended by Brian Robison),1.250,-1.070
3,0:29,1,10,MIN 32,35,20,Latavius Murray middle for no gain (tackle by Stacy McGee and Josh Norman),1.070,0.530
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,MIN 32,35,20,"Case Keenum pass incomplete short right intended for Kyle Rudolph is intercepted by D.J. Swearinger at MIN-33 and returned for 31 yards. D.J. Swearinger fumbles (forced by Case Keenum), ball out of bounds at MIN-2",0.530,-6.740
4,14:53,1,2,MIN 2,35,20,Kirk Cousins pass incomplete short middle intended for Jamison Crowder (defended by Anthony Barr),6.740,5.720
4,14:50,2,2,MIN 2,35,26,"Kirk Cousins left end for 2 yards, touchdown",5.720,7.000
4,14:47,,,MIN 15,35,27,Nick Rose kicks extra point good,0.000,0.000
4,14:47,,,WAS 35,35,27,"Nick Rose kicks off 65 yards, touchback",0.000,-0.610
4,14:47,1,10,MIN 25,35,27,Latavius Murray right end for 3 yards (tackle by Martrell Spaight and Zach Brown),0.610,0.470
4,14:12,2,7,MIN 28,35,27,Case Keenum pass complete short right to Kyle Rudolph for 3 yards (tackle by Martrell Spaight and Kendall Fuller),0.470,0.170
4,13:29,3,4,MIN 31,35,27,Case Keenum pass complete short middle to Kyle Rudolph for 12 yards (tackle by Zach Brown),0.170,1.800
4,13:00,1,10,MIN 43,35,27,Jerick McKinnon right tackle for 9 yards (tackle by D.J. Swearinger),1.800,2.470
4,12:37,2,1,WAS 48,35,27,Jerick McKinnon right guard for no gain (tackle by Ryan Anderson and D.J. Swearinger),2.470,1.750
4,11:56,3,1,WAS 48,35,27,C.J. Ham left guard for 3 yards (tackle by Junior Galette and Martrell Spaight),1.750,2.590
4,11:19,1,10,WAS 45,35,27,Latavius Murray right guard for 5 yards (tackle by Brandon Banks and Stacy McGee),2.590,2.720
4,10:38,2,5,WAS 40,35,27,Latavius Murray left guard for 4 yards (tackle by Josh Norman),2.720,2.540
4,10:01,3,1,WAS 36,35,27,Case Keenum pass complete short right to Adam Thielen for 2 yards (tackle by Josh Norman and Evander Hood),2.540,3.310
4,9:20,1,10,WAS 34,35,27,Latavius Murray middle for 1 yard (tackle by Evander Hood),3.310,2.910
4,8:38,2,9,WAS 33,35,27,Jerick McKinnon left end for -2 yards (tackle by D.J. Swearinger),2.910,1.950
4,7:55,3,11,WAS 35,35,27,Case Keenum pass incomplete short middle intended for Adam Thielen,1.950,0.970
4,7:50,4,11,WAS 35,38,27,Kai Forbath 53 yard field goal good,0.970,3.000
4,7:45,,,MIN 35,38,27,"Kai Forbath kicks off 64 yards, returned by Chris Thompson for 23 yards (tackle by Jayron Kearse)",0.000,-0.540
4,7:38,1,10,WAS 24,38,27,Kirk Cousins pass complete short left to Vernon Davis for 11 yards (tackle by Xavier Rhodes and Eric Kendricks),0.540,1.270
4,7:08,1,10,WAS 35,38,27,Kirk Cousins pass complete short right to Vernon Davis for 11 yards (tackle by Anthony Barr),1.270,1.990
4,6:42,1,10,WAS 46,38,27,Kirk Cousins pass complete short right to Josh Doctson for 6 yards,1.990,2.260
4,6:29,2,4,MIN 48,38,27,Chris Thompson right end for 6 yards (tackle by Danielle Hunter),2.260,2.790
4,5:57,1,10,MIN 42,38,27,Kirk Cousins pass incomplete short right intended for Chris Thompson,2.790,2.240
4,5:52,2,10,MIN 42,38,27,Kirk Cousins pass complete short middle to Chris Thompson for 9 yards (tackle by Eric Kendricks and Tom Johnson),2.240,2.740
4,5:22,3,1,MIN 33,38,27,Chris Thompson middle for no gain (tackle by Eric Kendricks and Harrison Smith),2.740,1.210
4,4:48,4,1,MIN 33,38,27,Chris Thompson right end for -4 yards (tackle by Tom Johnson),1.210,-1.400
4,4:44,1,10,MIN 37,38,27,Latavius Murray left guard for no gain (tackle by Stacy McGee),1.400,0.860
4,4:03,2,10,MIN 37,38,27,Latavius Murray right end for 2 yards (tackle by Martrell Spaight and Josh Norman),0.860,0.000
4,3:57,,,,,,Timeout #2 by Washington Redskins,0.000,-0.430
4,3:57,3,8,MIN 39,38,27,Case Keenum middle for 1 yard (tackle by Martrell Spaight),0.430,0.000
4,3:50,,,,,,Timeout #3 by Washington Redskins,0.000,0.720
4,3:50,4,7,MIN 40,38,27,"Ryan Quigley punts 38 yards, fair catch by Jamison Crowder",-0.720,-0.410
4,3:43,1,10,WAS 22,38,27,Kirk Cousins pass complete short right to Vernon Davis for 8 yards (tackle by Brian Robison),0.410,0.950
4,3:18,2,2,WAS 30,38,27,Kirk Cousins pass incomplete short right intended for Maurice Harris,0.950,0.230
4,3:13,3,2,WAS 30,38,27,Kirk Cousins pass complete short left to Jamison Crowder for 5 yards (tackle by Tramaine Brock),0.230,1.270
4,3:08,1,10,WAS 35,38,27,Kirk Cousins pass incomplete short right intended for Vernon Davis,1.270,0.720
4,3:04,2,10,WAS 35,38,27,Kirk Cousins pass incomplete short right intended for Vernon Davis,0.720,0.040
4,2:59,3,10,WAS 35,38,27,Kirk Cousins pass incomplete deep left intended for Chris Thompson,0.040,-1.040
4,2:48,4,10,WAS 35,38,27,Kirk Cousins pass complete short left to Vernon Davis for 15 yards (tackle by Tramaine Brock),-1.040,2.260
4,2:26,1,10,,38,27,Kirk Cousins pass complete short middle to Josh Doctson for 11 yards (tackle by Harrison Smith),2.260,2.980
4,2:04,1,10,MIN 39,38,27,Kirk Cousins pass complete short left to Vernon Davis for 16 yards (tackle by Tramaine Brock),2.980,4.040
4,1:58,1,10,MIN 23,38,27,Kirk Cousins pass incomplete deep middle intended for Josh Doctson (defended by Mackensie Alexander),4.040,3.500
4,1:52,2,10,MIN 23,38,27,Kirk Cousins pass incomplete deep left intended for Jamison Crowder (defended by Terence Newman),3.500,2.810
4,1:47,3,10,MIN 23,38,27,Kirk Cousins sacked by Danielle Hunter for -14 yards,2.810,0.000
4,1:20,,,,,,Timeout #1 by Minnesota Vikings,0.000,-0.790
4,1:20,4,24,MIN 37,38,30,Nick Rose 55 yard field goal good,0.790,3.000
4,1:14,,,WAS 35,38,30,Nick Rose kicks onside 5 yards,0.000,-2.920
4,1:14,1,10,WAS 40,38,30,Case Keenum kneels for -1 yards,2.920,2.240
4,0:35,2,11,WAS 41,38,30,Case Keenum kneels for -1 yards,2.240,1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
