Quarter,Time,Down,ToGo,Location,MIN,CLE,Detail,EPB,EPA
2,0:22,2,10,MIN 42,9,13,Case Keenum pass complete short right to Jerick McKinnon for 16 yards (tackle by Jamar Taylor),1.190,0.000
2,0:12,,,,,,Timeout #2 by Minnesota Vikings,0.000,-2.790
2,0:12,1,10,CLE 42,9,13,Case Keenum pass complete short right to Kyle Rudolph for 5 yards (tackle by Jamar Taylor),2.790,2.920
2,0:08,2,5,CLE 37,9,13,"Case Keenum pass complete deep left to Laquon Treadwell for 21 yards (tackle by Joe Schobert). Laquon Treadwell fumbles (forced by Joe Schobert), ball out of bounds at CLE-16",2.920,4.510
2,0:03,1,10,CLE 16,12,13,Kai Forbath 34 yard field goal good,4.510,3.000
Quarter,Time,Down,ToGo,Location,MIN,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,12,13,"Kai Forbath kicks off 60 yards, returned by Matthew Dayes for 17 yards (tackle by Emmanuel Lamur)",0.000,-0.410
3,14:56,1,10,CLE 22,12,13,"Isaiah Crowell left guard for 6 yards (tackle by Danielle Hunter). Isaiah Crowell fumbles (forced by Danielle Hunter), recovered by Anthony Harris at CLE-30 (tackle by Kevin Zeitler)",0.410,-3.580
3,14:51,1,10,CLE 30,12,13,Jerick McKinnon right guard for 2 yards (tackle by Joe Schobert),3.580,3.300
3,14:13,2,8,CLE 28,12,13,Case Keenum pass complete short left to Kyle Rudolph for 3 yards (tackle by Mike Jordan),3.300,3.010
3,13:40,3,5,CLE 25,12,13,Case Keenum pass incomplete short right intended for Adam Thielen,3.010,1.850
3,13:36,4,5,CLE 25,15,13,Kai Forbath 43 yard field goal good,1.850,3.000
3,13:32,,,MIN 35,15,13,"Kai Forbath kicks off 67 yards, returned by Matthew Dayes for 71 yards (tackle by Ben Gedeon)",0.000,-3.510
3,13:21,1,10,MIN 31,15,13,Isaiah Crowell left end for 13 yards (tackle by Eric Kendricks),3.510,4.370
3,12:54,1,10,MIN 18,15,13,Isaiah Crowell right guard for 1 yard (tackle by Harrison Smith),4.370,0.000
3,12:19,,,,,,Timeout #1 by Cleveland Browns,0.000,-3.940
3,12:19,2,9,MIN 17,15,13,DeShone Kizer pass incomplete short right intended for David Njoku,3.940,3.170
3,12:13,3,9,MIN 17,15,13,DeShone Kizer pass incomplete deep right intended for Ricardo Louis,3.170,2.310
3,12:08,4,9,MIN 17,15,13,Zane Gonzalez 35 yard field goal no good,2.310,-0.610
3,12:04,1,10,MIN 25,15,13,Jerick McKinnon left end for -6 yards (tackle by Derrick Kindred),0.610,-0.810
3,11:27,2,16,MIN 19,15,13,Case Keenum pass complete short left to Jerick McKinnon for 12 yards (tackle by Jamie Collins),-0.810,0.170
3,10:44,3,4,MIN 31,15,13,Case Keenum pass incomplete short right intended for Adam Thielen (defended by Jamar Taylor),0.170,-1.310
3,10:41,4,4,MIN 31,15,13,"Ryan Quigley punts 40 yards, returned by Bryce Treggs for 11 yards (tackle by Kentrell Brothers)",-1.310,-1.600
3,10:31,1,10,CLE 40,15,13,DeShone Kizer right end for 5 yards (tackle by Eric Kendricks),1.600,1.730
3,9:50,2,5,CLE 45,15,13,"DeShone Kizer pass complete short left to Duke Johnson for 2 yards (tackle by Shamar Stephen). Penalty on Shamar Stephen: Face Mask (15 Yards), 15 yards",1.730,3.050
3,9:27,1,10,MIN 38,15,13,DeShone Kizer pass complete short left to Sammie Coates for 3 yards (tackle by Xavier Rhodes),3.050,2.910
3,8:57,2,7,MIN 35,15,13,DeShone Kizer left end for 1 yard (tackle by Linval Joseph),2.910,2.340
3,8:13,3,6,MIN 34,15,13,DeShone Kizer left guard for 9 yards (tackle by Anthony Barr),2.340,3.910
3,7:42,1,10,MIN 25,15,13,Duke Johnson right tackle for 7 yards (tackle by Eric Kendricks),3.910,4.370
3,7:17,2,3,MIN 18,15,13,Duke Johnson left guard for 5 yards (tackle by Harrison Smith),4.370,4.710
3,6:53,1,10,MIN 13,15,13,"DeShone Kizer right end for 2 yards (tackle by Harrison Smith). Penalty on Xavier Rhodes: Illegal Use of Hands, 5 yards",4.710,5.830
3,6:29,1,6,MIN 6,15,13,Isaiah Crowell right guard for 1 yard (tackle by Anthony Barr),5.830,5.150
3,5:46,2,5,MIN 5,15,13,DeShone Kizer pass incomplete short left intended for David Njoku (defended by Terence Newman),5.150,4.260
3,5:40,3,5,MIN 5,15,13,DeShone Kizer pass incomplete short left intended for Seth Devalve,4.260,3.010
3,5:36,4,5,MIN 5,15,16,Zane Gonzalez 23 yard field goal good,3.010,3.000
3,5:34,,,CLE 35,15,16,"Zane Gonzalez kicks off 65 yards, touchback",0.000,-0.610
3,5:34,1,10,MIN 25,15,16,Case Keenum pass complete short left to Latavius Murray for 8 yards (tackle by Briean Boddy-Calhoun),0.610,1.140
3,4:53,2,2,MIN 33,15,16,Latavius Murray left guard for 8 yards (tackle by Christian Kirksey),1.140,1.660
3,4:21,1,10,MIN 41,15,16,Latavius Murray left tackle for 1 yard (tackle by T.Y. McGill),1.660,1.260
3,3:43,2,9,MIN 42,15,16,Case Keenum pass complete deep left to Adam Thielen for 25 yards (tackle by Briean Boddy-Calhoun),1.260,3.380
3,3:13,1,10,CLE 33,15,16,Latavius Murray right guard for 1 yard (tackle by Carl Nassib),3.380,2.970
3,2:36,2,9,CLE 32,15,16,Case Keenum pass complete short middle to Jerick McKinnon for 11 yards (tackle by Christian Kirksey),2.970,4.170
3,1:56,1,10,CLE 21,15,16,Jerick McKinnon left end for 6 yards (tackle by Briean Boddy-Calhoun),4.170,4.550
3,1:25,2,4,CLE 15,15,16,"Case Keenum pass incomplete short right intended for Adam Thielen. Penalty on Briean Boddy-Calhoun: Defensive Pass Interference, 14 yards (no play)",4.550,6.970
3,1:19,1,1,CLE 1,21,16,"Jerick McKinnon left end for 1 yard, touchdown",6.970,7.000
3,1:16,,,,,,Timeout #1 by Minnesota Vikings,0.000,0.000
3,1:16,,,CLE 2,23,16,"Two Point Attempt: Jerick McKinnon left guard, conversion succeeds",0.000,1.000
3,1:16,,,MIN 35,23,16,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
3,1:16,1,10,CLE 25,23,16,DeShone Kizer pass incomplete deep left intended for David Njoku (defended by Eric Kendricks),0.610,0.060
3,1:09,2,10,CLE 25,23,16,Isaiah Crowell right tackle for 6 yards (tackle by Anthony Barr),0.060,0.170
3,0:28,3,4,CLE 31,23,16,DeShone Kizer pass complete short left to Seth Devalve for no gain,0.170,-1.310
Quarter,Time,Down,ToGo,Location,MIN,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,CLE 31,23,16,"Britton Colquitt punts 53 yards, fair catch by Marcus Sherels",-1.310,0.140
4,14:53,1,10,MIN 16,23,16,Latavius Murray right tackle for 4 yards (tackle by Christian Kirksey),-0.140,0.010
4,14:13,2,6,MIN 20,23,16,Case Keenum pass complete short middle to David Morgan for 7 yards (tackle by Caleb Brantley),0.010,0.740
4,13:36,1,10,MIN 27,23,16,Latavius Murray right guard for no gain (tackle by Carl Nassib),0.740,0.200
4,12:57,2,10,MIN 27,23,16,Case Keenum pass incomplete short right intended for Adam Thielen (defended by Jamar Taylor),0.200,-0.490
4,12:53,3,10,MIN 27,23,16,"Case Keenum pass complete short middle to Adam Thielen for 16 yards (tackle by Jamar Taylor). Penalty on Jamie Collins: Roughing the Passer, 15 yards",-0.490,2.790
4,12:27,1,10,CLE 42,23,16,"Case Keenum pass incomplete deep right intended for Stefon Diggs. Penalty on Jamar Taylor: Defensive Pass Interference, 30 yards (no play)",2.790,4.780
4,12:21,1,10,CLE 12,23,16,Latavius Murray middle for 1 yard (tackle by Carl Nassib),4.780,4.270
4,11:44,2,9,CLE 11,23,16,Case Keenum pass complete short left to Kyle Rudolph for 6 yards (tackle by Joe Schobert),4.270,4.610
4,11:02,3,3,CLE 5,23,16,"Case Keenum pass incomplete short right intended for Adam Thielen. Penalty on Briean Boddy-Calhoun: Defensive Holding, 3 yards (no play)",4.610,6.740
4,10:55,1,2,CLE 2,23,16,Latavius Murray left guard for -2 yards (tackle by Jamie Collins),6.740,5.340
4,10:11,2,4,CLE 4,29,16,"Case Keenum pass complete short left to Kyle Rudolph for 4 yards, touchdown",5.340,7.000
4,10:06,,,CLE 15,30,16,Kai Forbath kicks extra point good,0.000,0.000
4,10:06,,,MIN 35,30,16,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
4,10:06,1,10,CLE 25,30,16,DeShone Kizer sacked by Linval Joseph for -7 yards,0.610,-0.980
4,9:34,2,17,CLE 18,30,16,DeShone Kizer pass incomplete short left intended for Bryce Treggs (defended by Xavier Rhodes),-0.980,-1.720
4,9:30,3,17,CLE 18,30,16,DeShone Kizer pass complete short left to Duke Johnson for 9 yards (tackle by Tom Johnson),-1.720,-1.570
4,8:50,4,8,CLE 27,30,16,"Britton Colquitt punts 50 yards, returned by Marcus Sherels for 5 yards (tackle by Dan Vitale)",-1.570,-0.810
4,8:40,1,10,MIN 28,30,16,Latavius Murray left tackle for 8 yards (tackle by Jamar Taylor and Christian Kirksey),0.810,1.340
4,7:55,2,2,MIN 36,30,16,Latavius Murray left guard for -3 yards (tackle by Ibraheim Campbell),1.340,0.230
4,7:12,3,5,MIN 33,30,16,Case Keenum pass incomplete deep left intended for Stefon Diggs (defended by Mike Jordan),0.230,-1.180
4,7:06,4,5,MIN 33,30,16,"Ryan Quigley punts 35 yards, fair catch by Bryce Treggs",-1.180,-1.070
4,6:59,1,10,CLE 32,30,16,DeShone Kizer pass incomplete short middle intended for Isaiah Crowell (defended by Anthony Barr),1.070,0.530
4,6:55,2,10,CLE 32,30,16,DeShone Kizer pass incomplete short right intended for Ricardo Louis,0.530,-0.160
4,6:51,3,10,CLE 32,30,16,DeShone Kizer pass incomplete deep right intended for Seth Devalve (defended by Trae Waynes),-0.160,-1.240
4,6:43,4,10,CLE 32,30,16,"Britton Colquitt punts 54 yards, returned by Marcus Sherels for 10 yards (tackle by Charley Hughlett)",-1.240,-0.540
4,6:32,1,10,MIN 24,30,16,Jerick McKinnon right guard for 10 yards (tackle by Ibraheim Campbell),0.540,1.200
4,5:48,1,10,MIN 34,30,16,Jerick McKinnon right tackle for 6 yards (tackle by Danny Shelton),1.200,1.470
4,5:05,2,4,MIN 40,30,16,Case Keenum pass incomplete short right intended for Jerick McKinnon,1.470,0.760
4,4:58,3,4,MIN 40,30,16,Case Keenum pass incomplete deep right intended for Stefon Diggs,0.760,-0.720
,,,,,,,"CLE challenged the pass completion ruling, and the original play was overturned.",,
4,4:54,4,4,MIN 40,30,16,"Ryan Quigley punts 44 yards, fair catch by Bryce Treggs",-0.720,0.140
4,4:45,1,10,CLE 16,30,16,DeShone Kizer sacked by Tom Johnson for -1 yards,-0.140,-0.780
4,4:17,2,11,CLE 15,30,16,DeShone Kizer pass complete short right to Sammie Coates for 10 yards (tackle by Mackensie Alexander),-0.780,-0.200
4,3:54,3,1,CLE 25,30,16,DeShone Kizer pass complete short middle to Isaiah Crowell for 7 yards (tackle by Harrison Smith),-0.200,1.070
4,3:33,1,10,CLE 32,30,16,DeShone Kizer pass complete short middle to Isaiah Crowell for 10 yards (tackle by Anthony Barr),1.070,1.730
4,3:07,1,10,CLE 42,30,16,DeShone Kizer pass incomplete short middle intended for Isaiah Crowell,1.730,1.190
4,3:04,2,10,CLE 42,30,16,DeShone Kizer pass incomplete short left intended for Bryce Treggs,1.190,0.500
4,2:59,3,10,CLE 42,30,16,DeShone Kizer pass incomplete short left intended for David Njoku. Penalty on David Njoku: Offensive Pass Interference (Declined),0.500,-0.590
4,2:56,4,10,CLE 42,30,16,DeShone Kizer sacked by Everson Griffen for -10 yards,-0.590,-3.450
4,2:51,1,10,CLE 32,30,16,Latavius Murray left guard for 2 yards (tackle by Ibraheim Campbell),3.450,3.170
4,2:06,2,8,CLE 30,30,16,Latavius Murray left guard for -1 yards (tackle by Danny Shelton and Joe Schobert),3.170,2.340
4,2:00,3,9,CLE 31,30,16,Jerick McKinnon right end for -2 yards (tackle by Christian Kirksey),2.340,0.000
4,1:14,,,,,,Timeout #2 by Minnesota Vikings,0.000,-1.150
4,1:14,4,11,CLE 33,33,16,Kai Forbath 51 yard field goal good,1.150,3.000
4,1:09,,,MIN 35,33,16,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
4,1:09,1,10,CLE 25,33,16,DeShone Kizer pass complete short middle to David Njoku for 8 yards (tackle by Eric Kendricks),0.610,1.140
4,0:40,2,2,CLE 33,33,16,DeShone Kizer pass complete short left to Rashard Higgins for 14 yards (tackle by Emmanuel Lamur),1.140,2.060
4,0:17,1,10,CLE 47,33,16,DeShone Kizer pass complete short middle to Matthew Dayes for 15 yards (tackle by Mackensie Alexander),2.060,3.050
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
