Quarter,Time,Down,ToGo,Location,PHI,CLE,Detail,EPB,EPA
2,11:24,3,18,PHI 32,14,7,Jeff Garcia pass complete to Antonio Bryant for 12 yards (tackle by Jevon Kearse),1.690,2.150
2,10:44,4,6,PHI 20,14,10,Phil Dawson 38 yard field goal good,2.150,3.000
2,,,,CLE 30,14,10,"Phil Dawson kicks off 63 yards, returned by J.R. Reed for 22 yards (tackle by Chris Crocker)",0.000,0.870
2,10:32,1,10,PHI 29,14,10,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Daylon McCutcheon),0.870,0.330
2,10:25,2,10,PHI 29,14,10,Donovan McNabb pass incomplete intended for Reno Mahe,0.330,-0.360
2,10:20,3,10,PHI 29,14,10,Donovan McNabb pass complete to Greg Lewis for 24 yards (tackle by Daylon McCutcheon),-0.360,2.460
2,9:36,1,10,CLE 47,14,10,Donovan McNabb pass complete to Chad Lewis for 2 yards (tackle by Chaun Thompson),2.460,2.180
2,9:09,2,8,CLE 45,14,10,,2.180,2.860
2,8:38,2,3,CLE 40,20,10,"Donovan McNabb pass complete to Terrell Owens for 40 yards, touchdown. Penalty on Terrell Owens: Unsportsmanlike Conduct, 15 yards",2.860,7.000
2,,,,CLE 2,21,10,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 15,21,10,"David Akers kicks off 64 yards, returned by James Jackson for 23 yards (tackle by Quintin Mikell). James Jackson fumbles (forced by Quintin Mikell), recovered by Roderick Hood at CLE-44",0.000,-2.650
2,8:21,1,10,CLE 44,21,10,Donovan McNabb pass complete to Josh Parry for 14 yards (tackle by Daylon McCutcheon),2.650,3.580
2,7:38,1,10,CLE 30,21,10,Donovan McNabb pass complete to Dorsey Levens for 12 yards,3.580,4.370
2,6:56,1,10,CLE 18,21,10,"Brian Westbrook right tackle for 1 yard (tackle by Kenard Lang). Penalty on Tra Thomas: Illegal Formation, 5 yards (no play)",4.370,4.040
2,6:27,1,15,CLE 23,21,10,Brian Westbrook right guard for 2 yards (tackle by Alvin McKinley),4.040,3.420
2,5:51,2,13,CLE 21,21,10,"Donovan McNabb pass incomplete intended for L.J. Smith. Penalty on Steve Sciullo: Personal Foul, 15 yards",3.420,-1.000
2,5:44,1,10,CLE 31,21,10,Jeff Garcia pass complete to Dennis Northcutt for 42 yards (tackle by Lito Sheppard),1.000,3.780
2,5:04,1,10,PHI 27,21,10,William Green left tackle for 6 yards (tackle by Michael Lewis),3.780,4.040
2,4:26,2,4,PHI 21,21,10,Lee Suggs right tackle for 3 yards (tackle by Jeremiah Trotter),4.040,3.840
2,4:05,3,1,PHI 18,21,10,Jeff Garcia up the middle for 2 yards,3.840,4.510
2,3:20,,,,21,10,Timeout #2 by Cleveland Browns,0.000,4.510
2,3:20,1,10,PHI 16,21,10,"Jeff Garcia pass incomplete intended for Steve Heiden. Penalty on Dhani Jones: Roughing the Passer, 8 yards (no play)",4.510,5.370
2,3:20,1,8,PHI 8,21,10,"Penalty on Steve Heiden: False Start, 5 yards (no play)",5.370,4.530
2,3:16,1,13,PHI 13,21,16,"Lee Suggs left guard for 13 yards, touchdown",4.530,7.000
2,,,,PHI 2,21,17,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,21,17,"Phil Dawson kicks off 59 yards, returned by J.R. Reed for 24 yards (tackle by Eric Westmoreland)",0.000,1.270
2,3:06,1,10,PHI 35,21,17,Donovan McNabb pass incomplete intended for Brian Westbrook,1.270,0.720
2,2:59,2,10,PHI 35,21,17,Donovan McNabb pass complete to Todd Pinkston for 6 yards (tackle by Leigh Bodden),0.720,0.830
2,2:20,3,4,PHI 41,21,17,Donovan McNabb pass complete to Freddie Mitchell for 3 yards (tackle by Anthony Henry),0.830,-0.460
2,2:00,4,1,PHI 44,21,17,Donovan McNabb up the middle for no gain,-0.460,-2.650
2,1:52,1,10,PHI 44,21,17,Jeff Garcia pass incomplete intended for Lee Suggs,2.650,2.110
2,1:49,2,10,PHI 44,21,17,Jeff Garcia pass complete to Aaron Shea for 7 yards (tackle by Nate Wayne),2.110,2.350
2,1:43,3,3,PHI 37,21,17,Lee Suggs left end for 3 yards (tackle by Roderick Hood),2.350,3.310
2,1:11,1,10,PHI 34,21,17,Lee Suggs right guard for 1 yard (tackle by Corey Simon),3.310,2.910
2,1:03,,,,21,17,Timeout #3 by Cleveland Browns,0.000,2.910
2,1:03,2,9,PHI 33,21,17,Jeff Garcia pass incomplete intended for Dennis Northcutt,2.910,2.210
2,0:59,3,9,PHI 33,21,17,"Penalty on Frisman Jackson: False Start, 5 yards (no play)",2.210,1.550
2,0:59,3,14,PHI 38,21,17,Jeff Garcia pass incomplete intended for Lee Suggs,1.550,0.720
2,0:54,4,14,PHI 38,21,17,"Derrick Frost punts 29 yards, fair catch by Reno Mahe",0.720,0.380
2,0:47,1,10,PHI 9,21,17,Brian Westbrook right tackle for 1 yard (tackle by Kenard Lang),-0.380,-0.710
2,0:08,2,9,PHI 10,21,17,Brian Westbrook right guard for 6 yards (tackle by Anthony Henry),-0.710,-0.600
Quarter,Time,Down,ToGo,Location,PHI,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,21,17,"David Akers kicks off 48 yards, returned by Chad Mustard for 4 yards (tackle by Matt Ware)",0.000,0.670
3,14:56,1,10,CLE 26,21,17,Jeff Garcia pass incomplete intended for Dennis Northcutt (defended by Nate Wayne),0.670,0.130
3,14:53,2,10,CLE 26,21,17,William Green right guard for 3 yards (tackle by Jeremiah Trotter),0.130,-0.160
3,14:08,3,7,CLE 29,21,17,"Jeff Garcia sacked by Brian Dawkins for 0 yards. Jeff Garcia fumbles (forced by Brian Dawkins), recovered by Jeff Faine at CLE-31",-0.160,-1.310
3,13:23,4,5,CLE 31,21,17,"Derrick Frost punts 54 yards, returned by Reno Mahe for 1 yard (tackle by Lewis Sanders). Penalty on Roderick Hood: Offensive Holding, 8 yards",-1.310,0.380
3,13:10,1,10,PHI 8,21,17,Donovan McNabb pass complete to L.J. Smith for 4 yards (tackle by Warrick Holdman),-0.380,-0.490
3,12:31,2,6,PHI 12,21,17,Donovan McNabb pass incomplete intended for Terrell Owens,-0.490,-0.950
3,12:26,3,6,PHI 12,21,17,Greg Lewis left end for 2 yards (tackle by Chris Crocker),-0.950,-2.470
3,11:47,4,4,PHI 14,21,17,Dirk Johnson punts 62 yards (tackle by Greg Lewis). Penalty on Greg Lewis: Illegal Formation (Declined),-2.470,-2.190
3,11:34,1,10,CLE 49,21,17,William Green left guard for 1 yard (tackle by Hollis Thomas),2.190,1.780
3,10:56,2,9,CLE 50,21,17,William Green right tackle for no gain (tackle by Jevon Kearse),1.780,1.090
3,10:13,3,9,CLE 50,21,17,Jeff Garcia pass complete to Antonio Bryant for 14 yards (tackle by Lito Sheppard). Penalty on Lito Sheppard: Illegal Contact (Declined),1.090,3.180
3,9:46,1,10,PHI 36,21,17,Jeff Garcia pass incomplete intended for Dennis Northcutt (defended by Sheldon Brown),3.180,2.640
3,9:39,2,10,PHI 36,21,17,Lee Suggs left tackle for 6 yards (tackle by Brian Dawkins),2.640,2.740
3,8:58,3,4,PHI 30,21,17,Jeff Garcia pass complete to Dennis Northcutt for 6 yards (tackle by Brian Dawkins),2.740,3.970
3,8:58,1,10,PHI 24,21,17,"Penalty on CLE: Illegal Substitution, 5 yards (no play)",3.970,3.640
3,8:09,1,15,PHI 29,21,17,William Green left end for 8 yards (tackle by Sheldon Brown),3.640,3.840
3,7:39,2,7,PHI 21,21,23,"Jeff Garcia pass complete to Steve Heiden for 21 yards, touchdown",3.840,7.000
3,,,,PHI 2,21,24,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,21,24,"Phil Dawson kicks off 64 yards, returned by J.R. Reed for 16 yards (tackle by Leigh Bodden)",0.000,0.410
3,7:25,1,10,PHI 22,21,24,Donovan McNabb pass complete to Todd Pinkston for 9 yards (tackle by Daylon McCutcheon),0.410,1.080
3,7:07,2,1,PHI 31,21,24,Brian Westbrook right tackle for 4 yards (tackle by Gerard Warren),1.080,1.270
3,6:23,1,10,PHI 35,21,24,Donovan McNabb pass incomplete intended for L.J. Smith,1.270,0.720
3,6:18,2,10,PHI 35,21,24,Brian Westbrook right guard for 13 yards (tackle by Anthony Henry),0.720,2.130
3,5:38,1,10,PHI 48,21,24,Donovan McNabb pass incomplete intended for Freddie Mitchell,2.130,1.580
3,5:30,2,10,PHI 48,21,24,Donovan McNabb pass complete to Todd Pinkston for 11 yards (tackle by Lewis Sanders),1.580,2.850
3,4:51,1,10,CLE 41,21,24,"Brian Westbrook for 4 yards (tackle by Orpheus Roye). Penalty on Jon Runyan: Offensive Holding, 10 yards (no play)",2.850,2.190
3,4:25,1,20,PHI 49,21,24,Donovan McNabb pass incomplete intended for Brian Westbrook,2.190,0.960
3,4:21,2,20,PHI 49,21,24,Donovan McNabb pass complete to Brian Westbrook for 8 yards (tackle by Robert Griffith),0.960,1.350
3,3:49,3,12,CLE 43,21,24,Donovan McNabb pass incomplete intended for Todd Pinkston,1.350,0.400
3,3:41,4,12,CLE 43,21,24,Dirk Johnson punts 39 yards,0.400,0.380
3,3:30,1,10,CLE 4,21,24,"Penalty on Darwin Walker: Encroachment, 5 yards (no play)",-0.380,-0.190
3,3:30,1,5,CLE 9,21,24,Lee Suggs right guard for -1 yards (tackle by Jeremiah Trotter),-0.190,-0.490
3,2:54,2,6,CLE 8,21,24,Lee Suggs left tackle for -1 yards (tackle by Lito Sheppard). Penalty on Frisman Jackson: Offensive Holding (Declined),-0.490,-1.070
3,2:24,3,7,CLE 7,21,24,Jeff Garcia pass incomplete intended for Dennis Northcutt,-1.070,-2.490
3,2:19,4,7,CLE 7,21,24,"Derrick Frost punts 39 yards, fair catch by Reno Mahe. Penalty on Chaun Thompson: Illegal Formation (Declined)",-2.490,-2.520
3,2:11,1,10,CLE 46,21,24,Donovan McNabb pass complete to Brian Westbrook for 7 yards,2.520,2.920
3,1:33,2,3,CLE 39,21,24,Dorsey Levens right tackle for 7 yards,2.920,3.450
3,0:51,1,10,CLE 32,21,24,Donovan McNabb pass complete to Freddie Mitchell for 28 yards (tackle by Earl Little),3.450,6.280
3,0:04,1,4,CLE 4,21,24,Donovan McNabb pass incomplete intended for Terrell Owens,6.280,5.340
Quarter,Time,Down,ToGo,Location,PHI,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,CLE 4,21,24,Dorsey Levens left guard for 2 yards (tackle by Ebenezer Ekuban),5.340,4.950
4,14:18,3,2,CLE 2,27,24,"Donovan McNabb pass complete to L.J. Smith for 2 yards, touchdown",4.950,7.000
4,,,,CLE 2,28,24,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,28,24,"David Akers kicks off 67 yards, returned by Frisman Jackson for 20 yards (tackle by Keith Adams). Frisman Jackson fumbles (forced by Keith Adams), recovered by Quintin Mikell at CLE-21",0.000,-4.170
4,14:06,1,10,CLE 21,28,24,Dorsey Levens left guard for 7 yards (tackle by Daylon McCutcheon),4.170,4.740
4,13:25,2,3,CLE 14,28,24,Donovan McNabb pass complete to Chad Lewis for 4 yards (tackle by Robert Griffith),4.740,4.910
4,12:44,1,10,CLE 10,28,24,Brian Westbrook right tackle for -2 yards (tackle by Kenard Lang),4.910,3.860
4,11:59,2,12,CLE 12,28,24,Brian Westbrook left tackle for -3 yards (tackle by Kenard Lang),3.860,2.930
4,11:18,3,15,CLE 15,28,24,Donovan McNabb sacked by Ebenezer Ekuban for -5 yards,2.930,2.120
4,10:52,4,20,CLE 20,31,24,David Akers 38 yard field goal good,2.120,3.000
4,,,,PHI 30,31,24,"David Akers kicks off 64 yards, returned by James Jackson for 20 yards (tackle by Keith Adams). Penalty on Kevin Bentley: Offensive Holding, 10 yards",0.000,-0.350
4,10:42,1,10,CLE 12,31,24,William Green left end for 3 yards (tackle by Brian Dawkins),-0.350,-0.500
4,10:16,2,7,CLE 15,31,24,Jeff Garcia up the middle for 9 yards (tackle by Brian Dawkins),-0.500,0.540
4,9:36,1,10,CLE 24,31,24,William Green left guard for no gain (tackle by Corey Simon),0.540,0.000
4,9:00,2,10,CLE 24,31,24,Jeff Garcia pass complete to Frisman Jackson for 8 yards (tackle by Jeremiah Trotter),0.000,0.370
4,8:18,3,2,CLE 32,31,24,"Jeff Garcia right end for 9 yards (tackle by Michael Lewis). Penalty on Ryan Tucker: Offensive Holding, 10 yards (no play)",0.370,-0.960
4,7:54,3,12,CLE 22,31,24,Jeff Garcia pass complete to Frisman Jackson for 23 yards (tackle by Lito Sheppard),-0.960,1.930
4,7:20,1,10,CLE 45,31,24,"Jeff Garcia pass incomplete intended for Dennis Northcutt. Penalty on Dennis Northcutt: Offensive Pass Interference, 10 yards (no play)",1.930,1.270
4,7:13,1,20,CLE 35,31,24,Jeff Garcia pass complete to Lee Suggs for no gain,1.270,0.030
4,6:34,2,20,CLE 35,31,24,Jeff Garcia pass incomplete intended for Lee Suggs (defended by Jeremiah Trotter),0.030,-0.630
4,6:29,3,20,CLE 35,31,24,Jeff Garcia pass incomplete intended for Frisman Jackson,-0.630,-1.040
4,6:19,4,20,CLE 35,31,24,"Derrick Frost punts 47 yards, fair catch by Reno Mahe",-1.040,-0.040
4,6:10,1,10,PHI 18,31,24,Donovan McNabb pass incomplete intended for Terrell Owens,0.040,-0.490
4,6:04,2,10,PHI 18,31,24,Donovan McNabb pass complete to Todd Pinkston for 4 yards (tackle by Daylon McCutcheon),-0.490,-0.660
4,5:20,3,6,PHI 22,31,24,Donovan McNabb pass incomplete intended for Chad Lewis,-0.660,-1.900
4,5:14,4,6,PHI 22,31,24,"Dirk Johnson punts 41 yards, returned by Dennis Northcutt for 9 yards (tackle by Keith Adams)",-1.900,-1.990
4,5:03,1,10,CLE 46,31,24,Lee Suggs right guard for 5 yards (tackle by Jeremiah Trotter),1.990,2.130
4,4:31,2,5,PHI 49,31,24,Lee Suggs right tackle for 1 yard (tackle by Hollis Thomas),2.130,1.550
4,3:51,3,4,PHI 48,31,24,Jeff Garcia pass complete to Aaron Shea for 12 yards,1.550,3.180
4,3:45,1,10,PHI 36,31,24,Jeff Garcia sacked by Derrick Burgess for -5 yards,3.180,1.960
4,3:11,2,15,PHI 41,31,24,Jeff Garcia pass incomplete intended for Steve Heiden,1.960,1.290
4,3:07,3,15,PHI 41,31,24,Jeff Garcia pass complete to Aaron Shea for 9 yards (tackle by Lito Sheppard),1.290,1.250
4,2:25,4,6,PHI 32,31,24,"Jeff Garcia pass incomplete intended for Aaron Shea. Penalty on Brian Dawkins: Roughing the Passer, 15 yards (no play)",1.250,4.440
4,2:19,1,10,PHI 17,31,24,Lee Suggs right guard for -1 yards (tackle by Jeremiah Trotter),4.440,3.720
4,2:00,2,11,PHI 18,31,24,Jeff Garcia pass complete to Dennis Northcutt for 11 yards (tackle by Brian Dawkins),3.720,5.600
4,1:26,,,,31,24,Timeout #1 by Cleveland Browns,0.000,5.600
4,1:26,1,7,PHI 7,31,24,Jeff Garcia up the middle for 6 yards (tackle by Ike Reese),5.600,5.910
4,0:43,2,1,PHI 1,31,24,William Green right end for -3 yards (tackle by Hollis Thomas),5.910,4.490
4,0:36,,,,31,24,Timeout #2 by Cleveland Browns,0.000,4.490
4,0:36,3,4,PHI 4,31,30,"Jeff Garcia left end for 4 yards, touchdown",4.490,7.000
4,,,,PHI 2,31,31,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,31,31,"Phil Dawson kicks off 65 yards, returned by J.R. Reed for 19 yards (tackle by Leigh Bodden)",,
4,0:21,1,10,PHI 24,31,31,Donovan McNabb pass complete to Terrell Owens for 12 yards (tackle by Earl Little),0.540,1.330
4,0:13,1,10,PHI 36,31,31,"Donovan McNabb pass incomplete intended for Chad Lewis. Penalty on Ebenezer Ekuban: Roughing the Passer, 15 yards (no play)",1.330,2.320
4,0:03,1,10,CLE 49,31,31,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Anthony Henry),2.320,0.940
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,PHI,CLE,Detail,EPB,EPA
,,,,,,,"Eagles won the coin toss, Eagles to receive the overtime kickoff.",,
OT,15:00,1,10,CLE 30,31,31,"Phil Dawson kicks off 67 yards, returned by J.R. Reed for 27 yards (tackle by Chaun Thompson)",0.940,0.940
OT,14:54,1,10,PHI 30,31,31,Donovan McNabb pass complete to Todd Pinkston for 5 yards (tackle by Daylon McCutcheon),0.940,1.070
OT,14:18,2,5,PHI 35,31,31,Dorsey Levens right guard for 9 yards (tackle by Robert Griffith),1.070,1.860
OT,13:36,1,10,PHI 44,31,31,Donovan McNabb sacked by Gerard Warren for -4 yards,1.860,0.780
OT,13:05,2,14,PHI 40,31,31,Dorsey Levens right guard for 13 yards (tackle by Kenard Lang),0.780,1.820
OT,12:38,3,1,CLE 47,31,31,Donovan McNabb pass incomplete intended for Terrell Owens (defended by Anthony Henry),1.820,0.130
OT,12:30,4,1,CLE 47,31,31,"Dirk Johnson punts 47 yards, touchback",0.130,-0.280
OT,12:20,1,10,CLE 20,31,31,Jeff Garcia pass complete to Frisman Jackson for 14 yards (tackle by Lito Sheppard),0.280,1.200
OT,11:41,1,10,CLE 34,31,31,"Jeff Garcia pass incomplete intended for Dennis Northcutt. Penalty on Dhani Jones: Defensive Holding, 5 yards (no play)",1.200,1.530
OT,11:35,1,10,CLE 39,31,31,William Green right guard for 2 yards (tackle by Darwin Walker and Jevon Kearse),1.530,1.260
OT,10:59,2,8,CLE 41,31,31,Jeff Garcia pass complete to William Green for 3 yards (tackle by Jevon Kearse),1.260,0.960
OT,10:13,3,5,CLE 44,31,31,Jeff Garcia pass complete to Aaron Shea for 4 yards (tackle by Dhani Jones),0.960,-0.190
OT,9:24,3,5,CLE 44,31,31,Timeout #1 by Cleveland Browns,0.960,-0.190
OT,9:24,4,1,CLE 48,31,31,Derrick Frost punts 30 yards,-0.190,-0.410
OT,9:15,1,10,PHI 22,31,31,Donovan McNabb left end for 28 yards (tackle by Earl Little),0.410,2.260
OT,8:29,1,10,PHI 22,31,31,Timeout #1 by Philadelphia Eagles,0.410,2.260
OT,8:29,1,10,,31,31,Donovan McNabb pass complete to Reno Mahe for 6 yards (tackle by Chaun Thompson),2.260,2.520
OT,7:55,2,4,CLE 44,31,31,Dorsey Levens left tackle for 4 yards (tackle by Tyrone Rogers),2.520,2.920
OT,7:11,1,10,CLE 40,31,31,"Dorsey Levens left end for 8 yards (tackle by Earl Little). Penalty on Chad Lewis: Offensive Holding, 10 yards (no play)",2.920,2.260
OT,6:44,1,20,,31,31,Donovan McNabb pass complete to Reno Mahe for 12 yards (tackle by Leigh Bodden),2.260,2.640
OT,6:02,2,8,CLE 38,31,31,Dorsey Levens left tackle for 6 yards (tackle by Leigh Bodden),2.640,2.740
OT,5:12,2,8,CLE 38,31,31,Timeout #2 by Philadelphia Eagles,2.640,2.740
OT,5:12,3,2,CLE 32,31,31,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Daylon McCutcheon),2.740,1.300
OT,5:07,3,2,CLE 32,31,31,Timeout #2 by Cleveland Browns,2.740,1.300
OT,5:07,4,2,CLE 32,34,31,David Akers 50 yard field goal good,1.300,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
