Quarter,Time,Down,ToGo,Location,CLE,TEN,Detail,EPB,EPA
2,3:49,,,TEN 35,3,21,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,3:43,1,10,CLE 20,3,21,Ben Tate right end for 5 yards (tackle by Jason McCourty),0.280,0.410
2,3:17,2,5,CLE 25,3,21,Brian Hoyer pass incomplete deep left intended for Andrew Hawkins,0.410,-0.300
2,3:11,3,5,CLE 25,3,21,Brian Hoyer pass incomplete short left intended for Jordan Cameron (defended by Avery Williamson),-0.300,-1.700
2,3:06,4,5,CLE 25,3,21,"Spencer Lanning punts 55 yards, returned by Dexter McCluster for 5 yards (tackle by Johnson Bademosi)",-1.700,-0.610
2,2:55,1,10,TEN 25,3,27,"Charlie Whitehurst pass complete deep right to Justin Hunter for 75 yards, touchdown",0.610,7.000
2,2:55,,,CLE 2,3,28,Ryan Succop kicks extra point good,0.000,0.000
2,2:55,,,TEN 35,3,28,"Ryan Succop kicks off 65 yards, returned by Travis Benjamin for 24 yards (tackle by Akeem Ayers). Penalty on Johnson Bademosi: Offensive Holding, 10 yards",0.000,0.380
2,2:38,1,10,CLE 10,3,28,Brian Hoyer pass complete deep right to Travis Benjamin for 21 yards,-0.380,1.000
2,2:26,1,10,CLE 31,3,28,Isaiah Crowell right end for 1 yard (tackle by Derrick Morgan),1.000,0.600
2,2:03,2,9,CLE 32,3,28,Brian Hoyer pass complete short left to Ray Agnew for 12 yards (tackle by Michael Griffin),0.600,1.860
2,1:56,1,10,CLE 44,3,28,Brian Hoyer pass complete deep left to Miles Austin for 31 yards (tackle by Brandon Harris and Bernard Pollard). Penalty on Brandon Harris: Defensive Pass Interference (Declined),1.860,3.910
2,1:48,1,10,TEN 25,3,28,Ben Tate left tackle for 6 yards (tackle by Coty Sensabaugh),3.910,4.200
2,1:25,2,4,TEN 19,3,28,Ben Tate up the middle for 5 yards (tackle by Sammie Lee Hill),4.200,4.650
2,1:01,1,10,TEN 14,3,28,Ben Tate up the middle for 13 yards (tackle by Avery Williamson),4.650,6.970
2,0:23,1,1,TEN 1,3,28,Ben Tate left tackle for no gain (tackle by Michael Griffin and Ropati Pitoitua),6.970,6.970
2,0:16,1,1,TEN 1,3,28,Timeout #2 by Cleveland Browns,6.970,5.910
2,0:16,2,1,TEN 1,9,28,"Brian Hoyer pass complete short left to Jim Dray for 1 yard, touchdown",5.910,7.000
2,0:16,,,TEN 2,10,28,Billy Cundiff kicks extra point good,0.000,0.000
2,0:16,,,CLE 35,10,28,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
2,0:12,1,10,TEN 20,10,28,Charlie Whitehurst kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,CLE,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,10,28,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,CLE 20,10,28,Brian Hoyer pass complete deep right to Taylor Gabriel for 49 yards (tackle by Jason McCourty),0.280,3.510
3,14:22,1,10,TEN 31,10,28,Terrance West left end for 9 yards (tackle by Michael Griffin),3.510,4.180
3,13:52,2,1,TEN 22,10,28,Terrance West right tackle for -2 yards (tackle by Ropati Pitoitua),4.180,3.200
3,13:05,3,3,TEN 24,10,28,Brian Hoyer pass incomplete short left intended for Andrew Hawkins,3.200,1.970
3,13:00,4,3,TEN 24,13,28,Billy Cundiff 42 yard field goal good,1.970,3.000
3,13:00,,,CLE 35,13,28,"Billy Cundiff kicks off 65 yards, returned by Leon Washington for 11 yards (tackle by Tank Carder)",0.000,0.370
3,12:51,1,10,TEN 11,13,28,Charlie Whitehurst pass incomplete deep left intended for Nate Washington,-0.370,-0.780
3,12:43,2,10,TEN 11,13,28,Bishop Sankey right end for 2 yards (tackle by Joe Haden and Armonty Bryant),-0.780,-1.190
3,11:56,3,8,TEN 13,13,28,Charlie Whitehurst pass complete short left to Nate Washington for 20 yards (tackle by Tashaun Gipson),-1.190,1.140
3,11:32,1,10,TEN 33,13,28,Bishop Sankey right guard for 9 yards (tackle by Tashaun Gipson),1.140,1.810
3,11:07,2,1,TEN 42,13,28,Bishop Sankey left tackle for 3 yards (tackle by Christian Kirksey),1.810,1.930
3,10:35,1,10,TEN 45,13,28,"Bishop Sankey up the middle for 2 yards (tackle by Ahtyba Rubin). Penalty on Andy Levitre: Unnecessary Roughness, 15 yards",1.930,-0.370
3,9:54,2,23,TEN 32,13,28,Charlie Whitehurst pass complete short middle to Chase Coffman for 9 yards (tackle by Karlos Dansby and Craig Robertson),-0.370,0.170
3,9:12,3,14,TEN 41,13,28,Charlie Whitehurst pass complete short right to Chase Coffman for 9 yards (tackle by K'Waun Williams),0.170,-0.060
3,8:32,4,5,,13,28,"Brett Kern punts 37 yards, returned by Jordan Poyer for 8 yards (tackle by Quentin Groves). Penalty on Craig Robertson: Illegal Blindside Block (Offsetting), Penalty on Beau Brinkley: Unnecessary Roughness (Offsetting)",-0.060,-0.280
3,8:21,1,10,CLE 20,13,28,Brian Hoyer pass incomplete deep right intended for Miles Austin,0.280,-0.270
3,8:14,2,10,CLE 20,13,28,Brian Hoyer pass incomplete deep middle intended for Jordan Cameron (defended by Bernard Pollard),-0.270,-0.960
3,8:08,3,10,CLE 20,13,28,Brian Hoyer pass complete deep middle to Taylor Gabriel for 19 yards (tackle by Brandon Harris),-0.960,1.530
3,7:35,1,10,CLE 39,13,28,Ben Tate left tackle for 6 yards (tackle by Michael Griffin),1.530,1.800
3,7:01,2,4,CLE 45,13,28,Isaiah Crowell left guard for 11 yards (tackle by Jason McCourty and Wesley Woodyard),1.800,2.650
3,6:31,1,10,TEN 44,13,28,Isaiah Crowell right guard for 1 yard (tackle by Avery Williamson and Shaun Phillips),2.650,2.250
3,5:55,2,9,TEN 43,13,28,Brian Hoyer pass complete short middle to Jim Dray for 14 yards (tackle by Avery Williamson),2.250,3.640
3,5:21,1,10,TEN 29,13,28,Isaiah Crowell left tackle for 5 yards (tackle by Michael Griffin),3.640,3.780
3,4:57,2,5,TEN 24,13,28,Ben Tate left guard for 2 yards (tackle by Michael Griffin),3.780,3.340
3,4:18,3,3,TEN 22,13,28,Brian Hoyer pass incomplete short middle intended for Jordan Cameron (defended by Avery Williamson),3.340,2.090
3,4:14,4,3,TEN 22,13,28,Brian Hoyer pass incomplete short right intended for Andrew Hawkins (defended by Coty Sensabaugh),2.090,-0.410
3,4:10,1,10,TEN 22,13,28,Shonn Greene left tackle for 8 yards (tackle by Craig Robertson and Barkevious Mingo),0.410,0.950
3,3:31,2,2,TEN 30,13,28,Dexter McCluster right end for no gain (tackle by Armonty Bryant and Desmond Bryant),0.950,0.230
3,2:47,3,2,TEN 30,13,28,"Penalty on Andy Levitre: False Start, 5 yards (no play)",0.230,-0.430
3,2:27,3,7,TEN 25,13,28,Charlie Whitehurst pass complete short left to Kendall Wright for 1 yard (tackle by Armonty Bryant),-0.430,-1.630
3,1:48,4,6,TEN 26,13,28,"Brett Kern punts 39 yards, muffed catch by Travis Benjamin, recovered by Marqueston Huff and returned for no gain. Penalty on Marqueston Huff: Unsportsmanlike Conduct, 13 yards (no play)",-1.630,-2.490
3,1:36,4,19,TEN 13,13,28,"Brett Kern punts 46 yards, returned by Jordan Poyer for no gain",-2.490,-1.660
3,1:25,1,10,CLE 41,13,28,Ben Tate right end for 1 yard (tackle by Zaviar Gooden),1.660,1.260
3,0:57,2,9,CLE 42,13,28,Brian Hoyer pass complete short left to Andrew Hawkins for 9 yards (tackle by Coty Sensabaugh),1.260,2.320
3,0:33,1,10,TEN 49,13,28,Ben Tate left tackle for 11 yards (tackle by Coty Sensabaugh),2.320,3.050
3,0:10,1,10,TEN 38,13,28,Ben Tate right end for 3 yards (tackle by Michael Griffin),3.050,2.910
Quarter,Time,Down,ToGo,Location,CLE,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,TEN 35,13,28,Brian Hoyer pass complete short right to Jordan Cameron for 13 yards (tackle by Jason McCourty),2.910,4.110
4,14:29,1,10,TEN 22,13,28,Terrance West right tackle for 8 yards (tackle by Zaviar Gooden),4.110,4.850
4,13:57,2,2,TEN 14,13,28,Terrance West left tackle for 3 yards (tackle by Wesley Woodyard),4.850,4.840
4,13:31,1,10,TEN 11,13,28,Ben Tate left tackle for 7 yards (tackle by Al Woods),4.840,5.470
4,13:06,2,3,TEN 4,13,28,Brian Hoyer pass incomplete short right intended for Andrew Hawkins,5.470,4.670
4,13:02,3,3,TEN 4,13,28,Brian Hoyer pass incomplete short right intended for Taylor Gabriel,4.670,4.670
4,12:54,3,3,TEN 4,13,28,Timeout #1 by Cleveland Browns,4.670,3.030
4,12:54,4,3,TEN 4,13,28,Brian Hoyer pass incomplete short middle intended for Jordan Cameron (defended by Sammie Lee Hill),3.030,0.380
4,12:48,1,10,TEN 4,13,28,Shonn Greene left guard for no gain (tackle by Karlos Dansby),-0.380,-0.780
4,12:07,2,10,TEN 4,13,28,Shonn Greene right guard for 1 yard (tackle by Paul Kruger),-0.780,-1.300
4,11:27,3,9,TEN 5,13,28,Charlie Whitehurst pass complete short left to Kendall Wright for 7 yards (tackle by K'Waun Williams),-1.300,-2.490
4,11:08,4,2,TEN 12,15,28,"Brett Kern punts, blocked by Tank Carder, safety",-2.490,-2.000
4,11:08,,,TEN 20,15,28,"Brett Kern kicks off 61 yards, returned by Jordan Poyer for 14 yards (tackle by Avery Williamson)",0.000,-1.140
4,10:56,1,10,CLE 33,15,28,"Penalty on Joel Bitonio: False Start, 5 yards (no play)",1.140,0.810
4,10:56,1,15,CLE 28,15,28,Brian Hoyer pass complete deep left to Taylor Gabriel for 21 yards (tackle by Bernard Pollard),0.810,2.190
4,10:30,1,10,CLE 49,15,28,Isaiah Crowell right end for 1 yard (tackle by Ropati Pitoitua and Michael Griffin),2.190,1.780
4,10:03,2,9,,15,28,"Brian Hoyer pass incomplete short left intended for Andrew Hawkins (defended by Brandon Harris). Penalty on Brandon Harris: Defensive Pass Interference (Offsetting), Penalty on Jordan Cameron: Offensive Holding (Offsetting) (no play)",1.780,1.780
4,9:57,2,9,,15,28,"Brian Hoyer pass incomplete short left intended for Miles Austin is intercepted by Jason McCourty at TEN-40 and returned for 59 yards. Penalty on Brandon Harris: Illegal Contact (Offsetting), Penalty on Joe Thomas: Unnecessary Roughness (Offsetting), Penalty on Derrick Morgan: Disqualification (Offsetting) (no play)",1.780,1.780
4,9:40,2,9,,15,28,Ben Tate right end for 8 yards (tackle by Jason McCourty),1.780,2.150
4,9:04,3,1,TEN 42,15,28,Brian Hoyer up the middle for 2 yards (tackle by Al Woods),2.150,2.920
4,8:39,1,10,TEN 40,15,28,Ben Tate left guard for 2 yards (tackle by Michael Griffin and Shaun Phillips),2.920,2.640
4,7:58,2,8,TEN 38,15,28,Brian Hoyer pass complete short right to Andrew Hawkins for 7 yards (tackle by Brandon Harris),2.640,2.870
4,7:58,3,1,TEN 31,15,28,Ben Tate up the middle for 2 yards (tackle by Avery Williamson),2.870,3.640
4,7:29,1,10,TEN 29,15,28,Ben Tate right tackle for 2 yards (tackle by Al Woods),3.640,3.370
4,7:07,2,8,TEN 27,15,28,Brian Hoyer pass complete short left to Jim Dray for 10 yards (tackle by Michael Griffin),3.370,4.440
4,6:57,1,10,TEN 17,21,28,"Brian Hoyer pass complete deep middle to Travis Benjamin for 17 yards, touchdown",4.440,7.000
4,6:57,,,TEN 2,22,28,Billy Cundiff kicks extra point good,0.000,0.000
4,6:57,,,CLE 35,22,28,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
4,6:49,1,10,TEN 20,22,28,Charlie Whitehurst pass incomplete short right intended for Kendall Wright,0.280,0.280
4,6:43,1,10,TEN 20,22,28,Timeout #1 by Tennessee Titans,0.280,-0.270
4,6:43,2,10,TEN 20,22,28,Charlie Whitehurst sacked by Armonty Bryant for -5 yards,-0.270,-1.860
4,6:00,3,15,TEN 15,22,28,Charlie Whitehurst pass complete short left to Leon Washington for 7 yards (tackle by Christian Kirksey),-1.860,-1.900
4,5:25,4,8,TEN 22,22,28,"Brett Kern punts 51 yards, returned by Jordan Poyer for 6 yards (tackle by Quentin Groves)",-1.900,-1.140
4,5:14,1,10,CLE 33,22,28,Brian Hoyer pass incomplete short right intended for Andrew Hawkins (defended by Sammie Lee Hill),1.140,0.590
4,5:10,2,10,CLE 33,22,28,Brian Hoyer pass incomplete short right intended for Ben Tate,0.590,-0.100
4,5:05,3,10,CLE 33,22,28,Brian Hoyer pass incomplete deep right intended for Andrew Hawkins is intercepted by Michael Griffin at TEN-22,-0.100,-0.410
4,4:55,1,10,TEN 22,22,28,Charlie Whitehurst pass incomplete short left intended for Bishop Sankey,0.410,-0.130
4,4:50,2,10,TEN 22,22,28,Charlie Whitehurst pass incomplete short right intended for Nate Washington (defended by K'Waun Williams),-0.130,-0.820
4,4:43,3,10,TEN 22,22,28,Charlie Whitehurst pass complete short right to Delanie Walker for 11 yards (tackle by Buster Skrine and Christian Kirksey),-0.820,1.140
4,4:02,1,10,TEN 33,22,28,Bishop Sankey left tackle for -1 yards (tackle by Karlos Dansby),1.140,0.460
4,3:18,2,11,TEN 32,22,28,Kendall Wright left end for 5 yards (tackle by Christian Kirksey),0.460,0.460
4,3:12,2,11,TEN 32,22,28,Timeout #2 by Cleveland Browns,0.460,0.430
4,3:12,3,6,TEN 37,22,28,Charlie Whitehurst pass complete short right to Delanie Walker for 5 yards (tackle by K'Waun Williams),0.430,-0.590
,,,,,,,"CLE challenged the first down ruling, and the original play was overturned.",,
4,3:09,4,1,TEN 42,22,28,Charlie Whitehurst up the middle for no gain (tackle by Donte Whitner and Jabaal Sheard),-0.590,-2.790
,,,,,,,"TEN challenged the first down ruling, and the play was upheld.",,
4,3:03,1,10,TEN 42,22,28,Ben Tate up the middle for 2 yards (tackle by Avery Williamson),2.790,2.510
4,2:24,2,8,TEN 40,22,28,Brian Hoyer pass complete short middle to Miles Austin for 23 yards (tackle by Michael Griffin),2.510,4.440
4,2:00,1,10,TEN 17,22,28,"Brian Hoyer pass incomplete deep middle intended for Taylor Gabriel. Penalty on Avery Williamson: Illegal Contact, 5 yards (no play)",4.440,4.780
4,1:55,1,10,TEN 12,22,28,Brian Hoyer pass complete short right to Taylor Gabriel for 6 yards (tackle by Jason McCourty),4.780,5.210
4,1:15,2,4,TEN 6,28,28,"Brian Hoyer pass complete short left to Travis Benjamin for 6 yards, touchdown. Penalty on Shaun Phillips: Defensive Holding (Declined)",5.210,7.000
4,1:15,,,TEN 2,29,28,Billy Cundiff kicks extra point good,0.000,0.000
4,1:15,,,CLE 35,29,28,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
4,1:09,1,10,TEN 20,29,28,Charlie Whitehurst pass incomplete deep right intended for Nate Washington,0.280,-0.270
4,0:57,2,10,TEN 20,29,28,Charlie Whitehurst pass incomplete short right intended for Justin Hunter (defended by Desmond Bryant),-0.270,-0.960
4,0:53,3,10,TEN 20,29,28,Charlie Whitehurst pass complete short right to Nate Washington for 13 yards (tackle by Joe Haden),-0.960,1.140
4,0:30,1,10,TEN 33,29,28,Charlie Whitehurst pass complete short right to Delanie Walker for 10 yards (tackle by Joe Haden and Christian Kirksey),1.140,1.800
4,0:24,1,10,TEN 43,29,28,Charlie Whitehurst sacked by K'Waun Williams for -6 yards,1.800,1.800
4,0:19,1,10,TEN 43,29,28,Timeout #3 by Tennessee Titans,1.800,0.440
4,0:19,2,16,TEN 37,29,28,Charlie Whitehurst pass incomplete deep middle intended for Kendall Wright (defended by Tashaun Gipson),0.440,-0.230
4,0:10,3,16,TEN 37,29,28,Charlie Whitehurst pass complete deep right to Kendall Wright for 16 yards (tackle by K'Waun Williams),-0.230,2.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
