Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
1,9:01,2,3,PIT 48,3,0,Tyreek Hill right end for 7 yards (tackle by Ryan Shazier),2.330,2.850
1,8:11,1,10,PIT 41,3,0,Alex Smith pass complete short right to Travis Kelce for 21 yards (tackle by Sean Davis),2.850,4.240
1,7:24,1,10,PIT 20,3,0,Alex Smith pass complete short middle to Tyreek Hill for 7 yards (tackle by Bud Dupree),4.240,4.830
1,6:48,2,3,PIT 13,3,0,Alex Smith pass complete short left to Jeremy Maclin for 8 yards (tackle by Artie Burns),4.830,6.060
1,6:14,1,5,PIT 5,3,6,"Alex Smith pass complete short left to Albert Wilson for 5 yards, touchdown",6.060,7.000
1,6:09,,,PIT 15,3,7,Cairo Santos kicks extra point good,0.000,0.000
1,6:09,,,KAN 35,3,7,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.610
1,6:09,1,10,PIT 25,3,7,Le'Veon Bell left guard for no gain (tackle by Ramik Wilson),0.610,0.060
1,5:33,2,10,PIT 25,3,7,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,0.060,-0.620
1,5:28,3,10,PIT 25,3,7,Ben Roethlisberger pass complete deep left to Antonio Brown for 52 yards (tackle by Justin Houston),-0.620,4.040
1,4:44,1,10,KAN 23,3,7,Ben Roethlisberger pass incomplete short right intended for Jesse James,4.040,3.500
1,4:41,2,10,KAN 23,3,7,Ben Roethlisberger pass complete short right to Eli Rogers for 3 yards (tackle by Steven Nelson),3.500,3.200
1,4:02,3,7,KAN 20,3,7,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,3.200,2.120
1,3:56,4,7,KAN 20,6,7,Chris Boswell 38 yard field goal good,2.120,3.000
1,3:51,,,PIT 35,6,7,"Chris Boswell kicks off 65 yards, returned by Tyreek Hill for 12 yards (tackle by Vince Williams)",0.000,0.350
1,3:46,1,10,KAN 12,6,7,Alex Smith pass incomplete deep right intended for Spencer Ware,-0.350,-0.780
1,3:39,2,10,KAN 12,6,7,Alex Smith pass complete short middle to Travis Kelce for 13 yards (tackle by Mike Mitchell),-0.780,0.610
1,2:56,1,10,KAN 25,6,7,Alex Smith pass complete short right to Spencer Ware for 4 yards (tackle by Ross Cockrell),0.610,0.600
1,2:15,2,6,KAN 29,6,7,"Charcandrick West right guard for no gain (tackle by Ryan Shazier). Penalty on Mitch Morse: Offensive Holding, 10 yards (no play)",0.600,-0.810
1,1:44,2,16,KAN 19,6,7,Alex Smith pass incomplete short right intended for Demetrius Harris. Penalty on Laurent Duvernay-Tardif: Ineligible Downfield Pass (Declined),-0.810,-1.510
1,1:35,3,16,KAN 19,6,7,Alex Smith pass complete short left to Tyreek Hill for 9 yards (tackle by Artie Burns),-1.510,-1.500
1,0:56,4,7,KAN 28,6,7,"Dustin Colquitt punts 43 yards, fair catch by Antonio Brown",-1.500,-0.870
1,0:48,1,10,PIT 29,6,7,Ben Roethlisberger right guard for 4 yards (tackle by Terrance Smith),0.870,0.870
1,0:14,2,6,PIT 33,6,7,Le'Veon Bell middle for 5 yards (tackle by Ramik Wilson and Tamba Hali),0.870,0.830
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,PIT 38,6,7,Le'Veon Bell middle for 2 yards (tackle by Justin Houston),0.830,1.600
2,14:29,1,10,PIT 40,6,7,Le'Veon Bell right tackle for 9 yards (tackle by Ron Parker),1.600,2.270
2,13:58,2,1,PIT 49,6,7,Le'Veon Bell middle for 6 yards (tackle by Dontari Poe and Chris Jones),2.270,2.590
2,13:20,1,10,KAN 45,6,7,Le'Veon Bell right tackle for 7 yards (tackle by Justin Houston),2.590,2.990
2,12:47,2,3,KAN 38,6,7,Ben Roethlisberger pass complete short right to Antonio Brown for 9 yards (tackle by Marcus Peters),2.990,3.640
2,12:09,1,10,KAN 29,6,7,Ben Roethlisberger pass complete short left to Jesse James for 5 yards (tackle by Steven Nelson and Ramik Wilson),3.640,3.780
2,11:24,2,5,KAN 24,6,7,Ben Roethlisberger pass complete short right to Cobi Hamilton for 4 yards (tackle by Marcus Peters),3.780,3.600
2,10:57,3,1,KAN 20,6,7,Le'Veon Bell middle for 3 yards (tackle by Terrance Smith and Justin Houston),3.600,4.440
2,10:18,1,10,KAN 17,6,7,Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown (defended by Marcus Peters),4.440,3.850
2,10:12,2,10,KAN 17,6,7,Le'Veon Bell left guard for -1 yards (tackle by Eric Berry),3.850,3.000
2,9:29,3,11,KAN 18,6,7,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell,3.000,2.250
2,9:23,4,11,KAN 18,9,7,Chris Boswell 36 yard field goal good,2.250,3.000
2,9:18,,,PIT 35,9,7,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
2,9:18,1,10,KAN 25,9,7,Spencer Ware middle for 3 yards (tackle by Javon Hargrave),0.610,0.470
2,8:36,2,7,KAN 28,9,7,Alex Smith pass complete short left to Tyreek Hill for 7 yards (tackle by James Harrison),0.470,1.270
2,8:08,1,10,KAN 35,9,7,Alex Smith pass incomplete is intercepted by Ryan Shazier at KAN-45 and returned for 1 yard,1.270,-2.650
2,7:58,1,10,KAN 44,9,7,Le'Veon Bell right tackle for 9 yards (tackle by Marcus Peters),2.650,3.330
2,7:28,2,1,KAN 35,9,7,Le'Veon Bell middle for 4 yards (tackle by Ramik Wilson),3.330,3.510
2,6:48,1,10,KAN 31,9,7,Ben Roethlisberger pass complete short left to Jesse James for 26 yards (tackle by Eric Berry),3.510,6.060
2,6:12,1,5,KAN 5,9,7,Ben Roethlisberger pass incomplete short left intended for Antonio Brown is intercepted by Eric Berry at KAN--1,6.060,-0.280
2,6:04,1,10,KAN 20,9,7,Spencer Ware left guard for 3 yards (tackle by Ryan Shazier),0.280,0.140
2,5:26,2,7,KAN 23,9,7,Alex Smith pass incomplete short right intended for Tyreek Hill (defended by Bud Dupree),0.140,-0.560
2,5:23,3,7,KAN 23,9,7,Alex Smith pass incomplete short left intended for Spencer Ware,-0.560,-1.830
2,5:16,4,7,KAN 23,9,7,--,-1.830,-1.930
2,5:03,1,10,PIT 45,9,7,Le'Veon Bell middle for 2 yards (tackle by Marcus Peters and Dontari Poe),1.930,1.650
2,4:19,2,8,PIT 47,9,7,Ben Roethlisberger pass complete short left to Antonio Brown for 4 yards (tackle by Steven Nelson),1.650,1.490
2,3:38,3,4,KAN 49,9,7,"Penalty on Ben Roethlisberger: Delay of Game, 5 yards (no play)",1.490,0.830
2,3:15,3,9,PIT 46,9,7,Le'Veon Bell right end for 17 yards (tackle by Eric Berry),0.830,3.120
2,2:49,1,10,KAN 37,9,7,Le'Veon Bell left guard for 6 yards (tackle by Rakeem Nunez-Roches and Ramik Wilson),3.120,3.380
2,2:10,2,4,KAN 31,9,7,Le'Veon Bell right guard for 6 yards (tackle by Jarvis Jenkins),3.380,3.910
2,2:00,1,10,KAN 25,9,7,Le'Veon Bell right end for 1 yard (tackle by Dee Ford),3.910,3.500
2,1:14,2,9,KAN 24,9,7,Ben Roethlisberger pass complete short left to Le'Veon Bell for -3 yards (tackle by Ramik Wilson),3.500,0.000
2,1:06,,,,9,7,Timeout #2 by Kansas City Chiefs,0.000,-2.410
2,1:06,3,12,KAN 27,9,7,Ben Roethlisberger pass incomplete deep middle intended for Eli Rogers (defended by Chris Jones),2.410,1.670
2,1:00,4,12,KAN 27,12,7,Chris Boswell 45 yard field goal good,1.670,3.000
2,0:55,,,PIT 35,12,7,"Chris Boswell kicks off 70 yards, returned by Tyreek Hill for 21 yards (tackle by Jarvis Jones)",0.000,0.140
2,0:50,1,10,KAN 16,12,7,Alex Smith pass complete short right to Tyreek Hill for 4 yards (tackle by Bud Dupree),-0.140,0.010
2,0:26,2,6,KAN 20,12,7,"Alex Smith pass incomplete deep right intended for Chris Conley (defended by Ross Cockrell). Penalty on Ryan Shazier: Roughing the Passer, 15 yards (no play)",0.010,1.270
2,0:20,1,10,KAN 35,12,7,"Penalty on Zach Fulton: False Start, 5 yards (no play)",1.270,0.940
2,0:20,1,15,KAN 30,12,7,Alex Smith pass incomplete short left intended for Jeremy Maclin,0.940,0.050
2,0:13,2,15,KAN 30,12,7,"Alex Smith pass complete short middle to Charcandrick West for 8 yards. Charcandrick West fumbles, recovered by Artie Burns at KAN-40 (tackle by Tyreek Hill)",0.050,-2.920
2,0:03,1,10,KAN 40,12,7,Ben Roethlisberger pass complete short left to Antonio Brown for 29 yards (tackle by Ramik Wilson and Terrance Mitchell),2.920,1.000
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,12,7,"Chris Boswell kicks off 60 yards, returned by Tyreek Hill for 19 yards (tackle by Tyler Matakevich)",0.000,-0.540
3,14:55,1,10,KAN 24,12,7,Alex Smith pass incomplete short right intended for Chris Conley,0.540,0.000
3,14:50,2,10,KAN 24,12,7,Spencer Ware middle for -1 yards (tackle by James Harrison),0.000,-0.820
3,14:08,3,11,KAN 23,12,7,Alex Smith pass incomplete deep middle intended for Travis Kelce,-0.820,-1.830
3,14:00,4,11,KAN 23,12,7,"Dustin Colquitt punts 54 yards, returned by Antonio Brown for 3 yards (tackle by Albert Wilson)",-1.830,-0.670
3,13:48,1,10,PIT 26,12,7,Le'Veon Bell middle for 38 yards (tackle by Ramik Wilson),0.670,3.180
3,13:04,1,10,KAN 36,12,7,Le'Veon Bell left end for 6 yards (tackle by Ramik Wilson),3.180,3.450
3,12:23,2,4,KAN 30,12,7,Le'Veon Bell left end for 5 yards (tackle by Eric Berry and Dee Ford),3.450,3.910
3,11:34,1,10,KAN 25,12,7,Ben Roethlisberger pass incomplete short left intended for Antonio Brown (defended by Chris Jones),3.910,3.360
3,11:31,2,10,KAN 25,12,7,Le'Veon Bell middle for 1 yard (tackle by Ramik Wilson and Eric Berry),3.360,2.810
3,10:48,3,9,KAN 24,12,7,Ben Roethlisberger pass complete short left to Le'Veon Bell for -1 yards (tackle by Dontari Poe and Ramik Wilson),2.810,1.800
3,10:11,4,10,KAN 25,15,7,Chris Boswell 43 yard field goal good,1.800,3.000
3,10:06,,,PIT 35,15,7,"Chris Boswell kicks off 64 yards, returned by Tyreek Hill for 20 yards (tackle by Vince Williams)",0.000,-0.340
3,9:59,1,10,KAN 21,15,7,Alex Smith pass complete short right to Spencer Ware for -3 yards (tackle by James Harrison),0.340,-0.700
3,9:19,2,13,KAN 18,15,7,"Alex Smith pass incomplete deep right intended for Chris Conley. Penalty on Ross Cockrell: Defensive Pass Interference, 20 yards (no play)",-0.700,1.470
3,9:11,1,10,KAN 38,15,7,Spencer Ware middle for 3 yards (tackle by Bud Dupree),1.470,1.330
3,8:33,2,7,KAN 41,15,7,Alex Smith middle for 4 yards (tackle by Stephon Tuitt),1.330,1.160
3,7:54,3,3,KAN 45,15,7,Spencer Ware middle for 8 yards (tackle by Mike Mitchell),1.160,2.460
3,7:12,1,10,PIT 47,15,7,Alex Smith pass incomplete short middle intended for Tyreek Hill,2.460,1.910
3,7:07,2,10,PIT 47,15,7,Tyreek Hill left end for 8 yards (tackle by Ryan Shazier),1.910,2.280
3,6:27,3,2,PIT 39,15,7,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",2.280,1.620
3,6:01,3,7,PIT 44,15,7,Alex Smith sacked by James Harrison for -6 yards,1.620,-0.060
3,5:22,4,13,,15,7,"Dustin Colquitt punts 48 yards, out of bounds",-0.060,0.380
3,5:12,1,10,PIT 2,15,7,Le'Veon Bell middle for no gain (tackle by Ramik Wilson),-0.380,-0.780
3,4:26,2,10,PIT 2,15,7,Le'Veon Bell middle for 9 yards (tackle by Marcus Peters),-0.780,-0.370
3,3:49,3,1,PIT 11,15,7,Le'Veon Bell middle for no gain (tackle by Frank Zombo and Dontari Poe),-0.370,-2.490
3,3:08,4,1,PIT 11,15,7,"Jordan Berry punts 35 yards, out of bounds",-2.490,-2.520
3,3:00,1,10,PIT 46,15,7,Alex Smith pass incomplete deep middle intended for Travis Kelce,2.520,1.980
3,2:52,2,10,PIT 46,15,7,"Alex Smith for 5 yards (tackle by Bud Dupree). Penalty on Travis Kelce: Unnecessary Roughness, 15 yards",1.980,0.000
3,2:09,,,,15,7,Timeout #1 by Kansas City Chiefs,0.000,0.030
3,2:09,3,20,KAN 44,15,7,Alex Smith pass complete deep right to Jeremy Maclin for 20 yards (tackle by Ross Cockrell),-0.030,3.180
3,1:39,1,10,PIT 36,15,7,Charcandrick West left end for -1 yards (tackle by Javon Hargrave),3.180,2.500
3,0:58,2,11,PIT 37,15,7,Alex Smith pass complete short right to Chris Conley for 7 yards (tackle by Ross Cockrell),2.500,2.740
3,0:19,3,4,PIT 30,15,7,Alex Smith pass incomplete short middle intended for Albert Wilson,2.740,1.460
3,0:15,4,4,PIT 30,15,10,Cairo Santos 48 yard field goal good,1.460,3.000
3,0:10,,,KAN 35,15,10,"Cairo Santos kicks off 59 yards, returned by Sammie Coates for 24 yards (tackle by De'Anthony Thomas)",0.000,-0.940
3,0:02,1,10,PIT 30,15,10,Le'Veon Bell middle for 1 yard (tackle by Kendall Reyes),0.940,0.530
Quarter,Time,Down,ToGo,Location,PIT,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,PIT 31,15,10,Ben Roethlisberger pass complete short middle to Eli Rogers for 14 yards (tackle by Ron Parker),0.530,1.930
4,14:20,1,10,PIT 45,15,10,Le'Veon Bell middle for 3 yards (tackle by Justin Houston),1.930,1.790
4,13:39,2,7,PIT 48,15,10,Ben Roethlisberger pass complete short right to Demarcus Ayers for 6 yards (tackle by Ramik Wilson),1.790,1.880
4,13:00,3,1,KAN 46,15,10,Le'Veon Bell middle for 2 yards (tackle by Daniel Sorensen),1.880,2.650
4,12:17,1,10,KAN 44,15,10,Ben Roethlisberger pass complete deep middle to Jesse James for 23 yards (tackle by Steven Nelson),2.650,4.170
4,11:27,1,10,KAN 21,15,10,Le'Veon Bell left end for 2 yards (tackle by Kendall Reyes and Ramik Wilson),4.170,3.900
4,10:43,2,8,KAN 19,15,10,Ben Roethlisberger pass incomplete deep middle intended for Eli Rogers,3.900,3.180
4,10:38,3,8,KAN 19,15,10,Ben Roethlisberger sacked by Jarvis Jenkins and Dee Ford for -6 yards,3.180,1.800
4,9:53,4,14,KAN 25,18,10,Chris Boswell 43 yard field goal good,1.800,3.000
4,9:49,,,PIT 35,18,10,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
4,9:49,1,10,KAN 25,18,10,Alex Smith pass complete short middle to Travis Kelce for 24 yards (tackle by Lawrence Timmons and James Harrison),0.610,2.190
4,9:03,1,10,KAN 49,18,10,Spencer Ware middle for 11 yards (tackle by Mike Mitchell),2.190,2.920
4,8:21,1,10,PIT 40,18,10,Alex Smith pass incomplete deep left intended for Jeremy Maclin,2.920,2.370
4,8:15,2,10,PIT 40,18,10,"Alex Smith pass incomplete deep left intended for Tyreek Hill (defended by Artie Burns). Penalty on Spencer Ware: Face Mask (15 Yards), 15 yards (no play)",2.370,0.350
4,8:08,2,25,KAN 45,18,10,Alex Smith pass complete deep right to Travis Kelce for 17 yards (tackle by Ross Cockrell),0.350,1.950
4,7:21,3,8,PIT 38,18,10,Alex Smith pass incomplete,1.950,0.720
4,7:11,4,8,PIT 38,18,10,Alex Smith pass complete short right to Chris Conley for 12 yards (tackle by Ryan Shazier),0.720,3.840
4,6:25,1,10,PIT 26,18,10,Tyreek Hill middle for 3 yards (tackle by Ryan Shazier),3.840,3.700
4,5:43,2,7,PIT 23,18,10,Alex Smith pass complete short right to Albert Wilson for -2 yards (tackle by Ross Cockrell),3.700,2.740
4,4:53,3,9,PIT 25,18,10,"Alex Smith pass incomplete deep middle intended for Chris Conley (defended by Sean Davis). Penalty on Sean Davis: Unnecessary Roughness, 13 yards (no play)",2.740,4.780
4,4:47,1,10,PIT 12,18,10,Alex Smith pass complete short left to Charcandrick West for 6 yards (tackle by Mike Mitchell and Sean Davis),4.780,5.210
4,4:14,2,4,PIT 6,18,10,Alex Smith pass complete short middle to Travis Kelce for 2 yards (tackle by William Gay),5.210,4.840
4,3:34,3,2,PIT 4,18,10,Alex Smith pass incomplete short right intended for Demetrius Harris,4.840,0.000
4,3:29,,,,18,10,Timeout #2 by Kansas City Chiefs,0.000,-3.040
4,3:29,4,2,PIT 4,18,10,Alex Smith pass complete short right to Anthony Sherman for 3 yards (tackle by Sean Davis and Ross Cockrell),3.040,6.970
4,2:47,1,1,PIT 1,18,16,"Spencer Ware middle for 1 yard, touchdown",6.970,7.000
4,2:43,,,PIT 2,18,16,"Two Point Attempt: Alex Smith pass complete to Demetrius Harris, conversion succeeds. Penalty on Eric Fisher: Offensive Holding, 10 yards (no play)",0.000,-1.000
4,2:43,,,PIT 12,18,16,"Two Point Attempt: Alex Smith pass incomplete intended for Jeremy Maclin, conversion fails",0.000,-1.000
4,2:43,,,KAN 35,18,16,"Cairo Santos kicks off 58 yards, returned by Justin Gilbert for -2 yards (tackle by Eric Murray)",0.000,0.380
4,2:38,1,10,PIT 5,18,16,Le'Veon Bell middle for 2 yards (tackle by Chris Jones),-0.380,0.000
4,2:32,,,,18,16,Timeout #3 by Kansas City Chiefs,0.000,0.630
4,2:32,2,8,PIT 7,18,16,Ben Roethlisberger pass complete short left to Eli Rogers for 5 yards (tackle by Steven Nelson),-0.630,-0.600
4,2:00,3,3,PIT 12,18,16,Ben Roethlisberger pass complete short right to Antonio Brown for 7 yards,-0.600,0.000
4,1:53,,,,18,16,Timeout #1 by Pittsburgh Steelers,0.000,-0.150
4,1:51,1,10,PIT 19,18,16,Ben Roethlisberger kneels for -1 yards,0.150,-0.560
4,1:12,2,11,PIT 18,18,16,Ben Roethlisberger kneels for -1 yards,-0.560,-1.420
4,0:32,3,12,PIT 17,18,16,Ben Roethlisberger kneels for -1 yards,-1.420,-2.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
