Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
2,13:44,2,13,BAL 35,0,0,Kyle Boller right tackle for 2 yards (tackle by Larry Tripplett),0.520,0.100
2,12:30,3,11,BAL 37,0,0,Kyle Boller pass complete to Mark Clayton for 5 yards (tackle by Cato June),0.100,-0.590
2,12:30,4,6,BAL 42,0,0,"Dave Zastudil punts 33 yards, fair catch by Troy Walters. Penalty on Gerome Sapp: Offensive Holding, 10 yards",-0.590,0.220
2,11:49,1,10,IND 15,0,0,Peyton Manning pass complete to Marvin Harrison for 7 yards (tackle by Chris McAlister),-0.220,0.350
2,11:49,2,3,IND 22,0,0,Peyton Manning pass incomplete intended for Reggie Wayne,0.350,-0.510
2,11:49,3,3,IND 22,0,0,Edgerrin James right end for 6 yards (tackle by Chris McAlister),-0.510,0.810
2,10:30,1,10,IND 28,0,0,Peyton Manning pass complete to Reggie Wayne for 17 yards (tackle by Samari Rolle),0.810,1.930
2,10:30,1,10,IND 45,0,0,Edgerrin James left tackle for no gain (tackle by Kelly Gregg and Adalius Thomas),1.930,1.380
2,9:25,2,10,IND 45,0,0,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Will Demps),1.380,0.700
2,9:19,3,10,IND 45,0,0,Peyton Manning pass complete to Brandon Stokley for 4 yards (tackle by Ed Reed),0.700,-0.130
2,8:41,4,6,IND 49,0,0,Hunter Smith punts 34 yards,-0.130,0.060
2,8:28,1,10,BAL 17,0,0,"Kyle Boller up the middle for 6 yards (tackle by Gary Brackett). Penalty on Tony Pashos: Offensive Holding, 8 yards (no play)",-0.060,-0.680
2,8:08,1,18,BAL 9,0,0,Kyle Boller pass incomplete intended for Todd Heap (defended by David Thornton),-0.680,-1.360
2,8:02,2,18,BAL 9,0,0,Jamal Lewis up the middle for -3 yards (tackle by Robert Mathis),-1.360,-2.710
2,7:21,3,21,BAL 6,0,0,Kyle Boller pass complete to Chester Taylor for 11 yards (tackle by Raheem Brock),-2.710,-2.320
2,6:46,4,10,BAL 17,0,0,"Dave Zastudil punts 45 yards, fair catch by Troy Walters",-2.320,-1.470
2,6:37,1,10,IND 38,0,0,Peyton Manning pass incomplete intended for Marvin Harrison,1.470,0.920
2,6:33,2,10,IND 38,0,0,Peyton Manning pass complete to Brandon Stokley for 17 yards (tackle by Deion Sanders and Will Demps),0.920,2.590
2,6:15,1,10,BAL 45,0,0,Edgerrin James right end for -2 yards (tackle by Adalius Thomas),2.590,1.770
2,5:51,2,12,BAL 47,0,0,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Chris McAlister),1.770,1.880
2,5:11,3,6,BAL 41,0,0,Peyton Manning pass incomplete intended for Ben Utecht,1.880,0.530
2,5:06,4,6,BAL 41,0,0,"Hunter Smith punts 28 yards, fair catch by B.J. Sams",0.530,0.320
2,4:59,1,10,BAL 13,0,0,Jamal Lewis right guard for 1 yard (tackle by Dwight Freeney),-0.320,-0.680
2,4:26,2,9,BAL 14,0,0,Jamal Lewis up the middle for -4 yards (tackle by Dwight Freeney),-0.680,-1.770
2,3:46,3,13,BAL 10,0,0,"Penalty on Jonathan Ogden: False Start, 5 yards (no play)",-1.770,-2.360
2,3:31,3,18,BAL 5,0,0,Kyle Boller pass complete to Mark Clayton for 8 yards (tackle by Jason David),-2.360,-2.490
2,2:59,4,10,BAL 13,0,0,"Dave Zastudil punts 43 yards, fair catch by Troy Walters",-2.490,-1.860
2,2:53,1,10,IND 44,0,0,Peyton Manning pass complete to Brandon Stokley for 28 yards (tackle by Ed Reed),1.860,3.710
2,2:09,1,10,BAL 28,0,0,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Will Demps),3.710,3.980
2,2:00,2,4,BAL 22,0,0,Peyton Manning pass complete to Brandon Stokley for 5 yards (tackle by Deion Sanders),3.980,4.440
2,1:32,1,10,BAL 17,0,0,"Peyton Manning pass incomplete intended for Reggie Wayne is intercepted by Will Demps at BAL--8. Penalty on Terrell Suggs: Defensive Offside, 5 yards (no play)",4.440,5.520
2,1:26,1,5,BAL 12,0,0,Peyton Manning pass complete to Brandon Stokley for 3 yards (tackle by Adalius Thomas),5.520,5.290
2,0:59,2,2,BAL 9,0,0,Edgerrin James up the middle for 5 yards (tackle by Adalius Thomas),5.290,6.280
2,0:35,1,4,BAL 4,0,0,"Edgerrin James up the middle for 2 yards (tackle by Anthony Weaver and Kelly Gregg). Penalty on Terrell Suggs: Defensive Offside, 2 yards (no play)",6.280,6.740
2,0:30,1,2,BAL 2,0,0,Peyton Manning pass incomplete intended for Ben Utecht,6.740,5.720
2,0:26,,,,0,0,Timeout #1 by Baltimore Ravens,0.000,5.720
2,0:23,2,2,BAL 2,0,0,Edgerrin James right tackle for no gain (tackle by Anthony Weaver and Terrell Suggs),5.720,4.950
2,0:21,,,,0,0,Timeout #2 by Indianapolis Colts,0.000,4.950
2,0:21,3,2,BAL 2,0,0,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Chris McAlister),4.950,3.250
2,0:18,,,,0,0,Timeout #3 by Indianapolis Colts,0.000,3.250
2,0:18,4,2,BAL 2,3,0,Mike Vanderjagt 20 yard field goal good,3.250,3.000
2,,,,IND 30,3,0,"Dave Rayner kicks off 37 yards, returned by Justin Green for 10 yards (tackle by Gerome Sapp). Penalty on Ben Hartsock: Offside on Free Kick, 5 yards",0.000,2.130
2,0:11,1,10,BAL 48,3,0,Kyle Boller pass incomplete intended for Clarence Moore,2.130,1.580
2,0:06,2,10,BAL 48,3,0,"Penalty on Clarence Moore: False Start, 5 yards (no play)",1.580,0.910
2,0:06,2,15,BAL 43,3,0,"Kyle Boller pass complete to Daniel Wilcox for 12 yards, lateral to Mark Clayton for 12 yards, lateral to Chester Taylor for 4 yards (tackle by Joe Jefferson)",0.910,1.820
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,3,0,"Matt Stover kicks off 67 yards, returned by Ran Carthon for 14 yards (tackle by Bart Scott)",0.000,-0.060
3,14:52,1,10,IND 17,3,0,Edgerrin James left tackle for 1 yard (tackle by Kelly Gregg),-0.060,-0.420
3,14:24,2,9,IND 18,3,0,Peyton Manning pass incomplete intended for Ben Utecht,-0.420,-1.130
3,14:21,3,9,IND 18,3,0,Peyton Manning pass incomplete intended for Marvin Harrison,-1.130,-2.240
3,14:16,4,9,IND 18,3,0,"Hunter Smith punts 44 yards, returned by B.J. Sams for 11 yards (tackle by Darrell Reid)",-2.240,-2.190
3,14:03,1,10,BAL 49,3,0,Kyle Boller pass complete to Daniel Wilcox for 6 yards (tackle by Larry Tripplett),2.190,2.460
3,13:26,2,4,IND 45,3,0,Kyle Boller pass incomplete intended for Clarence Moore,2.460,1.750
3,13:20,3,4,IND 45,3,0,Kyle Boller pass complete to Mark Clayton for 8 yards (tackle by Nick Harper),1.750,3.120
3,12:51,1,10,IND 37,3,0,Kyle Boller pass incomplete intended for Derrick Mason,3.120,2.570
3,12:48,2,10,IND 37,3,0,Kyle Boller pass complete to Derrick Mason for 5 yards (tackle by Nick Harper),2.570,2.540
3,12:20,3,5,IND 32,3,0,Kyle Boller pass complete to Derrick Mason for 3 yards (tackle by Donald Strickland),2.540,1.600
3,12:20,4,2,IND 29,3,0,Matt Stover 47 yard field goal no good,1.600,-1.400
3,11:33,1,10,IND 37,3,0,Edgerrin James left guard for 2 yards (tackle by Anthony Weaver and Ray Lewis),1.400,1.130
3,10:53,2,8,IND 39,3,0,Peyton Manning pass incomplete intended for Brandon Stokley (defended by Adalius Thomas),1.130,0.430
3,10:48,,,,3,0,Timeout #1 by Indianapolis Colts,0.000,0.430
3,10:48,3,8,IND 39,3,0,"Peyton Manning pass incomplete intended for Edgerrin James. Penalty on Dale Carter: Illegal Use of Hands, 5 yards (no play)",0.430,1.860
3,10:42,1,10,IND 44,3,0,Peyton Manning pass complete to Reggie Wayne for 9 yards (tackle by Samari Rolle),1.860,2.530
3,10:42,2,1,BAL 47,3,0,Edgerrin James up the middle for 6 yards (tackle by Adalius Thomas and Dale Carter),2.530,2.850
3,9:40,1,10,BAL 41,3,0,Peyton Manning pass complete to Brandon Stokley for 10 yards (tackle by Will Demps),2.850,3.510
3,9:28,1,10,BAL 31,3,0,Edgerrin James up the middle for 3 yards (tackle by Terrell Suggs and Kelly Gregg),3.510,3.370
3,8:48,2,7,BAL 28,9,0,"Peyton Manning pass complete to Marvin Harrison for 28 yards, touchdown",3.370,7.000
3,,,,BAL 2,10,0,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,10,0,"Dave Rayner kicks off 62 yards, returned by B.J. Sams for 21 yards (tackle by Robert Mathis)",0.000,0.870
3,8:37,1,10,BAL 29,10,0,Jamal Lewis left guard for -2 yards (tackle by Raheem Brock and Darrell Reid),0.870,0.060
3,8:37,2,12,BAL 27,10,0,Kyle Boller pass incomplete intended for Clarence Moore,0.060,-0.630
3,7:54,3,12,BAL 27,10,0,"Penalty on Jonathan Ogden: False Start, 5 yards (no play)",-0.630,-1.290
3,7:54,3,17,BAL 22,10,0,Kyle Boller pass complete to Todd Heap for 11 yards (tackle by Cato June and Donald Strickland),-1.290,-1.180
3,7:17,4,6,BAL 33,10,0,"Dave Zastudil punts 38 yards, returned by Troy Walters for no gain",-1.180,-0.870
3,7:08,1,10,IND 29,10,0,Peyton Manning pass complete to Marvin Harrison for 16 yards (tackle by Ray Lewis),0.870,1.930
3,6:26,1,10,IND 45,10,0,Peyton Manning pass complete to Reggie Wayne for 13 yards (tackle by Ed Reed). Penalty on Chris McAlister: Defensive Holding (Declined),1.930,2.790
3,6:01,1,10,BAL 42,10,0,Edgerrin James right tackle for 16 yards (tackle by Ray Lewis),2.790,3.840
3,5:14,1,10,BAL 26,16,0,"Peyton Manning pass complete to Ben Utecht for 26 yards, touchdown",3.840,7.000
3,,,,BAL 2,17,0,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,17,0,"Dave Rayner kicks off 70 yards, touchback",0.000,0.280
3,5:08,1,10,BAL 20,17,0,Kyle Boller sacked by Larry Tripplett for -10 yards,0.280,-1.510
3,4:47,2,20,BAL 10,17,0,Anthony Wright pass complete to Todd Heap for 11 yards (tackle by Cato June),-1.510,-0.820
3,4:12,3,9,BAL 21,17,0,Anthony Wright pass complete to Derrick Mason for 10 yards (tackle by Donald Strickland),-0.820,1.000
3,3:14,1,10,BAL 31,17,0,Anthony Wright pass complete to Mark Clayton for 7 yards (tackle by Gary Brackett and Bob Sanders),1.000,1.410
3,2:55,2,3,BAL 38,17,0,Jamal Lewis up the middle for 2 yards (tackle by Bob Sanders and Joe Jefferson),1.410,0.960
3,1:58,3,1,BAL 40,17,0,Jamal Lewis right tackle for 1 yard (tackle by Donald Strickland and Robert Mathis),0.960,1.660
3,1:38,1,10,BAL 41,17,0,Chester Taylor up the middle for 23 yards (tackle by Joe Jefferson and Cato June),1.660,3.180
3,0:59,1,10,IND 36,17,0,Anthony Wright pass complete to Chester Taylor for 7 yards (tackle by Gary Brackett),3.180,3.580
3,0:17,2,3,IND 29,17,0,Anthony Wright pass incomplete intended for Derrick Mason (defended by Nick Harper),3.580,2.870
3,0:13,3,3,IND 29,17,0,Anthony Wright pass incomplete intended for Daniel Wilcox,2.870,1.580
3,0:09,4,3,IND 29,17,0,Anthony Wright pass complete to Derrick Mason for 8 yards (tackle by Cato June),1.580,4.170
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 21,17,0,Anthony Wright pass incomplete intended for Ovie Mughelli (defended by Cato June),4.170,3.630
4,14:53,,,,17,0,Timeout #2 by Indianapolis Colts,0.000,3.630
4,14:53,2,10,IND 21,17,0,Chester Taylor up the middle for 3 yards (tackle by David Thornton and Gary Brackett),3.630,3.310
4,14:16,3,7,IND 18,17,0,Anthony Wright sacked by Larry Tripplett for -9 yards,3.310,1.670
4,13:46,4,16,IND 27,17,0,Matt Stover 45 yard field goal no good,1.670,-1.270
4,13:46,1,10,IND 35,17,0,Edgerrin James left tackle for no gain (tackle by Anthony Weaver),1.270,0.720
4,13:28,2,10,IND 35,17,0,Edgerrin James up the middle for 5 yards (tackle by Peter Boulware and Terrell Suggs),0.720,0.700
4,12:50,3,5,IND 40,17,0,Peyton Manning pass incomplete intended for Brandon Stokley,0.700,-0.720
4,12:44,4,5,IND 40,17,0,"Hunter Smith punts 50 yards, returned by B.J. Sams for 88 yards (tackle by Hunter Smith). Penalty on Chad Williams: Illegal Block Above the , 10 yards",-0.720,0.350
4,12:22,1,10,BAL 12,17,0,Anthony Wright pass complete to Mark Clayton for 4 yards (tackle by Cato June),-0.350,-0.370
4,11:58,2,6,BAL 16,17,0,Jamal Lewis right end for 12 yards (tackle by Larry Tripplett and Cato June),-0.370,0.810
4,11:20,1,10,BAL 28,17,0,Anthony Wright pass incomplete intended for Clarence Moore (defended by Donald Strickland),0.810,0.260
4,11:15,2,10,BAL 28,17,0,Anthony Wright pass complete to Daniel Wilcox for 3 yards (tackle by Gary Brackett and David Thornton),0.260,-0.030
4,10:38,3,7,BAL 31,17,0,Anthony Wright pass complete to Derrick Mason for 11 yards (tackle by Donald Strickland). Penalty on Jason David: Defensive Holding (Declined),-0.030,1.730
4,10:21,1,10,BAL 42,17,0,Chester Taylor up the middle for -2 yards (tackle by Raheem Brock and Gary Brackett),1.730,0.920
4,9:49,2,12,BAL 40,17,0,Anthony Wright pass complete to Derrick Mason for 25 yards,0.920,3.250
4,9:20,1,10,IND 35,17,0,Anthony Wright pass incomplete intended for Mark Clayton (defended by Donald Strickland),3.250,2.700
4,9:17,2,10,IND 35,17,0,Anthony Wright pass complete to Daniel Wilcox for 15 yards (tackle by Gary Brackett and Joe Jefferson),2.700,4.240
4,9:17,1,10,IND 20,17,0,Anthony Wright pass incomplete intended for Todd Heap,4.240,3.690
4,8:34,2,10,IND 20,17,0,Anthony Wright pass incomplete intended for Mark Clayton,3.690,3.010
4,8:31,3,10,IND 20,17,0,Anthony Wright pass incomplete intended for Mark Clayton is intercepted by Gary Brackett at IND-1 and returned for 31 yards,3.010,-1.070
4,8:18,1,10,IND 32,17,0,Edgerrin James right tackle for 1 yard (tackle by Terrell Suggs and Anthony Weaver),1.070,0.660
4,7:35,2,9,IND 33,17,0,Edgerrin James left end for 6 yards (tackle by Adalius Thomas and Ray Lewis),0.660,0.760
4,6:50,3,3,IND 39,17,0,Peyton Manning pass complete to Edgerrin James for 11 yards (tackle by Ray Lewis),0.760,2.260
4,6:02,1,10,BAL 50,17,0,Edgerrin James right tackle for 9 yards (tackle by Ray Lewis),2.260,2.930
4,5:15,2,1,BAL 41,17,0,Edgerrin James up the middle for no gain (tackle by Will Demps and Adalius Thomas),2.930,2.210
4,4:31,3,1,BAL 41,17,0,Edgerrin James left tackle for no gain (tackle by Jarret Johnson and Anthony Weaver),2.210,0.530
4,3:44,4,1,BAL 41,17,0,"Penalty on Hunter Smith: Delay of Game, 5 yards (no play)",0.530,0.200
4,3:44,4,6,BAL 46,17,0,"Hunter Smith punts 37 yards, fair catch by B.J. Sams",0.200,0.380
4,3:37,1,10,BAL 9,17,0,Anthony Wright pass complete to Randy Hymes for 4 yards (tackle by Gary Brackett),-0.380,-0.480
4,3:14,2,6,BAL 13,17,0,Anthony Wright pass incomplete intended for Todd Heap,-0.480,-0.950
4,3:11,3,6,BAL 13,17,0,Anthony Wright pass complete to Daniel Wilcox for 10 yards (tackle by Bob Sanders),-0.950,0.480
4,2:44,1,10,BAL 23,23,0,"Anthony Wright pass incomplete intended for Daniel Wilcox is intercepted by Cato June at BAL-30 and returned for 30 yards, touchdown",0.480,-7.000
4,,,,BAL 2,24,0,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,,24,0,"Penalty on Dave Rayner: Delay of Kickoff, 5 yards (no play)",0.000,0.000
4,,,,IND 25,24,0,"Dave Rayner kicks off 63 yards, returned by B.J. Sams for 20 yards (tackle by Bryan Fletcher)",0.000,1.070
4,2:32,1,10,BAL 32,24,0,Anthony Wright pass complete to Todd Heap for 6 yards (tackle by Donald Strickland),1.070,1.340
4,2:12,2,4,BAL 38,24,0,Anthony Wright pass incomplete intended for Clarence Moore (defended by Donald Strickland),1.340,0.630
4,2:07,3,4,BAL 38,24,0,Anthony Wright pass complete to Darnell Dinkins for 8 yards (tackle by David Thornton),0.630,1.990
4,2:00,1,10,BAL 46,24,0,Anthony Wright pass complete to Derrick Mason for 22 yards,1.990,3.450
4,1:55,1,10,IND 32,24,0,"Anthony Wright sacked by Robert Mathis for -8 yards. Anthony Wright fumbles (forced by Robert Mathis), recovered by Raheem Brock at IND-44 and returned for 15 yards (tackle by Jonathan Ogden)",3.450,-2.850
4,1:41,1,10,BAL 41,24,0,Peyton Manning kneels for -1 yards,2.850,2.170
4,1:37,,,,24,0,Timeout #1 by Baltimore Ravens,0.000,2.170
4,1:35,2,11,BAL 42,24,0,Peyton Manning kneels for no gain,2.170,1.490
4,1:35,3,11,BAL 42,24,0,Peyton Manning pass incomplete intended for Marvin Harrison,1.490,0.460
4,1:28,4,11,BAL 42,24,0,"Hunter Smith punts 41 yards. Penalty on Rob Morris: Offensive Holding, 10 yards (no play)",0.460,-0.190
4,1:02,4,21,IND 48,24,0,"Hunter Smith punts 43 yards, returned by B.J. Sams for 28 yards (tackle by Gerome Sapp)",-0.190,-1.400
4,1:00,1,10,BAL 37,24,0,Anthony Wright pass complete to Darnell Dinkins for 15 yards (tackle by Gerome Sapp),1.400,2.390
4,0:32,1,10,IND 48,24,0,Anthony Wright pass complete to Clarence Moore for 24 yards,2.390,3.970
4,0:32,1,10,IND 24,24,0,Anthony Wright pass complete to Darnell Dinkins for 7 yards (tackle by David Thornton),3.970,4.460
4,0:24,,,,24,0,Timeout #2 by Baltimore Ravens,0.000,4.460
4,0:24,2,3,IND 17,24,0,Anthony Wright pass incomplete intended for Derrick Mason,4.460,3.750
4,0:20,3,3,IND 17,24,6,"Anthony Wright pass complete to Daniel Wilcox for 17 yards, touchdown",3.750,7.000
4,,,,IND 2,24,7,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,24,7,Matt Stover kicks onside 12 yards,0.000,2.790
4,0:12,1,10,BAL 42,24,7,Peyton Manning kneels for -1 yards,2.790,2.110
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
