Quarter,Time,Down,ToGo,Location,KAN,LVR,Detail,EPB,EPA
2,5:11,3,7,KAN 45,10,7,Patrick Mahomes pass complete short middle to Travis Kelce for 16 yards (tackle by Denzel Perryman),,
2,4:32,1,10,LVR 39,10,7,Patrick Mahomes pass complete short middle to Mecole Hardman for 27 yards (tackle by Johnathan Abram),,
2,3:50,1,10,LVR 12,10,7,Tyreek Hill left end for 2 yards (tackle by Nate Hobbs),,
2,3:16,2,8,LVR 10,10,7,Patrick Mahomes pass complete short left to Darrel Williams for 3 yards (tackle by Cory Littleton and Denzel Perryman),,
2,2:32,3,5,LVR 7,10,7,"Penalty on Solomon Thomas: Encroachment, 4 yards (accepted) (no play)",,
2,2:22,3,1,LVR 3,10,7,Darrel Williams up the middle for no gain (tackle by Damion Square and Johnathan Hankins),,
2,2:00,4,1,LVR 3,10,7,Darrel Williams right tackle for 2 yards (tackle by Brandon Facyson and Denzel Perryman),,
2,1:49,,,,,,Timeout #1 by Las Vegas Raiders,,
2,1:49,1,1,LVR 1,10,7,Patrick Mahomes pass incomplete short right,,
2,1:45,2,1,LVR 1,16,7,"Patrick Mahomes pass complete short right to Tyreek Hill for 1 yard, touchdown",,
2,1:39,,,LVR 15,17,7,Harrison Butker kicks extra point good,,
2,1:39,,,KAN 35,17,7,"Harrison Butker kicks off 64 yards, returned by Jalen Richard for 19 yards (tackle by Marcus Kemp)",,
2,1:34,1,10,LVR 20,17,7,Derek Carr pass incomplete short left intended for Darren Waller (defended by Tyrann Mathieu),,
2,1:30,2,10,LVR 20,17,7,Derek Carr pass complete short middle to Darren Waller for 7 yards (tackle by Tyrann Mathieu),,
2,1:07,3,3,LVR 27,17,7,Derek Carr pass incomplete intended for Zay Jones (defended by Rashad Fenton),,
2,1:02,4,3,LVR 27,17,7,"AJ Cole punts 44 yards, returned by Mike Hughes for 9 yards (tackle by Divine Deablo)",,
2,0:52,1,10,KAN 38,17,7,Patrick Mahomes pass complete short left to Mecole Hardman for no gain (tackle by Johnathan Abram),,
2,0:47,2,10,KAN 38,17,7,Patrick Mahomes pass complete short left to Byron Pringle for 9 yards (tackle by Dallin Leavitt),,
2,0:42,3,1,KAN 47,17,7,Patrick Mahomes pass complete short middle to Byron Pringle for 7 yards (tackle by Dallin Leavitt),,
2,0:37,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:37,1,10,LVR 46,17,7,Patrick Mahomes pass incomplete short right intended for Jerick McKinnon,,
2,0:32,2,10,LVR 46,17,7,Patrick Mahomes pass incomplete deep right intended for Byron Pringle,,
2,0:24,3,10,LVR 46,17,7,Patrick Mahomes pass complete short middle to Travis Kelce for 11 yards (tackle by Dallin Leavitt),,
2,0:17,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:17,1,10,LVR 35,17,7,Patrick Mahomes pass complete short middle to Darrel Williams for 7 yards (tackle by K.J. Wright),,
2,0:03,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:03,2,3,LVR 28,17,7,Harrison Butker 46 yard field goal no good,,
Quarter,Time,Down,ToGo,Location,KAN,LVR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,17,7,"Harrison Butker kicks off 65 yards, touchback.",,
3,15:00,1,10,LVR 25,17,7,Derek Carr scrambles up the middle for 9 yards (tackle by Nick Bolton),,
3,14:21,2,1,LVR 34,17,7,Josh Jacobs left tackle for 2 yards (tackle by Willie Gay and Anthony Hitchens),,
3,13:45,1,10,LVR 36,17,7,Derek Carr pass complete short right to Hunter Renfrow for 5 yards (tackle by Michael Danna),,
3,13:07,2,5,LVR 41,17,7,Derek Carr pass complete deep left to Zay Jones for 22 yards (tackle by L'Jarius Sneed),,
3,12:16,1,10,KAN 37,17,13,"Derek Carr pass complete deep middle to Bryan Edwards for 37 yards, touchdown",,
3,12:08,,,KAN 15,17,14,Daniel Carlson kicks extra point good,,
3,12:08,,,LVR 35,17,14,"Daniel Carlson kicks off 61 yards, returned by Byron Pringle for 14 yards (tackle by Dillon Stoner)",,
3,12:02,1,10,KAN 18,17,14,Darrel Williams for 6 yards (tackle by Denzel Perryman),,
3,11:25,2,4,KAN 24,17,14,Patrick Mahomes pass incomplete short left intended for Tyreek Hill,,
3,11:20,3,4,KAN 24,17,14,Patrick Mahomes pass complete short right to Demarcus Robinson for 13 yards (tackle by Casey Hayward),,
3,10:47,1,10,KAN 37,17,14,"Darrel Williams right end for -1 yards (tackle by Maxx Crosby and Quinton Jefferson). Penalty on Maxx Crosby: Unnecessary Roughness / Defense, 15 yards (accepted)",,
3,10:25,1,10,LVR 49,17,14,Patrick Mahomes pass complete short right to Darrel Williams for 17 yards (tackle by Denzel Perryman),,
3,9:50,1,10,LVR 32,17,14,"Patrick Mahomes pass complete short left to Tyreek Hill for 8 yards. Tyreek Hill fumbles (forced by Nate Hobbs), recovered by Tyreek Hill at LV-27 and returned for 3 yards (tackle by Trevon Moehrig). Penalty on Damion Square: Defensive Offside, 5 yards (declined)",,
3,9:24,2,1,LVR 23,17,14,Jerick McKinnon up the middle for 5 yards (tackle by Denzel Perryman),,
3,8:45,1,10,LVR 19,17,14,Patrick Mahomes pass incomplete deep right intended for Jerick McKinnon,,
3,8:39,2,10,LVR 19,17,14,Patrick Mahomes pass complete short left to Tyreek Hill for 10 yards (tackle by Johnathan Abram),,
3,8:01,1,9,LVR 9,17,14,Patrick Mahomes pass incomplete short left intended for Noah Gray,,
3,7:55,2,9,LVR 9,17,14,Patrick Mahomes pass incomplete short left intended for Noah Gray,,
3,7:52,3,9,LVR 9,17,14,"Penalty on Maxx Crosby: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
3,7:52,3,4,LVR 4,17,14,Mecole Hardman left end for 3 yards (tackle by Johnathan Abram and Brandon Facyson),,
3,7:14,4,1,LVR 1,23,14,"Patrick Mahomes pass complete short middle to Noah Gray for 1 yard, touchdown",,
3,7:09,,,LVR 15,24,14,Harrison Butker kicks extra point good,,
3,7:09,,,KAN 35,24,14,"Harrison Butker kicks off 65 yards, returned by Jalen Richard for 18 yards (tackle by Armani Watts and Rashad Fenton)",,
3,7:04,1,10,LVR 18,24,14,Josh Jacobs up the middle for 1 yard (tackle by Anthony Hitchens),,
3,6:26,2,9,LVR 19,24,14,Derek Carr pass complete short middle to Bryan Edwards for 24 yards (tackle by Mike Hughes and Juan Thornhill),,
3,5:49,1,10,LVR 43,24,14,"Derek Carr pass complete deep right to DeSean Jackson for 38 yards. DeSean Jackson fumbles (forced by Rashad Fenton), recovered by Tyrann Mathieu at KC-13 and returned for 14 yards (tackle by Daniel Helm)",,
3,5:34,1,10,KAN 27,24,14,Patrick Mahomes pass complete short middle to Tyreek Hill for 16 yards (tackle by Brandon Facyson),,
3,4:58,1,10,KAN 43,24,14,Darrel Williams left end for 2 yards (tackle by Brandon Facyson),,
3,4:22,2,8,KAN 45,24,14,Darrel Williams up the middle for 6 yards (tackle by Denzel Perryman and Johnathan Abram),,
3,3:38,3,2,LVR 49,24,14,Patrick Mahomes pass complete deep left to Tyreek Hill for 32 yards (tackle by Brandon Facyson),,
3,3:01,1,10,LVR 17,24,14,"Darrel Williams for no gain (tackle by Nate Hobbs and Quinton Jefferson). Penalty on Andrew Wylie: Offensive Holding, 10 yards (accepted) (no play)",,
3,2:40,1,20,LVR 27,24,14,Patrick Mahomes pass complete short left to Darrel Williams for 3 yards (tackle by Dallin Leavitt),,
3,2:00,2,16,LVR 23,24,14,Patrick Mahomes pass complete short right to Demarcus Robinson for 7 yards (tackle by Dallin Leavitt),,
3,1:12,3,10,LVR 17,24,14,Patrick Mahomes pass incomplete short right,,
3,1:02,4,10,LVR 17,27,14,Harrison Butker 35 yard field goal good,,
3,0:57,,,KAN 35,27,14,"Harrison Butker kicks off 65 yards, touchback.",,
3,0:57,1,10,LVR 25,27,14,Josh Jacobs right guard for 3 yards (tackle by Willie Gay and Nick Bolton),,
3,0:26,2,7,LVR 28,27,14,Derek Carr pass incomplete short right,,
3,0:20,3,7,LVR 28,27,14,Derek Carr pass deep middle intended for Zay Jones is intercepted by Daniel Sorensen at KC-44 and returned for no gain (tackle by Zay Jones),,
3,0:10,1,10,KAN 44,27,14,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,,
3,0:05,2,10,KAN 44,27,14,Patrick Mahomes pass complete short left to Demarcus Robinson for 3 yards (tackle by Cory Littleton),,
Quarter,Time,Down,ToGo,Location,KAN,LVR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,KAN 47,27,14,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill,,
4,14:53,4,7,KAN 47,27,14,Tommy Townsend pass complete short left to Marcus Kemp for 16 yards (tackle by Brandon Facyson),,
4,14:04,1,10,LVR 42,27,14,Derrick Gore left tackle for -1 yards (tackle by Johnathan Hankins),,
4,13:29,2,6,LVR 38,27,14,Patrick Mahomes pass incomplete deep left intended for Mecole Hardman (defended by Trevon Moehrig),,
4,13:23,3,6,LVR 38,33,14,"Patrick Mahomes pass complete deep left to Darrel Williams for 38 yards, touchdown",,
4,13:11,,,LVR 15,34,14,Harrison Butker kicks extra point good,,
4,13:11,,,KAN 35,34,14,"Harrison Butker kicks off 63 yards, returned by Kenyan Drake for 19 yards (tackle by Armani Watts)",,
4,13:06,1,10,LVR 21,34,14,Derek Carr pass complete short right to Darren Waller for 11 yards (tackle by L'Jarius Sneed),,
4,12:31,1,10,LVR 32,34,14,Derek Carr pass complete short left to Hunter Renfrow for 5 yards (tackle by Rashad Fenton),,
4,12:11,2,5,LVR 37,34,14,Derek Carr pass incomplete deep middle intended for Darren Waller,,
4,12:05,3,5,LVR 37,34,14,Derek Carr pass incomplete deep middle intended for Bryan Edwards,,
4,11:57,4,5,LVR 37,34,14,"AJ Cole punts 63 yards, touchback.",,
4,11:48,1,10,KAN 20,34,14,"Penalty on Solomon Thomas: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
4,11:48,1,5,KAN 25,34,14,Derrick Gore left tackle for 4 yards (tackle by Cory Littleton),,
4,11:09,2,1,KAN 29,34,14,Patrick Mahomes pass complete short right to Byron Pringle for 8 yards (tackle by Trevon Moehrig),,
4,10:34,1,10,KAN 37,34,14,Derrick Gore left guard for 4 yards (tackle by Johnathan Abram and Johnathan Hankins),,
4,9:51,2,6,KAN 41,34,14,Derrick Gore up the middle for 4 yards (tackle by Solomon Thomas and Johnathan Abram),,
4,9:09,3,2,KAN 45,34,14,Patrick Mahomes pass complete short middle to Travis Kelce for 30 yards (tackle by Nate Hobbs),,
4,8:25,1,10,LVR 25,34,14,Jerick McKinnon up the middle for 3 yards (tackle by Damion Square and Clelin Ferrell),,
4,7:47,2,7,LVR 22,40,14,"Patrick Mahomes pass complete deep right to Byron Pringle for 22 yards, touchdown",,
4,7:39,,,LVR 15,40,14,"Harrison Butker kicks extra point good. Penalty on Nate Hobbs: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
4,7:39,,,LVR 15,41,14,Harrison Butker kicks extra point good,,
4,7:39,,,KAN 40,41,14,"Harrison Butker kicks off 60 yards, touchback.",,
4,7:39,1,10,LVR 25,41,14,Derek Carr pass complete short left to Hunter Renfrow for 5 yards (tackle by Armani Watts and L'Jarius Sneed),,
4,7:19,2,5,LVR 30,41,14,Derek Carr pass complete short right to Hunter Renfrow for 7 yards (tackle by Armani Watts),,
4,6:53,1,10,LVR 37,41,14,Derek Carr scrambles right tackle for 8 yards (tackle by Mike Hughes),,
4,6:26,2,2,LVR 45,41,14,Derek Carr pass incomplete short left intended for Hunter Renfrow (defended by Chris Jones),,
4,6:21,3,2,LVR 45,41,14,Derek Carr pass incomplete short middle intended for Darren Waller (defended by Chris Jones),,
4,6:16,4,2,LVR 45,41,14,Derek Carr pass complete short right to Darren Waller for 2 yards (tackle by Chris Lammons and Armani Watts),,
4,5:49,1,10,LVR 47,41,14,Derek Carr pass complete short right to Kenyan Drake for 9 yards (tackle by Ben Niemann),,
4,5:19,2,1,KAN 44,41,14,Derek Carr pass complete short middle to Kenyan Drake for 6 yards (tackle by Armani Watts and Chris Lammons),,
4,4:55,1,10,KAN 38,41,14,Derek Carr pass complete short left to Josh Jacobs for 12 yards (tackle by Rashad Fenton),,
4,4:23,1,10,KAN 26,41,14,Derek Carr pass complete short left to Josh Jacobs for 3 yards (tackle by Michael Danna and Ben Niemann),,
4,3:50,2,7,KAN 23,41,14,Derek Carr pass complete short right to Hunter Renfrow for 15 yards (tackle by Chris Lammons and Juan Thornhill),,
4,3:17,1,7,KAN 7,41,14,Derek Carr pass complete short right to Josh Jacobs for -2 yards (tackle by Armani Watts),,
4,2:43,2,10,KAN 10,41,14,"Derek Carr pass complete to Darren Waller for no gain, touchdown. Penalty on Brandon Parker: Offensive Holding, 10 yards (accepted) (no play)",,
4,2:39,2,20,KAN 20,41,14,Derek Carr pass incomplete short middle intended for Kenyan Drake,,
4,2:36,3,20,KAN 20,41,14,Derek Carr sacked by Derrick Nnadi for -5 yards,,
4,2:01,4,25,KAN 25,41,14,"Derek Carr pass incomplete intended for Darren Waller. Penalty on Alex Okafor: Defensive Offside, 5 yards (accepted) (no play)",,
4,1:57,4,20,KAN 20,41,14,Derek Carr pass incomplete deep right intended for Hunter Renfrow (defended by Mike Hughes),,
4,1:45,1,10,KAN 20,41,14,Jerick McKinnon left guard for 18 yards (tackle by Trevon Moehrig),,
4,0:59,1,10,KAN 38,41,14,Chad Henne kneels for -1 yards,,
4,0:26,2,11,KAN 37,41,14,Chad Henne kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
