Quarter,Time,Down,ToGo,Location,PIT,MIA,Detail,EPB,EPA
4,3:14,1,10,PIT 31,27,24,Willie Parker left tackle for 4 yards (tackle by Paul Soliai),1.000,1.000
4,3:09,,,,27,24,Timeout #1 by Miami Dolphins,0.000,1.000
4,3:09,2,6,PIT 35,27,24,Ben Roethlisberger pass complete short right to Hines Ward for 6 yards (tackle by Jason Allen),1.000,1.660
4,2:23,1,10,PIT 41,27,24,Willie Parker left tackle for 2 yards (tackle by Tony McDaniel),1.660,1.390
4,2:19,,,,27,24,Timeout #2 by Miami Dolphins,0.000,1.390
4,2:19,2,8,PIT 43,27,24,Willie Parker middle for 15 yards (tackle by Gibril Wilson),1.390,2.790
4,2:00,1,10,MIA 42,27,24,Willie Parker right tackle for 34 yards (tackle by Jason Allen),2.790,5.370
4,1:52,1,8,MIA 8,27,24,Willie Parker left guard for -1 yards (tackle by Akin Ayodele). Penalty on Santonio Holmes: Illegal Shift (Declined),5.370,4.380
4,1:47,2,9,MIA 9,27,24,Willie Parker left tackle for 1 yard (tackle by Joey Porter),4.380,3.580
4,1:42,,,,27,24,Timeout #3 by Miami Dolphins,0.000,3.580
4,1:42,3,8,MIA 8,27,24,"Willie Parker right end for 8 yards. Penalty on Hines Ward: Offensive Holding, 10 yards (no play)",3.580,2.630
4,1:36,3,18,MIA 18,27,24,Willie Parker right end for 8 yards (tackle by Akin Ayodele),2.630,2.760
4,0:45,4,10,MIA 10,27,24,"Penalty on Ben Roethlisberger: Delay of Game, 5 yards (no play)",2.760,2.440
4,0:45,4,15,MIA 15,30,24,Jeff Reed 33 yard field goal good,2.440,3.000
4,,,,PIT 30,30,24,"Jeff Reed kicks off 52 yards, returned by Ted Ginn for 3 yards (tackle by Stefan Logan)",0.000,0.340
4,0:36,1,10,MIA 21,30,24,Tyler Thigpen pass incomplete deep right intended for Davone Bess is intercepted by Ike Taylor at MIA-38 and returned for 20 yards,0.340,-4.370
4,0:26,1,10,MIA 18,30,24,Ben Roethlisberger kneels for -1 yards,4.370,3.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
