Quarter,Time,Down,ToGo,Location,DEN,ATL,Detail,EPB,EPA
2,0:44,2,10,DEN 47,3,20,Melvin Gordon right end for 1 yard (tackle by Deion Jones),1.520,0.960
2,0:38,,,,,,Timeout #3 by Denver Broncos,,
2,0:38,3,9,DEN 48,3,20,Drew Lock pass incomplete short left intended for Tim Patrick (defended by Foyesade Oluokun),0.960,-0.190
2,0:34,4,9,DEN 48,3,20,"Sam Martin punts 34 yards, fair catch by Brandon Powell at ATL-18",-0.190,-0.040
2,0:26,1,10,ATL 18,3,20,Matt Ryan kneels for -1 yards,0.040,-0.650
Quarter,Time,Down,ToGo,Location,DEN,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,3,20,"Younghoe Koo kicks off 61 yards, returned by Tyrie Cleveland for 19 yards (tackle by Jacob Tuioti-Mariner and Edmond Robinson)",0.000,0.480
3,14:54,1,10,DEN 23,3,20,"Drew Lock pass complete short right to Jerry Jeudy for 12 yards (tackle by Kendall Sheffield). Jerry Jeudy fumbles, ball out of bounds at DEN-35 (forced by Kendall Sheffield)",0.480,1.270
3,14:21,1,10,DEN 35,3,20,Phillip Lindsay left guard for 3 yards (tackle by Foyesade Oluokun),1.270,1.130
3,13:49,2,7,DEN 38,3,20,"Drew Lock pass incomplete deep left intended for Jerry Jeudy. Penalty on Kendall Sheffield: Defensive Pass Interference, 22 yards (no play)",1.130,2.920
3,13:43,1,10,ATL 40,3,20,Phillip Lindsay left guard for 6 yards (tackle by Keanu Neal),2.920,3.180
3,13:08,2,4,ATL 34,3,20,Phillip Lindsay left guard for no gain (tackle by Foyesade Oluokun),3.180,2.480
3,12:34,3,4,ATL 34,3,20,Drew Lock pass complete short middle to Tim Patrick for 9 yards (tackle by Foyesade Oluokun),2.480,3.910
3,11:54,1,10,ATL 25,3,20,Drew Lock pass incomplete deep left intended for Tim Patrick,3.910,3.360
3,11:48,2,10,ATL 25,3,20,Melvin Gordon left guard for 2 yards (tackle by John Cominsky),3.360,2.940
3,11:09,3,8,ATL 23,3,20,Drew Lock pass incomplete short right intended for Tim Patrick,2.940,1.930
3,11:06,4,8,ATL 23,6,20,Brandon McManus 41 yard field goal good,1.930,3.000
3,11:02,,,DEN 35,6,20,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,11:02,1,10,ATL 25,6,20,Matt Ryan pass deep middle intended for Olamide Zaccheaus is intercepted by Justin Simmons at DEN-25 and returned for no gain,0.610,-0.610
3,10:51,1,10,DEN 25,6,20,Drew Lock pass incomplete short middle intended for Jerry Jeudy,0.610,0.060
3,10:47,2,10,DEN 25,6,20,Drew Lock pass complete short left to Jerry Jeudy for 3 yards (tackle by Keanu Neal),0.060,-0.230
3,10:21,3,7,DEN 28,6,20,Drew Lock right tackle for 4 yards (tackle by Grady Jarrett),-0.230,-1.240
3,9:36,4,3,DEN 32,6,20,"Sam Martin punts 48 yards, fair catch by Brandon Powell at ATL-20",-1.240,-0.280
3,9:28,1,10,ATL 20,6,20,Todd Gurley left tackle for 2 yards (tackle by Alexander Johnson),0.280,0.000
3,8:48,2,8,ATL 22,6,20,"Matt Ryan pass complete short middle to Todd Gurley for 6 yards (tackle by Alexander Johnson). Penalty on Bradley Chubb: Roughing the Passer, 15 yards",0.000,1.800
3,8:30,1,10,ATL 43,6,20,Todd Gurley left guard for 6 yards (tackle by DeShawn Williams and Alexander Johnson),1.800,2.060
3,7:51,2,4,ATL 49,6,20,"Matt Ryan pass complete short left to Hayden Hurst for -2 yards (tackle by Kareem Jackson and Alexander Johnson). Penalty on Kareem Jackson: Unnecessary Roughness, 15 yards (no play)",2.060,3.180
3,7:40,1,10,DEN 36,6,20,Matt Ryan right tackle for 12 yards (tackle by Alexander Johnson),3.180,3.970
3,6:57,1,10,DEN 24,6,20,Todd Gurley left guard for 3 yards (tackle by McTelvin Agim),3.970,3.840
3,6:27,2,7,DEN 21,6,26,"Matt Ryan pass complete deep left to Julio Jones for 21 yards, touchdown",3.840,7.000
3,6:20,,,DEN 15,6,27,Younghoe Koo kicks extra point good,0.000,0.000
3,6:20,,,ATL 35,6,27,"Younghoe Koo kicks off 67 yards, returned by Tyrie Cleveland for 30 yards (tackle by Jacob Tuioti-Mariner). Penalty on Austin Calitro: Offensive Holding, 10 yards",0.000,0.040
3,6:12,1,10,DEN 18,6,27,Drew Lock pass incomplete short right intended for KJ Hamler,0.040,-0.490
3,6:09,2,10,DEN 18,6,27,Drew Lock right end for 4 yards (tackle by Deion Jones),-0.490,-0.660
3,5:35,3,6,DEN 22,6,27,Drew Lock pass complete short right to Albert Okwuegbunam for 7 yards (tackle by Jacob Tuioti-Mariner and AJ Terrell),-0.660,0.870
3,5:13,1,10,DEN 29,6,27,"Drew Lock pass incomplete short right. Penalty on Drew Lock: Intentional Grounding, 11 yards",0.870,-1.260
3,5:09,2,21,DEN 18,6,27,Melvin Gordon left end for 9 yards (tackle by Deion Jones),-1.260,-0.630
3,4:36,3,12,DEN 27,6,27,Drew Lock pass complete short right to Noah Fant for 2 yards (tackle by Isaiah Oliver),-0.630,-1.440
3,4:00,4,10,DEN 29,6,27,"Sam Martin punts 53 yards, fair catch by Brandon Powell at ATL-18",-1.440,-0.040
3,3:52,1,10,ATL 18,6,27,Brian Hill left end for 3 yards (tackle by Josey Jewell),0.040,0.010
3,3:16,2,7,ATL 21,6,27,Brian Hill left tackle for 3 yards (tackle by Sylvester Williams and Bradley Chubb),0.010,-0.400
3,2:33,3,4,ATL 24,6,27,Matt Ryan pass incomplete deep left intended for Russell Gage (defended by Essang Bassey),-0.400,-1.770
3,2:27,4,4,ATL 24,6,27,"Sterling Hofrichter punts 46 yards, fair catch by KJ Hamler at DEN-30",-1.770,-0.940
3,2:18,1,10,DEN 30,6,27,Drew Lock pass incomplete short left intended for Phillip Lindsay,0.940,0.390
3,2:13,2,10,DEN 30,6,27,Phillip Lindsay left guard for 4 yards (tackle by Foyesade Oluokun and John Cominsky),0.390,0.230
3,1:31,3,6,DEN 34,6,27,Drew Lock pass complete short right to Jerry Jeudy for 7 yards (tackle by AJ Terrell),0.230,1.660
3,0:58,1,10,DEN 41,6,27,Drew Lock pass complete deep right to Jerry Jeudy for 24 yards (tackle by Foyesade Oluokun and AJ Terrell),1.660,3.250
3,0:29,1,10,ATL 35,6,27,Melvin Gordon left tackle for 1 yard (tackle by Darqueze Dennard),3.250,2.840
Quarter,Time,Down,ToGo,Location,DEN,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,ATL 34,6,27,Phillip Lindsay left tackle for 6 yards (tackle by Deion Jones and Darqueze Dennard),2.840,2.940
4,14:25,3,3,ATL 28,6,27,Drew Lock pass complete short left to DaeSean Hamilton for 3 yards (tackle by Mykal Walker),2.940,3.910
4,13:45,1,10,ATL 25,6,27,Drew Lock pass incomplete short right intended for Jerry Jeudy,3.910,3.360
4,13:40,2,10,ATL 25,6,27,Drew Lock right end for 5 yards (tackle by John Cominsky),3.360,3.340
4,13:21,3,5,ATL 20,12,27,"Drew Lock pass complete short right to Jerry Jeudy for 20 yards, touchdown",3.340,7.000
4,13:15,,,ATL 15,13,27,Brandon McManus kicks extra point good,0.000,0.000
4,13:15,,,DEN 35,13,27,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,13:15,1,10,ATL 25,13,27,Matt Ryan pass complete short left to Hayden Hurst for 10 yards (tackle by Michael Ojemudia),0.610,1.270
4,12:49,1,10,ATL 35,13,27,Todd Gurley left guard for 2 yards (tackle by DeMarcus Walker),1.270,0.990
4,12:06,2,8,ATL 37,13,27,Matt Ryan pass complete deep middle to Hayden Hurst for 24 yards (tackle by Justin Simmons),0.990,2.980
4,11:22,1,10,DEN 39,13,27,Matt Ryan sacked by DeMarcus Walker for -6 yards,2.980,1.630
4,10:41,2,16,DEN 45,13,27,Todd Gurley right guard for 1 yard (tackle by Jeremiah Attaochu),1.630,1.090
4,10:02,3,15,DEN 44,13,27,Matt Ryan pass incomplete deep right intended for Russell Gage,1.090,0.330
4,9:56,4,15,DEN 44,13,27,"Sterling Hofrichter punts 29 yards, fair catch by KJ Hamler at DEN-15",0.330,0.220
4,9:49,1,10,DEN 15,13,27,Drew Lock pass deep middle intended for Jerry Jeudy is intercepted by Ricardo Allen at DEN-31 and returned for 19 yards,-0.220,-4.780
4,9:36,1,10,DEN 12,13,27,Matt Ryan pass complete short right to Hayden Hurst for 8 yards (tackle by Alexander Johnson),4.780,5.600
4,9:10,2,2,DEN 4,13,33,"Todd Gurley left guard for 4 yards, touchdown",5.600,7.000
4,9:05,,,DEN 15,13,34,Younghoe Koo kicks extra point good,0.000,0.000
4,9:05,,,ATL 35,13,34,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
4,9:05,1,10,DEN 25,13,34,Drew Lock pass complete short left to KJ Hamler for 36 yards (tackle by Sharrod Neasman),0.610,2.980
4,8:25,1,10,ATL 39,13,34,Drew Lock pass incomplete short right intended for KJ Hamler,2.980,2.440
4,8:20,2,10,ATL 39,13,34,Drew Lock pass complete short left to KJ Hamler for 4 yards (tackle by Pita Taumoepenu),2.440,2.280
4,7:37,3,6,ATL 35,13,34,Drew Lock pass incomplete deep right intended for Tim Patrick,2.280,0.970
4,7:33,4,6,ATL 35,13,34,Drew Lock pass incomplete deep right intended for KJ Hamler (defended by Ricardo Allen),0.970,-1.270
4,7:25,1,10,ATL 35,13,34,Todd Gurley right tackle for 3 yards (tackle by DeShawn Williams),1.270,1.130
4,6:41,2,7,ATL 38,13,34,Matt Ryan pass complete short left to Hayden Hurst for -4 yards (tackle by DeShawn Williams and Bradley Chubb),1.130,-0.100
4,5:55,3,11,ATL 34,13,34,Matt Ryan pass incomplete short middle intended for Brian Hill,-0.100,-1.110
4,5:50,4,11,ATL 34,13,34,"Sterling Hofrichter punts 43 yards, returned by KJ Hamler for 8 yards (tackle by Jacob Tuioti-Mariner)",-1.110,-1.000
4,5:38,1,10,DEN 31,13,34,Drew Lock right guard for 16 yards (tackle by Foyesade Oluokun),1.000,2.060
4,5:11,1,10,DEN 47,13,34,Drew Lock pass complete short middle to Noah Fant for 11 yards (tackle by Darqueze Dennard),2.060,2.790
4,4:43,1,10,ATL 42,13,34,"Drew Lock pass incomplete short left intended for Jerry Jeudy. Penalty on Darqueze Dennard: Defensive Pass Interference, 14 yards (no play)",2.790,3.710
4,4:39,1,10,ATL 28,13,34,Drew Lock pass incomplete short right intended for Tyrie Cleveland,3.710,3.170
4,4:36,2,10,ATL 28,13,34,Drew Lock pass complete short middle to Nick Vannett for 11 yards (tackle by Deion Jones),3.170,4.440
4,4:10,1,10,ATL 17,13,34,Drew Lock pass incomplete deep left intended for Jerry Jeudy,4.440,3.850
4,4:06,2,10,ATL 17,13,34,Drew Lock right end for 8 yards (tackle by Jacob Tuioti-Mariner),3.850,4.570
4,3:58,3,2,ATL 9,19,34,"Drew Lock pass complete short middle to Tim Patrick for 9 yards, touchdown",4.570,7.000
4,3:53,,,ATL 15,20,34,Brandon McManus kicks extra point good,0.000,0.000
4,3:53,,,DEN 35,20,34,"Brandon McManus kicks onside 7 yards, returned by Foyesade Oluokun for no gain",0.000,2.790
4,3:52,1,10,DEN 42,20,34,Todd Gurley right tackle for no gain (tackle by Josey Jewell),2.790,2.240
4,3:46,,,,,,Timeout #1 by Denver Broncos,,
4,3:46,2,10,DEN 42,20,34,Matt Ryan pass complete short right to Christian Blake for 3 yards (tackle by Kevin Toliver),2.240,1.950
4,3:40,,,,,,Timeout #2 by Denver Broncos,,
4,3:40,3,7,DEN 39,20,34,Matt Ryan pass incomplete deep left intended for Hayden Hurst,1.950,0.660
4,3:31,4,7,DEN 39,20,34,"Penalty on ATL: Delay of Game, 5 yards (no play)",0.660,0.330
4,3:31,4,12,DEN 44,20,34,Sterling Hofrichter punts 26 yards downed by Sharrod Neasman,0.330,-0.040
4,3:22,1,10,DEN 18,20,34,Drew Lock pass complete short right to KJ Hamler for 3 yards (tackle by Isaiah Oliver),0.040,0.010
4,2:52,2,7,DEN 21,20,34,"Drew Lock pass complete short middle to KJ Hamler for 9 yards (tackle by Keanu Neal). Penalty on Keanu Neal: Unnecessary Roughness, 15 yards",0.010,1.930
4,2:47,1,10,DEN 45,20,34,Drew Lock pass complete deep left to Jerry Jeudy for 41 yards (tackle by Kendall Sheffield),1.930,4.650
4,2:16,1,10,ATL 14,20,34,Drew Lock pass complete short right to Tim Patrick for 4 yards (tackle by AJ Terrell),4.650,4.710
4,2:00,2,6,ATL 10,26,34,"Drew Lock right end for 10 yards, touchdown",4.710,7.000
4,1:52,,,ATL 15,27,34,Brandon McManus kicks extra point good,0.000,0.000
4,1:52,,,DEN 35,27,34,"Brandon McManus kicks onside 9 yards, returned by Deion Jones for no gain",0.000,2.650
4,1:51,1,10,DEN 44,27,34,Todd Gurley right tackle for 4 yards (tackle by Alexander Johnson and Kevin Toliver),2.650,2.650
4,1:46,,,,,,Timeout #3 by Denver Broncos,,
4,1:46,2,6,DEN 40,27,34,Todd Gurley left tackle for no gain (tackle by Michael Ojemudia and Alexander Johnson),2.650,1.950
4,0:58,3,6,DEN 40,27,34,Todd Gurley right guard for 1 yard (tackle by Bradley Chubb) Penalty on ATL: Illegal Formation (Declined),1.950,0.660
4,0:50,4,5,DEN 39,27,34,"Sterling Hofrichter punts 39 yards, touchback.",0.660,-0.280
4,0:44,1,10,DEN 20,27,34,Drew Lock pass incomplete deep middle intended for Jerry Jeudy (defended by Darqueze Dennard),0.280,-0.270
4,0:38,2,10,DEN 20,27,34,Drew Lock pass incomplete short right intended for Phillip Lindsay,-0.270,-0.960
4,0:31,3,10,DEN 20,27,34,Drew Lock pass incomplete short left intended for Jerry Jeudy (defended by Deion Jones),-0.960,-2.030
4,0:27,4,10,DEN 20,27,34,"Lloyd Cushenberry aborted snap, recovered by DaeSean Hamilton at DEN-19 Penalty on DEN: Illegal Shift (Declined)",-2.030,-4.310
4,0:23,1,10,DEN 19,27,34,Matt Ryan kneels for -1 yards,4.310,3.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
