Quarter,Time,Down,ToGo,Location,TEN,OAK,Detail,EPB,EPA
2,4:40,4,2,TEN 42,7,31,"Craig Hentrich punts 44 yards, fair catch by Phillip Buchanon",-0.590,0.280
2,4:33,1,10,OAK 14,7,31,Rich Gannon pass complete to Charlie Garner for 5 yards (tackle by Mike Echols),-0.280,-0.040
2,4:15,2,5,OAK 19,7,31,Rich Gannon pass complete to Jerry Rice for 10 yards (tackle by Donald Mitchell and Keith Bulluck),-0.040,0.870
2,3:45,1,10,OAK 29,7,31,Charlie Garner middle for 4 yards (tackle by Carlos Hall),0.870,0.870
2,3:10,2,6,OAK 33,7,31,Rich Gannon pass complete to Tim Brown for 19 yards (tackle by Lance Schulters),0.870,2.390
2,2:52,1,10,TEN 48,7,31,Rich Gannon pass complete to Tim Brown for 4 yards (tackle by Mike Echols),2.390,2.390
2,2:15,2,6,TEN 44,7,31,Rich Gannon pass complete to Tim Brown for 9 yards (tackle by Andre Dyson and Lance Schulters),2.390,2.390
2,2:15,2,6,TEN 44,7,31,Tim Brown for no gain,2.390,3.250
2,2:00,1,10,TEN 35,7,31,Rich Gannon pass complete to Charlie Garner for 8 yards,3.250,3.780
2,1:23,2,2,TEN 27,7,31,Charlie Garner left end for 17 yards (tackle by Keith Bulluck),3.780,4.910
2,1:03,2,2,TEN 27,,,Timeout #3 by Oakland Raiders,3.780,4.910
2,1:03,1,10,TEN 10,7,37,"Rich Gannon pass complete to Jerry Rice for 10 yards, touchdown",4.910,7.000
2,1:03,,,TEN 10,7,38,Sebastian Janikowski kicks extra point good,0.000,0.000
2,1:03,,,OAK 30,7,38,"Sebastian Janikowski kicks off 67 yards, returned by John Simon for 16 yards (tackle by Clarence Love)",0.000,0.150
2,0:53,1,10,TEN 19,7,38,Steve McNair right end for 6 yards (tackle by Eric Barton),0.150,0.480
2,0:28,2,4,TEN 25,7,38,Steve McNair pass complete to Kevin Dyson for 8 yards (tackle by Phillip Buchanon),0.480,1.140
2,0:23,1,10,TEN 33,7,38,Steve McNair pass incomplete intended for Drew Bennett,1.140,0.590
2,0:17,2,10,TEN 33,7,38,Steve McNair sacked by Bill Romanowski for -9 yards,0.590,-1.290
Quarter,Time,Down,ToGo,Location,TEN,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,7,38,"Joe Nedney kicks off 66 yards, returned by Terry Kirby for 20 yards (tackle by Mike Echols)",0.000,0.540
3,14:55,1,10,OAK 24,7,38,Rich Gannon pass complete to Jerry Rice for 5 yards (tackle by Andre Dyson),0.540,0.670
3,14:29,2,5,OAK 29,7,38,Charlie Garner middle for 1 yard (tackle by Keith Bulluck and Kevin Carter),0.670,0.100
3,13:48,3,4,OAK 30,7,38,Rich Gannon pass complete to Jerry Rice for 19 yards (tackle by Lance Schulters),0.100,2.190
3,13:17,1,10,OAK 49,7,38,Charlie Garner left end for 11 yards (tackle by Lance Schulters),2.190,2.920
3,12:54,1,10,TEN 40,7,38,Tim Brown left end for -2 yards (tackle by Albert Haynesworth and Mike Echols),2.920,2.100
3,12:09,2,12,TEN 42,7,38,Rich Gannon pass incomplete intended for Roland Williams (defended by Randall Godfrey),2.100,1.420
3,12:05,3,12,TEN 42,7,38,Rich Gannon pass complete to Randy Jordan for 4 yards (tackle by Robaire Smith and Carlos Hall),1.420,0.720
3,11:28,4,8,TEN 38,7,38,"Shane Lechler punts 38 yards, touchback",0.720,-0.280
3,11:22,1,10,TEN 20,7,38,"Steve McNair pass incomplete intended for John Simon. Penalty on Bill Romanowski: Defensive Pass Interference, 39 yards (no play)",0.280,2.850
3,11:16,1,10,OAK 41,7,38,Steve McNair pass complete to Frank Wycheck for 9 yards (tackle by John Parrella),2.850,3.520
3,10:49,2,1,OAK 32,7,38,Steve McNair pass complete to Kevin Dyson for 6 yards (tackle by Phillip Buchanon),3.520,3.840
3,10:30,1,10,OAK 26,7,38,Steve McNair pass incomplete intended for Derrick Mason,3.840,3.300
3,10:26,2,10,OAK 26,13,38,"Steve McNair pass incomplete intended for Frank Wycheck is intercepted by Rod Woodson at OAK-18 and returned for 82 yards, touchdown",3.300,7.000
3,10:26,2,10,OAK 26,13,38,--,3.300,0.000
3,10:10,,,TEN 26,13,38,Sebastian Janikowski kicks extra point good,0.000,0.000
3,10:10,,,OAK 30,13,38,"Sebastian Janikowski kicks off 75 yards, touchback",0.000,0.280
3,10:10,1,10,TEN 20,13,38,"Steve McNair pass complete to John Simon for 15 yards (tackle by Chris Cooper). Penalty on Chris Cooper: Face Mask (5 Yards), 5 yards",0.280,1.600
3,9:43,1,10,TEN 40,13,38,Steve McNair pass complete to Frank Wycheck for 8 yards (tackle by Eric Barton),1.600,2.130
3,9:15,2,2,TEN 48,13,38,John Simon middle for 4 yards,2.130,2.390
3,8:41,1,10,OAK 48,13,38,Steve McNair pass complete to Derrick Mason for 32 yards. Penalty on Trace Armstrong: Defensive Offside (Declined),2.390,4.510
3,8:18,1,10,OAK 16,13,38,Steve McNair pass incomplete intended for Derrick Mason,4.510,3.900
3,8:11,2,10,OAK 16,13,38,Steve McNair pass complete to Kevin Dyson for 8 yards (tackle by Phillip Buchanon),3.900,4.620
3,7:36,3,2,OAK 8,13,38,Steve McNair pass complete to Frank Wycheck for 5 yards (tackle by Derrick Gibson),4.620,6.510
3,7:11,1,3,OAK 3,19,38,"John Simon right end for 3 yards, touchdown",6.510,7.000
3,7:11,1,,OAK 3,19,38,"Two Point Attempt: Steve McNair pass incomplete intended for Derrick Mason, conversion fails",1.000,-1.000
3,7:11,,,TEN 30,19,38,"Joe Nedney kicks off 69 yards, returned by Terry Kirby for 16 yards (tackle by Aric Morris)",0.000,-0.060
3,7:04,1,10,OAK 17,19,38,"Rich Gannon pass incomplete intended for Jerry Rice. Penalty on Albert Haynesworth: Illegal Use of Hands, 5 yards (no play)",-0.060,0.410
3,6:59,1,10,OAK 22,19,38,Charlie Garner right end for 9 yards (tackle by Lance Schulters),0.410,1.080
3,6:33,2,1,OAK 31,19,38,"Charlie Garner middle for 6 yards (tackle by Lance Schulters and Randall Godfrey). Penalty on Barret Robbins: Unnecessary Roughness, 15 yards",1.080,0.410
3,6:12,1,10,OAK 22,19,38,Rich Gannon pass complete to Terry Kirby for 4 yards (tackle by Peter Sirmon),0.410,0.410
3,5:30,2,6,OAK 26,19,38,"Rich Gannon pass complete to Roland Williams for 8 yards (tackle by Donald Mitchell). Roland Williams fumbles (forced by Donald Mitchell), recovered by Roland Williams at OAK-34",0.410,1.200
3,4:45,1,10,OAK 34,19,38,Terry Kirby right end for 9 yards (tackle by Donald Mitchell),1.200,1.870
3,3:59,1,10,OAK 34,,,Timeout #1 by Oakland Raiders,1.200,1.870
3,3:59,2,1,OAK 43,19,38,"Rich Gannon pass complete to Tim Brown for 10 yards (tackle by Andre Dyson). Penalty on Lincoln Kennedy: Personal Foul, 15 yards",1.870,1.470
3,3:39,1,10,OAK 38,19,38,Rich Gannon pass incomplete intended for Roland Williams,1.470,0.920
3,3:35,2,10,OAK 38,19,38,Rich Gannon sacked by Carlos Hall for -3 yards,0.920,-0.160
3,3:09,3,13,OAK 35,19,38,Rich Gannon pass incomplete intended for Terry Kirby,-0.160,-1.040
3,3:03,4,13,OAK 35,19,38,"Shane Lechler punts 39 yards, returned by John Simon for 14 yards (tackle by Travian Smith)",-1.040,-1.600
3,2:53,1,10,TEN 40,19,38,Steve McNair pass complete to Drew Bennett for 21 yards (tackle by Eric Barton and Bill Romanowski),1.600,2.980
3,2:24,1,10,OAK 39,19,38,Steve McNair pass complete to Drew Bennett for 10 yards (tackle by Phillip Buchanon),2.980,3.640
3,1:54,1,10,OAK 29,19,38,Steve McNair pass complete to John Simon for 21 yards (tackle by Eric Barton),3.640,5.370
3,1:22,1,8,OAK 8,19,38,John Simon middle for 2 yards (tackle by John Parrella),5.370,4.950
3,0:38,2,6,OAK 6,19,38,Steve McNair pass incomplete intended for Drew Bennett,4.950,4.040
3,0:34,3,6,OAK 6,25,38,"Steve McNair pass complete to Drew Bennett for 6 yards, touchdown",4.040,7.000
3,0:34,3,,OAK 6,25,38,"Two Point Attempt: Steve McNair pass incomplete intended for Frank Wycheck, conversion fails",1.000,-1.000
3,0:34,,,TEN 30,25,38,"Joe Nedney kicks onside 13 yards, recovered by Rocky Boiman (onside kick successful). Penalty on TEN: Offensive Offside, 5 yards (no play)",0.000,0.000
3,0:34,,,TEN 25,25,38,"Joe Nedney kicks off 72 yards, returned by Terry Kirby for 15 yards (tackle by Mike Echols). Penalty on Doug Jolley: Illegal Block Above the Waist, 8 yards",0.000,-0.380
3,0:25,1,10,OAK 8,25,38,Rich Gannon pass incomplete intended for Tim Brown,-0.380,-0.780
3,0:19,2,10,OAK 8,25,38,"Rich Gannon pass complete to Tyrone Wheatley for 24 yards (tackle by Lance Schulters). Penalty on Jerry Rice: Offensive Pass Interference, 4 yards (no play)",-0.780,-1.070
Quarter,Time,Down,ToGo,Location,TEN,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,OAK 4,25,38,Rich Gannon pass complete to Doug Jolley for 10 yards (tackle by Andre Dyson),-1.070,-0.720
4,14:30,3,4,OAK 14,25,38,"Penalty on Lincoln Kennedy: False Start, 5 yards (no play)",-0.720,-1.300
4,14:04,3,9,OAK 9,25,38,Rich Gannon sacked by Randall Godfrey for -4 yards,-1.300,-2.490
4,13:53,4,13,OAK 5,25,38,Shane Lechler punts 57 yards,-2.490,-1.470
4,13:42,1,10,TEN 38,25,38,Steve McNair pass complete to John Simon for 9 yards (tackle by Bill Romanowski),1.470,2.140
4,13:10,2,1,TEN 47,25,38,Steve McNair pass complete to Kevin Dyson for 14 yards (tackle by Phillip Buchanon),2.140,2.980
4,12:42,1,10,OAK 39,25,38,"Penalty on Brad Hopkins: False Start, 5 yards (no play)",2.980,2.650
4,12:25,1,15,OAK 44,25,38,"Steve McNair pass complete to Frank Wycheck for no gain. Penalty on Fred Miller: Illegal Formation, 5 yards (no play)",2.650,2.320
4,12:00,1,20,OAK 49,25,38,Steve McNair pass incomplete intended for Drew Bennett,2.320,1.090
4,11:52,2,20,OAK 49,25,44,"Steve McNair pass complete to Justin McCareins for 49 yards, touchdown",1.090,-7.000
,,,,,,,"OAK challenged the ruling, and the play was upheld.",,
4,11:52,2,,OAK 49,25,45,"Two Point Attempt: Eddie George left end, conversion fails",1.000,-1.000
4,11:52,,,TEN 30,25,45,"Joe Nedney kicks off 59 yards, returned by Terry Kirby for 17 yards (tackle by Rocky Calmus)",0.000,0.810
4,11:35,1,10,OAK 28,25,45,Rich Gannon pass complete to Jerry Porter for 25 yards (tackle by Lance Schulters),0.810,2.460
4,10:54,1,10,TEN 47,25,45,Rich Gannon pass complete to Jerry Rice for 11 yards (tackle by Randall Godfrey and Donald Mitchell),2.460,2.460
4,10:54,1,10,TEN 47,25,45,--,2.460,3.180
4,10:11,1,10,TEN 36,25,45,Charlie Garner left tackle for 1 yard (tackle by Keith Bulluck),3.180,2.770
4,9:37,2,9,TEN 35,25,45,Rich Gannon pass complete to Jerry Rice for 14 yards (tackle by Lance Schulters),2.770,4.170
4,8:56,1,10,TEN 21,25,45,Rich Gannon pass incomplete intended for Tim Brown,4.170,3.630
4,8:51,2,10,TEN 21,25,45,Rich Gannon pass complete to Roland Williams for 10 yards (tackle by Keith Bulluck and Mike Echols),3.630,4.840
4,8:12,1,10,TEN 11,25,45,Charlie Garner right guard for 1 yard (tackle by Albert Haynesworth),4.840,4.320
4,7:33,2,9,TEN 10,25,51,"Rich Gannon pass complete to Jerry Porter for 10 yards, touchdown",4.320,7.000
4,7:33,,,TEN 10,25,52,Sebastian Janikowski kicks extra point good,0.000,0.000
4,7:33,,,OAK 30,25,52,"Sebastian Janikowski kicks off 76 yards, touchback",0.000,0.280
4,7:30,1,10,TEN 20,25,52,Steve McNair sacked by Travian Smith for -2 yards,0.280,-0.630
4,6:58,2,12,TEN 18,25,52,"Penalty on TEN: Delay of Game, 5 yards (no play)",-0.630,-1.280
4,6:37,2,17,TEN 13,25,52,Steve McNair pass incomplete intended for Justin McCareins is intercepted by Phillip Buchanon at OAK-42,-1.280,-1.730
4,6:28,1,10,OAK 42,25,52,Charlie Garner right guard for 5 yards,1.730,1.860
4,5:55,2,5,OAK 47,25,52,Rich Gannon pass complete to Charlie Garner for 12 yards (tackle by Mike Echols),1.860,2.850
4,5:29,1,10,TEN 41,0,,"Rich Gannon pass complete to Tim Brown for 41 yards, touchdown",2.850,-7.000
4,5:29,,,TEN 41,25,52,Sebastian Janikowski kicks extra point good,0.000,0.000
4,5:29,,,OAK 30,25,52,"Sebastian Janikowski kicks off 70 yards, returned by Justin McCareins for 20 yards (tackle by Eric Johnson)",0.000,0.280
4,5:16,1,10,TEN 20,25,52,Steve McNair pass complete to Frank Wycheck for 10 yards (tackle by Bill Romanowski),0.280,0.940
4,4:46,1,10,TEN 30,25,52,"Steve McNair pass complete to Kevin Dyson for 7 yards (tackle by Tory James). Penalty on Benji Olson: Personal Foul, 15 yards (no play)",0.940,-0.500
4,4:38,1,25,TEN 15,25,52,Steve McNair pass complete to Derrick Mason for 5 yards (tackle by Derrick Gibson),-0.500,-0.960
4,4:11,2,20,TEN 20,25,52,Steve McNair pass complete to Justin McCareins for 8 yards (tackle by Derrick Gibson),-0.960,-0.560
4,4:05,3,12,TEN 28,25,52,Steve McNair pass complete to Derrick Mason for 27 yards (tackle by Derrick Gibson),-0.560,2.590
4,3:27,1,10,OAK 45,25,52,"Steve McNair for 5 yards (tackle by Sam Adams). Penalty on Fred Miller: Offensive Holding, 10 yards (no play)",2.590,1.930
4,3:12,1,20,TEN 45,25,52,Steve McNair pass incomplete intended for Frank Wycheck is intercepted by Rod Woodson at OAK-42,1.930,1.930
4,3:12,1,20,TEN 45,25,52,--,1.930,-1.730
4,3:04,1,10,OAK 42,25,52,Tyrone Wheatley middle for 5 yards (tackle by Mike Echols),1.730,1.860
4,2:20,2,5,OAK 47,25,52,Tyrone Wheatley right tackle for 3 yards (tackle by Randall Godfrey and Peter Sirmon),1.860,1.550
4,2:00,3,2,,25,52,Terry Kirby left end for 7 yards (tackle by Lance Schulters),1.550,2.720
4,1:15,1,10,TEN 43,25,52,Marques Tuiasosopo for -1 yards,2.720,2.040
4,0:33,2,11,TEN 44,25,52,Marques Tuiasosopo for -2 yards,2.040,1.090
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
