Quarter,Time,Down,ToGo,Location,SDG,NWE,Detail,EPB,EPA
2,4:09,2,7,SDG 42,0,24,Michael Turner up the middle for 3 yards (tackle by Jarvis Green and Tedy Bruschi),1.390,1.090
2,3:27,3,4,SDG 45,0,24,Philip Rivers pass complete short right to Michael Turner for 2 yards (tackle by James Sanders),1.090,-0.260
2,2:49,4,2,SDG 47,0,24,"Mike Scifres punts 53 yards, touchback",-0.260,-0.280
2,2:41,1,10,NWE 20,0,24,Laurence Maroney left tackle for 5 yards (tackle by Igor Olshansky),0.280,0.410
2,2:00,2,5,NWE 25,0,24,Laurence Maroney left tackle for 11 yards (tackle by Marlon McCree and Eric Weddle),0.410,1.330
2,1:29,,,,0,24,Timeout #2 by New England Patriots,0.000,1.330
2,1:29,1,10,NWE 36,0,24,Tom Brady pass complete short middle to Kevin Faulk for 9 yards (tackle by Eric Weddle),1.330,2.010
2,0:54,2,1,NWE 45,0,24,"Tom Brady pass incomplete deep left intended for Donte Stallworth. Penalty on Antonio Cromartie: Defensive Pass Interference, 25 yards (no play)",2.010,3.580
2,0:47,1,10,SDG 30,0,24,Tom Brady pass incomplete deep left intended for Donte Stallworth,3.580,3.030
2,0:43,2,10,SDG 30,0,24,Kevin Faulk left tackle for 4 yards (tackle by Clinton Hart),3.030,2.870
2,0:18,3,6,SDG 26,0,24,Tom Brady pass incomplete deep left intended for Randy Moss is intercepted by Clinton Hart at SDG-10 and returned for 20 yards (tackle by Wes Welker),2.870,-0.940
2,0:07,1,10,SDG 30,0,24,LaDainian Tomlinson up the middle for 2 yards (tackle by Rosevelt Colvin),0.940,0.660
Quarter,Time,Down,ToGo,Location,SDG,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,0,24,"Stephen Gostkowski kicks off 70 yards, returned by Michael Turner for 28 yards (tackle by Larry Izzo)",0.000,0.810
3,14:54,1,10,SDG 28,0,24,Philip Rivers pass complete short left to Antonio Gates for 2 yards (tackle by Eugene Wilson),0.810,0.530
3,14:21,2,8,SDG 30,0,24,LaDainian Tomlinson up the middle for 2 yards (tackle by Ty Warren and Vince Wilfork),0.530,0.100
3,13:38,3,6,SDG 32,0,24,Philip Rivers pass complete short middle to Antonio Gates for 13 yards (tackle by Brandon Meriweather),0.100,1.930
3,13:03,1,10,SDG 45,0,24,Philip Rivers pass incomplete deep middle intended for Vincent Jackson (defended by Asante Samuel),1.930,1.380
3,12:57,2,10,SDG 45,0,24,LaDainian Tomlinson left end for 1 yard (tackle by Rosevelt Colvin),1.380,0.830
3,12:15,3,9,SDG 46,0,24,Philip Rivers pass complete short middle to Antonio Gates for 22 yards (tackle by Randall Gay),0.830,3.450
3,11:41,1,10,NWE 32,0,24,LaDainian Tomlinson left end for 8 yards (tackle by Eugene Wilson and Adalius Thomas),3.450,3.980
3,11:07,2,2,NWE 24,0,24,LaDainian Tomlinson right tackle for -4 yards (tackle by Adalius Thomas),3.980,2.740
3,10:25,3,6,NWE 28,0,24,Philip Rivers pass complete short right to Vincent Jackson for 10 yards (tackle by Asante Samuel),2.740,4.370
3,9:44,1,10,NWE 18,0,24,Philip Rivers right end for 6 yards (tackle by Mike Vrabel),4.370,4.810
3,9:15,2,4,NWE 12,0,24,LaDainian Tomlinson right guard for no gain (tackle by Vince Wilfork and Junior Seau),4.810,4.030
3,8:31,3,4,NWE 12,0,24,Philip Rivers pass complete short middle to Antonio Gates for 8 yards (tackle by Eugene Wilson),4.030,6.280
3,8:00,1,4,NWE 4,0,24,LaDainian Tomlinson left guard for no gain (tackle by Junior Seau and Mike Vrabel),6.280,5.340
3,7:21,2,4,NWE 4,0,24,Philip Rivers pass incomplete short middle intended for Antonio Gates,5.340,4.490
3,7:17,3,4,NWE 4,0,24,Philip Rivers pass complete short left to LaDainian Tomlinson for 3 yards (tackle by Junior Seau),4.490,3.550
3,6:47,,,,0,24,Timeout #1 by San Diego Chargers,0.000,3.550
3,6:47,4,1,NWE 1,6,24,"Philip Rivers pass complete short left to Lorenzo Neal for 1 yard, touchdown",3.550,7.000
3,,,,NWE 2,7,24,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,7,24,"Nate Kaeding kicks off 63 yards, returned by Ellis Hobbs for 18 yards (tackle by Marques Harris)",0.000,0.610
3,6:38,1,10,NWE 25,7,24,Wes Welker left end for 6 yards (tackle by Shaun Phillips),0.610,0.870
3,6:19,2,4,NWE 31,7,24,Sammy Morris up the middle for 14 yards (tackle by Shaun Phillips and Marlon McCree),0.870,1.930
3,5:38,1,10,NWE 45,7,24,Sammy Morris right tackle for 7 yards (tackle by Stephen Cooper and Eric Weddle),1.930,2.330
3,5:05,2,3,SDG 48,7,24,Sammy Morris up the middle for 5 yards (tackle by Tim Dobbins and Stephen Cooper),2.330,2.720
3,4:18,,,,7,24,Timeout #1 by New England Patriots,0.000,2.720
3,4:18,1,10,SDG 43,7,24,Tom Brady pass complete short right to Randy Moss for 15 yards (tackle by Quentin Jammer),2.720,3.710
3,3:41,1,10,SDG 28,7,24,Sammy Morris left tackle for 4 yards (tackle by Shaun Phillips and Igor Olshansky),3.710,3.710
3,3:00,2,6,SDG 24,7,30,"Tom Brady pass complete deep left to Randy Moss for 24 yards, touchdown",3.710,7.000
3,,,,SDG 2,7,31,Stephen Gostkowski kicks extra point good,0.000,0.000
3,,,,NWE 30,7,31,"Stephen Gostkowski kicks off 66 yards, returned by Michael Turner for 27 yards (tackle by Chad Brown). Penalty on Carlos Polk: Offensive Holding, 10 yards",0.000,0.040
3,2:50,1,10,SDG 18,7,31,Philip Rivers pass complete short right to Vincent Jackson for 8 yards (tackle by Asante Samuel),0.040,0.680
3,2:35,2,2,SDG 26,7,31,"Penalty on Marcus McNeill: False Start, 5 yards (no play)",0.680,0.010
3,2:12,2,7,SDG 21,7,31,Philip Rivers pass incomplete short left intended for LaDainian Tomlinson,0.010,-0.790
3,2:07,3,7,SDG 21,7,31,"Philip Rivers pass incomplete deep left intended for Craig Davis is intercepted by James Sanders at NWE-38 and returned for 22 yards (tackle by Kris Dielman). Penalty on Ellis Hobbs: Defensive Pass Interference, 37 yards (no play)",-0.790,2.790
3,1:54,1,10,NWE 42,7,31,LaDainian Tomlinson left tackle for -1 yards (tackle by Ty Warren),2.790,2.110
3,1:13,2,11,NWE 43,7,31,Philip Rivers pass complete deep middle to Malcom Floyd for 19 yards (tackle by James Sanders),2.110,3.970
3,0:36,1,10,NWE 24,7,31,Philip Rivers pass incomplete deep left intended for Vincent Jackson,3.970,3.430
3,0:30,2,10,NWE 24,7,31,Philip Rivers pass complete short right to Michael Turner for 12 yards (tackle by Rosevelt Colvin),3.430,4.780
Quarter,Time,Down,ToGo,Location,SDG,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 12,7,31,Philip Rivers pass incomplete short left intended for Malcom Floyd,4.780,4.100
4,14:54,2,10,NWE 12,13,31,"Philip Rivers pass complete short left to Antonio Gates for 12 yards, touchdown",4.100,7.000
4,,,,NWE 2,14,31,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,14,31,"Nate Kaeding kicks off 67 yards, returned by Ellis Hobbs for 31 yards (tackle by Kassim Osgood). Ellis Hobbs fumbles (forced by Kassim Osgood), recovered by Quentin Jammer at NWE-31 (tackle by Pierre Woods)",0.000,-3.510
4,14:40,1,10,NWE 31,14,31,Philip Rivers sacked by Mike Vrabel for -10 yards,3.510,1.620
4,14:24,2,20,NWE 41,14,31,"Philip Rivers sacked by Rosevelt Colvin for -10 yards. Philip Rivers fumbles (forced by Rosevelt Colvin), recovered by Kris Dielman at SDG-49",1.620,-0.360
4,13:38,3,30,SDG 49,14,31,Philip Rivers pass incomplete short left intended for LaDainian Tomlinson,-0.360,-0.130
4,13:32,4,30,SDG 49,14,31,"Mike Scifres punts 42 yards, fair catch by Kevin Faulk",-0.130,0.380
4,13:25,1,10,NWE 9,14,31,Tom Brady pass complete short right to Donte Stallworth for 8 yards (tackle by Quentin Jammer),-0.380,-0.020
4,12:48,2,2,NWE 17,14,31,Laurence Maroney right guard for 4 yards (tackle by Shaun Phillips and Igor Olshansky),-0.020,0.340
4,12:02,1,10,NWE 21,14,31,Laurence Maroney right tackle for 6 yards (tackle by Ryon Bingham and Stephen Cooper),0.340,0.610
4,11:19,2,4,NWE 27,14,31,Tom Brady pass complete short middle to Wes Welker for 8 yards (tackle by Stephen Cooper),0.610,1.270
4,10:38,1,10,NWE 35,14,31,Laurence Maroney left tackle for 14 yards (tackle by Marlon McCree and Stephen Cooper),1.270,2.190
4,9:59,1,10,NWE 49,14,31,Tom Brady pass complete short right to Wes Welker for 6 yards (tackle by Marlon McCree),2.190,2.460
4,9:21,2,4,SDG 45,14,31,"Laurence Maroney left guard for 3 yards (tackle by Shaun Phillips and Ryon Bingham). Penalty on Kyle Brady: Offensive Holding, 10 yards",2.460,1.510
4,8:45,2,11,NWE 48,14,31,Tom Brady pass complete short right to Wes Welker for 8 yards (tackle by Luis Castillo),1.510,1.880
4,8:09,3,3,SDG 44,14,31,Tom Brady pass complete short middle to Ben Watson for 14 yards (tackle by Stephen Cooper),1.880,3.580
4,7:23,1,10,SDG 30,14,31,"Laurence Maroney left end for 3 yards (tackle by Shawne Merriman). Penalty on Shaun Phillips: Defensive Offside, 5 yards (no play)",3.580,4.310
4,6:57,1,5,SDG 25,14,31,Laurence Maroney right tackle for 1 yard (tackle by Ryon Bingham and Tim Dobbins),4.310,3.840
4,6:12,2,4,SDG 24,14,31,Laurence Maroney left end for 12 yards (tackle by Tim Dobbins and Marlon McCree),3.840,4.780
4,5:27,1,10,SDG 12,14,31,Tom Brady pass complete short left to Wes Welker for 3 yards (tackle by Drayton Florence),4.780,4.640
4,4:45,2,7,SDG 9,14,31,Laurence Maroney left guard for 4 yards (tackle by Marlon McCree and Ryon Bingham),4.640,4.610
4,4:03,3,3,SDG 5,14,31,Laurence Maroney up the middle for 2 yards (tackle by Stephen Cooper and Luis Castillo),4.610,3.060
4,3:18,4,1,SDG 3,14,37,"Sammy Morris left guard for 3 yards, touchdown",3.060,7.000
4,,,,SDG 2,14,38,Stephen Gostkowski kicks extra point good,0.000,0.000
4,,,,NWE 30,14,38,"Stephen Gostkowski kicks off 66 yards, returned by Michael Turner for 20 yards (tackle by Larry Izzo)",0.000,0.540
4,3:13,1,10,SDG 24,14,38,Philip Rivers pass complete short right to LaDainian Tomlinson for 5 yards,0.540,0.670
4,3:08,2,5,SDG 29,14,38,Philip Rivers pass complete short left to LaDainian Tomlinson for 1 yard (tackle by Randall Gay),0.670,0.100
4,3:02,3,4,SDG 30,14,38,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,0.100,-1.370
4,2:58,4,4,SDG 30,14,38,"Mike Scifres punts 43 yards, muffed catch by Wes Welker, recovered by Wes Welker and returned for no gain",-1.370,-0.740
4,2:47,1,10,NWE 27,14,38,Heath Evans left tackle for 4 yards (tackle by Ryon Bingham),0.740,0.740
4,2:06,2,6,NWE 31,14,38,Heath Evans up the middle for 2 yards (tackle by Ryon Bingham),0.740,0.300
4,2:00,3,4,NWE 33,14,38,"Penalty on Ben Watson: False Start, 5 yards (no play)",0.300,-0.360
4,2:00,3,9,NWE 28,14,38,Sammy Morris left tackle for 10 yards (tackle by Eric Weddle and Marlon McCree),-0.360,1.470
4,1:18,1,10,NWE 38,14,38,Matt Gutierrez kneels for -1 yards,1.470,0.790
4,0:39,2,11,NWE 37,14,38,Matt Gutierrez kneels for -1 yards,0.790,-0.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
