Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
2,10:55,3,2,CHI 28,7,7,"Chase Daniel aborted snap, recovered by Chase Daniel at CHI-19 and returned for -9 yards",0.100,-2.140
2,10:12,4,11,CHI 19,7,7,"Pat O'Donnell punts 53 yards, returned by Jawill Davis for 10 yards (tackle by Patrick Scales and Nick Kwiatkoski)",-2.140,-1.470
2,10:03,1,10,NYG 38,7,7,Eli Manning pass incomplete deep middle intended for Odell Beckham (defended by Kyle Fuller),1.470,0.920
2,9:57,2,10,NYG 38,7,7,Saquon Barkley left tackle for 3 yards (tackle by Aaron Lynch),0.920,0.630
2,9:14,3,7,NYG 41,7,7,Eli Manning pass incomplete short middle intended for Sterling Shepard,0.630,-0.650
2,9:09,4,7,NYG 41,7,7,"Riley Dixon punts 33 yards, fair catch by Tarik Cohen at CHI-26",-0.650,-0.670
2,9:01,1,10,CHI 26,7,7,Jordan Howard left tackle for 25 yards (tackle by Michael Thomas),0.670,2.320
2,8:28,1,10,NYG 49,7,7,Tarik Cohen left tackle for no gain (tackle by R.J. McIntosh),2.320,1.780
2,7:50,2,10,NYG 49,7,7,Tarik Cohen right tackle for 4 yards (tackle by Michael Thomas and Curtis Riley),1.780,1.620
2,7:05,,,,,,Timeout #1 by Chicago Bears,,
2,7:05,3,6,NYG 45,7,7,"Chase Daniel pass complete short middle to Trey Burton for no gain (tackle by Landon Collins). Penalty on Mario Edwards: Illegal Use of Hands, 5 yards (no play)",1.620,2.920
2,6:42,1,10,NYG 40,7,7,Jordan Howard up the middle for 1 yard (tackle by Grant Haley),2.920,2.510
2,6:05,2,9,NYG 39,7,7,Chase Daniel pass complete deep right to Allen Robinson for 30 yards (tackle by B.W. Webb),2.510,5.140
2,5:31,1,9,NYG 9,7,7,Tarik Cohen right end for 4 yards (tackle by R.J. McIntosh),5.140,5.150
2,4:54,2,5,NYG 5,7,7,Jordan Howard left guard for 4 yards (tackle by Josh Mauro and Alec Ogletree),5.150,5.170
2,4:54,3,1,NYG 1,7,7,Jordan Howard up the middle for no gain (tackle by Dalvin Tomlinson and Kareem Martin),5.170,3.550
2,3:43,4,1,NYG 1,13,7,"Akiem Hicks left guard for 1 yard, touchdown",3.550,7.000
2,3:40,,,NYG 15,13,7,"Penalty on Charles Leno: False Start, 5 yards (no play)",0.000,0.000
2,3:40,,,NYG 20,14,7,Cody Parkey kicks extra point good,0.000,0.000
2,3:40,,,CHI 35,14,7,"Cody Parkey kicks off 59 yards, returned by Corey Coleman for no gain (tackle by Joel Iyiegbuniwe)",0.000,0.480
2,3:34,1,10,NYG 23,14,7,Eli Manning pass complete short middle to Scott Simonson for 10 yards (tackle by Danny Trevathan and Kyle Fuller),0.480,1.140
2,2:58,1,10,NYG 33,14,7,"Eli Manning pass incomplete short middle intended for Saquon Barkley. Penalty on Scott Simonson: Offensive Holding, 10 yards (no play)",1.140,0.480
2,2:53,1,20,NYG 23,14,7,Eli Manning pass complete short right to Saquon Barkley for 1 yard (tackle by Kevin Toliver),0.480,-0.620
2,2:16,2,19,NYG 24,14,7,Eli Manning pass complete short left to Odell Beckham for 14 yards (tackle by Prince Amukamara),-0.620,0.560
2,2:00,3,5,NYG 38,14,7,Eli Manning pass incomplete short left intended for Bennie Fowler,0.560,-0.850
2,1:56,4,5,NYG 38,14,7,"Riley Dixon punts 41 yards, fair catch by Tarik Cohen at CHI-21",-0.850,-0.340
2,1:48,1,10,CHI 21,14,7,Jordan Howard up the middle for -2 yards (tackle by Kareem Martin),0.340,-0.530
2,1:39,,,,,,Timeout #1 by New York Giants,,
2,1:39,2,12,CHI 19,14,7,Chase Daniel sacked by B.J. Hill for -11 yards,-0.530,-2.940
2,1:33,,,,,,Timeout #2 by New York Giants,,
2,1:32,3,23,CHI 8,14,7,Tarik Cohen right tackle for 11 yards (tackle by Kerry Wynn and Landon Collins),-2.940,-2.140
2,1:26,,,,,,Timeout #3 by New York Giants,,
2,1:26,4,12,CHI 19,14,7,"Pat O'Donnell punts 49 yards, returned by Jawill Davis for 11 yards (tackle by DeAndre Houston-Carson and Daniel Brown)",-2.140,-1.800
2,1:14,1,10,NYG 43,14,7,Eli Manning sacked by Leonard Floyd for -7 yards,1.800,0.310
2,0:52,2,17,NYG 36,14,7,Eli Manning sacked by Akiem Hicks for -6 yards,0.310,-1.150
2,0:17,,,,,,Timeout #2 by Chicago Bears,,
2,0:17,3,23,NYG 30,14,7,Saquon Barkley up the middle for 22 yards (tackle by Roquan Smith),-1.150,0.070
2,0:06,4,1,CHI 48,14,7,Eli Manning pass complete short right to Rhett Ellison for 9 yards (tackle by DeAndre Houston-Carson),0.070,2.980
2,0:01,1,10,CHI 39,14,10,Aldrick Rosas 57 yard field goal good,2.980,-3.000
Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,14,10,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYG 25,14,10,Saquon Barkley right guard for 14 yards (tackle by Eddie Jackson),0.610,1.530
3,14:14,1,10,NYG 39,14,10,Eli Manning pass complete short left to Saquon Barkley for 3 yards (tackle by Prince Amukamara),1.530,1.390
3,13:36,2,7,NYG 42,14,10,Saquon Barkley left end for 9 yards (tackle by Bilal Nichols),1.390,2.320
3,13:00,1,10,CHI 49,14,16,"Odell Beckham pass complete deep middle to Russell Shepard for 49 yards, touchdown",2.320,7.000
3,12:49,,,CHI 15,14,17,Aldrick Rosas kicks extra point good,0.000,0.000
3,12:49,,,NYG 35,14,17,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,12:49,1,10,CHI 25,14,17,Jordan Howard up the middle for -3 yards (tackle by Dalvin Tomlinson),0.610,-0.340
3,12:14,2,13,CHI 22,14,17,Chase Daniel pass incomplete short right intended for Allen Robinson,-0.340,-1.020
3,12:10,3,13,CHI 22,14,17,Chase Daniel pass complete short right to Jordan Howard for 4 yards (tackle by B.W. Webb and Kerry Wynn),-1.020,-1.630
3,11:31,4,9,CHI 26,14,17,"Pat O'Donnell punts 49 yards, returned by Jawill Davis for no gain (tackle by Nick Kwiatkoski). Penalty on Kevin Toliver: Player Out of Bounds on Kick, 5 yards (no play)",-1.630,-1.960
3,11:21,4,14,CHI 21,14,17,"Pat O'Donnell punts 54 yards, returned by Jawill Davis for 15 yards (tackle by Nick Kwiatkoski and Daniel Brown)",-1.960,-1.600
3,11:09,1,10,NYG 40,14,17,Saquon Barkley up the middle for 2 yards (tackle by Roquan Smith and Eddie Goldman),1.600,1.320
3,10:24,2,8,NYG 42,14,17,Saquon Barkley right end for 11 yards (tackle by Khalil Mack and Adrian Amos),1.320,2.460
3,9:36,1,10,CHI 47,14,17,Eli Manning pass complete short right to Rhett Ellison for 9 yards (tackle by Kevin Toliver and Prince Amukamara),2.460,3.130
3,8:48,2,1,CHI 38,14,17,Saquon Barkley up the middle for -3 yards (tackle by Bilal Nichols),3.130,2.010
3,8:09,3,4,CHI 41,14,17,Eli Manning pass complete short left to Sterling Shepard for 6 yards (tackle by Roquan Smith),2.010,3.250
3,7:31,1,10,CHI 35,14,17,Eli Manning pass incomplete short middle intended for Rhett Ellison (defended by Akiem Hicks),3.250,2.700
3,7:25,2,10,CHI 35,14,17,Saquon Barkley up the middle for 5 yards (tackle by Roquan Smith and Jonathan Bullard),2.700,2.680
3,6:44,3,5,CHI 30,14,17,Eli Manning pass complete short middle to Saquon Barkley for 17 yards (tackle by Adrian Amos),2.680,4.710
3,6:06,1,10,CHI 13,14,17,Wayne Gallman right guard for 4 yards (tackle by Akiem Hicks and Leonard Floyd),4.710,4.770
3,5:30,2,6,CHI 9,14,17,"Eli Manning pass incomplete short left intended for Odell Beckham (defended by Prince Amukamara). Penalty on Prince Amukamara: Defensive Pass Interference, 8 yards (no play)",4.770,6.970
3,5:24,1,1,CHI 1,14,17,Saquon Barkley right guard for no gain (tackle by Aaron Lynch and Bilal Nichols),6.970,5.910
3,4:45,2,1,CHI 1,14,17,Saquon Barkley right tackle for no gain (tackle by Akiem Hicks and Aaron Lynch),5.910,5.170
3,4:07,3,1,CHI 1,14,17,Eli Manning pass incomplete short right intended for Scott Simonson (defended by Adrian Amos),5.170,3.550
3,4:02,4,1,CHI 1,14,23,"Eli Manning pass complete short left to Odell Beckham for 1 yard, touchdown, touchdown",3.550,7.000
3,3:58,,,CHI 15,14,24,Aldrick Rosas kicks extra point good,0.000,0.000
3,3:58,,,NYG 35,14,24,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
3,3:58,1,10,CHI 25,14,24,Jordan Howard left guard for 4 yards (tackle by Alec Ogletree and Kareem Martin),0.610,0.600
3,3:26,2,6,CHI 29,14,24,Chase Daniel pass incomplete short left intended for Taylor Gabriel,0.600,-0.100
3,3:21,3,6,CHI 29,14,24,Chase Daniel pass complete short middle to Taquan Mizzell for 7 yards (tackle by Grant Haley),-0.100,1.330
3,2:46,1,10,CHI 36,14,24,Chase Daniel pass complete short middle to Taylor Gabriel for 6 yards (tackle by Alec Ogletree),1.330,1.600
3,2:02,2,4,CHI 42,14,24,Chase Daniel pass complete short right to Allen Robinson for 8 yards (tackle by B.W. Webb and Ukeme Eligwe),1.600,2.260
3,1:22,1,10,CHI 50,14,24,Chase Daniel sacked by B.J. Hill for -5 yards,2.260,1.040
3,0:42,2,15,CHI 45,14,24,Chase Daniel right end for 4 yards (tackle by Olivier Vernon),1.040,0.890
Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,CHI 49,14,24,Chase Daniel sacked by Olivier Vernon for -8 yards,0.890,-0.650
4,14:42,4,19,CHI 41,14,24,Pat O'Donnell punts 39 yards downed by Nick Kwiatkoski,-0.650,-0.280
4,14:31,1,10,NYG 20,14,24,"Saquon Barkley right end for no gain (tackle by Danny Trevathan and Adrian Amos). Penalty on Scott Simonson: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,14:10,1,20,NYG 10,14,24,Eli Manning pass complete short right to Wayne Gallman for -2 yards (tackle by Adrian Amos),-0.760,-1.660
4,13:32,2,22,NYG 8,14,24,Wayne Gallman right tackle for 4 yards (tackle by Danny Trevathan),-1.660,-2.360
4,12:51,3,18,NYG 12,14,24,Eli Manning pass incomplete short middle intended for Wayne Gallman,-2.360,-2.490
4,12:46,4,18,NYG 12,14,24,"Riley Dixon punts 53 yards, returned by Tarik Cohen for 1 yard (tackle by Rhett Ellison). Tarik Cohen fumbles (forced by Rhett Ellison), recovered by Tarik Cohen at CHI-45. Penalty on Josh Bellamy: Illegal Block Above the Waist, 10 yards",-2.490,-0.670
4,12:33,1,10,CHI 26,14,24,Chase Daniel pass complete deep left to Tarik Cohen for 46 yards (tackle by Landon Collins),0.670,3.710
4,11:36,1,10,NYG 28,14,24,Chase Daniel pass complete short right to Tarik Cohen for 7 yards (tackle by B.W. Webb),3.710,4.110
4,11:00,2,3,NYG 21,14,24,Chase Daniel pass complete short right to Josh Bellamy for 8 yards (tackle by Grant Haley),4.110,4.710
4,11:00,1,10,NYG 13,14,24,"Penalty on Trey Burton: False Start, 5 yards (no play)",4.710,4.290
4,10:01,1,15,NYG 18,14,24,Chase Daniel pass incomplete deep right intended for Ben Braunecker,4.290,3.400
4,9:53,2,15,NYG 18,14,24,Chase Daniel pass incomplete deep left intended for Trey Burton,3.400,2.790
4,9:47,3,15,NYG 18,14,24,Chase Daniel pass complete short right to Tarik Cohen for no gain (tackle by B.W. Webb). Penalty on Taylor Gabriel: Offensive Pass Interference (Declined),2.790,2.250
4,9:29,4,15,NYG 18,17,24,Cody Parkey 36 yard field goal good,2.250,3.000
4,9:25,,,CHI 35,17,24,"Cody Parkey kicks off 66 yards, returned by Corey Coleman for no gain (tackle by Taquan Mizzell and Michael Burton). Penalty on Scott Simonson: Offensive Holding, 8 yards",0.000,-0.380
4,9:18,1,10,NYG 8,17,24,Saquon Barkley right end for 2 yards (tackle by Akiem Hicks),-0.380,-0.630
4,9:18,2,8,NYG 10,17,24,Eli Manning pass complete short right to Sterling Shepard for 9 yards (tackle by Kyle Fuller),-0.630,0.150
4,8:01,1,10,NYG 19,17,24,Saquon Barkley right tackle for 2 yards (tackle by Roquan Smith),0.150,-0.060
4,7:33,2,8,NYG 21,17,24,Wayne Gallman left end for -3 yards (tackle by Bryce Callahan and Eddie Goldman),-0.060,-1.250
4,6:50,3,11,NYG 18,17,24,Eli Manning pass complete short left to Bennie Fowler for 11 yards (tackle by Roquan Smith and Eddie Jackson),-1.250,0.870
4,6:12,1,10,NYG 29,17,24,Eli Manning pass incomplete short left intended for Elijhaa Penny,0.870,0.330
4,6:08,2,10,NYG 29,17,24,Wayne Gallman left guard for 9 yards (tackle by Eddie Jackson and Roquan Smith),0.330,0.830
4,5:27,3,1,NYG 38,17,24,Eli Manning pass complete short right to Scott Simonson for 15 yards (tackle by Prince Amukamara),0.830,2.460
4,4:50,1,10,CHI 47,17,24,Eli Manning pass complete short left to Rhett Ellison for 15 yards (tackle by Khalil Mack),2.460,3.450
4,4:09,1,10,CHI 32,17,24,Wayne Gallman left end for 2 yards (tackle by Danny Trevathan and Bilal Nichols),3.450,3.170
4,3:30,2,8,CHI 30,17,24,Eli Manning pass incomplete short right,3.170,2.480
4,3:25,3,8,CHI 30,17,24,Eli Manning sacked by Khalil Mack for -9 yards,2.480,0.660
4,3:25,4,17,CHI 39,17,24,Penalty on NYG: Delay of Game (Declined),0.660,0.660
4,2:36,4,17,CHI 39,17,24,Riley Dixon punts 37 yards downed by Zak DeOssie,0.660,0.380
4,2:26,1,10,CHI 2,17,24,"Chase Daniel pass complete short right to Taylor Gabriel for 7 yards (tackle by B.W. Webb). Taylor Gabriel fumbles (forced by B.W. Webb), recovered by Sean Chandler at CHI-13",-0.380,-4.710
4,2:19,1,10,CHI 13,17,24,Saquon Barkley right guard for 3 yards (tackle by Danny Trevathan and Bilal Nichols),4.710,4.580
4,2:13,,,,,,Timeout #1 by Chicago Bears,,
4,2:13,2,7,CHI 10,17,24,"Saquon Barkley right end for no gain (tackle by Kyle Fuller). Penalty on Elijhaa Penny: Offensive Holding, 10 yards (no play)",4.580,3.210
4,2:05,2,17,CHI 20,17,24,Saquon Barkley left tackle for 1 yard (tackle by Danny Trevathan),3.210,2.670
4,1:59,3,16,CHI 19,17,24,Saquon Barkley right guard for no gain (tackle by Adrian Amos and Khalil Mack),2.670,2.180
4,1:53,,,,,,Timeout #2 by Chicago Bears,,
4,1:53,4,16,CHI 19,17,27,Aldrick Rosas 37 yard field goal good,2.180,3.000
4,1:49,,,NYG 35,17,27,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
4,1:49,1,10,CHI 25,17,27,Chase Daniel pass complete short right to Allen Robinson for 19 yards (tackle by Michael Thomas),0.610,1.860
4,1:42,1,10,CHI 44,17,27,Chase Daniel pass complete short right to Tarik Cohen for 8 yards (tackle by Grant Haley),1.860,2.400
4,1:36,2,2,NYG 48,17,27,"Chase Daniel pass complete deep right to Tarik Cohen for 32 yards (tackle by Grant Haley). Penalty on Sean Chandler: Roughing the Passer, 8 yards",2.400,5.370
4,1:28,1,8,NYG 8,17,27,Chase Daniel pass incomplete short right intended for Allen Robinson,5.370,4.570
4,1:24,2,8,NYG 8,17,27,Chase Daniel pass incomplete short middle intended for Anthony Miller,4.570,3.580
4,1:20,3,8,NYG 8,17,27,Chase Daniel pass complete short right to Tarik Cohen for 5 yards (tackle by B.W. Webb),3.580,3.040
4,1:15,4,3,NYG 3,20,27,Cody Parkey 21 yard field goal good,3.040,3.000
4,1:13,,,CHI 35,20,27,"Cody Parkey kicks onside 12 yards, recovered by Daniel Brown",0.000,2.060
4,1:13,1,10,CHI 47,20,27,Chase Daniel pass complete short right to Tarik Cohen for 14 yards (tackle by Grant Haley). Penalty on Michael Thomas: Defensive Holding (Declined),2.060,2.980
4,1:07,1,10,NYG 39,20,27,Chase Daniel sacked by B.J. Hill for no gain,2.980,2.440
4,0:59,,,,,,Timeout #3 by Chicago Bears,,
4,0:59,2,10,NYG 39,20,27,"Chase Daniel pass incomplete short left intended for Taylor Gabriel (defended by B.J. Hill). Penalty on Alec Ogletree: Defensive Offside, 5 yards (no play)",2.440,3.120
4,0:53,2,5,NYG 34,20,27,Chase Daniel pass complete short right to Taylor Gabriel for 4 yards (tackle by Michael Thomas),3.120,2.940
4,0:36,3,1,NYG 30,20,27,"Chase Daniel pass incomplete short middle intended for Taylor Gabriel. Penalty on Josh Bellamy: False Start, 5 yards (no play)",2.940,2.280
4,0:23,3,6,NYG 35,20,27,Chase Daniel pass complete short right to Adam Shaheen for 3 yards (tackle by Alec Ogletree),2.280,1.290
4,0:17,4,3,NYG 32,20,27,Chase Daniel pass complete deep right to Tarik Cohen for 23 yards (tackle by Landon Collins),1.290,5.140
4,0:11,1,9,NYG 9,20,27,Chase Daniel pass incomplete short right intended for Taylor Gabriel (defended by B.W. Webb),5.140,4.380
4,0:07,2,9,NYG 9,20,27,"Chase Daniel pass incomplete short right intended for Allen Robinson (defended by B.W. Webb). Penalty on B.W. Webb: Defensive Pass Interference, 8 yards (no play)",4.380,6.970
4,0:03,,,,,,Timeout #2 by New York Giants,,
4,0:03,1,1,NYG 1,26,27,"Tarik Cohen pass complete short right to Anthony Miller for 1 yard, touchdown",6.970,7.000
4,0:00,,,NYG 15,27,27,Cody Parkey kicks extra point good,0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CHI,NYG,Detail,EPB,EPA
,,,,,,,"Giants won the coin toss, Giants to receive the overtime kickoff.",,
OT,10:00,,,CHI 35,27,27,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,NYG 25,27,27,Saquon Barkley right end for 29 yards (tackle by Eddie Jackson),0.610,2.520
OT,9:23,1,10,CHI 46,27,27,Eli Manning pass complete short middle to Sterling Shepard for 5 yards (tackle by Roquan Smith),2.520,2.650
OT,8:44,2,5,CHI 41,27,27,Saquon Barkley up the middle for 3 yards (tackle by Akiem Hicks and Roquan Smith),2.650,2.350
OT,7:59,,,,,,Timeout #1 by New York Giants,,
OT,7:59,3,2,CHI 38,27,27,Eli Manning pass complete short middle to Sterling Shepard for 8 yards (tackle by Danny Trevathan),2.350,3.580
OT,7:24,1,10,CHI 30,27,27,Saquon Barkley left end for 7 yards (tackle by Khalil Mack),3.580,3.980
OT,6:47,2,3,CHI 23,27,27,Saquon Barkley right guard for -3 yards (tackle by Danny Trevathan),3.980,2.870
OT,6:07,3,6,CHI 26,27,27,Eli Manning pass incomplete deep middle intended for Sterling Shepard,2.870,1.760
OT,6:00,4,6,CHI 26,27,30,Aldrick Rosas 44 yard field goal good,1.760,3.000
OT,5:57,,,NYG 35,27,30,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
OT,5:57,1,10,CHI 25,27,30,Jordan Howard left guard for 7 yards (tackle by Curtis Riley and Ukeme Eligwe),0.610,1.010
OT,5:27,2,3,CHI 32,27,30,"Chase Daniel aborted snap, recovered by Chase Daniel at CHI-26 and returned for -9 yards",1.010,-0.890
OT,4:44,3,12,CHI 23,27,30,Chase Daniel pass complete short right to Tarik Cohen for 5 yards (tackle by Curtis Riley),-0.890,-1.500
OT,4:38,4,7,CHI 28,27,30,Chase Daniel pass complete short right to Allen Robinson for 10 yards (tackle by B.W. Webb),-1.500,1.470
OT,4:01,1,10,CHI 38,27,30,Chase Daniel pass complete short right to Tarik Cohen for 8 yards (tackle by Ukeme Eligwe),1.470,2.000
