Quarter,Time,Down,ToGo,Location,TEN,GNB,Detail,EPB,EPA
2,4:56,2,15,TEN 43,24,10,"Steve McNair pass complete to Shad Meier for 12 yards (tackle by Nick Barnett). Penalty on Al Harris: Illegal Use of Hands, 5 yards (no play)",0.910,2.130
2,4:34,1,10,TEN 48,24,10,Steve McNair pass incomplete intended for Drew Bennett,2.130,1.580
2,4:28,2,10,TEN 48,24,10,Steve McNair for 16 yards (tackle by Darren Sharper),1.580,3.180
2,3:57,1,10,GNB 36,24,10,Chris Brown right guard for 7 yards (tackle by Corey Williams and Na'il Diggs),3.180,3.580
2,3:18,2,3,GNB 29,24,10,Chris Brown up the middle for no gain (tackle by Aaron Kampman),3.580,2.870
2,2:44,,,,24,10,Timeout #1 by Green Bay Packers,0.000,2.870
2,2:44,3,3,GNB 29,24,10,Steve McNair pass complete to Derrick Mason for 4 yards (tackle by Al Harris),2.870,3.910
2,2:17,1,10,GNB 25,24,10,Chris Brown right tackle for 1 yard (tackle by Aaron Kampman and Cletidus Hunt),3.910,3.500
2,2:00,2,9,GNB 24,24,10,Steve McNair pass incomplete intended for Drew Bennett (defended by Ahmad Carroll),3.500,2.810
2,1:55,3,9,GNB 24,24,10,Chris Brown right end for 4 yards (tackle by Bhawoh Jue and Cletidus Hunt),2.810,2.170
2,1:50,,,,24,10,Timeout #2 by Green Bay Packers,0.000,2.170
2,1:50,4,5,GNB 20,27,10,Gary Anderson 38 yard field goal good,2.170,3.000
2,,,,TEN 30,27,10,"Craig Hentrich kicks off 67 yards, returned by Antonio Chatman for 16 yards (tackle by Scott McGarrahan)",0.000,0.150
2,1:41,1,10,GNB 19,27,10,"Brett Favre pass incomplete intended for Robert Ferguson is intercepted by Lamont Thompson at GNB-49 and returned for 31 yards (tackle by Marco Rivera). Penalty on Carlos Hall: Illegal Block Above the Waist, 10 yards",0.150,-3.710
2,1:29,1,10,GNB 28,27,10,Steve McNair right end for 4 yards (tackle by Na'il Diggs),3.710,3.710
2,1:23,2,6,GNB 24,27,10,Steve McNair pass incomplete intended for Drew Bennett,3.710,3.010
2,1:17,3,6,GNB 24,27,10,Steve McNair pass incomplete intended for Chris Brown,3.010,1.890
2,1:11,4,6,GNB 24,27,10,"Gary Anderson 42 yard field goal no good, blocked by Na'il Diggs",1.890,-1.140
2,1:05,1,10,GNB 33,27,10,Brett Favre pass incomplete intended for Bubba Franks,1.140,0.590
2,1:00,2,10,GNB 33,27,10,Brett Favre pass incomplete intended for Javon Walker,0.590,-0.100
2,0:54,3,10,GNB 33,27,10,Brett Favre pass complete to Ahman Green for 8 yards (tackle by Samari Rolle),-0.100,-0.650
2,0:45,,,,27,10,Timeout #2 by Tennessee Titans,0.000,-0.650
2,0:45,4,2,GNB 41,27,10,Brett Favre pass complete to Donald Driver for 11 yards (tackle by Andre Dyson),-0.650,2.390
2,0:40,1,10,TEN 48,27,10,Brett Favre pass complete to Donald Driver for 4 yards (tackle by Scott McGarrahan),2.390,2.390
2,0:23,2,6,TEN 44,27,10,"Penalty on Robert Ferguson: False Start, 5 yards (no play)",2.390,1.710
2,0:23,,,,27,10,Timeout #3 by Green Bay Packers,0.000,1.710
2,0:23,2,11,TEN 49,27,10,Brett Favre pass complete to Antonio Chatman for 14 yards (tackle by Andre Woolfolk),1.710,3.250
2,0:11,1,10,TEN 35,27,10,Brett Favre spiked the ball,3.250,2.700
2,0:11,2,10,TEN 35,27,10,Brett Favre pass incomplete intended for Javon Walker (defended by Andre Dyson),2.700,2.010
2,0:07,3,10,TEN 35,27,13,Ryan Longwell 53 yard field goal good,2.010,3.000
2,,,,GNB 30,27,13,"Ryan Longwell kicks off 48 yards, returned by Robert Holcombe for 11 yards (tackle by Nick Rogers)",0.000,0.940
Quarter,Time,Down,ToGo,Location,TEN,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,27,13,"Craig Hentrich kicks off 57 yards, returned by Antonio Chatman for 5 yards. Antonio Chatman fumbles, recovered by Robert Ferguson at GNB-16",0.000,1.070
3,14:53,1,10,GNB 32,27,13,Ahman Green right end for no gain (tackle by Justin Ena),1.070,0.530
3,14:14,2,10,GNB 32,27,13,Brett Favre pass complete to Donald Driver for 10 yards (tackle by Andre Dyson),0.530,1.730
3,13:50,1,10,GNB 42,27,13,Ahman Green right guard for 1 yard (tackle by Justin Ena and Kevin Carter),1.730,1.320
3,13:16,2,9,GNB 43,27,13,Brett Favre pass complete to William Henderson for 5 yards (tackle by Andre Dyson),1.320,1.290
3,12:37,3,4,GNB 48,27,13,Brett Favre pass incomplete intended for Javon Walker is intercepted by Tank Williams at TEN-42 and returned for 13 yards,1.290,-2.590
3,12:30,1,10,GNB 45,27,13,Chris Brown right guard for 5 yards (tackle by Mark Roman),2.590,2.720
3,11:53,2,5,GNB 40,27,13,"Steve McNair pass incomplete intended for Drew Bennett. Penalty on Steve McNair: Intentional Grounding, 10 yards",2.720,0.700
3,11:50,3,15,GNB 50,27,13,Steve McNair right end for 7 yards (tackle by Cullen Jenkins),0.700,0.400
3,11:00,4,8,GNB 43,27,13,"Craig Hentrich punts 27 yards, fair catch by Antonio Chatman",0.400,0.140
3,10:52,1,10,GNB 16,27,13,Brett Favre pass incomplete intended for Javon Walker is intercepted by Lamont Thompson at GNB-34,-0.140,-3.310
3,10:47,1,10,GNB 34,27,13,Chris Brown right tackle for 5 yards (tackle by Larry Smith),3.310,3.450
3,10:04,2,5,GNB 29,27,13,Chris Brown left end for 16 yards (tackle by Darren Sharper),3.450,4.710
3,9:33,1,10,GNB 13,27,13,Chris Brown right end for 3 yards (tackle by Torrance Marshall),4.710,4.580
3,8:52,2,7,GNB 10,27,13,Chris Brown right tackle for -1 yards (tackle by Kenny Peterson),4.580,3.450
3,8:08,3,8,GNB 11,33,13,"Steve McNair pass complete to Eddie Berlin for 11 yards, touchdown",3.450,7.000
,,,,,,,"GNB challenged the ruling, and the play was upheld.",,
3,,,,GNB 2,34,13,Gary Anderson kicks extra point good,0.000,0.000
3,,,,TEN 30,34,13,"Craig Hentrich kicks off 66 yards, returned by Antonio Chatman for 19 yards (tackle by Eddie Berlin)",0.000,0.480
3,7:53,1,10,GNB 23,34,13,Ahman Green left tackle for 13 yards (tackle by Tank Williams and Lamont Thompson),0.480,1.330
3,7:23,1,10,GNB 36,34,13,Brett Favre pass complete to William Henderson for 4 yards (tackle by Brad Kassell),1.330,1.330
3,6:53,2,6,GNB 40,34,13,Brett Favre pass incomplete intended for Donald Driver,1.330,0.630
3,6:48,3,6,GNB 40,34,13,Brett Favre pass complete to Javon Walker for 57 yards (tackle by Andre Dyson),0.630,6.510
3,5:59,1,3,TEN 3,34,13,Brett Favre pass incomplete intended for William Henderson,6.510,5.530
3,5:56,2,3,TEN 3,34,13,Ahman Green left tackle for -1 yards (tackle by Scott McGarrahan),5.530,4.490
3,5:15,3,4,TEN 4,34,13,Brett Favre pass incomplete intended for Bubba Franks,4.490,3.030
3,5:10,4,4,TEN 4,34,13,Brett Favre pass incomplete intended for Javon Walker,3.030,0.380
3,5:05,1,10,TEN 4,34,13,Chris Brown up the middle for 1 yard (tackle by Mark Roman),-0.380,-0.710
3,4:23,2,9,TEN 5,34,13,Chris Brown right guard for no gain (tackle by Cletidus Hunt),-0.710,-1.300
3,3:43,3,9,TEN 5,34,13,Chris Brown up the middle for 14 yards (tackle by Mark Roman),-1.300,0.150
3,2:42,1,10,TEN 19,34,13,"Chris Brown left guard for 2 yards (tackle by Corey Williams). Chris Brown fumbles (forced by Corey Williams), recovered by Shad Meier at TEN-24",0.150,0.340
3,2:00,2,5,TEN 24,34,13,Steve McNair pass complete to Derrick Mason for 9 yards (tackle by Na'il Diggs),0.340,1.140
3,1:13,1,10,TEN 33,34,13,Chris Brown up the middle for -2 yards (tackle by Darren Sharper),1.140,0.320
3,0:27,2,12,TEN 31,34,13,Steve McNair pass complete to Chris Brown for 8 yards (tackle by Na'il Diggs),0.320,0.700
Quarter,Time,Down,ToGo,Location,TEN,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,TEN 39,34,13,Steve McNair pass incomplete intended for Eddie Berlin,0.700,-0.780
4,14:56,4,4,TEN 39,34,13,"Craig Hentrich punts 38 yards, muffed catch by Antonio Chatman, recovered by Darrell Hill and returned for no gain",-0.780,4.040
4,14:47,1,10,GNB 23,34,13,Chris Brown left end for 2 yards (tackle by Kenny Peterson and Larry Smith),4.040,3.770
4,14:47,2,8,GNB 21,34,13,"Penalty on Brad Hopkins: False Start, 5 yards (no play)",3.770,3.090
4,13:48,2,13,GNB 26,40,13,"Drew Bennett pass complete to Derrick Mason for 26 yards, touchdown",3.090,7.000
4,,,,GNB 2,41,13,Gary Anderson kicks extra point good,0.000,0.000
4,,,,TEN 30,41,13,"Craig Hentrich kicks off 54 yards, returned by Robert Ferguson for 9 yards (tackle by Eddie Berlin). Penalty on Eddie Berlin: Face Mask (5 Yards), 5 yards",0.000,0.940
4,13:32,1,10,GNB 30,41,13,"Brett Favre pass complete to Ahman Green for -3 yards (tackle by Kevin Carter). Penalty on Albert Haynesworth: Unnecessary Roughness, 15 yards",0.940,1.730
4,13:13,1,10,GNB 42,41,13,"Brett Favre pass complete to Donald Driver for 28 yards (tackle by Lamont Thompson). Donald Driver fumbles (forced by Lamont Thompson), recovered by Tank Williams at TEN-30 (tackle by Mike Wahle)",1.730,-2.790
4,13:00,1,10,GNB 42,41,13,Antowain Smith right end for 1 yard (tackle by Na'il Diggs and Nick Barnett),2.790,2.380
4,12:15,2,9,GNB 41,41,13,Antowain Smith right tackle for no gain (tackle by Aaron Kampman),2.380,1.680
4,11:29,3,9,GNB 41,41,13,--,1.680,0.590
4,10:55,4,8,GNB 40,41,13,Craig Hentrich punts 38 yards,0.590,0.380
4,10:43,1,10,GNB 2,41,13,Brett Favre pass complete to Donald Driver for 8 yards (tackle by Lamont Thompson),-0.380,-0.200
4,10:09,2,2,GNB 10,41,13,Ahman Green right tackle for 18 yards (tackle by Scott McGarrahan),-0.200,0.810
4,9:21,1,10,GNB 28,41,13,Ahman Green up the middle for -1 yards (tackle by Carlos Hall),0.810,0.130
4,8:46,2,11,GNB 27,41,13,Brett Favre pass complete to Javon Walker for 13 yards (tackle by Lamont Thompson),0.130,1.600
4,8:15,1,10,GNB 40,41,13,Brett Favre pass incomplete intended for Javon Walker (defended by Andre Woolfolk),1.600,1.050
4,8:11,2,10,GNB 40,41,13,Brett Favre pass complete to Javon Walker for 14 yards (tackle by Scott McGarrahan),1.050,2.520
4,7:36,1,10,TEN 46,41,13,Brett Favre pass incomplete intended for Antonio Chatman,2.520,1.980
4,7:31,2,10,TEN 46,41,13,Brett Favre pass incomplete intended for Ahman Green,1.980,1.290
4,7:27,3,10,TEN 46,41,13,Brett Favre pass incomplete intended for Antonio Chatman,1.290,0.200
4,7:23,4,10,TEN 46,41,13,Brett Favre pass complete to Javon Walker for 22 yards (tackle by Lamont Thompson),0.200,3.970
4,6:39,1,10,TEN 24,41,13,Brett Favre pass complete to Tony Fisher for 7 yards (tackle by Keith Bulluck),3.970,4.460
4,6:09,2,3,TEN 17,41,13,Brett Favre pass complete to Donald Driver for 6 yards (tackle by Andre Woolfolk),4.460,4.840
4,5:49,1,10,TEN 11,41,19,"Brett Favre pass complete to Bubba Franks for 11 yards, touchdown",4.840,7.000
4,,,,TEN 2,41,20,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,41,20,"Ryan Longwell kicks onside 10 yards, recovered by Brad Kassell",0.000,2.920
4,5:42,1,10,GNB 40,41,20,Antowain Smith right guard for 9 yards (tackle by Darren Sharper and Corey Williams),2.920,3.590
4,5:00,2,1,GNB 31,41,20,Antowain Smith right end for 3 yards (tackle by Nick Barnett and Corey Williams),3.590,3.710
4,4:13,1,10,GNB 28,41,20,Antowain Smith left end for -2 yards (tackle by Cullen Jenkins),3.710,2.900
4,4:06,,,,41,20,Timeout #2 by Green Bay Packers,0.000,2.900
4,4:06,2,12,GNB 30,41,20,Antowain Smith right tackle for -1 yards (tackle by Nick Barnett),2.900,2.080
4,4:01,,,,41,20,Timeout #3 by Green Bay Packers,0.000,2.080
4,4:01,3,13,GNB 31,41,20,Steve McNair pass complete to Troy Fleming for 12 yards (tackle by Nick Barnett),2.080,2.340
4,3:54,4,1,GNB 19,41,20,Steve McNair right guard for 2 yards (tackle by Nick Barnett and Na'il Diggs),2.340,4.440
4,3:25,1,10,GNB 17,41,20,Antowain Smith left end for 2 yards (tackle by Mark Roman),4.440,4.150
4,2:40,2,8,GNB 15,47,20,"Antowain Smith right end for 15 yards, touchdown",4.150,7.000
4,,,,GNB 2,48,20,Gary Anderson kicks extra point good,0.000,0.000
4,,,,TEN 30,48,20,"Craig Hentrich kicks off 55 yards, returned by Antonio Chatman for 21 yards (tackle by Cody Spencer)",0.000,1.330
4,2:29,1,10,GNB 36,48,20,Craig Nall pass complete to Javon Walker for 14 yards (tackle by Rich Gardner),1.330,2.260
4,2:06,1,10,GNB 50,48,20,Craig Nall pass complete to Javon Walker for 5 yards (tackle by Rich Gardner),2.260,2.390
4,2:01,2,5,TEN 45,48,20,Craig Nall pass complete to Donald Driver for 18 yards (tackle by Brad Kassell),2.390,3.780
4,1:55,1,10,TEN 27,48,20,Craig Nall pass incomplete intended for Tony Fisher,3.780,3.230
4,1:52,2,10,TEN 27,48,20,Craig Nall pass complete to Robert Ferguson for 11 yards (tackle by Andre Woolfolk),3.230,4.510
4,1:46,1,10,TEN 16,48,20,Craig Nall pass complete to Tony Fisher for 3 yards (tackle by Andre Woolfolk),4.510,4.390
4,1:41,2,7,TEN 13,48,20,Craig Nall pass complete to Tony Fisher for 12 yards (tackle by Justin Ena),4.390,6.970
4,1:01,1,1,TEN 1,48,26,"Craig Nall pass complete to Javon Walker for 1 yard, touchdown",6.970,7.000
4,,,,TEN 2,48,27,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,48,27,"Ryan Longwell kicks off 32 yards, returned by Michael Waddell for 3 yards (tackle by Donald Driver)",0.000,1.660
4,0:58,1,10,TEN 41,48,27,Steve McNair kneels for -1 yards,1.660,0.990
4,0:31,2,11,TEN 40,48,27,Steve McNair kneels for -1 yards,0.990,0.170
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
