Quarter,Time,Down,ToGo,Location,NYJ,PHI,Detail,EPB,EPA
4,10:31,1,10,NYJ 31,6,24,Le'Veon Bell left end for 13 yards (tackle by Nigel Bradham and Zach Brown),1.000,1.860
4,9:49,1,10,NYJ 44,6,24,Luke Falk pass incomplete short left intended for Le'Veon Bell (defended by Zach Brown),1.860,1.320
4,9:43,2,10,NYJ 44,6,24,Luke Falk pass complete short left to Le'Veon Bell for 7 yards (tackle by Nigel Bradham),1.320,1.550
4,9:07,3,3,PHI 49,6,24,Luke Falk pass complete short left to Le'Veon Bell for 10 yards (tackle by Malcolm Jenkins),1.550,2.980
4,8:38,1,10,PHI 39,6,24,Luke Falk sacked by Hassan Ridgeway for -8 yards,2.980,1.360
4,7:53,2,18,PHI 47,6,30,"Luke Falk sacked by Orlando Scandrick for -9 yards. Luke Falk fumbles (forced by Orlando Scandrick), recovered by Orlando Scandrick at NYJ-44 and returned for 44 yards, touchdown",1.360,-7.000
4,7:39,,,NYJ 15,6,31,Jake Elliott kicks extra point good,0.000,0.000
4,7:39,,,PHI 35,6,31,"Jake Elliott kicks off 67 yards, returned by Trenton Cannon for 18 yards (tackle by Nathan Gerry)",0.000,-0.140
4,7:34,1,10,NYJ 16,6,31,Bilal Powell up the middle for 4 yards (tackle by Rodney McLeod),-0.140,0.010
4,6:57,2,6,NYJ 20,6,31,Luke Falk sacked by Daeshon Hall for -7 yards,0.010,-1.750
4,6:10,3,13,NYJ 13,6,31,Luke Falk sacked by Josh Sweat for -4 yards,-1.750,-2.490
4,5:31,4,17,NYJ 9,6,31,"Lac Edwards punts 49 yards, returned by Nelson Agholor for 4 yards (tackle by Arthur Maulet)",-2.490,-1.990
4,5:17,1,10,PHI 46,6,31,Jordan Howard up the middle for 3 yards (tackle by Trumaine Johnson),1.990,1.860
4,4:33,2,7,PHI 49,6,31,Jordan Howard right end for no gain (tackle by Steve McLendon and Quinnen Williams),1.860,1.160
4,3:50,3,7,PHI 49,6,31,Jordan Howard right guard for 3 yards (tackle by Quinnen Williams),1.160,0.070
4,3:04,4,4,NYJ 48,6,31,"Cameron Johnston punts 30 yards, fair catch by Braxton Berrios at NYJ-18",0.070,-0.040
4,2:57,1,10,NYJ 18,6,31,"Ty Montgomery left end for 2 yards (tackle by T.J. Edwards). Penalty on Brandon Graham: Defensive Offside, 5 yards (no play)",0.040,0.880
4,2:51,1,5,NYJ 23,6,31,Ty Montgomery left end for 4 yards (tackle by Derek Barnett),0.880,0.820
4,2:13,2,1,NYJ 27,6,31,Ty Montgomery up the middle for -3 yards (tackle by Fletcher Cox),0.820,-0.400
4,2:00,3,4,NYJ 24,6,31,David Fales sacked by Derek Barnett for -7 yards,-0.400,-2.320
4,1:25,4,11,NYJ 17,6,31,"Lac Edwards punts 53 yards, returned by Nelson Agholor for 3 yards (tackle by Albert McClellan). Penalty on Ryan Lewis: Offensive Holding, 10 yards",-2.320,-0.480
4,1:15,1,10,PHI 23,6,31,Josh McCown kneels for -1 yards,0.480,-0.200
4,0:37,2,11,PHI 22,6,31,Josh McCown kneels for -1 yards,-0.200,-1.020
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
