Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
2,8:47,3,5,WAS 18,10,0,Mark Brunell pass incomplete intended for Rod Gardner,-0.830,-2.240
2,8:46,4,5,WAS 18,10,0,"Tom Tupa punts 36 yards, fair catch by R.W. McQuarters",-2.240,-1.990
2,8:39,1,10,CHI 46,10,0,"Penalty on Steve Edwards: False Start, 5 yards (no play)",1.990,1.660
2,8:39,1,15,CHI 41,10,0,Thomas Jones right guard for 6 yards (tackle by Lemar Marshall),1.660,1.590
2,7:55,2,9,CHI 47,10,0,Jonathan Quinn pass incomplete intended for Thomas Jones,1.590,0.890
2,7:51,3,9,CHI 47,10,0,Jonathan Quinn pass incomplete intended for Desmond Clark (defended by Marcus Washington),0.890,-0.260
2,7:46,4,9,CHI 47,10,0,"Brad Maynard punts 36 yards, fair catch by Chad Morton. Penalty on Alfonso Marshall: Fair Catch Interference, 15 yards",-0.260,-1.070
2,7:36,1,10,WAS 32,10,0,Clinton Portis left tackle for 19 yards (tackle by Israel Idonije and Alex Brown),1.070,2.320
2,7:04,1,10,CHI 49,10,0,Ladell Betts left guard for 14 yards (tackle by Jerry Azumah),2.320,3.250
2,6:34,1,10,CHI 35,10,0,Ladell Betts left tackle for 1 yard (tackle by Tommie Harris and Brian Urlacher),3.250,2.840
2,5:53,2,9,CHI 34,10,0,Mark Brunell pass incomplete intended for Rod Gardner,2.840,2.150
2,5:50,3,9,CHI 34,10,6,"Mark Brunell pass incomplete intended for Rod Gardner is intercepted by Jerry Azumah at CHI-30 and returned for 70 yards, touchdown",2.150,-7.000
2,,,,WAS 2,10,7,Paul Edinger kicks extra point good,0.000,0.000
2,,,,CHI 30,10,7,"Paul Edinger kicks off 61 yards, returned by Chad Morton for 23 yards (tackle by Marcus Reese)",0.000,1.070
2,5:31,1,10,WAS 32,10,7,Mark Brunell pass incomplete intended for Laveranues Coles,1.070,0.530
2,5:25,2,10,WAS 32,10,7,Mark Brunell pass complete to Laveranues Coles for 11 yards (tackle by Todd McMillon),0.530,1.800
2,4:44,1,10,WAS 43,10,7,Clinton Portis right tackle for 4 yards (tackle by Lance Briggs),1.800,1.790
2,4:06,2,6,WAS 47,10,7,Mark Brunell pass incomplete intended for Laveranues Coles (defended by Lance Briggs),1.790,1.090
2,4:02,3,6,WAS 47,10,7,Mark Brunell pass incomplete intended for Ladell Betts (defended by R.W. McQuarters),1.090,-0.260
2,3:57,4,6,WAS 47,10,7,"Tom Tupa punts 26 yards, returned by R.W. McQuarters for no gain",-0.260,-0.740
2,3:48,1,10,CHI 27,10,7,Jonathan Quinn pass incomplete intended for Bobby Wade,0.740,0.200
2,3:42,2,10,CHI 27,10,7,Jonathan Quinn pass incomplete intended for David Terrell (defended by Cornelius Griffin),0.200,-0.490
2,3:39,3,10,CHI 27,10,7,Jonathan Quinn pass complete to Thomas Jones for 8 yards (tackle by Sean Taylor),-0.490,-1.040
2,3:01,4,2,CHI 35,10,7,"Penalty on Todd McMillon: False Start, 5 yards (no play)",-1.040,-1.370
2,2:49,4,7,CHI 30,10,7,"Brad Maynard punts 53 yards, returned by Chad Morton for 12 yards (tackle by Adrian Peterson). Penalty on Fred Smoot: Illegal Block Above the Waist, 10 yards",-1.370,0.370
2,2:38,1,10,WAS 11,10,7,Clinton Portis right tackle for 1 yard (tackle by Adewale Ogunleye),-0.370,-0.710
2,2:30,,,,10,7,Timeout #1 by Chicago Bears,0.000,-0.710
2,2:30,2,9,WAS 12,10,7,Clinton Portis right guard for 5 yards (tackle by Brian Urlacher and Ian Scott),-0.710,-0.720
2,2:23,,,,10,7,Timeout #2 by Chicago Bears,0.000,-0.720
2,2:23,3,4,WAS 17,10,7,Ladell Betts left end for 8 yards (tackle by Brian Urlacher and Jerry Azumah),-0.720,0.610
2,2:00,1,10,WAS 25,10,7,Clinton Portis left tackle for no gain (tackle by Alex Brown),0.610,0.060
2,1:16,2,10,WAS 25,10,7,Clinton Portis left tackle for 4 yards (tackle by Alex Brown and Tommie Harris),0.060,-0.100
2,1:09,,,,10,7,Timeout #3 by Chicago Bears,0.000,-0.100
2,1:09,3,6,WAS 29,10,7,Ladell Betts right end for -2 yards (tackle by Alex Brown),-0.100,-1.570
2,0:22,,,,10,7,Timeout #2 by Washington Redskins,0.000,-1.570
2,0:22,4,8,WAS 27,10,7,"Tom Tupa punts 48 yards, returned by R.W. McQuarters for -1 yards, lateral to Bobby Gray for 9 yards (tackle by Ladell Betts)",-1.570,-1.140
2,0:08,1,10,CHI 33,10,7,Thomas Jones left guard for 4 yards (tackle by Sean Taylor),1.140,1.130
2,0:01,2,6,CHI 37,10,7,Jonathan Quinn left end for 23 yards (tackle by Shawn Springs),1.130,2.920
Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,10,7,"Paul Edinger kicks off 57 yards, returned by Chad Morton for 16 yards (tackle by Adrian Peterson)",0.000,0.870
3,14:54,1,10,WAS 29,10,7,Clinton Portis right guard for 6 yards (tackle by Michael Green and Todd Johnson),0.870,1.140
3,14:32,2,4,WAS 35,10,7,Clinton Portis left guard for 3 yards (tackle by Alex Brown),1.140,0.830
3,13:59,3,1,WAS 38,10,7,Clinton Portis right tackle for -1 yards (tackle by Alex Brown),0.830,-0.910
3,13:22,4,2,WAS 37,10,7,"Tom Tupa punts 44 yards, returned by R.W. McQuarters for 3 yards (tackle by Khary Campbell)",-0.910,-0.410
3,13:09,1,10,CHI 22,10,7,Jonathan Quinn pass incomplete intended for David Terrell (defended by Sean Taylor),0.410,-0.130
3,13:02,2,10,CHI 22,10,7,Thomas Jones left tackle for 4 yards (tackle by Cornelius Griffin),-0.130,-0.290
3,12:24,3,6,CHI 26,10,7,Jonathan Quinn pass incomplete intended for Bobby Wade,-0.290,-1.630
3,12:17,4,6,CHI 26,10,7,"Brad Maynard punts 36 yards. Penalty on Mike Sellers: Offensive Holding, 10 yards",-1.630,-0.810
3,12:11,1,10,WAS 28,10,7,Mark Brunell pass incomplete intended for Chris Cooley,0.810,0.260
3,12:06,2,10,WAS 28,10,7,Mark Brunell pass complete to Rod Gardner for 2 yards (tackle by Michael Green),0.260,-0.160
3,11:19,3,8,WAS 30,10,7,Mark Brunell pass incomplete intended for Laveranues Coles,-0.160,-1.370
3,11:13,4,8,WAS 30,10,7,Tom Tupa punts 45 yards,-1.370,-0.610
3,11:07,1,10,CHI 25,10,7,Thomas Jones right tackle for 7 yards (tackle by Antonio Pierce),0.610,1.010
3,10:36,2,3,CHI 32,10,7,"Thomas Jones left tackle for 3 yards (tackle by Sean Taylor). Penalty on David Terrell: Illegal Block Above the Waist, 10 yards",1.010,0.060
3,10:11,2,10,CHI 25,10,7,Thomas Jones left end for 8 yards (tackle by Renaldo Wynn),0.060,0.430
3,9:28,3,2,CHI 33,10,7,Jonathan Quinn pass complete to Bobby Wade for 1 yard (tackle by Shawn Springs),0.430,-1.110
3,8:44,4,1,CHI 34,10,7,"Penalty on Todd McMillon: False Start, 5 yards (no play)",-1.110,-1.440
3,8:35,4,6,CHI 29,10,7,Brad Maynard punts 42 yards,-1.440,-0.870
3,8:27,1,10,WAS 29,10,7,Clinton Portis left guard for 7 yards (tackle by Bobby Gray and Michael Green),0.870,1.270
3,7:52,2,3,WAS 36,10,7,Clinton Portis left guard for -2 yards (tackle by Tommie Harris),1.270,0.300
3,7:09,3,5,WAS 34,10,7,Mark Brunell pass complete to Laveranues Coles for 9 yards (tackle by Brian Urlacher),0.300,1.800
3,6:31,1,10,WAS 43,10,7,Mark Brunell sacked by Brian Urlacher for -2 yards,1.800,0.980
3,6:09,2,12,WAS 41,10,7,Clinton Portis left tackle for 4 yards (tackle by Lance Briggs),0.980,0.830
3,5:31,3,8,WAS 45,10,7,Mark Brunell pass incomplete intended for Rod Gardner. Penalty on Cory Raymer: Offensive Holding (Declined),0.830,-0.390
3,5:24,4,8,WAS 45,10,7,"Tom Tupa punts 47 yards, returned by R.W. McQuarters for 11 yards (tackle by Ade Jimoh)",-0.390,-0.150
3,5:13,1,10,CHI 19,10,7,Thomas Jones left guard for 18 yards (tackle by Lemar Marshall),0.150,1.400
3,4:36,1,10,CHI 37,10,7,Thomas Jones left guard for 5 yards (tackle by Ryan Clark),1.400,1.530
3,4:00,2,5,CHI 42,10,7,Thomas Jones right guard for 2 yards (tackle by Marcus Washington and Cornelius Griffin),1.530,1.090
3,3:18,3,3,CHI 44,10,7,Thomas Jones right tackle for 5 yards (tackle by Marcus Washington),1.090,2.190
3,2:40,1,10,CHI 49,10,7,Thomas Jones right guard for -1 yards (tackle by Cornelius Griffin),2.190,1.510
3,2:03,2,11,CHI 48,10,7,Thomas Jones left tackle for 9 yards (tackle by Ryan Clark),1.510,2.010
3,1:33,3,2,WAS 43,10,7,Jonathan Quinn sacked by Sean Taylor for -8 yards,2.010,-0.130
3,1:03,4,10,CHI 49,10,7,"Brad Maynard punts 51 yards, touchback",-0.130,-0.280
3,0:56,1,10,WAS 20,10,7,"Clinton Portis left guard for 22 yards (tackle by Brian Urlacher). Penalty on Brian Urlacher: Face Mask (15 Yards), 15 yards",0.280,2.720
3,0:38,1,10,CHI 43,10,7,Ladell Betts left tackle for -1 yards (tackle by Hunter Hillenmeyer),2.720,2.040
Quarter,Time,Down,ToGo,Location,WAS,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,CHI 44,10,7,Clinton Portis left end for 2 yards (tackle by Tank Johnson),2.040,1.620
4,14:19,3,9,CHI 42,10,7,Mark Brunell left end for 10 yards (tackle by Michael Green),1.620,3.450
4,13:48,1,10,CHI 32,10,7,Clinton Portis left end for 17 yards (tackle by Bobby Gray and Todd Johnson),3.450,4.580
4,13:07,1,10,CHI 15,10,7,Clinton Portis right end for no gain (tackle by Bobby Gray and Tommie Harris),4.580,3.950
4,12:28,2,10,CHI 15,10,7,Clinton Portis left tackle for 1 yard (tackle by Ian Scott),3.950,3.240
4,11:47,3,9,CHI 14,10,7,Mark Brunell right end for 7 yards (tackle by R.W. McQuarters),3.240,3.000
4,11:17,4,2,CHI 7,13,7,Ola Kimrin 26 yard field goal good,3.000,3.000
4,,,,WAS 30,13,7,"Ola Kimrin kicks off 65 yards, returned by Jerry Azumah for 21 yards (tackle by Pat Dennis)",0.000,0.670
4,11:06,1,10,CHI 26,13,7,Thomas Jones left tackle for 2 yards (tackle by Renaldo Wynn and Brandon Noble),0.670,0.400
4,10:33,2,8,CHI 28,13,7,Jonathan Quinn right guard for 9 yards (tackle by Antonio Pierce),0.400,1.400
4,9:45,1,10,CHI 37,13,7,Jonathan Quinn pass complete to Thomas Jones for 14 yards (tackle by Fred Smoot),1.400,2.320
4,9:18,1,10,WAS 49,13,7,Thomas Jones right guard for 4 yards (tackle by Ryan Clark),2.320,2.320
4,8:42,2,6,WAS 45,13,7,Thomas Jones left tackle for 7 yards (tackle by Ryan Clark),2.320,3.050
4,7:58,1,10,WAS 38,13,7,Thomas Jones right tackle for 1 yard (tackle by Renaldo Wynn and Marcus Washington),3.050,2.640
4,7:16,2,9,WAS 37,13,7,"Jonathan Quinn pass incomplete intended for Thomas Jones. Penalty on Shawn Springs: Defensive Pass Interference, 12 yards (no play)",2.640,3.910
4,7:12,1,10,WAS 25,13,7,Thomas Jones left guard for 2 yards (tackle by Cornelius Griffin),3.910,3.630
4,6:39,2,8,WAS 23,13,7,Thomas Jones right end for -3 yards (tackle by Cornelius Griffin),3.630,2.540
4,6:02,3,11,WAS 26,13,7,Jonathan Quinn pass complete to Bobby Wade for -2 yards (tackle by Fred Smoot),2.540,1.590
4,5:13,4,13,WAS 28,13,10,Paul Edinger 46 yard field goal good,1.590,3.000
4,,,,CHI 30,13,10,"Paul Edinger kicks off 55 yards, returned by Chad Morton for 19 yards (tackle by Jason McKie)",0.000,1.200
4,5:03,1,10,WAS 34,13,10,Clinton Portis left tackle for 1 yard (tackle by Ian Scott),1.200,0.790
4,4:21,2,9,WAS 35,13,10,Clinton Portis left tackle for 1 yard (tackle by Jerry Azumah and Brian Urlacher),0.790,0.230
4,3:37,3,8,WAS 36,13,10,"Penalty on Ray Brown: False Start, 5 yards (no play)",0.230,-0.430
4,3:37,3,13,WAS 31,13,10,Mark Brunell left end for 5 yards (tackle by Tommie Harris),-0.430,-0.980
4,3:31,4,8,WAS 36,13,10,"Tom Tupa punts 54 yards, returned by R.W. McQuarters for 35 yards (tackle by Ryan Clark)",-0.980,-1.930
4,3:15,1,10,CHI 45,13,10,Thomas Jones right tackle for 2 yards (tackle by Antonio Pierce),1.930,1.650
4,2:41,2,8,CHI 47,13,10,Jonathan Quinn pass incomplete intended for Thomas Jones (defended by Brandon Noble),1.650,0.960
4,2:36,3,8,CHI 47,13,10,Jonathan Quinn sacked by Shawn Springs for -9 yards,0.960,-0.850
4,2:12,4,17,CHI 38,13,10,"Brad Maynard punts 47 yards, returned by Chad Morton for -3 yards (tackle by Dustin Lyman)",-0.850,0.350
4,2:01,1,10,WAS 12,13,10,Clinton Portis right guard for 8 yards (tackle by Michael Green),-0.350,0.290
4,1:55,2,2,WAS 20,13,10,Clinton Portis right guard for -1 yards (tackle by Ian Scott),0.290,-0.600
4,1:49,,,,13,10,Timeout #1 by Chicago Bears,0.000,-0.600
4,1:49,3,3,WAS 19,13,10,Mark Brunell right guard for -4 yards (tackle by Hunter Hillenmeyer),-0.600,-2.440
4,1:40,,,,13,10,Timeout #2 by Chicago Bears,0.000,-2.440
4,1:40,4,7,WAS 15,13,10,"Tom Tupa punts 48 yards, returned by R.W. McQuarters for 8 yards (tackle by Ethan Albright). Penalty on Todd McMillon: Offensive Holding, 10 yards",-2.440,-1.270
4,1:28,1,10,CHI 35,13,10,Jonathan Quinn pass complete to Bernard Berrian for 6 yards (tackle by Ryan Clark),1.270,1.530
4,1:09,2,4,CHI 41,13,10,Jonathan Quinn pass complete to David Terrell for 10 yards (tackle by Fred Smoot),1.530,2.320
4,1:04,1,10,WAS 49,13,10,Jonathan Quinn sacked by Cornelius Griffin for -7 yards,2.320,0.840
4,0:52,,,,13,10,Timeout #3 by Chicago Bears,0.000,0.840
4,0:52,2,17,CHI 44,13,10,Jonathan Quinn sacked by Cornelius Griffin for -7 yards,0.840,-0.760
4,0:33,3,24,CHI 37,13,10,Jonathan Quinn pass complete to Justin Gage for 9 yards (tackle by Marcus Washington),-0.760,-0.320
4,0:25,4,15,CHI 46,13,10,Jonathan Quinn pass incomplete intended for Bobby Wade is intercepted by Sean Taylor at WAS-40 and returned for 45 yards (tackle by Steve Edwards),-0.320,-4.580
4,0:13,1,10,CHI 15,13,10,Mark Brunell kneels for -1 yards,4.580,3.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
