Quarter,Time,Down,ToGo,Location,BAL,DET,Detail,EPB,EPA
1,6:31,2,4,BAL 49,0,7,Reggie Bush right tackle for 7 yards (tackle by Jameel McClain and Daryl Smith),2.190,2.790
1,5:46,1,10,BAL 42,0,7,Joique Bell left tackle for no gain (tackle by Courtney Upshaw and Haloti Ngata),2.790,2.240
1,5:06,2,10,BAL 42,0,7,Matthew Stafford sacked by Daryl Smith and Arthur Jones for -5 yards,2.240,0.890
1,4:28,3,15,BAL 47,0,7,Matthew Stafford pass incomplete short middle intended for Calvin Johnson,0.890,0.130
1,4:21,4,15,BAL 47,0,7,"Sam Martin punts 39 yards, fair catch by Lardarius Webb",0.130,0.380
1,4:14,1,10,BAL 8,0,7,Bernard Pierce right tackle for 11 yards (tackle by Don Carey),-0.380,0.150
1,3:50,1,10,BAL 19,0,7,Joe Flacco pass incomplete deep left intended for Torrey Smith,0.150,-0.390
1,3:42,2,10,BAL 19,0,7,Bernard Pierce up the middle for 3 yards (tackle by Willie Young),-0.390,-0.680
1,3:05,3,7,BAL 22,0,7,Joe Flacco pass complete short right to Dennis Pitta for 9 yards (tackle by DeAndre Levy),-0.680,1.000
1,2:33,1,10,BAL 31,0,7,Bernard Pierce right end for -1 yards (tackle by Israel Idonije),1.000,0.320
1,1:53,2,11,BAL 30,0,7,Joe Flacco pass complete deep left to Torrey Smith for 25 yards (tackle by Louis Delmas),0.320,2.590
1,1:29,1,10,DET 45,0,7,"Penalty on C.J. Mosley: Neutral Zone Infraction, 5 yards (no play)",2.590,3.320
1,0:57,1,5,DET 40,0,7,Ray Rice left tackle for 1 yard (tackle by DeAndre Levy),3.320,2.850
1,0:25,2,4,DET 39,0,7,Joe Flacco pass complete short left to Ed Dickson for 5 yards (tackle by DeAndre Levy),2.850,3.310
Quarter,Time,Down,ToGo,Location,BAL,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 34,0,7,Ray Rice right tackle for -3 yards (tackle by Don Carey),3.310,2.370
2,14:27,2,13,DET 37,0,7,Joe Flacco pass complete short right to Jacoby Jones for 12 yards (tackle by Rashean Mathis),2.370,3.270
2,14:10,3,1,DET 25,0,7,Ray Rice right end for 12 yards (tackle by Glover Quin),3.270,4.710
2,13:40,1,10,DET 13,0,7,Joe Flacco pass incomplete short right intended for Torrey Smith,4.710,4.050
2,13:36,2,10,DET 13,0,7,Bernard Pierce right tackle for 2 yards (tackle by Stephen Tulloch),4.050,3.450
2,12:58,3,8,DET 11,0,7,Joe Flacco pass incomplete short right intended for Ray Rice,3.450,2.700
2,12:53,4,8,DET 11,3,7,Justin Tucker 29 yard field goal good,2.700,3.000
2,12:53,,,BAL 35,3,7,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,12:49,1,10,DET 20,3,7,Reggie Bush up the middle for 4 yards (tackle by Chris Canty),0.280,0.270
2,12:16,2,6,DET 24,3,7,"Penalty on Haloti Ngata: Encroachment, 5 yards (no play)",0.270,0.950
2,11:46,2,1,DET 29,3,7,Joique Bell right tackle for 2 yards (tackle by Matt Elam),0.950,1.000
2,11:06,1,10,DET 31,3,7,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,1.000,0.460
2,11:00,2,10,DET 31,3,7,Matthew Stafford pass complete short left to Kris Durham for 5 yards (tackle by Lardarius Webb),0.460,0.430
2,10:21,3,5,DET 36,3,7,Matthew Stafford pass complete short left to Nate Burleson for no gain,0.430,-0.980
2,9:50,4,5,DET 36,3,7,"Sam Martin punts 42 yards, returned by Jacoby Jones for 24 yards (tackle by Theo Riddick)",-0.980,-1.990
2,9:40,1,10,BAL 46,3,7,Joe Flacco pass complete short right to Ed Dickson for 1 yard (tackle by Glover Quin),1.990,1.590
2,9:06,2,9,BAL 47,3,7,Ray Rice right tackle for -1 yards (tackle by Willie Young),1.590,0.760
2,8:23,3,10,BAL 46,3,7,Joe Flacco pass incomplete deep middle intended for Marlon Brown,0.760,-0.320
2,8:17,4,10,BAL 46,3,7,"Sam Koch punts 44 yards, returned by Jeremy Ross for 8 yards (tackle by Jeromy Miles). Penalty on Morgan Cox: Offensive Holding, 10 yards",-0.320,-0.810
2,8:08,1,10,DET 28,3,7,Matthew Stafford pass complete short right to Calvin Johnson for 7 yards (tackle by Jimmy Smith),0.810,1.210
2,7:28,2,3,DET 35,3,7,"Penalty on DET: Offensive 12 On-field, 5 yards (no play)",1.210,0.530
2,7:18,2,8,DET 30,3,7,Joique Bell right tackle for 4 yards (tackle by Haloti Ngata),0.530,0.370
2,6:34,3,4,DET 34,3,7,Matthew Stafford pass incomplete short left intended for Calvin Johnson,0.370,-1.110
2,6:29,4,4,DET 34,3,7,"Sam Martin punts 48 yards, fair catch by Jacoby Jones",-1.110,-0.040
2,6:21,1,10,BAL 18,3,7,Joe Flacco up the middle for 7 yards (tackle by Jonte Green),0.040,0.550
2,5:36,2,3,BAL 25,3,7,Bernard Pierce left tackle for 2 yards (tackle by Ndamukong Suh),0.550,-0.020
2,4:50,3,1,BAL 27,3,7,Joe Flacco pass complete short right to Marlon Brown for 2 yards (tackle by Rashean Mathis),-0.020,0.870
2,4:06,1,10,BAL 29,3,7,"Joe Flacco pass complete deep middle to Torrey Smith for 22 yards (tackle by Jonte Green). Penalty on Jonte Green: Face Mask (15 Yards), 15 yards",0.870,3.310
2,3:34,1,10,DET 34,3,7,"Joe Flacco pass incomplete deep right intended for Marlon Brown. Penalty on Don Carey: Defensive Pass Interference, 24 yards (no play)",3.310,4.910
2,3:27,1,10,DET 10,3,7,Ray Rice right tackle for 4 yards (tackle by Stephen Tulloch),4.910,4.950
2,2:46,2,6,DET 6,3,7,Joe Flacco pass incomplete short left intended for Marlon Brown,4.950,4.040
2,2:41,3,6,DET 6,3,7,Joe Flacco pass incomplete short left intended for Ray Rice. Penalty on Eugene Monroe: Offensive Holding (Declined),4.040,2.990
2,2:34,4,6,DET 6,6,7,Justin Tucker 24 yard field goal good,2.990,3.000
2,2:34,,,BAL 35,6,7,"Justin Tucker kicks off 69 yards, returned by Jeremy Ross for 33 yards (tackle by Anthony Levine)",0.000,-0.870
2,2:26,1,10,DET 29,6,7,Matthew Stafford pass incomplete short right intended for Joique Bell,0.870,0.330
2,2:21,2,10,DET 29,6,7,Matthew Stafford pass complete short middle to Nate Burleson for 11 yards (tackle by Jameel McClain),0.330,1.600
2,2:00,1,10,DET 40,6,7,Matthew Stafford pass complete short right to Calvin Johnson for 1 yard (tackle by Jimmy Smith),1.600,1.190
2,1:37,2,9,DET 41,6,7,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,1.190,0.500
2,1:32,3,9,DET 41,6,7,Matthew Stafford pass incomplete short left intended for Calvin Johnson,0.500,-0.650
2,1:27,4,9,DET 41,6,7,"Sam Martin punts 44 yards, fair catch by Jacoby Jones",-0.650,0.220
2,1:20,1,10,BAL 15,6,7,Joe Flacco pass complete short middle to Jacoby Jones for 18 yards (tackle by Louis Delmas),-0.220,1.140
2,1:01,1,10,BAL 33,6,7,Joe Flacco pass complete deep left to Jacoby Jones for 21 yards (tackle by Louis Delmas),1.140,2.520
2,0:56,1,10,DET 46,6,7,Joe Flacco pass incomplete short right intended for Torrey Smith,2.520,1.980
2,0:51,2,10,DET 46,6,7,Joe Flacco pass complete short right to Jacoby Jones for 2 yards (tackle by Glover Quin),1.980,1.550
2,0:24,3,8,DET 44,6,7,"Joe Flacco pass incomplete deep left intended for Marlon Brown. Penalty on Louis Delmas: Unnecessary Roughness, 15 yards (no play)",1.550,1.550
2,0:16,3,8,DET 44,6,7,Timeout #1 by Detroit Lions,1.550,3.640
2,0:16,1,10,DET 29,6,7,Joe Flacco pass complete short right to Dennis Pitta for 15 yards (tackle by Stephen Tulloch),3.640,3.640
2,0:10,1,10,DET 29,6,7,Timeout #1 by Baltimore Ravens,3.640,4.650
2,0:10,1,10,DET 14,6,7,Joe Flacco pass incomplete short middle intended for Jacoby Jones,4.650,4.650
2,0:04,1,10,DET 14,6,7,Timeout #2 by Detroit Lions,4.650,4.000
2,0:04,2,10,DET 14,9,7,Justin Tucker 32 yard field goal good,4.000,3.000
Quarter,Time,Down,ToGo,Location,BAL,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,9,7,"David Akers kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,BAL 20,9,7,Bernard Pierce left end for no gain (tackle by Stephen Tulloch and Willie Young),0.280,-0.270
3,14:23,2,10,BAL 20,9,7,Joe Flacco pass complete short left to Marlon Brown for 6 yards (tackle by Don Carey and Louis Delmas),-0.270,-0.160
3,13:40,3,4,BAL 26,9,7,Joe Flacco pass incomplete deep left intended for Jacoby Jones,-0.160,-1.630
3,13:35,4,4,BAL 26,9,7,"Sam Koch punts 53 yards, returned by Jeremy Ross for 16 yards (tackle by Albert McClellan)",-1.630,-1.400
3,13:21,1,10,DET 37,9,7,Reggie Bush right tackle for 5 yards (tackle by Jameel McClain),1.400,1.530
3,12:45,2,5,DET 42,9,7,Matthew Stafford pass complete deep right to Calvin Johnson for 18 yards (tackle by James Ihedigbo),1.530,2.920
3,12:08,1,10,BAL 40,9,7,Reggie Bush right tackle for 4 yards (tackle by Arthur Jones),2.920,2.910
3,11:31,2,6,BAL 36,9,7,Joique Bell right end for 5 yards (tackle by Daryl Smith),2.910,2.870
3,10:40,3,1,BAL 31,9,7,Matthew Stafford pass incomplete short middle intended for Reggie Bush is intercepted by DeAngelo Tyson at BAL-27,2.870,-0.740
3,10:40,1,10,BAL 27,9,7,"Penalty on Marshal Yanda: False Start, 5 yards (no play)",0.740,0.410
3,10:40,1,15,BAL 22,9,7,Joe Flacco pass complete short middle to Ed Dickson for 4 yards (tackle by Stephen Tulloch),0.410,0.060
3,10:07,2,11,BAL 26,9,7,Ray Rice left tackle for 15 yards (tackle by Louis Delmas),0.060,1.660
3,9:32,1,10,BAL 41,9,7,Joe Flacco pass complete deep left to Marlon Brown for 24 yards (tackle by DeAndre Levy and Jonte Green),1.660,3.250
3,8:52,1,10,DET 35,9,7,Joe Flacco pass incomplete deep right intended for Jacoby Jones (defended by Rashean Mathis),3.250,2.700
3,8:46,2,10,DET 35,9,7,Ray Rice left end for 4 yards (tackle by Stephen Tulloch),2.700,2.540
3,8:09,3,6,DET 31,9,7,Joe Flacco pass incomplete short middle intended for Torrey Smith (defended by Jonte Green),2.540,1.340
3,8:05,4,6,DET 31,12,7,Justin Tucker 49 yard field goal good,1.340,3.000
3,8:05,,,BAL 35,12,7,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
3,8:00,1,10,DET 20,12,7,Reggie Bush right end for -3 yards (tackle by Matt Elam),0.280,-0.790
3,7:22,2,13,DET 17,12,7,Matthew Stafford pass complete deep right to Calvin Johnson for 37 yards (tackle by James Ihedigbo and Jimmy Smith). Penalty on Haloti Ngata: Defensive Offside (Declined),-0.790,2.520
3,6:50,1,10,BAL 46,12,7,Matthew Stafford left end for 4 yards (tackle by Matt Elam),2.520,2.520
3,6:06,2,6,BAL 42,12,7,Reggie Bush right end for 7 yards (tackle by Jameel McClain),2.520,3.250
3,5:28,1,10,BAL 35,12,7,Reggie Bush right tackle for 3 yards (tackle by Jameel McClain and Matt Elam),3.250,3.110
3,4:49,2,7,BAL 32,12,7,Joique Bell right end for 3 yards (tackle by Elvis Dumervil),3.110,2.810
3,4:05,3,4,BAL 29,12,7,Matthew Stafford pass complete short right to Theo Riddick for 6 yards (tackle by Arthur Brown),2.810,4.040
3,3:26,1,10,BAL 23,12,7,Reggie Bush up the middle for 2 yards (tackle by Matt Elam),4.040,3.770
3,2:43,2,8,BAL 21,12,7,Joique Bell right tackle for -1 yards (tackle by Arthur Jones),3.770,2.940
3,2:01,3,9,BAL 22,12,7,Matthew Stafford pass incomplete deep right intended for Kris Durham (defended by Lardarius Webb),2.940,1.990
3,1:54,4,9,BAL 22,12,10,David Akers 40 yard field goal good,1.990,3.000
3,1:54,,,DET 35,12,10,"David Akers kicks off 65 yards, touchback",0.000,-0.280
3,1:49,1,10,BAL 20,12,10,Ray Rice up the middle for 1 yard (tackle by Nick Fairley),0.280,-0.130
3,1:08,2,9,BAL 21,12,10,Joe Flacco pass complete deep middle to Torrey Smith for 19 yards (tackle by Louis Delmas),-0.130,1.600
3,0:23,1,10,BAL 40,12,10,"Penalty on Nick Fairley: Neutral Zone Infraction, 5 yards (no play)",1.600,2.330
Quarter,Time,Down,ToGo,Location,BAL,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,5,BAL 45,12,10,Ray Rice right tackle for 2 yards (tackle by Ndamukong Suh),2.330,2.000
4,14:18,2,3,BAL 47,12,10,"Joe Flacco sacked by Glover Quin for -8 yards. Joe Flacco fumbles (forced by Glover Quin), recovered by Gino Gradkowski at BAL-40",2.000,0.370
4,13:47,3,10,BAL 40,12,10,Joe Flacco pass complete short left to Ray Rice for 8 yards (tackle by DeAndre Levy),0.370,-0.190
4,13:08,4,2,BAL 48,12,10,"Sam Koch punts 39 yards, fair catch by Jeremy Ross",-0.190,0.320
4,13:02,1,10,DET 13,12,10,Reggie Bush up the middle for 3 yards (tackle by Haloti Ngata),-0.320,-0.440
4,12:26,2,7,DET 16,12,10,Matthew Stafford pass complete short middle to Nate Burleson for 23 yards (tackle by Corey Graham),-0.440,1.530
4,11:47,1,10,DET 39,12,10,Reggie Bush left end for 4 yards (tackle by Lardarius Webb),1.530,1.530
4,11:19,2,6,DET 43,12,10,Matthew Stafford pass incomplete short right intended for Calvin Johnson,1.530,0.830
4,11:12,3,6,DET 43,12,10,Matthew Stafford pass incomplete deep right intended for Calvin Johnson (defended by Jimmy Smith),0.830,-0.520
4,11:06,4,6,DET 43,12,10,"Sam Martin punts 57 yards, touchback",-0.520,-0.280
4,10:57,1,10,BAL 20,12,10,Joe Flacco pass incomplete short left intended for Torrey Smith (defended by Jonte Green),0.280,-0.270
4,10:52,2,10,BAL 20,12,10,Bernard Pierce left tackle for 4 yards (tackle by Willie Young),-0.270,-0.430
4,10:10,3,6,BAL 24,12,10,Joe Flacco pass incomplete deep right intended for Torrey Smith (defended by Willie Young),-0.430,-1.770
4,10:06,4,6,BAL 24,12,10,"Sam Koch punts 53 yards, returned by Jeremy Ross for 2 yards (tackle by Jameel McClain)",-1.770,-0.610
4,9:55,1,10,DET 25,12,10,Matthew Stafford pass incomplete short left intended for Nate Burleson (defended by Haloti Ngata),0.610,0.060
4,9:51,2,10,DET 25,12,10,Reggie Bush up the middle for 8 yards (tackle by Jameel McClain),0.060,0.430
4,9:11,3,2,DET 33,12,10,Matthew Stafford pass incomplete short middle intended for Kris Durham is intercepted by Daryl Smith at DET-37 and returned for 3 yards (tackle by Joique Bell),0.430,-3.310
4,9:02,1,10,DET 34,12,10,Joe Flacco pass incomplete deep left intended for Torrey Smith,3.310,2.770
4,8:57,2,10,DET 34,12,10,Joe Flacco pass complete short right to Marlon Brown for -1 yards (tackle by Don Carey),2.770,1.950
4,8:16,3,11,DET 35,12,10,Joe Flacco pass incomplete deep right intended for Ray Rice,1.950,0.970
4,8:11,4,11,DET 35,15,10,Justin Tucker 53 yard field goal good,0.970,3.000
4,8:11,,,BAL 35,15,10,"Justin Tucker kicks off 72 yards, touchback",0.000,-0.280
4,8:06,1,10,DET 20,15,10,"Reggie Bush right tackle for 1 yard (tackle by Arthur Jones). Penalty on Larry Warford: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,7:39,1,20,DET 10,15,10,Matthew Stafford pass complete short middle to Reggie Bush for 9 yards (tackle by Lardarius Webb),-0.760,-0.460
4,6:56,2,11,DET 19,15,10,Matthew Stafford pass complete deep middle to Calvin Johnson for 21 yards (tackle by Jimmy Smith),-0.460,1.600
4,6:19,1,10,DET 40,15,10,Reggie Bush up the middle for 6 yards (tackle by Matt Elam),1.600,1.860
4,5:40,2,4,DET 46,15,10,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,1.860,1.160
4,5:35,3,4,DET 46,15,10,Matthew Stafford pass complete short right to Brandon Pettigrew for 5 yards (tackle by Matt Elam),1.160,2.320
4,4:55,1,10,BAL 49,15,10,Matthew Stafford pass complete short right to Calvin Johnson for 14 yards (tackle by James Ihedigbo),2.320,3.250
4,4:19,1,10,BAL 35,15,10,Joique Bell right tackle for 2 yards (tackle by Jameel McClain),3.250,2.970
4,3:42,2,8,BAL 33,15,10,Matthew Stafford pass complete deep middle to Brandon Pettigrew for 18 yards (tackle by Daryl Smith and Matt Elam),2.970,4.580
,,,,,,,"BAL challenged the pass completion ruling, and the play was upheld.",,
4,3:12,1,10,BAL 15,15,10,Reggie Bush left tackle for 1 yard (tackle by Haloti Ngata),4.580,4.110
4,2:32,2,9,BAL 14,15,10,Matthew Stafford pass incomplete short right intended for Kris Durham (defended by Jimmy Smith),4.110,3.240
4,2:27,3,9,BAL 14,15,16,"Matthew Stafford pass complete short middle to Joseph Fauria for 14 yards, touchdown",3.240,7.000
4,2:21,3,9,BAL 14,15,16,Timeout #2 by Baltimore Ravens,3.240,0.000
4,2:27,,,,15,16,"Two Point Attempt: Matthew Stafford pass incomplete intended for Calvin Johnson, conversion fails",0.000,-1.000
4,,,,DET 35,,,"David Akers kicks off 68 yards, returned by Jacoby Jones for 36 yards (tackle by DeJon Gomes)",,
4,2:14,1,10,BAL 33,15,16,Joe Flacco pass incomplete short right intended for Torrey Smith,1.140,0.590
4,2:09,2,10,BAL 33,15,16,"Penalty on Eugene Monroe: False Start, 5 yards (no play)",0.590,-0.080
4,2:09,2,15,BAL 28,15,16,Joe Flacco pass incomplete deep middle intended for Dennis Pitta,-0.080,-0.760
4,2:04,3,15,BAL 28,15,16,Joe Flacco pass complete deep middle to Jacoby Jones for 27 yards (tackle by Louis Delmas),-0.760,2.590
4,1:55,1,10,DET 45,15,16,Joe Flacco pass complete short right to Jacoby Jones for no gain,2.590,2.040
4,1:25,2,10,DET 45,15,16,Joe Flacco pass incomplete short right intended for Dennis Pitta (defended by Glover Quin),2.040,1.360
4,1:20,3,10,DET 45,15,16,Ray Rice up the middle for 2 yards (tackle by Stephen Tulloch and Devin Taylor),1.360,1.360
4,0:43,3,10,DET 45,15,16,Timeout #3 by Baltimore Ravens,1.360,0.400
4,0:43,4,8,DET 43,18,16,Justin Tucker 61 yard field goal good,0.400,3.000
4,0:43,,,BAL 35,18,16,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
4,0:38,1,10,DET 20,18,16,"Matthew Stafford pass incomplete deep middle intended for Nate Burleson is intercepted by Matt Elam at DET-46 and returned for 18 yards (tackle by Reggie Bush). Penalty on Courtney Upshaw: Unnecessary Roughness, 15 yards",0.280,-2.720
4,0:30,1,10,DET 43,18,16,Ray Rice right tackle for 19 yards (tackle by Ndamukong Suh),2.720,1.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
