Quarter,Time,Down,ToGo,Location,MIN,KAN,Detail,EPB,EPA
2,13:38,1,15,MIN 14,7,3,Adrian Peterson up the middle for 1 yard (tackle by Derrick O. Johnson),-0.390,-1.000
2,13:09,2,14,MIN 15,7,3,Donovan McNabb pass complete short left to Kyle Rudolph for 41 yards (tackle by Kendrick Lewis),-1.000,2.650
2,12:42,1,10,KAN 44,7,3,Adrian Peterson up the middle for 5 yards (tackle by Demorrio Williams and Amon Gordon),2.650,2.780
2,12:07,2,5,KAN 39,7,3,Adrian Peterson right guard for 4 yards (tackle by Demorrio Williams),2.780,2.610
2,11:25,3,1,KAN 35,7,3,Donovan McNabb pass complete short right to Kyle Rudolph for -2 yards (tackle by Derrick O. Johnson),2.610,0.790
2,10:57,4,3,KAN 37,7,3,Donovan McNabb pass complete short middle to Visanthe Shiancoe for 5 yards (tackle by Donald Washington),0.790,3.450
2,10:22,1,10,KAN 32,7,3,Adrian Peterson right tackle for 4 yards (tackle by Brandon Flowers),3.450,3.440
,,,,,,,"MIN challenged the fumble ruling, and the original play was overturned.",,
2,9:57,2,6,KAN 28,7,3,Percy Harvin left end for 13 yards (tackle by Kendrick Lewis),3.440,4.580
2,9:17,1,10,KAN 15,7,3,"Donovan McNabb for no gain. Donovan McNabb fumbles, recovered by Adrian Peterson at KAN-15",4.580,3.950
2,8:34,2,10,KAN 15,7,3,Donovan McNabb sacked by Tamba Hali for -5 yards,3.950,2.680
2,7:56,3,15,KAN 20,7,3,Donovan McNabb pass incomplete short left intended for Toby Gerhart is intercepted by Brandon Carr at KAN-21 and returned for 14 yards (tackle by Donovan McNabb),2.680,-1.270
2,7:47,1,10,KAN 35,7,3,Matt Cassel pass complete deep middle to Steve Breaston for 42 yards (tackle by Tyrell Johnson),1.270,4.040
2,7:08,1,10,MIN 23,7,3,Thomas Jones left end for 9 yards (tackle by Husain Abdullah),4.040,4.950
2,6:41,2,1,MIN 14,7,3,Dexter McCluster right end for 5 yards (tackle by Husain Abdullah),4.950,5.140
2,6:08,1,9,MIN 9,7,3,Thomas Jones left tackle for 3 yards (tackle by E.J. Henderson),5.140,4.950
2,5:29,2,6,MIN 6,7,3,Matt Cassel pass incomplete short right intended for Dwayne Bowe,4.950,4.040
2,5:22,3,6,MIN 6,7,3,Matt Cassel pass incomplete short middle intended for Le'Ron McClain,4.040,2.990
2,5:18,4,6,MIN 6,7,6,Ryan Succop 24 yard field goal good,2.990,3.000
2,,,,KAN 35,7,6,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
2,5:15,1,10,MIN 20,7,6,Adrian Peterson left guard for -2 yards (tackle by Derrick O. Johnson),0.280,-0.630
2,4:37,2,12,MIN 18,7,6,Donovan McNabb pass complete short right to Percy Harvin for 22 yards (tackle by Brandon Flowers),-0.630,1.600
2,3:58,1,10,MIN 40,7,6,Adrian Peterson right end for -1 yards (tackle by Justin Houston),1.600,0.920
2,3:19,2,11,MIN 39,7,6,Toby Gerhart up the middle for 3 yards (tackle by Amon Gordon and Brandon Carr),0.920,0.630
2,2:38,3,8,MIN 42,7,6,Donovan McNabb pass incomplete short right intended for Kyle Rudolph,0.630,-0.590
2,2:32,4,8,MIN 42,7,6,"Chris Kluwe punts 58 yards, touchback",-0.590,-0.280
2,2:22,1,10,KAN 20,7,6,Matt Cassel pass incomplete short right intended for Le'Ron McClain,0.280,-0.270
2,2:16,2,10,KAN 20,7,6,Dexter McCluster up the middle for 6 yards (tackle by Husain Abdullah),-0.270,-0.160
2,2:00,3,4,KAN 26,7,6,Matt Cassel pass complete short right to Dwayne Bowe for 10 yards (tackle by Chris Cook),-0.160,1.330
2,1:38,1,10,KAN 36,7,6,Dexter McCluster left end for 6 yards (tackle by Cedric Griffin),1.330,1.600
2,1:32,2,4,KAN 42,7,6,Matt Cassel pass complete short right to Dexter McCluster for 6 yards (tackle by Antoine Winfield and Chris Cook). Penalty on Cedric Griffin: Illegal Use of Hands (Declined),1.600,2.130
2,1:24,1,10,KAN 48,7,6,Matt Cassel pass incomplete short left intended for Dexter McCluster,2.130,1.580
2,1:20,2,10,KAN 48,7,6,Matt Cassel pass incomplete short middle intended for Keary Colbert,1.580,0.890
2,1:15,3,10,KAN 48,7,6,Matt Cassel pass complete short middle to Keary Colbert for 19 yards (tackle by Cedric Griffin),0.890,3.380
2,1:09,1,10,MIN 33,7,6,Matt Cassel sacked by Jared Allen for -6 yards,3.380,2.030
2,0:59,,,,7,6,Timeout #1 by Kansas City Chiefs,0.000,2.030
2,0:59,2,16,MIN 39,7,6,Matt Cassel pass complete short right to Dexter McCluster for no gain,2.030,1.350
2,0:29,3,16,MIN 39,7,6,Matt Cassel pass complete short middle to Dexter McCluster for 6 yards (tackle by Antoine Winfield),1.350,1.150
2,0:01,,,,7,6,Timeout #2 by Kansas City Chiefs,0.000,1.150
2,0:01,4,10,MIN 33,7,9,Ryan Succop 51 yard field goal good,1.150,3.000
Quarter,Time,Down,ToGo,Location,MIN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,7,9,"Ryan Longwell kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,KAN 20,7,9,Thomas Jones up the middle for 1 yard (tackle by Kevin Williams),0.280,-0.130
3,14:27,2,9,KAN 21,7,9,Thomas Jones up the middle for 1 yard (tackle by E.J. Henderson),-0.130,-0.690
3,13:48,3,8,KAN 22,7,9,Matt Cassel pass complete short middle to Keary Colbert for 7 yards (tackle by Antoine Winfield),-0.690,-1.440
3,13:14,4,1,KAN 29,7,9,"Dustin Colquitt punts 44 yards (tackle by Jalil Brown). Penalty on Jake O'Connell: Personal Foul, 15 yards",-1.440,-2.520
3,13:05,1,10,KAN 46,7,9,Adrian Peterson up the middle for 3 yards (tackle by Tamba Hali),2.520,2.380
3,12:31,2,7,KAN 43,7,9,Adrian Peterson up the middle for 5 yards (tackle by Jovan Belcher),2.380,2.350
3,11:53,3,2,KAN 38,7,9,Donovan McNabb pass complete short left to Visanthe Shiancoe for 5 yards (tackle by Jovan Belcher),2.350,3.380
3,11:12,1,10,KAN 33,7,9,Donovan McNabb pass complete short right to Percy Harvin for 12 yards (tackle by Brandon Flowers),3.380,4.170
3,10:35,1,10,KAN 21,7,9,Adrian Peterson up the middle for 1 yard (tackle by Derrick O. Johnson),4.170,3.760
3,10:01,2,9,KAN 20,7,9,Donovan McNabb pass complete short right to Kyle Rudolph for 5 yards (tackle by Donald Washington and Jovan Belcher),3.760,3.810
3,9:22,3,4,KAN 15,7,9,Donovan McNabb pass incomplete short left intended for Percy Harvin,3.810,2.520
3,9:18,4,4,KAN 15,10,9,Ryan Longwell 33 yard field goal good,2.520,3.000
3,,,,MIN 35,10,9,"Ryan Longwell kicks off 67 yards, returned by Javier Arenas for 16 yards (tackle by Larry Dean). Penalty on Reshard Langford: Offensive Holding, 7 yards",0.000,-0.380
3,9:07,1,10,KAN 7,10,9,Matt Cassel pass complete short left to Jake O'Connell for 6 yards (tackle by E.J. Henderson),-0.380,-0.340
3,8:29,2,4,KAN 13,10,9,Matt Cassel pass complete deep middle to Steve Breaston for 28 yards (tackle by Husain Abdullah and E.J. Henderson),-0.340,1.660
3,7:51,1,10,KAN 41,10,9,Jackie Battle right end for 3 yards (tackle by Jamarca Sanford),1.660,1.530
3,7:09,2,7,KAN 44,10,9,Matt Cassel pass incomplete deep left intended for Jackie Battle,1.530,0.830
3,7:02,3,7,KAN 44,10,9,Matt Cassel pass complete short left to Steve Breaston for 15 yards (tackle by Antoine Winfield),0.830,2.850
3,6:41,1,10,MIN 41,10,9,Jackie Battle up the middle for 1 yard (tackle by Chad Greenway),2.850,2.440
3,6:05,2,9,MIN 40,10,9,Matt Cassel pass complete short right to Leonard Pope for 4 yards (tackle by Cedric Griffin),2.440,2.280
3,5:27,3,5,MIN 36,10,9,Matt Cassel pass incomplete short left intended for Dwayne Bowe (defended by Cedric Griffin),2.280,0.880
3,5:23,4,5,MIN 36,10,12,Ryan Succop 54 yard field goal good,0.880,3.000
3,,,,KAN 35,10,12,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
3,5:18,1,10,MIN 20,10,12,"Donovan McNabb pass complete short middle to Visanthe Shiancoe for 14 yards (tackle by Derrick O. Johnson and Donald Washington). Penalty on Charlie Johnson: Illegal Shift, 5 yards (no play)",0.280,-0.310
3,5:05,1,15,MIN 15,10,12,Adrian Peterson up the middle for 4 yards (tackle by Amon Gordon),-0.310,-0.460
3,4:27,2,11,MIN 19,10,12,Donovan McNabb pass incomplete deep left intended for Bernard Berrian,-0.460,-1.140
3,4:21,3,11,MIN 19,10,12,Donovan McNabb pass incomplete short middle intended for Devin Aromashodu (defended by Brandon Flowers),-1.140,-2.140
3,4:16,4,11,MIN 19,10,12,"Chris Kluwe punts 46 yards, returned by Javier Arenas for 20 yards (tackle by Chris Kluwe)",-2.140,-2.590
3,4:01,1,10,MIN 45,10,12,Matt Cassel up the middle for 8 yards (tackle by Chad Greenway),2.590,3.120
3,3:16,2,2,MIN 37,10,12,Dexter McCluster left end for 12 yards (tackle by Husain Abdullah),3.120,3.910
3,3:16,1,10,MIN 25,10,12,"Penalty on Jake O'Connell: False Start, 5 yards (no play)",3.910,3.580
3,2:27,1,15,MIN 30,10,12,"Matt Cassel pass incomplete deep right intended for Steve Breaston. Penalty on Steve Breaston: Offensive Pass Interference, 10 yards (no play)",3.580,2.920
3,2:21,1,25,MIN 40,10,12,Matt Cassel pass complete deep right to Dwayne Bowe for 28 yards (tackle by Chris Cook),2.920,4.780
3,1:38,1,10,MIN 12,10,12,Matt Cassel pass complete short right to Dwayne Bowe for 7 yards (tackle by E.J. Henderson),4.780,5.410
3,0:57,2,3,MIN 5,10,12,Thomas Jones up the middle for 1 yard (tackle by E.J. Henderson),5.410,4.840
3,0:15,3,2,MIN 4,10,12,Matt Cassel pass incomplete short right intended for Le'Ron McClain (defended by Jamarca Sanford),4.840,3.040
3,0:12,4,2,MIN 4,10,15,Ryan Succop 22 yard field goal good,3.040,3.000
3,,,,KAN 35,10,15,"Ryan Succop kicks off 65 yards, touchback",0.000,0.280
3,0:08,1,10,MIN 20,10,15,Adrian Peterson up the middle for 4 yards (tackle by Derrick O. Johnson and Kelly Gregg),0.280,0.270
Quarter,Time,Down,ToGo,Location,MIN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,MIN 24,10,15,Donovan McNabb pass incomplete deep right intended for Percy Harvin,0.270,-0.430
4,14:52,3,6,MIN 24,10,15,Donovan McNabb pass incomplete deep left intended for Bernard Berrian,-0.430,-1.770
4,14:47,4,6,MIN 24,10,15,"Penalty on Chris Kluwe: Delay of Game, 5 yards (no play)",-1.770,-2.140
4,14:47,4,11,MIN 19,10,15,"Chris Kluwe punts 58 yards, returned by Javier Arenas for 18 yards (tackle by Everson Griffen)",-2.140,-1.660
4,14:37,1,10,KAN 41,10,15,Matt Cassel pass complete short right to Le'Ron McClain for 7 yards (tackle by Cedric Griffin),1.660,2.070
4,14:01,2,3,KAN 48,10,21,"Matt Cassel pass complete deep left to Dwayne Bowe for 52 yards, touchdown. Penalty on Cedric Griffin: Illegal Contact (Declined)",2.070,7.000
4,,,,MIN 2,10,22,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 35,10,22,"Ryan Succop kicks off 65 yards, returned by Lorenzo Booker for 30 yards (tackle by Kendrick Lewis)",0.000,0.940
4,13:42,1,10,MIN 30,10,22,Percy Harvin left end for 23 yards (tackle by Kendrick Lewis),0.940,2.460
4,13:03,1,10,KAN 47,10,22,Adrian Peterson up the middle for 1 yard (tackle by Tamba Hali and Glenn Dorsey),2.460,2.050
4,12:25,2,9,KAN 46,10,22,Donovan McNabb pass complete short left to Visanthe Shiancoe for 13 yards (tackle by Donald Washington),2.050,3.380
4,11:46,1,10,KAN 33,10,22,Donovan McNabb pass complete short middle to Adrian Peterson for 3 yards (tackle by Jovan Belcher),3.380,3.240
4,11:11,2,7,KAN 30,10,22,Adrian Peterson right tackle for no gain (tackle by Jovan Belcher),3.240,2.540
4,10:31,3,7,KAN 30,10,22,Donovan McNabb sacked by Tamba Hali for -7 yards,2.540,0.790
4,9:56,4,14,KAN 37,10,22,Donovan McNabb pass complete short middle to Bernard Berrian for 20 yards (tackle by Sabby Piscitelli),0.790,4.440
4,9:18,1,10,KAN 17,10,22,Adrian Peterson left end for 6 yards (tackle by Justin Houston),4.440,4.890
4,8:34,2,4,KAN 11,10,22,Donovan McNabb pass complete short right to Percy Harvin for 3 yards (tackle by Derrick O. Johnson and Brandon Flowers),4.890,4.800
4,7:54,3,1,KAN 8,10,22,Adrian Peterson left end for 1 yard (tackle by Glenn Dorsey),4.800,5.600
4,7:11,1,7,KAN 7,10,22,Adrian Peterson up the middle for 6 yards (tackle by Kelly Gregg),5.600,5.910
4,6:27,2,1,KAN 1,10,22,Adrian Peterson up the middle for no gain (tackle by Derrick O. Johnson),5.910,5.170
4,5:55,3,1,KAN 1,16,22,"Donovan McNabb pass complete short left to Michael Jenkins for 1 yard, touchdown",5.170,7.000
4,,,,KAN 2,17,22,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 35,17,22,"Ryan Longwell kicks off 69 yards, returned by Javier Arenas for 21 yards (tackle by Jamarca Sanford)",0.000,-0.060
4,5:45,1,10,KAN 17,17,22,Matt Cassel pass incomplete short right intended for Dwayne Bowe,-0.060,-0.580
4,5:38,2,10,KAN 17,17,22,Matt Cassel sacked by Jared Allen for 0 yards,-0.580,-1.250
4,5:01,,,,17,22,Timeout #1 by Kansas City Chiefs,0.000,-1.250
4,5:01,3,10,KAN 17,17,22,Matt Cassel pass complete short middle to Keary Colbert for 7 yards (tackle by Antoine Winfield),-1.250,-1.770
4,4:17,4,3,KAN 24,17,22,Dustin Colquitt punts 61 yards,-1.770,0.220
4,4:07,1,10,MIN 15,17,22,Adrian Peterson up the middle for 5 yards (tackle by Kelly Gregg),-0.220,0.080
4,3:28,2,5,MIN 20,17,22,Donovan McNabb pass complete short left to Visanthe Shiancoe for 15 yards (tackle by Donald Washington),0.080,1.270
4,2:51,1,10,MIN 35,17,22,Toby Gerhart left tackle for 1 yard (tackle by Glenn Dorsey),1.270,0.860
4,2:17,2,9,MIN 36,17,22,Percy Harvin right end for 23 yards (tackle by Tamba Hali),0.860,2.850
4,2:00,1,10,KAN 41,17,22,Donovan McNabb pass incomplete short right intended for Visanthe Shiancoe (defended by Kelly Gregg),2.850,2.310
4,1:55,2,10,KAN 41,17,22,Donovan McNabb pass incomplete short right intended for Bernard Berrian (defended by Tyson Jackson),2.310,1.620
4,1:50,,,,17,22,Timeout #1 by Minnesota Vikings,0.000,1.620
4,1:50,3,10,KAN 41,17,22,Donovan McNabb pass incomplete short right intended for Bernard Berrian (defended by Brandon Flowers),1.620,0.530
4,1:41,,,,17,22,Timeout #2 by Kansas City Chiefs,0.000,0.530
4,1:41,4,10,KAN 41,17,22,Donovan McNabb pass incomplete deep left intended for Visanthe Shiancoe. Penalty on Phil Loadholt: Offensive Holding (Declined),0.530,-1.660
4,1:38,1,10,KAN 41,17,22,Thomas Jones right tackle for -1 yards (tackle by E.J. Henderson),1.660,0.990
4,1:34,,,,17,22,Timeout #2 by Minnesota Vikings,0.000,0.990
4,1:34,2,11,KAN 40,17,22,Jackie Battle right end for 10 yards (tackle by E.J. Henderson),0.990,1.620
4,1:23,,,,17,22,Timeout #3 by Minnesota Vikings,0.000,1.620
4,1:23,3,1,,17,22,Jackie Battle up the middle for 2 yards (tackle by Husain Abdullah),1.620,2.390
4,0:41,1,10,MIN 48,17,22,Matt Cassel kneels for -1 yards,2.390,1.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
