Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
2,2:42,3,1,ATL 41,14,10,Michael Vick pass complete to Bob Christian for 55 yards (tackle by Na'il Diggs),1.030,6.280
2,2:00,1,4,GNB 4,14,10,Warrick Dunn left tackle for 2 yards (tackle by Steve Warren),6.280,5.720
2,1:20,2,2,GNB 2,20,10,"Michael Vick pass complete to Alge Crumpler for 2 yards, touchdown",5.720,7.000
2,1:20,,,GNB 2,21,10,Jay Feely kicks extra point good,0.000,0.000
2,1:20,,,ATL 30,21,10,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
2,1:15,2,2,GNB 2,,,Timeout #2 by Atlanta Falcons,5.720,-0.280
2,1:15,1,10,GNB 20,21,10,Brett Favre pass complete to Donald Driver for 8 yards (tackle by Keith Brooking),0.280,0.810
2,1:09,2,2,GNB 28,21,10,"Brett Favre right guard for 2 yards. Penalty on Brett Favre: Illegal Forward Pass, 5 yards",0.810,-0.300
2,1:03,3,5,GNB 25,21,10,Brett Favre pass complete to Donald Driver for 18 yards (tackle by Ashley Ambrose),-0.300,1.800
2,0:37,1,10,GNB 43,21,10,Brett Favre pass complete to Donald Driver for 7 yards (tackle by Henry Jones),1.800,2.200
2,0:29,2,3,ATL 50,21,10,Brett Favre pass incomplete intended for Donald Driver,2.200,1.490
2,0:24,3,3,ATL 50,21,10,Brett Favre pass complete to Donald Driver for 10 yards (tackle by Ashley Ambrose),1.490,2.920
2,0:19,1,10,ATL 40,21,10,Brett Favre pass complete to Javon Walker for 16 yards (tackle by Keith Brooking and Juran Bolden),2.920,3.970
2,0:05,1,10,ATL 24,21,10,Brett Favre pass incomplete,3.970,3.430
2,0:04,1,10,ATL 24,,,Timeout #3 by Atlanta Falcons,3.970,3.430
2,0:04,2,10,ATL 24,21,13,Ryan Longwell 42 yard field goal good,3.430,3.000
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,21,13,"Jay Feely kicks off 56 yards, returned by Najeh Davenport for 27 yards (tackle by Gerald McBurrows)",0.000,1.660
3,14:53,1,10,GNB 41,21,13,Brett Favre pass complete to Terry Glenn for 42 yards (tackle by Ray Buchanan),1.660,4.440
3,14:00,1,10,ATL 17,21,13,Ahman Green right guard for 4 yards (tackle by Patrick Kerney),4.440,4.500
3,13:37,2,6,ATL 13,21,13,Brett Favre pass complete to Rondell Mealey for 11 yards (tackle by Gerald McBurrows),4.500,6.740
3,12:52,1,2,ATL 2,21,19,"Rondell Mealey left guard for 2 yards, touchdown",6.740,7.000
3,12:52,,,ATL 2,21,20,Ryan Longwell kicks extra point good,0.000,0.000
3,12:52,,,GNB 30,21,20,"Ryan Longwell kicks off 70 yards, returned by Allen Rossum for 21 yards (tackle by Torrance Marshall)",0.000,0.340
3,12:43,1,10,ATL 21,21,20,Warrick Dunn left tackle for 12 yards (tackle by Darren Sharper),0.340,1.140
3,12:02,1,10,ATL 33,21,20,Warrick Dunn right guard for 1 yard (tackle by Mike McKenzie),1.140,0.730
3,11:25,2,9,ATL 34,21,20,Michael Vick middle for 8 yards (tackle by Hardy Nickerson and Mike McKenzie),0.730,1.090
3,10:45,3,1,ATL 42,21,20,Michael Vick middle for 2 yards (tackle by Hardy Nickerson),1.090,1.860
3,10:03,1,10,ATL 44,21,20,Michael Vick sacked by Antuan Edwards for -4 yards,1.860,0.780
3,9:22,2,14,ATL 40,21,20,Michael Vick pass incomplete intended for Shawn Jefferson,0.780,0.100
3,9:18,3,14,ATL 40,21,20,Michael Vick pass complete to Shawn Jefferson for 28 yards (tackle by Antuan Edwards),0.100,3.450
3,8:28,1,10,GNB 32,21,20,"Warrick Dunn left tackle for 16 yards. Warrick Dunn fumbles, ball out of bounds at GNB-16",3.450,4.510
3,8:05,1,10,GNB 16,21,20,T.J. Duckett right end for 5 yards (tackle by Hardy Nickerson and Mike McKenzie),4.510,4.760
3,7:31,2,5,GNB 11,21,20,T.J. Duckett left tackle for 2 yards (tackle by Joe Johnson and Hardy Nickerson),4.760,4.390
3,6:52,3,3,GNB 9,21,20,Michael Vick right end for 6 yards (tackle by Darren Sharper),4.390,6.510
3,6:24,1,3,GNB 3,21,20,Warrick Dunn left end for no gain (tackle by Hardy Nickerson and Nate Wayne),6.510,5.530
3,5:37,2,3,GNB 3,21,20,Michael Vick pass incomplete intended for Reggie Kelly,5.530,4.720
3,5:33,3,3,GNB 3,21,20,Michael Vick pass incomplete intended for Brian Finneran (defended by Cletidus Hunt),4.720,3.040
3,5:24,4,3,GNB 3,24,20,Jay Feely 21 yard field goal good,3.040,3.000
3,5:24,,,ATL 30,24,20,"Jay Feely kicks off 57 yards, returned by Javon Walker for 20 yards (tackle by Juran Bolden)",0.000,1.140
3,5:20,1,10,GNB 33,24,20,Brett Favre pass complete to Ahman Green for 19 yards (tackle by Keion Carpenter),1.140,2.390
3,4:32,1,10,ATL 48,24,20,Ahman Green right guard for 8 yards (tackle by Henry Jones),2.390,2.930
3,3:51,2,2,ATL 40,24,20,Brett Favre pass complete to Bubba Franks for 7 yards (tackle by Keith Brooking),2.930,3.380
3,3:11,1,10,ATL 33,24,20,Ahman Green right tackle for 6 yards (tackle by Brady Smith and Henry Jones),3.380,3.650
3,2:31,2,4,ATL 27,24,20,Brett Favre pass complete to Ahman Green for 2 yards (tackle by Matt Stewart),3.650,3.200
3,1:43,3,2,ATL 25,24,20,Brett Favre pass complete to William Henderson for 17 yards (tackle by Keion Carpenter and Henry Jones),3.200,5.370
3,0:58,1,8,ATL 8,24,20,"Penalty on Chad Clifton: False Start, 5 yards (no play)",5.370,4.530
3,0:34,1,13,ATL 13,24,26,"Brett Favre pass complete to Javon Walker for 13 yards, touchdown. Penalty on Henry Jones: Defensive Holding (Declined)",4.530,7.000
3,0:34,,,ATL 13,24,27,Ryan Longwell kicks extra point good,0.000,0.000
3,0:34,,,GNB 30,24,27,"Ryan Longwell kicks off 69 yards, returned by Allen Rossum for 24 yards (tackle by Tod McBride)",0.000,0.610
3,0:24,1,10,ATL 25,24,27,T.J. Duckett right end for 15 yards (tackle by Hardy Nickerson),0.610,1.600
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 40,24,27,Michael Vick pass incomplete intended for Brian Finneran,1.600,1.050
4,14:53,2,10,ATL 40,24,27,Michael Vick pass complete to T.J. Duckett for no gain,1.050,0.370
4,14:07,3,10,ATL 40,24,27,Michael Vick sacked by Joe Johnson for -3 yards,0.370,-0.910
4,13:25,4,13,ATL 37,24,27,"Chris Mohr punts 35 yards, fair catch by Darrien Gordon",-0.910,-0.810
4,13:18,1,10,GNB 28,24,27,Brett Favre sacked by Patrick Kerney for -3 yards,0.810,-0.140
4,12:47,2,13,GNB 25,24,27,Ahman Green left tackle for 11 yards (tackle by Ray Buchanan),-0.140,0.630
4,12:00,3,2,GNB 36,24,27,Brett Favre pass incomplete intended for Donald Driver,0.630,-0.980
4,11:57,4,2,GNB 36,24,27,"Josh Bidwell punts 45 yards, returned by Allen Rossum for 36 yards (tackle by Najeh Davenport)",-0.980,-2.590
4,11:43,1,10,GNB 45,24,27,Michael Vick pass complete to Brian Finneran for 12 yards (tackle by Mike McKenzie),2.590,3.380
4,11:04,1,10,GNB 33,24,27,Michael Vick for 13 yards (tackle by Na'il Diggs),3.380,4.240
4,10:30,1,10,GNB 20,24,27,Warrick Dunn left end for 9 yards (tackle by Hardy Nickerson),4.240,5.260
4,9:41,2,1,GNB 11,24,27,Warrick Dunn middle for 2 yards (tackle by Nate Wayne),5.260,5.140
4,8:59,1,9,GNB 9,24,27,Warrick Dunn right tackle for 7 yards (tackle by Darren Sharper and Mike McKenzie),5.140,5.720
4,8:13,2,2,GNB 2,30,27,"Warrick Dunn left end for 2 yards, touchdown",5.720,7.000
4,8:13,,,GNB 2,31,27,Jay Feely kicks extra point good,0.000,0.000
4,8:13,,,ATL 30,31,27,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
4,8:07,1,10,GNB 20,31,27,Brett Favre pass complete to Ahman Green for 9 yards (tackle by John Holecek),0.280,0.950
4,7:45,2,1,GNB 29,31,27,Ahman Green right end for 5 yards (tackle by John Holecek),0.950,1.200
4,7:08,1,10,GNB 34,31,27,Ahman Green left guard for 6 yards (tackle by Keith Brooking),1.200,1.470
4,6:27,2,4,GNB 40,31,27,Brett Favre pass incomplete intended for Terry Glenn,1.470,0.760
4,6:22,3,4,GNB 40,31,27,"Brett Favre middle for 4 yards (tackle by Keith Brooking). Brett Favre fumbles (forced by Keith Brooking), recovered by Donald Driver at GNB-48",0.760,2.130
,,,,,,,"ATL challenged the ruling, and the play was upheld.",,
4,5:48,1,10,GNB 48,31,27,Ahman Green left tackle for 11 yards (tackle by Keion Carpenter),2.130,2.850
4,5:16,1,10,ATL 41,31,27,Brett Favre pass complete to Javon Walker for 9 yards (tackle by Ray Buchanan and Gerald McBurrows),2.850,3.520
4,4:38,2,1,ATL 32,31,27,Ahman Green middle for 1 yard (tackle by Matt Stewart),3.520,3.510
4,3:54,1,10,ATL 31,31,27,Ahman Green middle for 9 yards (tackle by Gerald McBurrows),3.510,4.180
4,3:09,2,1,ATL 22,31,27,Rondell Mealey right tackle for 18 yards (tackle by Sam Rogers and Ray Buchanan),4.180,6.280
4,2:15,1,4,ATL 4,31,27,Rondell Mealey left guard for -1 yards (tackle by Keith Brooking),6.280,5.150
4,2:00,2,5,ATL 5,31,27,Ahman Green middle for 4 yards (tackle by John Holecek),5.150,5.170
4,1:40,2,5,ATL 5,,,Timeout #2 by Atlanta Falcons,5.150,5.170
4,1:40,3,1,ATL 1,31,27,Ahman Green left tackle for no gain (tackle by Keith Brooking and Gerald McBurrows),5.170,3.550
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:16,3,1,ATL 1,,,Timeout #3 by Atlanta Falcons,5.170,3.550
4,1:16,4,1,ATL 1,31,33,"William Henderson middle for 1 yard, touchdown",3.550,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:16,,,ATL 1,31,34,Ryan Longwell kicks extra point good,0.000,0.000
4,1:16,,,GNB 30,31,34,"Ryan Longwell kicks off 65 yards, returned by Allen Rossum for 26 yards (tackle by Matt Bowen)",0.000,1.000
4,1:01,1,10,ATL 31,31,34,Michael Vick pass complete to Alge Crumpler for 12 yards (tackle by Mike McKenzie),1.000,1.800
4,0:53,1,10,ATL 43,31,34,Michael Vick sacked by Kabeer Gbaja-Biamila for -5 yards,1.800,0.580
4,0:34,2,15,ATL 38,31,34,"Penalty on Kabeer Gbaja-Biamila: Defensive Offside, 5 yards (no play)",0.580,1.250
4,0:32,2,10,ATL 43,31,34,Michael Vick pass complete to Willie Jackson for 23 yards (tackle by Antuan Edwards),1.250,3.310
4,0:14,1,10,GNB 34,31,34,Michael Vick pass incomplete,3.310,2.770
4,0:13,2,10,GNB 34,31,34,Michael Vick pass incomplete intended for Willie Jackson,2.770,2.080
4,0:09,2,10,GNB 34,,,Timeout #1 by Green Bay Packers,2.770,2.080
4,0:09,3,10,GNB 34,34,34,Jay Feely 52 yard field goal good,2.080,3.000
4,0:09,,,ATL 30,34,34,"Jay Feely kicks off 58 yards, returned by Javon Walker for 17 yards (tackle by Gerald McBurrows)",0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,ATL,GNB,Detail,EPB,EPA
,,,,,,,"Packers won the coin toss, Packers to receive the overtime kickoff.",,
OT,15:00,,,ATL 30,34,34,"Jay Feely kicks off 62 yards, returned by Javon Walker for 26 yards (tackle by Kevin McCadam)",0.000,1.200
OT,14:55,1,10,GNB 34,34,34,Ahman Green middle for 1 yard (tackle by Matt Stewart),1.200,0.790
OT,14:23,2,9,GNB 35,34,34,Brett Favre pass complete to Donald Driver for 12 yards (tackle by Ashley Ambrose),0.790,2.060
OT,13:35,1,10,GNB 47,34,34,Brett Favre pass incomplete intended for Terry Glenn,2.060,1.520
OT,13:29,2,10,GNB 47,34,34,Brett Favre sacked by Johndale Carty for -8 yards,1.520,-0.230
OT,12:53,3,18,GNB 39,34,34,Brett Favre pass incomplete intended for Terry Glenn,-0.230,-0.780
OT,12:47,4,18,GNB 39,34,34,"Josh Bidwell punts 54 yards, returned by Allen Rossum for 6 yards (tackle by Torrance Marshall). Penalty on Travis Jervey: Roughing the Kicker, 15 yards (no play)",-0.780,2.520
OT,12:36,1,10,ATL 46,34,34,Ahman Green middle for 3 yards (tackle by Sam Rogers),2.520,2.380
OT,12:00,2,7,ATL 43,34,34,Ahman Green right tackle for 1 yard (tackle by Patrick Kerney and John Holecek),2.380,1.820
OT,11:19,3,6,ATL 42,34,34,Brett Favre pass complete to Ahman Green for 3 yards (tackle by Keith Brooking),1.820,0.660
OT,10:35,4,3,ATL 39,34,34,"Josh Bidwell punts 27 yards, fair catch by Allen Rossum",0.660,0.350
OT,10:28,1,10,ATL 12,34,34,Warrick Dunn left end for 2 yards (tackle by Tyrone Williams and Matt Bowen),-0.350,-0.610
OT,9:47,2,8,ATL 14,34,34,Michael Vick pass incomplete intended for Willie Jackson (defended by Nate Wayne),-0.610,-1.190
OT,9:43,3,8,ATL 14,34,34,Michael Vick pass incomplete intended for Bob Christian,-1.190,-2.470
OT,9:38,4,8,ATL 14,34,34,"Chris Mohr punts 46 yards, fair catch by Darrien Gordon",-2.470,-1.600
OT,9:30,1,10,GNB 40,34,34,Ahman Green left tackle for 4 yards (tackle by Keith Brooking),1.600,1.590
OT,8:47,2,6,GNB 44,34,34,Brett Favre pass complete to Javon Walker for 18 yards (tackle by Ray Buchanan),1.590,3.050
OT,8:03,1,10,ATL 38,34,34,Ahman Green middle for 13 yards (tackle by Gerald McBurrows),3.050,3.910
OT,7:21,1,10,ATL 25,34,34,Ahman Green right tackle for 1 yard (tackle by John Holecek and Keith Brooking),3.910,3.500
OT,6:38,2,9,ATL 24,34,34,Najeh Davenport middle for 5 yards (tackle by Sam Rogers),3.500,3.490
OT,5:55,3,4,ATL 19,34,34,Najeh Davenport middle for 3 yards (tackle by John Holecek and Ray Buchanan),3.490,2.530
OT,5:20,3,4,ATL 19,,,Timeout #1 by Atlanta Falcons,3.490,2.530
OT,5:20,4,1,ATL 16,34,37,Ryan Longwell 34 yard field goal good,2.530,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
