Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
3,14:15,3,8,TEN 27,13,17,Marcus Mariota pass incomplete short right intended for Taywan Taylor,-0.360,-1.570
3,14:08,4,8,TEN 27,13,17,"Brett Kern punts 42 yards, returned by Adam Jones for 23 yards (tackle by Wesley Woodyard)",-1.570,-2.520
3,13:55,1,10,TEN 46,13,17,"Andy Dalton pass incomplete short left intended for Joe Mixon. Penalty on Trey Hopkins: Clipping, 15 yards",2.520,-0.050
3,13:50,2,25,CIN 39,13,17,Andy Dalton pass incomplete short middle intended for Tyler Kroft (defended by Wesley Woodyard),-0.050,-0.690
3,13:45,3,25,CIN 39,13,17,Andy Dalton pass complete short right to Giovani Bernard for 1 yard (tackle by Logan Ryan and Wesley Woodyard),-0.690,-0.720
3,13:12,4,24,CIN 40,13,17,"Kevin Huber punts 41 yards, fair catch by Adoree' Jackson",-0.720,-0.150
3,13:03,1,10,TEN 19,13,17,Marcus Mariota pass incomplete deep right intended for Corey Davis,0.150,-0.390
3,12:56,2,10,TEN 19,13,17,Marcus Mariota right end for -2 yards (tackle by Chris Smith),-0.390,-1.420
3,12:13,3,12,TEN 17,13,17,"Penalty on Delanie Walker: False Start, 5 yards (no play)",-1.420,-2.240
3,11:55,3,17,TEN 12,13,17,Marcus Mariota pass complete short middle to Delanie Walker for 16 yards (tackle by George Iloka and Nick Vigil),-2.240,-1.500
3,11:17,4,1,TEN 28,13,17,"Brett Kern punts 57 yards, returned by Adam Jones for 11 yards (tackle by Daren Bates)",-1.500,-0.670
3,11:05,1,10,CIN 26,13,17,Joe Mixon right tackle for 4 yards (tackle by Wesley Woodyard),0.670,0.670
3,10:31,2,6,CIN 30,13,17,Giovani Bernard right end for 2 yards (tackle by Jurrell Casey),0.670,0.230
3,9:50,3,4,CIN 32,13,17,Andy Dalton pass incomplete short middle intended for Brandon LaFell (defended by Brice McCain),0.230,-1.240
3,9:46,4,4,CIN 32,13,17,"Kevin Huber punts 45 yards, fair catch by Adoree' Jackson",-1.240,-0.480
3,9:38,1,10,TEN 23,13,17,DeMarco Murray left tackle for 2 yards (tackle by Jordan Willis),0.480,0.200
3,9:03,2,8,TEN 25,13,17,Adoree' Jackson left end for 13 yards (tackle by Clayton Fejedelem),0.200,1.470
3,8:39,1,10,TEN 38,13,17,Derrick Henry left tackle for no gain (tackle by Andrew Billings),1.470,0.920
3,8:01,2,10,TEN 38,13,17,Marcus Mariota pass incomplete short left intended for Jonnu Smith,0.920,0.230
3,7:53,3,10,TEN 38,13,17,"Marcus Mariota pass incomplete deep left intended for Corey Davis. Penalty on William Jackson: Defensive Holding, 5 yards (no play)",0.230,1.800
3,7:46,1,10,TEN 43,13,17,Marcus Mariota sacked by William Jackson for -7 yards,1.800,0.310
3,7:03,2,17,TEN 36,13,17,Marcus Mariota sacked by Carl Lawson for -1 yards,0.310,-0.490
3,6:25,3,18,TEN 35,13,17,Marcus Mariota pass incomplete short middle intended for Derrick Henry,-0.490,-1.040
3,6:19,4,18,TEN 35,13,17,"Brett Kern punts 50 yards, returned by Alex Erickson for 15 yards (tackle by Eric Weems). Penalty on Brandon Wilson: Offensive Holding, 10 yards",-1.040,0.380
3,6:08,1,10,CIN 10,13,17,Andy Dalton pass complete short left to A.J. Green for 13 yards (tackle by LeShaun Sims),-0.380,0.480
3,5:32,1,10,CIN 23,13,17,Alex Erickson left end for -1 yards (tackle by Adoree' Jackson),0.480,-0.200
3,4:55,2,11,CIN 22,13,17,Andy Dalton pass incomplete short right intended for Brandon LaFell (defended by Adoree' Jackson),-0.200,-0.890
3,4:51,3,11,CIN 22,13,17,Andy Dalton pass incomplete short left intended for A.J. Green (defended by Logan Ryan),-0.890,-1.900
3,4:45,4,11,CIN 22,13,17,"Kevin Huber punts 52 yards, returned by Adoree' Jackson for 9 yards (tackle by Jordan Evans)",-1.900,-1.270
3,4:32,1,10,TEN 35,13,17,DeMarco Murray left guard for 2 yards (tackle by Michael Johnson and George Iloka),1.270,0.990
3,3:51,2,8,TEN 37,13,17,Marcus Mariota pass complete short right to Corey Davis for 5 yards (tackle by Dre Kirkpatrick),0.990,0.960
3,3:08,3,3,TEN 42,13,17,Marcus Mariota middle for 9 yards (tackle by Josh Shaw),0.960,2.320
3,2:25,1,10,CIN 49,13,17,Taywan Taylor left end for 4 yards (tackle by William Jackson),2.320,2.320
3,1:42,2,6,CIN 45,13,17,Marcus Mariota pass complete short right to Jonnu Smith for 12 yards (tackle by Clayton Fejedelem),2.320,3.380
3,1:00,1,10,CIN 33,13,17,"DeMarco Murray right tackle for 6 yards (tackle by Geno Atkins). Penalty on Josh Kline: Offensive Holding, 10 yards (no play)",3.380,2.720
3,0:38,1,20,CIN 43,13,17,Marcus Mariota pass complete short right to Rishard Matthews for 12 yards (tackle by Dre Kirkpatrick),2.720,3.110
Quarter,Time,Down,ToGo,Location,CIN,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,CIN 31,13,17,Marcus Mariota pass incomplete deep right intended for Jonnu Smith (defended by Clayton Fejedelem),3.110,2.410
4,14:53,3,8,CIN 31,13,17,"Marcus Mariota pass incomplete short left intended for Delanie Walker. Penalty on Josh Shaw: Defensive Holding, 5 yards (no play)",2.410,3.840
4,14:49,1,10,CIN 26,13,17,Marcus Mariota middle for 3 yards (tackle by Nick Vigil),3.840,3.700
4,14:09,2,7,CIN 23,13,17,DeMarco Murray left guard for 3 yards (tackle by Carlos Dunlap),3.700,3.400
4,13:28,3,4,CIN 20,13,17,Marcus Mariota pass complete short middle to Corey Davis for 19 yards (tackle by Dre Kirkpatrick). Corey Davis fumbles (forced by Dre Kirkpatrick),3.400,-0.280
4,13:19,1,10,CIN 20,13,17,Joe Mixon left tackle for 12 yards (tackle by Kevin Byard),0.280,1.070
4,12:47,1,10,CIN 32,13,17,Joe Mixon left tackle for 1 yard (tackle by Erik Walden),1.070,0.660
4,12:08,2,9,CIN 33,13,17,Andy Dalton pass incomplete short left intended for Tyler Kroft (defended by Kevin Byard),0.660,-0.030
4,12:02,3,9,CIN 33,13,17,Andy Dalton pass incomplete short left intended for Brandon LaFell (defended by Adoree' Jackson),-0.030,-1.180
4,11:57,4,9,CIN 33,13,17,"Kevin Huber punts 43 yards, returned by Adoree' Jackson for 5 yards (tackle by Clark Harris)",-1.180,-0.870
4,11:46,1,10,TEN 29,13,17,Marcus Mariota pass incomplete short left intended for Derrick Henry,0.870,0.330
4,11:40,2,10,TEN 29,13,17,Derrick Henry right guard for no gain (tackle by Andrew Billings),0.330,-0.360
4,11:05,3,10,TEN 29,13,17,"Marcus Mariota pass complete short middle to DeMarco Murray for 5 yards (tackle by Carlos Dunlap and Vincent Rey). Penalty on Josh Shaw: Illegal Contact, 5 yards (no play)",-0.360,1.200
4,10:38,1,10,TEN 34,13,17,Derrick Henry left end for 1 yard (tackle by Darqueze Dennard),1.200,0.790
4,9:58,2,9,TEN 35,13,17,Derrick Henry right end for 2 yards (tackle by Carlos Dunlap),0.790,0.370
4,9:14,3,7,TEN 37,13,17,Marcus Mariota sacked by Chris Smith for -11 yards,0.370,-1.630
4,8:38,4,18,TEN 26,13,17,"Brett Kern punts 74 yards, touchback",-1.630,-0.280
4,8:30,1,10,CIN 20,13,17,Andy Dalton pass incomplete deep right intended for A.J. Green,0.280,-0.270
4,8:21,2,10,CIN 20,13,17,Andy Dalton pass complete short right to Alex Erickson for 4 yards (tackle by Jayon Brown),-0.270,-0.430
4,7:37,3,6,CIN 24,13,17,Andy Dalton pass complete short middle to Giovani Bernard for 3 yards (tackle by Jayon Brown),-0.430,-1.570
4,7:03,4,3,CIN 27,13,17,"Kevin Huber punts 50 yards, returned by Adoree' Jackson for 3 yards (tackle by Cody Core)",-1.570,-0.670
4,6:51,1,10,TEN 26,13,17,Marcus Mariota pass incomplete deep left intended for Delanie Walker,0.670,0.130
4,6:45,2,10,TEN 26,13,17,Adoree' Jackson left tackle for -3 yards (tackle by Andrew Billings),0.130,-0.960
4,6:05,3,13,TEN 23,13,17,Marcus Mariota pass incomplete short left intended for Corey Davis,-0.960,-1.830
4,5:59,4,13,TEN 23,13,17,"Brett Kern punts 66 yards, returned by Alex Erickson for 7 yards (tackle by Wesley Woodyard)",-1.830,-0.040
4,5:44,1,10,CIN 18,13,17,Andy Dalton pass complete short right to Giovani Bernard for 12 yards (tackle by Kevin Byard and Austin Johnson),0.040,0.940
4,5:14,1,10,CIN 30,19,17,"Andy Dalton pass complete short middle to A.J. Green for 70 yards, touchdown",0.940,7.000
4,5:03,,,TEN 15,20,17,Randy Bullock kicks extra point good,0.000,0.000
4,5:03,,,CIN 35,20,17,"Randy Bullock kicks off 57 yards, returned by Adoree' Jackson for 19 yards (tackle by Darqueze Dennard)",0.000,-0.740
4,4:57,1,10,TEN 27,20,17,Marcus Mariota pass complete short left to Jonnu Smith for 8 yards (tackle by Vincent Rey),0.740,1.280
4,4:19,2,2,TEN 35,20,17,Derrick Henry right tackle for 5 yards (tackle by Vincent Rey),1.280,1.600
4,3:38,1,10,TEN 40,20,17,Marcus Mariota pass incomplete short right intended for Derrick Henry,1.600,1.050
4,3:32,2,10,TEN 40,20,17,Marcus Mariota pass complete short middle to Eric Decker for 10 yards (tackle by Nick Vigil),1.050,0.000
4,2:58,,,,,,Timeout #1 by Cincinnati Bengals,0.000,-2.260
4,2:58,1,10,,20,17,Marcus Mariota pass complete deep middle to Delanie Walker for 20 yards (tackle by Darqueze Dennard),2.260,3.580
4,2:21,1,10,CIN 30,20,17,Derrick Henry left guard for 5 yards (tackle by Vincent Rey),3.580,3.710
4,2:00,2,5,CIN 25,20,17,Marcus Mariota pass incomplete deep middle intended for Rishard Matthews (defended by George Iloka),3.710,0.000
4,1:55,,,,,,Timeout #1 by Tennessee Titans,0.000,-3.010
4,1:55,3,5,CIN 25,20,17,"Marcus Mariota pass incomplete deep right intended for Eric Decker. Penalty on Josh Shaw: Defensive Holding, 5 yards (no play)",3.010,4.240
4,1:48,1,10,CIN 20,20,17,Marcus Mariota pass complete short left to Delanie Walker for 8 yards (tackle by Clayton Fejedelem and George Iloka),4.240,5.040
4,1:11,2,2,CIN 12,20,17,Marcus Mariota left end for 5 yards (tackle by Carlos Dunlap),5.040,0.000
4,0:50,,,,,,Timeout #2 by Tennessee Titans,0.000,-5.600
4,0:50,1,7,CIN 7,20,17,Marcus Mariota pass incomplete short middle intended for Delanie Walker (defended by Nick Vigil),5.600,0.000
4,0:46,,,,,,Timeout #3 by Tennessee Titans,0.000,-4.760
4,0:46,2,7,CIN 7,20,17,Marcus Mariota pass incomplete short middle intended for Eric Decker,4.760,3.810
4,0:42,3,7,CIN 7,20,23,"Marcus Mariota pass complete short left to DeMarco Murray for 7 yards, touchdown",3.810,7.000
4,0:36,,,CIN 15,20,24,Ryan Succop kicks extra point good,0.000,0.000
4,0:36,,,TEN 35,20,24,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
4,0:36,1,10,CIN 25,20,24,Andy Dalton pass incomplete deep right intended for Tyler Kroft,0.610,0.060
4,0:32,2,10,CIN 25,20,24,"Andy Dalton pass incomplete. Penalty on Andy Dalton: Intentional Grounding, 10 yards",0.060,0.000
4,0:25,,,,,,Timeout #2 by Cincinnati Bengals,0.000,2.350
4,0:25,3,20,CIN 15,20,24,Andy Dalton pass complete short left to Giovani Bernard for 7 yards (tackle by Jayon Brown),-2.350,0.000
4,0:15,,,,,,Timeout #3 by Cincinnati Bengals,0.000,1.900
4,0:15,4,13,CIN 22,20,24,Andy Dalton pass complete short left to Giovani Bernard for 15 yards (tackle by Jayon Brown),-1.900,1.400
4,0:07,1,10,CIN 37,20,24,Andy Dalton pass complete short left to Brandon LaFell for 8 yards,1.400,1.940
4,0:03,2,2,CIN 45,20,24,Andy Dalton pass incomplete deep right intended for Tyler Kroft (defended by Kevin Byard),1.940,1.220
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
