Quarter,Time,Down,ToGo,Location,TAM,DAL,Detail,EPB,EPA
4,14:17,3,3,TAM 23,7,10,Tony Romo pass complete short left to Dez Bryant for 11 yards (tackle by Mark Barron),3.270,4.780
4,13:30,1,10,TAM 12,7,10,Tony Romo pass complete short right to DeMarco Murray for 3 yards (tackle by Eric Wright),4.780,4.640
4,13:30,2,7,TAM 9,7,10,"Penalty on Tyron Smith: False Start, 5 yards (no play)",4.640,3.790
4,12:34,2,12,TAM 14,7,10,Tony Romo sacked by Gerald McCoy for -7 yards,3.790,2.350
4,11:55,3,19,TAM 21,7,10,Tony Romo pass complete short left to Felix Jones for 13 yards (tackle by Aqib Talib),2.350,2.960
4,11:14,4,6,TAM 8,7,13,Dan Bailey 26 yard field goal good,2.960,3.000
4,11:10,,,DAL 35,7,13,"Dan Bailey kicks off 68 yards, returned by Arrelious Benn for 15 yards (tackle by James Hanna)",0.000,-0.350
4,11:06,1,10,TAM 12,7,13,Doug Martin up the middle for 3 yards (tackle by Anthony Spencer),-0.350,-0.500
4,10:32,2,7,TAM 15,7,13,Josh Freeman pass incomplete short left intended for Vincent Jackson,-0.500,-1.070
4,10:26,3,7,TAM 15,7,13,Josh Freeman pass incomplete short middle intended for Dallas Clark,-1.070,-2.440
4,10:22,4,7,TAM 15,7,13,"Michael Koenen punts 43 yards, returned by Dez Bryant for -1 yards (tackle by Quincy Black). Penalty on Phillip Tanner: Illegal Block Above the Waist, 10 yards",-2.440,-1.000
4,10:09,1,10,DAL 31,7,13,Tony Romo pass complete deep middle to Miles Austin for 17 yards (tackle by Ronde Barber),1.000,2.130
4,9:31,1,10,DAL 48,7,13,DeMarco Murray up the middle for -2 yards (tackle by Lavonte David),2.130,1.310
4,8:49,2,12,DAL 46,7,13,DeMarco Murray up the middle for 2 yards (tackle by Lavonte David),1.310,0.890
4,8:09,3,10,DAL 48,7,13,Tony Romo pass complete short middle to Kevin Ogletree for 5 yards (tackle by Ronde Barber),0.890,0.130
4,7:36,4,5,TAM 47,7,13,"Chris Jones punts 29 yards, fair catch by Jordan Shipley. Penalty on Myron Lewis: Unnecessary Roughness, 9 yards",0.130,0.380
4,7:28,1,10,TAM 9,7,13,Doug Martin right tackle for 4 yards (tackle by Anthony Spencer),-0.380,-0.480
4,6:48,2,6,TAM 13,7,13,Doug Martin left tackle for 2 yards (tackle by Tyrone Crawford),-0.480,-0.720
4,6:02,3,4,TAM 15,7,13,"Josh Freeman sacked by DeMarcus Ware for -8 yards. Josh Freeman fumbles (forced by DeMarcus Ware), recovered by Donald Penn at TAM-1",-0.720,-2.490
4,5:11,4,18,TAM 1,7,13,Penalty on Cody Grimm: False Start (no play),-2.490,-2.490
4,4:59,4,18,TAM 1,7,13,"Michael Koenen punts 49 yards, returned by Dez Bryant for 44 yards (tackle by Mason Foster)",-2.490,-5.830
4,4:44,1,6,TAM 6,7,13,Tony Romo pass complete short middle to Tony Romo for -1 yards (tackle by Brandon McDonald),5.830,4.760
4,3:53,2,7,TAM 7,7,13,"DeMarco Murray left end for 6 yards (tackle by Mark Barron). Penalty on Lawrence Vickers: Offensive Holding, 10 yards (no play)",4.760,3.240
4,3:41,2,17,TAM 17,7,13,DeMarco Murray right end for 11 yards (tackle by Mark Barron),3.240,4.040
4,3:34,3,6,TAM 6,7,13,DeMarco Murray up the middle for 2 yards (tackle by Roy Miller),4.040,0.000
4,2:47,,,,7,13,Timeout #1 by Dallas Cowboys,0.000,3.030
4,2:47,4,4,TAM 4,7,16,Dan Bailey 22 yard field goal good,3.030,3.000
4,2:43,,,DAL 35,7,16,"Dan Bailey kicks off 74 yards, touchback",0.000,0.280
4,2:43,1,10,TAM 20,7,16,Doug Martin up the middle for 1 yard (tackle by Anthony Spencer),0.280,-0.130
4,2:19,2,9,TAM 21,7,16,Josh Freeman pass incomplete short middle intended for Doug Martin,-0.130,-0.820
4,2:13,3,9,TAM 21,7,16,Doug Martin right end for -2 yards (tackle by Bruce Carter),-0.820,-2.140
4,2:00,4,11,TAM 19,7,16,Josh Freeman pass complete deep left to Vincent Jackson for 29 yards (tackle by Orlando Scandrick),-2.140,2.130
4,1:33,1,10,TAM 48,7,16,Josh Freeman pass complete short left to Doug Martin for 12 yards (tackle by Orlando Scandrick and Dan Connor),2.130,0.000
4,1:26,,,,7,16,Timeout #1 by Tampa Bay Buccaneers,0.000,2.920
4,1:26,1,10,DAL 40,7,16,Josh Freeman pass incomplete short middle intended for Mike Williams (defended by LeQuan Lewis),2.920,2.370
4,1:22,2,10,DAL 40,7,16,Josh Freeman pass complete deep left to Mike Williams for 23 yards (tackle by LeQuan Lewis),2.370,4.440
4,1:16,1,10,DAL 17,7,16,Josh Freeman pass complete short left to Tiquan Underwood for 7 yards (tackle by Morris Claiborne),4.440,5.100
4,0:56,2,3,DAL 10,7,16,Josh Freeman pass incomplete short left intended for Mike Williams,5.100,4.340
4,0:49,3,3,DAL 10,7,16,Josh Freeman pass incomplete short middle intended for Dallas Clark,4.340,0.000
4,0:44,,,,7,16,Timeout #2 by Dallas Cowboys,0.000,2.860
4,0:44,4,3,DAL 10,10,16,Connor Barth 28 yard field goal good,2.860,3.000
4,0:40,,,TAM 35,10,16,"Michael Koenen kicks onside 7 yards, recovered by James Hanna",0.000,2.790
4,0:40,1,10,TAM 42,10,16,Tony Romo kneels for -4 yards,2.790,0.000
4,0:14,,,,10,16,Timeout #2 by Tampa Bay Buccaneers,0.000,1.700
4,0:14,2,14,TAM 46,10,16,Tony Romo kneels for -2 yards,1.700,0.000
4,0:07,,,,10,16,Timeout #3 by Tampa Bay Buccaneers,0.000,0.760
4,0:07,3,16,TAM 48,10,16,Tony Romo kneels for -2 yards. Penalty on TAM: Defensive Offside (Declined),0.760,-0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
