Quarter,Time,Down,ToGo,Location,ARI,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,8,IND 8,0,10,Kerwynn Williams right guard for -2 yards (tackle by Johnathan Hankins),5.370,4.190
2,14:21,2,10,IND 10,0,10,Carson Palmer pass complete short left to Andre Ellington for -6 yards (tackle by Jeremiah George). Penalty on Andre Ellington: Illegal Motion (Declined),4.190,0.000
2,13:49,,,,,,Timeout #1 by Arizona Cardinals,0.000,-2.850
2,13:49,3,16,IND 16,0,10,Carson Palmer pass complete short left to JJ Nelson for 15 yards (tackle by Quincy Wilson),2.850,3.550
2,13:05,4,1,IND 1,0,10,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,3.550,0.380
2,13:00,1,10,IND 1,0,10,Robert Turbin middle for 1 yard (tackle by Markus Golden),-0.380,-0.710
2,12:25,2,9,IND 2,0,10,Jacoby Brissett pass incomplete deep right intended for Donte Moncrief,-0.710,-1.300
2,12:17,3,9,IND 2,0,10,Jacoby Brissett pass complete short right to T.Y. Hilton for 8 yards (tackle by Frostee Rucker),-1.300,-2.490
,,,,,,,"IND challenged the short of the line to gain ruling, and the play was upheld.",,
2,12:03,4,1,IND 10,0,10,"Rigoberto Sanchez punts 48 yards, returned by Kerwynn Williams for 6 yards (tackle by Matthias Farley). Penalty on Jeremiah George: Defensive Holding (Offsetting), Penalty on Brandon Williams: Offensive Holding (Offsetting) (no play)",-2.490,-2.490
2,11:53,4,1,IND 10,0,10,"Rigoberto Sanchez punts 53 yards, fair catch by Kerwynn Williams",-2.490,-1.400
2,11:45,1,10,ARI 37,0,10,Carson Palmer pass incomplete deep middle intended for Jaron Brown (defended by Quincy Wilson),1.400,0.860
2,11:38,2,10,ARI 37,0,10,"Chris Johnson middle for 3 yards (tackle by Quincy Wilson). Penalty on Troy Niklas: Offensive Holding, 10 yards",0.860,-0.090
2,11:08,2,17,ARI 30,0,10,Carson Palmer pass complete short right to Chad Williams for 15 yards (tackle by Rashaan Melvin),-0.090,0.000
2,10:35,,,,,,Timeout #2 by Arizona Cardinals,0.000,-1.220
2,10:35,3,2,ARI 45,0,10,Carson Palmer pass complete short left to Larry Fitzgerald for 6 yards (tackle by Nate Hairston),1.220,2.320
2,9:55,1,10,IND 49,0,10,Chris Johnson right tackle for 8 yards (tackle by Nate Hairston),2.320,2.860
2,9:18,2,2,IND 41,0,10,Chris Johnson right end for 11 yards (tackle by Jonathan Bostic),2.860,3.580
2,8:42,1,10,IND 30,0,10,Carson Palmer pass incomplete short right intended for Andre Ellington,3.580,3.030
2,8:37,2,10,IND 30,0,10,Carson Palmer pass complete short left to JJ Nelson for 12 yards (tackle by Jeremiah George),3.030,4.370
2,8:30,1,10,IND 18,0,10,Kerwynn Williams left guard for 3 yards (tackle by Jonathan Bostic),4.370,4.250
2,7:54,2,7,IND 15,0,10,Carson Palmer pass incomplete short left intended for Ifeanyi Momah,4.250,3.460
2,7:49,3,7,IND 15,0,10,Carson Palmer pass complete short right to Jaron Brown for 9 yards (tackle by Rashaan Melvin),3.460,5.830
2,7:15,1,6,IND 6,0,10,Kerwynn Williams right end for 2 yards (tackle by Jabaal Sheard),5.830,5.340
2,6:35,2,4,IND 4,0,10,"Penalty on Evan Boehm: False Start, 5 yards (no play)",5.340,4.380
2,6:15,2,9,IND 9,0,10,Carson Palmer pass incomplete short right intended for JJ Nelson,4.380,3.360
2,6:07,3,9,IND 9,0,10,Carson Palmer pass incomplete short left intended for Jaron Brown (defended by Matthias Farley),3.360,2.830
2,5:59,4,9,IND 9,3,10,Phil Dawson 27 yard field goal good,2.830,3.000
2,5:56,,,ARI 35,3,10,"Phil Dawson kicks off 67 yards, returned by Quan Bray for 22 yards (tackle by Josh Bynes). Quan Bray fumbles, recovered by Christopher Milton at IND-20 (tackle by Josh Bynes)",0.000,-0.280
2,5:51,1,10,IND 20,3,10,Jacoby Brissett sacked by Josh Mauro for -8 yards,0.280,-1.360
2,5:12,2,18,IND 12,3,10,"Penalty on Robert Nkemdiche: Encroachment, 5 yards (no play)",-1.360,-0.790
2,4:58,2,13,IND 17,3,10,Frank Gore middle for 2 yards (tackle by Xavier Williams),-0.790,-1.140
2,4:20,3,11,IND 19,3,10,Jacoby Brissett pass incomplete deep right intended for Kamar Aiken,-1.140,-2.140
2,4:14,4,11,IND 19,3,10,"Penalty on Josh Bynes: Neutral Zone Infraction, 5 yards (no play)",-2.140,-1.770
2,4:14,4,6,IND 24,3,10,"Rigoberto Sanchez punts 48 yards, out of bounds",-1.770,-0.810
2,4:05,1,10,ARI 28,3,10,Kerwynn Williams right tackle for 4 yards (tackle by Jonathan Bostic),0.810,0.800
2,3:27,2,6,ARI 32,3,10,Carson Palmer pass incomplete short left intended for Chad Williams,0.800,0.100
2,3:20,3,6,ARI 32,3,10,Carson Palmer pass complete short middle to JJ Nelson for 17 yards (tackle by Rashaan Melvin),0.100,2.190
2,2:40,1,10,ARI 49,3,10,Carson Palmer sacked by Al Woods for -7 yards,2.190,0.700
2,2:00,2,17,ARI 42,3,10,Carson Palmer pass complete deep left to Jaron Brown for 22 yards,0.700,3.180
2,1:54,1,10,IND 36,3,10,Carson Palmer pass complete short middle to Larry Fitzgerald for 10 yards (tackle by Nate Hairston),3.180,3.840
2,1:34,1,10,IND 26,3,10,Carson Palmer pass incomplete deep left intended for JJ Nelson is intercepted by Malik Hooker at IND-3 and returned for 32 yards,3.840,-1.270
2,1:22,1,10,IND 35,3,10,Jacoby Brissett middle for 2 yards (tackle by Chandler Jones),1.270,0.990
2,1:16,2,8,IND 37,3,10,Jacoby Brissett pass incomplete deep middle intended for Donte Moncrief,0.990,0.300
2,1:10,3,8,IND 37,3,10,Jacoby Brissett pass complete short right to Jack Doyle for 9 yards (tackle by Haason Reddick),0.300,0.000
2,1:02,,,,,,Timeout #2 by Indianapolis Colts,0.000,-1.990
2,1:02,1,10,IND 46,3,10,Jacoby Brissett middle for 11 yards (tackle by Tyrann Mathieu),1.990,2.720
2,0:39,1,10,ARI 43,3,10,"Jacoby Brissett pass complete short right to Robert Turbin for 9 yards (tackle by Tyvon Branch). Penalty on Anthony Castonzo: Offensive Holding, 10 yards (no play)",2.720,2.060
2,0:30,1,20,IND 47,3,10,Jacoby Brissett pass incomplete short right intended for Kamar Aiken (defended by Tyvon Branch),2.060,0.830
2,0:26,2,20,IND 47,3,10,Jacoby Brissett sacked by Chandler Jones for -8 yards,0.830,-0.890
Quarter,Time,Down,ToGo,Location,ARI,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,3,10,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,IND 25,3,10,Jacoby Brissett pass complete short right to Brandon Williams for 20 yards (tackle by Haason Reddick and Karlos Dansby),0.610,1.930
3,14:36,1,10,IND 45,3,10,Frank Gore right end for 3 yards (tackle by Haason Reddick and Karlos Dansby),1.930,1.790
3,13:58,2,7,IND 48,3,10,Jacoby Brissett pass incomplete deep left intended for Donte Moncrief,1.790,1.090
3,13:52,3,7,IND 48,3,10,Jacoby Brissett pass incomplete short left intended for Kamar Aiken (defended by Tyrann Mathieu),1.090,-0.190
3,13:48,4,7,IND 48,3,10,"Rigoberto Sanchez punts 39 yards, out of bounds",-0.190,0.320
3,13:39,1,10,ARI 13,3,10,Chris Johnson right end for 3 yards (tackle by Jeremiah George and Matthias Farley),-0.320,-0.440
3,13:03,2,7,ARI 16,3,10,Carson Palmer pass complete short left to Larry Fitzgerald for 5 yards (tackle by Matthias Farley),-0.440,-0.470
3,12:21,3,2,ARI 21,3,10,Carson Palmer pass incomplete short left intended for Andre Ellington (defended by Matthias Farley),-0.470,-1.960
3,12:16,4,2,ARI 21,3,10,"Andy Lee punts 55 yards, returned by Quan Bray for 1 yard (tackle by Budda Baker)",-1.960,-0.610
3,12:07,1,10,IND 25,3,10,Frank Gore left tackle for 13 yards (tackle by Haason Reddick and Tyvon Branch),0.610,1.470
3,11:31,1,10,IND 38,3,10,Jacoby Brissett for no gain. Deyshawn Bond fumbles,1.470,0.920
3,11:18,2,10,IND 38,3,10,Jacoby Brissett pass complete short left to Jack Doyle for 9 yards (tackle by Josh Bynes),0.920,1.420
3,10:37,3,1,IND 47,3,10,Jacoby Brissett middle for 1 yard (tackle by Karlos Dansby and Tyvon Branch),1.420,2.130
,,,,,,,"ARI challenged the first down ruling, and the play was upheld.",,
3,10:17,1,10,IND 48,3,10,Frank Gore middle for 6 yards (tackle by Chandler Jones),2.130,2.390
3,9:44,2,4,ARI 46,3,10,Jacoby Brissett left end for 2 yards (tackle by Josh Bynes),2.390,1.950
3,9:07,3,2,ARI 44,3,10,Jacoby Brissett pass incomplete short right intended for Donte Moncrief (defended by Justin Bethel),1.950,0.330
3,9:02,4,2,ARI 44,3,10,"Rigoberto Sanchez punts 31 yards, fair catch by Kerwynn Williams",0.330,0.320
3,8:54,1,10,ARI 13,3,10,Chris Johnson middle for 2 yards (tackle by Henry Anderson),-0.320,-0.570
3,8:15,2,8,ARI 15,3,10,Chris Johnson middle for 4 yards (tackle by Henry Anderson),-0.570,-0.710
3,7:36,3,4,ARI 19,3,10,Carson Palmer pass complete short left to Andre Ellington for 22 yards (tackle by Malik Hooker),-0.710,1.660
3,7:06,1,10,ARI 41,3,10,Carson Palmer sacked by Nate Hairston for -6 yards,1.660,0.310
3,6:23,2,16,ARI 35,3,10,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,0.310,-0.360
3,6:19,3,16,ARI 35,3,10,Carson Palmer pass incomplete short right intended for Jaron Brown (defended by Rashaan Melvin),-0.360,-1.040
3,6:11,4,16,ARI 35,3,10,"Andy Lee punts 42 yards, returned by Quan Bray for 6 yards (tackle by Budda Baker). Penalty on Christopher Milton: Offensive Holding, 10 yards",-1.040,0.320
3,6:00,1,10,IND 13,3,10,Jacoby Brissett pass complete short right to Jack Doyle for 4 yards (tackle by Patrick Peterson),-0.320,-0.300
3,5:27,2,6,IND 17,3,10,Jacoby Brissett pass complete short left to Kamar Aiken for 5 yards (tackle by Antoine Bethea),-0.300,-0.350
3,4:50,3,1,IND 22,3,10,Robert Turbin middle for 5 yards (tackle by Frostee Rucker),-0.350,0.740
3,4:08,1,10,IND 27,3,10,Marlon Mack left end for 2 yards (tackle by Markus Golden),0.740,0.470
3,3:32,2,8,IND 29,3,10,Jacoby Brissett pass complete short left to T.Y. Hilton for 14 yards (tackle by Justin Bethel),0.470,1.800
3,2:55,1,10,IND 43,3,10,Marlon Mack left end for 3 yards (tackle by Karlos Dansby),1.800,1.660
3,2:18,2,7,IND 46,3,10,Jacoby Brissett pass complete short left to Donte Moncrief for 15 yards (tackle by Justin Bethel),1.660,2.980
3,1:36,1,10,ARI 39,3,10,"Penalty on Jeremy Vujnovich: False Start, 5 yards (no play)",2.980,2.650
3,1:16,1,15,ARI 44,3,10,Jacoby Brissett pass complete short left to Marlon Mack for 11 yards (tackle by Justin Bethel),2.650,3.250
3,0:42,2,4,ARI 33,3,10,Marlon Mack left tackle for -3 yards (tackle by Olsen Pierre),3.250,2.150
Quarter,Time,Down,ToGo,Location,ARI,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,ARI 36,3,10,Jacoby Brissett pass complete short middle to Kamar Aiken for 12 yards (tackle by Antoine Bethea),2.150,3.970
4,14:24,1,10,ARI 24,3,10,Frank Gore middle for 2 yards (tackle by Karlos Dansby),3.970,3.700
4,13:43,2,8,ARI 22,3,10,Jacoby Brissett pass complete short right to Jack Doyle for 15 yards (tackle by Karlos Dansby),3.700,5.600
4,12:56,1,7,ARI 7,3,10,"Penalty on Jack Mewhort: False Start, 5 yards (no play)",5.600,4.640
4,12:34,1,12,ARI 12,3,10,Frank Gore middle for 1 yard (tackle by Chandler Jones and Justin Bethel),4.640,4.020
4,11:57,2,11,ARI 11,3,10,Jacoby Brissett pass incomplete short middle intended for Frank Gore,4.020,3.120
4,11:52,3,11,ARI 11,3,10,Jacoby Brissett pass incomplete short left intended for T.Y. Hilton,3.120,2.700
4,11:45,4,11,ARI 11,3,13,Adam Vinatieri 29 yard field goal good,2.700,3.000
4,11:42,,,IND 35,3,13,"Rigoberto Sanchez kicks off 61 yards, returned by Kerwynn Williams for 21 yards (tackle by Kenny Moore). Penalty on Rudy Ford: Offensive Holding, 10 yards",0.000,0.220
4,11:37,1,10,ARI 15,3,13,Andre Ellington middle for 6 yards (tackle by Jonathan Bostic),-0.220,0.210
4,11:03,2,4,ARI 21,3,13,Chris Johnson middle for 3 yards (tackle by Matthias Farley),0.210,-0.270
4,10:17,3,1,ARI 24,3,13,"Carson Palmer for 4 yards. Carson Palmer fumbles, recovered by Carson Palmer at ARI-24",-0.270,0.810
4,9:39,1,10,ARI 28,3,13,Carson Palmer sacked by Hassan Ridgeway for -6 yards,0.810,-0.550
4,8:55,2,16,ARI 22,3,13,Carson Palmer pass complete short right to Andre Ellington for -4 yards (tackle by Jabaal Sheard),-0.550,-1.960
4,8:14,3,20,ARI 18,3,13,"Carson Palmer pass complete deep right to Jaron Brown for 22 yards (tackle by Rashaan Melvin). Penalty on Jabaal Sheard: Roughing the Passer, 15 yards",-1.960,2.590
4,7:47,1,10,IND 45,9,13,"Carson Palmer pass complete deep middle to JJ Nelson for 45 yards, touchdown",2.590,7.000
4,7:38,,,IND 15,10,13,Phil Dawson kicks extra point good,0.000,0.000
4,7:38,,,ARI 35,10,13,"Phil Dawson kicks off 68 yards, returned by Quan Bray for 27 yards (tackle by Budda Baker)",0.000,-0.540
4,7:34,1,10,IND 24,10,13,"Penalty on Joe Haeg: False Start, 5 yards (no play)",0.540,0.130
4,7:34,1,15,IND 19,10,13,Frank Gore middle for -2 yards (tackle by Chandler Jones),0.130,-1.080
4,6:58,2,17,IND 17,10,13,Jacoby Brissett pass complete short left to T.Y. Hilton for 11 yards (tackle by Patrick Peterson),-1.080,-0.160
4,6:19,3,6,IND 28,10,13,Jacoby Brissett pass complete short left to Donte Moncrief for 3 yards (tackle by Budda Baker),-0.160,-1.310
4,5:44,4,3,IND 31,10,13,"Rigoberto Sanchez punts 46 yards, fair catch by Kerwynn Williams. Penalty on Kenny Moore: Unnecessary Roughness, 15 yards",-1.310,-1.470
4,5:34,1,10,ARI 38,10,13,Chris Johnson left end for 3 yards (tackle by Matthias Farley),1.470,1.330
4,4:56,2,7,ARI 41,10,13,Carson Palmer pass complete deep left to JJ Nelson for 31 yards. Penalty on Jabaal Sheard: Defensive Offside (Declined),1.330,3.710
4,4:49,1,10,IND 28,10,13,Chris Johnson middle for 5 yards (tackle by Jeremiah George),3.710,3.840
4,4:13,2,5,IND 23,10,13,Chris Johnson middle for 1 yard (tackle by Jeremiah George),3.840,3.270
4,3:35,3,4,IND 22,10,13,Carson Palmer pass incomplete short left intended for Jaron Brown (defended by Rashaan Melvin),3.270,2.070
4,3:28,4,4,IND 22,13,13,Phil Dawson 40 yard field goal good,2.070,3.000
4,3:25,,,ARI 35,13,13,"Phil Dawson kicks off 65 yards, touchback",0.000,-0.610
4,3:25,1,10,IND 25,13,13,Jacoby Brissett pass complete short right to T.Y. Hilton for 16 yards (tackle by Patrick Peterson),0.610,1.660
4,2:54,1,10,IND 41,13,13,Frank Gore left end for 2 yards (tackle by Tyvon Branch),1.660,1.390
4,2:16,2,8,IND 43,13,13,Jacoby Brissett pass incomplete,1.390,0.700
4,2:08,3,8,IND 43,13,13,Jacoby Brissett pass incomplete short left intended for Kamar Aiken,0.700,-0.520
4,2:04,4,8,IND 43,13,13,"Rigoberto Sanchez punts 42 yards, fair catch by Kerwynn Williams",-0.520,0.220
4,1:56,1,10,ARI 15,13,13,Carson Palmer pass complete short middle to Brittan Golden for 29 yards (tackle by Rashaan Melvin),-0.220,1.860
4,1:49,1,10,ARI 44,13,13,Carson Palmer pass incomplete deep left intended for Larry Fitzgerald,1.860,1.320
4,1:44,2,10,ARI 44,13,13,Carson Palmer pass incomplete deep right intended for Jaron Brown,1.320,0.630
4,1:39,3,10,ARI 44,13,13,Carson Palmer pass incomplete short middle intended for Brittan Golden,0.630,-0.460
4,1:35,4,10,ARI 44,13,13,Andy Lee punts 43 yards,-0.460,0.320
4,1:22,1,10,IND 13,13,13,Jacoby Brissett pass complete short right to Jack Doyle for 8 yards (tackle by Haason Reddick and Tyvon Branch),-0.320,0.350
4,0:55,2,2,IND 21,13,13,"Jacoby Brissett sacked by Chandler Jones for -9 yards. Jacoby Brissett fumbles (forced by Chandler Jones), recovered by Jacoby Brissett at IND-13",0.350,0.000
4,0:38,,,,,,Timeout #2 by Arizona Cardinals,0.000,0.000
4,0:38,,,,,,Timeout #1 by Indianapolis Colts,0.000,1.420
4,0:38,3,10,IND 13,13,13,Jacoby Brissett pass incomplete short middle intended for Kamar Aiken. Penalty on Anthony Castonzo: Offensive Holding (Declined),-1.420,-2.490
4,0:33,4,10,IND 13,13,13,"Rigoberto Sanchez punts 44 yards, returned by Kerwynn Williams for 6 yards (tackle by Matthias Farley)",-2.490,-2.190
4,0:25,1,10,ARI 49,13,13,Carson Palmer pass complete short middle to Jaron Brown for 20 yards (tackle by Matthias Farley),2.190,3.510
4,0:17,1,10,IND 31,13,13,Carson Palmer left guard for 3 yards (tackle by Rashaan Melvin),3.510,0.000
4,0:12,,,,,,Timeout #2 by Indianapolis Colts,0.000,-3.370
4,0:12,2,7,IND 28,13,13,"Carson Palmer kneels for -1 yards. Penalty on Quincy Wilson: Defensive 12 On-field, 5 yards (no play)",3.370,4.050
4,0:09,2,2,IND 23,13,13,Carson Palmer kneels for -1 yards,4.050,0.000
4,0:03,,,,,,Timeout #3 by Arizona Cardinals,0.000,0.000
4,0:03,,,,,,Timeout #3 by Indianapolis Colts,0.000,-3.200
4,0:03,3,3,IND 24,13,13,Phil Dawson 42 yard field goal no good,3.200,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,ARI,IND,Detail,EPB,EPA
,,,,,,,"Colts won the coin toss, Colts to receive the overtime kickoff.",,
OT,10:00,,,ARI 35,13,13,"Phil Dawson kicks off 69 yards, returned by Quan Bray for 30 yards (tackle by Justin Bethel)",0.000,-0.670
OT,9:55,1,10,IND 26,13,13,Jacoby Brissett pass incomplete short middle intended for Kamar Aiken is intercepted by Tyrann Mathieu at IND-36 and returned for 15 yards,0.670,-4.170
OT,9:47,1,10,IND 21,13,13,Chris Johnson left tackle for 1 yard (tackle by John Simon),4.170,3.760
OT,9:15,2,9,IND 20,13,13,Kerwynn Williams middle for 3 yards (tackle by John Simon),3.760,3.460
OT,8:39,3,6,IND 17,13,13,Andre Ellington middle for 5 yards (tackle by Matthias Farley),3.460,2.780
OT,8:05,4,1,IND 12,16,13,Phil Dawson 30 yard field goal good,2.780,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
