Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
2,11:02,1,10,DET 16,7,7,Sam Darnold right tackle for 13 yards (tackle by Ifeatu Melifonwu and Kerby Joseph),4.510,6.510
2,10:21,1,3,DET 3,7,7,Sam Darnold pass complete short left to Tommy Tremble for no gain (tackle by Derrick Barnes),6.510,5.530
2,9:40,2,3,DET 3,7,13,"Sam Darnold left end for 3 yards, touchdown",5.530,7.000
2,9:35,,,DET 15,7,14,Eddy Pineiro kicks extra point good,0.000,0.000
2,9:35,,,CAR 35,7,14,"Eddy Pineiro kicks off 64 yards, returned by Justin Jackson for 27 yards (tackle by Cory Littleton)",0.000,0.810
2,9:30,1,10,DET 28,7,14,D'Andre Swift up the middle for 4 yards (tackle by Marquan McCall and Bravvion Roy),0.810,0.800
2,8:52,2,6,DET 32,7,14,Jared Goff pass incomplete short left intended for Josh Reynolds (defended by Brian Burns),0.800,0.100
2,8:49,3,6,DET 32,7,14,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown (defended by Marquis Haynes),0.100,-1.240
2,8:45,4,6,DET 32,7,14,"Jack Fox punts 53 yards, returned by Shi Smith for no gain (tackle by Josh Woods)",-1.240,0.140
2,8:34,1,10,CAR 16,7,14,"Penalty on Sam Franklin: Offensive Holding, 7 yards (accepted)",-0.140,-0.380
2,8:34,1,10,CAR 8,7,14,Sam Darnold pass incomplete short right intended for Ian Thomas,-0.380,-0.780
2,8:30,2,10,CAR 8,7,14,Sam Darnold pass complete deep left to Terrace Marshall for 36 yards (tackle by Jerry Jacobs),-0.780,1.860
2,7:55,1,10,CAR 44,7,14,D'Onta Foreman up the middle for 21 yards (tackle by Ifeatu Melifonwu),1.860,3.250
2,7:15,1,10,DET 35,7,14,D'Onta Foreman left guard for 6 yards (tackle by Jeff Okudah),3.250,3.510
2,6:35,2,4,DET 29,7,14,D'Onta Foreman left guard for 1 yard (tackle by Malcolm Rodriguez),3.510,2.940
2,5:54,3,3,DET 28,7,14,Sam Darnold left tackle for 2 yards (tackle by Alex Anzalone),2.940,1.890
2,5:08,4,1,DET 26,7,14,Sam Darnold up the middle for 3 yards (tackle by Malcolm Rodriguez),1.890,4.040
2,4:30,1,10,DET 23,7,14,D'Onta Foreman left tackle for 2 yards (tackle by Benito Jones),4.040,3.770
2,3:50,2,8,DET 21,7,14,Sam Darnold pass complete short left to Raheem Blackshear for 12 yards (tackle by Ifeatu Melifonwu),3.770,5.140
2,3:02,1,9,DET 9,7,14,D'Onta Foreman left tackle for no gain (tackle by John Cominsky and Jeff Okudah),5.140,4.380
2,2:18,2,9,DET 9,7,14,"Sam Darnold pass incomplete intended for Ian Thomas. Penalty on Jerry Jacobs: Defensive Holding, 5 yards (accepted) (no play)",4.380,6.280
2,2:12,1,4,DET 4,7,20,"D'Onta Foreman up the middle for 4 yards, touchdown",6.280,7.000
2,2:08,,,DET 15,7,21,Eddy Pineiro kicks extra point good,0.000,0.000
2,2:08,,,CAR 35,7,21,"Eddy Pineiro kicks off 65 yards, touchback., touchback.",0.000,0.610
2,2:08,1,10,DET 25,7,21,Jared Goff pass complete to Jamaal Williams for no gain (tackle by Shaq Thompson),0.610,0.130
2,2:00,2,9,DET 25,7,21,D'Andre Swift left guard for 1 yard (tackle by Matthew Ioannidis),0.130,-0.490
2,1:53,,,,,,Timeout #1 by Carolina Panthers,,
2,1:53,3,9,DET 26,7,21,Jared Goff pass complete short right to Amon-Ra St. Brown for 8 yards (tackle by Jeremy Chinn),-0.490,-1.110
2,1:10,4,1,DET 34,7,21,"Jack Fox punts 52 yards, returned by Shi Smith for no gain (tackle by Josh Woods)",-1.110,0.280
2,0:59,1,10,CAR 14,7,21,Chuba Hubbard left guard for 4 yards (tackle by Aidan Hutchinson and John Cominsky),-0.280,-0.210
2,0:37,2,6,CAR 18,7,21,Chuba Hubbard right tackle for 33 yards (tackle by Kerby Joseph),-0.210,2.320
2,0:31,,,,,,Timeout #2 by Carolina Panthers,,
2,0:31,1,10,DET 49,7,21,Sam Darnold pass complete short right to Terrace Marshall for 19 yards (tackle by Jeff Okudah),2.320,3.580
2,0:25,1,10,DET 30,7,21,Sam Darnold pass incomplete short right intended for Shi Smith,3.580,3.030
2,0:16,2,10,DET 30,7,21,"Sam Darnold pass incomplete short right intended for D.J. Moore. Penalty on Bradley Bozeman: Offensive Holding, 10 yards (accepted) (no play)",3.030,1.680
2,12:46,2,20,DET 40,7,21,"Sam Darnold pass incomplete deep left intended for Stephen Sullivan. Penalty on Chris Board: Illegal Contact, 5 yards (accepted) (no play)",1.680,3.250
2,0:01,1,10,DET 35,7,21,Sam Darnold pass complete short left to Shi Smith for 17 yards (tackle by Will Harris),3.250,4.370
2,0:06,,,,,,Timeout #3 by Carolina Panthers,,
2,0:06,1,10,DET 18,7,21,Sam Darnold pass incomplete deep right intended for D.J. Moore,4.370,3.800
2,0:02,2,10,DET 18,7,24,Eddy Pineiro 37 yard field goal good,3.800,3.000
Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,7,24,"Eddy Pineiro kicks off 65 yards, returned by Justin Jackson for 30 yards (tackle by T.J. Carrie and Stephen Sullivan)",0.000,0.940
3,14:55,1,10,DET 30,7,24,Jared Goff pass complete short right to Josh Reynolds for 5 yards (tackle by Jaycee Horn),0.940,1.070
3,14:20,2,5,DET 35,7,24,Jamaal Williams right tackle for 2 yards (tackle by Myles Hartsfield),1.070,0.630
3,13:35,3,3,DET 37,7,24,Jared Goff sacked by Brian Burns for -10 yards,0.630,-1.570
3,12:54,4,13,DET 27,7,24,"Jack Fox punts 47 yards, recovered by C.J. Henderson at CAR-26",-1.570,-0.670
3,12:46,1,10,CAR 26,7,24,D'Onta Foreman left tackle for 15 yards (tackle by Alex Anzalone),0.670,1.660
3,12:05,1,10,CAR 41,7,24,Sam Darnold pass complete to D.J. Moore for 2 yards (tackle by Jerry Jacobs),1.660,1.390
3,11:25,2,8,CAR 43,7,24,D.J. Moore left end for 8 yards (tackle by Kerby Joseph),1.390,2.320
3,10:40,1,10,DET 49,7,24,Sam Darnold pass incomplete short right,2.320,1.780
3,10:33,2,10,DET 49,7,24,Chuba Hubbard left tackle for -3 yards (tackle by Ifeatu Melifonwu),1.780,0.700
3,9:52,3,13,CAR 48,7,24,Sam Darnold pass complete deep left to D.J. Moore for 47 yards (tackle by Jeff Okudah),0.700,6.060
3,9:19,1,5,DET 5,7,30,"Sam Darnold pass complete short left to D.J. Moore for 5 yards, touchdown",6.060,7.000
3,9:12,,,DET 15,7,31,Eddy Pineiro kicks extra point good,0.000,0.000
3,9:12,,,CAR 35,7,31,"Eddy Pineiro kicks off 65 yards, returned by Justin Jackson for 21 yards (tackle by Marquis Haynes)",0.000,0.340
3,9:07,1,10,DET 21,7,31,Jared Goff sacked by Brian Burns for -9 yards,0.340,-1.440
3,8:25,2,19,DET 12,7,31,Jared Goff pass incomplete short left intended for D'Andre Swift,-1.440,-2.470
3,8:22,3,19,DET 12,7,31,Jared Goff pass incomplete short left intended for Jameson Williams,-2.470,-2.490
3,8:16,4,19,DET 12,7,31,"Jack Fox punts 54 yards, returned by Raheem Blackshear for 11 yards (tackle by Josh Woods)",-2.490,-1.930
3,8:05,1,10,CAR 45,7,31,D'Onta Foreman right tackle for 3 yards (tackle by Benito Jones),1.930,1.790
3,7:23,2,7,CAR 48,7,31,Sam Darnold pass incomplete short right intended for Terrace Marshall (defended by Jerry Jacobs),1.790,1.090
3,7:15,3,7,CAR 48,7,31,Sam Darnold pass complete short left to Laviska Shenault for no gain (tackle by Jerry Jacobs and John Cominsky),1.090,-0.190
3,6:30,4,7,CAR 48,7,31,"Johnny Hekker punts 52 yards, touchback.",-0.190,-0.280
3,6:21,1,10,DET 20,7,31,Jared Goff pass incomplete short right intended for Shane Zylstra (defended by Bravvion Roy),0.280,-0.270
3,6:18,2,10,DET 20,7,31,Jared Goff pass complete short middle to James Mitchell for 9 yards (tackle by Xavier Woods and Shaq Thompson),-0.270,0.230
3,5:40,3,1,DET 29,7,31,Jared Goff pass complete deep left to Kalif Raymond for 56 yards (tackle by Jaycee Horn),0.230,4.580
3,5:08,1,10,CAR 15,7,31,Jamaal Williams up the middle for 3 yards (tackle by Yetur Gross-Matos),4.580,4.450
3,4:35,2,7,CAR 12,7,31,Jared Goff pass complete short left to Amon-Ra St. Brown for 2 yards (tackle by Jaycee Horn),4.450,4.000
3,3:55,3,5,CAR 10,7,31,Jared Goff pass complete short left to Jamaal Williams for 3 yards (tackle by Jaycee Horn),4.000,3.000
3,3:17,4,2,CAR 7,13,31,"Jared Goff pass complete short right to Shane Zylstra for 7 yards, touchdown",3.000,7.000
3,3:09,,,CAR 2,13,31,"Two Point Attempt: Justin Jackson rushes, conversion fails.",1.000,-1.000
3,3:09,,,DET 35,13,31,"Jack Fox kicks off 63 yards, returned by Raheem Blackshear for 29 yards (tackle by Chris Board and Kerby Joseph)",0.000,1.000
3,3:02,1,10,CAR 31,13,31,D'Onta Foreman left tackle for 1 yard (tackle by Alex Anzalone),1.000,0.600
3,2:20,2,9,CAR 32,13,31,Sam Darnold pass complete short left to D.J. Moore for 14 yards (tackle by Mike Hughes),0.600,1.990
3,1:40,1,10,CAR 46,13,31,D'Onta Foreman left tackle for no gain (tackle by Isaiah Buggs),1.990,1.450
3,1:28,2,10,CAR 46,13,31,"Penalty on Isaiah Buggs: Personal Foul / Defense, 15 yards (accepted)",1.450,2.980
3,1:06,1,10,DET 39,13,31,Raheem Blackshear left end for -3 yards (tackle by Alex Anzalone and Aidan Hutchinson),2.980,2.040
3,0:21,2,13,DET 42,13,31,Chuba Hubbard up the middle for 2 yards (tackle by Alim McNeill and Malcolm Rodriguez),2.040,1.620
Quarter,Time,Down,ToGo,Location,DET,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,11,DET 40,13,31,Sam Darnold pass complete short right to D.J. Moore for 15 yards,1.620,3.910
4,14:55,1,10,DET 25,13,31,Chuba Hubbard up the middle for 3 yards (tackle by James Houston),3.910,3.770
4,14:04,2,7,DET 22,13,31,D'Onta Foreman right guard for no gain (tackle by Mike Hughes and Malcolm Rodriguez),3.770,3.070
4,13:21,3,7,DET 22,13,31,Sam Darnold pass incomplete short left intended for D.J. Moore,3.070,1.990
4,13:17,4,7,DET 22,13,34,Eddy Pineiro 40 yard field goal good,1.990,3.000
4,13:13,,,CAR 35,13,34,"Eddy Pineiro kicks off 59 yards, returned by Justin Jackson for 42 yards (tackle by T.J. Carrie)",0.000,2.130
4,13:05,1,10,DET 48,13,34,Jared Goff pass complete deep right to Josh Reynolds for 26 yards (tackle by Jaycee Horn),2.130,3.840
4,12:36,1,10,CAR 26,13,34,Jared Goff up the middle for 14 yards (tackle by Myles Hartsfield),3.840,4.780
4,11:56,1,10,CAR 12,13,34,"Jared Goff pass incomplete short right intended for Amon-Ra St. Brown. Penalty on Evan Brown: Offensive penalty, 5 yards (declined)",4.780,4.100
4,11:56,2,10,CAR 12,13,34,Jared Goff scrambles for 1 yard (tackle by Frankie Luvu),4.100,3.290
4,11:13,3,9,CAR 11,13,34,D'Andre Swift up the middle for 4 yards (tackle by Frankie Luvu and Matthew Ioannidis),3.290,2.980
4,10:28,4,5,CAR 7,13,34,"Jared Goff pass incomplete intended for Josh Reynolds (defended by Xavier Woods). Penalty on Josh Reynolds: Offensive Pass Interference, 10 yards (declined)",2.980,0.380
4,10:28,1,10,CAR 7,13,34,D'Onta Foreman up the middle for 8 yards (tackle by Isaiah Buggs and Derrick Barnes),-0.380,-0.140
4,9:40,2,2,CAR 15,13,34,D'Onta Foreman left tackle for 4 yards (tackle by Isaiah Buggs and Alim McNeill),-0.140,0.150
4,8:54,1,10,CAR 19,13,34,Sam Darnold pass complete short right to Laviska Shenault for 43 yards (tackle by John Cominsky),0.150,3.050
4,7:38,1,10,DET 38,13,34,Chuba Hubbard up the middle for 4 yards (tackle by Josh Paschal and Derrick Barnes),3.050,3.050
4,7:19,2,6,DET 34,13,34,D'Onta Foreman right guard for 1 yard (tackle by Isaiah Buggs and Josh Paschal),3.050,2.480
4,6:31,3,5,DET 33,13,34,Chuba Hubbard left guard for 1 yard (tackle by Isaiah Buggs and Alim McNeill),2.480,1.270
4,5:41,4,4,DET 32,13,34,"Penalty on CAR: Delay of Game, 5 yards (accepted) (no play)",1.270,0.790
4,5:43,4,9,DET 37,13,34,Johnny Hekker punts 24 yards out of bounds,0.790,0.320
4,5:36,1,10,DET 13,13,34,Jared Goff pass complete short middle to Shane Zylstra for 5 yards (tackle by Jeremy Chinn),-0.320,-0.210
4,5:17,2,6,DET 18,13,34,Jared Goff pass complete deep left to DJ Chark for 51 yards (tackle by Shaq Thompson),-0.210,3.510
4,4:51,1,10,CAR 31,13,34,Jared Goff pass complete short right to Amon-Ra St. Brown for 3 yards (tackle by Keith Taylor),3.510,3.370
4,4:27,2,7,CAR 28,13,34,Jared Goff pass complete short right to Shane Zylstra for 10 yards (tackle by Frankie Luvu),3.370,4.370
4,4:22,1,10,CAR 18,13,34,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,4.370,3.800
4,4:19,2,10,CAR 18,13,34,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown (defended by Xavier Woods),3.800,3.050
4,4:15,3,10,CAR 18,13,34,Jared Goff pass complete short middle to D'Andre Swift for 13 yards (tackle by Frankie Luvu),3.050,6.060
4,3:53,1,5,CAR 5,13,34,"Jared Goff pass incomplete intended for Josh Reynolds. Penalty on Myles Hartsfield: Defensive Pass Interference, 4 yards (accepted) (no play)",6.060,6.970
4,3:50,1,1,CAR 1,19,34,"Jared Goff pass complete short left to Shane Zylstra for 1 yard, touchdown",6.970,7.000
4,3:46,,,CAR 15,20,34,Michael Badgley kicks extra point good,0.000,0.000
4,3:46,,,DET 35,20,34,"Michael Badgley kicks onside 15 yards, returned by D.J. Moore for no gain",0.000,2.260
4,3:45,1,10,CAR 50,20,34,D'Onta Foreman up the middle for 1 yard (tackle by Alim McNeill and Ifeatu Melifonwu),2.260,1.850
4,3:41,,,,,,Timeout #1 by Detroit Lions,,
4,3:41,2,9,DET 49,20,34,D'Onta Foreman right guard for 28 yards (tackle by Kerby Joseph and Alex Anzalone),1.850,4.170
4,2:53,1,10,DET 21,20,34,Sam Darnold left guard for -1 yards (tackle by Malcolm Rodriguez and Alim McNeill),4.170,3.490
4,2:48,,,,,,Timeout #2 by Detroit Lions,,
4,2:48,2,11,DET 22,20,34,Chuba Hubbard right tackle for 9 yards (tackle by Aidan Hutchinson),3.490,4.240
4,2:42,,,,,,Timeout #3 by Detroit Lions,,
4,2:42,3,2,DET 13,20,34,D'Onta Foreman right guard for no gain (tackle by Romeo Okwara),4.240,2.690
4,2:00,4,2,DET 13,20,34,"Penalty on Sam Darnold: False Start, 5 yards (accepted)",2.690,2.250
4,2:00,4,7,DET 18,20,37,Eddy Pineiro 36 yard field goal good,2.250,3.000
4,1:56,,,CAR 35,20,37,"Eddy Pineiro kicks off 63 yards, returned by Justin Jackson for 20 yards (tackle by Damien Wilson)",0.000,0.410
4,1:51,1,10,DET 22,20,37,"Jared Goff pass complete to DJ Chark for 14 yards (tackle by Xavier Woods) Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.410,1.330
4,1:36,1,10,DET 36,20,37,Jared Goff pass incomplete short left intended for D'Andre Swift,1.330,0.790
4,1:29,2,10,DET 36,20,37,Jared Goff pass complete short middle to Amon-Ra St. Brown for 18 yards (tackle by Shaq Thompson),0.790,2.520
4,1:06,1,10,CAR 46,20,37,Jared Goff pass incomplete short right intended for D'Andre Swift,2.520,1.980
4,1:05,,,,,,Timeout #1 by Carolina Panthers,,
4,1:05,2,10,CAR 46,20,37,"Jared Goff sacked by Yetur Gross-Matos for no gain. Penalty on Yetur Gross-Matos: Personal Foul / Defense, 15 yards (accepted) (no play)",1.980,3.510
4,0:55,1,10,CAR 31,20,37,"Jared Goff pass incomplete intended for Amon-Ra St. Brown. Penalty on Derrick Brown: Personal Foul / Defense, 15 yards (accepted) (no play)",3.510,4.510
4,0:53,1,10,CAR 16,20,37,Jared Goff pass incomplete short left intended for Amon-Ra St. Brown,4.510,3.900
4,0:50,2,10,CAR 16,20,37,Jared Goff pass incomplete deep right intended for D'Andre Swift,3.900,3.080
4,0:44,3,10,CAR 16,20,37,Jared Goff pass incomplete short middle intended for Justin Jackson,3.080,2.380
4,0:40,4,10,CAR 16,23,37,Michael Badgley 34 yard field goal good,2.380,3.000
4,0:36,,,DET 35,23,37,"Michael Badgley kicks onside 8 yards, returned by Laviska Shenault for no gain",0.000,3.050
4,0:35,1,10,DET 38,23,37,Sam Darnold kneels for -1 yards,3.050,2.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
