Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
1,2:44,1,10,DET 33,7,7,"Joey Harrington pass incomplete intended for Scotty Anderson. Penalty on Renaldo Hill: Defensive Pass Interference, 30 yards (no play)",1.140,3.120
1,2:38,1,10,ARI 37,7,7,James Stewart right tackle for 1 yard (tackle by Ronald McKinnon and Adrian Wilson),3.120,2.710
1,2:03,2,9,ARI 36,7,7,Joey Harrington pass complete to Mikhael Ricks for 7 yards (tackle by Renaldo Hill),2.710,2.940
1,1:20,3,2,ARI 29,7,7,--,2.940,6.060
1,0:49,1,5,ARI 5,7,7,Joey Harrington pass complete to Eddie Drummond for -1 yards (tackle by Kwamie Lassiter),6.060,4.950
1,0:13,2,6,ARI 6,13,7,"Joey Harrington pass complete to Mikhael Ricks for 6 yards, touchdown",4.950,7.000
1,0:13,,,ARI 6,14,7,Jason Hanson kicks extra point good,0.000,0.000
1,0:13,,,DET 30,14,7,"Jason Hanson kicks off 59 yards, returned by Damien Anderson for 19 yards (tackle by Kalimba Edwards). Penalty on Johnny Rutledge: Offensive Holding, 10 yards",0.000,0.280
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 20,14,7,Marcel Shipp right tackle for 3 yards (tackle by Chris Claiborne),0.280,0.140
2,14:23,2,7,ARI 23,14,7,Jake Plummer pass incomplete intended for Steve Bush,0.140,-0.560
2,14:19,3,7,ARI 23,14,7,Jake Plummer left end for 11 yards (tackle by Jeff Gooch),-0.560,1.200
2,13:32,1,10,ARI 34,14,7,Marcel Shipp right guard for 2 yards (tackle by Chris Claiborne and James Hall),1.200,0.930
2,12:56,2,8,ARI 36,14,7,Jake Plummer sacked by Shaun Rogers and Chris Claiborne for -12 yards,0.930,-1.350
2,12:21,3,20,ARI 24,14,7,Jake Plummer pass incomplete (defended by Robert Porcher),-1.350,-1.770
2,12:21,4,20,ARI 24,14,7,"Scott Player punts 46 yards, returned by Eddie Drummond for 8 yards (tackle by Mike Banks)",-1.770,-1.470
2,12:07,1,10,DET 38,14,7,Joey Harrington pass incomplete intended for Bill Schroeder,1.470,0.920
2,12:01,2,10,DET 38,14,7,Joey Harrington pass incomplete intended for John Owens (defended by Marcus Bell),0.920,0.230
2,11:57,3,10,DET 38,14,7,Joey Harrington pass complete to Cory Schlesinger for 7 yards (tackle by Renaldo Hill and Michael Young),0.230,-0.390
2,11:30,4,3,DET 45,14,7,"John Jett punts 39 yards, returned by Arnold Jackson for no gain. Penalty on DET: Offensive 12 On-field, 5 yards (no play)",-0.390,-0.720
2,11:23,4,8,DET 40,14,7,"John Jett punts 39 yards, returned by Arnold Jackson for 4 yards (tackle by Eddie Drummond)",-0.720,-0.610
2,11:14,1,10,ARI 25,14,7,Marcel Shipp left guard for no gain (tackle by Robert Porcher),0.610,0.060
2,10:41,2,10,ARI 25,14,7,Jake Plummer pass incomplete intended for Freddie Jones,0.060,-0.620
2,10:38,3,10,ARI 25,14,7,Jake Plummer pass incomplete intended for Nate Poole,-0.620,-1.700
2,10:33,4,10,ARI 25,14,7,"Scott Player punts 42 yards, fair catch by Eddie Drummond",-1.700,-1.140
2,10:24,1,10,DET 33,14,7,James Stewart left guard for 7 yards (tackle by Raynoch Thompson and Ronald McKinnon),1.140,1.540
2,9:45,2,3,DET 40,14,7,Joey Harrington pass complete to Mikhael Ricks for 10 yards (tackle by Adrian Wilson),1.540,2.260
2,9:04,1,10,,14,7,Joey Harrington pass complete to James Stewart for 28 yards (tackle by Michael Young and Kwamie Lassiter),2.260,4.110
2,9:04,1,10,ARI 22,14,7,James Stewart left end for 4 yards (tackle by Michael Young and David Barrett),4.110,4.130
2,7:41,2,6,ARI 18,14,7,James Stewart left guard for 3 yards (tackle by Marcus Bell),4.130,3.930
2,7:02,3,3,ARI 15,14,7,Joey Harrington pass incomplete intended for James Stewart,3.930,2.540
2,6:56,4,3,ARI 15,14,7,Jason Hanson 33 yard field goal no good,2.540,-0.540
2,6:52,1,10,ARI 24,14,7,Jake Plummer pass complete to Jason McAddley for 8 yards (tackle by Todd Lyght),0.540,1.080
2,6:19,2,2,ARI 32,14,7,Marcel Shipp right tackle for 3 yards (tackle by Shaun Rogers and Chris Claiborne),1.080,1.270
2,5:44,1,10,ARI 35,14,7,Jake Plummer pass incomplete intended for Kevin Kasper is intercepted by Todd Lyght at 50 and returned for 31 yards,1.270,-4.310
2,5:32,1,10,ARI 19,14,7,"Joey Harrington pass complete to Bill Schroeder for 6 yards (tackle by Kwamie Lassiter). Penalty on Michael Young: Defensive Holding, 5 yards (no play)",4.310,4.650
2,5:08,1,10,ARI 14,14,7,--,4.650,5.090
2,5:08,2,4,ARI 8,14,7,"Penalty on Stockar McDougle: False Start, 5 yards (no play)",5.090,4.160
2,4:11,2,9,ARI 13,14,7,Joey Harrington pass complete to Mikhael Ricks for 6 yards (tackle by Raynoch Thompson),4.160,4.500
2,3:31,3,3,ARI 7,14,7,Joey Harrington pass incomplete intended for James Stewart (defended by Raynoch Thompson),4.500,2.990
2,3:24,4,3,ARI 7,17,7,Jason Hanson 26 yard field goal good,2.990,3.000
2,3:24,,,DET 30,17,7,"Jason Hanson kicks off 70 yards, returned by Kevin Kasper for 20 yards (tackle by Donte Curry)",0.000,0.280
2,3:14,1,10,ARI 20,17,7,Jake Plummer pass complete to Marcel Shipp for 12 yards,0.280,1.070
2,2:43,1,10,ARI 32,17,7,Jake Plummer left end for 1 yard,1.070,0.660
2,2:21,2,9,ARI 33,17,7,Jake Plummer pass incomplete intended for Jason McAddley,0.660,-0.030
2,2:16,3,9,ARI 33,17,7,Jake Plummer pass complete to Kevin Kasper for 19 yards,-0.030,2.390
2,2:00,1,10,DET 48,17,7,Jake Plummer pass incomplete intended for Damien Anderson,2.390,1.850
2,1:56,2,10,DET 48,17,7,Jake Plummer pass incomplete intended for Kevin Kasper (defended by Chris Claiborne),1.850,1.160
2,1:53,3,10,DET 48,17,7,Jake Plummer pass incomplete intended for Jason McAddley,1.160,0.070
2,1:44,4,10,DET 48,17,7,"Scott Player punts 34 yards, muffed catch by Eddie Drummond, recovered by Justin Lucas and returned for no gain",0.070,4.440
2,1:34,1,10,DET 17,17,7,Marcel Shipp right end for 5 yards (tackle by Corey Harris),4.440,4.690
2,0:53,2,5,DET 12,17,7,Jake Plummer pass complete to Joel Makovicka for 2 yards (tackle by Donte Curry),4.690,4.340
2,0:45,2,5,DET 12,,,Timeout #1 by Arizona Cardinals,4.690,4.340
2,0:45,3,3,DET 10,17,13,"Jake Plummer pass complete to Nate Poole for 10 yards, touchdown",4.340,7.000
2,0:45,,,DET 10,17,14,Bill Gramatica kicks extra point good,0.000,0.000
2,0:45,,,ARI 30,17,14,"Bill Gramatica kicks off 62 yards, returned by Eddie Drummond for 20 yards (tackle by Kwamie Lassiter)",0.000,0.810
2,0:31,1,10,DET 28,17,14,Joey Harrington pass complete to James Stewart for -1 yards (tackle by Justin Lucas),0.810,0.130
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,17,14,--,0.000,3.510
3,14:50,1,10,ARI 31,17,14,--,3.510,3.370
3,14:06,2,7,ARI 28,17,14,--,3.370,4.050
3,13:47,2,2,ARI 23,17,14,Joey Harrington pass complete to Cory Schlesinger for 10 yards (tackle by Michael Young),4.050,4.710
3,12:56,1,10,ARI 13,17,14,Joey Harrington pass complete to James Stewart for 7 yards (tackle by Renaldo Hill),4.710,5.340
3,12:13,2,3,ARI 6,17,14,James Stewart right guard for 3 yards (tackle by Raynoch Thompson and Wendell Bryant),5.340,6.510
3,11:29,1,3,ARI 3,17,14,Joey Harrington pass complete to Cory Schlesinger for 1 yard (tackle by Raynoch Thompson),6.510,5.720
3,11:01,2,2,ARI 2,17,14,James Stewart pass incomplete,5.720,4.950
,,,,,,,"DET challenged the ruling, and the original play was overturned.",,
3,10:56,3,2,ARI 2,17,14,Joey Harrington pass incomplete intended for Mikhael Ricks,4.950,3.250
3,10:56,4,2,ARI 2,20,14,Jason Hanson 20 yard field goal good,3.250,3.000
3,10:56,,,DET 30,20,14,"Jason Hanson kicks off 59 yards, returned by Damien Anderson for 14 yards (tackle by Jeff Gooch)",0.000,0.610
3,10:42,1,10,ARI 25,20,14,Marcel Shipp right tackle for 2 yards (tackle by Luther Elliss and Barrett Green),0.610,0.330
3,10:06,2,8,ARI 27,20,14,Jake Plummer pass complete to Jason McAddley for 19 yards (tackle by Todd Lyght),0.330,1.990
3,9:22,1,10,ARI 46,20,14,Marcel Shipp right guard for 3 yards (tackle by James Hall),1.990,1.860
3,8:42,2,7,ARI 49,20,14,Marcel Shipp left guard for 11 yards (tackle by Corey Harris),1.860,2.920
3,7:57,1,10,DET 40,20,14,Kevin Kasper right end for 9 yards (tackle by Todd Lyght),2.920,3.590
3,7:31,2,1,DET 31,20,14,Joel Makovicka right guard for 22 yards (tackle by Todd Lyght),3.590,5.140
3,6:47,2,1,DET 31,,,Timeout #1 by Arizona Cardinals,3.590,5.140
3,6:47,1,9,DET 9,20,14,Marcel Shipp left end for 1 yard (tackle by James Hall),5.140,4.570
3,6:04,2,8,DET 8,20,14,Jake Plummer pass incomplete intended for Freddie Jones,4.570,3.580
3,5:58,3,8,DET 8,20,14,Jake Plummer sacked by James Hall for -3 yards,3.580,2.700
3,5:27,4,11,DET 11,20,17,Bill Gramatica 29 yard field goal good,2.700,3.000
3,5:27,,,ARI 30,20,17,"Bill Gramatica kicks off 55 yards, returned by Eddie Drummond for 32 yards (tackle by Michael Young)",0.000,2.060
3,5:10,1,10,DET 47,20,17,Joey Harrington pass incomplete intended for James Stewart,2.060,1.520
3,5:07,2,10,DET 47,20,17,"Penalty on Wendell Bryant: Encroachment, 5 yards (no play)",1.520,2.190
3,5:07,2,5,ARI 48,20,17,James Stewart right end for no gain (tackle by Renaldo Hill and Ronald McKinnon),2.190,1.490
3,4:28,3,5,ARI 48,20,17,Joey Harrington pass incomplete intended for Mikhael Ricks,1.490,0.070
3,4:24,4,5,ARI 48,20,17,"John Jett punts 48 yards, touchback",0.070,-0.280
3,4:13,1,10,ARI 20,20,17,Jake Plummer pass complete to Nate Poole for 11 yards,0.280,1.000
3,3:46,1,10,ARI 31,20,17,Jake Plummer pass incomplete intended for Jason McAddley,1.000,0.460
3,3:41,2,10,ARI 31,20,17,Jake Plummer pass complete to Freddie Jones for 8 yards (tackle by Chris Cash and Chris Claiborne),0.460,0.830
3,3:05,3,2,ARI 39,20,17,Jake Plummer sacked by Kalimba Edwards for -9 yards,0.830,-1.370
3,2:33,4,11,ARI 30,20,17,"Scott Player punts 48 yards, returned by Eddie Drummond for 14 yards (tackle by Joel Makovicka)",-1.370,-1.330
3,2:23,1,10,DET 36,20,17,James Stewart right end for 15 yards (tackle by Kwamie Lassiter),1.330,2.320
3,1:46,1,10,ARI 49,20,17,James Stewart right guard for 2 yards (tackle by Michael Young and Marcus Bell),2.320,2.050
3,1:09,2,8,ARI 47,20,17,Joey Harrington pass complete to Scotty Anderson for 10 yards (tackle by Justin Lucas),2.050,3.120
3,0:35,1,10,ARI 37,20,17,James Stewart right end for -1 yards (tackle by Raynoch Thompson and Barron Tanner),3.120,2.440
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,ARI 38,20,17,Joey Harrington pass incomplete,2.440,1.750
4,14:56,3,11,ARI 38,20,17,Joey Harrington pass incomplete intended for Bill Schroeder,1.750,0.720
4,14:49,4,11,ARI 38,20,17,"John Jett punts 26 yards, returned by Arnold Jackson for 4 yards",0.720,0.140
4,14:40,1,10,ARI 16,20,17,Marcel Shipp left guard for 1 yard (tackle by Shaun Rogers and Robert Porcher),-0.140,-0.510
4,14:03,2,9,ARI 17,20,17,"Marcel Shipp left end for -1 yards (tackle by Barrett Green). Penalty on Freddie Jones: Offensive Holding, 7 yards",-0.510,-1.290
4,13:44,2,17,ARI 9,20,17,Jake Plummer pass complete to Marcel Shipp for 13 yards (tackle by Todd Lyght),-1.290,-0.570
4,12:55,3,4,ARI 22,20,17,Jake Plummer pass complete to Jason McAddley for 7 yards (tackle by Corey Harris),-0.570,0.870
4,12:19,1,10,ARI 29,20,17,Marcel Shipp left guard for -1 yards (tackle by Luther Elliss and Antwan Lake),0.870,0.190
4,11:38,2,11,ARI 28,20,17,Jake Plummer pass complete to Nate Poole for 3 yards (tackle by Chris Cash),0.190,-0.100
4,10:59,3,8,ARI 31,20,17,Jake Plummer pass incomplete intended for Nate Poole (defended by Chris Cash),-0.100,-1.310
4,10:51,4,8,ARI 31,20,17,"Scott Player punts 49 yards, fair catch by Eddie Drummond",-1.310,-0.280
4,10:44,1,10,DET 20,20,17,Rafael Cooper left end for 1 yard (tackle by Michael Young),0.280,-0.130
4,10:06,2,9,DET 21,20,17,--,-0.130,-1.140
4,9:30,3,11,DET 19,20,17,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Renaldo Hill),-1.140,-2.140
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
4,9:11,4,11,DET 19,20,17,"John Jett punts 40 yards, returned by Arnold Jackson for no gain",-2.140,-1.660
4,9:01,1,10,ARI 41,20,17,Joel Makovicka middle for 5 yards (tackle by Donte Curry),1.660,1.800
4,8:26,2,5,ARI 46,20,17,Jake Plummer pass incomplete intended for Jason McAddley,1.800,1.090
4,8:19,3,5,ARI 46,20,17,Jake Plummer pass complete to Nate Poole for 6 yards (tackle by Chris Cash),1.090,2.390
4,7:49,1,10,DET 48,20,17,Marcel Shipp right tackle for 5 yards (tackle by Barrett Green and Kalimba Edwards),2.390,2.520
4,7:03,2,5,DET 43,20,17,Marcel Shipp right tackle for 2 yards (tackle by Donte Curry and Chris Claiborne),2.520,2.080
4,6:49,3,3,DET 41,20,17,Marcel Shipp left end for 2 yards (tackle by Corey Harris and Jeff Gooch),2.080,0.660
4,5:52,3,3,DET 41,,,Timeout #2 by Detroit Lions,2.080,0.660
4,5:52,4,1,DET 39,20,17,Marcel Shipp middle for 1 yard (tackle by Travis Kirschke and Barrett Green),0.660,3.050
4,5:31,1,10,DET 38,20,17,"Marcel Shipp left end for 7 yards. Penalty on Joel Makovicka: Illegal Motion, 5 yards (no play)",3.050,2.720
4,5:11,1,15,DET 43,20,17,Jake Plummer pass incomplete intended for Jason McAddley,2.720,1.830
4,5:01,2,15,DET 43,20,17,Jake Plummer pass complete to Freddie Jones for 17 yards,1.830,3.840
4,4:14,1,10,DET 26,20,17,Marcel Shipp right tackle for 2 yards (tackle by Chris Claiborne),3.840,3.570
4,3:34,2,8,DET 24,20,17,Jake Plummer pass incomplete intended for Jason McAddley (defended by Todd Lyght),3.570,2.870
4,3:29,3,8,DET 24,20,17,Jake Plummer pass incomplete intended for Jason McAddley,2.870,1.870
4,3:27,4,8,DET 24,20,20,Bill Gramatica 41 yard field goal good,1.870,3.000
4,3:27,,,ARI 30,20,20,--,0.000,0.870
4,3:15,1,10,DET 29,20,20,Joey Harrington pass incomplete intended for Cory Schlesinger (defended by Fred Wakefield),0.870,0.330
4,3:10,2,10,DET 29,20,20,Joey Harrington pass complete to Cory Schlesinger for no gain,0.330,-0.360
4,2:25,3,10,DET 29,20,20,Joey Harrington pass incomplete intended for Germane Crowell,-0.360,-1.440
4,2:21,4,10,DET 29,20,20,"John Jett punts 40 yards, returned by Arnold Jackson for no gain",-1.440,-1.000
4,2:21,1,10,ARI 31,20,20,Jake Plummer pass complete to Kevin Kasper for 7 yards (tackle by Todd Lyght),1.000,1.410
4,2:06,2,3,ARI 38,20,20,Jake Plummer sacked by Chris Claiborne for -7 yards,1.410,-0.230
4,2:00,3,10,ARI 31,20,20,Jake Plummer pass complete to Nate Poole for 7 yards (tackle by Chris Claiborne and Barrett Green),-0.230,-0.850
4,1:13,4,3,ARI 38,20,20,"Scott Player punts 43 yards, fair catch by Eddie Drummond",-0.850,-0.150
4,1:05,1,10,DET 19,20,20,Joey Harrington pass complete to Cory Schlesinger for 4 yards (tackle by David Barrett),0.150,0.210
4,0:45,2,6,DET 23,20,20,Joey Harrington pass complete to Bill Schroeder for 7 yards (tackle by Justin Lucas and Wendell Bryant),0.210,0.940
4,0:37,2,6,DET 23,,,Timeout #3 by Detroit Lions,0.210,0.940
4,0:37,1,10,DET 30,20,20,Joey Harrington pass incomplete intended for Cory Schlesinger (defended by Fred Wakefield),0.940,0.390
4,0:33,2,10,DET 30,20,20,Joey Harrington pass incomplete intended for Scotty Anderson,0.390,-0.300
4,0:33,3,10,DET 30,20,20,Joey Harrington pass incomplete intended for Germane Crowell,-0.300,-1.370
4,0:33,4,10,DET 30,20,20,John Jett punts 49 yards,-1.370,-0.340
4,0:09,1,10,ARI 21,20,20,Jake Plummer middle for no gain,0.340,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the overtime kickoff.",,
OT,15:00,,,DET 30,20,20,"Jason Hanson kicks off 57 yards, returned by Kevin Kasper for 13 yards. Penalty on Donte Curry: Defensive Offside, 5 yards (no play)",0.000,0.000
OT,15:00,,,DET 25,20,20,"Jason Hanson kicks off 64 yards, returned by Kevin Kasper for 19 yards (tackle by Donte Curry)",0.000,0.940
OT,14:49,1,10,ARI 30,20,20,Jake Plummer pass complete to Nate Poole for 4 yards (tackle by Todd Lyght),0.940,0.930
OT,14:05,2,6,ARI 34,20,20,"Jake Plummer pass incomplete intended for Jason McAddley. Penalty on Todd Lyght: Defensive Pass Interference, 12 yards (no play)",0.930,1.990
OT,14:00,1,10,ARI 46,20,20,"Jake Plummer pass incomplete is intercepted by Chris Claiborne at ARI-49 and returned for 38 yards. Penalty on Robert Porcher: Personal Foul (Offsetting), Penalty on Freddie Jones: Personal Foul (Offsetting) (no play)",1.990,1.990
OT,13:45,1,10,ARI 46,20,20,Jake Plummer pass incomplete intended for Jason McAddley,1.990,1.450
OT,13:41,2,10,ARI 46,20,20,Marcel Shipp right guard for 3 yards (tackle by Robert Porcher),1.450,1.160
OT,13:00,3,7,ARI 49,20,20,Jake Plummer pass complete to Kevin Kasper for 23 yards (tackle by Chris Cash),1.160,3.710
OT,12:14,1,10,DET 28,20,20,Marcel Shipp right end for 2 yards (tackle by Barrett Green and Todd Lyght),3.710,3.440
OT,11:31,2,8,DET 26,20,20,Marcel Shipp right tackle for 2 yards (tackle by Chris Claiborne),3.440,3.010
OT,10:53,3,6,DET 24,20,23,Bill Gramatica 42 yard field goal good,3.010,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
