Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
2,5:21,1,10,BAL 17,0,17,Donald Brown right tackle for 8 yards (tackle by Jameel McClain),4.440,5.290
2,4:40,2,2,BAL 9,0,17,Donald Brown left tackle for 3 yards (tackle by Arthur Jones and Cary Williams),5.290,5.830
2,4:02,1,6,BAL 6,0,17,Dan Orlovsky pass incomplete short right intended for Dallas Clark,5.830,4.950
2,3:56,2,6,BAL 6,0,17,Donald Brown right guard for 2 yards (tackle by Jameel McClain),4.950,4.490
2,3:15,3,4,BAL 4,0,17,Dan Orlovsky pass incomplete short middle intended for Dallas Clark (defended by Jameel McClain),4.490,3.030
2,3:10,4,4,BAL 4,3,17,Adam Vinatieri 22 yard field goal good,3.030,3.000
2,,,,IND 35,3,17,"Pat McAfee kicks off 66 yards, returned by Tom Zbikowski for 30 yards (tackle by Ryan Mahaffey)",0.000,0.870
2,3:00,1,10,BAL 29,3,17,Ricky Williams left guard for 6 yards (tackle by Philip Wheeler and Antoine Bethea),0.870,1.140
2,2:34,2,4,BAL 35,3,17,Ricky Williams left guard for 2 yards (tackle by Philip Wheeler and Fili Moala),1.140,0.700
2,2:00,3,2,BAL 37,3,17,Joe Flacco pass complete short left to Dennis Pitta for 6 yards (tackle by Ernie Sims),0.700,1.800
2,1:33,1,10,BAL 43,3,17,Joe Flacco pass complete short right to Ray Rice for 3 yards (tackle by Robert Mathis),1.800,1.660
2,1:12,2,7,BAL 46,3,17,Joe Flacco pass incomplete deep right intended for Torrey Smith (defended by Jacob Lacey),1.660,0.960
2,1:03,3,7,BAL 46,3,17,Joe Flacco sacked by Dwight Freeney for -7 yards,0.960,-0.780
2,0:42,,,,3,17,Timeout #1 by Indianapolis Colts,0.000,-0.780
2,0:42,4,14,BAL 39,3,17,"Sam Koch punts 54 yards, returned by Pierre Garcon for 8 yards (tackle by Albert McClellan)",-0.780,0.220
2,0:31,1,10,IND 15,3,17,Dan Orlovsky pass complete short right to Donald Brown for -6 yards (tackle by Terrell Suggs),-0.220,-1.220
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,3,17,"Pat McAfee kicks off 71 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,3,17,Joe Flacco pass complete short right to Anquan Boldin for 9 yards (tackle by Jacob Lacey),0.280,0.950
3,14:26,2,1,BAL 29,3,17,Vonta Leach left guard for 5 yards (tackle by Robert Mathis),0.950,1.200
3,13:48,1,10,BAL 34,3,17,Joe Flacco pass complete short left to Ray Rice for 8 yards (tackle by Philip Wheeler and Chris Rucker),1.200,1.740
3,13:06,2,2,BAL 42,3,17,Joe Flacco pass complete short right to Torrey Smith for 3 yards (tackle by Jacob Lacey),1.740,1.930
3,12:32,1,10,BAL 45,3,17,Ray Rice right tackle for 2 yards (tackle by Pat Angerer),1.930,1.650
3,11:53,2,8,BAL 47,3,17,Joe Flacco pass complete short middle to Ed Dickson for 5 yards (tackle by Chris Rucker and Antoine Bethea),1.650,1.620
3,11:13,3,3,IND 48,3,17,Joe Flacco sacked by Dwight Freeney for -8 yards,1.620,-0.460
3,10:41,4,11,BAL 44,3,17,Sam Koch punts 39 yards,-0.460,0.060
3,10:33,1,10,IND 17,3,17,Delone Carter left guard for 2 yards (tackle by Dannell Ellerbe),-0.060,-0.250
3,9:53,2,8,IND 19,3,17,Delone Carter up the middle for -2 yards (tackle by Jameel McClain),-0.250,-1.250
3,9:07,3,10,IND 17,3,17,Dan Orlovsky pass complete short left to Reggie Wayne for 9 yards (tackle by Cary Williams),-1.250,-1.630
3,8:21,4,1,IND 26,3,17,"Pat McAfee punts 53 yards (tackle by Pat McAfee). Penalty on Edgar Jones: Offensive Holding, 10 yards",-1.630,-1.400
3,8:07,1,10,BAL 37,3,17,Ray Rice right end for 7 yards (tackle by Kavell Conner),1.400,1.800
3,7:29,2,3,BAL 44,3,17,Ray Rice right guard for 6 yards (tackle by Antoine Bethea and Philip Wheeler),1.800,2.260
3,6:53,1,10,BAL 50,3,17,Ray Rice right tackle for 5 yards (tackle by Antoine Bethea),2.260,2.390
3,6:15,2,5,IND 45,3,17,"Penalty on Vonta Leach: False Start, 5 yards (no play)",2.390,1.710
3,5:59,2,10,,3,17,Joe Flacco pass complete deep left to Lee Evans for 21 yards,1.710,3.640
3,5:32,1,10,IND 29,3,17,Ray Rice left guard for 19 yards (tackle by David Caldwell),3.640,4.910
3,5:09,1,10,IND 10,3,17,Ray Rice left guard for 3 yards (tackle by Philip Wheeler),4.910,4.760
3,4:30,2,7,IND 7,3,17,Joe Flacco pass complete short right to Ray Rice for no gain,4.760,3.810
3,3:50,3,7,IND 7,3,23,"Joe Flacco pass complete short middle to Dennis Pitta for 7 yards, touchdown",3.810,7.000
3,,,,IND 2,3,24,Billy Cundiff kicks extra point good,0.000,0.000
3,,,,BAL 35,3,24,"Sam Koch kicks off 63 yards, returned by Joe Lefeged for 25 yards (tackle by Brendon Ayanbadejo)",0.000,0.740
3,3:34,1,10,IND 27,3,24,"Dan Orlovsky sacked by Terrell Suggs for -5 yards. Dan Orlovsky fumbles (forced by Terrell Suggs), recovered by Joe Reitz at IND-22",0.740,-0.480
3,3:05,2,15,IND 22,3,24,Donald Brown left tackle for 2 yards (tackle by Arthur Jones),-0.480,-0.890
3,2:21,3,13,IND 24,3,24,Dan Orlovsky pass incomplete deep left intended for Reggie Wayne (defended by Bernard Pollard). Penalty on Anthony Castonzo: Offensive Holding (Declined),-0.890,-1.770
3,2:12,4,13,IND 24,3,24,Pat McAfee punts 40 yards,-1.770,-1.330
3,2:05,1,10,BAL 36,3,24,Ricky Williams right end for -2 yards (tackle by Robert Mathis),1.330,0.520
3,1:23,2,12,BAL 34,3,24,Ricky Williams right tackle for 1 yard (tackle by Fili Moala and Pat Angerer),0.520,-0.030
3,0:41,3,11,BAL 35,3,24,Joe Flacco pass complete short middle to Anquan Boldin for 26 yards (tackle by Joe Lefeged),-0.030,2.980
Quarter,Time,Down,ToGo,Location,IND,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 39,3,24,Torrey Smith left end for 16 yards (tackle by Antoine Bethea),2.980,4.040
4,14:19,1,10,IND 23,3,24,Ray Rice right tackle for 2 yards (tackle by David Caldwell),4.040,3.770
4,13:39,2,8,IND 21,3,24,Joe Flacco pass incomplete short middle intended for Torrey Smith,3.770,3.070
4,13:35,3,8,IND 21,3,24,Joe Flacco pass incomplete deep middle intended for Anquan Boldin is intercepted by Joe Lefeged at IND-0,3.070,-0.280
4,13:27,1,10,IND 20,3,24,Delone Carter right guard for 6 yards (tackle by Lardarius Webb),0.280,0.540
4,12:42,2,4,IND 26,3,24,Dan Orlovsky pass incomplete short right intended for Pierre Garcon,0.540,-0.160
4,12:38,3,4,IND 26,3,24,"Penalty on Jeff Linkenbach: False Start, 5 yards (no play)",-0.160,-0.820
4,12:35,3,9,IND 21,3,24,Dan Orlovsky pass incomplete short right intended for Pierre Garcon,-0.820,-1.960
4,12:32,4,9,IND 21,3,24,"Pat McAfee punts 42 yards, returned by Ed Reed for no gain",-1.960,-1.400
4,12:24,1,10,BAL 37,3,24,Ray Rice left tackle for 6 yards (tackle by Mario Addison),1.400,1.670
4,11:45,2,4,BAL 43,3,24,Ray Rice for 6 yards (tackle by Jacob Lacey),1.670,2.190
4,11:13,1,10,BAL 49,3,24,Ricky Williams left tackle for -1 yards (tackle by Robert Mathis),2.190,1.510
4,10:34,2,11,BAL 48,3,24,Joe Flacco pass incomplete short right intended for Torrey Smith (defended by Jacob Lacey),1.510,0.830
4,10:29,3,11,BAL 48,3,24,Joe Flacco pass complete short middle to Anquan Boldin for 10 yards (tackle by Chris Rucker),0.830,0.460
4,9:58,4,1,IND 42,3,24,Ray Rice up the middle for -2 yards (tackle by Kavell Conner),0.460,-1.860
4,9:54,1,10,IND 44,3,24,Dan Orlovsky pass complete short left to Reggie Wayne for 12 yards (tackle by Ed Reed),1.860,2.650
4,9:23,1,10,BAL 44,3,24,Donald Brown up the middle for 4 yards (tackle by Brendon Ayanbadejo),2.650,2.650
4,9:00,2,6,BAL 40,3,24,"Dan Orlovsky pass incomplete short right intended for Pierre Garcon (defended by Pernell McPhee). Penalty on Cary Williams: Illegal Use of Hands, 5 yards (no play)",2.650,3.250
4,8:57,1,10,BAL 35,3,24,Dan Orlovsky pass incomplete short right intended for Pierre Garcon,3.250,2.700
4,8:53,2,10,BAL 35,3,24,"Dan Orlovsky sacked by Terrell Suggs for -1 yards. Dan Orlovsky fumbles (forced by Terrell Suggs), recovered by Dan Orlovsky at BAL-36",2.700,1.880
4,8:53,3,11,BAL 36,3,24,Dan Orlovsky pass incomplete deep middle intended for Dallas Clark is intercepted by Bernard Pollard at BAL-17,1.880,0.060
4,8:14,1,10,BAL 17,3,24,Ray Rice right guard for 3 yards (tackle by Antonio Johnson),-0.060,-0.060
4,7:29,2,7,BAL 20,3,24,"Ray Rice left guard for no gain (tackle by Antoine Bethea). Ray Rice fumbles (forced by Antoine Bethea), recovered by Kavell Conner at BAL-20 (tackle by Anquan Boldin)",-0.060,-4.240
4,7:22,1,10,BAL 20,3,24,Dan Orlovsky pass incomplete short left intended for Joseph Addai,4.240,3.690
4,7:18,2,10,BAL 20,3,24,Dan Orlovsky pass incomplete short right intended for Pierre Garcon (defended by Jimmy Smith),3.690,3.010
4,7:09,3,10,BAL 20,3,24,Dan Orlovsky pass incomplete deep left intended for Reggie Wayne (defended by Cary Williams),3.010,2.120
4,6:57,,,,3,24,Timeout #1 by Baltimore Ravens,0.000,2.120
4,6:57,4,10,BAL 20,3,24,Dan Orlovsky pass complete short left to Pierre Garcon for 12 yards (tackle by Ed Reed),2.120,5.370
4,6:31,1,8,BAL 8,3,24,Joseph Addai right guard for 1 yard (tackle by Jameel McClain and Paul Kruger),5.370,4.760
4,5:57,2,7,BAL 7,3,24,Dan Orlovsky pass complete short left to Austin Collie for 4 yards (tackle by Lardarius Webb),4.760,4.720
4,5:28,3,3,BAL 3,3,24,Dan Orlovsky pass incomplete short left intended for Reggie Wayne,4.720,3.040
4,5:23,4,3,BAL 3,3,24,Dan Orlovsky pass incomplete short left intended for Pierre Garcon (defended by Bernard Pollard),3.040,0.380
4,5:16,1,10,BAL 3,3,24,"Vonta Leach up the middle for no gain (tackle by Mario Addison). Penalty on Ricardo Mathews: Defensive Offside, 5 yards (no play)",-0.380,-0.190
4,4:55,1,5,BAL 8,3,24,Ray Rice left end for 1 yard (tackle by Pat Angerer and Robert Mathis),-0.190,-0.340
4,4:08,2,4,BAL 9,3,24,Vonta Leach left guard for 3 yards (tackle by Scott Lutrus and Pat Angerer),-0.340,-0.370
4,3:26,3,1,BAL 12,3,24,Ray Rice left guard for 3 yards (tackle by Pat Angerer),-0.370,-0.220
4,2:43,1,10,BAL 15,3,24,Ray Rice up the middle for 1 yard (tackle by Kavell Conner),-0.220,-0.580
4,2:37,,,,3,24,Timeout #1 by Indianapolis Colts,0.000,-0.580
4,2:37,2,9,BAL 16,3,24,Ray Rice right guard for 2 yards (tackle by Pat Angerer and Tyler Brayton),-0.580,-1.000
4,2:32,,,,3,24,Timeout #2 by Indianapolis Colts,0.000,-1.000
4,2:32,3,7,BAL 18,3,24,"Ray Rice up the middle for 1 yard (tackle by Kavell Conner). Penalty on Jacob Lacey: Defensive Offside, 5 yards (no play)",-1.000,-0.390
4,2:31,3,2,BAL 23,3,24,Ray Rice left guard for 1 yard (tackle by Tyler Brayton),-0.390,-1.770
4,2:26,,,,3,24,Timeout #3 by Indianapolis Colts,0.000,-1.770
4,2:26,4,1,BAL 24,3,24,"Sam Koch punts 52 yards, returned by Joe Lefeged for no gain",-1.770,-0.540
4,2:18,1,10,IND 24,3,24,Dan Orlovsky pass complete short right to Pierre Garcon for 9 yards (tackle by Chykie Brown),0.540,1.210
4,2:00,2,1,IND 33,3,24,Dan Orlovsky pass complete short left to Reggie Wayne for 11 yards (tackle by Jameel McClain),1.210,1.860
4,1:35,1,10,IND 44,3,24,Dan Orlovsky pass complete short left to Austin Collie for 9 yards (tackle by Danny Gorrer and Cary Williams),1.860,2.530
4,1:13,2,1,BAL 47,3,24,Dan Orlovsky pass complete short left to Austin Collie for 4 yards,2.530,2.720
4,1:08,1,10,BAL 43,3,24,Dan Orlovsky pass complete short middle to Pierre Garcon for 12 yards (tackle by Chykie Brown),2.720,3.510
4,0:51,1,10,BAL 31,3,24,Dan Orlovsky pass complete short left to Reggie Wayne for 9 yards (tackle by Cary Williams),3.510,4.180
4,0:36,2,1,BAL 22,3,24,Dan Orlovsky spiked the ball,4.180,3.470
4,0:34,3,1,BAL 22,3,24,Dan Orlovsky pass incomplete deep left intended for Pierre Garcon (defended by Chykie Brown),3.470,2.140
4,0:29,4,1,BAL 22,3,24,Dan Orlovsky pass complete short left to Pierre Garcon for 9 yards (tackle by Chykie Brown),2.140,4.710
4,0:14,1,10,BAL 13,3,24,Dan Orlovsky spiked the ball,4.710,4.050
4,0:13,2,10,BAL 13,3,24,Dan Orlovsky pass incomplete short left intended for Reggie Wayne,4.050,3.120
4,0:08,3,10,BAL 13,9,24,"Dan Orlovsky pass complete short left to Jacob Tamme for 13 yards, touchdown",3.120,7.000
4,,,,BAL 2,10,24,Adam Vinatieri kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
