Quarter,Time,Down,ToGo,Location,GNB,JAX,Detail,EPB,EPA
2,2:31,1,10,JAX 38,14,10,Blake Bortles pass complete short middle to Julius Thomas for 10 yards (tackle by Morgan Burnett),1.470,2.130
2,2:00,1,10,JAX 48,14,10,Blake Bortles pass complete deep right to Allen Hurns for 30 yards (tackle by Quinten Rollins),2.130,4.110
2,1:52,1,10,GNB 22,14,10,T.J. Yeldon middle for no gain (tackle by Morgan Burnett),4.110,3.560
2,1:19,2,10,GNB 22,14,10,Blake Bortles pass incomplete short middle intended for Allen Hurns (defended by Jake Ryan),3.560,2.870
2,1:14,3,10,GNB 22,14,16,"Blake Bortles pass complete deep right to Julius Thomas for 22 yards, touchdown",2.870,7.000
2,1:14,,,GNB 22,14,17,Jason Myers kicks extra point good,0.000,0.000
2,1:14,,,JAX 35,14,17,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
2,1:09,1,10,GNB 25,14,17,"Aaron Rodgers pass incomplete deep right intended for Jared Cook. Penalty on Jonathan Cyprien: Defensive Pass Interference, 30 yards (no play)",0.610,2.590
2,1:02,1,10,JAX 45,14,17,Aaron Rodgers pass complete short middle to James Starks for 6 yards (tackle by Jonathan Cyprien),2.590,2.850
2,0:42,2,4,JAX 39,14,17,Aaron Rodgers pass complete short left to Randall Cobb for 10 yards (tackle by Jalen Ramsey),2.850,3.640
2,0:28,1,10,JAX 29,14,17,Aaron Rodgers spiked the ball,3.640,3.100
2,0:27,2,10,JAX 29,14,17,Aaron Rodgers pass incomplete deep left intended for Jared Cook,3.100,2.410
2,0:20,3,10,JAX 29,20,17,"Aaron Rodgers pass complete deep middle to Davante Adams for 29 yards, touchdown. Penalty on Davon House: Defensive Pass Interference (Declined)",2.410,7.000
2,0:20,,,JAX 29,21,17,Mason Crosby kicks extra point good,0.000,0.000
2,0:20,,,GNB 35,21,17,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
2,0:13,1,10,JAX 25,21,17,Blake Bortles kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,GNB,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,21,17,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,GNB 25,21,17,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",0.610,0.280
3,15:00,1,15,GNB 20,21,17,Eddie Lacy middle for 6 yards (tackle by Paul Posluszny and Telvin Smith),0.280,0.200
3,14:32,2,9,GNB 26,21,17,Aaron Rodgers pass complete short left to Jordy Nelson for 3 yards (tackle by Jonathan Cyprien),0.200,-0.100
3,13:58,3,6,GNB 29,21,17,Aaron Rodgers pass complete short right to Jordy Nelson for 8 yards (tackle by Davon House),-0.100,1.400
3,13:22,1,10,GNB 37,21,17,Aaron Rodgers pass incomplete short right intended for Eddie Lacy,1.400,0.860
3,13:16,2,10,GNB 37,21,17,Aaron Rodgers pass incomplete deep left intended for Davante Adams,0.860,0.170
3,13:08,3,10,GNB 37,21,17,Aaron Rodgers pass complete deep middle to Randall Cobb for 32 yards (tackle by Jonathan Cyprien),0.170,3.510
3,12:21,1,10,JAX 31,21,17,James Starks middle for 1 yard (tackle by Jonathan Cyprien),3.510,3.100
3,11:44,2,9,JAX 30,21,17,Aaron Rodgers pass incomplete short left intended for Randall Cobb,3.100,2.410
3,11:40,3,9,JAX 30,21,17,Aaron Rodgers pass complete deep left to Richard Rodgers for 22 yards (tackle by Jonathan Cyprien),2.410,5.370
3,11:20,1,8,JAX 8,21,17,Aaron Rodgers pass complete short right to Jordy Nelson for 1 yard (tackle by Dwayne Gratz),5.370,4.760
3,10:46,2,7,JAX 7,21,17,Aaron Rodgers pass incomplete short left intended for Davante Adams,4.760,3.810
3,10:40,3,7,JAX 7,21,17,Aaron Rodgers pass complete short left to Randall Cobb for no gain,3.810,2.970
3,10:14,4,7,JAX 7,24,17,Mason Crosby 25 yard field goal good,2.970,3.000
3,10:14,,,GNB 35,24,17,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.610
3,10:12,1,10,JAX 25,24,17,Blake Bortles left end for 3 yards (tackle by Jake Ryan),0.610,0.470
3,9:33,2,7,JAX 28,24,17,Blake Bortles pass incomplete short middle intended for T.J. Yeldon,0.470,-0.230
3,9:29,3,7,JAX 28,24,17,Blake Bortles pass complete deep middle to Allen Hurns for 38 yards (tackle by Ha Ha Clinton-Dix),-0.230,3.310
3,8:54,1,10,GNB 34,24,17,T.J. Yeldon middle for 3 yards (tackle by Jake Ryan),3.310,3.180
3,8:18,2,7,GNB 31,24,17,T.J. Yeldon middle for 5 yards (tackle by Blake Martinez),3.180,3.140
3,7:41,3,2,GNB 26,24,17,Denard Robinson middle for 2 yards (tackle by Clay Matthews),3.140,3.970
3,7:09,1,10,GNB 24,24,17,Denard Robinson left end for 3 yards (tackle by Blake Martinez),3.970,3.840
3,6:30,2,7,GNB 21,24,17,Blake Bortles pass incomplete deep left intended for Allen Robinson,3.840,3.140
3,6:24,3,7,GNB 21,24,17,Blake Bortles pass incomplete short left intended for Allen Robinson,3.140,2.060
3,6:19,4,7,GNB 21,24,20,Jason Myers 39 yard field goal good,2.060,3.000
3,6:19,,,JAX 35,24,20,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
3,6:15,1,10,GNB 25,24,20,Aaron Rodgers sacked by Jared Odrick for 0 yards,0.610,0.060
3,5:35,2,10,GNB 25,24,20,Aaron Rodgers pass complete short left to Jared Cook for 7 yards (tackle by Jalen Ramsey),0.060,0.300
3,5:00,3,3,GNB 32,24,20,"Aaron Rodgers pass complete short left to Randall Cobb for 9 yards (tackle by Paul Posluszny). Penalty on Randall Cobb: Face Mask (15 Yards) (Offsetting), Penalty on Malik Jackson: Unnecessary Roughness (Offsetting) (no play)",0.300,0.300
3,4:26,3,3,GNB 32,24,20,Aaron Rodgers pass complete short left to Randall Cobb for 4 yards (tackle by Tashaun Gipson),0.300,1.330
3,3:41,1,10,GNB 36,24,20,Randall Cobb left end for 1 yard (tackle by Jared Odrick),1.330,0.930
3,3:01,2,9,GNB 37,24,20,Aaron Rodgers pass complete short left to Jared Abbrederis for 8 yards (tackle by Prince Amukamara),0.930,1.290
3,2:24,3,1,GNB 45,24,20,Aaron Rodgers middle for 3 yards (tackle by Jared Odrick),1.290,2.130
3,1:45,1,10,GNB 48,24,20,Aaron Rodgers pass incomplete short left intended for Richard Rodgers,2.130,1.580
3,1:36,2,10,GNB 48,24,20,"Aaron Rodgers pass incomplete deep middle intended for Ty Montgomery. Penalty on Prince Amukamara: Defensive Holding, 4 yards (no play)",1.580,2.390
3,1:28,1,10,JAX 48,24,20,Eddie Lacy middle for 3 yards (tackle by Dante Fowler),2.390,2.250
3,0:56,2,7,JAX 45,24,20,Eddie Lacy right end for 28 yards (tackle by Jonathan Cyprien),2.250,2.250
3,0:19,2,7,JAX 45,24,20,Timeout #1 by Jacksonville Jaguars,2.250,4.440
3,0:19,1,10,JAX 17,24,20,Eddie Lacy middle for 2 yards (tackle by Jonathan Cyprien),4.440,4.150
Quarter,Time,Down,ToGo,Location,GNB,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,JAX 15,24,20,Aaron Rodgers pass incomplete short left intended for Randall Cobb,4.150,3.340
4,15:00,3,8,JAX 15,24,20,"Penalty on Malik Jackson: Neutral Zone Infraction, 5 yards (no play)",3.340,4.340
4,14:54,3,3,JAX 10,24,20,Randall Cobb right guard for 4 yards (tackle by Paul Posluszny),4.340,5.830
4,14:12,1,6,JAX 6,24,20,Eddie Lacy middle for 3 yards (tackle by Jonathan Cyprien),5.830,5.530
4,13:31,2,3,JAX 3,24,20,Eddie Lacy middle for 1 yard (tackle by Jonathan Cyprien),5.530,4.950
4,12:47,3,2,JAX 2,24,20,James Starks middle for no gain (tackle by Jared Odrick and Dante Fowler),4.950,3.250
4,12:04,4,2,JAX 2,27,20,Mason Crosby 20 yard field goal good,3.250,3.000
4,12:04,,,GNB 35,27,20,"Mason Crosby kicks off 66 yards, returned by Corey Grant for 32 yards (tackle by Damarious Randall)",0.000,-1.000
4,11:52,1,10,JAX 31,27,20,Blake Bortles sacked by Morgan Burnett for -8 yards,1.000,-0.620
4,11:10,2,18,JAX 23,27,20,Blake Bortles pass complete short left to Allen Robinson for 22 yards (tackle by Morgan Burnett),-0.620,1.930
4,10:45,1,10,JAX 45,27,20,T.J. Yeldon left guard for 6 yards (tackle by Dean Lowry),1.930,2.190
4,10:10,2,4,GNB 49,27,20,T.J. Yeldon right end for 2 yards (tackle by Morgan Burnett),2.190,1.750
4,9:29,3,2,GNB 47,27,20,T.J. Yeldon middle for -2 yards (tackle by Nick Perry),1.750,0.000
4,8:45,4,4,GNB 49,27,20,Blake Bortles pass complete short right to Allen Robinson for 4 yards (tackle by Damarious Randall),0.000,2.590
4,8:17,1,10,GNB 45,27,20,Blake Bortles pass incomplete deep right intended for Allen Robinson (defended by Damarious Randall),2.590,2.590
4,8:11,1,10,GNB 45,27,20,Timeout #2 by Jacksonville Jaguars,2.590,2.040
4,8:11,2,10,GNB 45,27,20,Blake Bortles pass incomplete short right intended for T.J. Yeldon,2.040,1.360
4,8:07,3,10,GNB 45,27,20,Blake Bortles pass complete short left to Allen Robinson for 7 yards (tackle by Sam Shields),1.360,1.360
4,7:29,3,10,GNB 45,27,20,Timeout #3 by Jacksonville Jaguars,1.360,0.720
4,7:29,4,3,GNB 38,27,20,Blake Bortles pass complete short middle to Allen Robinson for 9 yards (tackle by Ladarius Gunter),0.720,3.640
4,6:50,1,10,GNB 29,27,20,T.J. Yeldon middle for 4 yards (tackle by Jake Ryan),3.640,3.640
4,6:07,2,6,GNB 25,27,20,Blake Bortles pass incomplete deep middle intended for Allen Robinson (defended by Ha Ha Clinton-Dix),3.640,2.940
4,6:02,3,6,GNB 25,27,20,"Penalty on Blake Bortles: Delay of Game, 5 yards (no play)",2.940,2.280
4,6:02,3,11,GNB 30,27,20,Blake Bortles sacked by Nick Perry for -2 yards,2.280,1.240
4,5:17,4,13,GNB 32,27,23,Jason Myers 50 yard field goal good,1.240,3.000
4,5:17,,,JAX 35,27,23,"Jason Myers kicks off 61 yards, returned by Ty Montgomery for 14 yards (tackle by Arrelious Benn)",0.000,-0.040
4,5:05,1,10,GNB 18,27,23,Aaron Rodgers left end for 8 yards (tackle by Telvin Smith),0.040,0.680
4,4:13,2,2,GNB 26,27,23,Eddie Lacy left end for -2 yards (tackle by Telvin Smith),0.680,0.680
4,3:28,2,2,GNB 26,27,23,Timeout #1 by Green Bay Packers,0.680,-0.400
4,3:28,3,4,GNB 24,27,23,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",-0.400,-1.040
4,3:28,3,9,GNB 19,27,23,Aaron Rodgers pass incomplete short left intended for Jordy Nelson,-1.040,-2.140
4,3:23,4,9,GNB 19,27,23,"Jake Schum punts 34 yards, out of bounds. Penalty on Jalen Ramsey: Offensive Holding, 10 yards",-2.140,-1.400
4,3:17,1,10,JAX 37,27,23,Blake Bortles pass complete short middle to Marcedes Lewis for 11 yards (tackle by Ladarius Gunter),1.400,2.130
4,2:39,1,10,JAX 48,27,23,T.J. Yeldon left end for no gain (tackle by Sam Shields),2.130,1.580
4,2:14,2,10,JAX 48,27,23,Blake Bortles pass incomplete deep left intended for Allen Robinson,1.580,1.580
4,2:08,2,10,JAX 48,27,23,Timeout #2 by Green Bay Packers,1.580,0.890
4,2:08,3,10,JAX 48,27,23,Blake Bortles pass complete short left to T.J. Yeldon for 6 yards (tackle by Joe Thomas),0.890,0.200
4,2:00,4,4,GNB 46,27,23,"Blake Bortles middle for 7 yards (tackle by Damarious Randall). Penalty on Luke Joeckel: Offensive Holding, 10 yards (no play)",0.200,-0.460
4,1:53,4,14,JAX 44,27,23,"Blake Bortles pass incomplete deep middle intended for Julius Thomas is intercepted by Ha Ha Clinton-Dix at GNB-35 and returned for 15 yards. Penalty on Morgan Burnett: Defensive Holding, 5 yards (no play)",-0.460,2.190
4,1:43,1,10,JAX 49,27,23,Blake Bortles pass complete short middle to T.J. Yeldon for 6 yards (tackle by Morgan Burnett),2.190,2.460
4,1:15,2,4,GNB 45,27,23,"Blake Bortles pass complete deep middle to Allen Robinson for 22 yards (tackle by Ha Ha Clinton-Dix). Allen Robinson fumbles (forced by Ha Ha Clinton-Dix), recovered by Allen Robinson at GNB-23",2.460,4.040
4,0:52,1,10,GNB 23,27,23,Blake Bortles pass incomplete deep left intended for Allen Robinson (defended by Quinten Rollins),4.040,3.500
4,0:47,2,10,GNB 23,27,23,Blake Bortles pass complete short middle to Rashad Greene for 9 yards (tackle by Quinten Rollins),3.500,4.280
4,0:27,3,1,GNB 14,27,23,Blake Bortles pass incomplete short middle intended for Rashad Greene,4.280,4.280
4,0:23,3,1,GNB 14,27,23,Timeout #3 by Green Bay Packers,4.280,2.660
4,0:23,4,1,GNB 14,27,23,Blake Bortles pass complete short right to Allen Hurns for -1 yards (tackle by Damarious Randall),2.660,0.220
4,0:14,1,10,GNB 15,27,23,Aaron Rodgers kneels for -1 yards,-0.220,-0.820
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
