Quarter,Time,Down,ToGo,Location,TEN,CIN,Detail,EPB,EPA
3,12:07,2,12,CIN 36,7,17,Ryan Tannehill pass complete short left to A.J. Brown for no gain (tackle by Mackensie Alexander),2.500,1.820
3,11:22,3,12,CIN 36,7,17,Ryan Tannehill pass incomplete short left intended for A.J. Brown (defended by Vonn Bell),1.820,0.880
3,11:18,4,12,CIN 36,7,17,"Brett Kern punts 36 yards, touchback.",0.880,-0.280
3,11:11,1,10,CIN 20,7,17,Giovani Bernard left guard for 4 yards (tackle by Jayon Brown),0.280,0.270
3,10:34,2,6,CIN 24,7,17,Joe Burrow pass complete short right to Tee Higgins for 7 yards (tackle by Kevin Byard and Breon Borders),0.270,1.000
3,9:49,1,10,CIN 31,7,17,Joe Burrow pass complete short right to Auden Tate for 12 yards (tackle by Breon Borders),1.000,1.800
3,9:07,1,10,CIN 43,7,17,Joe Burrow pass incomplete short right intended for Giovani Bernard,1.800,1.250
3,9:03,2,10,CIN 43,7,17,Joe Burrow pass incomplete short middle intended for Tee Higgins (defended by Kevin Byard),1.250,0.560
3,8:58,3,10,CIN 43,7,17,Joe Burrow right end for 7 yards (tackle by Harold Landry and Kenny Vaccaro),0.560,-0.060
3,8:08,4,3,CIN 50,7,17,"Kevin Huber punts 42 yards, returned by Kalif Raymond for 3 yards (tackle by Brandon Wilson)",-0.060,0.370
3,8:00,1,10,TEN 11,7,17,Derrick Henry left end for 21 yards (tackle by Germaine Pratt),-0.370,1.070
3,7:22,1,10,TEN 32,7,17,Ryan Tannehill pass incomplete short left intended for Derrick Henry (defended by Amani Bledsoe),1.070,0.530
3,7:18,2,10,TEN 32,7,17,Ryan Tannehill pass complete short right to A.J. Brown for 6 yards (tackle by Jessie Bates),0.530,0.630
3,6:38,3,4,TEN 38,7,17,"Penalty on Khalid Kareem: Neutral Zone Infraction, 5 yards (no play)",0.630,1.800
3,6:33,1,10,TEN 43,7,17,D'Onta Foreman right tackle for 15 yards (tackle by Jessie Bates),1.800,2.790
3,6:06,1,10,CIN 42,7,17,D'Onta Foreman right end for 2 yards (tackle by Xavier Williams and Germaine Pratt),2.790,2.510
3,5:22,2,8,CIN 40,7,17,Ryan Tannehill pass incomplete short middle intended for A.J. Brown,2.510,1.820
3,5:19,3,8,CIN 40,7,17,Ryan Tannehill sacked by Logan Wilson for -10 yards,1.820,-0.060
3,4:39,4,18,TEN 50,7,17,"Brett Kern punts 36 yards, fair catch by Alex Erickson at CIN-14",-0.060,0.280
3,4:32,1,10,CIN 14,7,17,Giovani Bernard right guard for 2 yards (tackle by Rashaan Evans),-0.280,-0.510
3,3:59,2,8,CIN 16,7,17,Joe Burrow pass complete short right to Auden Tate for 8 yards (tackle by Johnathan Joseph),-0.510,0.540
3,3:25,1,10,CIN 24,7,17,Tyler Boyd right end for 4 yards (tackle by Jayon Brown),0.540,0.540
3,2:56,2,6,CIN 28,7,17,Joe Burrow pass complete short right to Auden Tate for 12 yards (tackle by Jeffery Simmons and Johnathan Joseph),0.540,1.600
3,2:13,1,10,CIN 40,7,17,Joe Burrow pass incomplete short right,1.600,1.050
3,2:08,2,10,CIN 40,7,17,Joe Burrow pass complete short middle to A.J. Green for 13 yards (tackle by Malcolm Butler),1.050,2.460
3,1:40,1,10,TEN 47,7,17,Giovani Bernard up the middle for 5 yards (tackle by Harold Landry and Jayon Brown),2.460,2.590
3,1:08,2,5,TEN 42,7,17,Giovani Bernard right guard for 2 yards (tackle by Kevin Byard),2.590,2.150
3,0:27,3,3,TEN 40,7,17,"Joe Burrow pass complete short middle to Tyler Boyd for 9 yards (tackle by Kenny Vaccaro). Penalty on Kenny Vaccaro: Unnecessary Roughness, 15 yards",2.150,4.510
Quarter,Time,Down,ToGo,Location,TEN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 16,7,17,"Penalty on A.J. Green: False Start, 5 yards (no play)",4.510,4.170
4,15:00,1,15,TEN 21,7,17,Joe Burrow pass complete short middle to Tyler Boyd for 13 yards (tackle by Kenny Vaccaro),4.170,5.350
4,14:42,2,2,TEN 8,7,17,Giovani Bernard up the middle for 1 yard (tackle by Kevin Byard),5.350,4.850
4,14:00,3,1,TEN 7,7,23,"Joe Burrow pass complete short right to Tyler Boyd for 7 yards, touchdown",4.850,7.000
4,13:55,,,TEN 15,7,24,Randy Bullock kicks extra point good,0.000,0.000
4,13:55,,,CIN 35,7,24,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
4,13:55,1,10,TEN 25,7,24,Derrick Henry left guard for 9 yards (tackle by Josh Bynes and Germaine Pratt),0.610,1.280
4,13:34,2,1,TEN 34,7,24,Derrick Henry left tackle for 5 yards (tackle by Josh Bynes and Christian Covington),1.280,1.530
4,13:13,1,10,TEN 39,7,24,Ryan Tannehill pass incomplete short right intended for Corey Davis,1.530,0.990
4,13:09,2,10,TEN 39,7,24,Ryan Tannehill pass complete short left to A.J. Brown for 9 yards (tackle by William Jackson),0.990,1.490
4,12:47,3,1,TEN 48,7,24,Derrick Henry left end for 7 yards (tackle by Carl Lawson and Vonn Bell),1.490,2.590
4,12:24,1,10,CIN 45,7,24,Ryan Tannehill pass complete short right to Corey Davis for 11 yards (tackle by LeShaun Sims),2.590,3.310
4,12:10,1,10,CIN 34,7,24,Jeremy McNichols right tackle for 8 yards (tackle by Josh Bynes),3.310,3.850
4,11:49,2,2,CIN 26,7,24,Jeremy McNichols left tackle for 17 yards (tackle by LeShaun Sims),3.850,5.140
4,11:28,1,9,CIN 9,13,24,"Ryan Tannehill pass complete short left to A.J. Brown for 9 yards, touchdown",5.140,7.000
4,11:20,,,CIN 15,14,24,Stephen Gostkowski kicks extra point good,0.000,0.000
4,11:20,,,TEN 35,14,24,"Stephen Gostkowski kicks off 58 yards, returned by Brandon Wilson for 49 yards (tackle by Chris Jackson)",0.000,2.650
4,11:13,1,10,TEN 44,14,24,Joe Burrow pass complete short right to Auden Tate for 4 yards (tackle by Malcolm Butler),2.650,2.650
4,10:31,2,6,TEN 40,14,24,Samaje Perine left guard for 16 yards (tackle by Kevin Byard),2.650,3.970
4,9:45,1,10,TEN 24,14,24,Samaje Perine left guard for 1 yard (tackle by Jayon Brown and Harold Landry),3.970,3.570
4,9:06,2,9,TEN 23,14,24,Joe Burrow pass incomplete short left intended for A.J. Green (defended by Harold Landry),3.570,2.870
4,9:03,3,9,TEN 23,14,24,Joe Burrow pass complete short middle to Tyler Boyd for 18 yards (tackle by Chris Jackson),2.870,6.060
4,8:20,1,5,TEN 5,14,24,Samaje Perine right guard for -1 yards (tackle by Jayon Brown and Rashaan Evans),6.060,4.950
4,7:35,2,6,TEN 6,14,30,"Joe Burrow pass complete short right to Giovani Bernard for 6 yards, touchdown",4.950,7.000
4,7:30,,,TEN 15,14,31,Randy Bullock kicks extra point good,0.000,0.000
4,7:30,,,CIN 35,14,31,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
4,7:30,1,10,TEN 25,14,31,Ryan Tannehill pass complete short right to Anthony Firkser for 10 yards (tackle by Vonn Bell),0.610,1.270
4,7:10,1,10,TEN 35,14,31,Ryan Tannehill pass complete short middle to Anthony Firkser for 26 yards (tackle by Jessie Bates),1.270,2.980
4,6:51,1,10,CIN 39,14,31,Ryan Tannehill pass complete short right to Corey Davis for 12 yards (tackle by LeShaun Sims),2.980,3.780
4,6:33,1,10,CIN 27,14,31,Ryan Tannehill pass complete short right to Corey Davis for 10 yards (tackle by LeShaun Sims),3.780,4.440
4,6:10,1,10,CIN 17,14,31,Ryan Tannehill pass incomplete short middle intended for Jeremy McNichols,4.440,3.850
4,6:05,2,10,CIN 17,14,31,"Ryan Tannehill pass deep middle is intercepted by Vonn Bell at CIN-0 and returned for no gain. Penalty on Carl Lawson: Defensive Offside, 5 yards (no play)",3.850,4.690
4,6:01,2,5,CIN 12,20,31,"Ryan Tannehill pass complete short right to Corey Davis for 12 yards, touchdown",4.690,7.000
4,5:56,,,CIN 15,20,31,"Two Point Attempt: Brett Kern pass incomplete intended for Jack Crawford, conversion fails. Interception by Josh Bynes",1.000,-1.000
4,5:56,,,TEN 35,20,31,"Stephen Gostkowski kicks off 64 yards, returned by Brandon Wilson for 9 yards (tackle by Daren Bates)",0.000,-0.380
4,5:51,1,10,CIN 10,20,31,Tee Higgins left end for 6 yards (tackle by Johnathan Joseph and Malcolm Butler),-0.380,-0.230
4,5:04,2,4,CIN 16,20,31,Giovani Bernard left tackle for 3 yards (tackle by Breon Borders),-0.230,-0.370
4,4:43,3,1,CIN 19,20,31,Giovani Bernard up the middle for 1 yard (tackle by Jayon Brown),-0.370,0.280
4,3:57,,,,,,Timeout #2 by Cincinnati Bengals,,
4,3:57,1,10,CIN 20,20,31,Samaje Perine left guard for 2 yards (tackle by Kenny Vaccaro),0.280,0.000
4,3:13,2,8,CIN 22,20,31,Tee Higgins left end for no gain (tackle by Johnathan Joseph),0.000,-0.690
4,3:06,,,,,,Timeout #1 by Tennessee Titans,,
4,3:06,3,8,CIN 22,20,31,"Joe Burrow pass short right is intercepted by Jayon Brown at CIN-26 and returned for 9 yards. Penalty on Malcolm Butler: Defensive Pass Interference, 6 yards (no play)",-0.690,0.810
4,2:58,1,10,CIN 28,20,31,Samaje Perine right tackle for 3 yards (tackle by Jadeveon Clowney),0.810,0.670
4,2:13,2,7,CIN 31,20,31,Samaje Perine left tackle for 1 yard (tackle by Jeffery Simmons),0.670,0.100
4,2:08,,,,,,Timeout #2 by Tennessee Titans,,
4,2:08,3,6,CIN 32,20,31,Joe Burrow pass complete short left to Auden Tate for 15 yards (tackle by Johnathan Joseph),0.100,2.060
4,2:00,1,10,CIN 47,20,31,Giovani Bernard right tackle for 3 yards (tackle by Jeffery Simmons and DaQuan Jones),2.060,1.920
4,1:53,,,,,,Timeout #3 by Tennessee Titans,,
4,1:53,2,7,CIN 50,20,31,Tyler Boyd right end for 5 yards (tackle by Malcolm Butler),1.920,1.880
4,1:09,3,2,TEN 45,20,31,Giovani Bernard right tackle for 1 yard (tackle by Rashaan Evans),1.880,0.330
4,0:23,4,1,TEN 44,20,31,"Penalty on CIN: Delay of Game, 5 yards (no play)",0.330,0.000
4,0:22,4,6,TEN 49,20,31,Kevin Huber punts 47 yards out of bounds,0.000,0.380
4,0:16,1,10,TEN 2,20,31,Jeremy McNichols left tackle for 8 yards (tackle by Shawn Williams),-0.380,-0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
