Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
2,6:06,1,10,SDG 33,21,0,"Drew Brees pass complete to LaDainian Tomlinson for 3 yards (tackle by Donnie Abraham). Penalty on NYJ: Personal Foul, 15 yards",1.140,2.320
2,5:41,1,10,NYJ 49,21,0,Drew Brees pass complete to Stephen Alexander for 11 yards (tackle by Aaron Beasley and Sam Cowart),2.320,3.050
2,4:59,1,10,NYJ 38,21,0,"Drew Brees pass incomplete intended for Terrell Fletcher. Penalty on Mo Lewis: Face Mask (15 Yards), 15 yards",3.050,4.040
2,4:54,1,10,NYJ 23,21,0,Terrell Fletcher for 15 yards (tackle by Damien Robinson),4.040,5.370
2,4:26,1,8,NYJ 8,21,0,LaDainian Tomlinson right tackle for no gain (tackle by Mo Lewis),5.370,4.570
2,3:44,2,8,NYJ 8,21,0,"Penalty on Vaughn Parker: False Start, 5 yards (no play)",4.570,3.720
2,3:44,2,13,NYJ 13,21,6,"Drew Brees pass complete to Curtis Conway for 13 yards, touchdown",3.720,7.000
2,3:44,,,NYJ 13,21,7,Steve Christie kicks extra point good,0.000,0.000
2,3:44,,,SDG 30,21,7,"Wade Richey kicks off 62 yards, out of bounds",0.000,1.600
2,3:25,1,10,NYJ 40,21,7,Curtis Martin right tackle for 11 yards (tackle by Keith Lyle),1.600,2.320
2,2:51,1,10,SDG 49,21,7,Chad Pennington sacked by Marcellus Wiley for -5 yards,2.320,1.110
2,2:19,2,15,NYJ 46,21,7,Chad Pennington pass complete to Curtis Martin for 13 yards (tackle by Quentin Jammer and Keith Lyle),1.110,2.150
2,2:00,3,2,SDG 41,21,7,Chad Pennington pass complete to Richie Anderson for 15 yards (tackle by Quentin Jammer and Vernon Fox),2.150,3.840
2,1:31,1,10,SDG 26,21,7,Chad Pennington pass complete to Richie Anderson for 9 yards (tackle by Ryan McNeil),3.840,4.640
2,1:05,2,1,SDG 17,27,7,"Curtis Martin left tackle for 17 yards, touchdown",4.640,7.000
2,1:05,,,SDG 17,28,7,John Hall kicks extra point good,0.000,0.000
2,1:05,,,NYJ 30,28,7,"John Hall kicks off 63 yards, returned by Reche Caldwell for 20 yards (tackle by Jason Glenn)",0.000,0.740
2,0:51,1,10,SDG 27,28,7,Drew Brees pass complete to Terrell Fletcher for 8 yards (tackle by Donnie Abraham),0.740,1.280
2,0:29,2,2,SDG 35,28,7,Drew Brees pass incomplete intended for Curtis Conway is intercepted by James Darling at SDG-48 and returned for 38 yards,1.280,-4.910
2,0:18,1,10,SDG 10,28,7,LaMont Jordan left end for 4 yards (tackle by Ryan McNeil and Vernon Fox),4.910,4.950
2,0:13,2,6,SDG 6,28,7,Chad Pennington pass incomplete intended for Laveranues Coles,4.950,4.040
2,0:09,3,6,SDG 6,28,7,Chad Pennington pass incomplete intended for Wayne Chrebet (defended by Donnie Edwards),4.040,2.990
2,0:06,4,6,SDG 6,31,7,John Hall 24 yard field goal good,2.990,3.000
2,0:06,,,NYJ 30,31,7,"John Hall kicks off 54 yards, returned by Tamarick Vanover for 17 yards (tackle by Kelvin Moses)",0.000,0.940
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,31,7,"Wade Richey kicks off 70 yards, returned by Chad Morton for 21 yards (tackle by Carlos Polk)",0.000,0.340
3,14:54,1,10,NYJ 21,31,7,Chad Pennington pass complete to Laveranues Coles for 4 yards (tackle by Raylee Johnson),0.340,0.340
3,14:20,2,6,NYJ 25,31,7,Curtis Martin middle for no gain (tackle by Leonardo Carson),0.340,-0.360
3,13:38,3,6,NYJ 25,31,7,Chad Pennington pass incomplete intended for Santana Moss,-0.360,-1.700
3,13:32,4,6,NYJ 25,31,7,"Matt Turk punts 54 yards, returned by Tamarick Vanover for 13 yards (tackle by Jerald Sowell)",-1.700,-1.200
3,13:21,1,10,SDG 34,31,7,Drew Brees pass complete to Fred McCrary for 3 yards (tackle by Sam Garnes),1.200,1.060
3,12:47,2,7,SDG 37,31,7,LaDainian Tomlinson left tackle for 4 yards (tackle by Marvin Jones),1.060,0.890
3,12:16,3,3,SDG 41,31,7,Drew Brees pass incomplete intended for Tim Dwight,0.890,-0.650
3,12:12,4,3,SDG 41,31,7,"Darren Bennett punts 25 yards, out of bounds",-0.650,-1.200
3,12:04,1,10,NYJ 34,31,7,Curtis Martin for -2 yards (tackle by Jamal Williams and Alex Molden),1.200,0.390
3,11:22,2,12,NYJ 32,31,7,Chad Pennington pass complete to Curtis Martin for 2 yards (tackle by Ryan McNeil),0.390,-0.030
3,10:39,3,10,NYJ 34,31,7,Chad Pennington pass complete to Anthony Becht for 11 yards (tackle by Vernon Fox),-0.030,1.930
3,9:54,1,10,NYJ 45,31,7,Chad Pennington pass complete to Wayne Chrebet for 20 yards (tackle by Rogers Beckett),1.930,3.250
3,9:13,1,10,SDG 35,31,7,Chad Pennington pass complete to Richie Anderson for 1 yard (tackle by Marcellus Wiley),3.250,2.840
3,8:28,2,9,SDG 34,31,7,Chad Pennington pass incomplete intended for Laveranues Coles,2.840,2.150
3,8:24,3,9,SDG 34,31,7,Chad Pennington pass complete to LaMont Jordan for 12 yards (tackle by Ben Leber),2.150,4.110
3,7:37,1,10,SDG 22,31,7,LaMont Jordan right end for 1 yard (tackle by Donnie Edwards),4.110,3.700
3,6:54,2,9,SDG 21,31,7,Chad Pennington pass incomplete intended for Anthony Becht (defended by Rogers Beckett),3.700,3.010
3,6:49,3,9,SDG 21,31,7,"Penalty on NYJ: Delay of Game, 5 yards (no play)",3.010,2.350
3,6:49,3,14,SDG 26,31,7,Chad Pennington pass complete to Santana Moss for 12 yards (tackle by Vernon Fox),2.350,2.630
3,6:08,4,2,SDG 14,34,7,John Hall 32 yard field goal good,2.630,3.000
3,6:08,,,NYJ 30,34,7,"John Hall kicks off 66 yards, returned by Reche Caldwell for 25 yards (tackle by Chad Morton). Reche Caldwell fumbles, recovered by James Darling at SDG-27",0.000,-3.780
3,5:57,1,10,SDG 27,34,7,Curtis Martin left end for 2 yards (tackle by Donnie Edwards),3.780,3.500
3,5:18,2,8,SDG 25,34,7,Chad Pennington pass complete to Curtis Martin for no gain,3.500,2.810
3,4:34,3,8,SDG 25,34,7,Chad Pennington pass incomplete intended for Jerald Sowell (defended by Leonardo Carson),2.810,1.800
3,4:29,4,8,SDG 25,34,7,"John Hall 43 yard field goal no good, blocked by Adrian Dingle",1.800,-1.140
3,4:18,1,10,SDG 33,34,7,Drew Brees pass complete to Stephen Alexander for 26 yards (tackle by Aaron Beasley),1.140,2.850
3,3:52,1,10,NYJ 41,34,7,Drew Brees pass complete to Stephen Alexander for 5 yards (tackle by Sam Cowart and Steve White),2.850,2.980
3,3:28,2,5,NYJ 36,34,7,Drew Brees pass complete to Terrell Fletcher for 10 yards (tackle by Aaron Beasley and Sam Cowart),2.980,3.840
3,2:59,1,10,NYJ 26,34,7,Drew Brees pass complete to Terrell Fletcher for 9 yards (tackle by Sam Cowart),3.840,4.640
3,2:28,2,1,NYJ 17,34,7,LaDainian Tomlinson right tackle for 10 yards (tackle by Sam Garnes and Damien Robinson),4.640,5.600
3,2:00,1,7,NYJ 7,34,13,"LaDainian Tomlinson right tackle for 7 yards, touchdown",5.600,7.000
3,2:00,,,NYJ 7,34,13,"Steve Christie kicks extra point no good, blocked by Josh Evans",0.000,-1.000
3,2:00,,,SDG 25,34,13,"Wade Richey kicks off 76 yards, returned by Chad Morton for 25 yards (tackle by Orlando Ruff). Penalty on Joey Goodspeed: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,2:00,,,SDG 20,34,13,"Wade Richey kicks off 68 yards, returned by Chad Morton for 17 yards (tackle by Jesse Chatman)",0.000,0.870
3,1:43,1,10,NYJ 29,34,13,Curtis Martin left tackle for no gain (tackle by Junior Seau and Raylee Johnson),0.870,0.330
3,1:04,2,10,NYJ 29,34,13,Chad Pennington pass complete to Laveranues Coles for 17 yards (tackle by Alex Molden),0.330,1.990
3,0:18,1,10,NYJ 46,34,13,Chad Pennington pass complete to Santana Moss for -4 yards (tackle by Alex Molden),1.990,0.910
Quarter,Time,Down,ToGo,Location,NYJ,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,14,NYJ 42,34,13,Chad Pennington pass complete to Laveranues Coles for 8 yards (tackle by Ryan McNeil),0.910,1.290
4,14:16,3,6,,34,13,Chad Pennington pass incomplete intended for Laveranues Coles (defended by Junior Seau),1.290,-0.060
4,14:11,4,6,,34,13,"Matt Turk punts 45 yards, fair catch by Tamarick Vanover",-0.060,0.380
4,14:03,1,10,SDG 5,34,13,LaDainian Tomlinson middle for 1 yard (tackle by Sam Cowart),-0.380,-0.710
4,13:35,2,9,SDG 6,34,13,LaDainian Tomlinson right tackle for 2 yards (tackle by Shaun Ellis),-0.710,-1.070
4,12:54,3,7,SDG 8,34,13,Drew Brees pass incomplete intended for Curtis Conway (defended by Sam Garnes),-1.070,-2.490
4,12:48,4,7,SDG 8,34,13,"Darren Bennett punts 47 yards, returned by Santana Moss for 18 yards (tackle by Justin Peelle)",-2.490,-3.120
4,12:33,1,10,SDG 37,34,13,Curtis Martin for -6 yards (tackle by Alex Molden),3.120,1.760
4,11:51,2,16,SDG 43,34,13,Curtis Martin middle for 10 yards (tackle by Alex Molden),1.760,2.410
4,11:12,3,6,SDG 33,34,13,Chad Pennington pass complete to Laveranues Coles for 11 yards (tackle by Donnie Edwards and Quentin Jammer),2.410,4.110
4,10:31,1,10,SDG 22,34,13,"Curtis Martin right tackle for no gain (tackle by Donnie Edwards). Penalty on J.P. Machado: Offensive Holding, 10 yards (no play)",4.110,3.450
4,10:06,1,20,SDG 32,34,13,LaMont Jordan middle for 6 yards (tackle by Alex Molden),3.450,3.020
4,9:21,2,14,SDG 26,34,13,LaMont Jordan middle for 1 yard (tackle by Donnie Edwards),3.020,2.480
4,8:35,3,13,SDG 25,34,13,"Penalty on Santana Moss: False Start, 5 yards (no play)",2.480,1.820
4,8:14,3,18,SDG 30,34,13,Chad Pennington pass complete to Richie Anderson for 10 yards (tackle by Quentin Jammer),1.820,2.120
4,8:02,4,8,SDG 20,37,13,John Hall 38 yard field goal good,2.120,3.000
4,8:02,,,NYJ 30,37,13,"John Hall kicks off 60 yards, returned by Reche Caldwell for 24 yards (tackle by James Darling)",0.000,1.200
4,7:41,1,10,SDG 34,37,13,Drew Brees pass complete to Tim Dwight for 8 yards (tackle by James Darling),1.200,1.740
4,7:23,2,2,SDG 42,37,13,"Drew Brees pass complete to Curtis Conway for 12 yards (tackle by Aaron Beasley and Sam Garnes). Penalty on John Abraham: Unsportsmanlike Conduct, 15 yards",1.740,3.510
4,7:00,1,10,NYJ 31,37,13,Drew Brees pass incomplete intended for Terrell Fletcher,3.510,2.970
4,6:54,2,10,NYJ 31,37,13,Drew Brees pass complete to Curtis Conway for 12 yards,2.970,4.310
4,6:44,1,10,NYJ 19,37,13,Drew Brees pass incomplete intended for Tim Dwight,4.310,3.750
4,6:40,2,10,NYJ 19,37,13,Drew Brees pass complete to Terrell Fletcher for -6 yards (tackle by James Reed),3.750,2.280
4,6:11,3,16,NYJ 25,37,13,Drew Brees pass complete to Stephen Alexander for 7 yards (tackle by Ray Mickens),2.280,2.250
4,5:28,4,9,NYJ 18,37,13,Drew Brees pass complete to Stephen Alexander for 8 yards (tackle by Aaron Beasley),2.250,0.380
,,,,,,,"SDG challenged the ruling, and the play was upheld.",,
4,5:20,1,10,NYJ 10,37,13,LaMont Jordan right tackle for no gain (tackle by Donnie Edwards),-0.380,-0.780
4,5:14,1,10,NYJ 10,,,Timeout #2 by Los Angeles Chargers,-0.380,-0.780
4,5:14,2,10,NYJ 10,37,13,Chad Pennington pass complete to Chris Baker for 10 yards (tackle by Ryan McNeil),-0.780,0.280
4,4:37,1,10,NYJ 20,37,13,LaMont Jordan middle for 6 yards (tackle by Junior Seau),0.280,0.540
4,4:29,1,10,NYJ 20,,,Timeout #3 by Los Angeles Chargers,0.280,0.540
4,4:29,2,4,NYJ 26,37,13,LaMont Jordan middle for 3 yards (tackle by Leonardo Carson),0.540,0.230
4,3:45,3,1,NYJ 29,37,13,LaMont Jordan middle for 2 yards (tackle by Leonardo Carson),0.230,1.000
4,2:59,1,10,NYJ 31,37,13,LaMont Jordan middle for 1 yard (tackle by Donnie Edwards and Junior Seau),1.000,0.600
4,2:15,2,9,NYJ 32,37,13,LaMont Jordan middle for 7 yards (tackle by Donnie Edwards and Ryan McNeil),0.600,0.830
4,2:00,3,2,NYJ 39,43,13,"LaMont Jordan middle for 61 yards, touchdown",0.830,7.000
4,2:00,,,SDG 39,44,13,John Hall kicks extra point good,0.000,0.000
4,2:00,,,NYJ 30,44,13,"John Hall kicks off 62 yards, returned by Reche Caldwell for 9 yards (tackle by Jason Glenn)",0.000,-0.060
4,1:40,1,10,SDG 17,44,13,Drew Brees pass incomplete intended for Terrell Fletcher,-0.060,-0.580
4,1:35,2,10,SDG 17,44,13,Drew Brees pass complete to Terrell Fletcher for 5 yards (tackle by James Darling),-0.580,-0.620
4,1:14,3,5,SDG 22,44,13,Drew Brees pass complete to Stephen Alexander for 8 yards (tackle by Aaron Beasley and Donnie Abraham),-0.620,0.940
4,0:45,1,10,SDG 30,44,13,Drew Brees pass incomplete intended for Terrell Fletcher,0.940,0.390
4,0:40,2,10,SDG 30,44,13,Drew Brees pass incomplete intended for Curtis Conway is intercepted by Donnie Abraham at SDG-44 and returned for 13 yards,0.390,-3.510
4,0:31,1,10,SDG 31,44,13,Chad Pennington kneels for -1 yards,3.510,2.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
