Quarter,Time,Down,ToGo,Location,GNB,IND,Detail,EPB,EPA
1,2:36,2,20,IND 43,7,7,Philip Rivers pass complete short right to T.Y. Hilton for no gain (tackle by Raven Greene and Za'Darius Smith),0.560,-0.100
1,1:58,3,20,IND 43,7,7,Philip Rivers pass complete short right to Jonathan Taylor for 9 yards (tackle by Raven Greene and Rashan Gary),-0.100,0.070
1,1:18,4,11,GNB 48,7,7,Rigoberto Sanchez punts 38 yards out of bounds,0.070,0.380
1,1:10,1,10,GNB 10,7,7,Aaron Jones left end for 15 yards (tackle by Julian Blackmon),-0.380,0.610
1,0:35,1,10,GNB 25,7,7,"Aaron Jones left end for 4 yards (tackle by Xavier Rhodes and Cassius Marsh). Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",0.610,-0.410
1,0:09,1,20,GNB 15,7,7,Aaron Rodgers pass deep right intended for Marquez Valdes-Scantling is intercepted by Rock Ya-Sin at GB-35 and returned for no gain,-0.410,-3.250
1,0:03,1,10,GNB 35,7,7,Philip Rivers pass complete short left to Jonathan Taylor for no gain (tackle by Preston Smith and Kamal Martin),3.250,2.700
Quarter,Time,Down,ToGo,Location,GNB,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,GNB 35,7,7,Jonathan Taylor right guard for 3 yards (tackle by Za'Darius Smith),2.700,2.410
2,14:22,3,7,GNB 32,7,7,Philip Rivers pass incomplete short right,2.410,1.240
2,14:14,4,7,GNB 32,7,7,Rodrigo Blankenship 50 yard field goal no good,1.240,-1.600
2,14:09,1,10,GNB 40,7,7,Aaron Rodgers pass complete short middle to Davante Adams for 20 yards (tackle by Darius Leonard and Khari Willis),1.600,2.920
2,13:24,1,10,IND 40,7,7,Aaron Rodgers pass complete short right to Aaron Jones for 5 yards (tackle by Rock Ya-Sin and Darius Leonard),2.920,3.050
2,12:41,2,5,IND 35,7,7,Aaron Jones right tackle for 4 yards (tackle by Julian Blackmon and Grover Stewart),3.050,2.870
2,11:57,3,1,IND 31,7,7,Jamaal Williams up the middle for 1 yard (tackle by Grover Stewart),2.870,3.580
2,11:08,1,10,IND 30,7,7,"Penalty on Grover Stewart: Neutral Zone Infraction, 5 yards (no play)",3.580,4.310
2,10:38,,,,,,Timeout #1 by Green Bay Packers,,
2,10:38,1,5,IND 25,7,7,Aaron Rodgers pass complete short left to Equanimeous St. Brown for 23 yards (tackle by Khari Willis),4.310,6.740
2,9:59,1,2,IND 2,13,7,"Aaron Jones up the middle for 2 yards, touchdown",6.740,7.000
2,9:55,,,IND 15,14,7,Mason Crosby kicks extra point good,0.000,0.000
2,9:55,,,GNB 35,14,7,"Mason Crosby kicks off 66 yards, returned by Tremon Smith for 30 yards (tackle by Ty Summers and Oren Burks)",0.000,0.870
2,9:49,1,10,IND 29,14,7,Philip Rivers pass short middle (defended by Billy Winn) intended for Trey Burton is intercepted by Christian Kirksey at IND-37 and returned for 8 yards,0.870,-3.640
2,9:41,1,10,IND 29,14,7,Aaron Rodgers pass complete short left to Jace Sternberger for 8 yards (tackle by Kenny Moore),3.640,4.180
2,9:11,2,2,IND 21,14,7,Jamaal Williams right tackle for 4 yards (tackle by Khari Willis),4.180,4.440
2,8:27,1,10,IND 17,14,7,Aaron Rodgers pass complete short right to Jace Sternberger for 12 yards (tackle by Darius Leonard),4.440,6.060
2,7:52,1,5,IND 5,20,7,"Aaron Rodgers pass complete short left to Davante Adams for 5 yards, touchdown",6.060,7.000
2,7:48,,,IND 15,21,7,Mason Crosby kicks extra point good,0.000,0.000
2,7:48,,,GNB 35,21,7,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,7:48,1,10,IND 25,21,7,Jonathan Taylor left guard for 4 yards (tackle by Kevin King),0.610,0.600
2,7:12,2,6,IND 29,21,7,Philip Rivers pass complete short right to Jonathan Taylor for 6 yards (tackle by Preston Smith),0.600,1.270
2,6:30,1,10,IND 35,21,7,Jonathan Taylor right guard for 3 yards (tackle by Jaire Alexander),1.270,1.130
2,5:53,2,7,IND 38,21,7,Philip Rivers pass complete short right to Michael Pittman for 5 yards (tackle by Raven Greene and Jaire Alexander),1.130,1.090
2,5:13,3,2,IND 43,21,7,Jonathan Taylor right guard for 2 yards (tackle by Kenny Clark and Preston Smith),1.090,1.930
2,4:32,1,10,IND 45,21,7,Jonathan Taylor left tackle for no gain (tackle by Rashan Gary),1.930,1.380
2,3:53,2,10,IND 45,21,7,Nyheim Hines right tackle for 1 yard (tackle by Christian Kirksey),1.380,0.830
2,3:13,3,9,IND 46,21,7,Philip Rivers pass complete short middle to Zach Pascal for 20 yards (tackle by Raven Greene),0.830,3.310
2,2:46,1,10,GNB 34,21,7,Philip Rivers pass incomplete deep right intended for T.Y. Hilton,3.310,2.770
2,2:39,2,10,GNB 34,21,7,Philip Rivers pass complete short middle to Michael Pittman for 16 yards (tackle by Kevin King),2.770,4.370
2,2:00,1,10,GNB 18,21,7,Jonathan Taylor left end for 1 yard (tackle by Kenny Clark and Za'Darius Smith),4.370,3.940
2,1:57,,,,,,Timeout #2 by Green Bay Packers,,
2,1:57,2,9,GNB 17,21,13,"Philip Rivers pass complete deep middle to Trey Burton for 17 yards, touchdown",3.940,7.000
2,1:52,,,GNB 15,21,14,Rodrigo Blankenship kicks extra point good,0.000,0.000
2,1:52,,,IND 35,21,14,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,1:52,1,10,GNB 25,21,14,Aaron Rodgers pass complete short right to Davante Adams for 5 yards (tackle by Darius Leonard),0.610,0.740
2,1:48,2,5,GNB 30,21,14,Jamaal Williams up the middle for 4 yards (tackle by Justin Houston),0.740,0.560
2,1:05,3,1,GNB 34,21,14,Jamaal Williams left guard for 2 yards (tackle by Bobby Okereke and Justin Houston),0.560,1.330
2,0:42,1,10,GNB 36,21,14,Aaron Rodgers pass incomplete short left,1.330,0.790
2,0:36,2,10,GNB 36,21,14,Aaron Rodgers left end for 9 yards (tackle by DeForest Buckner),0.790,1.290
2,0:27,,,,,,Timeout #3 by Green Bay Packers,,
2,0:27,3,1,GNB 45,21,14,"Aaron Rodgers pass incomplete deep middle intended for Marquez Valdes-Scantling (defended by Rock Ya-Sin). Penalty on Rock Ya-Sin: Defensive Pass Interference, 51 yards (no play)",1.290,6.280
2,0:20,1,4,IND 4,27,14,"Aaron Rodgers pass complete short right to Jamaal Williams for 4 yards, touchdown",6.280,7.000
2,0:16,,,IND 15,28,14,Mason Crosby kicks extra point good,0.000,0.000
2,0:16,,,GNB 35,28,14,"Mason Crosby kicks off 70 yards, returned by Tremon Smith for 33 yards (tackle by Randy Ramsey)",0.000,0.810
2,0:10,1,10,IND 28,28,14,Philip Rivers kneels for -1 yards,0.810,0.130
Quarter,Time,Down,ToGo,Location,GNB,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,28,14,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,IND 25,28,14,Jonathan Taylor left end for 5 yards (tackle by Darnell Savage and Kevin King),0.610,0.740
3,14:25,2,5,IND 30,28,14,Jonathan Taylor up the middle for 8 yards (tackle by Adrian Amos and Christian Kirksey),0.740,1.470
3,13:59,1,10,IND 38,28,14,Jonathan Taylor up the middle for 4 yards (tackle by Kevin King),1.470,1.460
3,13:30,2,6,IND 42,28,14,Jonathan Taylor up the middle for 18 yards (tackle by Adrian Amos),1.460,2.920
3,12:57,1,10,GNB 40,28,14,Jonathan Taylor right tackle for 7 yards (tackle by Raven Greene),2.920,3.320
3,12:16,2,3,GNB 33,28,14,Jonathan Taylor up the middle for no gain (tackle by Adrian Amos),3.320,2.610
3,11:31,3,3,GNB 33,28,14,Jordan Wilkins left tackle for 8 yards (tackle by Chandon Sullivan),2.610,3.910
3,11:05,1,10,GNB 25,28,14,Jacoby Brissett left end for 5 yards (tackle by Kevin King),3.910,4.040
3,10:30,2,5,GNB 20,28,14,Philip Rivers pass complete short left to De'Michael Harris for 1 yard (tackle by Kamal Martin),4.040,3.490
3,9:55,3,4,GNB 19,28,14,Philip Rivers pass complete short left to Nyheim Hines for 9 yards (tackle by Raven Greene and Christian Kirksey),3.490,4.910
3,9:21,1,10,GNB 10,28,14,Nyheim Hines right guard for -1 yards (tackle by Preston Smith and Christian Kirksey),4.910,4.020
3,8:41,2,11,GNB 11,28,14,Philip Rivers sacked by Kenny Clark for -8 yards,4.020,2.490
3,7:53,3,19,GNB 19,28,14,Philip Rivers pass incomplete deep middle intended for T.Y. Hilton,2.490,2.180
3,7:47,4,19,GNB 19,28,17,Rodrigo Blankenship 37 yard field goal good,2.180,3.000
3,7:43,,,IND 35,28,17,"Rigoberto Sanchez kicks off 66 yards, returned by Darrius Shepherd for 15 yards (tackle by Tremon Smith)",0.000,-0.280
3,7:39,1,10,GNB 14,28,17,Aaron Jones left guard for 3 yards (tackle by Tyquan Lewis),-0.280,-0.370
3,6:59,2,7,GNB 17,28,17,Aaron Rodgers pass complete short middle to Aaron Jones for 3 yards (tackle by Anthony Walker),-0.370,-0.680
3,6:16,3,4,GNB 20,28,17,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling,-0.680,-2.030
3,6:08,4,4,GNB 20,28,17,"JK Scott punts 40 yards, returned by Nyheim Hines for 5 yards (tackle by Oren Burks and Josh Jackson)",-2.030,-1.930
3,5:56,1,10,IND 45,28,17,Philip Rivers pass incomplete short right intended for Marcus Johnson (defended by Darnell Savage),1.930,1.380
3,5:51,2,10,IND 45,28,17,Philip Rivers pass incomplete short middle intended for Trey Burton (defended by Chandon Sullivan),1.380,0.700
3,5:46,3,10,IND 45,28,17,Philip Rivers pass complete short right to Jonathan Taylor for 9 yards (tackle by Raven Greene),0.700,0.200
3,5:03,4,1,GNB 46,28,17,Jacoby Brissett left guard for 4 yards (tackle by Christian Kirksey),0.200,2.790
3,4:16,1,10,GNB 42,28,17,Philip Rivers pass incomplete deep middle intended for Marcus Johnson (defended by Tyler Lancaster),2.790,2.240
3,4:09,2,10,GNB 42,28,17,Philip Rivers pass complete short middle to Nyheim Hines for 9 yards (tackle by Christian Kirksey and Raven Greene),2.240,2.740
3,3:35,3,1,GNB 33,28,17,Nyheim Hines right guard for 4 yards (tackle by Kenny Clark),2.740,3.640
3,2:56,1,10,GNB 29,28,17,Philip Rivers pass complete deep left to T.Y. Hilton for 23 yards (tackle by Chandon Sullivan),3.640,5.830
3,2:33,1,6,GNB 6,28,17,Nyheim Hines up the middle for no gain (tackle by Tyler Lancaster),5.830,4.950
3,2:07,2,6,GNB 6,28,17,Philip Rivers pass complete short middle to Nyheim Hines for 6 yards. Penalty on Quenton Nelson: Offensive Holding (Offsetting) . Penalty on Cassius Marsh: Defensive Offside (Offsetting) (no play),4.950,4.950
3,2:03,2,6,GNB 6,28,23,"Philip Rivers pass complete short middle to Jack Doyle for 6 yards, touchdown",4.950,7.000
3,1:59,,,GNB 2,28,25,"Two Point Attempt: Nyheim Hines rushes, conversion succeeds.. Penalty on Za'Darius Smith: Defensive Offside, 5 yards",1.000,1.000
3,1:59,,,IND 40,28,25,"Rigoberto Sanchez kicks off 58 yards, returned by Darrius Shepherd for 20 yards (tackle by George Odum and Jordan Glasgow)",0.000,0.410
3,1:54,1,10,GNB 22,28,25,Aaron Rodgers pass complete short left to Jace Sternberger for 3 yards (tackle by Kenny Moore),0.410,0.270
3,1:08,2,7,GNB 25,28,25,Aaron Jones left end for 6 yards (tackle by Robert Windsor),0.270,0.370
3,0:24,3,1,GNB 31,28,25,Aaron Rodgers pass incomplete short middle intended for Davante Adams (defended by Darius Leonard),0.370,-1.310
3,0:21,4,1,GNB 31,28,25,"Penalty on Randy Ramsey: False Start, 5 yards (no play)",-1.310,-1.630
3,0:21,4,6,GNB 26,28,25,JK Scott punts 38 yards downed by Ty Summers,-1.630,-1.330
3,0:08,1,10,IND 36,28,25,Jonathan Taylor right end for 14 yards (tackle by Kevin King),1.330,2.260
Quarter,Time,Down,ToGo,Location,GNB,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 50,28,25,Philip Rivers pass complete deep right to Zach Pascal for 20 yards (tackle by Kamal Martin and Jaire Alexander),2.260,3.580
4,14:19,1,10,GNB 30,28,25,Philip Rivers pass complete short right to Mo Alie-Cox for 8 yards (tackle by Christian Kirksey),3.580,4.110
4,13:48,2,2,GNB 22,28,25,Jonathan Taylor right guard for 2 yards (tackle by Kingsley Keke and Kenny Clark),4.110,4.240
4,13:08,1,10,GNB 20,28,25,De'Michael Harris left end for no gain (tackle by Chandon Sullivan and Tyler Lancaster),4.240,3.690
4,12:28,2,10,GNB 20,28,25,Philip Rivers pass complete short middle to Trey Burton for 8 yards (tackle by Chandon Sullivan),3.690,4.340
4,12:02,3,2,GNB 12,28,25,Jonathan Taylor up the middle for -2 yards (tackle by Adrian Amos),4.340,2.580
4,11:17,4,4,GNB 14,28,28,Rodrigo Blankenship 32 yard field goal good,2.580,3.000
4,11:12,,,IND 35,28,28,"Rigoberto Sanchez kicks off 62 yards, returned by Darrius Shepherd for 22 yards (tackle by Cassius Marsh). Darrius Shepherd fumbles (forced by Cassius Marsh), recovered by Tavon Wilson at GB-28",0.000,-3.710
4,11:02,1,10,GNB 28,28,28,Jonathan Taylor up the middle for 6 yards (tackle by Adrian Amos and Ty Summers),3.710,3.980
4,10:24,2,4,GNB 22,28,28,Jonathan Taylor right guard for 2 yards (tackle by Dean Lowry and Darnell Savage),3.980,3.530
4,9:40,3,2,GNB 20,28,28,"Jonathan Taylor up the middle for 20 yards. Penalty on Zach Pascal: Offensive Holding, 10 yards (no play)",3.530,2.210
4,9:34,3,12,GNB 30,28,28,"Philip Rivers pass complete short right to Zach Pascal for 8 yards (tackle by Chandon Sullivan and Kevin King). Penalty on Preston Smith: Defensive Offside, 5 yards (no play)",2.210,2.870
4,9:06,3,7,GNB 25,28,28,Philip Rivers pass incomplete short right intended for Trey Burton (defended by Jaire Alexander),2.870,1.800
4,9:01,4,7,GNB 25,28,31,Rodrigo Blankenship 43 yard field goal good,1.800,3.000
4,8:56,,,IND 35,28,31,"Rigoberto Sanchez kicks off 63 yards, returned by Darrius Shepherd for 21 yards (tackle by George Odum)",0.000,0.480
4,8:52,1,10,GNB 23,28,31,Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 9 yards (tackle by Kenny Moore),0.480,1.150
4,8:08,2,1,GNB 32,28,31,Aaron Jones right tackle for 1 yard (tackle by Tyquan Lewis),1.150,1.140
4,7:23,1,10,GNB 33,28,31,Aaron Jones left end for no gain (tackle by Tyquan Lewis),1.140,0.590
4,6:41,2,10,GNB 33,28,31,Aaron Rodgers pass complete short left to Aaron Jones for 14 yards (tackle by Xavier Rhodes),0.590,2.060
4,5:54,1,10,GNB 47,28,31,Aaron Rodgers pass complete short left to Allen Lazard for 10 yards,2.060,2.720
4,5:14,1,10,IND 43,28,31,"Jamaal Williams up the middle for 14 yards (tackle by Darius Leonard and Julian Blackmon). Penalty on Marcedes Lewis: Offensive Holding, 10 yards (no play)",2.720,2.060
4,4:45,1,20,GNB 47,28,31,Aaron Rodgers pass complete short middle to Davante Adams for 11 yards (tackle by Darius Leonard),2.060,2.310
4,4:01,2,9,IND 42,28,31,Aaron Rodgers pass complete short right to Robert Tonyan for 1 yard (tackle by Kenny Moore),2.310,1.750
4,3:17,3,8,IND 41,28,31,Aaron Rodgers pass complete short left to Robert Tonyan for 7 yards,1.750,1.100
4,3:11,4,1,IND 34,28,31,Aaron Rodgers pass incomplete short left intended for Jamaal Williams,1.100,-1.200
4,3:06,1,10,IND 34,28,31,Philip Rivers pass complete short middle to Marcus Johnson for 14 yards (tackle by Jaire Alexander),1.200,2.130
4,2:22,1,10,IND 48,28,31,"Jonathan Taylor up the middle for 3 yards (tackle by Dean Lowry). Penalty on Preston Smith: Defensive Offside, 5 yards (no play)",2.130,2.860
4,2:17,1,5,GNB 47,28,31,"Penalty on GNB: Defensive Too Many Men on Field, 5 yards (no play)",2.860,2.790
4,2:17,1,10,GNB 42,28,31,"Jonathan Taylor up the middle for 7 yards (tackle by Za'Darius Smith and Darnell Savage). Penalty on Michael Pittman: Offensive Holding, 10 yards (no play)",2.790,2.130
4,2:12,1,20,IND 48,28,31,Jonathan Taylor right end for no gain (tackle by Kamal Martin). Penalty on Mark Glowinski: Offensive Holding (Declined),2.130,0.890
4,2:09,2,20,IND 48,28,31,Jordan Wilkins up the middle for 1 yard (tackle by Rashan Gary). Penalty on Zach Pascal: Illegal Motion (Declined),0.890,0.370
4,2:04,3,19,IND 49,28,31,Philip Rivers pass complete short right to Jordan Wilkins for 15 yards (tackle by Christian Kirksey),0.370,0.890
4,1:58,4,4,GNB 36,28,31,Philip Rivers pass complete short middle to Nyheim Hines for 13 yards (tackle by Jaire Alexander),0.890,4.040
4,1:55,,,,,,Timeout #1 by Green Bay Packers,,
4,1:55,1,10,GNB 23,28,31,"Jonathan Taylor up the middle for 6 yards (tackle by Christian Kirksey). Penalty on Mark Glowinski: Offensive Holding, 10 yards (no play)",4.040,3.380
4,1:51,1,20,GNB 33,28,31,Philip Rivers pass incomplete short right intended for Jack Doyle (defended by Jaire Alexander),3.380,2.150
4,1:47,2,20,GNB 33,28,31,"Jonathan Taylor right end for 9 yards (tackle by Jaire Alexander). Penalty on Quenton Nelson: Offensive Holding, 10 yards. Penalty on Chaz Green: Offensive Holding, 10 yards (no play)",2.150,0.800
4,1:42,2,30,GNB 43,28,31,Jordan Wilkins up the middle for 4 yards (tackle by Kenny Clark),0.800,0.690
4,1:36,,,,,,Timeout #2 by Green Bay Packers,,
4,1:36,3,26,GNB 39,28,31,Philip Rivers pass incomplete short middle intended for Mo Alie-Cox (defended by Za'Darius Smith),0.690,0.660
4,1:33,4,26,GNB 39,28,31,Rigoberto Sanchez punts 33 yards downed by Luke Rhodes,0.660,0.380
4,1:25,1,10,GNB 6,28,31,Aaron Rodgers pass incomplete short middle intended for Allen Lazard,-0.380,-0.780
4,1:22,2,10,GNB 6,28,31,Aaron Rodgers pass incomplete short middle intended for Allen Lazard,-0.780,-1.420
4,1:17,3,10,GNB 6,28,31,Aaron Rodgers pass complete deep middle to Marquez Valdes-Scantling for 47 yards (tackle by Julian Blackmon),-1.420,2.460
4,1:10,,,,,,Timeout #3 by Green Bay Packers,,
4,1:10,1,10,IND 47,28,31,Aaron Rodgers pass complete short middle to Davante Adams for 14 yards (tackle by Kenny Moore),2.460,3.380
4,0:58,1,10,IND 33,28,31,Aaron Rodgers spiked the ball,3.380,2.840
4,0:57,2,10,IND 33,28,31,Aaron Rodgers pass complete short middle to Davante Adams for 18 yards (tackle by Kenny Moore),2.840,4.580
4,0:43,1,10,IND 15,28,31,Aaron Rodgers spiked the ball,4.580,3.950
4,0:42,2,10,IND 15,28,31,Aaron Rodgers pass complete short middle to Robert Tonyan for 7 yards (tackle by Kenny Moore),3.950,4.450
4,0:12,3,3,IND 8,28,31,Aaron Rodgers pass incomplete short left intended for Davante Adams,4.450,2.980
4,0:07,4,3,IND 8,31,31,Mason Crosby 26 yard field goal good,2.980,3.000
4,0:03,,,GNB 35,31,31,"Mason Crosby kicks off 54 yards, returned by Tremon Smith for 10 yards",0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,GNB,IND,Detail,EPB,EPA
,,,,,,,"Packers won the coin toss, Packers to receive the overtime kickoff.",,
OT,10:00,,,IND 35,31,31,"Rigoberto Sanchez kicks off 57 yards, returned by Darrius Shepherd for 14 yards (tackle by E.J. Speed and George Odum)",0.000,0.410
OT,9:56,1,10,GNB 22,31,31,Aaron Rodgers pass complete short right to Aaron Jones for 8 yards (tackle by Anthony Walker and Darius Leonard),0.410,0.950
OT,9:20,2,2,GNB 30,31,31,"Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for -1 yards (tackle by Julian Blackmon). Marquez Valdes-Scantling fumbles (forced by Julian Blackmon), recovered by DeForest Buckner at GB-29",0.950,-3.640
OT,9:12,1,10,GNB 29,31,31,Jonathan Taylor up the middle for no gain (tackle by Darnell Savage),3.640,3.100
OT,8:29,2,10,GNB 29,31,31,Jonathan Taylor up the middle for 5 yards (tackle by Kingsley Keke),3.100,3.070
OT,7:56,,,,,,Timeout #1 by Indianapolis Colts,,
OT,7:56,3,5,GNB 24,31,31,Jonathan Taylor right tackle for 3 yards (tackle by Za'Darius Smith and Christian Kirksey),3.070,2.180
OT,7:15,,,,,,Timeout #1 by Green Bay Packers,,
OT,7:15,4,2,GNB 21,31,34,Rodrigo Blankenship 39 yard field goal good,2.180,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
