Quarter,Time,Down,ToGo,Location,HOU,ATL,Detail,EPB,EPA
2,11:41,3,10,ATL 30,7,10,Joey Harrington sacked by Amobi Okoye for -4 yards,-0.300,-1.630
2,11:09,4,14,ATL 26,7,10,"Michael Koenen punts 49 yards, returned by Dexter Wynn for -3 yards (tackle by David Irons)",-1.630,-0.410
2,10:56,1,10,HOU 22,7,10,Ron Dayne right tackle for 3 yards (tackle by Keith Brooking),0.410,0.270
2,10:21,2,7,HOU 25,7,10,"Matt Schaub pass complete short left to Vonta Leach for 3 yards (tackle by Michael Boley). Vonta Leach fumbles (forced by Michael Boley), recovered by Stephen Nicholas at HOU-34",0.270,-3.310
2,10:13,1,10,HOU 34,7,10,"Joey Harrington pass incomplete deep right intended for Laurent Robinson. Penalty on Demarcus Faggins: Defensive Holding, 5 yards (no play)",3.310,3.640
2,9:48,1,10,HOU 29,7,10,Joey Harrington pass complete short right to Alge Crumpler for 14 yards (tackle by Demarcus Faggins),3.640,4.580
2,9:12,1,10,HOU 15,7,10,Warrick Dunn right end for 8 yards (tackle by DeMeco Ryans),4.580,5.410
2,8:51,2,2,HOU 7,7,10,Warrick Dunn up the middle for no gain (tackle by DeMeco Ryans),5.410,4.680
2,8:28,3,2,HOU 7,7,16,"Joey Harrington pass complete short right to Michael Jenkins for 7 yards, touchdown",4.680,7.000
2,,,,HOU 2,7,17,Morten Andersen kicks extra point good,0.000,0.000
2,,,,ATL 30,7,17,"Michael Koenen kicks off 44 yards, returned by Vonta Leach for 14 yards (tackle by Jimmy F. Williams)",0.000,1.600
2,8:18,1,10,HOU 40,7,17,Matt Schaub pass complete short right to Andre' Davis for 14 yards (tackle by Chris Crocker),1.600,2.520
2,7:37,1,10,ATL 46,7,17,Matt Schaub for 1 yard (tackle by Trey Lewis),2.520,2.110
2,7:03,2,9,ATL 45,7,17,Matt Schaub pass complete short left to Ron Dayne for 8 yards (tackle by Michael Boley),2.110,2.480
2,6:24,3,1,ATL 37,7,17,Ron Dayne right tackle for -1 yards (tackle by Keith Brooking),2.480,0.720
2,5:43,,,,7,17,Timeout #1 by Houston Texans,0.000,0.720
2,5:43,4,2,ATL 38,7,17,Matt Schaub pass complete short right to Vonta Leach for no gain,0.720,-1.470
2,5:38,1,10,ATL 38,7,17,Joey Harrington pass complete short middle to Jerious Norwood for 8 yards (tackle by Morlon Greenwood),1.470,2.000
2,4:52,2,2,ATL 46,7,17,Jerious Norwood right end for 6 yards (tackle by Von Hutchins),2.000,2.390
2,4:10,1,10,HOU 48,7,17,Joey Harrington pass complete short left to Alge Crumpler for 9 yards (tackle by Morlon Greenwood),2.390,3.060
2,3:32,2,1,HOU 39,7,17,"Jerious Norwood right end for 3 yards (tackle by Mario Williams). Penalty on Shantee Orr: Defensive Offside, 5 yards (no play)",3.060,3.310
2,3:03,1,10,HOU 34,7,17,"Joey Harrington pass incomplete deep right intended for Laurent Robinson. Penalty on Demarcus Faggins: Defensive Pass Interference, 33 yards (no play)",3.310,6.970
2,3:00,1,1,HOU 1,7,17,Artose Pinner right tackle for -2 yards (tackle by Jeff Zgonina),6.970,5.530
2,2:24,2,3,HOU 3,7,17,Warrick Dunn up the middle for -1 yards (tackle by Charlie Anderson),5.530,4.490
2,2:00,3,4,HOU 4,7,17,Joey Harrington pass incomplete short middle intended for Roddy White,4.490,3.030
2,1:55,,,,7,17,Timeout #2 by Houston Texans,0.000,3.030
2,1:55,4,4,HOU 4,7,20,Morten Andersen 22 yard field goal good,3.030,3.000
2,,,,ATL 30,7,20,"Michael Koenen kicks off 68 yards, returned by Dexter Wynn for 22 yards (tackle by Marcus Wilkins)",0.000,0.540
2,1:46,1,10,HOU 24,7,20,"Matt Schaub pass complete short left to Andre' Davis for 7 yards (tackle by Chris Crocker). Penalty on Chris Crocker: Illegal Contact, 5 yards (no play)",0.540,0.870
2,1:40,1,10,HOU 29,7,20,Matt Schaub pass complete short right to Owen Daniels for 11 yards (tackle by Michael Boley),0.870,1.600
2,1:02,1,10,HOU 40,7,20,Matt Schaub pass complete short middle to Jameel Cook for 8 yards (tackle by Michael Boley),1.600,2.130
2,1:00,2,2,HOU 48,7,20,Matt Schaub pass complete short right to Jameel Cook for -1 yards (tackle by Michael Boley),2.130,1.290
2,0:52,,,,7,20,Timeout #3 by Houston Texans,0.000,1.290
2,0:52,3,3,HOU 47,7,20,Matt Schaub pass complete short middle to Owen Daniels for 13 yards (tackle by Lawyer Milloy),1.290,2.920
2,0:40,1,10,ATL 40,7,20,Matt Schaub pass complete short left to Kevin Walter for 11 yards (tackle by Lewis Sanders),2.920,3.640
2,0:25,1,10,ATL 29,7,20,Matt Schaub spiked the ball,3.640,3.100
2,0:23,2,10,ATL 29,7,20,Jameel Cook up the middle for 5 yards (tackle by Chris Crocker),3.100,3.070
2,0:10,3,5,ATL 24,7,20,Matt Schaub spiked the ball,3.070,1.920
2,0:09,4,5,ATL 24,10,20,Kris Brown 42 yard field goal good,1.920,3.000
2,,,,HOU 30,10,20,"Kris Brown kicks off 45 yards, returned by Jerious Norwood for 9 yards (tackle by Jamar Fletcher)",0.000,1.200
2,0:02,1,10,ATL 34,10,20,Joey Harrington kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,HOU,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,10,20,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,HOU 20,10,20,Matt Schaub pass incomplete short left intended for Andre' Davis,0.280,-0.270
3,14:57,2,10,HOU 20,10,20,Matt Schaub pass complete short middle to Owen Daniels for 17 yards (tackle by Chris Crocker),-0.270,1.400
3,14:17,1,10,HOU 37,10,20,Ron Dayne right tackle for 1 yard (tackle by Grady Jackson),1.400,0.990
3,13:39,2,9,HOU 38,10,20,Matt Schaub pass complete short left to Owen Daniels for 17 yards (tackle by Lewis Sanders),0.990,2.590
3,12:54,1,10,ATL 45,10,20,Ron Dayne up the middle for 3 yards (tackle by John Abraham),2.590,2.450
3,12:17,2,7,ATL 42,10,20,Matt Schaub pass complete deep left to Andre' Davis for 19 yards (tackle by Chris Crocker),2.450,4.040
3,11:35,1,10,ATL 23,10,20,Matt Schaub pass incomplete short right intended for Ron Dayne,4.040,3.500
3,11:30,2,10,ATL 23,10,20,Matt Schaub for 2 yards (tackle by Demorrio Williams),3.500,3.070
3,10:53,3,8,ATL 21,10,20,Matt Schaub pass complete short right to Jeb Putzier for 2 yards (tackle by Michael Boley),3.070,2.210
3,10:17,4,6,ATL 19,13,20,Kris Brown 37 yard field goal good,2.210,3.000
3,,,,HOU 30,13,20,"Kris Brown kicks off 70 yards, touchback",0.000,0.280
3,10:13,1,10,ATL 20,13,20,Warrick Dunn for 7 yards (tackle by Von Hutchins),0.280,0.680
3,9:44,2,3,ATL 27,13,20,Warrick Dunn up the middle for -2 yards (tackle by Mario Williams and Anthony Weaver),0.680,-0.300
3,9:07,3,5,ATL 25,13,20,Joey Harrington pass complete short middle to Michael Jenkins for 7 yards (tackle by Von Hutchins),-0.300,1.070
3,8:27,1,10,ATL 32,13,20,Joey Harrington pass complete short left to Roddy White for 8 yards (tackle by Dunta Robinson),1.070,1.610
3,8:04,2,2,ATL 40,13,20,Warrick Dunn right end for 8 yards (tackle by Morlon Greenwood),1.610,2.130
3,7:20,1,10,ATL 48,13,20,Joey Harrington pass complete deep left to Roddy White for 22 yards,2.130,3.580
,,,,,,,"HOU challenged the pass completion ruling, and the play was upheld.",,
3,6:59,1,10,HOU 30,13,20,Joey Harrington pass complete short left to Laurent Robinson for 8 yards (tackle by Dunta Robinson),3.580,4.110
3,6:25,2,2,HOU 22,13,20,Warrick Dunn up the middle for 6 yards (tackle by DeMeco Ryans),4.110,4.510
3,5:48,1,10,HOU 16,13,20,Joey Harrington pass incomplete short right intended for Jerious Norwood,4.510,3.900
3,5:45,2,10,HOU 16,13,20,"Joey Harrington pass complete short left to Roddy White for 13 yards (tackle by Dunta Robinson). Penalty on Warrick Dunn: Chop Block, 15 yards (no play)",3.900,1.930
3,5:19,2,25,HOU 31,13,20,Joey Harrington pass complete short left to Warrick Dunn for -1 yards (tackle by Dunta Robinson),1.930,1.160
3,4:40,3,26,HOU 32,13,20,Joey Harrington pass complete short left to Laurent Robinson for 14 yards (tackle by Von Hutchins),1.160,2.250
3,4:04,4,12,HOU 18,13,23,Morten Andersen 36 yard field goal good,2.250,3.000
3,,,,ATL 30,13,23,"Michael Koenen kicks off 74 yards, returned by Dexter Wynn for 39 yards (tackle by Michael Koenen)",0.000,1.270
3,3:53,1,10,HOU 35,13,23,Matt Schaub pass incomplete short right intended for Kevin Walter,1.270,0.720
3,3:46,2,10,HOU 35,13,23,Matt Schaub pass complete deep middle to Andre' Davis for 45 yards (tackle by Lewis Sanders),0.720,4.240
3,3:03,1,10,ATL 20,13,23,Ron Dayne up the middle for 3 yards (tackle by John Abraham),4.240,4.120
3,2:22,2,7,ATL 17,13,23,Matt Schaub pass complete short middle to Kevin Walter for 5 yards (tackle by Stephen Nicholas),4.120,4.340
3,1:42,3,2,ATL 12,13,23,Ron Dayne left end for 4 yards (tackle by Lewis Sanders),4.340,5.370
3,1:01,1,8,ATL 8,13,23,Matt Schaub pass complete short left to Andre' Davis for 4 yards (tackle by Stephen Nicholas),5.370,5.340
3,0:26,2,4,ATL 4,13,23,Ron Dayne up the middle for 3 yards (tackle by Keith Brooking),5.340,5.170
Quarter,Time,Down,ToGo,Location,HOU,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,ATL 1,13,23,Matt Schaub pass incomplete,5.170,3.550
4,14:55,4,1,ATL 1,16,23,Kris Brown 19 yard field goal good,3.550,3.000
4,,,,HOU 30,16,23,"Kris Brown kicks off 70 yards, touchback",0.000,0.280
4,14:52,1,10,ATL 20,16,23,Jerious Norwood up the middle for 1 yard (tackle by Mario Williams),0.280,-0.130
4,14:16,2,9,ATL 21,16,23,Joey Harrington pass complete short left to Jerious Norwood for 8 yards (tackle by C.C. Brown),-0.130,0.230
4,13:50,3,1,ATL 29,16,23,Jerious Norwood right end for 10 yards (tackle by Jamar Fletcher),0.230,1.530
4,13:08,1,10,ATL 39,16,23,Joey Harrington pass complete short middle to Warrick Dunn for 2 yards (tackle by DeMeco Ryans),1.530,1.260
4,12:26,2,8,ATL 41,16,23,Warrick Dunn left tackle for 17 yards (tackle by Morlon Greenwood),1.260,2.790
4,11:44,1,10,HOU 42,16,23,Warrick Dunn up the middle for 3 yards (tackle by Anthony Weaver),2.790,2.650
4,10:58,2,7,HOU 39,16,23,Joey Harrington pass incomplete short right intended for Roddy White,2.650,1.950
4,10:51,3,7,HOU 39,16,23,Joey Harrington pass complete short left to Warrick Dunn for 7 yards (tackle by Morlon Greenwood),1.950,3.450
,,,,,,,"ATL challenged the first down ruling, and the original play was overturned.",,
4,10:14,1,10,HOU 32,16,23,Joey Harrington pass complete short left to Warrick Dunn for 1 yard (tackle by Dunta Robinson),3.450,3.040
4,9:29,2,9,HOU 31,16,23,Joey Harrington sacked by DeMeco Ryans for -5 yards,3.040,1.690
4,8:59,3,14,HOU 36,16,23,Joey Harrington pass complete short left to Laurent Robinson for 8 yards (tackle by Dunta Robinson),1.690,1.610
4,8:21,4,6,HOU 28,16,26,Morten Andersen 46 yard field goal good,1.610,3.000
4,,,,ATL 30,16,26,"Michael Koenen kicks off 74 yards, returned by Dexter Wynn for 29 yards (tackle by Artose Pinner)",0.000,0.610
4,8:11,1,10,HOU 25,16,26,"Matt Schaub sacked by John Abraham for -7 yards. Matt Schaub fumbles (forced by John Abraham), recovered by Chauncey Davis at HOU-19 (tackle by Matt Schaub)",0.610,-4.310
4,8:04,1,10,HOU 19,16,26,Jerious Norwood up the middle for -3 yards (tackle by Amobi Okoye),4.310,3.360
4,7:58,2,13,HOU 22,16,26,Jerious Norwood right end for no gain (tackle by Mario Williams),3.360,2.680
4,6:43,3,13,HOU 22,16,26,Warrick Dunn up the middle for -2 yards (tackle by Shantee Orr),2.680,1.870
4,6:09,4,15,HOU 24,16,26,"Morten Andersen 42 yard field goal no good, blocked by Dunta Robinson",1.870,-1.070
4,6:03,1,10,HOU 32,16,26,Matt Schaub pass complete short right to Owen Daniels for 11 yards (tackle by Lawyer Milloy),1.070,1.800
4,5:30,1,10,HOU 43,16,26,Matt Schaub pass complete short right to Kevin Walter for 6 yards (tackle by Lawyer Milloy),1.800,2.060
4,5:11,2,4,HOU 49,16,26,Matt Schaub pass incomplete deep right intended for Owen Daniels,2.060,1.350
4,5:04,3,4,HOU 49,16,26,Matt Schaub pass complete deep left to Kevin Walter for 35 yards (tackle by Lewis Sanders),1.350,4.510
4,4:36,1,10,ATL 16,16,26,Matt Schaub pass complete short middle to Jameel Cook for 4 yards (tackle by Stephen Nicholas),4.510,4.570
4,4:16,2,6,ATL 12,16,26,Jameel Cook up the middle for 1 yard (tackle by Jamaal Anderson),4.570,3.940
4,3:37,3,5,ATL 11,16,26,Matt Schaub pass complete short left to Jameel Cook for 4 yards (tackle by Michael Boley),3.940,3.010
4,3:07,,,,16,26,Timeout #2 by Houston Texans,0.000,3.010
4,3:07,4,1,ATL 7,16,26,Matt Schaub up the middle for 4 yards (tackle by Lawyer Milloy),3.010,6.510
4,2:49,1,3,ATL 3,16,26,"Matt Schaub pass complete short middle to Kevin Walter for 3 yards. Penalty on Ephraim Salaam: Offensive Holding, 10 yards (no play)",6.510,4.530
4,2:45,1,13,ATL 13,16,26,Matt Schaub pass incomplete short middle intended for David Anderson (defended by Keith Brooking),4.530,3.720
4,2:39,2,13,ATL 13,16,26,Matt Schaub up the middle for 12 yards (tackle by Chris Crocker),3.720,5.170
,,,,,,,"ATL challenged the runner broke the plane ruling, and the original play was overturned.",,
4,2:16,,,,16,26,Timeout #1 by Atlanta Falcons,0.000,5.170
4,2:16,3,1,ATL 1,16,26,"Matt Schaub for no gain. Matt Schaub fumbles, ball out of bounds at ATL-7",5.170,2.970
4,2:10,4,7,ATL 7,16,26,Kris Brown 25 yard field goal no good,2.970,-0.280
4,2:07,1,10,ATL 20,16,26,Warrick Dunn right tackle for 2 yards (tackle by Danny Clark),0.280,0.000
4,2:00,2,8,ATL 22,16,26,Warrick Dunn up the middle for 1 yard (tackle by Danny Clark),0.000,-0.560
4,1:54,,,,16,26,Timeout #3 by Houston Texans,0.000,-0.560
4,1:54,3,7,ATL 23,16,26,Warrick Dunn left tackle for 1 yard (tackle by C.C. Brown),-0.560,-1.770
4,1:08,,,,16,26,Timeout #2 by Atlanta Falcons,0.000,-1.770
4,1:08,4,6,ATL 24,16,26,Michael Koenen punts 32 yards,-1.770,-1.860
4,1:02,1,10,HOU 44,16,26,Matt Schaub pass complete short right to David Anderson for 9 yards (tackle by DeAngelo Hall),1.860,2.530
4,0:40,2,1,ATL 47,16,26,Matt Schaub pass incomplete,2.530,1.820
4,0:33,3,1,ATL 47,16,26,Matt Schaub pass complete short middle to Jameel Cook for 4 yards (tackle by Michael Boley),1.820,2.720
4,0:15,1,10,ATL 43,16,26,Matt Schaub pass incomplete deep left intended for Andre' Davis,2.720,2.180
4,0:11,2,10,ATL 43,16,26,Matt Schaub pass complete short left to Jameel Cook for 9 yards (tackle by Lewis Sanders),2.180,2.680
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
