Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
2,3:31,1,10,SEA 35,6,3,Russell Wilson pass complete short middle to Chris Carson for 6 yards (tackle by Troy Reeder),1.270,1.530
2,2:57,2,4,SEA 41,6,3,Chris Carson right guard for 11 yards (tackle by Kenny Young and Jordan Fuller),1.530,2.390
2,2:17,1,10,LAR 48,6,3,Russell Wilson pass incomplete short left intended for Jacob Hollister,2.390,1.850
2,2:13,2,10,LAR 48,6,3,Russell Wilson pass complete short right to Will Dissly for 4 yards (tackle by John Johnson),1.850,1.690
2,2:00,3,6,LAR 44,6,3,Russell Wilson pass complete short left to D.K. Metcalf for 17 yards (tackle by Kenny Young and Jordan Fuller),1.690,3.780
2,1:30,1,10,LAR 27,6,3,Chris Carson up the middle for 4 yards (tackle by Troy Reeder and Sebastian Joseph),3.780,3.770
2,1:20,,,,,,Timeout #2 by Los Angeles Rams,,
2,1:20,2,6,LAR 23,6,3,Russell Wilson pass incomplete short left intended for D.K. Metcalf (defended by Jalen Ramsey),3.770,3.070
2,1:16,3,6,LAR 23,6,3,Russell Wilson sacked by Leonard Floyd for -8 yards,3.070,1.320
2,1:09,,,,,,Timeout #3 by Los Angeles Rams,,
2,1:09,4,14,LAR 31,6,6,Jason Myers 49 yard field goal good,1.320,3.000
2,1:04,,,SEA 35,6,6,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,1:04,1,10,LAR 25,6,6,Jared Goff pass complete short left to Tyler Higbee for 2 yards (tackle by Jamal Adams),0.610,0.330
2,1:00,2,8,LAR 27,6,6,Jared Goff pass incomplete short middle intended for Malcolm Brown,0.330,-0.360
2,0:57,3,8,LAR 27,6,6,Jared Goff up the middle for 7 yards (tackle by Bobby Wagner),-0.360,-1.110
2,0:49,,,,,,Timeout #1 by Seattle Seahawks,,
2,0:49,4,1,LAR 34,6,6,"Johnny Hekker punts 50 yards, fair catch by D.J. Reed at SEA-16",-1.110,0.140
2,0:42,1,10,SEA 16,6,6,Russell Wilson pass complete short middle to D.K. Metcalf for 7 yards (tackle by Troy Reeder),-0.140,0.420
2,0:35,,,,,,Timeout #2 by Seattle Seahawks,,
2,0:35,2,3,SEA 23,6,6,Russell Wilson pass incomplete deep middle intended for Tyler Lockett,0.420,-0.450
2,0:28,3,3,SEA 23,6,6,Carlos Hyde left guard for 6 yards (tackle by Troy Reeder),-0.450,0.870
2,0:23,,,,,,Timeout #3 by Seattle Seahawks,,
2,0:23,1,10,SEA 29,6,6,Russell Wilson up the middle for 6 yards (tackle by Leonard Floyd),0.870,1.140
2,0:06,2,4,SEA 35,6,6,Russell Wilson spiked the ball,1.140,0.430
2,0:05,3,4,SEA 35,6,6,Carlos Hyde left guard for 2 yards (tackle by Terrell Lewis and Aaron Donald),0.430,-0.910
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,6,6,"Matt Gay kicks off 63 yards, returned by Freddie Swain for 28 yards (tackle by J.R. Reed and Juju Hughes)",0.000,0.940
3,14:55,1,10,SEA 30,6,6,Chris Carson left guard for 1 yard (tackle by Sebastian Joseph),0.940,0.530
3,14:14,2,9,SEA 31,6,6,Russell Wilson pass complete short left to Chris Carson for 1 yard (tackle by John Johnson and Troy Reeder),0.530,-0.030
3,13:35,3,8,SEA 32,6,6,Russell Wilson pass complete deep right to David Moore for 45 yards (tackle by Darious Williams),-0.030,4.040
3,12:57,1,10,LAR 23,6,6,Russell Wilson sacked by Greg Gaines for -2 yards,4.040,3.230
3,12:13,2,12,LAR 25,6,6,Chris Carson right end for 3 yards (tackle by Darious Williams and Leonard Floyd),3.230,2.940
3,11:27,3,9,LAR 22,6,6,Russell Wilson pass complete short right to Carlos Hyde for 18 yards (tackle by Nick Scott),2.940,6.280
3,10:38,1,4,LAR 4,6,12,"Russell Wilson left end for 4 yards, touchdown",6.280,7.000
3,10:32,,,LAR 15,6,13,Jason Myers kicks extra point good,0.000,0.000
3,10:32,,,SEA 35,6,13,"Jason Myers kicks off 61 yards, returned by Nsimba Webster for 26 yards (tackle by Jason Myers and Shaquem Griffin)",0.000,0.940
3,10:25,1,10,LAR 30,6,13,Darrell Henderson right tackle for 23 yards (tackle by Quandre Diggs),0.940,2.460
3,9:48,1,10,SEA 47,6,13,Jared Goff right end for 3 yards (tackle by K.J. Wright),2.460,2.320
3,9:04,2,7,SEA 44,6,13,Darrell Henderson right end for 4 yards (tackle by Jordyn Brooks),2.320,2.150
3,8:32,3,3,SEA 40,6,13,Jared Goff pass complete short left to Gerald Everett for 4 yards (tackle by D.J. Reed and Bobby Wagner),2.150,3.180
3,7:56,1,10,SEA 36,6,13,Darrell Henderson left guard for 2 yards (tackle by L.J. Collier),3.180,2.910
3,7:12,2,8,SEA 34,6,13,Jared Goff pass complete short middle to Tyler Higbee for 22 yards (tackle by Bobby Wagner),2.910,4.780
3,6:24,1,10,SEA 12,6,13,Josh Reynolds right end for 5 yards (tackle by Quandre Diggs),4.780,5.020
3,5:43,2,5,SEA 7,6,13,Darrell Henderson right end for 5 yards (tackle by Jamal Adams),5.020,6.740
3,5:20,1,2,SEA 2,6,13,Malcolm Brown right guard for -2 yards (tackle by Jordyn Brooks and Bryan Mone),6.740,5.340
3,4:37,2,4,SEA 4,6,13,Malcolm Brown right tackle for 3 yards (tackle by Jamal Adams),5.340,5.170
3,3:58,3,1,SEA 1,6,13,Jared Goff up the middle for no gain (tackle by Jordyn Brooks and K.J. Wright),5.170,3.550
3,3:17,4,1,SEA 1,6,13,Malcolm Brown right tackle for no gain (tackle by Jordyn Brooks),3.550,0.380
3,3:15,1,10,SEA 1,6,13,Russell Wilson pass incomplete short left intended for Jacob Hollister,-0.380,-0.780
3,3:12,2,10,SEA 1,6,13,Russell Wilson pass complete short middle to Will Dissly for 7 yards (tackle by Troy Reeder and Troy Hill),-0.780,-0.600
3,2:54,3,3,SEA 8,6,13,Russell Wilson sacked by Aaron Donald for -5 yards,-0.600,-2.490
3,2:18,4,8,SEA 3,6,13,"Penalty on Linden Stephens: False Start, 1 yard (no play)",-2.490,-2.490
3,2:16,4,9,SEA 2,6,13,"Michael Dickson punts 51 yards, returned by Nsimba Webster for 9 yards (tackle by Cody Barton). Nsimba Webster fumbles (forced by Cody Barton), recovered by Nsimba Webster at SEA-44",-2.490,-2.650
3,2:05,1,10,SEA 44,6,13,Jared Goff left end for 3 yards (tackle by D.J. Reed),2.650,2.520
3,1:28,2,7,SEA 41,6,13,Malcolm Brown right tackle for -1 yards (tackle by Shaquill Griffin and Jamal Adams),2.520,1.690
3,0:44,3,8,SEA 42,6,13,Jared Goff pass complete short middle to Gerald Everett for 9 yards (tackle by Shaquill Griffin),1.690,3.380
3,0:16,1,10,SEA 33,6,13,Jared Goff pass complete short middle to Cooper Kupp for 6 yards (tackle by Jamal Adams and K.J. Wright),3.380,3.650
Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,SEA 27,6,13,Jared Goff pass incomplete short middle intended for Josh Reynolds (defended by Shaquill Griffin),3.650,2.940
4,14:56,3,4,SEA 27,6,13,Jared Goff pass complete short middle to Cooper Kupp for 11 yards (tackle by Quandre Diggs and Shaquill Griffin),2.940,4.510
4,14:15,1,10,SEA 16,6,13,Jared Goff sacked by Alton Robinson for -7 yards,4.510,3.010
4,13:35,2,17,SEA 23,6,13,Jared Goff pass incomplete short middle intended for Josh Reynolds (defended by K.J. Wright),3.010,2.340
4,13:30,3,17,SEA 23,6,13,Malcolm Brown right guard for 8 yards (tackle by Rasheem Green),2.340,2.440
4,12:52,4,9,SEA 15,9,13,Matt Gay 33 yard field goal good,2.440,3.000
4,12:49,,,LAR 35,9,13,"Matt Gay kicks off 65 yards, returned by Freddie Swain for 26 yards (tackle by Nsimba Webster)",0.000,0.670
4,12:43,1,10,SEA 26,9,13,Russell Wilson pass incomplete short right intended for Jacob Hollister,0.670,0.130
4,12:37,2,10,SEA 26,9,13,Chris Carson right end for no gain (tackle by Leonard Floyd and Darious Williams),0.130,-0.560
4,11:52,3,10,SEA 26,9,13,Russell Wilson pass complete short middle to D.K. Metcalf for 11 yards (tackle by Jalen Ramsey),-0.560,1.400
4,11:13,1,10,SEA 37,9,13,Rashaad Penny up the middle for 6 yards (tackle by Terrell Lewis and Troy Hill),1.400,1.670
4,10:35,2,4,SEA 43,9,13,Rashaad Penny left tackle for 3 yards (tackle by Jordan Fuller and Troy Reeder),1.670,1.360
4,9:53,3,1,SEA 46,9,13,"Chris Carson right guard for 2 yards (tackle by Troy Hill and Justin Hollins). Penalty on D.K. Metcalf: Illegal Shift, 5 yards (no play)",1.360,0.700
4,9:32,3,6,SEA 41,9,13,Russell Wilson pass incomplete short right,0.700,-0.650
4,9:26,4,6,SEA 41,9,13,"Michael Dickson punts 48 yards, returned by Cooper Kupp for 1 yard",-0.650,0.350
4,9:19,1,10,LAR 12,9,13,Malcolm Brown right tackle for 12 yards (tackle by Quandre Diggs),-0.350,0.540
4,8:53,1,10,LAR 24,9,13,Jared Goff pass incomplete short right intended for Gerald Everett,0.540,0.000
4,8:46,2,10,LAR 24,9,13,Jared Goff pass complete short right to Josh Reynolds for 26 yards (tackle by Poona Ford),0.000,2.260
4,7:57,1,10,LAR 50,9,13,Jared Goff pass incomplete short middle,2.260,1.710
4,7:53,2,10,LAR 50,9,13,Jared Goff sacked by Jarran Reed for -2 yards,1.710,0.760
4,7:31,3,12,LAR 48,9,13,Jared Goff pass incomplete short right intended for Robert Woods,0.760,-0.190
4,7:27,4,12,LAR 48,9,13,Johnny Hekker punts 32 yards out of bounds,-0.190,-0.280
4,7:20,1,10,SEA 20,9,13,Russell Wilson pass complete short right to Tyler Lockett for 11 yards (tackle by Darious Williams),0.280,1.000
4,6:47,1,10,SEA 31,9,13,Chris Carson right guard for 15 yards (tackle by Jordan Fuller),1.000,1.990
4,6:05,1,10,SEA 46,9,13,Russell Wilson pass complete deep left to Tyler Lockett for 24 yards (tackle by Jordan Fuller),1.990,3.580
4,5:25,1,10,LAR 30,9,13,Rashaad Penny left guard for no gain (tackle by Samson Ebukam and Michael Brockers),3.580,3.030
4,4:40,2,10,LAR 30,9,13,Russell Wilson pass complete short left to Chris Carson for 3 yards (tackle by Michael Brockers),3.030,2.740
4,4:34,3,7,LAR 27,9,13,Russell Wilson pass complete short middle to D.K. Metcalf for 8 yards (tackle by Troy Reeder),2.740,4.310
4,3:46,1,10,LAR 19,9,13,Chris Carson left guard for 3 yards (tackle by Troy Reeder and A'Shawn Robinson),4.310,4.180
4,3:00,,,,,,Timeout #2 by Seattle Seahawks,,
4,3:00,2,7,LAR 16,9,13,Chris Carson up the middle for 3 yards (tackle by Justin Hollins and A'Shawn Robinson),4.180,3.960
4,2:56,,,,,,Timeout #1 by Los Angeles Rams,,
4,2:56,3,4,LAR 13,9,19,"Russell Wilson pass complete short left to Jacob Hollister for 13 yards, touchdown",3.960,7.000
4,2:51,,,LAR 15,9,20,Jason Myers kicks extra point good,0.000,0.000
4,2:51,,,SEA 35,9,20,"Jason Myers kicks off 60 yards, returned by Nsimba Webster for 22 yards (tackle by Damontre Moore and Ugo Amadi). Penalty on Derek Rivers: Offensive Holding, 10 yards",0.000,-0.060
4,2:45,1,10,LAR 17,9,20,Jared Goff pass complete short middle to Malcolm Brown for 8 yards (tackle by Ugo Amadi),-0.060,0.620
4,2:30,2,2,LAR 25,9,20,Jared Goff pass incomplete short right intended for Cooper Kupp (defended by Carlos Dunlap),0.620,-0.240
4,2:25,3,2,LAR 25,9,20,"Jared Goff pass complete short middle to Josh Reynolds for 13 yards Penalty on LAR: Unsportsmanlike Conduct, 15 yards",-0.240,0.480
4,2:17,1,10,LAR 23,9,20,Jared Goff pass incomplete short left intended for Robert Woods (defended by Ugo Amadi),0.480,-0.070
4,2:14,2,10,LAR 23,9,20,Jared Goff pass incomplete short middle intended for Malcolm Brown,-0.070,-0.760
4,2:10,3,10,LAR 23,9,20,Jared Goff sacked by Jarran Reed for -9 yards,-0.760,-2.470
4,2:00,4,19,LAR 14,9,20,Jared Goff pass complete short left to Tyler Higbee for 10 yards (tackle by Ugo Amadi and D.J. Reed),-2.470,-3.970
4,1:51,1,10,LAR 24,9,20,Chris Carson left tackle for 4 yards (tackle by John Johnson),3.970,3.970
4,1:06,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:06,2,6,LAR 20,9,20,Chris Carson left end for 1 yard (tackle by Justin Hollins),3.970,3.410
4,0:21,3,5,LAR 19,9,20,Russell Wilson kneels for -1 yards,3.410,2.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
