Quarter,Time,Down,ToGo,Location,PHI,MIN,Detail,EPB,EPA
2,4:30,1,10,PHI 22,10,24,Jordan Howard right end for -4 yards (tackle by Anthony Barr),0.410,-0.770
2,3:49,2,14,PHI 18,10,24,Carson Wentz pass complete short middle to Alshon Jeffery for 23 yards (tackle by Harrison Smith),-0.770,1.660
2,3:15,1,10,PHI 41,10,24,Carson Wentz pass complete short left to Alshon Jeffery for no gain (tackle by Xavier Rhodes),1.660,1.120
2,2:30,2,10,PHI 41,10,24,Miles Sanders right end for no gain (tackle by Linval Joseph),1.120,0.430
2,2:00,3,10,PHI 41,10,24,Carson Wentz pass incomplete short middle intended for Zach Ertz,0.430,-0.650
2,1:57,4,10,PHI 41,10,24,"Cameron Johnston punts 39 yards, fair catch by Marcus Sherels at MIN-20",-0.650,-0.280
2,1:51,1,10,MIN 20,10,24,"Kirk Cousins pass incomplete deep left intended for Adam Thielen. Penalty on Rasul Douglas: Defensive Pass Interference, 15 yards (no play)",0.280,1.270
2,1:47,1,10,MIN 35,10,24,Kirk Cousins pass complete short left to Dalvin Cook for 11 yards (tackle by Nathan Gerry and Zach Brown),1.270,1.990
2,1:22,1,10,MIN 46,10,24,Kirk Cousins pass incomplete deep middle intended for Stefon Diggs,1.990,1.450
2,1:15,2,10,MIN 46,10,24,Dalvin Cook left tackle for -2 yards (tackle by Rasul Douglas),1.450,0.500
2,1:11,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:11,3,12,MIN 44,10,24,Kirk Cousins pass deep right intended for Stefon Diggs is intercepted by Andrew Sendejo at PHI-33 and returned for 15 yards,0.500,-2.130
2,1:02,1,10,PHI 48,10,24,Carson Wentz pass complete short left to Miles Sanders for 9 yards (tackle by Eric Kendricks),2.130,2.800
2,0:56,2,1,MIN 43,10,24,Carson Wentz pass complete short left to Alshon Jeffery for 3 yards (tackle by Anthony Barr),2.800,2.920
2,0:50,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:50,1,10,MIN 40,10,24,Carson Wentz pass incomplete short right intended for Mack Hollins,2.920,2.370
2,0:44,2,10,MIN 40,10,24,Carson Wentz pass complete short left to Nelson Agholor for 8 yards (tackle by Anthony Barr),2.370,2.740
2,0:39,,,,,,Timeout #3 by Philadelphia Eagles,,
2,0:39,3,2,MIN 32,10,24,Carson Wentz pass complete short left to Nelson Agholor for 5 yards (tackle by Xavier Rhodes),2.740,3.780
2,0:33,1,10,MIN 27,10,24,Carson Wentz pass complete short left to Zach Ertz for 6 yards (tackle by Xavier Rhodes),3.780,4.040
2,0:28,2,4,MIN 21,10,24,Carson Wentz pass incomplete short left intended for Zach Ertz,4.040,3.340
2,0:24,3,4,MIN 21,10,24,Carson Wentz pass incomplete deep right intended for Mack Hollins,3.340,2.130
2,0:20,4,4,MIN 21,10,24,Jake Elliott pass short left (defended by Anthony Harris) intended for Dallas Goedert is intercepted by Everson Griffen at MIN-15 and returned for 17 yards,2.130,-1.070
2,0:06,1,10,MIN 32,10,24,Kirk Cousins kneels for -1 yards,1.070,0.390
Quarter,Time,Down,ToGo,Location,PHI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,10,24,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PHI 25,10,24,Jordan Howard right guard for 3 yards (tackle by Anthony Barr),0.610,0.470
3,14:23,2,7,PHI 28,10,24,Carson Wentz pass complete deep left to Nelson Agholor for 23 yards (tackle by Trae Waynes),0.470,2.320
3,13:53,1,10,MIN 49,10,24,Carson Wentz pass incomplete short right intended for Alshon Jeffery (defended by Trae Waynes),2.320,1.780
3,13:49,2,10,MIN 49,10,24,Carson Wentz pass complete deep left to Miles Sanders for 45 yards (tackle by Anthony Harris),1.780,6.280
3,12:57,1,4,MIN 4,10,24,Jordan Howard up the middle for 1 yard (tackle by Eric Wilson),6.280,5.530
3,12:18,2,3,MIN 3,16,24,"Carson Wentz pass complete short middle to Alshon Jeffery for 3 yards, touchdown",5.530,7.000
3,12:11,,,MIN 15,17,24,Jake Elliott kicks extra point good,0.000,0.000
3,12:11,,,PHI 35,17,24,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,12:11,1,10,MIN 25,17,24,Kirk Cousins pass incomplete short middle,0.610,0.060
3,12:07,2,10,MIN 25,17,24,Dalvin Cook right end for 1 yard (tackle by Rodney McLeod and Fletcher Cox),0.060,-0.490
3,11:35,3,9,MIN 26,17,24,"Kirk Cousins pass incomplete deep right intended for Stefon Diggs. Penalty on Sidney Jones: Defensive Pass Interference, 9 yards (no play)",-0.490,1.270
3,11:32,1,10,MIN 35,17,24,"Dalvin Cook right tackle for 16 yards (tackle by Rodney McLeod). Penalty on Dakota Dozier: Offensive Holding, 10 yards (no play)",1.270,0.610
3,11:04,1,20,MIN 25,17,24,"Alexander Mattison right guard for 5 yards (tackle by Malcolm Jenkins and Nathan Gerry). Penalty on Olabisi Johnson: Illegal Block Above the Waist, 10 yards (no play)",0.610,-0.600
3,10:38,1,30,MIN 15,17,24,Kirk Cousins pass incomplete short right intended for Stefon Diggs,-0.600,-2.140
3,10:34,2,30,MIN 15,17,24,Alexander Mattison left guard for -3 yards (tackle by Derek Barnett),-2.140,-4.110
3,9:53,3,33,MIN 12,17,24,Kirk Cousins pass complete short left to Adam Thielen for 11 yards (tackle by Andrew Sendejo and Rodney McLeod),-4.110,-1.830
3,9:13,4,22,MIN 23,17,24,"Britton Colquitt punts 35 yards, returned by Boston Scott for 3 yards (tackle by Mike Boone)",-1.830,-1.930
3,9:03,1,10,PHI 45,17,24,Carson Wentz pass complete deep right to Alshon Jeffery for 26 yards,1.930,3.640
3,8:31,1,10,MIN 29,17,24,Jordan Howard left guard for 3 yards (tackle by Linval Joseph and Anthony Barr),3.640,3.510
3,7:43,2,7,MIN 26,17,24,Jordan Howard up the middle for 5 yards (tackle by Shamar Stephen),3.510,3.470
3,7:05,3,2,MIN 21,17,24,Carson Wentz pass complete short right to Alshon Jeffery for -1 yards (tackle by Eric Kendricks),3.470,2.090
3,6:23,4,3,MIN 22,20,24,Jake Elliott 40 yard field goal good,2.090,3.000
3,6:19,,,PHI 35,20,24,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,6:19,1,10,MIN 25,20,24,Kirk Cousins pass complete short left to Stefon Diggs for 13 yards (tackle by Rodney McLeod),0.610,1.470
3,5:39,1,10,MIN 38,20,24,Kirk Cousins pass complete short left to Stefon Diggs for 8 yards (tackle by Rasul Douglas),1.470,2.000
3,5:04,2,2,MIN 46,20,24,Kirk Cousins pass complete deep right to Olabisi Johnson for 16 yards (tackle by Rasul Douglas),2.000,3.050
3,4:36,1,10,PHI 38,20,24,Stefon Diggs right end for 8 yards (tackle by Andrew Sendejo),3.050,3.590
3,3:52,2,2,PHI 30,20,24,Dalvin Cook left guard for 6 yards (tackle by Malcolm Jenkins and Zach Brown),3.590,3.970
3,3:15,1,10,PHI 24,20,24,Dalvin Cook up the middle for 5 yards (tackle by Craig James),3.970,4.120
3,2:38,2,5,PHI 19,20,24,Kirk Cousins pass complete short right to Adam Thielen for 8 yards (tackle by Craig James),4.120,4.840
3,1:58,1,10,PHI 11,20,24,Kirk Cousins pass complete short middle to Irv Smith Jr. for no gain (tackle by Brandon Graham),4.840,4.140
3,1:22,2,10,PHI 11,20,30,"Kirk Cousins pass complete short middle to Stefon Diggs for 11 yards, touchdown",4.140,7.000
3,1:16,,,PHI 15,20,31,Dan Bailey kicks extra point good,0.000,0.000
3,1:16,,,MIN 35,20,31,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,1:16,1,10,PHI 25,20,31,Jordan Howard up the middle for 3 yards (tackle by Eric Kendricks),0.610,0.470
3,0:32,2,7,PHI 28,20,31,Carson Wentz pass complete short left to Zach Ertz for 11 yards (tackle by Harrison Smith),0.470,1.530
Quarter,Time,Down,ToGo,Location,PHI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 39,20,31,Jordan Howard left end for 12 yards (tackle by Linval Joseph and Anthony Harris),1.530,2.320
4,14:20,1,10,MIN 49,20,31,Carson Wentz pass complete short right to Nelson Agholor for 6 yards (tackle by Anthony Harris),2.320,2.590
4,13:49,2,4,MIN 43,20,31,Carson Wentz pass incomplete deep middle intended for Nelson Agholor,2.590,1.880
4,13:42,3,4,MIN 43,20,31,"Penalty on PHI: Delay of Game, 5 yards (no play)",1.880,1.220
4,13:42,3,9,MIN 48,20,31,Carson Wentz sacked by and Mackensie Alexander for -9 yards,1.220,-0.520
4,13:08,4,18,PHI 43,20,31,"Cameron Johnston punts 45 yards, fair catch by Marcus Sherels at MIN-12",-0.520,0.350
4,13:01,1,10,MIN 12,20,31,Alexander Mattison left guard for 4 yards (tackle by T.J. Edwards),-0.350,-0.370
4,12:26,2,6,MIN 16,20,31,Kirk Cousins pass complete deep left to Irv Smith Jr. for 29 yards (tackle by T.J. Edwards),-0.370,1.930
4,11:40,1,10,MIN 45,20,31,Alexander Mattison up the middle for 2 yards (tackle by Malcolm Jenkins),1.930,1.650
4,10:59,2,8,MIN 47,20,31,Alexander Mattison up the middle for 35 yards (tackle by Malcolm Jenkins),1.650,4.370
4,10:20,1,10,PHI 18,20,31,Kirk Cousins pass complete short left to Kyle Rudolph for 13 yards (tackle by Rodney McLeod and Rasul Douglas),4.370,6.060
4,9:45,1,5,PHI 5,20,31,Dalvin Cook right guard for -1 yards (tackle by Zach Brown),6.060,4.950
4,9:04,2,6,PHI 6,20,31,"Kirk Cousins pass incomplete short middle intended for Stefon Diggs. Penalty on Sidney Jones: Defensive Holding, 3 yards (no play)",4.950,6.510
4,8:58,1,3,PHI 3,20,31,Alexander Mattison left guard for 2 yards (tackle by Malcolm Jenkins),6.510,5.910
4,8:21,2,1,PHI 1,20,37,"Dalvin Cook left end for 1 yard, touchdown",5.910,7.000
4,8:17,,,PHI 15,20,38,Dan Bailey kicks extra point good,0.000,0.000
4,8:17,,,MIN 35,20,38,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
4,8:17,1,10,PHI 25,20,38,Carson Wentz pass complete short right to Dallas Goedert for 13 yards (tackle by Jaleel Johnson and Eric Kendricks),0.610,1.470
4,7:42,1,10,PHI 38,20,38,Carson Wentz pass incomplete short middle intended for Zach Ertz (defended by Anthony Barr),1.470,0.920
4,7:38,2,10,PHI 38,20,38,Carson Wentz sacked by Danielle Hunter for -5 yards,0.920,-0.430
4,6:51,3,15,PHI 33,20,38,Carson Wentz pass incomplete deep middle intended for Zach Ertz,-0.430,-1.180
4,6:46,4,15,PHI 33,20,38,Carson Wentz pass complete deep middle to Zach Ertz for 17 yards (tackle by Trae Waynes),-1.180,2.260
4,6:15,1,10,PHI 50,20,38,"Carson Wentz pass complete deep middle to Zach Ertz for 20 yards (tackle by Eric Kendricks). Zach Ertz fumbles (forced by Eric Kendricks), recovered by Anthony Barr at MIN-30 and returned for 19 yards (tackle by Mack Hollins)",2.260,-2.190
4,6:04,1,10,MIN 49,20,38,Alexander Mattison right guard for -1 yards (tackle by Josh Sweat),2.190,1.510
4,6:00,,,,,,Timeout #1 by Philadelphia Eagles,,
4,6:00,2,11,MIN 48,20,38,Alexander Mattison left tackle for 3 yards (tackle by T.J. Edwards). Penalty on Garrett Bradbury: Offensive Holding (Declined),1.510,1.220
4,5:55,,,,,,Timeout #2 by Philadelphia Eagles,,
4,5:55,3,8,PHI 49,20,38,Dalvin Cook left end for 3 yards (tackle by Rasul Douglas),1.220,0.200
4,5:52,,,,,,Timeout #3 by Philadelphia Eagles,,
4,5:52,4,5,PHI 46,20,38,Britton Colquitt punts 38 yards out of bounds,0.200,0.380
4,5:42,1,10,PHI 8,20,38,Carson Wentz pass deep middle intended for Dallas Goedert is intercepted by Mackensie Alexander at PHI-31 and returned for no gain,-0.380,-3.510
4,5:36,1,10,PHI 31,20,38,Alexander Mattison left end for 4 yards (tackle by Zach Brown and Kamu Grugier-Hill),3.510,3.510
4,4:51,2,6,PHI 27,20,38,Alexander Mattison left guard for -1 yards (tackle by Brandon Graham and Nathan Gerry),3.510,2.680
4,4:06,3,7,PHI 28,20,38,Alexander Mattison up the middle for 2 yards (tackle by T.J. Edwards),2.680,1.790
4,3:20,,,,,,Timeout #1 by Minnesota Vikings,,
4,3:20,4,5,PHI 26,20,38,Kirk Cousins pass complete short left to Laquon Treadwell for 15 yards,1.790,4.840
4,3:15,1,10,PHI 11,20,38,Alexander Mattison left tackle for 2 yards (tackle by Akeem Spence),4.840,4.510
4,2:27,,,,,,Timeout #2 by Minnesota Vikings,,
4,2:27,2,8,PHI 9,20,38,Alexander Mattison left tackle for -4 yards (tackle by Hassan Ridgeway),4.510,3.080
4,2:00,3,12,PHI 13,20,38,"Alexander Mattison left tackle for 5 yards (tackle by Malcolm Jenkins). Alexander Mattison fumbles (forced by Malcolm Jenkins), recovered by Kamu Grugier-Hill at PHI-5 and returned for 29 yards (tackle by Irv Smith Jr.)",3.080,-1.200
4,1:48,1,10,PHI 34,20,38,Boston Scott left guard for 6 yards (tackle by Eric Kendricks),1.200,1.470
4,1:28,,,,,,Timeout #3 by Minnesota Vikings,,
4,1:28,2,4,PHI 40,20,38,Boston Scott left tackle for 3 yards (tackle by Jaleel Johnson and Jayron Kearse),1.470,1.160
4,0:49,3,1,PHI 43,20,38,Boston Scott right tackle for 15 yards (tackle by Anthony Harris),1.160,2.790
4,0:09,1,10,MIN 42,20,38,Boston Scott right end for 6 yards (tackle by Cameron Smith and Mackensie Alexander),2.790,3.050
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
