Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
2,14:54,1,10,DEN 35,0,6,Darren McFadden right guard for 2 yards (tackle by Ronald Fields),3.250,2.970
2,14:21,2,8,DEN 33,0,6,Darren McFadden middle for -2 yards (tackle by Brian Dawkins and Ronald Fields),2.970,2.010
2,13:37,3,10,DEN 35,0,6,Charlie Frye pass complete short middle to Johnnie Lee Higgins for 12 yards (tackle by Tony Carter),2.010,4.040
2,13:08,1,10,DEN 23,6,6,"Michael Bush left guard for 23 yards, touchdown",4.040,7.000
2,,,,DEN 2,7,6,Sebastian Janikowski kicks extra point good,0.000,0.000
2,,,,OAK 30,7,6,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
2,13:01,1,10,DEN 20,7,6,Kyle Orton pass complete short middle to Daniel Graham for 15 yards (tackle by Michael Huff),0.280,1.270
2,12:29,1,10,DEN 35,7,6,Knowshon Moreno middle for no gain (tackle by Kirk Morrison),1.270,0.720
2,11:58,2,10,DEN 35,7,6,Kyle Orton pass complete short middle to Brandon Marshall for 4 yards (tackle by Thomas Howard),0.720,0.560
2,11:23,3,6,DEN 39,7,6,Kyle Orton pass incomplete deep middle intended for Tony Scheffler,0.560,-0.780
2,11:18,4,6,DEN 39,7,6,"Mitch Berger punts 41 yards, returned by Johnnie Lee Higgins for 15 yards (tackle by Vernon Fox)",-0.780,-1.270
2,11:06,1,10,OAK 35,7,6,"Charlie Frye pass complete short right to Darren McFadden for 1 yard (tackle by Champ Bailey). Penalty on Cooper Carlisle: Ineligible Downfield Pas, 5 yards (no play)",1.270,0.940
2,10:40,1,15,OAK 30,7,6,Darren McFadden middle for 3 yards (tackle by D.J. Williams),0.940,0.450
2,10:01,2,12,OAK 33,7,6,"Charlie Frye pass incomplete deep left intended for Louis Murphy (defended by Champ Bailey). Penalty on Elvis Dumervil: Roughing the Passer, 15 yards (no play)",0.450,2.130
2,9:54,1,10,OAK 48,7,6,Michael Bush right tackle for 3 yards (tackle by Andra Davis and Vonnie Holliday),2.130,1.990
2,9:14,2,7,DEN 49,7,6,Michael Bush left guard for 1 yard (tackle by Le Kevin Smith),1.990,1.420
2,8:29,3,6,DEN 48,7,6,Charlie Frye pass complete short right to Louis Murphy for 7 yards (tackle by Champ Bailey),1.420,2.850
,,,,,,,"DEN challenged the pass completion ruling, and the play was upheld.",,
2,8:17,1,10,DEN 41,7,6,Darren McFadden left tackle for 3 yards (tackle by Vonnie Holliday and Marcus Thomas),2.850,2.710
2,7:38,2,7,DEN 38,7,6,Charlie Frye pass complete short right to Luke Lawton for 1 yard (tackle by David Bruton),2.710,2.150
2,6:53,3,6,DEN 37,7,6,Charlie Frye pass incomplete deep left intended for Chaz Schilens (defended by Tony Carter),2.150,0.790
2,6:45,4,6,DEN 37,10,6,Sebastian Janikowski 54 yard field goal good,0.790,3.000
2,,,,OAK 30,10,6,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
2,6:40,1,10,DEN 20,10,6,Knowshon Moreno left tackle for 6 yards (tackle by Kirk Morrison),0.280,0.540
2,6:11,2,4,DEN 26,10,6,Knowshon Moreno right tackle for -2 yards (tackle by Tyvon Branch),0.540,-0.430
2,5:34,3,6,DEN 24,10,6,Kyle Orton pass incomplete short left intended for LaMont Jordan,-0.430,-1.770
2,5:31,4,6,DEN 24,10,6,"Mitch Berger punts 45 yards, returned by Johnnie Lee Higgins for 7 yards (tackle by Darrell Reid). Penalty on Sam Williams: Illegal Block Above the , 10 yards",-1.770,-0.810
2,5:19,1,10,OAK 28,10,6,Charlie Frye pass complete short right to Brandon Myers for 6 yards (tackle by D.J. Williams),0.810,1.070
2,4:32,2,4,OAK 34,10,6,Michael Bush right tackle for 4 yards (tackle by Vonnie Holliday),1.070,1.470
2,3:47,1,10,OAK 38,10,6,Charlie Frye pass incomplete short right intended for Johnnie Lee Higgins (defended by Andra Davis),1.470,0.920
2,3:40,2,10,OAK 38,10,6,Michael Bush left guard for 1 yard (tackle by Brian Dawkins),0.920,0.370
2,2:55,3,9,OAK 39,10,6,Michael Bush left guard for 13 yards (tackle by Brian Dawkins and David Bruton),0.370,2.390
2,2:12,1,10,DEN 48,10,6,Darren McFadden middle for 4 yards (tackle by Mario Haggan),2.390,2.390
2,2:00,2,6,DEN 44,10,6,Charlie Frye pass complete short right to Louis Murphy for 14 yards (tackle by Champ Bailey),2.390,3.580
2,1:24,1,10,DEN 30,10,6,Michael Bush middle for 13 yards (tackle by Mario Haggan),3.580,4.440
2,1:14,,,,10,6,Timeout #2 by Oakland Raiders,0.000,4.440
2,1:14,1,10,DEN 17,10,6,Charlie Frye pass incomplete short right intended for Johnnie Lee Higgins,4.440,3.850
2,1:08,2,10,DEN 17,10,6,Charlie Frye pass complete short right to Tony Stewart for 7 yards (tackle by Andra Davis),3.850,4.340
2,0:43,,,,10,6,Timeout #2 by Denver Broncos,0.000,4.340
2,0:43,3,3,DEN 10,10,6,Charlie Frye pass incomplete short right intended for Louis Murphy (defended by David Bruton),4.340,2.860
2,0:37,4,3,DEN 10,13,6,Sebastian Janikowski 28 yard field goal good,2.860,3.000
2,,,,OAK 30,13,6,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
2,0:32,1,10,DEN 20,13,6,Kyle Orton pass incomplete short right intended for Knowshon Moreno,0.280,-0.270
2,0:28,2,10,DEN 20,13,6,Kyle Orton pass incomplete short right intended for Brandon Marshall (defended by Michael Huff),-0.270,-0.960
2,0:18,3,10,DEN 20,13,6,Kyle Orton pass complete short middle to Jabar Gaffney for 8 yards (tackle by Gerard Warren),-0.960,-1.500
2,0:10,,,,13,6,Timeout #3 by Oakland Raiders,0.000,-1.500
2,0:10,4,2,DEN 28,13,6,Mitch Berger punts 44 yards,-1.500,-0.810
2,0:00,1,10,OAK 28,13,6,Darren McFadden right end for 12 yards (tackle by Brian Dawkins),0.810,1.600
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,13,6,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,13,6,Knowshon Moreno right end for no gain (tackle by Tyvon Branch),0.280,-0.270
3,14:27,2,10,DEN 20,13,6,Kyle Orton pass complete short left to Tony Scheffler for 9 yards (tackle by Stanford Routt),-0.270,0.230
3,14:04,3,1,DEN 29,13,6,Kyle Orton middle for 1 yard (tackle by Richard Seymour),0.230,0.940
3,13:38,1,10,DEN 30,13,6,Knowshon Moreno right guard for 1 yard (tackle by Desmond Bryant),0.940,0.530
3,13:07,2,9,DEN 31,13,6,Kyle Orton pass complete short right to Knowshon Moreno for 6 yards (tackle by Kirk Morrison),0.530,0.630
3,12:34,3,3,DEN 37,13,6,Kyle Orton pass complete short left to Brandon Stokley for 4 yards (tackle by Stanford Routt),0.630,1.660
3,12:02,1,10,DEN 41,13,6,LaMont Jordan left tackle for 13 yards (tackle by Hiram Eugene),1.660,2.520
3,11:37,1,10,OAK 46,13,6,Kyle Orton pass complete short middle to Eddie Royal for 13 yards (tackle by Tyvon Branch and Matt Shaughnessy),2.520,3.380
3,10:57,1,10,OAK 33,13,6,Knowshon Moreno middle for no gain (tackle by Matt Shaughnessy),3.380,2.840
3,10:20,2,10,OAK 33,13,6,Kyle Orton pass incomplete short left intended for Jabar Gaffney,2.840,2.150
3,10:17,3,10,OAK 33,13,6,Kyle Orton pass incomplete deep left intended for Jabar Gaffney,2.150,1.150
3,10:12,4,10,OAK 33,13,9,Matt Prater 51 yard field goal good,1.150,3.000
3,,,,DEN 30,13,9,"Matt Prater kicks off 70 yards, touchback",0.000,0.280
3,10:06,1,10,OAK 20,13,9,Michael Bush right guard for 1 yard (tackle by D.J. Williams),0.280,-0.130
3,9:25,2,9,OAK 21,13,9,Charlie Frye pass complete short left to Michael Bush for 11 yards,-0.130,1.070
3,8:57,1,10,OAK 32,13,9,Michael Bush left guard for 3 yards (tackle by Ryan McBean),1.070,0.930
3,8:13,2,7,OAK 35,13,9,Darren McFadden left end for 9 yards (tackle by Champ Bailey),0.930,1.860
3,7:38,1,10,OAK 44,13,9,"Darren McFadden left guard for 4 yards (tackle by D.J. Williams). Darren McFadden fumbles (forced by D.J. Williams), recovered by Tony Carter at 50 (tackle by Louis Murphy)",1.860,-2.260
3,7:31,1,10,,13,9,Knowshon Moreno left tackle for -4 yards (tackle by Nnamdi Asomugha),2.260,1.170
3,6:51,2,14,DEN 46,13,9,"Kyle Orton pass complete short left to Daniel Graham for 4 yards (tackle by Tyvon Branch). Penalty on Stanford Routt: Illegal Contact, 5 yards (no play)",1.170,2.320
3,6:51,1,10,OAK 49,13,9,Knowshon Moreno middle for 4 yards (tackle by Greg Ellis),2.320,2.320
3,6:05,2,6,OAK 45,13,9,Kyle Orton pass complete short middle to Brandon Marshall for 7 yards (tackle by Thomas Howard),2.320,3.050
3,5:28,1,10,OAK 38,13,9,Kyle Orton pass complete short middle to Brandon Marshall for 19 yards (tackle by Tyvon Branch),3.050,4.310
3,4:49,1,10,OAK 19,13,9,Kyle Orton for 9 yards,4.310,5.360
3,4:32,2,1,OAK 10,13,9,LaMont Jordan middle for 4 yards (tackle by Tyvon Branch),5.360,5.830
3,4:01,1,6,OAK 6,13,9,Kyle Orton pass incomplete short middle intended for Daniel Graham,5.830,4.950
3,3:55,2,6,OAK 6,13,15,"Kyle Orton pass complete short middle to Brandon Marshall for 6 yards, touchdown",4.950,7.000
3,,,,OAK 2,13,16,Matt Prater kicks extra point good,0.000,0.000
3,,,,DEN 30,13,16,"Matt Prater kicks off 70 yards, returned by Gary Russell for 21 yards (tackle by Tony Carter). Penalty on Luke Lawton: Offensive Holding, 10 yards",0.000,-0.370
3,3:40,1,10,OAK 11,13,16,Michael Bush left guard for 18 yards (tackle by David Bruton),-0.370,0.870
3,3:00,1,10,OAK 29,13,16,Michael Bush left tackle for 40 yards (tackle by Brian Dawkins),0.870,3.510
3,2:12,1,10,DEN 31,13,16,Darren McFadden left end for 28 yards (tackle by Andre' Goodman),3.510,6.510
3,1:41,1,3,DEN 3,13,16,Michael Bush left guard for 1 yard (tackle by Kenny Peterson),6.510,5.720
3,1:03,2,2,DEN 2,13,16,Michael Bush right guard for 1 yard (tackle by Brian Dawkins and D.J. Williams),5.720,5.170
3,0:28,,,,13,16,Timeout #1 by Denver Broncos,0.000,5.170
3,0:28,3,1,DEN 1,13,16,Michael Bush right guard for -2 yards (tackle by Andra Davis),5.170,3.040
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,3,DEN 3,13,16,Darren McFadden right end for 2 yards (tackle by Mario Haggan and Andra Davis),3.040,0.380
4,14:52,1,10,DEN 1,13,16,Knowshon Moreno right tackle for no gain (tackle by Tyvon Branch),-0.380,-0.780
4,14:20,2,10,DEN 1,13,16,Kyle Orton pass complete short middle to Brandon Marshall for 9 yards (tackle by Kirk Morrison),-0.780,-0.370
4,13:40,3,1,DEN 10,13,16,Kyle Orton middle for no gain (tackle by Jay Richardson),-0.370,-2.490
4,13:22,4,1,DEN 10,13,16,"Mitch Berger punts 64 yards, returned by Johnnie Lee Higgins for 14 yards (tackle by Kenny McKinley)",-2.490,-1.600
4,13:08,1,10,OAK 40,13,16,Darren McFadden right end for 6 yards (tackle by Champ Bailey),1.600,1.860
4,12:27,2,4,OAK 46,13,16,Michael Bush left guard for 3 yards (tackle by Ronald Fields and D.J. Williams),1.860,1.550
4,11:45,3,1,OAK 49,13,16,Michael Bush right tackle for 3 yards (tackle by D.J. Williams and Andra Davis),1.550,2.390
4,11:04,1,10,DEN 48,13,16,Charlie Frye pass incomplete short left intended for Johnnie Lee Higgins,2.390,1.850
4,10:57,2,10,DEN 48,13,16,"Darren McFadden left end for 4 yards (tackle by Champ Bailey and Brian Dawkins). Penalty on Chaz Schilens: Illegal Shift, 5 yards (no play)",1.850,1.170
4,10:37,2,15,OAK 47,13,16,Michael Bush left guard for 3 yards (tackle by Andra Davis),1.170,0.890
4,9:51,,,,13,16,Timeout #1 by Oakland Raiders,0.000,0.890
4,9:51,3,12,,13,16,"JaMarcus Russell pass incomplete short left intended for Louis Murphy. Penalty on Louis Murphy: Delay of Game, 5 yards",0.890,-0.390
4,9:51,4,17,OAK 45,13,16,"Shane Lechler punts 47 yards, returned by Kenny McKinley for 11 yards (tackle by Luke Lawton)",-0.390,-0.150
4,9:35,1,10,DEN 19,13,16,Knowshon Moreno right guard for -1 yards (tackle by Kirk Morrison),0.150,-0.560
4,9:01,2,11,DEN 18,13,16,Kyle Orton pass complete short right to Knowshon Moreno for 12 yards (tackle by Thomas Howard),-0.560,0.940
4,8:40,1,10,DEN 30,13,16,LaMont Jordan right tackle for -1 yards (tackle by Matt Shaughnessy),0.940,0.260
4,8:03,2,11,DEN 29,13,16,Kyle Orton pass complete short middle to Brandon Marshall for 4 yards (tackle by Thomas Howard),0.260,0.100
4,7:26,3,7,DEN 33,13,16,"Kyle Orton pass complete short middle to Brandon Stokley for 63 yards (tackle by Stanford Routt). Penalty on Stanford Routt: Horse Collar, 2 yards",0.100,6.740
4,7:26,1,2,OAK 2,13,16,Kyle Orton pass incomplete short right intended for Tony Scheffler,6.740,5.720
4,6:40,2,2,OAK 2,13,16,Knowshon Moreno right tackle for -1 yards (tackle by Tommy Kelly),5.720,4.720
4,6:03,3,3,OAK 3,13,16,Kyle Orton pass incomplete short left intended for Tony Scheffler (defended by Thomas Howard),4.720,3.040
4,5:58,4,3,OAK 3,13,19,Matt Prater 21 yard field goal good,3.040,3.000
4,,,,DEN 30,13,19,"Matt Prater kicks off 69 yards, returned by Gary Russell for 20 yards (tackle by Alphonso Smith)",0.000,0.340
4,5:48,1,10,OAK 21,13,19,Michael Bush left guard for 4 yards (tackle by Ryan McBean and Brian Dawkins),0.340,0.340
4,5:05,2,6,OAK 25,13,19,JaMarcus Russell pass complete short right to Chaz Schilens for 4 yards (tackle by Brian Dawkins),0.340,0.170
4,4:19,3,2,OAK 29,13,19,JaMarcus Russell pass incomplete short middle intended for Michael Bush (defended by D.J. Williams),0.170,-1.440
4,4:05,4,2,OAK 29,13,19,"Shane Lechler punts 54 yards, returned by Kenny McKinley for 7 yards (tackle by Sam Williams)",-1.440,-0.540
4,3:59,1,10,DEN 24,13,19,Knowshon Moreno middle for no gain (tackle by William Joseph),0.540,0.000
4,3:52,,,,13,19,Timeout #2 by Oakland Raiders,0.000,0.000
4,3:52,2,10,DEN 24,13,19,Kyle Orton sacked by Greg Ellis for -9 yards,0.000,-2.250
4,3:46,,,,13,19,Timeout #3 by Oakland Raiders,0.000,-2.250
4,3:46,3,19,DEN 15,13,19,Kyle Orton pass incomplete short left intended for LaMont Jordan,-2.250,-2.440
4,3:41,4,19,DEN 15,13,19,"Mitch Berger punts 59 yards, returned by Johnnie Lee Higgins for 12 yards (tackle by Josh Barrett)",-2.440,-1.470
4,3:29,1,10,OAK 38,13,19,"JaMarcus Russell sacked by Vonnie Holliday for -13 yards. JaMarcus Russell fumbles (forced by Vonnie Holliday), recovered by Cooper Carlisle at OAK-25",1.470,-0.830
4,2:44,2,23,OAK 25,13,19,"JaMarcus Russell pass incomplete deep middle intended for Louis Murphy (defended by Andre' Goodman). Penalty on Andre' Goodman: Defensive Pass Interfere, 32 yards (no play)",-0.830,2.720
4,2:38,1,10,DEN 43,13,19,JaMarcus Russell pass incomplete short right intended for Chaz Schilens (defended by Robert Ayers),2.720,2.180
4,2:31,2,10,DEN 43,13,19,JaMarcus Russell pass incomplete short middle intended for Louis Murphy (defended by Alphonso Smith),2.180,1.490
4,2:26,3,10,DEN 43,13,19,J.P. Losman pass incomplete short middle intended for Louis Murphy,1.490,0.400
4,2:22,4,10,DEN 43,13,19,JaMarcus Russell pass complete short middle to Tony Stewart for 11 yards (tackle by Wesley Woodyard),0.400,3.450
4,2:00,1,10,DEN 32,13,19,JaMarcus Russell pass complete short middle to Tony Stewart for 9 yards (tackle by Wesley Woodyard),3.450,4.120
4,1:18,2,1,DEN 23,13,19,JaMarcus Russell pass complete short left to Chaz Schilens for 13 yards (tackle by Andre' Goodman),4.120,4.910
4,0:59,,,,13,19,Timeout #2 by Denver Broncos,0.000,4.910
4,0:59,1,10,DEN 10,13,19,JaMarcus Russell pass incomplete short right intended for Johnnie Lee Higgins (defended by Champ Bailey),4.910,4.190
4,0:55,2,10,DEN 10,13,19,"JaMarcus Russell pass complete short right to Chaz Schilens for 4 yards (tackle by Alphonso Smith). Penalty on Wesley Woodyard: Illegal Contact, 5 yards (no play)",4.190,6.060
4,0:45,1,5,DEN 5,13,19,"Penalty on Cornell Green: False Start, 5 yards (no play)",6.060,4.910
4,0:45,1,10,DEN 10,13,19,JaMarcus Russell pass incomplete short right intended for Louis Murphy,4.910,4.190
4,0:39,2,10,DEN 10,19,19,"JaMarcus Russell pass complete short middle to Chaz Schilens for 10 yards, touchdown",4.190,7.000
4,,,,DEN 2,20,19,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,20,19,"Sebastian Janikowski kicks off 71 yards, returned by Kenny McKinley for 23 yards (tackle by Michael Mitchell)",0.000,0.410
4,0:29,1,10,DEN 22,20,19,"Kyle Orton sacked by Greg Ellis for -7 yards. Kyle Orton fumbles (forced by Greg Ellis), recovered by Tyler Polumbus at DEN-15",0.410,-1.210
4,0:23,,,,20,19,Timeout #3 by Denver Broncos,0.000,-1.210
4,0:23,2,17,DEN 15,20,19,Kyle Orton pass incomplete short right intended for Knowshon Moreno,-1.210,-2.050
4,0:19,3,17,DEN 15,20,19,Kyle Orton pass incomplete deep middle intended for Brandon Marshall (defended by Michael Huff),-2.050,-2.440
4,0:13,4,17,DEN 15,20,19,Kyle Orton pass complete deep middle to Tony Scheffler for 39 yards (tackle by Tyvon Branch),-2.440,2.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
