Quarter,Time,Down,ToGo,Location,JAX,SFO,Detail,EPB,EPA
2,13:31,4,6,SFO 42,0,10,"Bradley Pinion punts 43 yards, fair catch by Jaydon Mickens",-0.590,0.220
2,13:24,1,10,JAX 15,0,10,Leonard Fournette right tackle for no gain (tackle by Reuben Foster and Sheldon Day),-0.220,-0.710
2,12:46,2,10,JAX 15,0,10,"Blake Bortles pass incomplete deep left intended for Dede Westbrook. Penalty on Cassius Marsh: Roughing the Passer, 15 yards (no play)",-0.710,0.940
2,12:42,1,10,JAX 30,0,10,Blake Bortles pass complete short right to Marcedes Lewis for 22 yards (tackle by Adrian Colbert),0.940,2.390
2,12:06,1,10,SFO 48,0,10,"Blake Bortles for no gain. Blake Bortles fumbles, recovered by Leonard Fournette at JAX-49. Leonard Fournette fumbles, recovered by Leonard Fournette at JAX-49",2.390,1.440
2,11:20,2,13,JAX 49,0,10,"Blake Bortles pass incomplete deep right intended for Dede Westbrook. Penalty on Blake Bortles: Delay of Game, 5 yards (no play)",1.440,0.770
2,11:13,2,18,JAX 44,0,16,"Blake Bortles pass incomplete short middle intended for Keelan Cole is intercepted by Dontae Johnson at 50 and returned for 50 yards, touchdown",0.770,-7.000
2,11:10,,,JAX 15,2,16,"Robbie Gould kicks extra point no good, blocked by Jalen Myrick, returned by Aaron Colvin for defensive conversion, safety",0.000,1.000
2,11:03,,,SFO 35,2,16,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
2,11:03,1,10,JAX 25,2,16,Leonard Fournette left tackle for no gain (tackle by Solomon Thomas),0.610,0.060
2,10:29,2,10,JAX 25,2,16,Blake Bortles sacked by Solomon Thomas for -2 yards,0.060,-0.890
2,9:42,3,12,JAX 23,2,16,"Blake Bortles pass incomplete deep left intended for Jaelen Strong. Penalty on Dontae Johnson: Defensive Pass Interference, 23 yards (no play)",-0.890,1.990
2,9:37,1,10,JAX 46,2,16,Leonard Fournette right end for 3 yards (tackle by Eric Reid),1.990,1.860
2,8:57,2,7,JAX 49,2,16,"Blake Bortles pass complete short middle to Keelan Cole for 5 yards (tackle by Dontae Johnson). Penalty on Dontae Johnson: Illegal Use of Hands, 5 yards (no play)",1.860,2.520
2,8:36,1,10,SFO 46,2,16,Leonard Fournette right end for 4 yards (tackle by Earl Mitchell),2.520,2.520
2,7:54,2,6,SFO 42,2,16,Blake Bortles pass incomplete short middle intended for Keelan Cole,2.520,1.820
2,7:50,3,6,SFO 42,2,16,T.J. Yeldon left end for 6 yards (tackle by Solomon Thomas),1.820,3.180
2,7:09,1,10,SFO 36,2,16,--,3.180,2.910
2,6:27,2,8,SFO 34,2,16,Blake Bortles left end for 9 yards (tackle by Dontae Johnson),2.910,3.910
2,5:51,1,10,SFO 25,2,16,Leonard Fournette middle for 5 yards (tackle by Tank Carradine),3.910,4.040
2,5:21,2,5,SFO 20,2,16,Blake Bortles pass complete deep left to Dede Westbrook for 19 yards (tackle by Dontae Johnson),4.040,6.970
2,5:15,1,1,SFO 1,8,16,"Leonard Fournette middle for 1 yard, touchdown",6.970,7.000
2,5:10,,,SFO 15,9,16,Josh Lambo kicks extra point good,0.000,0.000
2,5:10,,,JAX 35,9,16,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
2,5:10,1,10,SFO 25,9,16,Jimmy Garoppolo pass complete deep left to Kyle Juszczyk for 44 yards (tackle by Paul Posluszny),0.610,3.510
2,4:56,1,10,JAX 31,9,16,"Penalty on Kyle Juszczyk: False Start, 5 yards (no play)",3.510,3.180
2,4:14,1,15,JAX 36,9,16,Matt Breida right guard for 13 yards (tackle by Barry Church and Tashaun Gipson),3.180,4.050
2,3:51,2,2,JAX 23,9,16,Jimmy Garoppolo pass incomplete short right intended for Marquise Goodwin,4.050,3.340
2,3:47,3,2,JAX 23,9,16,Jimmy Garoppolo pass complete short left to Marquise Goodwin for 4 yards,3.340,0.000
2,3:06,,,,,,Timeout #2 by San Francisco 49ers,0.000,-4.310
2,3:06,1,10,JAX 19,9,16,Jimmy Garoppolo pass complete short left to Kyle Juszczyk for 5 yards (tackle by Paul Posluszny),4.310,4.530
2,2:39,2,5,JAX 14,9,16,Carlos Hyde middle for 1 yard (tackle by Calais Campbell),4.530,3.960
2,2:00,3,4,JAX 13,9,16,Jimmy Garoppolo pass complete short right to Trent Taylor for 6 yards (tackle by Aaron Colvin),3.960,5.600
2,1:54,1,7,JAX 7,9,16,Carlos Hyde left guard for no gain (tackle by Malik Jackson),5.600,0.000
2,1:49,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,-4.760
2,1:49,2,7,JAX 7,9,16,Jimmy Garoppolo pass incomplete short right intended for Trent Taylor,4.760,3.810
2,1:45,3,7,JAX 7,9,16,Jimmy Garoppolo pass incomplete short left intended for Kendrick Bourne is intercepted by Barry Church at JAX--8,3.810,-0.280
2,1:40,1,10,JAX 20,9,16,"Blake Bortles pass incomplete deep right intended for Dede Westbrook. Penalty on Dede Westbrook: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
2,1:35,1,20,JAX 10,9,16,Blake Bortles pass complete short left to T.J. Yeldon for 4 yards (tackle by Tyvis Powell),-0.760,-1.180
2,1:09,2,16,JAX 14,9,16,Blake Bortles pass complete short middle to Keelan Cole for 15 yards (tackle by Leon Hall),-1.180,0.230
2,1:01,3,1,JAX 29,9,16,T.J. Yeldon right tackle for 4 yards (tackle by DeForest Buckner),0.230,0.000
2,0:56,,,,,,Timeout #3 by San Francisco 49ers,0.000,-1.140
2,0:56,1,10,JAX 33,9,16,Blake Bortles pass complete short middle to Keelan Cole for 24 yards (tackle by Adrian Colbert),1.140,0.000
2,0:47,,,,,,Timeout #2 by Jacksonville Jaguars,0.000,-2.720
2,0:47,1,10,SFO 43,9,16,Blake Bortles pass complete short right to T.J. Yeldon for 20 yards (tackle by Adrian Colbert),2.720,4.040
2,0:40,1,10,SFO 23,9,16,--,4.040,4.750
2,0:36,2,2,SFO 15,9,16,--,4.750,6.060
2,0:14,1,5,SFO 5,15,16,"Blake Bortles pass complete short middle to Jaelen Strong for 5 yards, touchdown",6.060,7.000
2,0:10,,,SFO 15,16,16,Josh Lambo kicks extra point good,0.000,0.000
2,0:10,,,JAX 35,16,16,"Josh Lambo kicks off 38 yards, returned by Trent Taylor for 8 yards (tackle by Peyton Thompson)",0.000,-1.270
2,0:06,1,10,SFO 35,16,16,Jimmy Garoppolo kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,JAX,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,16,16,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,JAX 25,16,16,Blake Bortles pass complete short left to Jaydon Mickens for 5 yards (tackle by Eric Reid and Tyvis Powell),0.610,0.740
3,14:24,2,5,JAX 30,16,16,Blake Bortles pass complete short left to Keelan Cole for 8 yards (tackle by Eli Harold),0.740,1.470
3,13:55,1,10,JAX 38,16,16,Leonard Fournette middle for 4 yards (tackle by Tank Carradine),1.470,1.460
3,13:15,2,6,JAX 42,16,16,Blake Bortles pass complete deep left to Keelan Cole for 32 yards (tackle by Tyvis Powell),1.460,3.840
3,12:38,1,10,SFO 26,16,16,"Blake Bortles pass complete short left to Marcedes Lewis for 10 yards (tackle by Eric Reid). Penalty on Keelan Cole: Offensive Pass Interference, 10 yards (no play)",3.840,3.180
3,12:12,1,20,SFO 36,16,16,Leonard Fournette left tackle for 7 yards (tackle by Tank Carradine),3.180,2.890
3,11:43,2,13,SFO 29,16,16,Leonard Fournette middle for 2 yards (tackle by Solomon Thomas),2.890,2.480
3,11:04,3,11,SFO 27,16,16,Blake Bortles pass incomplete short left intended for T.J. Yeldon (defended by DeForest Buckner),2.480,1.670
3,11:02,4,11,SFO 27,19,16,Josh Lambo 45 yard field goal good,1.670,3.000
3,10:57,,,JAX 35,19,16,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,10:57,1,10,SFO 25,19,16,Matt Breida right guard for 2 yards (tackle by Abry Jones),0.610,0.330
3,10:31,2,8,SFO 27,19,16,Jimmy Garoppolo pass incomplete deep left intended for Marquise Goodwin (defended by A.J. Bouye),0.330,-0.360
3,10:24,3,8,SFO 27,19,16,Jimmy Garoppolo sacked by Yannick Ngakoue for -4 yards,-0.360,-1.830
3,9:45,4,12,SFO 23,19,16,Bradley Pinion punts 45 yards,-1.830,-1.070
3,9:33,1,10,JAX 32,19,16,Blake Bortles pass incomplete short middle intended for Keelan Cole,1.070,0.530
3,9:29,2,10,JAX 32,19,16,Leonard Fournette middle for 3 yards (tackle by Solomon Thomas and Brock Coyle),0.530,0.230
3,8:51,3,7,JAX 35,19,16,Blake Bortles pass incomplete deep middle intended for Keelan Cole is intercepted by K'Waun Williams at SFO-47 and returned for 27 yards,0.230,-3.840
3,8:41,1,10,JAX 26,19,16,Matt Breida left end for 3 yards (tackle by Dawuane Smoot),3.840,3.700
3,8:16,2,7,JAX 23,19,16,Jimmy Garoppolo pass complete short middle to Matt Breida for 8 yards (tackle by Paul Posluszny),3.700,4.580
3,7:35,1,10,JAX 15,19,16,Jimmy Garoppolo pass incomplete short left intended for Marquise Goodwin,4.580,3.950
3,7:31,2,10,JAX 15,19,16,Jimmy Garoppolo pass complete short middle to Kyle Juszczyk for 7 yards (tackle by Tashaun Gipson),3.950,4.450
3,6:51,3,3,JAX 8,19,22,"Jimmy Garoppolo pass complete short middle to George Kittle for 8 yards, touchdown",4.450,7.000
3,6:46,,,JAX 15,19,23,Robbie Gould kicks extra point good,0.000,0.000
3,6:46,,,SFO 35,19,23,"Bradley Pinion kicks off 64 yards, returned by Corey Grant for 26 yards (tackle by Jeremy McNichols)",0.000,-0.740
3,6:41,1,10,JAX 27,19,23,Leonard Fournette left tackle for 4 yards (tackle by Tank Carradine and DeForest Buckner),0.740,0.740
3,6:03,2,6,JAX 31,19,23,"Penalty on Marcedes Lewis: False Start, 5 yards (no play)",0.740,0.060
3,5:36,2,11,JAX 26,19,23,Blake Bortles pass complete deep middle to Keelan Cole for 18 yards (tackle by Ahkello Witherspoon),0.060,1.860
3,5:05,1,10,JAX 44,19,23,Leonard Fournette left tackle for 3 yards (tackle by Dontae Johnson and Brock Coyle),1.860,1.720
3,4:32,2,7,JAX 47,19,23,"T.J. Yeldon left end for 11 yards (tackle by Reuben Foster and Adrian Colbert). Penalty on Keelan Cole: Illegal Shift, 5 yards (no play)",1.720,1.050
3,4:12,2,12,JAX 42,19,23,Blake Bortles pass complete short left to Dede Westbrook for 13 yards (tackle by Dontae Johnson),1.050,2.590
3,3:32,1,10,SFO 45,19,23,Leonard Fournette left guard for 2 yards (tackle by Brock Coyle),2.590,2.310
3,2:59,2,8,SFO 43,19,23,Leonard Fournette middle for 1 yard (tackle by K'Waun Williams),2.310,1.750
3,2:17,3,7,SFO 42,19,23,Blake Bortles pass incomplete short right intended for T.J. Yeldon,1.750,0.460
3,2:12,4,7,SFO 42,19,23,"Brad Nortman punts 28 yards, fair catch by Trent Taylor",0.460,0.280
3,2:06,1,10,SFO 14,19,23,"Jimmy Garoppolo pass complete short right to Carlos Hyde for 2 yards (tackle by Jalen Ramsey). Penalty on Myles Jack: Taunting, 15 yards",-0.280,1.000
3,1:59,1,10,SFO 31,19,23,Jimmy Garoppolo pass complete short middle to Carlos Hyde for 10 yards (tackle by Telvin Smith and Paul Posluszny),1.000,1.660
3,1:34,1,10,SFO 41,19,23,Carlos Hyde left tackle for 4 yards (tackle by Calais Campbell and Barry Church),1.660,1.660
3,0:59,2,6,SFO 45,19,23,"Matt Breida middle for no gain (tackle by Barry Church). Penalty on Yannick Ngakoue: Unsportsmanlike Conduct, 15 yards",1.660,2.920
3,0:33,1,10,JAX 40,19,23,Carlos Hyde left end for 10 yards (tackle by Myles Jack),2.920,3.580
Quarter,Time,Down,ToGo,Location,JAX,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 30,19,23,Carlos Hyde right tackle for 3 yards (tackle by Tashaun Gipson),3.580,3.440
4,14:22,2,7,JAX 27,19,23,Jimmy Garoppolo pass complete short middle to Trent Taylor for 8 yards (tackle by Telvin Smith),3.440,4.310
4,13:44,1,10,JAX 19,19,23,Matt Breida right end for 1 yard (tackle by Dante Fowler),4.310,3.880
4,13:03,2,9,JAX 18,19,23,Jimmy Garoppolo pass complete short middle to Carlos Hyde for 7 yards (tackle by Aaron Colvin),3.880,4.430
4,12:27,3,2,JAX 11,19,23,"Jimmy Garoppolo for 3 yards. Penalty on Dante Fowler: Defensive Holding, 4 yards",4.430,6.280
4,12:07,1,4,JAX 4,19,23,Carlos Hyde middle for 2 yards (tackle by Myles Jack and Calais Campbell),6.280,5.720
4,11:26,2,2,JAX 2,19,23,Carlos Hyde right end for -3 yards (tackle by Paul Posluszny and Jalen Ramsey),5.720,4.260
4,10:42,3,5,JAX 5,19,29,"Jimmy Garoppolo pass complete short left to Trent Taylor for 5 yards, touchdown",4.260,7.000
4,10:39,,,JAX 15,19,30,Robbie Gould kicks extra point good,0.000,0.000
4,10:39,,,SFO 35,19,30,"Bradley Pinion kicks off 58 yards, returned by Jalen Myrick for 18 yards (tackle by Dexter McCoil)",0.000,-0.610
4,10:34,1,10,JAX 25,19,30,Blake Bortles pass incomplete deep right intended for Keelan Cole is intercepted by Ahkello Witherspoon at JAX-41 and returned for 23 yards,0.610,-4.370
4,10:23,1,10,JAX 18,19,30,Matt Breida left guard for 7 yards (tackle by Telvin Smith),4.370,5.010
4,9:40,2,3,JAX 11,19,30,Matt Breida right end for 5 yards (tackle by Jalen Ramsey),5.010,5.830
4,9:03,1,6,JAX 6,19,36,"Carlos Hyde left tackle for 6 yards, touchdown",5.830,7.000
4,8:59,,,JAX 15,19,37,"Robbie Gould kicks extra point good. Penalty on Jalen Myrick: Defensive Offside, 5 yards",0.000,0.000
4,8:59,,,SFO 40,19,37,"Bradley Pinion kicks off 60 yards, touchback",0.000,-0.610
4,8:59,1,10,JAX 25,19,37,Blake Bortles pass incomplete short middle intended for Dede Westbrook (defended by Sheldon Day),0.610,0.060
4,8:56,2,10,JAX 25,19,37,Blake Bortles pass incomplete deep right intended for Keelan Cole,0.060,-0.620
4,8:51,3,10,JAX 25,19,37,"Penalty on James O'Shaughnessy: False Start, 5 yards (no play)",-0.620,-1.290
4,8:51,3,15,JAX 20,19,37,Blake Bortles pass complete short middle to T.J. Yeldon for 7 yards (tackle by Ahkello Witherspoon and K'Waun Williams),-1.290,-1.570
4,8:17,4,8,JAX 27,19,37,"Brad Nortman punts 41 yards, returned by Trent Taylor for 8 yards (tackle by Lerentee McCray)",-1.570,-1.600
4,8:08,1,10,SFO 40,19,37,Carlos Hyde right tackle for -2 yards (tackle by Malik Jackson and Calais Campbell),1.600,0.780
4,7:23,2,12,SFO 38,19,37,Carlos Hyde right guard for 4 yards (tackle by Marcell Dareus and Jalen Ramsey),0.780,0.630
4,6:44,3,8,SFO 42,19,37,Jimmy Garoppolo pass incomplete deep left intended for Aldrick Robinson,0.630,-0.590
4,6:38,4,8,SFO 42,19,37,"Bradley Pinion punts 43 yards, fair catch by Jaydon Mickens",-0.590,0.220
4,6:31,1,10,JAX 15,19,37,Blake Bortles pass complete short middle to T.J. Yeldon for 5 yards (tackle by Brock Coyle),-0.220,0.080
4,6:08,2,5,JAX 20,19,37,Blake Bortles pass incomplete short right intended for T.J. Yeldon,0.080,-0.760
4,6:04,3,5,JAX 20,19,37,Blake Bortles pass complete deep middle to Dede Westbrook for 23 yards (tackle by K'Waun Williams),-0.760,1.800
4,5:34,1,10,JAX 43,19,37,Blake Bortles pass complete short middle to T.J. Yeldon for 12 yards (tackle by Adrian Colbert and K'Waun Williams),1.800,2.590
4,5:07,1,10,SFO 45,19,37,Blake Bortles pass incomplete short right intended for Jaelen Strong (defended by Ahkello Witherspoon),2.590,2.040
4,5:02,2,10,SFO 45,19,37,Blake Bortles left guard for 5 yards,2.040,2.010
4,4:38,3,5,SFO 40,19,37,Blake Bortles pass complete short middle to Jaelen Strong for 14 yards (tackle by Leon Hall),2.010,3.840
4,4:11,1,10,SFO 26,19,37,Blake Bortles pass complete short middle to T.J. Yeldon for 6 yards (tackle by Eric Reid),3.840,4.110
4,3:49,2,4,SFO 20,19,37,Blake Bortles pass incomplete short middle intended for Jaydon Mickens,4.110,3.400
4,3:45,3,4,SFO 20,19,37,"Penalty on T.J. Yeldon: False Start, 5 yards (no play)",3.400,0.000
4,3:45,,,,,,Timeout #2 by San Francisco 49ers,0.000,-2.740
4,3:45,3,9,SFO 25,19,37,Blake Bortles pass complete short right to T.J. Yeldon for 10 yards (tackle by Brock Coyle),2.740,4.580
4,3:23,1,10,SFO 15,19,37,Blake Bortles pass incomplete short left intended for Jaydon Mickens,4.580,3.950
4,3:19,2,10,SFO 15,19,37,Blake Bortles for 6 yards,3.950,4.220
4,3:11,3,4,SFO 9,19,37,Blake Bortles pass incomplete short middle intended for James O'Shaughnessy,4.220,2.900
4,3:07,4,4,SFO 9,19,37,Blake Bortles pass complete short middle to James O'Shaughnessy for 8 yards (tackle by Adrian Colbert),2.900,6.970
4,2:43,1,1,SFO 1,19,37,T.J. Yeldon right guard for no gain (tackle by Cassius Marsh and Elvis Dumervil),6.970,5.910
4,2:20,2,1,SFO 1,25,37,"T.J. Yeldon left guard for 1 yard, touchdown",5.910,7.000
4,2:17,,,SFO 2,27,37,"Two Point Attempt: Blake Bortles pass complete to Ben Koyack, conversion succeeds",0.000,1.000
4,2:17,,,JAX 35,27,37,"Josh Lambo kicks onside 19 yards, recovered by Lerentee McCray (onside kick successful)",0.000,2.520
4,2:13,1,10,SFO 46,27,37,Blake Bortles pass complete short right to Jaelen Strong for 19 yards (tackle by Leon Hall),2.520,3.780
4,2:00,1,10,SFO 27,27,37,"Blake Bortles right end for 11 yards (tackle by Leon Hall). Penalty on Ahkello Witherspoon: Defensive Holding, 5 yards",3.780,4.840
4,1:54,1,10,SFO 11,33,37,"Blake Bortles pass complete short right to James O'Shaughnessy for 11 yards, touchdown",4.840,7.000
4,1:50,,,SFO 15,33,37,Josh Lambo kicks extra point no good,0.000,-1.000
4,1:50,,,JAX 35,33,37,--,0.000,-2.190
4,1:49,1,10,SFO 49,33,37,"Carlos Hyde middle for 4 yards (tackle by Telvin Smith and Paul Posluszny). Penalty on Malik Jackson: Unnecessary Roughness, 15 yards",2.190,3.450
4,1:43,1,10,JAX 32,33,37,"Penalty on Joe Staley: False Start, 5 yards (no play)",3.450,3.120
4,1:43,1,15,JAX 37,33,37,Carlos Hyde middle for 4 yards (tackle by Paul Posluszny),3.120,0.000
4,1:38,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,-2.770
4,1:38,2,11,JAX 33,33,37,Carlos Hyde middle for 3 yards (tackle by Calais Campbell),2.770,0.000
4,1:31,,,,,,Timeout #2 by Jacksonville Jaguars,0.000,-2.480
4,1:31,3,8,JAX 30,33,43,"Matt Breida left end for 30 yards, touchdown",2.480,7.000
4,1:24,,,JAX 15,33,44,Robbie Gould kicks extra point good,0.000,0.000
4,1:24,,,SFO 35,33,44,"Bradley Pinion kicks off 67 yards, returned by Corey Grant for 20 yards (tackle by Dekoda Watson)",0.000,-0.040
4,1:19,1,10,JAX 18,33,44,Blake Bortles pass incomplete deep right intended for Keelan Cole,0.040,-0.490
4,1:13,2,10,JAX 18,33,44,Blake Bortles pass complete short left to Leonard Fournette for 8 yards (tackle by Eric Reid),-0.490,-0.140
4,0:54,3,2,JAX 26,33,44,Blake Bortles pass complete short right to Ben Koyack for 1 yard (tackle by Ahkello Witherspoon),-0.140,-1.570
4,0:32,4,1,JAX 27,33,44,Blake Bortles pass complete deep right to Dede Westbrook for 19 yards (tackle by Adrian Colbert),-1.570,0.000
4,0:23,,,,,,Timeout #3 by Jacksonville Jaguars,0.000,-1.990
4,0:23,1,10,JAX 46,33,44,Blake Bortles pass complete short left to Ben Koyack for 9 yards (tackle by Dontae Johnson),1.990,2.670
4,0:17,2,1,SFO 45,33,44,Blake Bortles pass complete short left to Leonard Fournette for 7 yards (tackle by Brock Coyle and Ronald Blair),2.670,2.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
