Quarter,Time,Down,ToGo,Location,IND,WAS,Detail,EPB,EPA
2,1:52,1,10,IND 40,14,3,Andrew Luck pass incomplete deep right intended for Jack Doyle,1.600,1.050
2,1:47,2,10,IND 40,14,3,Andrew Luck sacked by Matthew Ioannidis for -2 yards,1.050,0.100
2,1:09,3,12,IND 38,14,3,Andrew Luck pass complete short left to Jack Doyle for 8 yards (tackle by Mason Foster),0.100,-0.320
2,1:02,,,,,,Timeout #2 by Washington Redskins,,
2,1:02,4,4,IND 46,14,3,"Rigoberto Sanchez punts 39 yards, fair catch by Greg Stroman at WAS-15",-0.320,0.220
2,0:55,1,10,WAS 15,14,3,Alex Smith pass complete short right to Chris Thompson for 9 yards (tackle by Darius Leonard and Nate Hairston),-0.220,0.620
2,0:36,2,1,WAS 24,14,3,Alex Smith pass incomplete short left intended for Jamison Crowder,0.620,-0.270
2,0:29,3,1,WAS 24,14,3,Alex Smith pass complete deep left to Paul Richardson for 34 yards (tackle by Kenny Moore),-0.270,2.790
2,0:21,,,,,,Timeout #3 by Washington Redskins,,
2,0:21,1,10,IND 42,14,3,Alex Smith pass complete short left to Chris Thompson for 11 yards (tackle by Clayton Geathers and Pierre Desir),2.790,3.510
2,0:06,1,10,IND 31,14,3,Alex Smith spiked the ball,3.510,2.970
2,0:05,2,10,IND 31,14,3,Dustin Hopkins 49 yard field goal no good,2.970,-1.530
2,0:01,1,10,IND 39,14,3,Andrew Luck kneels for -1 yards,1.530,0.850
Quarter,Time,Down,ToGo,Location,IND,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,14,3,"Rigoberto Sanchez kicks off 63 yards, returned by Greg Stroman for no gain (tackle by Clayton Geathers). Penalty on Jehu Chesson: Offensive Holding, 10 yards",0.000,-0.380
3,14:55,1,10,WAS 9,14,3,Adrian Peterson right end for -3 yards (tackle by Jabaal Sheard),-0.380,-1.000
3,14:16,2,13,WAS 6,14,3,"Penalty on Trent Williams: False Start, 3 yards (no play)",-1.000,-1.220
3,13:57,2,16,WAS 3,14,3,Alex Smith pass complete short left to Jordan Reed for 6 yards (tackle by Kenny Moore and Anthony Walker),-1.220,-1.420
3,13:16,3,10,WAS 9,14,3,Alex Smith pass complete short left to Josh Doctson for 14 yards (tackle by Pierre Desir),-1.420,0.480
3,12:43,1,10,WAS 23,14,3,Adrian Peterson right tackle for no gain (tackle by Nate Hairston),0.480,-0.070
3,12:08,2,10,WAS 23,14,3,Alex Smith pass complete deep right to Paul Richardson for 19 yards,-0.070,1.730
3,11:35,1,10,WAS 42,14,3,Adrian Peterson right end for 5 yards (tackle by Kemoko Turay and Anthony Walker),1.730,1.860
3,10:58,2,5,WAS 47,14,3,Alex Smith pass incomplete deep right intended for Jamison Crowder,1.860,1.160
3,10:52,3,5,WAS 47,14,3,Alex Smith pass incomplete short left intended for Jehu Chesson (defended by Pierre Desir),1.160,-0.260
3,10:47,4,5,WAS 47,14,3,Tress Way punts 31 yards downed by Danny Johnson,-0.260,-0.410
3,10:38,1,10,IND 22,14,3,Andrew Luck pass complete short left to Nyheim Hines for -2 yards (tackle by Mason Foster),0.410,-0.400
3,10:04,2,12,IND 20,14,3,Marlon Mack up the middle for 2 yards (tackle by Jonathan Allen),-0.400,-0.820
3,9:26,3,10,IND 22,14,3,Andrew Luck pass short middle intended for T.Y. Hilton is intercepted by D.J. Swearinger at IND-36 and returned for 7 yards,-0.820,-3.640
3,9:17,1,10,IND 29,14,3,Adrian Peterson left end for -1 yards (tackle by Anthony Walker and Darius Leonard),3.640,2.970
3,8:32,2,11,IND 30,14,3,Alex Smith pass complete short left to Chris Thompson for 4 yards (tackle by Pierre Desir and Darius Leonard),2.970,2.810
3,7:50,3,7,IND 26,14,3,Alex Smith pass complete short left to Jordan Reed for 11 yards (tackle by Kemoko Turay),2.810,4.580
3,7:11,1,10,IND 15,14,3,Alex Smith pass complete short left to Chris Thompson for 3 yards (tackle by Anthony Walker),4.580,4.450
3,6:34,2,7,IND 12,14,3,Adrian Peterson left end for 3 yards (tackle by Darius Leonard and Clayton Geathers),4.450,4.220
3,5:49,3,4,IND 9,14,3,Alex Smith pass incomplete short left intended for Josh Doctson (defended by Pierre Desir),4.220,2.900
3,5:43,4,4,IND 9,14,6,Dustin Hopkins 27 yard field goal good,2.900,3.000
3,5:40,,,WAS 35,14,6,"Dustin Hopkins kicks off 60 yards, returned by Zach Pascal for no gain (tackle by Josh Harvey-Clemons)",0.000,0.540
3,5:35,1,10,IND 24,14,6,Andrew Luck pass incomplete deep right intended for Eric Ebron (defended by Montae Nicholson),0.540,0.000
3,5:29,2,10,IND 24,14,6,Marlon Mack left end for 5 yards (tackle by Montae Nicholson),0.000,-0.030
3,4:46,3,5,IND 29,14,6,Andrew Luck pass incomplete short middle intended for T.Y. Hilton,-0.030,-1.440
3,4:42,4,5,IND 29,14,6,"Rigoberto Sanchez punts 44 yards, fair catch by Greg Stroman at WAS-27",-1.440,-0.740
3,4:35,1,10,WAS 27,14,6,Alex Smith right end for 3 yards (tackle by Anthony Walker and Quincy Wilson),0.740,0.600
3,3:59,2,7,WAS 30,14,6,Alex Smith pass complete short left to Josh Doctson for 7 yards (tackle by Quincy Wilson),0.600,1.400
3,3:22,1,10,WAS 37,14,6,Adrian Peterson right tackle for 14 yards (tackle by Darius Leonard),1.400,2.320
3,2:44,1,10,IND 49,14,6,Adrian Peterson right end for -3 yards (tackle by Kenny Moore and Jabaal Sheard),2.320,1.380
3,2:03,2,13,WAS 48,14,6,Alex Smith pass complete deep middle to Jordan Reed for 19 yards (tackle by Clayton Geathers),1.380,3.380
3,1:24,1,10,IND 33,14,6,Adrian Peterson up the middle for 4 yards (tackle by Kenny Moore),3.380,3.380
3,0:49,2,6,IND 29,14,6,Alex Smith pass complete short right to Paul Richardson for 9 yards (tackle by Nate Hairston and Kenny Moore),3.380,4.240
3,0:09,1,10,IND 20,14,6,Chris Thompson right guard for 1 yard (tackle by Darius Leonard and Anthony Walker),4.240,3.820
Quarter,Time,Down,ToGo,Location,IND,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,IND 19,14,6,Alex Smith sacked by Darius Leonard for -10 yards,3.820,1.820
4,14:17,3,19,IND 29,14,6,Alex Smith pass complete short right to Chris Thompson for -2 yards (tackle by Pierre Desir),1.820,1.320
4,13:33,4,21,IND 31,14,9,Dustin Hopkins 49 yard field goal good,1.320,3.000
4,13:28,,,WAS 35,14,9,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
4,13:28,1,10,IND 25,14,9,Jordan Wilkins left tackle for 4 yards (tackle by Preston Smith and Da'Ron Payne),0.610,0.600
4,13:04,2,6,IND 29,14,9,Jordan Wilkins right guard for 5 yards (tackle by Preston Smith),0.600,0.560
4,12:30,3,1,IND 34,14,9,Andrew Luck pass complete short left to Chester Rogers for 5 yards (tackle by Quinton Dunbar),0.560,1.530
4,11:51,1,10,IND 39,14,9,Andrew Luck pass incomplete short middle intended for Jack Doyle,1.530,0.990
4,11:47,2,10,IND 39,14,9,Andrew Luck pass complete short right to Ryan Grant for 9 yards (tackle by Zach Brown and Josh Norman),0.990,1.490
4,11:24,3,1,IND 48,14,9,Andrew Luck up the middle for 2 yards (tackle by Mason Foster),1.490,2.260
4,10:48,1,10,IND 50,14,9,Andrew Luck pass complete deep right to Ryan Grant for 21 yards (tackle by Quinton Dunbar),2.260,3.640
4,10:19,1,10,WAS 29,14,9,Andrew Luck pass complete short left to T.Y. Hilton for 9 yards (tackle by Quinton Dunbar),3.640,4.320
4,9:52,2,1,WAS 20,14,9,Nyheim Hines right tackle for no gain (tackle by Zach Brown and Evander Hood),4.320,3.600
4,9:16,3,1,WAS 20,14,9,Andrew Luck pass complete short right to Jack Doyle for 12 yards (tackle by D.J. Swearinger),3.600,5.370
4,8:49,1,8,WAS 8,14,9,Andrew Luck pass complete short right to Jordan Wilkins for 3 yards (tackle by Zach Brown and Josh Norman),5.370,5.150
4,8:13,2,5,WAS 5,14,9,Andrew Luck right end for 2 yards (tackle by Mason Foster and Montae Nicholson),5.150,4.720
4,7:37,3,3,WAS 3,20,9,"Andrew Luck pass complete short middle to T.Y. Hilton for 3 yards, touchdown",4.720,7.000
4,7:32,,,WAS 15,21,9,Adam Vinatieri kicks extra point good,0.000,0.000
4,7:32,,,IND 35,21,9,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,7:32,1,10,WAS 25,21,9,Alex Smith pass complete short left to Chris Thompson for 10 yards (tackle by Darius Leonard),0.610,1.270
4,7:05,1,10,WAS 35,21,9,Alex Smith pass complete short left to Josh Doctson for 10 yards (tackle by Darius Leonard),1.270,1.930
4,6:43,1,10,WAS 45,21,9,Alex Smith pass incomplete short left intended for Jordan Reed,1.930,1.380
4,6:39,2,10,WAS 45,21,9,Alex Smith pass complete short middle to Jamison Crowder for 8 yards (tackle by Anthony Walker),1.380,1.750
4,6:15,3,2,IND 47,21,9,Alex Smith pass complete short left to Josh Doctson for 6 yards (tackle by Kenny Moore),1.750,2.850
4,5:51,1,10,IND 41,21,9,Alex Smith pass complete short middle to Chris Thompson for 5 yards (tackle by Darius Leonard and Clayton Geathers),2.850,2.980
4,5:28,2,5,IND 36,21,9,Alex Smith pass complete short middle to Vernon Davis for 7 yards (tackle by Clayton Geathers and Darius Leonard),2.980,3.640
4,5:08,1,10,IND 29,21,9,"Alex Smith pass complete short middle to Jordan Reed for 8 yards (tackle by Darius Leonard). Jordan Reed fumbles (forced by Darius Leonard), recovered by Pierre Desir at IND-19 (tackle by Chris Thompson)",3.640,-0.150
4,4:59,1,10,IND 19,21,9,Jordan Wilkins left guard for 18 yards (tackle by Montae Nicholson),0.150,1.400
4,4:15,1,10,IND 37,21,9,Jordan Wilkins up the middle for 2 yards (tackle by Da'Ron Payne),1.400,1.130
4,4:10,,,,,,Timeout #1 by Washington Redskins,,
4,4:10,2,8,IND 39,21,9,Jordan Wilkins up the middle for 1 yard (tackle by Preston Smith and Zach Brown),1.130,0.560
4,4:06,,,,,,Timeout #2 by Washington Redskins,,
4,4:06,3,7,IND 40,21,9,"Penalty on Jack Doyle: False Start, 5 yards (no play)",0.560,-0.100
4,4:05,3,12,IND 35,21,9,Andrew Luck pass complete short right to Chester Rogers for 6 yards (tackle by D.J. Swearinger),-0.100,-0.650
4,3:58,,,,,,Timeout #3 by Washington Redskins,,
4,3:58,4,6,IND 41,21,9,"Rigoberto Sanchez punts 59 yards, touchback.",-0.650,-0.280
4,3:47,1,10,WAS 20,21,9,Alex Smith left end for 6 yards (tackle by Kemoko Turay),0.280,0.540
4,3:39,2,4,WAS 26,21,9,Alex Smith pass complete short middle to Chris Thompson for 7 yards (tackle by Clayton Geathers and Darius Leonard),0.540,1.140
4,3:17,1,10,WAS 33,21,9,Alex Smith pass incomplete short middle intended for Jordan Reed (defended by Margus Hunt),1.140,0.590
4,3:13,2,10,WAS 33,21,9,Alex Smith sacked by Jihad Ward for -6 yards,0.590,-0.890
4,2:29,3,16,WAS 27,21,9,Alex Smith pass complete short middle to Chris Thompson for 14 yards (tackle by Kenny Moore and Clayton Geathers),-0.890,-0.650
4,2:04,4,2,WAS 41,21,9,Alex Smith up the middle for 5 yards,-0.650,1.990
4,1:58,1,10,WAS 46,21,9,Alex Smith pass complete short right to Jordan Reed for 7 yards (tackle by Nate Hairston and Clayton Geathers),1.990,2.400
4,1:26,2,3,IND 47,21,9,Alex Smith pass complete short middle to Chris Thompson for 7 yards (tackle by Kenny Moore),2.400,2.920
4,1:07,1,10,IND 40,21,9,Alex Smith pass complete short right to Chris Thompson for 4 yards (tackle by Clayton Geathers),2.920,2.910
4,0:54,2,6,IND 36,21,9,Alex Smith spiked the ball,2.910,2.210
4,0:53,3,6,IND 36,21,9,"Alex Smith right end for no gain (tackle by Kenny Moore). Penalty on Morgan Moses: Offensive Holding, 10 yards (no play)",2.210,0.890
4,0:46,3,16,IND 46,21,9,Alex Smith pass complete short middle to Chris Thompson for 12 yards (tackle by Matthias Farley),0.890,1.080
4,0:23,4,4,IND 34,21,9,Alex Smith pass incomplete short middle intended for Chris Thompson (defended by Darius Leonard),1.080,-1.200
4,0:18,1,10,IND 34,21,9,Andrew Luck kneels for -1 yards,1.200,0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
