Quarter,Time,Down,ToGo,Location,NWE,BUF,Detail,EPB,EPA
1,5:22,1,10,NWE 25,0,7,Cam Newton pass complete short left to Jakobi Meyers for 16 yards (tackle by Jordan Poyer),0.610,1.660
1,4:39,1,10,NWE 41,0,7,"Cam Newton pass complete deep right to Jakobi Meyers for 17 yards (tackle by Dean Marlowe). Penalty on Joe Thuney: Offensive Holding, 10 yards (no play)",1.660,1.000
1,4:09,1,20,NWE 31,0,7,Cam Newton pass incomplete short right,1.000,-0.230
1,4:03,2,20,NWE 31,0,7,James White left guard for 2 yards (tackle by Dean Marlowe),-0.230,-0.630
1,3:22,3,18,NWE 33,0,7,"Cam Newton pass complete short right to James White for 10 yards (tackle by Tremaine Edmunds and Taron Johnson). Penalty on Ed Oliver: Illegal Use of Hands, 5 yards (no play)",-0.630,1.470
1,2:50,1,10,NWE 38,0,7,Damien Harris right guard for 2 yards (tackle by Andre Smith),1.470,1.190
1,2:14,2,8,NWE 40,0,7,Cam Newton pass incomplete short right intended for Ryan Izzo,1.190,0.500
1,2:10,3,8,NWE 40,0,7,Cam Newton sacked by Quinton Jefferson for -4 yards,0.500,-0.980
1,1:39,4,12,NWE 36,0,7,"Jake Bailey punts 64 yards, touchback.",-0.980,-0.280
1,1:30,1,10,BUF 20,0,7,Josh Allen pass complete deep right to Stefon Diggs for 20 yards (tackle by Terrence Brooks),0.280,1.600
1,0:54,1,10,BUF 40,0,7,Zack Moss right tackle for -2 yards (tackle by Lawrence Guy and Byron Cowart),1.600,0.780
1,0:18,2,12,BUF 38,0,7,Josh Allen pass incomplete deep left intended for Gabriel Davis,0.780,0.100
1,0:12,3,12,BUF 38,0,7,"Penalty on Brian Winters: False Start, 5 yards (no play)",0.100,-0.560
1,0:12,3,17,BUF 33,0,7,Josh Allen pass incomplete short left intended for Zack Moss,-0.560,-1.180
1,0:05,4,17,BUF 33,0,7,Corey Bojorquez punts 36 yards out of bounds,-1.180,-1.000
Quarter,Time,Down,ToGo,Location,NWE,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NWE 31,0,7,Cam Newton up the middle for 5 yards (tackle by Ed Oliver),1.000,1.140
2,14:24,2,5,NWE 36,0,7,Cam Newton pass complete short right to Jakobi Meyers for 8 yards (tackle by Jordan Poyer),1.140,1.860
2,14:01,1,10,NWE 44,0,7,Cam Newton up the middle for 2 yards (tackle by Brandin Bryant and A.J. Klein),1.860,1.590
2,13:15,2,8,NWE 46,0,7,"Penalty on Jakobi Meyers: False Start, 5 yards (no play)",1.590,0.910
2,12:52,2,13,NWE 41,0,7,Cam Newton pass complete short middle to James White for 28 yards (tackle by Jordan Poyer),0.910,3.510
2,12:11,1,10,BUF 31,0,7,Cam Newton pass incomplete short middle intended for Damiere Byrd,3.510,2.970
2,12:06,2,10,BUF 31,0,7,Damien Harris left tackle for 2 yards (tackle by Harrison Phillips). Penalty on Damiere Byrd: Illegal Shift (Declined),2.970,2.540
2,11:36,,,,,,Timeout #1 by New England Patriots,,
2,11:36,3,8,BUF 29,0,7,Cam Newton left end for 4 yards (tackle by Jerry Hughes and Tremaine Edmunds),2.540,1.880
2,10:55,4,4,BUF 25,3,7,Nick Folk 43 yard field goal good,1.880,3.000
2,10:50,,,NWE 35,3,7,"Jake Bailey kicks off 66 yards, returned by Andre Roberts for 20 yards (tackle by Adrian Phillips)",0.000,0.150
2,10:45,1,10,BUF 19,3,7,Devin Singletary right tackle for 2 yards (tackle by Tashawn Bower and John Simon),0.150,-0.060
2,10:10,2,8,BUF 21,3,7,Devin Singletary left tackle for 4 yards (tackle by John Simon),-0.060,-0.290
2,9:28,3,4,BUF 25,3,7,"Penalty on Devin McCourty: Neutral Zone Infraction, 5 yards (no play)",-0.290,0.940
2,9:08,1,10,BUF 30,3,7,Devin Singletary left tackle for 6 yards (tackle by Ja'Whaun Bentley),0.940,1.200
2,8:30,2,4,BUF 36,3,7,Josh Allen sacked by Ja'Whaun Bentley for -5 yards,1.200,-0.160
2,7:56,,,,,,Timeout #1 by Buffalo Bills,,
2,7:56,3,9,BUF 31,3,7,Josh Allen pass incomplete short right intended for John Brown (defended by Jason McCourty),-0.160,-1.310
2,7:52,4,9,BUF 31,3,7,"Corey Bojorquez punts 46 yards, fair catch by Gunner Olszewski at NE-23",-1.310,-0.480
2,7:43,1,10,NWE 23,3,7,Damien Harris right guard for 2 yards (tackle by Jordan Poyer),0.480,0.200
2,7:00,2,8,NWE 25,3,7,Gunner Olszewski right end for 6 yards (tackle by Levi Wallace),0.200,0.300
2,6:23,3,2,NWE 31,3,7,James White up the middle for -2 yards (tackle by Dean Marlowe),0.300,-1.440
2,5:38,4,4,NWE 29,3,7,Jake Bailey punts 49 yards out of bounds,-1.440,-0.410
2,5:30,1,10,BUF 22,3,7,Josh Allen pass complete short left to Cole Beasley for 12 yards (tackle by Jason McCourty),0.410,1.200
2,5:04,1,10,BUF 34,3,7,Josh Allen pass complete short left to Stefon Diggs for 8 yards,1.200,1.740
2,4:34,2,2,BUF 42,3,7,Zack Moss left tackle for 1 yard (tackle by Deatrich Wise and Lawrence Guy),1.740,1.160
2,4:01,3,1,BUF 43,3,7,Josh Allen right guard for 2 yards (tackle by Ja'Whaun Bentley),1.160,1.930
2,3:17,1,10,BUF 45,3,7,Josh Allen pass complete short right to Stefon Diggs for 12 yards (tackle by J.C. Jackson),1.930,2.720
2,2:40,1,10,NWE 43,3,7,Zack Moss right tackle for 7 yards (tackle by John Simon and J.C. Jackson),2.720,3.120
2,2:00,2,3,NWE 36,3,7,"Zack Moss right tackle for 1 yard (tackle by Terrence Brooks and Nick Thurman). Penalty on Brian Winters: Offensive Holding, 10 yards (no play)",3.120,1.770
2,1:54,2,13,NWE 46,3,7,Josh Allen pass complete short middle to Stefon Diggs for 5 yards (tackle by J.C. Jackson),1.770,1.750
2,1:47,,,,,,Timeout #2 by New England Patriots,,
2,1:47,3,8,NWE 41,3,7,Josh Allen pass short right intended for Stefon Diggs is intercepted by J.C. Jackson at NE-26 and returned for 25 yards,1.750,-2.320
2,1:38,1,10,BUF 49,3,7,Cam Newton pass incomplete short left intended for Jakobi Meyers,2.320,1.780
2,1:33,2,10,BUF 49,3,7,Cam Newton pass complete short middle to Jakobi Meyers for 10 yards (tackle by Jordan Poyer),1.780,2.980
2,0:57,1,10,BUF 39,3,7,Cam Newton pass incomplete short left intended for Jakobi Meyers,2.980,2.440
2,0:53,2,10,BUF 39,3,7,Cam Newton pass complete short right to Ryan Izzo for 15 yards (tackle by Jordan Poyer),2.440,3.970
2,0:26,1,10,BUF 24,3,7,Cam Newton pass complete short right to Ryan Izzo for 9 yards (tackle by Matt Milano),3.970,4.850
2,0:17,,,,,,Timeout #2 by New England Patriots,,
2,0:17,,,,,,Timeout #2 by Buffalo Bills,,
2,0:17,2,1,BUF 15,3,7,Cam Newton pass incomplete short right intended for James White,4.850,4.170
2,0:12,,,,,,Timeout #3 by Buffalo Bills,,
2,0:12,3,1,BUF 15,6,7,Nick Folk 33 yard field goal good,4.170,3.000
2,0:08,,,NWE 35,6,7,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,0:08,1,10,BUF 25,6,7,Josh Allen kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,NWE,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,6,7,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BUF 25,6,7,Devin Singletary left guard for 6 yards (tackle by Lawrence Guy),0.610,0.870
3,14:18,2,4,BUF 31,6,7,Zack Moss right guard for 6 yards (tackle by Adrian Phillips and Jonathan Jones),0.870,1.400
3,13:44,1,10,BUF 37,6,7,Devin Singletary left tackle for 18 yards (tackle by Devin McCourty),1.400,2.590
3,13:07,1,10,NWE 45,6,7,Josh Allen pass complete short middle to Stefon Diggs for 41 yards (tackle by Jason McCourty),2.590,6.280
3,12:17,1,4,NWE 4,6,13,"Zack Moss right end for 4 yards, touchdown",6.280,7.000
3,12:09,,,NWE 15,6,14,Tyler Bass kicks extra point good,0.000,0.000
3,12:09,,,BUF 35,6,14,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,12:09,1,10,NWE 25,6,14,Cam Newton pass complete short right to Jakobi Meyers for 9 yards (tackle by Taron Johnson),0.610,1.280
3,11:25,2,1,NWE 34,6,14,Damien Harris right tackle for 2 yards (tackle by A.J. Klein and Harrison Phillips),1.280,1.330
3,10:50,1,10,NWE 36,6,14,Rex Burkhead up the middle for 3 yards (tackle by Jordan Poyer),1.330,1.200
3,10:15,2,7,NWE 39,6,14,Rex Burkhead right tackle for 6 yards (tackle by Tre'Davious White),1.200,1.290
3,9:36,3,1,NWE 45,6,14,Rex Burkhead right end for 8 yards (tackle by Taron Johnson),1.290,2.460
3,9:07,1,10,BUF 47,6,14,Cam Newton sacked by Jerry Hughes for -9 yards,2.460,0.700
3,8:25,2,19,NWE 44,6,14,Cam Newton pass incomplete short middle intended for Jakobi Meyers,0.700,0.040
3,8:21,3,19,NWE 44,6,14,Cam Newton pass complete short left to Isaiah Zuber for 13 yards (tackle by Taron Johnson),0.040,0.400
3,7:43,4,6,BUF 43,6,14,"Jake Bailey punts 35 yards, fair catch by Andre Roberts at BUF-8",0.400,0.380
3,7:36,1,10,BUF 8,6,14,Zack Moss left tackle for 2 yards (tackle by Byron Cowart and Adam Butler),-0.380,-0.630
3,6:56,2,8,BUF 10,6,14,Josh Allen pass incomplete deep right intended for Stefon Diggs,-0.630,-1.190
3,6:50,3,8,BUF 10,6,14,Josh Allen right end for 2 yards (tackle by Josh Uche),-1.190,-2.490
3,6:04,4,6,BUF 12,6,14,"Corey Bojorquez punts 40 yards, returned by Gunner Olszewski for 15 yards (tackle by Tyler Matakevich)",-2.490,-3.120
3,5:52,1,10,BUF 37,6,14,"Cam Newton pass complete short middle to Jakobi Meyers for 14 yards (tackle by Taron Johnson and Dean Marlowe). Penalty on Shaq Mason: Illegal Use of Hands, 10 yards (no play)",3.120,2.460
3,5:35,1,20,BUF 47,6,14,Cam Newton pass complete short left to Rex Burkhead for 5 yards (tackle by Tre'Davious White),2.460,1.900
3,4:54,2,15,BUF 42,6,14,Cam Newton up the middle for 5 yards (tackle by Jerry Hughes),1.900,1.880
3,4:15,3,10,BUF 37,6,14,Rex Burkhead left tackle for 10 yards (tackle by Jordan Poyer),1.880,3.780
3,3:34,1,10,BUF 27,6,14,Damien Harris right end for 5 yards (tackle by Jordan Poyer),3.780,3.910
3,3:09,2,5,BUF 22,12,14,"Damien Harris left guard for 22 yards, touchdown",3.910,7.000
3,3:03,,,BUF 2,14,14,"Two Point Attempt: Cam Newton pass complete to Jakobi Meyers, conversion succeeds",1.000,1.000
3,3:03,,,NWE 35,14,14,"Jake Bailey kicks onside 12 yards, returned by Tyler Matakevich for 2 yards",0.000,2.590
3,3:02,1,10,NWE 45,14,14,Devin Singletary left end for 5 yards (tackle by Nick Thurman and Ja'Whaun Bentley),2.590,2.720
3,2:30,2,5,NWE 40,14,14,Devin Singletary right tackle for 9 yards (tackle by Devin McCourty and Joejuan Williams),2.720,3.510
3,1:44,1,10,NWE 31,14,14,Devin Singletary left tackle for 17 yards (tackle by Devin McCourty and Jonathan Jones),3.510,4.650
3,1:04,1,10,NWE 14,14,14,"Penalty on Dion Dawkins: False Start, 5 yards (no play)",4.650,4.260
3,0:47,1,15,NWE 19,14,14,Zack Moss left end for 2 yards (tackle by Adrian Phillips),4.260,3.590
3,0:01,2,13,NWE 17,14,14,Zack Moss right end for 12 yards (tackle by Terrence Brooks),3.590,4.960
Quarter,Time,Down,ToGo,Location,NWE,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,NWE 5,14,14,Zack Moss up the middle for 3 yards (tackle by Nick Thurman and Adrian Phillips),4.960,6.740
4,14:37,1,2,NWE 2,14,14,Josh Allen right tackle for -2 yards (tackle by Devin McCourty),6.740,5.340
4,13:58,2,4,NWE 4,14,14,Zack Moss left tackle for 2 yards (tackle by John Simon),5.340,4.950
4,13:16,3,2,NWE 2,14,20,"Josh Allen up the middle for 2 yards, touchdown",4.950,7.000
4,13:12,,,NWE 15,14,21,Tyler Bass kicks extra point good,0.000,0.000
4,13:12,,,BUF 35,14,21,"Tyler Bass kicks off 56 yards, returned by Gunner Olszewski for 19 yards (tackle by Siran Neal and Tyler Matakevich)",0.000,0.810
4,13:05,1,10,NWE 28,14,21,Cam Newton pass complete deep right to Damiere Byrd for 22 yards (tackle by Dean Marlowe),0.810,2.260
4,12:26,1,10,NWE 50,14,21,Cam Newton pass complete short middle to Damiere Byrd for 9 yards (tackle by Dean Marlowe),2.260,2.930
4,11:53,2,1,BUF 41,14,21,Damien Harris up the middle for 13 yards (tackle by Dean Marlowe),2.930,3.710
4,11:18,1,10,BUF 28,14,21,Damien Harris left tackle for 18 yards (tackle by Jordan Poyer),3.710,4.910
4,10:47,1,10,BUF 10,14,21,Damien Harris left tackle for 7 yards (tackle by Tremaine Edmunds),4.910,5.530
4,10:19,2,3,BUF 3,14,21,Damien Harris up the middle for 1 yard (tackle by Tremaine Edmunds),5.530,4.950
4,9:40,3,2,BUF 2,20,21,"Cam Newton left end for 2 yards, touchdown",4.950,7.000
4,9:36,,,BUF 15,21,21,Nick Folk kicks extra point good,0.000,0.000
4,9:36,,,NWE 35,21,21,"Jake Bailey kicks off 66 yards, returned by Andre Roberts for 28 yards (tackle by Chase Winovich and Matthew Slater)",0.000,0.740
4,9:29,1,10,BUF 27,21,21,Josh Allen right end for 3 yards (tackle by John Simon),0.740,0.600
4,8:58,2,7,BUF 30,21,21,Devin Singletary left tackle for 8 yards (tackle by Devin McCourty),0.600,1.470
4,8:17,1,10,BUF 38,21,21,Josh Allen pass complete short middle to Tyler Kroft for 11 yards (tackle by Ja'Whaun Bentley),1.470,2.190
4,7:33,1,10,BUF 49,21,21,Zack Moss left end for 14 yards (tackle by Deatrich Wise and Devin McCourty),2.190,3.120
4,7:05,1,10,NWE 37,21,21,Zack Moss left end for 1 yard (tackle by Tashawn Bower),3.120,2.710
4,6:24,2,9,NWE 36,21,21,Josh Allen pass complete short right to John Brown for 21 yards (tackle by Jason McCourty and J.C. Jackson),2.710,4.580
4,5:41,1,10,NWE 15,21,21,Devin Singletary left end for -1 yards (tackle by Byron Cowart and Adrian Phillips),4.580,3.810
4,4:58,2,11,NWE 16,21,21,Josh Allen pass complete short right to Stefon Diggs for 6 yards (tackle by J.C. Jackson),3.810,4.000
4,4:16,3,5,NWE 10,21,21,Josh Allen pass incomplete short right intended for Gabriel Davis,4.000,2.810
4,4:10,4,5,NWE 10,21,24,Tyler Bass 28 yard field goal good,2.810,3.000
4,4:06,,,BUF 35,21,24,"Tyler Bass kicks off 57 yards, returned by Gunner Olszewski for 13 yards (tackle by Josh Thomas)",0.000,0.340
4,4:03,1,10,NWE 21,21,24,Damien Harris right end for 6 yards (tackle by Dean Marlowe and Tre'Davious White),0.340,0.610
4,3:35,2,4,NWE 27,21,24,Cam Newton pass incomplete short left intended for Jakobi Meyers,0.610,-0.100
4,3:30,3,4,NWE 27,21,24,Cam Newton pass complete short left to Jakobi Meyers for 8 yards (tackle by Taron Johnson),-0.100,1.270
4,3:01,1,10,NWE 35,21,24,Damien Harris left guard for 2 yards (tackle by Harrison Phillips),1.270,0.990
4,2:23,2,8,NWE 37,21,24,Cam Newton pass complete short right to Damiere Byrd for 8 yards (tackle by Levi Wallace),0.990,1.930
4,2:00,1,10,NWE 45,21,24,Cam Newton pass complete short left to James White for 7 yards (tackle by Mario Addison),1.930,2.330
4,1:29,2,3,BUF 48,21,24,Cam Newton left end for 19 yards (tackle by Jordan Poyer),2.330,3.640
4,1:19,,,,,,Timeout #1 by New England Patriots,,
4,1:19,1,10,BUF 29,21,24,Damien Harris left guard for 3 yards (tackle by Andre Smith),3.640,3.510
4,0:53,2,7,BUF 26,21,24,Damien Harris left end for 6 yards (tackle by Tremaine Edmunds),3.510,3.600
4,0:47,3,1,BUF 20,21,24,Rex Burkhead left end for 1 yard (tackle by Tre'Davious White),3.600,4.310
4,0:42,1,10,BUF 19,21,24,Cam Newton pass incomplete short middle,4.310,3.750
4,0:37,2,10,BUF 19,21,24,"Cam Newton left tackle for 5 yards (tackle by Justin Zimmer). Cam Newton fumbles (forced by Justin Zimmer), recovered by Dean Marlowe at BUF-13",3.750,0.320
4,0:31,1,10,BUF 13,21,24,Josh Allen kneels for no gain,-0.320,-0.770
4,0:29,,,,,,Timeout #2 by New England Patriots,,
4,0:29,2,10,BUF 13,21,24,Josh Allen kneels for -1 yards,-0.770,-1.540
4,0:26,,,,,,Timeout #3 by New England Patriots,,
4,0:26,3,11,BUF 12,21,24,Josh Allen kneels for -1 yards,-1.540,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
