Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
2,14:42,1,10,SEA 24,7,10,Shaun Alexander left guard for 5 yards (tackle by Keith Newman),0.540,0.670
2,14:11,2,5,SEA 29,7,10,Shaun Alexander right guard for 1 yard (tackle by Darrion Scott),0.670,0.100
2,13:34,3,4,SEA 30,7,10,Matt Hasselbeck pass complete to Darrell Jackson for 10 yards (tackle by Brian Williams),0.100,1.600
2,13:14,1,10,SEA 40,7,10,Matt Hasselbeck pass complete to Maurice Morris for 12 yards (tackle by Lance Johnstone),1.600,2.390
2,12:44,1,10,MIN 48,7,10,Matt Hasselbeck pass complete to Ryan Hannam for 36 yards (tackle by Brian Russell),2.390,4.780
2,12:20,1,10,MIN 12,13,10,"Matt Hasselbeck pass complete to Shaun Alexander for 12 yards, touchdown",4.780,7.000
2,,,,MIN 2,14,10,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,14,10,"Josh Brown kicks off 70 yards, returned by Kelly Campbell for 25 yards (tackle by Kris Richard)",0.000,0.610
2,12:03,1,10,MIN 25,14,10,Daunte Culpepper pass complete to Randy Moss for 54 yards (tackle by Ken Hamlin),0.610,4.170
2,11:38,1,10,SEA 21,14,10,Onterrio Smith left end for -5 yards (tackle by Ken Lucas),4.170,2.950
2,11:16,2,15,SEA 26,14,10,Onterrio Smith up the middle for 2 yards (tackle by Isaiah Kacyvenski),2.950,2.540
2,10:33,3,13,SEA 24,14,10,Daunte Culpepper pass complete to Moe Williams for 10 yards (tackle by Kris Richard),2.540,2.610
2,9:52,4,3,SEA 14,14,13,Morten Andersen 32 yard field goal good,2.610,3.000
2,,,,MIN 30,14,13,"Jose Cortez kicks off 67 yards, returned by Maurice Morris for 14 yards (tackle by Rod Davis)",0.000,-0.060
2,9:42,1,10,SEA 17,14,13,Matt Hasselbeck pass incomplete intended for Darrell Jackson is intercepted by Brian Williams at SEA-49,-0.060,-2.320
2,9:35,1,10,SEA 49,14,13,Daunte Culpepper pass incomplete intended for Kelly Campbell,2.320,1.780
2,9:27,2,10,SEA 49,14,13,Daunte Culpepper right end for 16 yards (tackle by Ken Hamlin),1.780,3.380
2,8:58,1,10,SEA 33,14,13,Daunte Culpepper pass incomplete intended for Randy Moss,3.380,2.840
2,8:52,2,10,SEA 33,14,13,Daunte Culpepper pass complete to Onterrio Smith for 15 yards (tackle by Michael Boulware),2.840,4.370
2,8:24,1,10,SEA 18,14,13,Daunte Culpepper up the middle for 6 yards (tackle by Isaiah Kacyvenski),4.370,4.810
2,7:39,2,4,SEA 12,14,13,Daunte Culpepper right end for 3 yards (tackle by Orlando Huff),4.810,4.740
,,,,,,,"MIN challenged the ruling, and the play was upheld.",,
2,7:32,3,1,SEA 9,14,13,Daunte Culpepper up the middle for 2 yards (tackle by Cedric Woodard and Craig Terrill),4.740,5.600
2,6:50,1,7,SEA 7,14,13,"Onterrio Smith left guard for 6 yards. Penalty on Chris Liwienski: Offensive Holding, 10 yards (no play)",5.600,4.260
2,6:34,1,17,SEA 17,14,13,"Daunte Culpepper pass complete to Jermaine Wiggins for 8 yards (tackle by Kris Richard). Jermaine Wiggins fumbles (forced by Kris Richard), recovered by Cory Withrow at SEA-9",4.260,4.380
2,5:46,2,9,SEA 9,14,13,Onterrio Smith up the middle for 6 yards (tackle by Ken Hamlin),4.380,4.720
2,5:11,,,,14,13,Timeout #2 by Minnesota Vikings,0.000,4.720
2,5:11,3,3,SEA 3,14,19,"Daunte Culpepper pass complete to Randy Moss for 3 yards, touchdown",4.720,7.000
2,,,,SEA 2,14,20,Morten Andersen kicks extra point good,0.000,0.000
2,,,,MIN 30,14,20,"Jose Cortez kicks off 63 yards, returned by Maurice Morris for 33 yards (tackle by Corey Chavous)",0.000,1.600
2,4:59,1,10,SEA 40,14,20,Shaun Alexander left guard for 13 yards (tackle by Brian Russell),1.600,2.460
2,4:33,1,10,MIN 47,14,20,Shaun Alexander up the middle for 1 yard (tackle by E.J. Henderson and Chris Claiborne),2.460,2.050
2,3:58,2,9,MIN 46,14,20,Matt Hasselbeck pass complete to Darrell Jackson for 17 yards (tackle by Corey Chavous),2.050,3.640
2,3:32,1,10,MIN 29,14,20,Matt Hasselbeck pass complete to Bobby Engram for 10 yards (tackle by Corey Chavous),3.640,4.310
2,3:10,1,10,MIN 19,20,20,"Matt Hasselbeck pass complete to Darrell Jackson for 19 yards, touchdown",4.310,7.000
2,,,,MIN 2,21,20,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,21,20,"Josh Brown kicks off 72 yards, touchback",0.000,0.280
2,3:05,1,10,MIN 20,21,20,Daunte Culpepper pass complete to Moe Williams for 11 yards (tackle by Ken Lucas),0.280,1.000
2,2:35,1,10,MIN 31,21,20,Daunte Culpepper pass complete to Randy Moss for 11 yards (tackle by Marquand Manuel),1.000,1.730
2,2:03,1,10,MIN 42,21,20,Daunte Culpepper pass complete to Moe Williams for 2 yards (tackle by Michael Boulware),1.730,1.460
2,1:54,2,8,MIN 44,21,20,Daunte Culpepper sacked by Michael Boulware for -9 yards,1.460,-0.430
2,1:28,3,17,MIN 35,21,20,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Ken Lucas),-0.430,-1.040
2,1:22,4,17,MIN 35,21,20,"Darren Bennett punts 47 yards, fair catch by Maurice Morris",-1.040,-0.040
2,1:13,1,10,SEA 18,21,20,Shaun Alexander up the middle for 5 yards (tackle by Kevin Williams),0.040,0.280
2,0:46,2,5,SEA 23,21,20,Matt Hasselbeck pass incomplete intended for Jerry Rice (defended by Brian Russell),0.280,-0.530
2,0:41,3,5,SEA 23,21,20,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Brian Russell),-0.530,-1.830
2,0:35,4,5,SEA 23,21,20,Ken Walter punts 50 yards,-1.830,-0.740
2,0:21,1,10,MIN 27,21,20,Daunte Culpepper pass complete to Onterrio Smith for 8 yards (tackle by Isaiah Kacyvenski),0.740,1.280
2,0:13,,,,21,20,Timeout #3 by Minnesota Vikings,0.000,1.280
2,0:13,2,2,MIN 35,21,20,Daunte Culpepper pass complete to Onterrio Smith for 9 yards,1.280,1.860
Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,21,20,"Jose Cortez kicks off 73 yards, touchback",0.000,0.280
3,15:00,1,10,SEA 20,21,20,Matt Hasselbeck pass complete to Jerry Rice for 7 yards (tackle by Brian Russell),0.280,0.680
3,14:22,2,3,SEA 27,21,20,Matt Hasselbeck pass complete to Jerry Rice for 5 yards (tackle by Chris Claiborne),0.680,1.070
3,13:50,1,10,SEA 32,21,20,Shaun Alexander up the middle for 1 yard (tackle by Kenny Mixon and Kenechi Udeze),1.070,0.660
3,13:15,2,9,SEA 33,21,20,Matt Hasselbeck pass incomplete,0.660,-0.030
3,13:06,3,9,SEA 33,21,20,Matt Hasselbeck pass incomplete intended for Jerheme Urban is intercepted by Brian Russell at MIN-45 and returned for 41 yards (tackle by Matt Hasselbeck),-0.030,-4.650
3,12:55,1,10,SEA 14,21,20,Daunte Culpepper pass incomplete intended for Randy Moss (defended by Marcus Trufant),4.650,4.000
3,12:50,2,10,SEA 14,21,20,Onterrio Smith right guard for 1 yard (tackle by Solomon Bates),4.000,3.260
3,12:06,3,9,SEA 13,21,20,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,3.260,2.570
3,12:02,4,9,SEA 13,21,23,Morten Andersen 31 yard field goal good,2.570,3.000
3,,,,MIN 30,21,23,"Jose Cortez kicks off 70 yards, returned by Maurice Morris for 24 yards (tackle by Dontarrious Thomas). Penalty on Ralph Brown: Offside on Free Kick, 5 yards (no play)",0.000,0.000
3,,,,MIN 25,21,23,"Jose Cortez kicks off 75 yards, returned by Maurice Morris for 25 yards (tackle by Dontarrious Thomas)",0.000,0.610
3,11:47,1,10,SEA 25,21,23,Matt Hasselbeck pass complete to Jerry Rice for 5 yards (tackle by Terrance Shaw),0.610,0.740
3,11:15,2,5,SEA 30,21,23,Matt Hasselbeck pass complete to Jerry Rice for 18 yards (tackle by Terrance Shaw),0.740,2.130
3,10:33,1,10,SEA 48,21,23,"Penalty on Jerry Rice: False Start, 5 yards (no play)",2.130,1.800
3,10:17,1,15,SEA 43,21,23,Shaun Alexander left end for 5 yards (tackle by Chris Hovan and Chris Claiborne),1.800,1.580
3,9:36,2,10,SEA 48,21,23,Matt Hasselbeck pass complete to Darrell Jackson for 20 yards (tackle by Brian Russell),1.580,3.450
3,8:56,1,10,MIN 32,21,23,Matt Hasselbeck pass complete to Jerry Rice for 17 yards (tackle by Corey Chavous),3.450,4.580
3,8:17,1,10,MIN 15,21,23,"Matt Hasselbeck pass incomplete intended for Bobby Engram. Penalty on Kenechi Udeze: Defensive Offside, 5 yards (no play)",4.580,5.740
3,8:08,1,5,MIN 10,21,23,Shaun Alexander left guard for 2 yards (tackle by Kenechi Udeze and Darrion Scott),5.740,5.220
3,7:25,2,3,MIN 8,21,23,Matt Hasselbeck pass incomplete intended for Bobby Engram,5.220,4.450
3,7:21,3,3,MIN 8,21,23,Shaun Alexander right tackle for -7 yards (tackle by Lance Johnstone),4.450,2.440
3,6:45,4,10,MIN 15,24,23,Josh Brown 33 yard field goal good,2.440,3.000
3,,,,SEA 30,24,23,"Josh Brown kicks off 75 yards, touchback",0.000,0.280
3,6:42,1,10,MIN 20,24,23,Michael Bennett left guard for 6 yards (tackle by Niko Koutouvides and Solomon Bates),0.280,0.540
3,6:08,2,4,MIN 26,24,23,Daunte Culpepper pass complete to Nate Burleson for 10 yards (tackle by Marcus Trufant),0.540,1.330
3,5:29,1,10,MIN 36,24,23,Michael Bennett right end for 4 yards (tackle by Solomon Bates),1.330,1.330
3,4:52,2,6,MIN 40,24,23,Daunte Culpepper pass incomplete intended for Randy Moss,1.330,0.630
3,4:46,3,6,MIN 40,24,23,Daunte Culpepper pass incomplete intended for Kelly Campbell (defended by Marcus Trufant),0.630,-0.720
3,4:40,4,6,MIN 40,24,23,"Darren Bennett punts 50 yards, fair catch by Maurice Morris",-0.720,0.380
3,4:32,1,10,SEA 10,24,23,Shaun Alexander right end for 7 yards (tackle by Keith Newman),-0.380,-0.090
3,3:52,2,3,SEA 17,24,23,Matt Hasselbeck pass incomplete intended for Shaun Alexander,-0.090,-0.600
3,3:47,3,3,SEA 17,24,23,Matt Hasselbeck pass complete to Darrell Jackson for 3 yards (tackle by Dontarrious Thomas),-0.600,0.280
3,3:04,1,10,SEA 20,24,23,Shaun Alexander left tackle for 9 yards (tackle by Brian Russell),0.280,0.950
3,2:25,2,1,SEA 29,24,23,Maurice Morris left end for 6 yards (tackle by Mewelde Moore),0.950,1.270
3,1:44,1,10,SEA 35,24,23,Maurice Morris for 10 yards (tackle by Brian Russell and Chris Claiborne),1.270,1.930
3,1:15,1,10,SEA 45,24,23,Shaun Alexander left tackle for 3 yards (tackle by Spencer Johnson and Kenny Mixon),1.930,1.790
3,0:33,2,7,SEA 48,24,23,Matt Hasselbeck pass complete to Darrell Jackson for 3 yards (tackle by Derek Ross),1.790,1.490
Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,MIN 49,24,23,Matt Hasselbeck sacked by Kevin Williams for -9 yards,1.490,-0.590
4,14:33,4,13,SEA 42,24,23,"Ken Walter punts 46 yards, returned by Nate Burleson for 18 yards (tackle by Heath Evans)",-0.590,-0.940
4,14:17,1,10,MIN 30,24,23,Daunte Culpepper pass complete to Nate Burleson for 13 yards (tackle by Orlando Huff),0.940,1.800
4,13:42,1,10,MIN 43,24,23,Onterrio Smith up the middle for no gain (tackle by Orlando Huff),1.800,1.250
4,13:04,2,10,MIN 43,24,23,Daunte Culpepper pass incomplete intended for Sean Berton,1.250,0.560
4,12:59,3,10,MIN 43,24,23,Daunte Culpepper up the middle for 5 yards (tackle by Chike Okeafor),0.560,-0.190
4,12:15,4,5,MIN 48,24,23,Darren Bennett punts 34 yards,-0.190,-0.040
4,12:03,1,10,SEA 18,24,23,Shaun Alexander up the middle for 5 yards (tackle by Spencer Johnson and Kenny Mixon),0.040,0.280
4,11:25,2,5,SEA 23,24,23,Matt Hasselbeck pass complete to Ryan Hannam for 8 yards (tackle by Brian Russell),0.280,1.000
4,10:45,1,10,SEA 31,24,23,Matt Hasselbeck right end for 13 yards,1.000,1.860
4,10:03,1,10,SEA 44,24,23,Shaun Alexander left guard for 22 yards (tackle by Derek Ross),1.860,3.310
4,9:25,1,10,MIN 34,24,23,Shaun Alexander right guard for 3 yards (tackle by Brian Russell and E.J. Henderson),3.310,3.180
4,8:39,2,7,MIN 31,24,23,Matt Hasselbeck pass incomplete intended for Darrell Jackson,3.180,2.480
4,8:32,3,7,MIN 31,24,23,Matt Hasselbeck sacked by Chris Claiborne for -3 yards,2.480,1.060
4,8:04,4,10,MIN 34,24,23,"Ken Walter punts 34 yards, touchback",1.060,-0.280
4,7:52,1,10,MIN 20,24,23,Daunte Culpepper pass complete to Onterrio Smith for 9 yards (tackle by Solomon Bates),0.280,0.950
4,7:16,2,1,MIN 29,24,23,Daunte Culpepper pass complete to Nate Burleson for 3 yards (tackle by Marcus Trufant),0.950,1.070
4,6:40,1,10,MIN 32,24,23,"Daunte Culpepper for no gain. Daunte Culpepper fumbles, recovered by Rashad Moore at MIN-26",1.070,-3.840
4,6:29,1,10,MIN 26,24,23,Shaun Alexander up the middle for 3 yards (tackle by E.J. Henderson and Kenny Mixon),3.840,3.700
4,5:54,2,7,MIN 23,24,23,Shaun Alexander left end for 8 yards (tackle by E.J. Henderson),3.700,4.580
4,5:07,1,10,MIN 15,24,23,Maurice Morris left end for -3 yards (tackle by Kevin Williams),4.580,3.560
4,4:26,2,13,MIN 18,24,23,Shaun Alexander left guard for 8 yards (tackle by Terrance Shaw),3.560,4.000
4,3:49,3,5,MIN 10,24,23,Matt Hasselbeck pass incomplete intended for Itula Mili,4.000,2.810
4,3:43,4,5,MIN 10,27,23,Josh Brown 28 yard field goal good,2.810,3.000
4,,,,SEA 30,27,23,"Josh Brown kicks off 73 yards, returned by Mewelde Moore for 30 yards (tackle by Solomon Bates)",0.000,0.740
4,3:33,1,10,MIN 27,27,23,Daunte Culpepper pass complete to Kelly Campbell for 9 yards (tackle by Isaiah Kacyvenski),0.740,1.410
4,2:57,2,1,MIN 36,27,23,"Daunte Culpepper pass incomplete intended for Randy Moss. Penalty on Marquand Manuel: Defensive Pass Interference, 33 yards (no play)",1.410,3.510
4,2:50,1,10,SEA 31,27,23,Michael Bennett up the middle for 11 yards (tackle by Ken Hamlin),3.510,4.240
4,2:16,1,10,SEA 20,27,23,Randy Moss pass incomplete intended for Marcus Robinson is intercepted by Michael Boulware,4.240,-0.280
4,2:09,1,10,SEA 20,27,23,Shaun Alexander up the middle for 3 yards (tackle by Keith Newman),0.280,0.140
4,2:00,2,7,SEA 23,27,23,Shaun Alexander left tackle for no gain (tackle by Kenechi Udeze and Chris Hovan),0.140,-0.560
4,1:55,,,,27,23,Timeout #1 by Minnesota Vikings,0.000,-0.560
4,1:55,3,7,SEA 23,27,23,Matt Hasselbeck pass complete to Darrell Jackson for 37 yards (tackle by Derek Ross),-0.560,2.920
4,1:48,1,10,MIN 40,27,23,Shaun Alexander up the middle for -2 yards (tackle by Spencer Johnson),2.920,2.100
4,1:45,,,,27,23,Timeout #2 by Minnesota Vikings,0.000,2.100
4,1:45,2,12,MIN 42,27,23,Shaun Alexander up the middle for 4 yards (tackle by Kevin Williams),2.100,1.950
4,1:40,,,,27,23,Timeout #3 by Minnesota Vikings,0.000,1.950
4,1:40,3,8,MIN 38,27,23,Matt Hasselbeck sacked by Lance Johnstone for -5 yards,1.950,0.400
4,0:51,,,,27,23,Timeout #1 by Seattle Seahawks,0.000,0.400
4,0:51,4,13,MIN 43,27,23,"Ken Walter punts 32 yards, fair catch by Randy Moss",0.400,0.370
4,0:44,1,10,MIN 11,27,23,Daunte Culpepper pass complete to Jermaine Wiggins for 4 yards,-0.370,-0.430
4,0:40,2,6,MIN 15,27,23,Daunte Culpepper pass complete to Jermaine Wiggins for 21 yards (tackle by Isaiah Kacyvenski),-0.430,1.330
4,0:19,1,10,MIN 36,27,23,Daunte Culpepper spiked the ball,1.330,0.790
4,0:19,2,10,MIN 36,27,23,Daunte Culpepper pass complete to Randy Moss for 36 yards,0.790,3.710
4,0:04,1,10,SEA 28,27,23,"Daunte Culpepper spiked the ball. Penalty on Chike Okeafor: Defensive Offside, 5 yards (no play)",3.710,4.440
4,0:04,1,5,SEA 23,27,23,Daunte Culpepper pass incomplete intended for Jermaine Wiggins,4.440,3.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
