Quarter,Time,Down,ToGo,Location,SEA,CAR,Detail,EPB,EPA
3,13:17,1,10,SEA 44,10,13,Christian McCaffrey left tackle for 15 yards (tackle by Tre Flowers),2.650,3.640
3,12:36,1,10,SEA 29,10,13,Cam Newton pass complete short right to D.J. Moore for 2 yards (tackle by Tre Flowers),3.640,3.370
3,11:55,2,8,SEA 27,10,13,Cam Newton pass complete short middle to D.J. Moore for 7 yards (tackle by Bradley McDougald),3.370,3.600
3,11:19,3,1,SEA 20,10,13,"Christian McCaffrey left end for 6 yards (tackle by Bobby Wagner). Penalty on Chris Clark: Offensive Holding, 10 yards",3.600,3.070
3,10:51,3,5,SEA 24,10,13,"Cam Newton pass incomplete short left intended for D.J. Moore. Penalty on Tre Flowers: Defensive Pass Interference, 6 yards (no play)",3.070,4.370
3,10:46,1,10,SEA 18,10,13,Cam Newton pass deep middle intended for Chris Manhertz is intercepted by Bradley McDougald at SEA-0 and returned for no gain,4.370,-0.280
3,10:39,1,10,SEA 20,10,13,Chris Carson up the middle for 15 yards (tackle by Kawann Short),0.280,1.270
3,10:08,1,10,SEA 35,10,13,Chris Carson up the middle for 2 yards (tackle by Mario Addison and Kawann Short),1.270,0.990
3,9:22,2,8,SEA 37,10,13,Chris Carson right tackle for -4 yards (tackle by Kawann Short and Luke Kuechly),0.990,-0.230
3,8:42,3,12,SEA 33,10,13,Russell Wilson pass complete deep right to David Moore for 54 yards (tackle by Eric Reid),-0.230,4.710
3,8:13,1,10,CAR 13,10,13,Rashaad Penny right tackle for 2 yards (tackle by Julius Peppers and Thomas Davis),4.710,4.390
3,7:33,2,8,CAR 11,10,13,Rashaad Penny up the middle for -1 yards (tackle by Luke Kuechly),4.390,3.280
3,6:48,3,9,CAR 12,16,13,"Russell Wilson pass complete short right to Tyler Lockett for 12 yards, touchdown",3.280,7.000
3,6:45,,,CAR 15,17,13,Sebastian Janikowski kicks extra point good,0.000,0.000
3,6:45,,,SEA 35,17,13,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
3,6:45,1,10,CAR 25,17,13,Cam Newton pass complete short right to Curtis Samuel for 10 yards (tackle by Justin Coleman),0.610,1.270
3,6:07,1,10,CAR 35,17,13,Cam Newton pass complete short left to D.J. Moore for 13 yards (tackle by Tedric Thompson),1.270,2.130
3,5:27,1,10,CAR 48,17,13,Christian McCaffrey up the middle for 4 yards (tackle by Shamar Stephen and Nazair Jones),2.130,2.120
3,4:51,2,6,SEA 48,17,13,Christian McCaffrey right guard for 4 yards (tackle by Bradley McDougald and Bobby Wagner),2.120,1.950
3,4:08,3,2,SEA 44,17,13,Cam Newton up the middle for 9 yards (tackle by Bobby Wagner),1.950,3.250
3,3:27,1,10,SEA 35,17,13,"Cam Newton pass complete short left to Christian McCaffrey for 21 yards (tackle by Barkevious Mingo). Christian McCaffrey fumbles (forced by Barkevious Mingo), recovered by Ryan Kalil at SEA-12 (tackle by Frank Clark)",3.250,4.780
3,2:35,1,10,SEA 12,17,13,"Cam Newton pass complete short left to Jarius Wright for no gain (tackle by Tre Flowers). Jarius Wright fumbles (forced by Tre Flowers), recovered by Jarius Wright at SEA-12",4.780,4.100
3,1:49,2,10,SEA 12,17,13,"Cam Newton pass incomplete short right intended for Curtis Samuel. Penalty on Shaquill Griffin: Defensive Pass Interference, 11 yards (no play)",4.100,6.970
3,1:43,1,1,SEA 1,17,19,"Christian McCaffrey up the middle for 1 yard, touchdown",6.970,7.000
3,1:41,,,SEA 15,17,20,Graham Gano kicks extra point good,0.000,0.000
3,1:41,,,CAR 35,17,20,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
3,1:41,1,10,SEA 25,17,20,Chris Carson up the middle for 12 yards (tackle by Eric Reid and Shaq Thompson),0.610,1.400
3,1:13,1,10,SEA 37,17,20,Russell Wilson pass complete short right to Ed Dickson for 4 yards (tackle by Thomas Davis),1.400,1.400
3,0:38,2,6,SEA 41,17,20,Russell Wilson pass complete short left to Doug Baldwin for 4 yards (tackle by Shaq Thompson),1.400,1.220
3,0:03,3,2,SEA 45,17,20,Chris Carson left guard for 6 yards (tackle by Mike Adams and Kawann Short),1.220,2.320
Quarter,Time,Down,ToGo,Location,SEA,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 49,17,20,"Tyler Lockett left end for no gain (tackle by Thomas Davis). Penalty on Luke Kuechly: Face Mask (15 Yards), 15 yards (no play)",2.320,3.310
4,14:35,1,10,CAR 34,17,20,Russell Wilson pass complete short left to Doug Baldwin for 3 yards (tackle by Shaq Thompson),3.310,3.180
4,13:58,2,7,CAR 31,17,20,Russell Wilson pass complete short middle to Nick Vannett for 9 yards (tackle by Luke Kuechly),3.180,4.110
4,13:20,1,10,CAR 22,17,20,Chris Carson up the middle for -2 yards (tackle by Kawann Short),4.110,3.290
4,13:08,2,12,CAR 24,17,20,Russell Wilson pass complete short left to David Moore for 9 yards (tackle by Captain Munnerlyn),3.290,3.930
4,12:46,3,3,CAR 15,17,20,Mike Davis up the middle for 2 yards (tackle by Mike Adams and Thomas Davis),3.930,2.720
4,11:47,,,,,,Timeout #1 by Seattle Seahawks,,
4,11:47,4,1,CAR 13,17,20,Chris Carson right guard for 1 yard (tackle by Luke Kuechly and Mario Addison),2.720,4.780
4,11:00,1,10,CAR 12,17,20,Chris Carson up the middle for -2 yards (tackle by Mario Addison and Luke Kuechly),4.780,3.790
4,10:19,2,12,CAR 14,17,20,Russell Wilson pass complete short right to Chris Carson for 2 yards (tackle by Thomas Davis and James Bradberry),3.790,3.120
4,9:37,3,10,CAR 12,17,20,Russell Wilson pass incomplete short left intended for David Moore,3.120,2.630
4,9:32,4,10,CAR 12,20,20,Sebastian Janikowski 30 yard field goal good,2.630,3.000
4,9:27,,,SEA 35,20,20,"Sebastian Janikowski kicks off 65 yards, touchback.",0.000,0.610
4,9:27,1,10,CAR 25,20,20,Christian McCaffrey up the middle for 59 yards (tackle by Shaquill Griffin),0.610,4.510
4,8:41,1,10,SEA 16,20,20,Christian McCaffrey right guard for 15 yards (tackle by Barkevious Mingo and Tedric Thompson),4.510,6.970
4,7:55,1,1,SEA 1,20,20,"Christian McCaffrey up the middle for -1 yards (tackle by Bobby Wagner). Christian McCaffrey fumbles (forced by Bobby Wagner), recovered by Greg Olsen at SEA-2",6.970,5.720
4,7:07,,,,,,Timeout #1 by Carolina Panthers,,
4,7:07,2,2,SEA 2,20,20,Cam Newton pass incomplete short right intended for Greg Olsen,5.720,4.950
4,7:01,3,2,SEA 2,20,26,"Cam Newton pass complete short right to Christian McCaffrey for 2 yards, touchdown",4.950,7.000
4,6:57,,,SEA 15,20,27,Graham Gano kicks extra point good,0.000,0.000
4,6:57,,,CAR 35,20,27,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,6:57,1,10,SEA 25,20,27,Russell Wilson pass complete short left to Tyler Lockett for 13 yards (tackle by Eric Reid),0.610,1.470
4,6:19,1,10,SEA 38,20,27,Russell Wilson pass complete short right to Ed Dickson for 9 yards (tackle by Luke Kuechly),1.470,2.140
4,5:47,2,1,SEA 47,20,27,Russell Wilson pass complete short left to Doug Baldwin for 11 yards (tackle by Luke Kuechly and Captain Munnerlyn),2.140,2.790
4,5:10,1,10,CAR 42,20,27,Chris Carson left tackle for -3 yards (tackle by Eric Reid),2.790,1.840
4,4:26,2,13,CAR 45,20,27,"Penalty on Wes Horton: Neutral Zone Infraction, 5 yards (no play)",1.840,2.510
4,4:24,2,8,CAR 40,20,27,Russell Wilson pass complete short right to Doug Baldwin for 5 yards (tackle by Mike Adams and Shaq Thompson),2.510,2.480
4,3:39,3,3,CAR 35,20,27,Russell Wilson pass incomplete deep left intended for Jaron Brown,2.480,0.990
4,3:33,4,3,CAR 35,26,27,"Russell Wilson pass complete deep left to David Moore for 35 yards, touchdown",0.990,7.000
4,3:26,,,CAR 15,27,27,Sebastian Janikowski kicks extra point good,0.000,0.000
4,3:26,,,SEA 35,27,27,"Sebastian Janikowski kicks off 66 yards, returned by D.J. Moore for no gain (tackle by Austin Calitro)",0.000,0.340
4,3:22,1,10,CAR 21,27,27,Cam Newton pass complete short left to Christian McCaffrey for 10 yards (tackle by Bradley McDougald),0.340,1.000
4,2:42,1,10,CAR 31,27,27,Cam Newton pass incomplete deep left intended for Greg Olsen,1.000,0.460
4,2:37,2,10,CAR 31,27,27,Cam Newton pass complete short left to D.J. Moore for 18 yards,0.460,2.190
4,2:29,1,10,CAR 49,27,27,Cam Newton pass complete short right to D.J. Moore for 11 yards (tackle by Tedric Thompson),2.190,2.920
4,2:00,1,10,SEA 40,27,27,Cam Newton up the middle for 3 yards (tackle by Jarran Reed),2.920,2.780
4,1:54,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:54,2,7,SEA 37,27,27,Cam Newton pass incomplete short right,2.780,2.080
4,1:50,3,7,SEA 37,27,27,Cam Newton pass complete short right to D.J. Moore for 3 yards (tackle by Tre Flowers),2.080,1.080
4,1:45,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:45,4,4,SEA 34,27,27,Graham Gano 52 yard field goal no good,1.080,-1.730
4,1:40,1,10,SEA 42,27,27,Russell Wilson pass incomplete short right,1.730,1.190
4,1:33,2,10,SEA 42,27,27,Russell Wilson pass complete short left to David Moore for 5 yards (tackle by James Bradberry),1.190,1.160
4,1:07,3,5,SEA 47,27,27,Russell Wilson pass complete deep right to Tyler Lockett for 43 yards (tackle by Captain Munnerlyn),1.160,4.910
4,0:45,,,,,,Timeout #2 by Carolina Panthers,,
4,0:45,1,10,CAR 10,27,27,Russell Wilson kneels for -1 yards,4.910,4.020
4,0:43,,,,,,Timeout #2 by Carolina Panthers,,
4,0:43,2,11,CAR 11,27,27,Russell Wilson kneels for -2 yards,4.020,3.060
4,0:05,3,13,CAR 13,27,27,Russell Wilson spiked the ball,3.060,2.570
4,0:04,4,13,CAR 13,30,27,Sebastian Janikowski 31 yard field goal good,2.570,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
