Quarter,Time,Down,ToGo,Location,MIA,MIN,Detail,EPB,EPA
1,7:28,1,10,MIA 37,0,7,Kirk Cousins pass complete short left to Aldrick Robinson for 4 yards (tackle by Bobby McCain),3.120,3.110
1,6:47,2,6,MIA 33,0,7,Kirk Cousins pass complete deep right to Tyler Conklin for 20 yards (tackle by Reshad Jones),3.110,4.710
1,6:27,1,10,MIA 13,0,13,"Dalvin Cook left end for 13 yards, touchdown",4.710,7.000
1,6:21,,,MIA 15,0,14,Dan Bailey kicks extra point good,0.000,0.000
1,6:21,,,MIN 35,0,14,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
1,6:21,1,10,MIA 25,0,14,Ryan Tannehill pass incomplete deep left intended for Kenny Stills,0.610,0.060
1,6:16,2,10,MIA 25,0,14,Frank Gore left tackle for 1 yard (tackle by Ben Gedeon),0.060,-0.490
1,5:37,3,9,MIA 26,0,14,Ryan Tannehill pass incomplete deep right intended for Brice Butler. Penalty on Brice Butler: Illegal Touch Pass,-0.490,-1.630
1,5:37,4,9,MIA 26,0,14,"Matt Haack punts 52 yards, returned by Marcus Sherels for 8 yards (tackle by Walt Aikens)",-1.630,-0.940
1,5:10,1,10,MIN 30,0,14,Kirk Cousins pass complete deep right to Stefon Diggs for 17 yards (tackle by Minkah Fitzpatrick),0.940,2.060
1,4:52,1,10,MIN 47,0,14,Latavius Murray right tackle for no gain (tackle by Raekwon McMillan),2.060,1.520
1,4:18,2,10,MIN 47,0,14,Latavius Murray left guard for 5 yards (tackle by Bobby McCain),1.520,1.490
1,3:34,3,5,MIA 48,0,14,Kirk Cousins pass complete short left to Stefon Diggs for 7 yards (tackle by Torry McTyer),1.490,2.850
1,3:01,1,10,MIA 41,0,14,Kirk Cousins pass complete short left to Adam Thielen for 14 yards (tackle by Minkah Fitzpatrick),2.850,3.780
1,2:22,1,10,MIA 27,0,14,Latavius Murray left end for 4 yards (tackle by Sylvester Williams and Raekwon McMillan),3.780,3.770
1,1:45,2,6,MIA 23,0,14,"Kirk Cousins pass incomplete deep right intended for Kyle Rudolph. Penalty on Minkah Fitzpatrick: Defensive Holding, 5 yards (no play)",3.770,4.370
1,1:38,1,10,MIA 18,0,20,"Latavius Murray left tackle for 18 yards, touchdown",4.370,7.000
1,1:32,,,MIA 15,0,21,Dan Bailey kicks extra point good,0.000,0.000
1,1:32,,,MIN 35,0,21,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
1,1:32,1,10,MIA 25,0,21,Frank Gore left guard for 2 yards (tackle by Harrison Smith),0.610,0.330
1,0:53,2,8,MIA 27,0,21,Frank Gore up the middle for 10 yards (tackle by Anthony Barr and Anthony Harris),0.330,1.400
1,0:21,1,10,MIA 37,0,21,Brandon Bolden right end for 12 yards (tackle by Eric Kendricks),1.400,2.190
Quarter,Time,Down,ToGo,Location,MIA,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 49,0,21,Kalen Ballage up the middle for 3 yards (tackle by Everson Griffen),2.190,2.050
2,14:19,2,7,MIN 48,0,21,Ryan Tannehill sacked by Anthony Barr for -6 yards,2.050,0.560
2,13:33,3,13,MIA 46,0,21,Ryan Tannehill pass complete short right to Kenyan Drake for 10 yards (tackle by Anthony Barr),0.560,0.330
2,12:53,4,3,MIN 44,0,21,"Matt Haack punts 44 yards, touchback.",0.330,-0.280
2,12:45,1,10,MIN 20,0,21,Kirk Cousins pass complete short right to Adam Thielen for 5 yards (tackle by Raekwon McMillan),0.280,0.410
2,12:21,2,5,MIN 25,0,21,Kirk Cousins pass incomplete short right,0.410,-0.300
2,12:18,3,5,MIN 25,0,21,"Kirk Cousins up the middle for 3 yards (tackle by Jerome Baker). Penalty on Cornell Armstrong: Illegal Contact, 5 yards",-0.300,1.140
2,11:52,1,10,MIN 33,0,21,Dalvin Cook left tackle for 6 yards (tackle by Sylvester Williams and Akeem Spence),1.140,1.400
2,11:14,2,4,MIN 39,0,21,Dalvin Cook up the middle for 3 yards (tackle by Robert Quinn),1.400,1.090
2,10:33,3,1,MIN 42,0,21,Latavius Murray right guard for 4 yards (tackle by Kiko Alonso and Akeem Spence),1.090,1.990
2,9:48,1,10,MIN 46,0,21,Kirk Cousins pass complete short left to Stefon Diggs for 12 yards (tackle by Reshad Jones),1.990,2.790
2,9:14,1,10,MIA 42,0,21,"Dalvin Cook right tackle for no gain (tackle by Robert Quinn and T.J. McDonald). Penalty on Tom Compton: Offensive Holding, 10 yards (no play)",2.790,2.130
2,8:59,1,20,MIN 48,0,21,Kirk Cousins pass incomplete short right intended for Stefon Diggs,2.130,0.890
2,8:55,2,20,MIN 48,0,21,Dalvin Cook right tackle for 10 yards (tackle by Minkah Fitzpatrick),0.890,1.550
2,8:14,3,10,MIA 42,0,21,"Penalty on Mike Remmers: False Start, 5 yards (no play)",1.550,0.890
2,7:53,3,15,MIA 47,6,21,"Kirk Cousins pass short left intended for Stefon Diggs is intercepted by Minkah Fitzpatrick at MIA-47 and returned for 50 yards, touchdown",0.890,-7.000
2,7:44,,,MIA 35,7,21,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,7:44,1,10,MIN 25,7,21,Dalvin Cook right tackle for no gain (tackle by Bobby McCain),0.610,0.060
2,7:12,2,10,MIN 25,7,21,Kirk Cousins pass complete short left to Kyle Rudolph for 5 yards (tackle by Jerome Baker),0.060,0.040
2,6:33,3,5,MIN 30,7,21,Kirk Cousins pass incomplete short left intended for Laquon Treadwell,0.040,-1.370
2,6:26,4,5,MIN 30,7,21,"Matt Wile punts 46 yards, returned by Danny Amendola for 8 yards (tackle by Kentrell Brothers)",-1.370,-1.070
2,6:17,1,10,MIA 32,7,21,Kalen Ballage up the middle for 5 yards (tackle by Eric Kendricks and Danielle Hunter),1.070,1.200
2,5:34,2,5,MIA 37,7,21,Kalen Ballage up the middle for 4 yards (tackle by Ben Gedeon),1.200,1.030
2,4:53,3,1,MIA 41,7,21,Kalen Ballage up the middle for 3 yards (tackle by Eric Kendricks and Sheldon Richardson),1.030,1.860
2,4:16,1,10,MIA 44,7,21,Kalen Ballage left guard for 13 yards (tackle by Anthony Harris),1.860,2.720
2,3:32,1,10,MIN 43,7,21,Ryan Tannehill pass complete short right to Kalen Ballage for -2 yards (tackle by Mackensie Alexander),2.720,1.910
2,2:45,2,12,MIN 45,7,21,Kalen Ballage right end for 2 yards (tackle by Sheldon Richardson),1.910,1.490
2,2:00,3,10,MIN 43,7,21,Ryan Tannehill pass complete short left to Brice Butler for 12 yards (tackle by Xavier Rhodes),1.490,3.510
2,1:23,1,10,MIN 31,7,21,Kenyan Drake left end for 6 yards (tackle by Stephen Weatherly and Linval Joseph),3.510,3.780
2,0:42,,,,,,Timeout #1 by Miami Dolphins,,
2,0:42,2,4,MIN 25,7,21,Ryan Tannehill pass complete short left to Kenyan Drake for 5 yards (tackle by Eric Kendricks),3.780,4.240
2,0:37,1,10,MIN 20,7,21,Ryan Tannehill pass complete short left to Kenyan Drake for 13 yards (tackle by Anthony Barr),4.240,5.600
2,0:30,,,,,,Timeout #2 by Miami Dolphins,,
2,0:30,1,7,MIN 7,7,21,Ryan Tannehill pass incomplete short middle intended for Nick O'Leary (defended by Eric Kendricks),5.600,4.760
2,0:26,2,7,MIN 7,7,21,Ryan Tannehill pass incomplete short right intended for Danny Amendola,4.760,3.810
2,0:23,3,7,MIN 7,7,21,Ryan Tannehill pass incomplete short left intended for DeVante Parker (defended by Xavier Rhodes),3.810,2.970
2,0:18,4,7,MIN 7,10,21,Jason Sanders 25 yard field goal good,2.970,3.000
2,0:14,,,MIA 35,10,21,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,0:14,1,10,MIN 25,10,21,Dalvin Cook left tackle for 2 yards (tackle by Jerome Baker and Raekwon McMillan),0.610,0.330
Quarter,Time,Down,ToGo,Location,MIA,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,10,21,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIA 25,16,21,"Kalen Ballage right tackle for 75 yards, touchdown",0.610,7.000
3,14:49,,,MIN 15,17,21,Jason Sanders kicks extra point good,0.000,0.000
3,14:49,,,MIA 35,17,21,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,14:49,1,10,MIN 25,17,21,Dalvin Cook up the middle for no gain (tackle by T.J. McDonald),0.610,0.060
3,14:15,2,10,MIN 25,17,21,Kirk Cousins pass incomplete short right intended for Tyler Conklin (defended by Raekwon McMillan),0.060,-0.620
3,14:12,3,10,MIN 25,17,21,Kirk Cousins pass complete short right to Kyle Rudolph for 6 yards (tackle by Torry McTyer),-0.620,-1.310
3,13:46,4,4,MIN 31,17,21,Matt Wile punts 44 yards out of bounds,-1.310,-0.610
3,13:40,1,10,MIA 25,17,21,Ryan Tannehill pass complete short right to Mike Gesicki for 9 yards (tackle by Ben Gedeon),0.610,1.280
3,13:03,2,1,MIA 34,17,21,Kalen Ballage up the middle for 4 yards (tackle by Anthony Barr and Eric Kendricks),1.280,1.470
3,12:21,1,10,MIA 38,17,21,Ryan Tannehill sacked by Anthony Barr for -9 yards,1.470,-0.290
3,11:39,2,19,MIA 29,17,21,Ryan Tannehill sacked by Danielle Hunter for -8 yards,-0.290,-2.010
3,10:52,3,27,MIA 21,17,21,Ryan Tannehill pass complete short left to Danny Amendola for 8 yards (tackle by Xavier Rhodes),-2.010,-1.440
3,10:16,4,19,MIA 29,17,21,"Matt Haack punts 63 yards, returned by Marcus Sherels for 70 yards (tackle by Leonte Carroo)",-1.440,-4.110
3,9:59,1,10,MIA 22,17,21,Dalvin Cook right end for 1 yard (tackle by Kiko Alonso),4.110,3.700
3,9:31,2,9,MIA 21,17,21,Dalvin Cook left end for 3 yards (tackle by Andre Branch),3.700,3.400
3,8:48,3,6,MIA 18,17,21,Kirk Cousins pass incomplete short right intended for Stefon Diggs (defended by Minkah Fitzpatrick),3.400,2.270
3,8:44,4,6,MIA 18,17,24,Dan Bailey 36 yard field goal good,2.270,3.000
3,8:40,,,MIN 35,17,24,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,8:40,1,10,MIA 25,17,24,Kalen Ballage left guard for -3 yards (tackle by Everson Griffen),0.610,-0.340
3,7:57,2,13,MIA 22,17,24,Ryan Tannehill pass incomplete short right intended for Danny Amendola,-0.340,-1.020
3,7:52,3,13,MIA 22,17,24,Ryan Tannehill pass incomplete short left intended for Danny Amendola,-1.020,-1.900
3,7:47,4,13,MIA 22,17,24,"Matt Haack punts 63 yards, returned by Marcus Sherels for 17 yards (tackle by Senorise Perry)",-1.900,-1.070
3,7:34,1,10,MIN 32,17,24,Dalvin Cook right end for 4 yards (tackle by Evander Hood),1.070,1.070
3,6:57,2,6,MIN 36,17,24,"Kirk Cousins pass incomplete short right intended for C.J. Ham. Penalty on Charles Harris: Defensive Offside, 5 yards (no play)",1.070,1.740
3,6:53,2,1,MIN 41,17,24,Kirk Cousins up the middle for 3 yards (tackle by Evander Hood),1.740,1.860
3,6:13,1,10,MIN 44,17,24,Kirk Cousins sacked by Robert Quinn for -9 yards,1.860,0.100
3,5:28,2,19,MIN 35,17,24,Dalvin Cook left end for 10 yards (tackle by T.J. McDonald),0.100,0.760
3,4:51,3,9,MIN 45,17,24,"Kirk Cousins pass complete short right to Stefon Diggs for 12 yards (tackle by Minkah Fitzpatrick and Kiko Alonso). Penalty on Pat Elflein: Illegal Use of Hands, 10 yards (no play)",0.760,-0.560
3,4:30,3,19,MIN 35,17,24,Kirk Cousins pass incomplete short middle intended for Dalvin Cook,-0.560,-1.040
3,4:25,4,19,MIN 35,17,24,"Matt Wile punts 37 yards, muffed catch by Danny Amendola",-1.040,-1.000
3,4:19,1,10,MIA 31,17,24,Kalen Ballage left tackle for 2 yards (tackle by Stephen Weatherly),1.000,0.730
3,3:37,2,8,MIA 33,17,24,Ryan Tannehill pass incomplete deep right intended for Kenny Stills,0.730,0.040
3,3:30,3,8,MIA 33,17,24,Ryan Tannehill sacked by Eric Kendricks for -12 yards,0.040,-1.960
3,2:50,4,20,MIA 21,17,24,"Matt Haack punts 42 yards, returned by Marcus Sherels for no gain (tackle by Stephone Anthony). Penalty on Jayron Kearse: Offensive Holding, 10 yards",-1.960,-0.740
3,2:36,1,10,MIN 27,17,24,Latavius Murray left end for no gain (tackle by T.J. McDonald and Jerome Baker),0.740,0.200
3,2:04,2,10,MIN 27,17,24,Stefon Diggs left end for 9 yards (tackle by T.J. McDonald),0.200,0.700
3,1:33,3,1,MIN 36,17,24,Kirk Cousins pass complete short left to Tyler Conklin for 33 yards (tackle by Reshad Jones),0.700,3.510
3,0:47,1,10,MIA 31,17,24,Latavius Murray right guard for 5 yards (tackle by Minkah Fitzpatrick),3.510,3.640
3,0:12,2,5,MIA 26,17,24,Kirk Cousins pass complete short right to Kyle Rudolph for 12 yards (tackle by Minkah Fitzpatrick). Penalty on Bobby McCain: Defensive Holding (Declined),3.640,4.650
Quarter,Time,Down,ToGo,Location,MIA,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIA 14,17,24,Latavius Murray left guard for 4 yards (tackle by Davon Godchaux and Akeem Spence),4.650,4.710
4,14:22,2,6,MIA 10,17,24,Latavius Murray left end for 2 yards (tackle by Raekwon McMillan),4.710,4.280
4,13:42,3,4,MIA 8,17,24,Kirk Cousins sacked by Davon Godchaux for -8 yards,4.280,2.380
4,13:05,4,12,MIA 16,17,27,Dan Bailey 34 yard field goal good,2.380,3.000
4,13:01,,,MIN 35,17,27,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
4,13:01,1,10,MIA 25,17,27,Ryan Tannehill pass incomplete short right,0.610,0.060
4,12:55,2,10,MIA 25,17,27,Ryan Tannehill pass incomplete deep left intended for Mike Gesicki (defended by Holton Hill),0.060,-0.620
4,12:48,3,10,MIA 25,17,27,Ryan Tannehill sacked by Mackensie Alexander for -9 yards,-0.620,-2.390
4,12:07,4,19,MIA 16,17,27,Matt Haack punts 39 yards out of bounds,-2.390,-1.930
4,11:58,1,10,MIN 45,17,27,Dalvin Cook left end for 14 yards (tackle by T.J. McDonald),1.930,2.850
4,11:18,1,10,MIA 41,17,27,Dalvin Cook left end for no gain (tackle by Jerome Baker and Sylvester Williams),2.850,2.310
4,10:34,2,10,MIA 41,17,27,Dalvin Cook right tackle for 1 yard (tackle by Charles Harris),2.310,1.750
4,9:59,3,9,MIA 40,17,33,"Kirk Cousins pass complete deep middle to Aldrick Robinson for 40 yards, touchdown",1.750,7.000
4,9:54,,,MIA 15,17,34,"Dan Bailey kicks extra point good. Penalty on Davon Godchaux: Leverage, 15 yards",0.000,0.000
4,9:54,,,MIN 50,17,34,"Dan Bailey kicks off 50 yards, touchback.",0.000,0.610
4,9:54,1,10,MIA 25,17,34,Kalen Ballage up the middle for 1 yard (tackle by Danielle Hunter),0.610,0.200
4,9:15,2,9,MIA 26,17,34,Ryan Tannehill sacked by Sheldon Richardson for -3 yards,0.200,-0.890
4,8:31,3,12,MIA 23,17,34,Ryan Tannehill right end for 1 yard (tackle by Mackensie Alexander),-0.890,-1.770
4,8:03,,,,,,Timeout #1 by Minnesota Vikings,,
4,8:03,4,11,MIA 24,17,34,Ryan Tannehill sacked by Tom Johnson for -8 yards,-1.770,-4.510
4,7:58,1,10,MIA 16,17,34,"Penalty on David Morgan: False Start, 5 yards (no play)",4.510,4.170
4,7:58,1,15,MIA 21,17,40,"Dalvin Cook left guard for 21 yards, touchdown",4.170,7.000
4,7:49,,,MIA 15,17,41,Dan Bailey kicks extra point good,0.000,0.000
4,7:49,,,MIN 35,17,41,"Dan Bailey kicks off 69 yards, returned by Kenyan Drake for no gain (tackle by Ben Gedeon and C.J. Ham)",0.000,0.340
4,7:42,1,10,MIA 21,17,41,Ryan Tannehill pass complete deep left to Danny Amendola for 18 yards,0.340,1.530
4,7:07,1,10,MIA 39,17,41,Ryan Tannehill pass incomplete short left intended for Danny Amendola,1.530,0.990
4,7:01,2,10,MIA 39,17,41,Ryan Tannehill pass complete deep middle to Kenny Stills for 17 yards (tackle by Trae Waynes),0.990,2.650
4,6:28,1,10,MIN 44,17,41,Ryan Tannehill pass incomplete short left intended for Brice Butler (defended by Mackensie Alexander),2.650,2.110
4,6:24,2,10,MIN 44,17,41,Ryan Tannehill sacked by Danielle Hunter for -6 yards,2.110,0.630
4,5:41,3,16,MIA 50,17,41,"Ryan Tannehill pass complete short right to Danny Amendola for 4 yards (tackle by Eric Wilson). Penalty on Kenny Stills: Offensive Holding, 10 yards",0.630,-0.160
4,5:19,3,22,MIA 44,17,41,"Penalty on Kenny Stills: False Start, 5 yards (no play)",-0.160,-0.820
4,4:59,3,27,MIA 39,17,41,Kalen Ballage right guard for 14 yards (tackle by Eric Wilson and Ben Gedeon),-0.820,0.130
4,4:12,,,,,,Timeout #1 by Miami Dolphins,,
4,4:12,4,13,MIN 47,17,41,Ryan Tannehill sacked by Everson Griffen for -10 yards,0.130,-2.720
4,4:06,1,10,MIA 43,17,41,Latavius Murray left tackle for 3 yards (tackle by Sylvester Williams),2.720,2.580
4,3:23,2,7,MIA 40,17,41,Latavius Murray left guard for 5 yards (tackle by Charles Harris),2.580,2.540
4,2:39,3,2,MIA 35,17,41,Latavius Murray right end for 2 yards (tackle by Andre Branch),2.540,3.380
4,2:00,1,10,MIA 33,17,41,Latavius Murray up the middle for 7 yards (tackle by Reshad Jones),3.380,3.780
4,1:16,2,3,MIA 26,17,41,Kirk Cousins kneels for -1 yards,3.780,2.940
4,0:38,3,4,MIA 27,17,41,Kirk Cousins kneels for -1 yards,2.940,1.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
