Quarter,Time,Down,ToGo,Location,CAR,NWE,Detail,EPB,EPA
2,12:43,3,2,CAR 2,3,9,"Tom Brady pass complete short middle to Chris Hogan for 2 yards, touchdown",4.950,7.000
2,12:39,,,CAR 15,3,10,Stephen Gostkowski kicks extra point good,0.000,0.000
2,12:39,,,NWE 35,3,10,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
2,12:39,1,10,CAR 25,3,10,Cam Newton pass complete short right to Christian McCaffrey for 11 yards (tackle by Eric Rowe),0.610,1.330
2,11:59,1,10,CAR 36,3,10,Jonathan Stewart left end for 3 yards,1.330,1.200
2,11:18,2,7,CAR 39,3,10,Cam Newton pass complete short right to Devin Funchess for 9 yards,1.200,2.130
,,,,,,,"CAR challenged the incomplete pass ruling, and the original play was overturned.",,
2,11:07,1,10,CAR 48,3,10,Cam Newton pass complete short left to Christian McCaffrey for 12 yards,2.130,2.920
2,10:33,1,10,NWE 40,3,10,Damiere Byrd left end for 12 yards (tackle by Stephon Gilmore),2.920,3.710
2,9:49,1,10,NWE 28,9,10,"Cam Newton pass complete short left to Fozzy Whittaker for 28 yards, touchdown",3.710,7.000
2,9:41,,,NWE 15,10,10,Graham Gano kicks extra point good,0.000,0.000
2,9:41,,,CAR 35,10,10,"Graham Gano kicks off 62 yards, returned by Dion Lewis for 23 yards (tackle by Jared Norris)",0.000,-0.670
2,9:35,1,10,NWE 26,10,10,James White right guard for 7 yards (tackle by Kevon Seymour and Kawann Short),0.670,1.070
2,9:08,2,3,NWE 33,10,10,Mike Gillislee left tackle for -1 yards (tackle by Luke Kuechly),1.070,0.230
2,8:37,3,4,NWE 32,10,10,Tom Brady pass complete short middle to James White for 5 yards (tackle by Shaq Thompson),0.230,1.400
2,7:51,1,10,NWE 37,10,10,Mike Gillislee right guard for 6 yards (tackle by James Bradberry),1.400,1.670
2,7:20,2,4,NWE 43,10,10,Mike Gillislee left guard for 3 yards (tackle by Wes Horton),1.670,1.360
2,6:49,3,1,NWE 46,10,10,Tom Brady middle for 2 yards (tackle by Kyle Love),1.360,2.130
2,6:10,1,10,NWE 48,10,10,Tom Brady sacked by Julius Peppers for -6 yards,2.130,0.770
2,5:33,2,16,NWE 42,10,10,Tom Brady pass complete deep left to Rob Gronkowski for 43 yards (tackle by Demetrious Cox),0.770,4.580
2,5:09,1,10,CAR 15,10,10,Tom Brady pass complete short left to James White for -2 yards (tackle by Shaq Thompson),4.580,3.680
2,4:45,2,12,CAR 17,10,10,Tom Brady pass incomplete deep middle intended for Rob Gronkowski (defended by Mike Adams),3.680,2.980
2,4:38,3,12,CAR 17,10,10,Tom Brady pass incomplete short left intended for Chris Hogan,2.980,2.310
2,4:34,4,12,CAR 17,10,13,Stephen Gostkowski 35 yard field goal good,2.310,3.000
2,4:30,,,NWE 35,10,13,"Stephen Gostkowski kicks off 67 yards, returned by Christian McCaffrey for 18 yards (tackle by Brandon Bolden)",0.000,0.140
2,4:25,1,10,CAR 16,10,13,Cam Newton sacked for 0 yards,-0.140,-0.660
2,3:42,2,10,CAR 16,10,13,Jonathan Stewart middle for 2 yards (tackle by Elandon Roberts and Malcom Brown),-0.660,-1.070
2,2:56,3,8,CAR 18,10,13,Cam Newton pass complete short right to Devin Funchess for 13 yards (tackle by Malcolm Butler),-1.070,1.000
2,2:28,1,10,CAR 31,10,13,Cam Newton pass complete short right to Kelvin Benjamin for 11 yards (tackle by Malcolm Butler),1.000,1.730
2,2:01,1,10,CAR 42,10,13,Christian McCaffrey right guard for no gain (tackle by Elandon Roberts),1.730,1.190
2,1:58,2,10,CAR 42,10,13,Cam Newton right guard for 1 yard (tackle by Malcom Brown and Trey Flowers),1.190,0.630
2,1:14,3,9,CAR 43,10,13,Cam Newton pass complete deep left to Kelvin Benjamin for 43 yards (tackle by Duron Harmon),0.630,4.650
2,0:36,1,10,NWE 14,10,13,Christian McCaffrey right end for 4 yards (tackle by Malcolm Butler),4.650,4.710
2,0:31,2,6,NWE 10,16,13,"Cam Newton pass complete short left to Devin Funchess for 10 yards, touchdown",4.710,7.000
2,0:26,,,NWE 15,17,13,Graham Gano kicks extra point good,0.000,0.000
2,0:26,,,CAR 35,17,13,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,0:26,1,10,NWE 25,17,13,Tom Brady pass complete short middle to James White for 9 yards (tackle by Luke Kuechly),0.610,0.000
2,0:18,,,,,,Timeout #1 by New England Patriots,0.000,-1.280
2,0:18,2,1,NWE 34,17,13,Tom Brady pass incomplete deep middle intended for Chris Hogan (defended by Mike Adams),1.280,0.560
2,0:11,3,1,NWE 34,17,13,Tom Brady pass complete deep left to Chris Hogan for 26 yards (tackle by Mike Adams),0.560,0.000
2,0:04,,,,,,Timeout #2 by New England Patriots,0.000,-2.920
2,0:04,1,10,CAR 40,17,16,Stephen Gostkowski 58 yard field goal good,2.920,3.000
Quarter,Time,Down,ToGo,Location,CAR,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,17,16,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,CAR 25,17,16,Cam Newton pass complete short middle to Kelvin Benjamin for 11 yards (tackle by Patrick Chung and Eric Rowe),0.610,1.330
3,14:32,1,10,CAR 36,17,16,Cam Newton pass complete deep left to Ed Dickson for 24 yards (tackle by Devin McCourty),1.330,2.920
3,13:58,1,10,NWE 40,17,16,Cam Newton pass incomplete short left intended for Christian McCaffrey,2.920,2.370
3,13:50,2,10,NWE 40,17,16,Cam Newton pass complete short middle to Russell Shepard for 13 yards (tackle by Stephon Gilmore),2.370,3.780
3,13:12,1,10,NWE 27,17,16,Jonathan Stewart middle for 14 yards (tackle by Devin McCourty),3.780,4.710
3,12:29,1,10,NWE 13,17,16,"Jonathan Stewart right guard for 4 yards (tackle by Trey Flowers). Jonathan Stewart fumbles (forced by Trey Flowers), recovered by Elandon Roberts at NWE-7 (tackle by Jonathan Stewart)",4.710,0.380
3,12:19,1,10,NWE 7,17,16,Tom Brady pass incomplete short middle intended for Danny Amendola,-0.380,-0.780
3,12:15,2,10,NWE 7,17,16,Tom Brady pass complete short middle to Chris Hogan for 8 yards (tackle by Captain Munnerlyn),-0.780,-0.480
3,11:39,3,2,NWE 15,17,16,Tom Brady pass complete short left to James White for 3 yards (tackle by Luke Kuechly),-0.480,0.040
3,11:04,1,10,NWE 18,17,16,Mike Gillislee right guard for 13 yards (tackle by Mike Adams),0.040,1.000
3,10:39,1,10,NWE 31,17,16,Mike Gillislee middle for 6 yards (tackle by Thomas Davis and Julius Peppers),1.000,1.270
3,10:10,2,4,NWE 37,17,16,Tom Brady pass incomplete deep right intended for Dwayne Allen,1.270,0.560
3,10:01,3,4,NWE 37,17,16,Tom Brady sacked by Julius Peppers for -5 yards,0.560,-1.240
3,9:28,4,9,NWE 32,17,16,"Ryan Allen punts 49 yards, returned by Christian McCaffrey for 13 yards (tackle by Jonathan Jones)",-1.240,-1.070
3,9:17,1,10,CAR 32,17,16,Jonathan Stewart left guard for 9 yards,1.070,1.740
3,8:41,2,1,CAR 41,17,16,Jonathan Stewart right guard for 4 yards (tackle by Malcolm Butler and Patrick Chung),1.740,1.930
3,8:05,1,10,CAR 45,17,16,Cam Newton pass complete short right to Fozzy Whittaker for 6 yards (tackle by Elandon Roberts),1.930,2.190
3,7:28,2,4,NWE 49,17,16,Christian McCaffrey right end for 2 yards (tackle by Cassius Marsh and Devin McCourty),2.190,1.750
3,6:54,3,2,NWE 47,17,16,Cam Newton right end for 8 yards (tackle by Jonathan Jones),1.750,2.980
3,6:15,1,10,NWE 39,17,16,Cam Newton pass complete short left to Christian McCaffrey for 1 yard (tackle by Patrick Chung),2.980,2.580
3,5:33,2,9,NWE 38,17,16,Jonathan Stewart left end for 1 yard,2.580,2.020
3,4:49,3,8,NWE 37,17,16,"Cam Newton pass incomplete short right intended for Devin Funchess. Penalty on Stephon Gilmore: Illegal Use of Hands, 5 yards (no play)",2.020,3.450
3,4:42,1,10,NWE 32,17,16,Cam Newton pass complete short left to Devin Funchess for 3 yards (tackle by Jonathan Jones),3.450,3.310
3,4:16,2,7,NWE 29,17,16,Cam Newton pass complete short left to Fozzy Whittaker for no gain,3.310,2.610
3,3:32,3,7,NWE 29,17,16,Cam Newton middle for 13 yards (tackle by Duron Harmon),2.610,4.510
3,2:51,1,10,NWE 16,23,16,"Cam Newton pass complete short middle to Devin Funchess for 16 yards, touchdown",4.510,7.000
3,2:47,,,NWE 15,23,16,Graham Gano kicks extra point no good,0.000,-1.000
3,2:47,,,CAR 35,23,16,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
3,2:47,1,10,NWE 25,23,16,Tom Brady pass complete short middle to Brandin Cooks for 16 yards (tackle by James Bradberry),0.610,1.660
3,2:16,1,10,NWE 41,23,16,Mike Gillislee right guard for -4 yards (tackle by Vernon Butler),1.660,0.580
3,1:44,2,14,NWE 37,23,16,Tom Brady pass complete short right to Danny Amendola for 4 yards (tackle by Luke Kuechly),0.580,0.430
3,1:03,3,10,NWE 41,23,16,Tom Brady pass incomplete deep middle intended for Brandin Cooks,0.430,-0.650
3,0:57,4,10,NWE 41,23,16,"Ryan Allen punts 38 yards. Penalty on Jonathan Jones: Interference with Opportunity to, 15 yards",-0.650,-1.330
3,0:48,1,10,CAR 36,23,16,Cam Newton pass incomplete short left intended for Christian McCaffrey,1.330,0.790
3,0:43,2,10,CAR 36,23,16,"Cam Newton pass incomplete deep right intended for Devin Funchess (defended by Malcolm Butler). Penalty on Trey Flowers: Defensive Offside, 5 yards (no play)",0.790,1.470
3,0:38,2,5,CAR 41,23,16,Christian McCaffrey left guard for 1 yard (tackle by Stephon Gilmore),1.470,0.890
Quarter,Time,Down,ToGo,Location,CAR,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,CAR 42,23,16,Cam Newton pass complete deep right to Kelvin Benjamin for 39 yards (tackle by Malcolm Butler),0.890,4.310
4,14:19,1,10,NWE 19,23,16,Jonathan Stewart middle for 3 yards (tackle by Deatrich Wise Jr.),4.310,4.180
4,13:39,2,7,NWE 16,23,16,Cam Newton pass complete short middle to Christian McCaffrey for 9 yards,4.180,5.600
4,13:03,1,7,NWE 7,29,16,"Cam Newton left guard for 7 yards, touchdown",5.600,7.000
4,12:58,,,NWE 15,30,16,Graham Gano kicks extra point good,0.000,0.000
4,12:58,,,CAR 35,30,16,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
4,12:58,1,10,NWE 25,30,16,Tom Brady pass complete short right to James White for 6 yards (tackle by Demetrious Cox),0.610,0.870
4,12:34,2,4,NWE 31,30,16,Tom Brady pass complete short right to James White for 8 yards (tackle by Thomas Davis),0.870,1.530
4,12:01,1,10,NWE 39,30,16,Tom Brady pass complete short left to Chris Hogan for 16 yards (tackle by Mike Adams),1.530,2.590
4,11:22,1,10,CAR 45,30,16,Dion Lewis middle for 1 yard (tackle by Shaq Thompson),2.590,2.180
4,10:46,2,9,CAR 44,30,16,Tom Brady pass complete short right to James White for 6 yards (tackle by Shaq Thompson),2.180,2.280
4,10:05,3,3,CAR 38,30,16,Tom Brady pass incomplete short right intended for James White,2.280,0.720
4,9:59,4,3,CAR 38,30,16,Tom Brady pass complete short right to Rob Gronkowski for 13 yards (tackle by Shaq Thompson),0.720,3.910
4,9:21,1,10,CAR 25,30,16,Tom Brady pass complete short right to Phillip Dorsett for 17 yards (tackle by Demetrious Cox),3.910,5.370
4,8:52,1,8,CAR 8,30,22,"Dion Lewis left end for 8 yards, touchdown",5.370,7.000
4,8:46,,,CAR 15,30,23,Stephen Gostkowski kicks extra point good,0.000,0.000
4,8:46,,,NWE 35,30,23,"Stephen Gostkowski kicks off 63 yards, returned by Christian McCaffrey for 19 yards (tackle by Jordan Richards)",0.000,-0.340
4,8:41,1,10,CAR 21,30,23,Cam Newton pass incomplete short right intended for Jonathan Stewart,0.340,0.000
4,8:35,,,,,,Timeout #1 by Carolina Panthers,0.000,0.200
4,8:35,2,10,CAR 21,30,23,Jonathan Stewart middle for 5 yards (tackle by Lawrence Guy),-0.200,-0.230
4,7:59,3,5,CAR 26,30,23,Cam Newton sacked by Dont'a Hightower for -12 yards. Penalty on Amini Silatolu: Offensive Holding (Declined),-0.230,-2.470
4,7:34,4,17,CAR 14,30,23,"Michael Palardy punts 35 yards, fair catch by Danny Amendola",-2.470,-2.320
4,7:27,1,10,CAR 49,30,23,Tom Brady pass complete deep right to Brandin Cooks for 17 yards (tackle by James Bradberry),2.320,3.450
4,6:52,1,10,CAR 32,30,23,Tom Brady pass incomplete short right intended for Brandin Cooks,3.450,2.900
4,6:48,2,10,CAR 32,30,23,Tom Brady pass complete short right to Rob Gronkowski for 7 yards (tackle by Mike Adams),2.900,3.140
4,6:16,3,3,CAR 25,30,23,Tom Brady pass complete short left to Danny Amendola for 5 yards (tackle by James Bradberry),3.140,4.240
4,5:39,1,10,CAR 20,30,23,Brandin Cooks right end for 4 yards (tackle by Mike Adams),4.240,4.280
4,5:06,2,6,CAR 16,30,23,Tom Brady pass complete short left to Danny Amendola for 10 yards (tackle by Luke Kuechly),4.280,5.830
4,4:31,1,6,CAR 6,30,23,Dion Lewis left guard for 5 yards (tackle by Captain Munnerlyn and Luke Kuechly),5.830,5.910
4,3:57,2,1,CAR 1,30,23,Mike Gillislee left tackle for no gain (tackle by Star Lotulelei),5.910,5.170
4,3:18,3,1,CAR 1,30,23,Tom Brady pass incomplete short left intended for Chris Hogan (defended by James Bradberry),5.170,3.550
4,3:14,4,1,CAR 1,30,29,"Tom Brady pass complete short middle to Danny Amendola for 1 yard, touchdown",3.550,7.000
4,3:09,,,CAR 15,30,30,Stephen Gostkowski kicks extra point good,0.000,0.000
4,3:09,,,NWE 35,30,30,"Stephen Gostkowski kicks off 62 yards, returned by Christian McCaffrey for 21 yards (tackle by Nate Ebner)",0.000,-0.540
4,3:04,1,10,CAR 24,30,30,Cam Newton pass incomplete short left intended for Ed Dickson,0.540,0.000
4,3:00,2,10,CAR 24,30,30,Jonathan Stewart middle for 3 yards (tackle by Cassius Marsh and Trey Flowers),0.000,-0.300
4,2:23,3,7,CAR 27,30,30,"Cam Newton sacked by Deatrich Wise Jr. for -11 yards. Penalty on Stephon Gilmore: Illegal Use of Hands, 5 yards (no play)",-0.300,1.070
4,2:11,1,10,CAR 32,30,30,Jonathan Stewart left tackle for 15 yards (tackle by Lawrence Guy),1.070,2.060
4,2:00,1,10,CAR 47,30,30,Cam Newton pass incomplete deep right intended for Devin Funchess,2.060,1.520
4,1:53,2,10,CAR 47,30,30,Cam Newton middle for 7 yards (tackle by Lawrence Guy),1.520,1.750
4,1:05,3,3,NWE 46,30,30,Cam Newton pass complete short right to Devin Funchess for 5 yards (tackle by Malcolm Butler),1.750,0.000
4,0:47,,,,,,Timeout #2 by Carolina Panthers,0.000,-2.850
4,0:47,1,10,NWE 41,30,30,"Jonathan Stewart middle for 2 yards (tackle by Malcom Brown). Penalty on Patrick Chung: Defensive Holding, 5 yards",2.850,3.310
4,0:41,1,10,NWE 34,30,30,Cam Newton middle for 3 yards (tackle by Trey Flowers),3.310,3.180
4,0:11,2,7,NWE 31,30,30,Cam Newton middle for 1 yard (tackle by Dont'a Hightower),3.180,0.000
4,0:04,,,,,,Timeout #3 by Carolina Panthers,0.000,0.000
4,0:04,,,,,,Timeout #1 by New England Patriots,0.000,-2.610
4,0:04,3,6,NWE 30,33,30,Graham Gano 48 yard field goal good,2.610,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
