Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
2,10:26,3,8,PHI 41,3,3,Quincy Carter pass incomplete intended for Terry Glenn (defended by Brian Dawkins),1.750,0.530
2,10:23,4,8,PHI 41,3,3,"Toby Gowin punts 19 yards, fair catch by Brian Westbrook",0.530,-0.410
2,10:16,1,10,PHI 22,3,3,Brian Westbrook right end for 4 yards (tackle by La'Roi Glover),0.410,0.410
2,9:40,2,6,PHI 26,3,3,Donovan McNabb pass incomplete intended for L.J. Smith (defended by Dexter Coakley),0.410,-0.290
2,9:35,3,6,PHI 26,3,3,Donovan McNabb pass incomplete intended for Todd Pinkston,-0.290,-1.630
2,9:31,4,6,PHI 26,3,3,"Dirk Johnson punts 44 yards, returned by Zuriel Smith for 13 yards (tackle by Justin Ena)",-1.630,-1.800
2,9:21,1,10,DAL 43,3,3,Troy Hambrick right guard for 2 yards (tackle by Corey Simon),1.800,1.520
2,8:40,2,8,DAL 45,3,3,Troy Hambrick up the middle for 2 yards (tackle by N.D. Kalu),1.520,1.090
2,8:01,3,6,DAL 47,3,3,Quincy Carter pass complete to Richie Anderson for -1 yards (tackle by Brandon Whiting),1.090,-0.320
2,7:27,4,7,DAL 46,3,3,"Toby Gowin punts 36 yards, muffed catch by Brian Westbrook, recovered by Brian Westbrook and returned for 3 yards (tackle by Randal Williams)",-0.320,-0.340
2,7:16,1,10,PHI 21,3,3,Brian Westbrook for 8 yards (tackle by Pete Hunter),0.340,0.880
2,6:51,2,2,PHI 29,3,3,Brian Westbrook right end for 2 yards (tackle by Darren Woodson),0.880,1.000
2,6:05,1,10,PHI 31,3,3,Donovan McNabb pass complete to Freddie Mitchell for 22 yards (tackle by Pete Hunter),1.000,2.460
2,5:25,1,10,DAL 47,3,3,Donovan McNabb pass complete to Correll Buckhalter for 24 yards (tackle by Darren Woodson),2.460,4.040
2,4:38,1,10,DAL 23,3,3,Brian Westbrook left end for 3 yards (tackle by Mario Edwards),4.040,3.900
2,4:09,2,7,DAL 20,3,3,Donovan McNabb pass complete to Brian Westbrook for 4 yards (tackle by Greg Ellis),3.900,3.850
2,3:24,3,3,DAL 16,3,9,"Donovan McNabb pass complete to Brian Westbrook for 16 yards, touchdown",3.850,7.000
2,,,,DAL 2,3,10,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,3,10,"David Akers kicks off 64 yards, returned by Zuriel Smith for 33 yards (tackle by David Akers)",0.000,1.530
2,3:02,1,10,DAL 39,3,10,Troy Hambrick right end for 5 yards (tackle by Brandon Whiting),1.530,1.660
2,2:30,2,5,DAL 44,3,10,Quincy Carter pass complete to Jason Witten for 18 yards (tackle by Michael Lewis),1.660,3.050
2,2:00,1,10,PHI 38,3,10,Quincy Carter pass complete to Daniel Campbell for 1 yard (tackle by Carlos Emmons),3.050,2.640
2,1:23,2,9,PHI 37,3,10,Quincy Carter pass complete to Richie Anderson for 15 yards (tackle by Nate Wayne),2.640,4.110
2,1:13,,,,3,10,Timeout #1 by Dallas Cowboys,0.000,4.110
2,1:13,1,10,PHI 22,3,10,Quincy Carter pass complete to Richie Anderson for 6 yards (tackle by Troy Vincent),4.110,4.460
2,1:07,2,4,PHI 16,3,10,Richie Anderson right tackle for 13 yards (tackle by Brian Dawkins and Michael Lewis),4.460,6.510
2,0:31,1,3,PHI 3,9,10,"Quincy Carter pass complete to Jeff Robinson for 3 yards, touchdown",6.510,7.000
2,,,,PHI 2,10,10,Billy Cundiff kicks extra point good,0.000,0.000
2,,,,DAL 30,10,10,"Toby Gowin kicks off 50 yards, returned by Brian Westbrook for 17 yards (tackle by Keith O'Neil)",0.000,1.400
2,0:21,1,10,PHI 37,10,10,Donovan McNabb pass complete to Duce Staley for 17 yards (tackle by Darren Woodson),1.400,2.520
2,0:11,,,,10,10,Timeout #1 by Philadelphia Eagles,0.000,2.520
2,0:11,1,10,DAL 46,10,10,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Mario Edwards),2.520,1.980
2,0:05,2,10,DAL 46,10,10,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Tony Dixon),1.980,1.290
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,10,10,"David Akers kicks off 51 yards, returned by Erik Bickerstaff for 9 yards (tackle by Keith Adams)",0.000,0.810
3,14:57,1,10,DAL 28,10,10,Troy Hambrick right tackle for 2 yards (tackle by Nate Wayne),0.810,0.530
3,14:19,2,8,DAL 30,10,10,Troy Hambrick left end for 3 yards (tackle by N.D. Kalu),0.530,0.230
3,13:36,3,5,DAL 33,10,10,Quincy Carter pass incomplete intended for Terry Glenn is intercepted by Sheldon Brown at DAL-37 and returned for 10 yards (tackle by Terry Glenn),0.230,-3.780
3,13:28,1,10,DAL 27,10,10,Donovan McNabb pass incomplete intended for L.J. Smith,3.780,3.230
3,13:24,2,10,DAL 27,10,10,Donovan McNabb pass incomplete intended for Freddie Mitchell (defended by Darren Woodson),3.230,2.540
3,13:21,3,10,DAL 27,10,10,"Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Mario Edwards). Penalty on Mario Edwards: Defensive Pass Interference, 17 yards (no play)",2.540,4.910
3,13:16,1,10,DAL 10,10,10,Donovan McNabb pass complete to Correll Buckhalter for 5 yards (tackle by Alshermond Singleton),4.910,5.150
3,12:35,2,5,DAL 5,10,10,Donovan McNabb pass incomplete intended for Freddie Mitchell (defended by Darren Woodson),5.150,4.260
3,12:29,3,5,DAL 5,10,16,"Donovan McNabb pass complete to Duce Staley for 5 yards, touchdown",4.260,7.000
3,,,,DAL 2,10,17,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,10,17,"David Akers kicks off 69 yards, returned by Zuriel Smith for 16 yards (tackle by Clinton Hart)",0.000,-0.060
3,12:15,1,10,DAL 17,10,17,Troy Hambrick left tackle for 7 yards (tackle by Michael Lewis),-0.060,0.480
3,11:36,2,3,DAL 24,10,17,Troy Hambrick up the middle for 5 yards (tackle by Corey Simon),0.480,0.870
3,11:36,1,10,DAL 29,10,17,"Penalty on Jason Witten: False Start, 5 yards (no play)",0.870,0.540
3,10:29,1,15,DAL 24,10,17,Quincy Carter pass complete to Troy Hambrick for 6 yards (tackle by Nate Wayne),0.540,0.460
3,9:43,2,9,DAL 30,10,17,Quincy Carter pass incomplete intended for Richie Anderson (defended by Carlos Emmons),0.460,-0.230
3,9:38,,,,10,17,Timeout #1 by Dallas Cowboys,0.000,-0.230
3,9:38,3,9,DAL 30,10,17,Quincy Carter sacked by Darwin Walker for -5 yards,-0.230,-1.700
3,9:21,4,14,DAL 25,10,17,Toby Gowin punts 28 yards,-1.700,-2.060
3,9:12,1,10,PHI 47,10,17,Donovan McNabb pass incomplete intended for Todd Pinkston,2.060,1.520
3,9:07,2,10,PHI 47,10,17,"Brian Westbrook left tackle for no gain (tackle by Dexter Coakley). Penalty on John Welbourn: Offensive Holding, 10 yards (no play)",1.520,0.170
3,8:56,2,20,PHI 37,10,17,Donovan McNabb pass incomplete intended for Duce Staley,0.170,-0.490
3,8:50,3,20,PHI 37,10,17,Donovan McNabb pass incomplete (defended by Darren Woodson),-0.490,-0.910
3,8:43,4,20,PHI 37,10,17,"Dirk Johnson punts 48 yards, returned by Zuriel Smith for 8 yards (tackle by Justin Ena)",-0.910,-0.480
3,8:37,1,10,DAL 23,10,17,Erik Bickerstaff up the middle for 4 yards (tackle by Carlos Emmons),0.480,0.470
3,7:56,2,6,DAL 27,10,17,Richie Anderson left end for -3 yards (tackle by Darwin Walker),0.470,-0.630
3,7:13,3,9,DAL 24,10,17,Quincy Carter pass incomplete intended for Terry Glenn,-0.630,-1.770
3,7:09,4,9,DAL 24,10,17,"Toby Gowin punts 34 yards, returned by Brian Westbrook for 11 yards (tackle by Jeff Robinson)",-1.770,-2.460
3,6:58,1,10,DAL 47,10,17,Donovan McNabb sacked by Daleroy Stewart for 0 yards,2.460,1.910
3,6:20,2,10,DAL 47,10,17,Correll Buckhalter left tackle for 5 yards (tackle by Leonardo Carson and Terence Newman),1.910,1.880
3,5:38,3,5,DAL 42,10,17,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Terence Newman),1.880,0.460
3,5:32,4,5,DAL 42,10,17,"Dirk Johnson punts 27 yards, fair catch by Zuriel Smith",0.460,0.220
3,5:25,1,10,DAL 15,10,17,Joey Galloway left end for 2 yards (tackle by N.D. Kalu),-0.220,-0.440
3,4:56,2,8,DAL 17,10,17,Quincy Carter pass complete to Jason Witten for 10 yards (tackle by Carlos Emmons),-0.440,0.740
3,4:18,1,10,DAL 27,10,17,"Troy Hambrick right end for no gain (tackle by Carlos Emmons). Penalty on Kurt Vollers: Offensive Holding, 10 yards (no play)",0.740,-0.170
3,3:50,1,20,DAL 17,10,17,Quincy Carter sacked by Sam Rayburn for -7 yards,-0.170,-2.020
3,3:14,2,27,DAL 10,10,17,Richie Anderson up the middle for 3 yards (tackle by Nate Wayne and Brandon Whiting),-2.020,-2.970
3,2:30,3,24,DAL 13,10,19,"Quincy Carter for no gain. Quincy Carter fumbles, safety",-2.970,-2.000
3,,,,DAL 20,10,19,"Toby Gowin kicks off 55 yards, returned by Brian Westbrook for 7 yards (tackle by Keith O'Neil)",0.000,1.070
3,2:13,1,10,PHI 32,10,19,Duce Staley right end for 4 yards (tackle by Leonardo Carson),1.070,1.070
3,1:39,2,6,PHI 36,10,19,Duce Staley left tackle for 4 yards (tackle by Darren Woodson),1.070,0.890
3,0:58,3,2,PHI 40,10,19,Correll Buckhalter right guard for 5 yards (tackle by Dexter Coakley),0.890,1.930
3,0:14,1,10,PHI 45,10,19,Donovan McNabb pass complete to Brian Westbrook for 20 yards (tackle by Randal Williams),1.930,3.250
Quarter,Time,Down,ToGo,Location,DAL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 35,10,19,Correll Buckhalter for 2 yards (tackle by Greg Ellis),3.250,2.970
4,14:34,2,8,DAL 33,10,19,"Donovan McNabb pass incomplete intended for James Thrash (defended by Mario Edwards). Penalty on Mario Edwards: Illegal Contact, 5 yards (no play)",2.970,3.710
4,14:29,1,10,DAL 28,10,19,Correll Buckhalter right tackle for 2 yards (tackle by Alshermond Singleton and Dat Nguyen),3.710,3.440
4,13:44,2,8,DAL 26,10,19,Donovan McNabb pass complete to James Thrash for 20 yards (tackle by Terence Newman),3.440,5.830
4,12:58,1,6,DAL 6,10,25,"Donovan McNabb pass complete to L.J. Smith for 6 yards, touchdown",5.830,7.000
4,,,,DAL 2,10,26,"David Akers kicks extra point good. Penalty on Bobbie Williams: False Start, 5 yards (no play)",0.000,0.000
4,,,,DAL 2,10,26,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,10,26,"David Akers kicks off 54 yards, returned by Erik Bickerstaff for 15 yards (tackle by Sean Morey)",0.000,1.000
4,12:48,1,10,DAL 31,10,26,Quincy Carter pass complete to Troy Hambrick for no gain,1.000,0.460
4,12:05,2,10,DAL 31,10,26,Quincy Carter pass complete to Richie Anderson for 2 yards (tackle by Carlos Emmons),0.460,0.040
4,11:19,3,8,DAL 33,10,26,Quincy Carter pass incomplete intended for Randal Williams,0.040,-1.180
4,11:14,4,8,DAL 33,10,26,Toby Gowin punts 38 yards,-1.180,-0.870
4,11:03,1,10,PHI 29,10,26,Correll Buckhalter for 25 yards (tackle by Randal Williams),0.870,2.520
4,10:33,1,10,DAL 46,10,26,"Correll Buckhalter left tackle for 4 yards. Penalty on Leonardo Carson: Defensive Holding, 5 yards",2.520,3.120
4,10:06,1,10,DAL 37,10,26,Correll Buckhalter right guard for -3 yards (tackle by Terence Newman and Dat Nguyen),3.120,2.170
4,9:21,2,13,DAL 40,10,26,"Donovan McNabb pass complete to James Thrash for no gain. Penalty on Dexter Coakley: Defensive Holding, 5 yards (no play)",2.170,3.250
4,8:59,1,10,DAL 35,10,26,Brian Westbrook left end for 1 yard (tackle by Dat Nguyen),3.250,2.840
4,8:16,2,9,DAL 34,10,26,Donovan McNabb pass complete to Chad Lewis for 28 yards (tackle by Randal Williams),2.840,5.830
4,7:32,1,6,DAL 6,10,26,Correll Buckhalter right tackle for no gain (tackle by Leonardo Carson),5.830,4.950
4,6:54,2,6,DAL 6,10,26,Donovan McNabb pass incomplete intended for Correll Buckhalter (defended by Randal Williams),4.950,4.040
4,6:49,3,6,DAL 6,10,26,Donovan McNabb pass complete to James Thrash for 3 yards (tackle by Markus Steele),4.040,3.040
4,6:09,4,3,DAL 3,10,29,David Akers 21 yard field goal good,3.040,3.000
4,,,,PHI 30,10,29,"David Akers kicks off 63 yards, returned by Zuriel Smith for 19 yards (tackle by Quintin Mikell)",0.000,0.670
4,5:59,1,10,DAL 26,10,29,Quincy Carter pass incomplete intended for Terry Glenn,0.670,0.130
4,5:56,2,10,DAL 26,10,29,Quincy Carter pass complete to Richie Anderson for 2 yards (tackle by Corey Simon),0.130,-0.300
4,5:19,3,8,DAL 28,10,29,Quincy Carter pass incomplete intended for Jason Witten is intercepted by Bobby Taylor at DAL-39 and returned for 2 yards (tackle by Jason Witten),-0.300,-3.120
4,5:12,1,10,DAL 37,10,29,Correll Buckhalter right end for -3 yards (tackle by Darren Woodson),3.120,2.170
4,4:31,2,13,DAL 40,10,29,Donovan McNabb pass complete to James Thrash for 5 yards (tackle by Alshermond Singleton),2.170,2.150
4,3:52,3,8,DAL 35,10,29,Donovan McNabb pass complete to James Thrash for 6 yards,2.150,1.600
4,3:48,4,2,DAL 29,10,29,Donovan McNabb pass incomplete intended for Freddie Mitchell,1.600,-0.870
4,3:42,1,10,DAL 29,10,29,Quincy Carter pass complete to Jason Witten for 7 yards (tackle by Michael Lewis),0.870,1.270
4,3:19,2,3,DAL 36,10,29,Richie Anderson right guard for 4 yards (tackle by Darwin Walker),1.270,1.600
4,3:00,1,10,DAL 40,10,29,Quincy Carter sacked by N.D. Kalu for -6 yards,1.600,0.240
4,2:44,2,16,DAL 34,10,29,Quincy Carter pass complete to Richie Anderson for 7 yards (tackle by Bobby Taylor),0.240,0.500
4,2:23,3,9,DAL 41,10,29,Quincy Carter pass incomplete intended for Joey Galloway,0.500,-0.650
4,2:17,4,9,DAL 41,10,29,Toby Gowin punts 31 yards,-0.650,-0.810
4,2:06,1,10,PHI 28,10,29,Correll Buckhalter right end for 8 yards (tackle by Mario Edwards),0.810,1.340
4,1:58,2,2,PHI 36,10,35,"Correll Buckhalter left tackle for 64 yards, touchdown",1.340,7.000
4,,,,DAL 2,10,36,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,10,36,"David Akers kicks off 59 yards, returned by Zuriel Smith for 11 yards (tackle by Keith Adams)",0.000,0.410
4,1:42,1,10,DAL 22,10,36,Erik Bickerstaff left tackle for -1 yards (tackle by Sheldon Brown),0.410,-0.270
4,1:07,2,11,DAL 21,10,36,Erik Bickerstaff right tackle for 9 yards (tackle by Jerome McDougle),-0.270,0.230
4,0:37,3,2,DAL 30,10,36,Erik Bickerstaff right tackle for 8 yards (tackle by Quintin Mikell),0.230,1.470
4,0:09,1,10,DAL 38,10,36,Erik Bickerstaff right tackle for 2 yards (tackle by N.D. Kalu),1.470,1.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
