Quarter,Time,Down,ToGo,Location,ATL,MIN,Detail,EPB,EPA
2,11:30,3,4,ATL 31,7,14,Teddy Bridgewater pass incomplete short left intended for Chase Ford,2.680,1.370
2,11:26,4,4,ATL 31,7,14,Blair Walsh 49 yard field goal no good,1.370,-1.530
2,11:22,1,10,ATL 39,7,14,Matt Ryan pass incomplete short right intended for Roddy White,1.530,0.990
2,11:19,2,10,ATL 39,7,14,Matt Ryan pass incomplete short right intended for Roddy White (defended by Josh Robinson),0.990,0.300
2,11:14,3,10,ATL 39,7,14,Matt Ryan pass complete short right to Julio Jones for 15 yards (tackle by Josh Robinson). Penalty on Everson Griffen: Illegal Use of Hands (Declined),0.300,2.520
2,11:02,1,10,MIN 46,7,14,"Jacquizz Rodgers left tackle for 3 yards (tackle by Gerald Hodges). Penalty on Joe Hawley: Offensive Holding, 10 yards (no play)",2.520,1.860
2,10:41,1,20,ATL 44,7,14,"Matt Ryan pass complete short right to Jacquizz Rodgers for 8 yards (tackle by Shamar Stephen and Robert Blanton). Penalty on Jacquizz Rodgers: Unnecessary Roughness, 15 yards",1.860,-0.320
2,10:13,2,27,ATL 37,7,14,Matt Ryan pass complete short middle to Steven Jackson for 7 yards (tackle by Anthony Barr),-0.320,-0.030
2,9:32,3,20,ATL 44,7,14,Matt Ryan pass complete deep right to Julio Jones for 21 yards (tackle by Harrison Smith),-0.030,3.250
2,8:57,1,10,MIN 35,7,14,Steven Jackson right tackle for 6 yards (tackle by Corey Wootton),3.250,3.510
2,8:19,2,4,MIN 29,7,14,Matt Ryan pass complete short left to Julio Jones for 7 yards (tackle by Everson Griffen),3.510,4.110
2,7:46,1,10,MIN 22,7,14,Matt Ryan pass complete short right to Devin Hester for no gain,4.110,3.560
2,7:22,2,10,MIN 22,7,14,Matt Ryan pass complete short left to Devin Hester for 7 yards (tackle by Gerald Hodges and Xavier Rhodes),3.560,3.930
2,6:53,3,3,MIN 15,7,14,Matt Ryan pass complete short middle to Levine Toilolo for 12 yards (tackle by Robert Blanton),3.930,6.510
2,6:18,1,3,MIN 3,7,14,Steven Jackson up the middle for 2 yards (tackle by Gerald Hodges),6.510,5.910
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
2,6:00,2,1,MIN 1,13,14,"Matt Ryan pass complete short left to Patrick DiMarco for 1 yard, touchdown",5.910,7.000
2,6:00,,,MIN 2,14,14,Matt Bryant kicks extra point good,0.000,0.000
2,6:00,,,ATL 35,14,14,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,5:56,1,10,MIN 20,14,14,Matt Asiata up the middle for 7 yards (tackle by Kemal Ishmael and Dwight Lowery),0.280,0.680
2,5:21,2,3,MIN 27,14,14,Matt Asiata right end for 1 yard (tackle by Paul Soliai),0.680,0.100
2,4:49,3,2,MIN 28,14,14,Matt Asiata up the middle for 12 yards (tackle by Dezmen Southward),0.100,1.600
2,4:22,1,10,MIN 40,14,14,Teddy Bridgewater pass complete short left to Rhett Ellison for 19 yards (tackle by Robert Alford),1.600,2.850
2,3:53,1,10,ATL 41,14,14,Matt Asiata right guard for 5 yards (tackle by Paul Soliai),2.850,2.980
2,3:17,2,5,ATL 36,14,14,Teddy Bridgewater pass incomplete short left intended for Cordarrelle Patterson,2.980,2.280
2,3:14,3,5,ATL 36,14,14,Teddy Bridgewater pass complete deep left to Jarius Wright for 21 yards (tackle by Dezmen Southward),2.280,4.580
2,2:53,1,10,ATL 15,14,14,Matt Asiata right guard for 2 yards (tackle by Malliciah Goodman and Tyson Jackson),4.580,4.280
2,2:08,2,8,ATL 13,14,20,"Teddy Bridgewater left end for 13 yards, touchdown",4.280,7.000
2,2:08,,,ATL 2,14,21,Blair Walsh kicks extra point good,0.000,0.000
2,2:08,,,MIN 35,14,21,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
2,1:59,1,10,ATL 20,14,21,Matt Ryan pass complete short right to Devonta Freeman for 6 yards (tackle by Josh Robinson),0.280,0.540
2,1:40,2,4,ATL 26,14,21,Matt Ryan pass incomplete short middle intended for Roddy White,0.540,-0.160
2,1:38,3,4,ATL 26,14,21,Matt Ryan pass incomplete deep left intended for Devin Hester,-0.160,-1.630
2,1:32,4,4,ATL 26,14,21,"Matthew Bosher punts 59 yards, fair catch by Marcus Sherels",-1.630,0.220
2,1:25,1,10,MIN 15,14,21,Jerick McKinnon right tackle for 3 yards (tackle by Paul Worrilow),-0.220,-0.220
2,1:20,1,10,MIN 15,14,21,Timeout #1 by Atlanta Falcons,-0.220,-0.280
2,1:20,2,7,MIN 18,14,21,Jerick McKinnon left guard for 6 yards (tackle by Osi Umenyiora),-0.280,-0.280
2,1:16,2,7,MIN 18,14,21,Timeout #2 by Atlanta Falcons,-0.280,-0.270
2,1:16,3,1,MIN 24,14,21,Jerick McKinnon right end for 10 yards (tackle by Prince Shembo),-0.270,-0.270
2,1:09,3,1,MIN 24,14,21,Timeout #1 by Minnesota Vikings,-0.270,1.200
2,1:09,1,10,MIN 34,14,21,Teddy Bridgewater pass incomplete short left intended for Jerick McKinnon,1.200,0.660
2,1:05,2,10,MIN 34,14,21,Teddy Bridgewater pass complete short right to Jerick McKinnon for 17 yards (tackle by Dezmen Southward and Kemal Ishmael),0.660,2.320
2,0:42,1,10,ATL 49,14,21,Teddy Bridgewater pass complete short middle to Jarius Wright for 25 yards,2.320,3.970
2,0:35,1,10,ATL 24,14,21,Teddy Bridgewater pass complete short left to Chase Ford for 17 yards (tackle by Kemal Ishmael),3.970,3.970
2,0:27,1,10,ATL 24,14,21,Timeout #2 by Minnesota Vikings,3.970,5.600
2,0:27,1,7,ATL 7,14,21,Jerick McKinnon up the middle for 6 yards (tackle by Kemal Ishmael),5.600,5.910
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
2,0:12,2,1,ATL 1,14,21,Teddy Bridgewater pass incomplete short right intended for Chase Ford,5.910,5.170
2,0:05,3,1,ATL 1,14,24,Blair Walsh 18 yard field goal good,5.170,3.000
2,0:05,,,MIN 35,14,24,"Blair Walsh kicks off 54 yards, returned by Devin Hester for 14 yards (tackle by MarQueis Gray)",0.000,1.270
Quarter,Time,Down,ToGo,Location,ATL,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,14,24,"Matthew Bosher kicks off 68 yards, returned by Cordarrelle Patterson for 37 yards (tackle by Patrick DiMarco)",0.000,1.200
3,14:53,1,10,MIN 34,14,24,"Penalty on Charlie Johnson: False Start, 5 yards (no play)",1.200,0.870
3,14:53,1,15,MIN 29,14,24,Teddy Bridgewater pass complete short left to Matt Asiata for 12 yards,0.870,1.600
3,14:12,2,3,MIN 41,14,24,Teddy Bridgewater pass complete short middle to Cordarrelle Patterson for 16 yards,1.600,2.720
3,13:36,1,10,ATL 43,14,24,Matt Asiata up the middle for 1 yard (tackle by Robert McClain),2.720,2.310
3,13:07,2,9,ATL 42,14,24,Teddy Bridgewater left end for 10 yards (tackle by Prince Shembo),2.310,3.450
3,12:19,1,10,ATL 32,14,24,Matt Asiata left end for 4 yards (tackle by Prince Shembo),3.450,3.440
3,11:48,2,6,ATL 28,14,24,Matt Asiata up the middle for 5 yards (tackle by Paul Worrilow and Jonathan Massaquoi),3.440,3.400
3,11:22,3,1,ATL 23,14,24,Teddy Bridgewater up the middle for no gain (tackle by Prince Shembo),3.400,3.400
3,10:44,3,1,ATL 23,14,24,Timeout #1 by Minnesota Vikings,3.400,2.080
3,10:44,4,1,ATL 23,14,27,Blair Walsh 41 yard field goal good,2.080,3.000
3,10:44,,,MIN 35,14,27,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,10:40,1,10,ATL 20,14,27,Steven Jackson up the middle for 4 yards (tackle by Gerald Hodges),0.280,0.270
3,10:08,2,6,ATL 24,14,27,Matt Ryan pass complete short middle to Steven Jackson for 6 yards (tackle by Jasper Brinkley and Anthony Barr),0.270,0.940
3,9:30,1,10,ATL 30,14,27,Matt Ryan pass complete deep left to Julio Jones for 20 yards (tackle by Robert Blanton),0.940,2.260
3,8:53,1,10,,14,27,Steven Jackson left guard for 11 yards (tackle by Robert Blanton),2.260,2.980
3,8:16,1,10,MIN 39,14,27,Matt Ryan pass complete short left to Jacquizz Rodgers for 3 yards (tackle by Anthony Barr),2.980,2.850
3,7:33,2,7,MIN 36,14,27,Matt Ryan pass incomplete short middle intended for Roddy White,2.850,2.150
3,7:29,3,7,MIN 36,20,27,"Matt Ryan pass complete short right to Devin Hester for 36 yards, touchdown",2.150,7.000
3,7:29,,,MIN 2,21,27,Matt Bryant kicks extra point good,0.000,0.000
3,7:29,,,ATL 35,21,27,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,7:19,1,10,MIN 20,21,27,Jerick McKinnon right guard for 3 yards (tackle by Kemal Ishmael and Prince Shembo),0.280,0.140
3,6:49,2,7,MIN 23,21,27,"Penalty on MarQueis Gray: False Start, 5 yards (no play)",0.140,-0.630
3,6:35,2,12,MIN 18,21,27,Teddy Bridgewater pass complete short left to Greg Jennings for 14 yards (tackle by Paul Worrilow),-0.630,1.070
3,6:04,1,10,MIN 32,21,27,Jerick McKinnon up the middle for 5 yards (tackle by Prince Shembo),1.070,1.200
3,5:41,2,5,MIN 37,21,27,Teddy Bridgewater pass complete short right to Jarius Wright for 13 yards (tackle by Desmond Trufant),1.200,2.260
3,5:13,1,10,,21,27,Teddy Bridgewater pass incomplete short middle intended for Jarius Wright (defended by Tyson Jackson),2.260,1.710
3,5:09,2,10,,21,27,Teddy Bridgewater pass incomplete deep right intended for Chase Ford,1.710,1.030
3,5:03,3,10,,21,27,"Teddy Bridgewater pass complete short right to Jarius Wright for 6 yards. Penalty on Osi Umenyiora: Defensive Holding, 5 yards (no play)",1.030,2.590
3,4:40,1,10,ATL 45,21,27,"Jerick McKinnon left tackle for 4 yards (tackle by Tyson Jackson). Penalty on Vlad Ducasse: Offensive Holding, 10 yards",2.590,2.190
3,4:14,1,16,MIN 49,21,27,Matt Asiata up the middle for 1 yard (tackle by Tyson Jackson),2.190,1.370
3,3:30,2,15,,21,27,Teddy Bridgewater pass incomplete short left intended for Cordarrelle Patterson (defended by Robert Alford),1.370,0.700
3,2:55,3,15,,21,27,Teddy Bridgewater pass complete short left to Jarius Wright for -1 yards (tackle by Dwight Lowery),0.700,-0.130
3,2:50,4,16,MIN 49,21,27,"Jeff Locke punts 24 yards. Penalty on Harrison Smith: Offensive Holding, 10 yards",-0.130,-1.400
3,2:47,1,10,ATL 37,21,27,Steven Jackson right tackle for no gain (tackle by Brian Robison),1.400,0.860
3,2:07,2,10,ATL 37,21,27,Matt Ryan pass incomplete deep right intended for Roddy White,0.860,0.170
3,2:00,3,10,ATL 37,21,27,Matt Ryan pass complete short left to Roddy White for 15 yards (tackle by Xavier Rhodes),0.170,2.390
3,1:41,1,10,MIN 48,27,27,"Antone Smith right end for 48 yards, touchdown",2.390,7.000
3,1:41,,,MIN 2,28,27,Matt Bryant kicks extra point good,0.000,0.000
3,1:41,,,ATL 35,28,27,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,1:31,1,10,MIN 20,28,27,Matt Asiata up the middle for 4 yards (tackle by Corey Peters and Tyson Jackson),0.280,0.270
3,0:53,2,6,MIN 24,28,27,Teddy Bridgewater pass incomplete deep right intended for Matt Asiata,0.270,0.270
3,0:46,2,6,MIN 24,28,27,Timeout #2 by Minnesota Vikings,0.270,-0.430
3,0:45,3,6,MIN 24,28,27,Teddy Bridgewater pass incomplete deep left intended for Jarius Wright,-0.430,-1.770
3,0:37,4,6,MIN 24,28,27,"Jeff Locke punts 62 yards, returned by Devin Hester for 16 yards (tackle by Jabari Price)",-1.770,-0.940
3,0:25,1,10,ATL 30,28,27,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Xavier Rhodes),0.940,0.390
3,0:17,2,10,ATL 30,28,27,Devonta Freeman left tackle for 5 yards (tackle by Anthony Barr),0.390,0.370
Quarter,Time,Down,ToGo,Location,ATL,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,ATL 35,28,27,Matt Ryan pass incomplete deep left intended for Julio Jones,0.370,-1.040
4,14:56,4,5,ATL 35,28,27,"Matthew Bosher punts 58 yards, returned by Marcus Sherels for 15 yards (tackle by Eric Weems)",-1.040,-0.410
4,14:41,1,10,MIN 22,28,27,Matt Asiata left end for 4 yards (tackle by Prince Shembo and Kemal Ishmael),0.410,0.410
4,14:37,2,6,MIN 26,28,27,Teddy Bridgewater pass complete deep right to Greg Jennings for 29 yards (tackle by Robert McClain). Penalty on Robert McClain: Defensive Holding (Declined),0.410,2.590
4,14:17,1,10,ATL 45,28,27,Teddy Bridgewater pass complete deep middle to Cordarrelle Patterson for 22 yards (tackle by Robert Alford),2.590,4.040
4,13:36,1,10,ATL 23,28,27,Teddy Bridgewater pass incomplete deep middle intended for Greg Jennings,4.040,3.500
4,13:30,2,10,ATL 23,28,27,Teddy Bridgewater pass complete short right to Jarius Wright for 15 yards (tackle by Desmond Trufant),3.500,5.370
4,12:59,1,8,ATL 8,28,27,Matt Asiata left guard for 3 yards (tackle by Jonathan Babineaux and Paul Worrilow),5.370,5.150
4,12:22,2,5,ATL 5,28,27,Matt Asiata up the middle for 3 yards (tackle by Osi Umenyiora),5.150,4.950
4,11:39,3,2,ATL 2,28,27,Teddy Bridgewater right tackle for 1 yard (tackle by Kroy Biermann),4.950,4.950
4,10:52,3,2,ATL 2,28,27,Timeout #3 by Minnesota Vikings,4.950,3.550
4,10:52,4,1,ATL 1,28,33,"Matt Asiata up the middle for 1 yard, touchdown",3.550,7.000
4,10:52,,,,28,35,"Two Point Attempt: Teddy Bridgewater pass complete to Rhett Ellison, conversion succeeds",0.000,1.000
4,10:52,,,MIN 35,28,35,"Blair Walsh kicks off 70 yards, returned by Devin Hester for 31 yards (tackle by Audie Cole)",0.000,-0.670
4,10:44,1,10,ATL 26,28,35,Matt Ryan pass complete short middle to Jacquizz Rodgers for 12 yards (tackle by Harrison Smith and Robert Blanton),0.670,1.470
4,10:05,1,10,ATL 38,28,35,Matt Ryan pass complete short right to Roddy White for 14 yards (tackle by Captain Munnerlyn),1.470,2.390
4,9:20,1,10,MIN 48,28,35,Steven Jackson left end for -2 yards (tackle by Xavier Rhodes),2.390,1.580
4,8:36,2,12,,28,35,"Matt Ryan pass complete short right to Eric Weems for 8 yards (tackle by Gerald Hodges). Penalty on Jake Matthews: Offensive Holding, 10 yards (no play)",1.580,0.230
4,8:05,2,22,ATL 40,28,35,Matt Ryan pass complete short left to Devin Hester for 10 yards (tackle by Harrison Smith),0.230,0.890
4,7:25,3,12,,28,35,Matt Ryan sacked by Anthony Barr for -10 yards,0.890,-0.720
4,6:40,4,22,ATL 40,28,35,"Matthew Bosher punts 39 yards, returned by Marcus Sherels for 24 yards (tackle by Matthew Bosher)",-0.720,-1.930
4,6:29,1,10,MIN 45,28,35,Jerick McKinnon right end for 14 yards (tackle by Dwight Lowery),1.930,2.850
4,5:49,1,10,ATL 41,28,35,Jerick McKinnon up the middle for 1 yard (tackle by Kroy Biermann),2.850,2.440
4,5:07,2,9,ATL 40,28,35,Jerick McKinnon up the middle for 3 yards (tackle by Corey Peters),2.440,2.150
4,4:24,3,6,ATL 37,28,35,"Penalty on John Sullivan: False Start, 5 yards (no play)",2.150,1.490
4,4:21,3,11,ATL 42,28,35,Jerick McKinnon up the middle for 5 yards (tackle by Kemal Ishmael and Dezmen Southward),1.490,0.790
4,3:42,4,6,ATL 37,28,38,Blair Walsh 55 yard field goal good,0.790,3.000
4,3:42,,,MIN 35,28,38,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
4,3:38,1,10,ATL 20,28,38,"Matt Ryan pass complete short left to Devin Hester for no gain. Penalty on Julio Jones: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
4,3:30,1,20,ATL 10,28,38,Matt Ryan pass incomplete deep right intended for Roddy White is intercepted by Harrison Smith at ATL-31 and returned for 1 yard,-0.760,-3.580
4,3:25,1,10,ATL 30,28,38,Jerick McKinnon up the middle for 1 yard (tackle by Jonathan Babineaux and Prince Shembo),3.580,3.580
4,3:19,1,10,ATL 30,28,38,Timeout #1 by Atlanta Falcons,3.580,3.170
4,3:19,2,9,ATL 29,28,38,Jerick McKinnon right end for 2 yards (tackle by Paul Worrilow),3.170,3.170
4,3:13,2,9,ATL 29,28,38,Timeout #2 by Atlanta Falcons,3.170,2.740
4,3:13,3,7,ATL 27,28,38,Jerick McKinnon up the middle for 9 yards (tackle by Kroy Biermann),2.740,4.370
4,2:30,1,10,ATL 18,28,38,Jerick McKinnon up the middle for 3 yards (tackle by Kroy Biermann and Paul Worrilow),4.370,4.370
4,2:25,1,10,ATL 18,28,38,Timeout #3 by Atlanta Falcons,4.370,4.250
4,2:25,2,7,ATL 15,28,38,Jerick McKinnon right end for -1 yards (tackle by Kroy Biermann),4.250,3.300
4,2:00,3,8,ATL 16,28,38,Christian Ponder right tackle for 1 yard (tackle by Kemal Ishmael and Prince Shembo),3.300,2.440
4,1:17,4,7,ATL 15,28,41,Blair Walsh 33 yard field goal good,2.440,3.000
4,1:17,,,MIN 35,28,41,"Blair Walsh kicks off 56 yards, returned by Devin Hester for 17 yards (tackle by Audie Cole)",0.000,-0.670
4,1:09,1,10,ATL 26,28,41,Matt Ryan pass complete short left to Julio Jones for 12 yards (tackle by Captain Munnerlyn),0.670,1.470
4,0:46,1,10,ATL 38,28,41,Matt Ryan pass complete short left to Devin Hester for 17 yards (tackle by Anthony Barr),1.470,2.590
4,0:21,1,10,MIN 45,28,41,Matt Ryan pass complete short middle to Jacquizz Rodgers for 12 yards (tackle by Captain Munnerlyn),2.590,3.380
4,0:05,1,10,MIN 33,28,41,Matt Ryan spiked the ball,3.380,2.840
4,0:05,2,10,MIN 33,28,41,Matt Ryan pass incomplete deep right intended for Roddy White is intercepted by Josh Robinson at MIN-2 and returned for -1 yards,2.840,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
