Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
3,11:47,1,10,TEN 44,6,7,LeSean McCoy left tackle for 3 yards (tackle by Austin Johnson),2.650,2.520
3,11:13,2,7,TEN 41,6,7,"Josh Allen pass complete short right to Charles Clay for 5 yards (tackle by Kendrick Lewis). Penalty on Dion Dawkins: Unnecessary Roughness, 15 yards (no play)",2.520,0.490
3,10:44,2,22,BUF 44,6,7,Josh Allen pass incomplete short left intended for Taiwan Jones,0.490,-0.160
3,10:36,3,22,BUF 44,6,7,Josh Allen up the middle for 7 yards (tackle by Harold Landry),-0.160,0.000
3,10:03,4,15,TEN 49,6,7,Corey Bojorquez punts 48 yards out of bounds,0.000,0.380
3,9:50,1,10,TEN 5,6,7,Derrick Henry up the middle for 1 yard (tackle by Jerry Hughes and Matt Milano),-0.380,-0.710
3,9:13,2,9,TEN 6,6,7,Marcus Mariota pass complete short left to Dion Lewis for 10 yards (tackle by Tremaine Edmunds and Lorenzo Alexander),-0.710,-0.140
3,8:35,1,10,TEN 16,6,7,Dion Lewis left tackle for -1 yards (tackle by Star Lotulelei),-0.140,-0.780
3,7:53,2,11,TEN 15,6,7,Marcus Mariota pass complete short middle to Dion Lewis for -2 yards (tackle by Lorenzo Alexander),-0.780,-1.750
3,7:11,3,13,TEN 13,6,7,Marcus Mariota pass incomplete short left intended for Dion Lewis,-1.750,-2.490
3,7:02,4,13,TEN 13,6,7,"Brett Kern punts 61 yards, returned by Ray-Ray McCloud for 8 yards (tackle by Dane Cruikshank and LeShaun Sims)",-2.490,-1.200
3,6:53,1,10,BUF 34,6,7,Josh Allen pass incomplete short left intended for LeSean McCoy,1.200,0.660
3,6:50,2,10,BUF 34,6,7,Josh Allen pass incomplete short left intended for Kelvin Benjamin,0.660,-0.030
3,6:46,3,10,BUF 34,6,7,Josh Allen pass incomplete deep middle intended for Kelvin Benjamin,-0.030,-1.110
3,6:40,4,10,BUF 34,6,7,"Corey Bojorquez punts 42 yards, returned by Nick Williams for 1 yard (tackle by Taiwan Jones)",-1.110,-0.610
3,6:30,1,10,TEN 25,6,7,Marcus Mariota pass complete deep right to Corey Davis for 23 yards (tackle by Phillip Gaines),0.610,2.130
3,5:53,1,10,TEN 48,6,7,"Dion Lewis left guard for 1 yard (tackle by Shaq Lawson). Dion Lewis fumbles (forced by Shaq Lawson), recovered by Jordan Poyer at TEN-49 (tackle by Josh Kline)",2.130,-2.320
3,5:46,1,10,TEN 49,6,7,LeSean McCoy right guard for 12 yards (tackle by Logan Ryan and Kendrick Lewis),2.320,3.120
3,5:09,1,10,TEN 37,6,7,LeSean McCoy right guard for 9 yards (tackle by Adoree' Jackson),3.120,3.790
3,4:33,2,1,TEN 28,6,7,Chris Ivory left tackle for 4 yards (tackle by Kendrick Lewis),3.790,3.970
3,3:54,1,10,TEN 24,6,7,Chris Ivory up the middle for 3 yards (tackle by DaQuan Jones and Jayon Brown),3.970,3.840
3,3:23,2,7,TEN 21,6,7,Josh Allen pass complete short right to Jason Croom for 2 yards (tackle by Derrick Morgan),3.840,3.410
3,2:45,3,5,TEN 19,6,7,Josh Allen sacked by Jayon Brown for -3 yards,3.410,1.990
3,2:03,4,8,TEN 22,6,10,Stephen Hauschka 40 yard field goal good,1.990,3.000
3,1:59,,,BUF 35,6,10,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
3,1:59,1,10,TEN 25,6,10,Marcus Mariota pass incomplete short left intended for Corey Davis (defended by Jordan Phillips),0.610,0.060
3,1:55,2,10,TEN 25,6,10,Dion Lewis left tackle for 7 yards (tackle by Phillip Gaines),0.060,0.300
3,1:09,3,3,TEN 32,6,10,Marcus Mariota pass complete short left to Tajae Sharpe for 4 yards (tackle by Dean Marlowe),0.300,1.330
3,0:32,1,10,TEN 36,6,10,Marcus Mariota pass complete short right to Corey Davis for 11 yards (tackle by Tremaine Edmunds),1.330,2.060
Quarter,Time,Down,ToGo,Location,TEN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TEN 47,6,10,Derrick Henry right tackle for 2 yards (tackle by Matt Milano),2.060,1.790
4,14:23,2,8,TEN 49,6,10,Marcus Mariota pass incomplete short left,1.790,1.090
4,14:17,3,8,TEN 49,6,10,Marcus Mariota pass complete short middle to Tajae Sharpe for 13 yards (tackle by Taron Johnson),1.090,3.050
4,13:41,1,10,BUF 38,6,10,Derrick Henry left end for 3 yards (tackle by Jordan Poyer and Tremaine Edmunds),3.050,2.910
4,13:06,2,7,BUF 35,6,10,Derrick Henry left guard for 3 yards (tackle by Tremaine Edmunds and Dean Marlowe),2.910,2.610
4,12:23,3,4,BUF 32,6,10,Marcus Mariota left tackle for 5 yards (tackle by Tremaine Edmunds),2.610,3.780
4,11:35,1,10,BUF 27,6,10,Marcus Mariota pass incomplete deep right intended for Tajae Sharpe (defended by Dean Marlowe),3.780,3.230
4,11:24,2,10,BUF 27,6,10,Marcus Mariota pass complete short right to Darius Jennings for 6 yards (tackle by Taron Johnson and Tremaine Edmunds),3.230,3.340
4,10:43,,,,,,Timeout #1 by Tennessee Titans,,
4,10:42,3,4,BUF 21,6,10,Marcus Mariota pass incomplete deep left intended for Nick Williams,3.340,2.130
4,10:34,4,4,BUF 21,9,10,Ryan Succop 39 yard field goal good,2.130,3.000
4,10:30,,,TEN 35,9,10,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
4,10:30,1,10,BUF 25,9,10,LeSean McCoy left guard for 4 yards (tackle by Jurrell Casey and Rashaan Evans),0.610,0.600
4,9:55,2,6,BUF 29,9,10,LeSean McCoy up the middle for -4 yards (tackle by Jurrell Casey),0.600,-0.620
4,9:12,3,10,BUF 25,9,10,Josh Allen pass complete short right to Zay Jones for 12 yards (tackle by Adoree' Jackson),-0.620,1.400
4,8:36,1,10,BUF 37,9,10,LeSean McCoy up the middle for 3 yards (tackle by Rashaan Evans),1.400,1.260
4,8:03,2,7,BUF 40,9,10,Josh Allen pass deep right intended for Andre Holmes is intercepted by Adoree' Jackson at TEN-39 and returned for 7 yards,1.260,-1.990
4,7:51,1,10,TEN 46,9,10,Derrick Henry right guard for 1 yard (tackle by Kyle Williams and Matt Milano),1.990,1.590
4,7:28,2,9,TEN 47,9,10,Derrick Henry up the middle for 12 yards (tackle by Matt Milano),1.590,2.850
4,6:59,1,10,BUF 41,9,10,"Marcus Mariota left tackle for 5 yards. Penalty on TreDavious White: Defensive Holding, 5 yards",2.850,3.510
4,6:33,1,10,BUF 31,9,10,Dion Lewis up the middle for 4 yards (tackle by Harrison Phillips and Tremaine Edmunds),3.510,3.510
4,5:56,2,6,BUF 27,9,10,Dion Lewis right end for -2 yards (tackle by Jordan Poyer and Jordan Phillips),3.510,2.540
4,5:11,3,8,BUF 29,9,10,"Marcus Mariota sacked by Jerry Hughes for -3 yards. Marcus Mariota fumbles, ball out of bounds at BUF-31 (forced by Jerry Hughes)",2.540,1.240
4,4:47,4,11,BUF 32,12,10,Ryan Succop 50 yard field goal good,1.240,3.000
4,4:43,,,TEN 35,12,10,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
4,4:43,1,10,BUF 25,12,10,LeSean McCoy left tackle for 1 yard (tackle by Jurrell Casey),0.610,0.200
4,4:08,2,9,BUF 26,12,10,LeSean McCoy right tackle for 6 yards (tackle by Derrick Morgan),0.200,0.300
4,3:27,3,3,BUF 32,12,10,Josh Allen pass complete short left to LeSean McCoy for 13 yards (tackle by Kendrick Lewis and Logan Ryan),0.300,1.930
4,2:47,1,10,BUF 45,12,10,Chris Ivory right guard for 2 yards (tackle by DaQuan Jones),1.930,1.650
4,2:12,2,8,BUF 47,12,10,Chris Ivory right end for 9 yards (tackle by Kevin Byard),1.650,2.650
4,2:00,1,10,TEN 44,12,10,Chris Ivory right tackle for 4 yards (tackle by Adoree' Jackson and DaQuan Jones),2.650,2.650
4,1:45,,,,,,Timeout #2 by Tennessee Titans,,
4,1:45,2,6,TEN 40,12,10,Josh Allen pass complete short left to Ray-Ray McCloud for 7 yards (tackle by Brian Orakpo),2.650,3.380
4,1:37,,,,,,Timeout #3 by Tennessee Titans,,
4,1:36,1,10,TEN 33,12,10,Chris Ivory right guard for 7 yards (tackle by Kevin Byard and Adoree' Jackson),3.380,3.780
4,0:52,2,3,TEN 26,12,10,LeSean McCoy up the middle for 1 yard (tackle by Kevin Byard),3.780,3.200
4,0:17,3,2,TEN 25,12,10,Josh Allen left guard for -3 yards (tackle by Brian Orakpo),3.200,1.630
4,0:04,,,,,,Timeout #1 by Buffalo Bills,,
4,0:03,4,5,TEN 28,12,13,Stephen Hauschka 46 yard field goal good,1.630,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
