Quarter,Time,Down,ToGo,Location,PHI,IND,Detail,EPB,EPA
1,7:36,3,2,PHI 47,0,7,"Miles Sanders right tackle for no gain (tackle by Stephon Gilmore). Penalty on Grant Calcaterra: Offensive Holding, 10 yards (accepted) (no play)",1.360,0.040
1,7:04,3,12,PHI 37,0,7,Jalen Hurts pass incomplete short middle intended for DeVonta Smith (defended by Rodney McLeod),0.040,-0.910
1,6:59,4,12,PHI 37,0,7,"Arryn Siposs punts 45 yards, recovered by Keke Coutee at IND-20, returned by Keke Coutee for 8 yards (tackle by Jack Stoll and Shaun Bradley)",-0.910,-0.810
1,6:48,1,10,IND 28,0,7,Matt Ryan pass complete short right to Jonathan Taylor for -4 yards (tackle by T.J. Edwards),0.810,-0.280
1,6:11,2,14,IND 24,0,7,Matt Ryan pass complete short right to Michael Pittman for 13 yards (tackle by C.J. Gardner-Johnson),-0.280,0.760
1,5:34,3,1,IND 37,0,7,Matt Ryan pass incomplete short right intended for Michael Pittman (defended by Josiah Scott),0.760,-0.910
1,5:30,4,1,IND 37,0,7,"Matt Haack punts 47 yards, fair catch by Britain Covey at PHI-16",-0.910,0.140
1,5:22,1,10,PHI 16,0,7,Jalen Hurts pass complete short right to A.J. Brown for 29 yards (tackle by Isaiah Rodgers),-0.140,1.930
1,4:52,1,10,PHI 45,0,7,Jalen Hurts right tackle for 9 yards (tackle by Zaire Franklin),1.930,2.600
1,4:28,2,1,IND 46,0,7,Jalen Hurts pass complete short right to DeVonta Smith for 12 yards (tackle by Isaiah Rodgers),2.600,3.310
1,3:56,1,10,IND 34,0,7,"Jalen Hurts pass complete to Jack Stoll for no gain (tackle by Isaiah Rodgers). Penalty on Jason Kelce: Ineligible Downfield Pass, 6 yards (accepted) (no play)",3.310,2.920
1,3:30,1,15,IND 40,0,7,"Jalen Hurts scrambles for no gain (tackle by Zaire Franklin). Penalty on Landon Dickerson: Offensive Holding, 9 yards (accepted) (no play)",2.920,2.320
1,2:45,1,25,IND 49,0,7,"Jalen Hurts pass complete to A.J. Brown for 18 yards (tackle by Julian Blackmon). Penalty on Tyree Jackson: Offensive Pass Interference, 10 yards (accepted) (no play)",2.320,1.660
1,2:24,1,35,PHI 41,0,7,Jalen Hurts pass complete short left to Jack Stoll for 7 yards (tackle by Kenny Moore),1.660,0.340
1,1:39,2,28,PHI 48,0,7,Jalen Hurts pass complete deep left to DeVonta Smith for 17 yards (tackle by Kenny Moore),0.340,1.950
1,0:55,3,11,IND 35,0,7,Jalen Hurts sacked by and Zaire Franklin for -6 yards and Yannick Ngakoue for -6 yards,1.950,0.530
1,0:18,4,17,IND 41,0,7,"Arryn Siposs punts 31 yards, fair catch by Keke Coutee at IND-10",0.530,0.380
1,0:10,1,10,IND 10,0,7,Jonathan Taylor up the middle for no gain (tackle by Kyzir White and Ndamukong Suh),-0.380,-0.780
Quarter,Time,Down,ToGo,Location,PHI,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,IND 10,0,7,Jonathan Taylor left tackle for 11 yards (tackle by C.J. Gardner-Johnson),-0.780,0.340
2,14:22,1,10,IND 21,0,7,Jonathan Taylor left tackle for 3 yards (tackle by Milton Williams and Linval Joseph),0.340,0.210
2,13:45,2,7,IND 24,0,7,"Jonathan Taylor for no gain. Penalty on Bernhard Raimann: Offensive Holding, 10 yards (accepted) (no play)",0.210,-1.250
2,13:14,2,17,IND 14,0,7,Matt Ryan pass complete short middle to Parris Campbell for 6 yards (tackle by C.J. Gardner-Johnson),-1.250,-1.020
2,12:43,3,11,IND 20,0,7,Matt Ryan pass complete short left to Deon Jackson for 1 yard (tackle by James Bradberry),-1.020,-1.960
2,12:08,4,10,IND 21,0,7,"Matt Haack punts 50 yards, returned by Britain Covey for 13 yards (tackle by Ashton Dulin)",-1.960,-1.730
2,11:58,1,10,PHI 42,0,7,Miles Sanders left tackle for 3 yards (tackle by Zaire Franklin and Bobby Okereke),1.730,1.590
2,11:23,2,7,PHI 45,0,7,Jalen Hurts pass complete short right to DeVonta Smith for 6 yards (tackle by Stephon Gilmore and Zaire Franklin),1.590,1.690
2,10:56,3,1,IND 49,0,7,Jalen Hurts up the middle for 2 yards (tackle by Ifeadi Odenigbo),1.690,2.460
2,10:19,1,10,IND 47,0,7,Jalen Hurts pass incomplete deep right intended for DeVonta Smith (defended by Brandon Facyson),2.460,1.910
2,10:12,2,10,IND 47,0,7,Jalen Hurts pass complete short left to Boston Scott for 5 yards (tackle by Dayo Odeyingbo),1.910,1.880
2,9:32,3,5,IND 42,0,7,Jalen Hurts left tackle for 7 yards (tackle by DeForest Buckner),1.880,3.250
2,8:52,1,10,IND 35,0,7,Miles Sanders left tackle for 10 yards (tackle by Kenny Moore),3.250,3.910
2,8:25,1,10,IND 25,0,7,Miles Sanders up the middle for 2 yards (tackle by Kameron Cline),3.910,3.630
2,7:47,2,8,IND 23,0,7,Jalen Hurts pass incomplete deep right intended for A.J. Brown,3.630,2.940
2,7:42,3,8,IND 23,0,7,Jalen Hurts pass complete short right to Quez Watkins for 9 yards (tackle by E.J. Speed),2.940,4.650
2,7:04,1,10,IND 14,0,7,Jalen Hurts scrambles right tackle for 12 yards (tackle by Rodney McLeod),4.650,6.740
2,6:23,1,2,IND 2,0,7,Jalen Hurts pass incomplete short left intended for A.J. Brown,6.740,5.720
2,6:13,2,2,IND 2,0,7,"Jason Kelce aborted snap, recovered by Jalen Hurts at IND-2 Jalen Hurts for no gain (tackle by Julian Blackmon)",5.720,3.130
2,5:32,3,10,IND 10,0,7,Jalen Hurts scrambles left end for 6 yards (tackle by Julian Blackmon),3.130,3.030
2,4:54,4,4,IND 4,3,7,Jake Elliott 22 yard field goal good,3.030,3.000
2,4:50,,,PHI 35,3,7,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,4:50,1,10,IND 25,3,7,Matt Ryan pass incomplete short middle intended for Jonathan Taylor,0.610,0.060
2,4:45,2,10,IND 25,3,7,Matt Ryan pass complete short left to Mo Alie-Cox for 14 yards (tackle by Marcus Epps),0.060,1.530
2,4:16,1,10,IND 39,3,7,Jonathan Taylor up the middle for 1 yard (tackle by Haason Reddick),1.530,1.120
2,3:44,2,9,IND 40,3,7,"Matt Ryan pass complete to Kylen Granson for no gain (tackle by T.J. Edwards). Penalty on Bernhard Raimann: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.120,0.450
2,3:21,2,14,IND 35,3,7,Matt Ryan pass complete short middle to Michael Pittman for 6 yards (tackle by Marcus Epps),0.450,0.560
2,2:47,3,8,IND 41,3,7,Matt Ryan pass incomplete short left intended for Alec Pierce,0.560,-0.650
2,2:41,4,8,IND 41,3,7,"Matt Haack punts 59 yards, touchback.",-0.650,-0.280
2,2:33,1,10,PHI 20,3,7,Jalen Hurts pass complete short right to Zach Pascal for 9 yards (tackle by Bobby Okereke and Brandon Facyson),0.280,0.950
2,2:10,2,1,PHI 29,3,7,Miles Sanders right tackle for -1 yards (tackle by Byron Cowart and Zaire Franklin),0.950,0.100
2,2:00,3,2,PHI 28,3,7,Kenneth Gainwell up the middle for no gain (tackle by Rodney McLeod and Bobby Okereke),0.100,-1.500
2,1:53,,,,,,Timeout #2 by Indianapolis Colts,,
2,1:53,4,2,PHI 28,3,7,"Penalty on Jack Stoll: False Start, 5 yards (accepted) (no play)",-1.500,-1.830
2,1:53,4,7,PHI 23,3,7,"Arryn Siposs punts 49 yards, returned by Keke Coutee for 17 yards (tackle by Reed Blankenship)",-1.830,-1.930
2,1:43,1,10,IND 45,3,7,Matt Ryan pass complete short middle to Parris Campbell for 13 yards (tackle by Josiah Scott),1.930,2.790
2,1:23,1,10,PHI 42,3,7,Matt Ryan pass complete short left to Deon Jackson for -4 yards (tackle by T.J. Edwards),2.790,1.700
2,0:57,2,14,PHI 46,3,7,Deon Jackson left tackle for 7 yards (tackle by Josh Sweat),1.700,1.950
2,0:22,3,7,PHI 39,3,7,Matt Ryan pass complete short right to Alec Pierce for 6 yards (tackle by Darius Slay),1.950,1.210
2,0:18,4,1,PHI 33,3,10,Chase McLaughlin 51 yard field goal good,1.210,3.000
2,0:13,,,IND 35,3,10,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
2,0:13,1,10,PHI 25,3,10,Jalen Hurts kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,PHI,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,3,10,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PHI 25,3,10,"Jalen Hurts sacked by Yannick Ngakoue for -3 yards. Jalen Hurts fumbles (forced by Yannick Ngakoue), recovered by Grover Stewart at PHI-22",0.610,-4.110
3,14:49,1,10,PHI 22,3,10,Jonathan Taylor left tackle for 1 yard (tackle by Josh Sweat and Javon Hargrave),4.110,3.700
3,14:14,2,9,PHI 21,3,10,"Penalty on Will Fries: False Start, 5 yards (accepted) (no play)",3.700,3.020
3,14:01,2,14,PHI 26,3,10,Matt Ryan pass complete short left to Jonathan Taylor for 9 yards (tackle by T.J. Edwards),3.020,3.560
3,13:23,3,5,PHI 17,3,10,"Matt Ryan pass complete short right to Parris Campbell for no gain. Parris Campbell fumbles (forced by Josiah Scott). Parris Campbell fumbles out of bounds PHI challenged the pass completion ruling, and the original play was overturned. Matt Ryan pass incomplete short right intended for Parris Campbell (defended by Josiah Scott)",3.560,2.360
3,13:18,4,5,PHI 17,3,13,Chase McLaughlin 36 yard field goal good,2.360,3.000
3,13:14,,,IND 35,3,13,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
3,13:14,1,10,PHI 25,3,13,Miles Sanders left guard for 1 yard (tackle by DeForest Buckner and Dayo Odeyingbo),0.610,0.200
3,12:40,2,9,PHI 26,3,13,Jalen Hurts pass complete short left to DeVonta Smith for 24 yards (tackle by Isaiah Rodgers),0.200,2.260
3,12:13,1,10,PHI 50,3,13,"Jalen Hurts pass complete to A.J. Brown for no gain. Penalty on Lane Johnson: Offensive Holding, 10 yards (accepted) (no play)",2.260,1.600
3,11:46,1,20,PHI 40,3,13,Jalen Hurts pass complete short left to DeVonta Smith for 10 yards (tackle by Bobby Okereke),1.600,1.710
3,11:17,2,10,PHI 50,3,13,Jalen Hurts pass complete short left to DeVonta Smith for 9 yards (tackle by Brandon Facyson),1.710,2.210
3,10:54,3,1,IND 41,3,13,Jalen Hurts up the middle for 2 yards (tackle by DeForest Buckner),2.210,2.980
3,10:20,1,10,IND 39,3,13,Jalen Hurts pass complete short right to Miles Sanders for 1 yard (tackle by Kenny Moore),2.980,2.580
3,9:52,2,9,IND 38,3,13,Jalen Hurts pass incomplete short right intended for DeVonta Smith (defended by Brandon Facyson),2.580,1.880
3,9:48,3,9,IND 38,3,13,Jalen Hurts pass complete short right to Boston Scott for -1 yards (tackle by Rodney McLeod),1.880,0.660
3,9:05,4,10,IND 39,3,13,Jalen Hurts sacked by Ifeadi Odenigbo for -8 yards. Jalen Hurts fumbles (forced by Ifeadi Odenigbo). Jalen Hurts fumbles out of bounds,0.660,-2.060
3,8:56,1,10,IND 47,3,13,Matt Ryan sacked by and Linval Joseph for -6 yards and Ndamukong Suh for -6 yards,2.060,0.710
3,8:20,2,16,IND 41,3,13,"Jonathan Taylor right tackle for 4 yards (tackle by T.J. Edwards and Milton Williams). Penalty on Michael Pittman: Offensive Holding, 10 yards (accepted)",0.710,-0.100
3,7:43,2,22,IND 35,3,13,Matt Ryan pass complete short left to Parris Campbell for 3 yards (tackle by Kyzir White),-0.100,-0.360
3,7:18,3,19,IND 38,3,13,Matt Ryan pass complete short right to Jonathan Taylor for 5 yards (tackle by Darius Slay and T.J. Edwards),-0.360,-0.520
3,6:40,4,14,IND 43,3,13,Matt Haack punts 52 yards out of bounds,-0.520,0.380
3,6:32,1,10,PHI 5,3,13,Miles Sanders left tackle for 5 yards (tackle by Bobby Okereke),-0.380,-0.420
3,6:06,2,5,PHI 10,3,13,Miles Sanders up the middle for 3 yards (tackle by Byron Cowart and Bobby Okereke),-0.420,-0.480
3,5:37,3,2,PHI 13,3,13,Miles Sanders right guard for no gain (tackle by Yannick Ngakoue),-0.480,-2.490
3,5:03,4,2,PHI 13,3,13,"Arryn Siposs punts 42 yards, fair catch by Keke Coutee at IND-45",-2.490,-1.930
3,4:57,1,10,IND 45,3,13,Zack Moss up the middle for 7 yards (tackle by Linval Joseph),1.930,2.330
3,4:21,2,3,PHI 48,3,13,"Zack Moss for no gain (tackle by T.J. Edwards and Marcus Epps). Penalty on Will Fries: Offensive Holding, 10 yards (accepted) (no play)",2.330,0.980
3,3:53,2,13,IND 42,3,13,Matt Ryan pass complete short left to Michael Pittman for 15 yards (tackle by C.J. Gardner-Johnson),0.980,2.720
3,3:17,1,10,PHI 43,3,13,Zack Moss up the middle for no gain (tackle by Josiah Scott),2.720,2.180
3,2:42,2,10,PHI 43,3,13,Matt Ryan pass complete deep left to Kylen Granson for 16 yards,2.180,3.780
3,2:04,1,10,PHI 27,3,13,Jonathan Taylor up the middle for -4 yards (tackle by C.J. Gardner-Johnson),3.780,2.690
3,1:25,2,14,PHI 31,3,13,Matt Ryan sacked by Milton Williams for -1 yards,2.690,1.880
3,0:44,3,15,PHI 32,3,13,Matt Ryan pass incomplete short middle intended for Alec Pierce,1.880,1.240
3,0:40,4,15,PHI 32,3,13,Chase McLaughlin 50 yard field goal no good,1.240,-1.600
3,0:35,1,10,PHI 40,3,13,Miles Sanders left tackle for 6 yards (tackle by Brandon Facyson),1.600,1.860
Quarter,Time,Down,ToGo,Location,PHI,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,PHI 46,3,13,Jalen Hurts up the middle for 3 yards (tackle by DeForest Buckner),1.860,1.550
4,14:39,3,1,PHI 49,3,13,"Jalen Hurts for no gain (tackle by Zaire Franklin). Penalty on Dayo Odeyingbo: Defensive Offside, 6 yards (accepted) (no play)",1.550,2.520
4,14:19,1,10,IND 46,3,13,Jalen Hurts scrambles right end for 23 yards (tackle by Rodney Thomas),2.520,4.110
4,13:47,1,10,IND 22,3,13,Jalen Hurts pass incomplete deep right,4.110,3.560
4,13:37,2,10,IND 22,9,13,"Jalen Hurts pass complete deep left to Quez Watkins for 22 yards, touchdown",3.560,7.000
4,13:31,,,IND 15,10,13,Jake Elliott kicks extra point good,0.000,0.000
4,13:31,,,PHI 35,10,13,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,13:31,1,10,IND 25,10,13,Jonathan Taylor up the middle for no gain (tackle by Brandon Graham),0.610,0.060
4,12:57,2,10,IND 25,10,13,Matt Ryan pass complete short middle to Michael Pittman for 16 yards (tackle by Kyzir White),0.060,1.660
4,12:19,1,10,IND 41,10,13,Jonathan Taylor left guard for no gain (tackle by Fletcher Cox and Kyzir White),1.660,1.120
4,11:41,2,10,IND 41,10,13,Jonathan Taylor right tackle for 9 yards (tackle by T.J. Edwards and Marcus Epps),1.120,1.620
4,11:04,3,1,IND 50,10,13,"Jonathan Taylor for 7 yards. Jonathan Taylor fumbles (forced by Marcus Epps), recovered by T.J. Edwards at PHI-43",1.620,-1.800
4,10:48,1,10,PHI 43,10,13,Jalen Hurts right tackle for 11 yards (tackle by Julian Blackmon),1.800,2.520
4,10:24,1,10,IND 46,10,13,Jalen Hurts for 6 yards (tackle by Isaiah Rodgers),2.520,2.790
4,9:42,2,4,IND 40,10,13,"Jalen Hurts pass complete short right to A.J. Brown for 6 yards. A.J. Brown fumbles (forced by Zaire Franklin), recovered by Eric Johnson at IND-34",2.790,-1.200
4,9:34,1,10,IND 34,10,13,Jonathan Taylor up the middle for -1 yards (tackle by Milton Williams),1.200,0.520
4,8:57,2,11,IND 33,10,13,Matt Ryan pass incomplete deep left intended for Alec Pierce (defended by James Bradberry),0.520,-0.160
4,8:49,3,11,IND 33,10,13,Matt Ryan pass complete deep middle to Alec Pierce for 17 yards (tackle by Darius Slay),-0.160,2.260
4,8:03,1,10,IND 50,10,13,"Jonathan Taylor for 2 yards (tackle by T.J. Edwards). Penalty on Javon Hargrave: Defensive Holding, 5 yards (accepted)",2.260,2.720
4,7:39,1,10,PHI 43,10,13,Jonathan Taylor right tackle for 2 yards (tackle by Fletcher Cox),2.720,2.450
4,6:54,2,8,PHI 41,10,13,Matt Ryan pass complete short left to Alec Pierce for 5 yards (tackle by Haason Reddick),2.450,2.410
4,6:11,3,3,PHI 36,10,13,Matt Ryan pass complete deep right to Parris Campbell for 31 yards (tackle by C.J. Gardner-Johnson),2.410,6.060
4,5:43,1,5,PHI 5,10,13,Jonathan Taylor right guard for no gain (tackle by Ndamukong Suh),6.060,5.150
4,4:57,2,5,PHI 5,10,13,Matt Ryan pass incomplete short middle,5.150,4.260
4,4:52,3,5,PHI 5,10,13,Matt Ryan sacked by Haason Reddick for -14 yards,4.260,2.180
4,4:42,,,,,,Timeout #1 by Philadelphia Eagles,,
4,4:42,4,19,PHI 19,10,16,Chase McLaughlin 37 yard field goal good,2.180,3.000
4,4:37,,,IND 35,10,16,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
4,4:37,1,10,PHI 25,10,16,Jalen Hurts pass incomplete short right,0.610,0.060
4,4:31,2,10,PHI 25,10,16,Jalen Hurts pass complete short left to A.J. Brown for 8 yards (tackle by Bobby Okereke),0.060,0.430
4,3:47,3,2,PHI 33,10,16,"Jalen Hurts pass incomplete intended for Miles Sanders. Penalty on Zaire Franklin: Defensive Pass Interference, 39 yards (accepted) (no play)",0.430,3.710
4,3:39,1,10,IND 28,10,16,Miles Sanders up the middle for 6 yards (tackle by Zaire Franklin),3.710,3.980
4,3:13,2,4,IND 22,10,16,Miles Sanders up the middle for 5 yards (tackle by Zaire Franklin),3.980,4.440
4,2:43,1,10,IND 17,10,16,Boston Scott right end for 3 yards (tackle by Julian Blackmon),4.440,4.320
4,2:38,2,7,IND 14,10,16,Boston Scott left tackle for 3 yards (tackle by Grover Stewart and Zaire Franklin),4.320,4.100
4,2:10,3,4,IND 11,10,16,Boston Scott for 2 yards (tackle by Dayo Odeyingbo),4.100,2.950
4,2:00,,,,,,Timeout #2 by Philadelphia Eagles,,
4,2:00,4,2,IND 9,10,16,Jalen Hurts up the middle for 3 yards (tackle by Rodney McLeod and Zaire Franklin),2.950,5.830
4,1:35,1,6,IND 6,10,16,Miles Sanders up the middle for 2 yards (tackle by Zaire Franklin and DeForest Buckner),5.830,5.340
4,1:29,,,,,,Timeout #2 by Indianapolis Colts,,
4,1:29,2,4,IND 4,10,16,Jalen Hurts for -3 yards (tackle by Bobby Okereke and Julian Blackmon),5.340,3.810
4,1:24,,,,,,Timeout #3 by Indianapolis Colts,,
4,1:24,3,7,IND 7,16,16,"Jalen Hurts for 7 yards, touchdown",3.810,7.000
4,1:20,,,IND 15,17,16,Jake Elliott kicks extra point good,0.000,0.000
4,1:20,,,PHI 35,17,16,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,1:20,1,10,IND 25,17,16,Matt Ryan pass incomplete deep right intended for Alec Pierce,0.610,0.060
4,1:15,2,10,IND 25,17,16,Matt Ryan pass complete short middle to Parris Campbell for 14 yards (tackle by C.J. Gardner-Johnson),0.060,1.530
4,0:57,1,10,IND 39,17,16,Matt Ryan pass complete short left to Deon Jackson for 1 yard (tackle by C.J. Gardner-Johnson),1.530,1.120
4,0:53,2,9,IND 40,17,16,Matt Ryan pass incomplete short left intended for Alec Pierce,1.120,0.430
4,0:48,3,9,IND 40,17,16,Matt Ryan sacked by Brandon Graham for -7 yards,0.430,-1.180
4,0:39,,,,,,Timeout #4 by Indianapolis Colts,,
4,0:39,4,16,IND 33,17,16,"Penalty on Will Fries: False Start, 5 yards (accepted) (no play)",-1.180,-1.500
4,0:39,4,21,IND 28,17,16,Matt Ryan pass complete short right to Deon Jackson for 5 yards (tackle by Kyzir White),-1.500,-3.380
4,0:31,1,10,IND 33,17,16,Jalen Hurts kneels for -1 yards,3.380,2.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
