Quarter,Time,Down,ToGo,Location,CHI,SDG,Detail,EPB,EPA
2,3:54,3,5,SDG 25,3,0,Philip Rivers pass incomplete short left intended for Antonio Gates,-0.300,-1.700
2,3:50,4,5,SDG 25,3,0,Mike Scifres punts 30 yards,-1.700,-1.930
2,3:43,1,10,CHI 45,3,0,Rex Grossman pass complete short middle to Desmond Clark for 8 yards (tackle by Stephen Cooper),1.930,2.460
2,3:08,2,2,SDG 47,3,0,Cedric Benson up the middle for 4 yards (tackle by Stephen Cooper and Ryon Bingham),2.460,2.720
2,2:33,1,10,SDG 43,3,0,Rex Grossman pass complete short right to Cedric Benson for 11 yards (tackle by Stephen Cooper),2.720,3.450
2,2:02,1,10,SDG 32,3,0,Rex Grossman pass incomplete deep left intended for Bernard Berrian is intercepted by Marlon McCree at SDG-1 and returned for 2 yards,3.450,0.380
2,1:54,1,10,SDG 3,3,0,Lorenzo Neal up the middle for 2 yards (tackle by Adewale Ogunleye),-0.380,-0.630
2,1:48,,,,3,0,Timeout #1 by Chicago Bears,0.000,-0.630
2,1:48,2,8,SDG 5,3,0,Philip Rivers pass complete short right to Lorenzo Neal for 2 yards (tackle by Hunter Hillenmeyer),-0.630,-0.950
2,1:39,,,,3,0,Timeout #2 by Chicago Bears,0.000,-0.950
2,1:39,3,6,SDG 7,3,0,Philip Rivers pass incomplete deep right intended for Antonio Gates (defended by Mike Brown),-0.950,-2.490
2,1:32,4,6,SDG 7,3,0,"Mike Scifres punts 53 yards, fair catch by Devin Hester",-2.490,-1.600
2,1:24,1,10,CHI 40,3,0,"Rex Grossman sacked by Jacques Cesaire for -12 yards. Rex Grossman fumbles (forced by Jacques Cesaire), recovered by Adrian Peterson at CHI-28",1.600,-0.840
2,1:16,,,,3,0,Timeout #1 by San Diego Chargers,0.000,-0.840
2,1:08,2,24,CHI 26,3,0,Adrian Peterson right end for 9 yards (tackle by Drayton Florence and Stephen Cooper),-0.840,-0.300
2,1:01,,,,3,0,Timeout #2 by San Diego Chargers,0.000,-0.300
2,1:01,3,15,CHI 35,3,0,Adrian Peterson up the middle for 7 yards (tackle by Luis Castillo),-0.300,-0.590
2,0:56,,,,3,0,Timeout #3 by San Diego Chargers,0.000,-0.590
2,0:56,4,8,CHI 42,3,0,"Brad Maynard punts 46 yards, fair catch by Craig Davis",-0.590,0.350
2,0:46,1,10,SDG 12,3,0,LaDainian Tomlinson left end for 3 yards (tackle by Mark Anderson),-0.350,-0.500
2,0:23,2,7,SDG 15,3,0,LaDainian Tomlinson up the middle for 10 yards (tackle by Brian Urlacher and Mike Brown),-0.500,0.610
Quarter,Time,Down,ToGo,Location,CHI,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,3,0,"Nate Kaeding kicks off 65 yards, returned by Danieal Manning for 20 yards (tackle by Carlos Polk)",0.000,0.610
3,14:55,1,10,CHI 25,3,0,Cedric Benson up the middle for 1 yard (tackle by Stephen Cooper and Igor Olshansky),0.610,0.200
3,14:20,2,9,CHI 26,3,0,Rex Grossman pass complete short left to Bernard Berrian for 10 yards (tackle by Drayton Florence),0.200,1.330
3,14:00,1,10,CHI 36,3,0,Cedric Benson up the middle for 4 yards (tackle by Igor Olshansky),1.330,1.330
3,13:27,2,6,CHI 40,3,0,"Cedric Benson right end for no gain (tackle by Jamal Williams and Luis Castillo). Cedric Benson fumbles (forced by Jamal Williams), recovered by Stephen Cooper at CHI-40 (tackle by Fred Miller)",1.330,-2.850
3,13:27,1,10,CHI 41,3,0,Philip Rivers for -5 yards (tackle by Tommie Harris),2.850,1.630
3,13:27,2,15,CHI 46,3,0,Philip Rivers pass complete short right to Craig Davis for 10 yards (tackle by Charles Tillman),1.630,2.280
3,12:06,3,5,CHI 36,3,0,Philip Rivers pass complete short middle to Antonio Gates for 10 yards (tackle by Hunter Hillenmeyer),2.280,3.840
3,11:32,1,10,CHI 26,3,0,LaDainian Tomlinson left tackle for no gain (tackle by Lance Briggs),3.840,3.300
3,10:56,2,10,CHI 26,3,0,"Philip Rivers pass incomplete deep left intended for Antonio Gates. Penalty on Nathan Vasher: Roughing the Passer, 13 yards (no play)",3.300,4.710
3,10:49,1,10,CHI 13,3,0,Philip Rivers pass complete short left to LaDainian Tomlinson for 3 yards (tackle by Lance Briggs),4.710,4.580
3,10:19,2,7,CHI 10,3,0,Philip Rivers sacked by Adewale Ogunleye for -2 yards,4.580,3.280
3,9:41,3,9,CHI 12,3,0,Philip Rivers pass complete short middle to Vincent Jackson for 10 yards (tackle by Charles Tillman),3.280,6.740
3,8:50,1,2,CHI 2,3,0,LaDainian Tomlinson left tackle for 1 yard (tackle by Brian Urlacher),6.740,5.910
3,8:13,2,1,CHI 1,3,0,"Philip Rivers for no gain. Philip Rivers fumbles, recovered by Mike Brown at CHI-2 (tackle by Kris Dielman)",5.910,0.380
3,8:07,1,10,CHI 2,3,0,Cedric Benson up the middle for 3 yards (tackle by Stephen Cooper),-0.380,-0.560
3,7:34,2,7,CHI 5,3,0,Rex Grossman pass complete deep middle to Desmond Clark for 24 yards (tackle by Quentin Jammer),-0.560,0.870
3,7:06,,,,3,0,Timeout #1 by Chicago Bears,0.000,0.870
3,7:06,1,10,CHI 29,3,0,Cedric Benson up the middle for 3 yards (tackle by Luis Castillo),0.870,0.730
3,6:31,2,7,CHI 32,3,0,Rex Grossman pass incomplete short right intended for Bernard Berrian,0.730,0.040
3,6:23,3,7,CHI 32,3,0,Rex Grossman pass incomplete short right intended for Bernard Berrian,0.040,-1.240
3,6:19,4,7,CHI 32,3,0,"Brad Maynard punts 43 yards, returned by Craig Davis for no gain. Craig Davis fumbles, recovered by Tim Dobbins at SDG-24 (tackle by Adrian Peterson)",-1.240,-0.540
3,6:08,1,10,SDG 24,3,0,Philip Rivers sacked by Nathan Vasher for -8 yards,0.540,-1.220
3,5:35,2,18,SDG 16,3,0,Philip Rivers pass complete short right to LaDainian Tomlinson for 6 yards (tackle by Lance Briggs),-1.220,-0.960
3,5:04,3,12,SDG 22,3,0,Philip Rivers pass complete deep left to Antonio Gates for 19 yards (tackle by Adam Archuleta),-0.960,1.660
3,4:38,1,10,SDG 41,3,0,Michael Turner left end for 3 yards (tackle by Hunter Hillenmeyer and Israel Idonije),1.660,1.530
3,3:59,2,7,SDG 44,3,0,Philip Rivers pass complete short middle to Antonio Gates for 5 yards (tackle by Brian Urlacher),1.530,1.490
3,3:12,3,2,SDG 49,3,0,Philip Rivers pass incomplete short left intended for LaDainian Tomlinson,1.490,-0.130
3,3:09,4,2,SDG 49,3,0,"Mike Scifres punts 22 yards, returned by Brandon McGowan for no gain. Brandon McGowan fumbles, recovered by Matt Wilhelm at CHI-29",-0.130,3.640
3,2:50,1,10,CHI 29,3,0,"Penalty on Adewale Ogunleye: Defensive Offside, 5 yards (no play)",3.640,4.370
3,2:50,1,5,CHI 24,3,0,"Penalty on SDG: Illegal Substitution, 5 yards (no play)",4.370,3.640
3,2:17,1,10,CHI 29,3,0,Philip Rivers pass incomplete deep middle intended for Vincent Jackson,3.640,3.100
3,2:17,2,10,CHI 29,3,0,Philip Rivers pass complete short right to Vincent Jackson for 9 yards (tackle by Charles Tillman),3.100,3.600
3,1:26,3,1,CHI 20,3,0,Lorenzo Neal up the middle for 3 yards (tackle by Adewale Ogunleye),3.600,4.440
3,0:52,1,10,CHI 17,3,6,"LaDainian Tomlinson pass complete deep right to Antonio Gates for 17 yards, touchdown",4.440,7.000
3,,,,CHI 2,3,7,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,3,7,"Nate Kaeding kicks off 72 yards, returned by Danieal Manning for 21 yards (tackle by Tim Dobbins)",0.000,0.150
3,0:40,1,10,CHI 19,3,7,Rex Grossman pass complete deep middle to Bernard Berrian for 17 yards (tackle by Clinton Hart),0.150,1.330
3,0:03,1,10,CHI 36,3,7,Rex Grossman pass incomplete short right intended for John Gilmore,1.330,0.790
Quarter,Time,Down,ToGo,Location,CHI,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,CHI 36,3,7,Rex Grossman pass incomplete deep right intended for Muhsin Muhammad,0.790,0.100
4,14:54,3,10,CHI 36,3,7,Adrian Peterson up the middle for 11 yards (tackle by Marlon McCree),0.100,2.060
4,14:21,1,10,CHI 47,3,7,Adrian Peterson up the middle for 5 yards (tackle by Matt Wilhelm),2.060,2.190
4,13:49,2,5,SDG 48,3,7,"Adrian Peterson up the middle for 2 yards (tackle by Stephen Cooper). Adrian Peterson fumbles (forced by Stephen Cooper), recovered by Clinton Hart at SDG-44 (tackle by Olin Kreutz)",2.190,-1.860
4,13:45,1,10,SDG 44,3,7,Philip Rivers pass complete short left to Antonio Gates for 13 yards (tackle by Danieal Manning),1.860,2.720
4,13:08,1,10,CHI 43,3,7,LaDainian Tomlinson up the middle for -1 yards (tackle by Lance Briggs),2.720,2.040
4,12:28,2,11,CHI 44,3,7,Philip Rivers pass complete short right to LaDainian Tomlinson for 20 yards (tackle by Charles Tillman),2.040,3.970
4,11:51,1,10,CHI 24,3,7,Michael Turner right end for 5 yards (tackle by Hunter Hillenmeyer),3.970,4.120
4,11:13,2,5,CHI 19,3,7,Michael Turner up the middle for 4 yards (tackle by Adewale Ogunleye),4.120,4.170
4,10:33,3,1,CHI 15,3,7,Philip Rivers up the middle for 2 yards (tackle by Hunter Hillenmeyer),4.170,4.710
4,9:51,1,10,CHI 13,3,7,LaDainian Tomlinson right tackle for 6 yards (tackle by Alex Brown),4.710,5.150
4,9:16,2,4,CHI 7,3,13,"LaDainian Tomlinson right end for 7 yards, touchdown",5.150,7.000
4,,,,CHI 2,3,14,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,3,14,"Nate Kaeding kicks off 66 yards, returned by Devin Hester for 29 yards (tackle by Nate Kaeding)",0.000,1.140
4,9:02,1,10,CHI 33,3,14,Rex Grossman pass complete short right to Desmond Clark for 6 yards (tackle by Quentin Jammer),1.140,1.400
4,8:29,2,4,CHI 39,3,14,Rex Grossman pass complete deep right to Bernard Berrian for 17 yards (tackle by Quentin Jammer),1.400,2.650
4,7:54,1,10,SDG 44,3,14,Rex Grossman pass complete short right to Muhsin Muhammad for 8 yards (tackle by Clinton Hart),2.650,3.190
4,7:28,2,2,SDG 36,3,14,Cedric Benson up the middle for no gain (tackle by Jamal Williams and Marlon McCree),3.190,2.480
4,6:50,3,2,SDG 36,3,14,Adrian Peterson up the middle for 1 yard (tackle by Eric Weddle),2.480,1.000
4,6:08,4,1,SDG 35,3,14,Cedric Benson up the middle for no gain (tackle by Igor Olshansky and Luis Castillo),1.000,-1.270
4,6:02,1,10,SDG 35,3,14,LaDainian Tomlinson left end for no gain (tackle by Mark Anderson),1.270,0.720
4,5:23,2,10,SDG 35,3,14,Philip Rivers pass complete short right to Brandon Manumaleuna for 4 yards (tackle by Brian Urlacher),0.720,0.560
4,4:37,3,6,SDG 39,3,14,Philip Rivers pass complete short middle to LaDainian Tomlinson for 7 yards (tackle by Charles Tillman),0.560,1.990
4,3:51,1,10,SDG 46,3,14,Michael Turner left tackle for 9 yards (tackle by Danieal Manning),1.990,2.670
4,3:16,2,1,CHI 45,3,14,Lorenzo Neal left guard for 2 yards (tackle by Tommie Harris),2.670,2.720
4,2:32,1,10,CHI 43,3,14,Michael Turner right tackle for 1 yard (tackle by Hunter Hillenmeyer and Darwin Walker),2.720,2.310
4,2:27,,,,3,14,Timeout #2 by Chicago Bears,0.000,2.310
4,2:27,2,9,CHI 42,3,14,Michael Turner right end for -1 yards (tackle by Adam Archuleta),2.310,1.490
4,2:21,,,,3,14,Timeout #3 by Chicago Bears,0.000,1.490
4,2:21,3,10,CHI 43,3,14,"Michael Turner up the middle for 2 yards (tackle by Alex Brown). Penalty on Alex Brown: Face Mask (15 Yards), 15 yards",1.490,3.840
4,2:15,1,10,CHI 26,3,14,Michael Turner left tackle for 2 yards (tackle by Adewale Ogunleye),3.840,3.570
4,2:00,2,8,CHI 24,3,14,Michael Turner left end for 5 yards (tackle by Brandon McGowan),3.570,3.570
4,1:14,3,3,CHI 19,3,14,Michael Turner up the middle for 11 yards (tackle by Brandon McGowan),3.570,5.370
4,0:28,1,8,CHI 8,3,14,Philip Rivers kneels for -1 yards,5.370,4.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
