Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
1,1:51,2,27,CHI 45,0,0,Justin Fields pass complete short right to Cole Kmet for 6 yards (tackle by Byron Murphy),0.210,0.370
1,1:07,3,21,MIN 49,0,0,Justin Fields pass complete short right to Roschon Johnson for 11 yards (tackle by Byron Murphy and Harrison Smith),0.370,0.720
1,0:24,4,10,MIN 38,0,0,Justin Fields pass complete short left to Cole Kmet for 24 yards (tackle by Theo Jackson),0.720,4.650
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 14,0,0,Roschon Johnson left end for 6 yards (tackle by D.J. Wonnum),4.650,5.090
2,14:24,2,4,MIN 8,0,0,Justin Fields pass incomplete short right,5.090,4.280
2,14:18,3,4,MIN 8,0,0,Justin Fields pass complete short right to Roschon Johnson for 1 yard (tackle by Camryn Bynum),4.280,2.990
2,13:37,4,3,MIN 7,3,0,Cairo Santos 25 yard field goal good,2.990,3.000
2,13:35,,,CHI 35,3,0,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
2,13:35,1,10,MIN 25,3,0,Joshua Dobbs scrambles left end for 4 yards (tackle by Tremaine Edmunds),0.610,0.600
2,13:02,2,6,MIN 29,3,0,Alexander Mattison left end for 8 yards (tackle by Andrew Billings and Yannick Ngakoue),0.600,1.400
2,12:28,1,10,MIN 37,3,0,Alexander Mattison right end for -2 yards (tackle by Tremaine Edmunds),1.400,0.590
2,11:46,2,12,MIN 35,3,0,Joshua Dobbs pass deep left intended for Jordan Addison is intercepted by Jaylon Johnson at CHI-44 and returned for 19 yards (tackle by K.J. Osborn),0.590,-3.120
2,11:31,1,10,MIN 37,3,0,"Penalty on Kyler Gordon: Taunting / Defense, 15 yards (accepted) (no play)",3.120,2.130
2,11:31,1,10,CHI 48,3,0,"Justin Fields pass incomplete short right. Penalty on Nate Davis: Ineligible Downfield Pass, 5 yards (declined)",2.130,1.580
2,11:25,2,10,CHI 48,3,0,"Penalty on Darnell Wright: False Start, 5 yards (accepted) (no play)",1.580,0.910
2,11:25,2,15,CHI 43,3,0,Justin Fields pass complete short right to Khalil Herbert for 1 yard (tackle by Byron Murphy),0.910,0.370
2,10:46,3,14,CHI 44,3,0,Justin Fields pass incomplete deep left intended for Darnell Mooney,0.370,-0.460
2,10:38,4,14,CHI 44,3,0,"Trenton Gill punts 44 yards, fair catch by Brandon Powell at MIN-12. Penalty on Patrick Jones: Running Into the Kicker, 5 yards (declined)",-0.460,0.350
2,10:31,1,10,MIN 12,3,0,Ty Chandler left guard for 6 yards (tackle by DeMarcus Walker),-0.350,-0.070
2,10:09,2,4,MIN 18,3,0,"Joshua Dobbs pass incomplete intended for Jordan Addison. Penalty on Gervon Dexter: Roughing the Passer, 15 yards (accepted) (no play)",-0.070,1.140
2,10:03,1,10,MIN 33,3,0,Joshua Dobbs pass complete short right to K.J. Osborn for no gain (tackle by Jaylon Johnson),1.140,0.590
2,9:40,2,10,MIN 33,3,0,Joshua Dobbs pass complete short right to Jordan Addison for 5 yards (tackle by Terell Smith),0.590,0.560
2,8:59,3,5,MIN 38,3,0,"Joshua Dobbs pass incomplete intended for T.J. Hockenson. Penalty on Eddie Jackson: Defensive Holding, 5 yards (declined) . Penalty on Terell Smith: Illegal Contact, 5 yards (accepted) (no play)",0.560,1.800
2,8:53,1,10,MIN 43,3,0,Joshua Dobbs pass complete short left to C.J. Ham for 4 yards (tackle by Jaylon Johnson),1.800,1.790
2,8:17,2,6,MIN 47,3,0,Brandon Powell left end for 2 yards (tackle by Terell Smith),1.790,1.350
2,7:41,3,4,MIN 49,3,0,Joshua Dobbs pass deep middle intended for Jordan Addison is intercepted by Jaquan Brisker at CHI-35 and returned for no gain (tackle by Jordan Addison),1.350,-1.270
2,7:28,1,10,CHI 35,3,0,Justin Fields pass complete short left to D.J. Moore for 11 yards (tackle by Camryn Bynum and Ivan Pace),1.270,1.990
2,6:52,1,10,CHI 46,3,0,Justin Fields left guard for -1 yards (tackle by Sheldon Day),1.990,1.320
2,6:08,2,11,CHI 45,3,0,Roschon Johnson up the middle for 2 yards (tackle by Harrison Phillips),1.320,0.890
2,5:25,3,9,CHI 47,3,0,Justin Fields pass incomplete short left intended for D.J. Moore,0.890,-0.260
2,5:19,4,9,CHI 47,3,0,"Trenton Gill punts 37 yards, returned by Brandon Powell for 15 yards (tackle by Khari Blasingame)",-0.260,-1.000
2,5:06,1,10,MIN 31,3,0,Joshua Dobbs pass complete short left to Alexander Mattison for no gain (tackle by Terell Smith),1.000,0.460
2,4:30,2,10,MIN 31,3,0,Joshua Dobbs pass complete short left to Jordan Addison for 4 yards (tackle by Terell Smith),0.460,0.300
2,3:44,3,6,MIN 35,3,0,Joshua Dobbs pass incomplete short right intended for T.J. Hockenson (defended by Jaylon Johnson),0.300,-1.040
2,3:37,4,6,MIN 35,3,0,"Ryan Wright punts 47 yards, fair catch by Trent Taylor at CHI-18",-1.040,-0.040
2,3:30,1,10,CHI 18,3,0,Justin Fields pass complete short left to D.J. Moore for 22 yards (tackle by Ivan Pace),0.040,1.600
2,2:58,1,10,CHI 40,3,0,Justin Fields pass incomplete short left intended for Trent Taylor (defended by D.J. Wonnum),1.600,1.050
2,2:56,2,10,CHI 40,3,0,Justin Fields pass complete short right to D.J. Moore for no gain (tackle by Troy Dye),1.050,0.370
2,2:11,3,10,CHI 40,3,0,Justin Fields scrambles right end for 4 yards (tackle by Mekhi Blackmon),0.370,-0.460
2,2:00,4,6,CHI 44,3,0,"Trenton Gill punts 56 yards, touchback.",-0.460,-0.280
2,1:51,1,10,MIN 20,3,0,Ty Chandler right end for 1 yard (tackle by Montez Sweat),0.280,-0.130
2,1:12,2,9,MIN 21,3,0,Joshua Dobbs pass complete deep left to Brandon Powell for 28 yards (tackle by Kyler Gordon),-0.130,2.190
2,1:05,1,10,MIN 49,3,0,Joshua Dobbs pass complete short left to K.J. Osborn for 12 yards (tackle by Terell Smith),2.190,2.980
2,0:43,,,,,,Timeout #1 by Minnesota Vikings,,
2,0:43,1,10,CHI 39,3,0,"Joshua Dobbs pass incomplete intended for T.J. Hockenson. Penalty on Kyler Gordon: Defensive Pass Interference, 26 yards (accepted) (no play)",2.980,4.710
2,0:38,1,10,CHI 13,3,0,"Joshua Dobbs pass incomplete short left. Penalty on Joshua Dobbs: Intentional Grounding, 14 yards (accepted)",4.710,2.270
2,0:29,2,24,CHI 27,3,0,Joshua Dobbs pass incomplete short right,2.270,1.620
2,0:19,3,24,CHI 27,3,0,Joshua Dobbs pass complete short right to Alexander Mattison for 11 yards (tackle by Tremaine Edmunds),1.620,2.380
2,0:04,,,,,,Timeout #2 by Minnesota Vikings,,
2,0:04,4,13,CHI 16,3,3,Greg Joseph 34 yard field goal good,2.380,3.000
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,3,3,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,3,3,Alexander Mattison left tackle for 21 yards (tackle by T.J. Edwards),0.610,1.990
3,14:19,1,10,MIN 46,3,3,Joshua Dobbs sacked by and Montez Sweat for -8 yards and Jaquan Brisker for -8 yards,1.990,0.370
3,13:36,2,18,MIN 38,3,3,Joshua Dobbs pass complete short right to T.J. Hockenson for 7 yards (tackle by Kyler Gordon),0.370,0.630
3,12:57,3,11,MIN 45,3,3,Joshua Dobbs pass complete short left to T.J. Hockenson for 4 yards (tackle by T.J. Edwards),0.630,-0.130
3,12:11,4,7,MIN 49,3,3,Joshua Dobbs pass complete short right to T.J. Hockenson for 6 yards (tackle by Kyler Gordon),-0.130,-1.930
3,12:07,1,10,CHI 45,3,3,Justin Fields pass incomplete short right,1.930,1.380
3,11:52,2,10,CHI 45,3,3,Roschon Johnson right end for 7 yards (tackle by Danielle Hunter),1.380,1.620
3,11:15,3,3,MIN 48,3,3,Roschon Johnson up the middle for 4 yards (tackle by Patrick Jones),1.620,2.650
3,10:33,1,10,MIN 44,3,3,Justin Fields pass incomplete short left intended for Robert Tonyan (defended by D.J. Wonnum),2.650,2.110
3,10:29,2,10,MIN 44,3,3,Roschon Johnson up the middle for 5 yards (tackle by Harrison Phillips and Camryn Bynum),2.110,2.080
3,9:53,3,5,MIN 39,3,3,Justin Fields up the middle for 10 yards (tackle by Josh Metellus),2.080,3.640
3,9:14,1,10,MIN 29,3,3,Khalil Herbert right end for 2 yards (tackle by Jonathan Bullard and Danielle Hunter),3.640,3.370
3,8:35,2,8,MIN 27,3,3,Justin Fields pass complete short left to D.J. Moore for 6 yards (tackle by Mekhi Blackmon),3.370,3.470
3,7:53,3,2,MIN 21,3,3,Justin Fields pass complete short right to D.J. Moore for no gain (tackle by Josh Metellus and Byron Murphy),3.470,2.180
3,7:03,4,2,MIN 21,6,3,Cairo Santos 39 yard field goal good,2.180,3.000
3,6:59,,,CHI 35,6,3,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
3,6:59,1,10,MIN 25,6,3,Alexander Mattison up the middle for 7 yards (tackle by Tremaine Edmunds),0.610,1.010
3,6:27,2,3,MIN 32,6,3,Alexander Mattison right tackle for 11 yards (tackle by Zacch Pickens),1.010,1.800
3,5:49,1,10,MIN 43,6,3,Alexander Mattison up the middle for 1 yard (tackle by Gervon Dexter),1.800,1.390
3,5:03,2,9,MIN 44,6,3,Joshua Dobbs pass incomplete short right intended for Ty Chandler,1.390,0.690
3,4:57,3,9,MIN 44,6,3,"Joshua Dobbs pass incomplete intended for Jordan Addison. Penalty on Jaylon Johnson: Defensive Holding, 5 yards (accepted) (no play)",0.690,2.190
3,4:50,1,10,MIN 49,6,3,Joshua Dobbs pass complete short right to C.J. Ham for -1 yards (tackle by Jack Sanborn),2.190,1.510
3,4:10,2,11,MIN 48,6,3,Joshua Dobbs pass complete short right to Jordan Addison for 5 yards (tackle by Terell Smith),1.510,1.490
3,3:31,3,6,CHI 47,6,3,Joshua Dobbs pass complete short left to Ty Chandler for 3 yards (tackle by T.J. Edwards),1.490,0.330
3,2:47,4,3,CHI 44,6,3,Joshua Dobbs pass short middle (defended by Jaylon Johnson) intended for K.J. Osborn is intercepted by T.J. Edwards at CHI-31 and returned for no gain (tackle by K.J. Osborn),0.330,-1.000
3,2:39,1,10,CHI 31,6,3,Justin Fields left end for 13 yards (tackle by D.J. Wonnum),1.000,1.860
3,2:03,1,10,CHI 44,6,3,Roschon Johnson right end for 6 yards (tackle by Josh Metellus),1.860,2.130
3,1:28,2,4,CHI 50,6,3,Roschon Johnson left tackle for 1 yard (tackle by D.J. Wonnum),2.130,1.550
3,0:44,3,3,MIN 49,6,3,Justin Fields pass complete short right to D.J. Moore for 10 yards (tackle by Mekhi Blackmon),1.550,2.980
3,0:01,1,10,MIN 39,6,3,Justin Fields pass complete short left to Cole Kmet for 4 yards (tackle by Josh Metellus),2.980,2.980
Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,MIN 35,6,3,Roschon Johnson up the middle for -2 yards (tackle by Danielle Hunter),2.980,2.020
4,14:25,3,8,MIN 37,6,3,Justin Fields pass incomplete short left intended for D.J. Moore (defended by Byron Murphy),2.020,0.790
4,14:20,4,8,MIN 37,9,3,Cairo Santos 55 yard field goal good,0.790,3.000
4,14:15,,,CHI 35,9,3,"Cairo Santos kicks off 65 yards, touchback.",0.000,0.610
4,14:15,1,10,MIN 25,9,3,Joshua Dobbs pass complete short right to Jordan Addison for 5 yards (tackle by Terell Smith),0.610,0.740
4,13:50,2,5,MIN 30,9,3,Ty Chandler up the middle for no gain (tackle by Kyler Gordon),0.740,0.040
4,13:07,3,5,MIN 30,9,3,Joshua Dobbs pass complete short middle to Jordan Addison for 6 yards (tackle by Tremaine Edmunds),0.040,1.330
4,12:42,1,10,MIN 36,9,3,Joshua Dobbs pass short middle (defended by Justin Jones) intended for C.J. Ham is intercepted by Kyler Gordon at MIN-38 and returned for no gain (tackle by C.J. Ham),1.330,-3.050
4,12:32,1,10,MIN 38,9,3,"Roschon Johnson right tackle for 3 yards (tackle by Ivan Pace and Josh Metellus). Roschon Johnson fumbles (forced by Josh Metellus), recovered by Lucas Patrick at MIN-35",3.050,2.910
4,11:53,2,7,MIN 35,9,3,Roschon Johnson left guard for 3 yards (tackle by Jonathan Bullard and Sheldon Day),2.910,2.610
4,11:16,3,4,MIN 32,9,3,Justin Fields pass complete short left to Darnell Mooney for 10 yards (tackle by Ivan Pace),2.610,4.110
4,10:32,1,10,MIN 22,9,3,Justin Fields pass complete short left to Roschon Johnson for no gain (tackle by Sheldon Day),4.110,3.560
4,9:56,2,10,MIN 22,9,3,"Justin Fields sacked by Danielle Hunter for -1 yards. Justin Fields fumbles (forced by Danielle Hunter), recovered by Sheldon Day at MIN-23 and returned for 5 yards",3.560,-0.810
4,9:46,1,10,MIN 28,9,3,Alexander Mattison right guard for no gain (tackle by DeMarcus Walker and Tremaine Edmunds),0.810,-0.070
4,9:19,2,10,MIN 23,9,3,Joshua Dobbs scrambles right end for 7 yards (tackle by T.J. Edwards),-0.070,0.230
4,8:32,3,2,MIN 30,9,3,Joshua Dobbs pass complete short right to Brandon Powell for 18 yards (tackle by Eddie Jackson),0.230,2.130
4,7:53,1,10,MIN 48,9,3,Joshua Dobbs pass incomplete deep left intended for Jordan Addison,2.130,1.580
4,7:40,2,10,MIN 48,9,3,"Joshua Dobbs pass complete short middle to Jordan Addison for 14 yards (tackle by Terell Smith) CHI challenged the pass completion ruling, and the play was upheld.",1.580,3.050
4,7:05,1,10,CHI 38,9,3,Alexander Mattison left guard for 5 yards (tackle by Zacch Pickens and Rasheem Green),3.050,3.180
4,6:30,2,5,CHI 33,9,3,Joshua Dobbs pass complete deep right to T.J. Hockenson for 16 yards (tackle by Jaquan Brisker),3.180,4.440
4,5:58,1,10,CHI 17,9,9,"Joshua Dobbs pass complete deep middle to T.J. Hockenson for 17 yards, touchdown",4.440,7.000
4,5:54,,,CHI 15,9,10,Greg Joseph kicks extra point good,0.000,0.000
4,5:54,,,MIN 35,9,10,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,5:54,1,10,CHI 25,9,10,Khalil Herbert up the middle for 8 yards (tackle by Harrison Smith),0.610,1.140
4,5:40,2,2,CHI 33,9,10,Khalil Herbert right tackle for 3 yards (tackle by Danielle Hunter and Troy Dye),1.140,1.330
4,4:48,1,10,CHI 36,9,10,Justin Fields pass complete short left to D.J. Moore for 4 yards (tackle by Camryn Bynum),1.330,1.330
4,4:16,2,6,CHI 40,9,10,Justin Fields pass complete short right to Darnell Mooney for -4 yards (tackle by Mekhi Blackmon),1.330,0.100
4,3:36,3,10,CHI 36,9,10,"Justin Fields scrambles for 6 yards. Justin Fields fumbles (forced by Josh Metellus), recovered by Anthony Barr at CHI-43. Penalty on Nate Davis: Offensive Holding, 10 yards (declined)",0.100,-2.720
4,3:28,1,10,CHI 43,9,10,Alexander Mattison up the middle for no gain (tackle by Jaquan Brisker),2.720,2.180
4,2:48,2,10,CHI 43,9,10,Alexander Mattison right tackle for 1 yard (tackle by Justin Jones),2.180,1.620
4,2:41,,,,,,Timeout #2 by Chicago Bears,,
4,2:41,3,9,CHI 42,9,10,Joshua Dobbs pass complete short left to Brandon Powell for -1 yards (tackle by T.J. Edwards),1.620,0.400
4,2:36,,,,,,Timeout #3 by Chicago Bears,,
4,2:36,4,10,CHI 43,9,10,"Penalty on MIN: Delay of Game, 5 yards (accepted) (no play)",0.400,0.070
4,2:36,4,15,CHI 48,9,10,Ryan Wright punts 26 yards out of bounds,0.070,-0.410
4,2:29,1,10,CHI 22,9,10,Justin Fields pass complete short left to D.J. Moore for 16 yards (tackle by Byron Murphy),0.410,1.470
4,2:00,1,10,CHI 38,9,10,Justin Fields scrambles left end for 5 yards (tackle by Ivan Pace),1.470,1.600
4,1:55,2,5,CHI 43,9,10,Justin Fields left end for 8 yards (tackle by Ivan Pace),1.600,2.320
4,1:27,1,10,MIN 49,9,10,Justin Fields pass incomplete short left,2.320,1.780
4,1:15,2,10,MIN 49,9,10,Justin Fields pass incomplete short right,1.780,1.090
4,1:06,3,10,MIN 49,9,10,Justin Fields pass complete deep middle to D.J. Moore for 36 yards (tackle by Josh Metellus and Camryn Bynum),1.090,4.710
4,0:55,,,,,,Timeout #1 by Minnesota Vikings,,
4,0:55,1,10,MIN 13,9,10,"Penalty on MIN: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",4.710,5.860
4,0:55,1,5,MIN 8,9,10,Justin Fields kneels for -1 yards,5.860,4.770
4,0:53,,,,,,Timeout #2 by Minnesota Vikings,,
4,0:53,2,6,MIN 9,9,10,Justin Fields kneels for -2 yards,4.770,3.450
4,0:51,,,,,,Timeout #3 by Minnesota Vikings,,
4,0:51,3,8,MIN 11,9,10,Justin Fields kneels for -1 yards,3.450,2.630
4,0:13,4,9,MIN 12,12,10,Cairo Santos 30 yard field goal good,2.630,3.000
4,0:10,,,CHI 35,12,10,"Cairo Santos kicks off 69 yards, returned by Kene Nwangwu for 38 yards (tackle by Travis Homer and Elijah Hicks)",0.000,1.200
4,0:05,1,10,MIN 34,12,10,"Joshua Dobbs pass complete short middle to K.J. Osborn for 26 yards. K.J. Osborn fumbles (forced by Tremaine Edmunds), recovered by Alexander Mattison at CHI-44 and returned for -1 yards. Alexander Mattison fumbles (forced by Josh Blackwell), recovered by K.J. Osborn at CHI-45 and returned for -3 yards, lateral to K.J. Osborn for -3 yards, lateral to Jordan Addison for -6 yards, lateral to Joshua Dobbs for 5 yards. Penalty on Joshua Dobbs: Illegal Forward Pass (accepted)",1.200,2.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
