Quarter,Time,Down,ToGo,Location,GNB,DEN,Detail,EPB,EPA
2,10:14,3,9,GNB 40,0,6,"Penalty on Baron Browning: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.430,1.090
2,9:55,3,4,GNB 45,0,6,Jordan Love pass incomplete short right intended for Christian Watson,1.090,-0.390
2,9:51,4,4,GNB 45,0,6,"Daniel Whelan punts 45 yards, fair catch by Marvin Mims at DEN-10",-0.390,0.380
2,9:44,1,10,DEN 10,0,6,Javonte Williams right guard for 3 yards (tackle by Isaiah McDuffie and Preston Smith),-0.380,-0.560
2,9:09,2,7,DEN 13,0,6,Russell Wilson pass complete short left to Javonte Williams for 2 yards (tackle by Quay Walker and Keisean Nixon),-0.560,-0.840
2,8:27,3,5,DEN 15,0,6,"Russell Wilson pass incomplete deep right intended for Brandon Johnson. Penalty on Keisean Nixon: Defensive Pass Interference, 21 yards (accepted) (no play)",-0.840,1.330
2,8:21,1,10,DEN 36,0,6,Marvin Mims left end for -11 yards (tackle by Rasul Douglas),1.330,-0.700
2,7:34,2,21,DEN 25,0,6,"Russell Wilson scrambles left end for no gain (tackle by Quay Walker). Penalty on Garett Bolles: Offensive Holding, 10 yards (accepted) (no play)",-0.700,-2.210
2,7:15,2,31,DEN 15,0,6,Jaleel McLaughlin up the middle for 23 yards (tackle by Rudy Ford),-2.210,0.370
2,6:46,3,8,DEN 38,0,6,Russell Wilson pass incomplete deep middle intended for Adam Trautman,0.370,-0.850
2,6:41,4,8,DEN 38,0,6,"Riley Dixon punts 49 yards, returned by Keisean Nixon for 15 yards (tackle by Nate Adkins and Dwayne Washington)",-0.850,-0.810
2,6:31,1,10,GNB 28,0,6,Jordan Love pass complete short right to Emanuel Wilson for 4 yards (tackle by Fabian Moreau and Alex Singleton),0.810,0.800
2,5:53,2,6,GNB 32,0,6,Emanuel Wilson right tackle for 5 yards (tackle by Nik Bonitto),0.800,0.760
2,5:18,,,,,,Timeout #1 by Green Bay Packers,,
2,5:18,3,1,GNB 37,0,6,Aaron Jones left end for 6 yards (tackle by Fabian Moreau),0.760,1.800
2,4:39,1,10,GNB 43,0,6,Jordan Love pass complete short right to Romeo Doubs for 14 yards (tackle by Alex Singleton and Justin Simmons),1.800,2.720
2,3:58,1,10,DEN 43,0,6,AJ Dillon left end for 7 yards (tackle by Alex Singleton and Josey Jewell),2.720,3.120
2,3:17,2,3,DEN 36,0,6,Jordan Love scrambles up the middle for 2 yards (tackle by Ronnie Perkins),3.120,2.680
2,2:35,3,1,DEN 34,0,6,Jordan Love pass complete short left to Aaron Jones for 3 yards (tackle by Alex Singleton),2.680,3.510
2,2:01,1,10,DEN 31,0,6,Dontayvion Wicks left end for 1 yard (tackle by Patrick Surtain and Josey Jewell),3.510,3.100
2,1:55,2,9,DEN 30,0,6,AJ Dillon up the middle for 5 yards (tackle by Zach Allen and Jonathon Cooper),3.100,3.070
2,1:15,3,4,DEN 25,0,6,"Penalty on Rasheed Walker: False Start, 5 yards (accepted) (no play)",3.070,2.410
2,0:53,3,9,DEN 30,0,6,Jordan Love pass complete short middle to Jayden Reed for 5 yards (tackle by Jonathon Cooper),2.410,1.880
2,0:46,,,,,,Timeout #1 by Denver Broncos,,
2,0:46,,,,,,Timeout #2 by Green Bay Packers,,
2,0:46,4,4,DEN 25,0,6,Anders Carlson 43 yard field goal no good,1.880,-1.140
2,0:41,1,10,DEN 33,0,6,Russell Wilson pass complete deep right to Jerry Jeudy for 17 yards (tackle by Carrington Valentine),1.140,2.260
2,0:34,1,10,GNB 50,0,6,Russell Wilson pass complete short right to Samaje Perine for 7 yards (tackle by Carrington Valentine),2.260,2.660
2,0:27,2,3,GNB 43,0,6,Russell Wilson pass complete short middle to Samaje Perine for 5 yards (tackle by Quay Walker),2.660,3.050
2,0:22,,,,,,Timeout #2 by Denver Broncos,,
2,0:22,1,10,GNB 38,0,6,Russell Wilson scrambles left guard for 21 yards (tackle by Eric Wilson and Rudy Ford),3.050,4.440
2,0:14,,,,,,Timeout #3 by Denver Broncos,,
2,0:14,1,10,GNB 17,0,6,Russell Wilson pass incomplete deep middle,4.440,3.850
2,0:09,2,10,GNB 17,0,9,Wil Lutz 35 yard field goal good,3.850,3.000
2,0:05,,,DEN 35,0,9,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,0:05,1,10,GNB 25,0,9,Emanuel Wilson right guard for 14 yards (tackle by Jonathon Cooper and Josey Jewell),0.610,1.530
Quarter,Time,Down,ToGo,Location,GNB,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,0,9,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,GNB 25,0,9,Aaron Jones right end for 6 yards (tackle by Nik Bonitto),0.610,0.870
3,14:35,2,4,GNB 31,0,9,Jordan Love pass incomplete deep left intended for Romeo Doubs (defended by Fabian Moreau),0.870,0.170
3,14:29,3,4,GNB 31,0,9,Jordan Love pass complete short middle to Dontayvion Wicks for 17 yards (tackle by Fabian Moreau),0.170,2.130
3,13:43,1,10,GNB 48,0,9,Jordan Love pass incomplete short right intended for Romeo Doubs (defended by Baron Browning),2.130,1.580
3,13:40,2,10,GNB 48,0,9,AJ Dillon right tackle for 4 yards (tackle by Zach Allen),1.580,1.420
3,13:18,3,6,DEN 48,0,9,Jordan Love scrambles up the middle for 9 yards (tackle by Alex Singleton),1.420,2.980
3,12:32,1,10,DEN 39,0,9,AJ Dillon left guard for 8 yards (tackle by Matt Henningsen),2.980,3.520
3,11:53,2,2,DEN 31,0,9,Dontayvion Wicks pass complete short right to Aaron Jones for 14 yards (tackle by Josey Jewell and Justin Simmons),3.520,4.440
3,11:14,1,10,DEN 17,0,9,Jordan Love pass incomplete short right intended for Aaron Jones,4.440,3.850
3,11:10,2,10,DEN 17,0,9,AJ Dillon left guard for 6 yards (tackle by Matt Henningsen),3.850,4.100
3,10:31,3,4,DEN 11,0,9,Jordan Love pass incomplete short left intended for Romeo Doubs,4.100,2.770
3,10:28,4,4,DEN 11,3,9,Anders Carlson 29 yard field goal good,2.770,3.000
3,10:24,,,GNB 35,3,9,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
3,10:24,1,10,DEN 25,3,9,Russell Wilson pass complete deep right to Jerry Jeudy for 18 yards,0.610,1.800
3,9:52,1,10,DEN 43,3,9,Javonte Williams right tackle for 21 yards (tackle by Rasul Douglas and Rudy Ford),1.800,3.180
3,9:08,1,10,GNB 36,3,9,Javonte Williams left tackle for 9 yards (tackle by Colby Wooden),3.180,3.850
3,8:29,2,1,GNB 27,3,9,Michael Burton right guard for -2 yards (tackle by Quay Walker and Colby Wooden),3.850,2.870
3,7:48,3,3,GNB 29,3,9,"Russell Wilson pass incomplete deep left intended for Brandon Johnson. Penalty on Jonathan Owens: Defensive Holding, 5 yards (accepted) (no play)",2.870,3.970
3,7:41,1,10,GNB 24,3,9,"Penalty on Mike McGlinchey: False Start, 5 yards (accepted) (no play)",3.970,3.640
3,7:41,1,15,GNB 29,3,9,Javonte Williams right tackle for 5 yards (tackle by Isaiah McDuffie and Kingsley Enagbare),3.640,3.430
3,7:00,2,10,GNB 24,3,9,Russell Wilson pass complete short right to Courtland Sutton for 6 yards (tackle by Rasul Douglas),3.430,3.570
3,6:22,3,4,GNB 18,3,15,"Russell Wilson pass complete deep left to Courtland Sutton for 18 yards, touchdown",3.570,7.000
3,6:17,,,GNB 15,3,16,Wil Lutz kicks extra point good,0.000,0.000
3,6:17,,,DEN 35,3,16,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,6:17,1,10,GNB 25,3,16,Jordan Love pass complete deep left to Christian Watson for 23 yards (tackle by Kareem Jackson),0.610,2.130
3,5:37,1,10,GNB 48,3,16,AJ Dillon left end for -1 yards (tackle by Ronnie Perkins and Alex Singleton),2.130,1.450
3,4:57,2,11,GNB 47,3,16,AJ Dillon up the middle for 5 yards (tackle by Josey Jewell and Baron Browning),1.450,1.420
3,4:37,,,,,,Timeout #1 by Denver Broncos,,
3,4:37,3,6,DEN 48,3,16,"Jordan Love pass incomplete deep left intended for Christian Watson. Penalty on Patrick Surtain: Defensive Holding, 5 yards (accepted) (no play)",1.420,2.720
3,4:31,1,10,DEN 43,3,16,Jordan Love pass complete short right to Luke Musgrave for 3 yards (tackle by Fabian Moreau),2.720,2.580
3,3:50,2,7,DEN 40,3,16,Jordan Love pass incomplete short left intended for Aaron Jones,2.580,1.880
3,3:47,3,7,DEN 40,3,16,Jordan Love pass complete short left to Jayden Reed for 12 yards (tackle by Kareem Jackson),1.880,3.710
3,3:12,1,10,DEN 28,3,16,Aaron Jones right guard for 11 yards (tackle by Justin Simmons),3.710,4.440
3,2:31,1,10,DEN 17,3,16,Aaron Jones up the middle for 1 yard (tackle by Alex Singleton),4.440,4.000
3,1:53,2,9,DEN 16,9,16,"Jordan Love pass complete deep right to Romeo Doubs for 16 yards, touchdown",4.000,7.000
3,1:46,,,DEN 15,10,16,Anders Carlson kicks extra point good,0.000,0.000
3,1:46,,,GNB 35,10,16,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
3,1:46,1,10,DEN 25,10,16,Javonte Williams left guard for 2 yards (tackle by Tedarrell Slaton),0.610,0.330
3,1:15,2,8,DEN 27,10,16,Russell Wilson pass complete short right to Adam Trautman for 5 yards (tackle by Jonathan Owens),0.330,0.300
3,0:36,3,3,DEN 32,10,16,Javonte Williams right guard for 1 yard (tackle by Rashan Gary),0.300,-1.180
Quarter,Time,Down,ToGo,Location,GNB,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,DEN 33,10,16,"Riley Dixon punts 45 yards, returned by Keisean Nixon for 2 yards (tackle by Delarrin Turner-Yell)",-1.180,-0.540
4,14:50,1,10,GNB 24,10,16,AJ Dillon left end for 5 yards (tackle by Jonathan Harris),0.540,0.670
4,14:09,2,5,GNB 29,10,16,"Jordan Love pass complete deep left to Luke Musgrave for 18 yards (tackle by Kareem Jackson). Penalty on Kareem Jackson: Disqualification / Defense, 15 yards (accepted)",0.670,3.050
4,13:49,1,10,DEN 38,10,16,AJ Dillon up the middle for 4 yards (tackle by Jonathon Cooper and P.J. Locke),3.050,3.050
4,13:11,2,6,DEN 34,10,16,Jordan Love pass complete short left to Emanuel Wilson for 4 yards (tackle by Josey Jewell),3.050,2.870
4,12:33,3,2,DEN 30,10,16,AJ Dillon left guard for 1 yard (tackle by D.J. Jones and Mike Purcell),2.870,1.620
4,11:52,4,1,DEN 29,10,16,Jordan Love pass complete short right to Ben Sims for 2 yards (tackle by Patrick Surtain),1.620,3.780
4,11:11,1,10,DEN 27,10,16,AJ Dillon left guard for 15 yards (tackle by P.J. Locke),3.780,4.780
4,10:35,1,10,DEN 12,10,16,AJ Dillon right guard for -2 yards (tackle by Alex Singleton),4.780,3.790
4,9:54,2,12,DEN 14,10,16,Jordan Love up the middle for 10 yards (tackle by Justin Simmons and P.J. Locke),3.790,4.840
4,9:17,,,,,,Timeout #1 by Green Bay Packers,,
4,9:17,,,,,,Timeout #2 by Denver Broncos,,
4,9:17,3,2,DEN 4,10,16,"Penalty on Josiah Deguara: False Start, 5 yards (accepted) (no play)",4.840,3.700
4,9:17,3,7,DEN 9,10,16,Jordan Love pass complete short middle to Aaron Jones for 5 yards (tackle by Alex Singleton),3.700,3.040
4,8:35,4,2,DEN 4,16,16,"Jordan Love pass complete short middle to Jayden Reed for 4 yards, touchdown",3.040,7.000
4,8:31,,,DEN 15,17,16,Anders Carlson kicks extra point good,0.000,0.000
4,8:31,,,GNB 35,17,16,"Anders Carlson kicks off 65 yards, touchback.",0.000,0.610
4,8:31,1,10,DEN 25,17,16,Russell Wilson pass complete short right to Jerry Jeudy for 7 yards (tackle by Carrington Valentine),0.610,1.010
4,7:51,2,3,DEN 32,17,16,Jaleel McLaughlin right end for 2 yards (tackle by Rashan Gary),1.010,0.560
4,7:11,3,1,DEN 34,17,16,Javonte Williams right end for 6 yards (tackle by Rudy Ford),0.560,1.600
4,6:35,1,10,DEN 40,17,16,Russell Wilson pass complete short middle to Javonte Williams for 5 yards (tackle by Isaiah McDuffie),1.600,1.730
4,5:51,2,5,DEN 45,17,16,Russell Wilson pass complete short middle to Jerry Jeudy for 16 yards (tackle by Carrington Valentine),1.730,2.980
4,5:19,1,10,GNB 39,17,16,Samaje Perine right guard for 5 yards (tackle by Colby Wooden),2.980,3.120
4,4:40,2,5,GNB 34,17,16,Russell Wilson pass incomplete short right intended for Javonte Williams,3.120,2.410
4,4:36,3,5,GNB 34,17,16,Russell Wilson sacked by Preston Smith for no gain,2.410,1.070
4,3:54,4,5,GNB 34,17,19,Wil Lutz 52 yard field goal good,1.070,3.000
4,3:50,,,DEN 35,17,19,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,3:50,1,10,GNB 25,17,19,AJ Dillon right tackle for 2 yards (tackle by Zach Allen),0.610,0.330
4,3:11,2,8,GNB 27,17,19,Jordan Love pass complete short middle to AJ Dillon for 29 yards (tackle by Josey Jewell),0.330,2.650
4,2:22,1,10,DEN 44,17,19,AJ Dillon right guard for no gain (tackle by Zach Allen and Jonathon Cooper),2.650,2.110
4,2:00,2,10,DEN 44,17,19,"Jordan Love left tackle for no gain (tackle by Josey Jewell). Penalty on Elgton Jenkins: Offensive Holding, 10 yards (accepted) (no play)",2.110,0.760
4,1:56,2,20,GNB 46,17,19,Jordan Love pass incomplete short middle intended for Christian Watson,0.760,0.100
4,1:52,3,20,GNB 46,17,19,Jordan Love pass deep right intended for Samori Toure is intercepted by P.J. Locke at DEN-12 and returned for 14 yards (tackle by Tucker Kraft),0.100,-0.670
4,1:40,1,10,DEN 26,17,19,Javonte Williams right guard for 2 yards (tackle by Rudy Ford),0.670,0.400
4,1:37,,,,,,Timeout #2 by Green Bay Packers,,
4,1:37,2,8,DEN 28,17,19,Javonte Williams left guard for 1 yard (tackle by Quay Walker),0.400,-0.160
4,0:50,,,,,,Timeout #3 by Denver Broncos,,
4,0:50,3,7,DEN 29,17,19,Javonte Williams right guard for 3 yards (tackle by Karl Brooks),-0.160,-1.240
4,0:06,4,4,DEN 32,17,19,"Penalty on DEN: Delay of Game, 5 yards (accepted) (no play)",-1.240,-1.570
4,0:06,4,9,DEN 27,17,19,Russell Wilson pass incomplete deep right,-1.570,0.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
