Quarter,Time,Down,ToGo,Location,MIA,DET,Detail,EPB,EPA
1,9:42,4,4,MIA 27,0,7,"Donnie Jones punts 46 yards, fair catch by Dre' Bly",-1.570,-0.740
1,9:35,1,10,DET 27,0,7,Jon Kitna pass complete deep right to Roy Williams for 16 yards (tackle by Travis Daniels),0.740,1.800
1,8:59,1,10,DET 43,0,7,Jon Kitna pass complete deep right to Roy Williams for 20 yards (tackle by Michael Lehan),1.800,3.120
1,8:22,1,10,MIA 37,0,7,Aveion Cason right tackle for 3 yards (tackle by Zach Thomas),3.120,2.980
1,7:44,2,7,MIA 34,0,7,Jon Kitna sacked by Matt Roth for -7 yards,2.980,1.360
1,7:14,3,14,MIA 41,0,7,Jon Kitna pass complete short left to Mike Williams for 7 yards (tackle by Travis Daniels),1.360,1.060
1,6:27,4,7,MIA 34,0,10,Jason Hanson 52 yard field goal good,1.060,3.000
1,,,,DET 30,0,10,"Jason Hanson kicks off 74 yards, returned by Wes Welker for 28 yards (tackle by Alex Lewis)",0.000,0.540
1,6:16,1,10,MIA 24,0,10,Ronnie Brown left end for 12 yards (tackle by Daniel Bullocks),0.540,1.330
1,5:38,1,10,MIA 36,0,10,Joey Harrington pass complete short right to Wes Welker for 6 yards (tackle by Jon McGraw),1.330,1.600
1,5:15,2,4,MIA 42,0,10,Joey Harrington pass incomplete short left intended for Derek Hagan,1.600,0.890
1,5:11,3,4,MIA 42,0,10,Joey Harrington pass complete short left to Marty Booker for 48 yards (tackle by Terrence Holt),0.890,4.910
1,4:18,1,10,DET 10,0,10,Ronnie Brown middle for 6 yards (tackle by Terrence Holt),4.910,5.340
1,3:46,2,4,DET 4,0,10,Ronnie Brown middle for 1 yard (tackle by Jared DeVries),5.340,4.720
1,3:05,3,3,DET 3,0,10,"Penalty on Damion McIntosh: False Start, 5 yards (no play)",4.720,3.580
1,2:42,3,8,DET 8,6,10,"Joey Harrington pass complete short middle to Marty Booker for 8 yards, touchdown",3.580,7.000
1,,,,DET 2,7,10,Olindo Mare kicks extra point good,0.000,0.000
1,,,,MIA 30,7,10,"Olindo Mare kicks off 74 yards, returned by Aveion Cason for 25 yards (tackle by Sammy Morris)",0.000,0.340
1,2:30,1,10,DET 21,7,10,Jon Kitna pass incomplete short right intended for Mike Furrey,0.340,-0.200
1,2:25,2,10,DET 21,7,10,Jon Kitna sacked by Zach Thomas for -7 yards,-0.200,-2.130
1,1:59,3,17,DET 14,7,10,"Penalty on Rex Tucker: False Start, 5 yards (no play)",-2.130,-2.820
1,1:29,3,22,DET 9,7,10,"Jon Kitna sacked by Vonnie Holliday for -8 yards. Penalty on Jason Taylor: Face Mask (15 Yards), 15 yards",-2.820,-0.140
1,0:58,1,10,DET 16,7,10,Arlen Harris right end for 1 yard (tackle by Jeff Zgonina),-0.140,-0.510
1,0:21,2,9,DET 17,7,10,Jon Kitna pass incomplete short left intended for Sean McHugh,-0.510,-1.200
1,0:16,3,9,DET 17,7,10,Jon Kitna pass complete deep middle to Roy Williams for 24 yards (tackle by Travis Daniels),-1.200,1.660
Quarter,Time,Down,ToGo,Location,MIA,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 41,7,10,Jon Kitna pass complete short left to Aveion Cason for 3 yards (tackle by Zach Thomas),1.660,1.530
2,14:31,2,7,DET 44,7,10,Jon Kitna pass complete short right to Mike Furrey for 15 yards (tackle by Andre' Goodman),1.530,2.850
2,13:47,1,10,MIA 41,7,10,Jon Kitna pass incomplete short left intended for Roy Williams,2.850,2.310
2,13:42,2,10,MIA 41,7,10,Jon Kitna pass incomplete short left intended for Corey Bradford (defended by Travis Daniels),2.310,1.620
2,13:38,3,10,MIA 41,7,10,Jon Kitna pass complete short left to Aveion Cason for 4 yards (tackle by Yeremiah Bell),1.620,0.790
2,13:02,4,6,MIA 37,7,10,"Nick Harris punts 37 yards, touchback",0.790,-0.280
2,12:54,1,10,MIA 20,7,10,Ronnie Brown middle for 1 yard (tackle by Daniel Bullocks),0.280,-0.130
2,12:20,2,9,MIA 21,7,10,Ronnie Brown left tackle for 11 yards (tackle by Fernando Bryant),-0.130,1.070
2,11:43,1,10,MIA 32,7,10,Joey Harrington pass complete short left to Marty Booker for 15 yards. Penalty on Dre' Bly: Illegal Use of Hands (Declined),1.070,2.060
2,11:18,1,10,MIA 47,7,10,Ronnie Brown middle for 6 yards (tackle by Daniel Bullocks),2.060,2.330
2,10:42,2,4,DET 47,7,10,Ronnie Brown right tackle for 1 yard (tackle by Ernie Sims),2.330,1.750
2,10:02,3,3,DET 46,7,10,"Penalty on Damion McIntosh: False Start, 5 yards (no play)",1.750,1.090
2,9:40,3,8,MIA 49,7,10,Joey Harrington pass incomplete short left intended for Marty Booker,1.090,-0.130
2,9:34,4,8,MIA 49,7,10,"Donnie Jones punts 39 yards, fair catch by Dre' Bly. Penalty on David Bowens: Fair Catch Interference, 15 yards",-0.130,-0.740
2,9:25,1,10,DET 27,7,10,Arlen Harris right tackle for 1 yard (tackle by Michael Lehan),0.740,0.330
2,8:46,2,9,DET 28,7,10,"Penalty on Rick DeMulling: False Start, 5 yards (no play)",0.330,-0.340
2,8:16,2,14,DET 23,7,10,Jon Kitna pass incomplete short left intended for Mike Furrey (defended by Dan Wilkinson),-0.340,-1.020
2,8:12,3,14,DET 23,7,10,Jon Kitna pass incomplete short right intended for Roy Williams (defended by Andre' Goodman),-1.020,-1.830
2,8:07,4,14,DET 23,7,10,"Nick Harris punts 53 yards, returned by Wes Welker for 12 yards (tackle by Donte Curry). Penalty on Eddie Jackson: Illegal Block Above the , 10 yards",-1.830,-0.480
2,7:56,1,10,MIA 23,7,10,Joey Harrington pass complete short right to Randy McMichael for 11 yards (tackle by Ernie Sims),0.480,1.200
2,7:14,1,10,MIA 34,7,10,Ronnie Brown right tackle for 1 yard (tackle by Daniel Bullocks),1.200,0.790
2,6:36,2,9,MIA 35,7,10,Joey Harrington pass complete short middle to Wes Welker for 14 yards (tackle by Jamar Fletcher),0.790,2.190
2,5:59,1,10,MIA 49,7,10,Joey Harrington sacked by Cory Redding and Ernie Sims for -4 yards,2.190,1.110
2,5:27,2,14,MIA 45,7,10,Joey Harrington pass complete short middle to Randy McMichael for 9 yards (tackle by Jamar Fletcher),1.110,1.620
2,4:49,3,5,DET 46,7,10,Joey Harrington pass incomplete short right intended for Derek Hagan (defended by Fernando Bryant),1.620,0.200
2,4:45,4,5,DET 46,7,10,"Donnie Jones punts 46 yards, touchback",0.200,-0.280
2,4:36,1,10,DET 20,7,10,"Aveion Cason left end for 4 yards (tackle by Zach Thomas). Penalty on Ross Verba: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,4:13,1,20,DET 10,7,10,Aveion Cason left end for 3 yards (tackle by Jeff Zgonina),-0.760,-1.280
2,3:37,2,17,DET 13,7,10,Jon Kitna pass incomplete deep middle intended for Roy Williams is intercepted by Renaldo Hill at DET-30 and returned for 21 yards,-1.280,-5.140
2,3:24,1,9,DET 9,7,10,Ronnie Brown left tackle for 3 yards (tackle by Terrence Holt),5.140,4.950
2,2:50,2,6,DET 6,7,10,Ronnie Brown right tackle for 1 yard (tackle by Daniel Bullocks),4.950,4.260
2,2:00,3,5,DET 5,13,10,"Joey Harrington pass complete short left to Randy McMichael for 5 yards, touchdown",4.260,7.000
2,,,,DET 2,14,10,Olindo Mare kicks extra point good,0.000,0.000
2,,,,MIA 30,14,10,"Olindo Mare kicks off 74 yards, returned by Aveion Cason for 21 yards (tackle by Michael Lehan)",0.000,-0.060
2,1:48,1,10,DET 17,14,10,Jon Kitna pass incomplete deep left intended for Roy Williams (defended by Renaldo Hill),-0.060,-0.580
2,1:42,2,10,DET 17,14,10,Jon Kitna pass incomplete short left intended for Mike Furrey,-0.580,-1.250
2,1:37,3,10,DET 17,14,10,Jon Kitna pass complete short middle to Mike Furrey for 9 yards (tackle by Travis Daniels),-1.250,-1.630
2,1:27,,,,14,10,Timeout #1 by Miami Dolphins,0.000,-1.630
2,1:27,4,1,DET 26,14,10,"Nick Harris punts 35 yards, returned by Wes Welker for 9 yards (tackle by Casey Fitzsimmons)",-1.630,-2.130
2,1:18,1,10,MIA 48,14,10,Joey Harrington pass complete short left to Ronnie Brown for 5 yards (tackle by Dre' Bly),2.130,2.260
2,0:54,2,5,DET 47,14,10,Joey Harrington pass complete short right to Wes Welker for 8 yards (tackle by Jamar Fletcher),2.260,2.980
2,0:34,1,10,DET 39,14,10,Joey Harrington pass complete short left to Marty Booker for 7 yards,2.980,3.390
2,0:31,2,3,DET 32,14,10,Joey Harrington pass incomplete deep right intended for Chris Chambers,3.390,2.680
2,0:26,3,3,DET 32,14,10,"Joey Harrington pass incomplete short right intended for Wes Welker. Penalty on Jamar Fletcher: Illegal Use of Hands, 5 yards (no play)",2.680,3.780
2,0:22,1,10,DET 27,14,10,Joey Harrington pass incomplete deep right intended for Chris Chambers,3.780,3.230
2,0:17,2,10,DET 27,14,10,Joey Harrington pass complete short right to Marty Booker for 10 yards (tackle by Jamar Fletcher and Fernando Bryant),3.230,4.440
2,0:12,,,,14,10,Timeout #2 by Miami Dolphins,0.000,4.440
2,0:12,1,10,DET 17,14,10,Joey Harrington pass incomplete short right intended for Sammy Morris,4.440,3.850
2,0:08,2,10,DET 17,14,10,Joey Harrington pass incomplete deep left intended for Chris Chambers is intercepted by Terrence Holt at DET-1 and returned for 1 yard,3.850,0.380
2,0:03,1,10,DET 2,14,10,Arlen Harris left end for 1 yard (tackle by Donnie Spragan),-0.380,-0.710
Quarter,Time,Down,ToGo,Location,MIA,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,14,10,"Jason Hanson kicks off 63 yards, returned by Wes Welker for 45 yards (tackle by Alex Lewis)",0.000,2.390
3,14:51,1,10,DET 48,14,10,Ronnie Brown left end for -2 yards (tackle by Fernando Bryant),2.390,1.580
3,14:15,2,12,DET 50,14,10,Ronnie Brown middle for 17 yards (tackle by Daniel Bullocks),1.580,3.380
3,13:34,1,10,DET 33,14,10,Ronnie Brown right tackle for 8 yards (tackle by Ernie Sims),3.380,3.920
3,12:57,2,2,DET 25,14,10,Ronnie Brown right tackle for -1 yards (tackle by Ernie Sims),3.920,3.070
3,12:16,3,3,DET 26,14,10,Joey Harrington right end for 2 yards (tackle by Cory Redding),3.070,2.020
3,11:51,4,1,DET 24,17,10,Olindo Mare 42 yard field goal good,2.020,3.000
3,,,,MIA 30,17,10,"Olindo Mare kicks off 78 yards, touchback",0.000,0.280
3,11:49,1,10,DET 20,17,10,Arlen Harris right tackle for 2 yards (tackle by Zach Thomas),0.280,0.000
3,11:09,2,8,DET 22,17,10,Jon Kitna sacked by Kevin Carter for -9 yards,0.000,-2.190
3,10:32,3,17,DET 13,17,10,"Penalty on Rex Tucker: False Start, 5 yards (no play)",-2.190,-2.820
3,10:26,3,22,DET 8,17,10,"Arlen Harris middle for 2 yards (tackle by Vonnie Holliday and Renaldo Hill). Penalty on Vonnie Holliday: Defensive Offside, 5 yards (no play)",-2.820,-2.190
3,9:56,3,17,DET 13,17,10,Jon Kitna sacked by Zach Thomas for -1 yards,-2.190,-2.490
3,9:29,4,18,DET 12,17,10,"Nick Harris punts 36 yards, returned by Wes Welker for 6 yards (tackle by Keith Smith). Penalty on Matt Roth: Offensive Holding, 12 yards, Penalty on Keith Adams: Illegal Block Above the (Declined)",-2.490,-1.600
3,9:22,1,10,MIA 40,17,10,Joey Harrington pass incomplete short right intended for Chris Chambers,1.600,1.050
3,9:16,2,10,MIA 40,17,10,Joey Harrington pass complete short right to Wes Welker for 7 yards (tackle by Jamar Fletcher),1.050,1.290
3,8:36,3,3,MIA 47,17,10,Joey Harrington pass complete short middle to Wes Welker for 7 yards (tackle by Jon McGraw),1.290,2.520
3,7:59,1,10,DET 46,17,10,Sammy Morris left end for 3 yards (tackle by Alex Lewis),2.520,2.380
3,7:16,2,7,DET 43,17,10,Joey Harrington pass complete short right to Chris Chambers for 5 yards (tackle by Daniel Bullocks and Stanley Wilson),2.380,2.350
3,6:30,3,2,DET 38,17,10,"Penalty on Kendyl Jacox: False Start, 5 yards (no play)",2.350,1.680
3,6:18,3,7,DET 43,17,10,Joey Harrington pass complete deep left to Chris Chambers for 18 yards (tackle by Terrence Holt),1.680,3.910
3,5:45,1,10,DET 25,17,10,Sammy Morris right end for 5 yards (tackle by Terrence Holt),3.910,4.040
3,5:06,2,5,DET 20,17,10,Sammy Morris right tackle for 1 yard (tackle by Kalimba Edwards),4.040,3.490
3,4:25,3,4,DET 19,23,10,"Joey Harrington pass complete short middle to Marty Booker for 19 yards, touchdown",3.490,7.000
3,,,,DET 2,24,10,Olindo Mare kicks extra point good,0.000,0.000
3,,,,MIA 30,24,10,"Olindo Mare kicks off 75 yards, returned by Aveion Cason for 24 yards (tackle by Derrick Pope)",0.000,0.150
3,4:11,1,10,DET 19,24,10,Jon Kitna pass complete short right to Arlen Harris for 19 yards (tackle by Andre' Goodman),0.150,1.470
3,3:47,1,10,DET 38,24,10,Jon Kitna pass complete short right to Aveion Cason for 1 yard (tackle by Donnie Spragan),1.470,1.060
3,3:01,2,9,DET 39,24,10,Jon Kitna pass complete short left to Mike Furrey for 10 yards (tackle by Renaldo Hill),1.060,2.190
3,2:21,1,10,DET 49,24,10,Jon Kitna pass incomplete intended for Dan Campbell (defended by Keith Traylor),2.190,1.650
3,2:17,2,10,DET 49,24,10,Jon Kitna pass incomplete short right intended for Mike Furrey,1.650,0.960
3,2:09,3,10,DET 49,24,10,"Jon Kitna pass complete short middle to Dan Campbell for 13 yards (tackle by Yeremiah Bell). Penalty on Rex Tucker: Face Mask (15 Yards), 15 yards (no play)",0.960,-1.020
3,1:53,3,25,DET 34,24,10,Jon Kitna pass incomplete deep middle intended for Roy Williams,-1.020,-1.110
3,1:48,4,25,DET 34,24,10,"Nick Harris punts 52 yards, returned by Wes Welker for 8 yards (tackle by Donte Curry)",-1.110,-0.410
3,1:36,1,10,MIA 22,24,10,Joey Harrington pass complete short right to Justin Peelle for 3 yards (tackle by Fernando Bryant),0.410,0.270
3,0:58,2,7,MIA 25,24,10,Sammy Morris middle for 55 yards (tackle by Terrence Holt),0.270,4.240
3,0:26,1,10,DET 20,24,10,Travis Minor right tackle for 9 yards (tackle by Daniel Bullocks),4.240,5.260
Quarter,Time,Down,ToGo,Location,MIA,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,DET 11,24,10,Sammy Morris left tackle for 4 yards (tackle by Ernie Sims),5.260,5.600
4,14:24,1,7,DET 7,24,10,"Sammy Morris middle for no gain (tackle by Cory Redding). Penalty on L.J. Shelton: Offensive Holding, 10 yards (no play)",5.600,4.260
4,13:58,1,17,DET 17,24,10,Sammy Morris right tackle for 1 yard (tackle by Paris Lenon),4.260,3.340
4,13:08,2,16,DET 16,24,10,Sammy Morris right end for 1 yard (tackle by Ernie Sims),3.340,2.930
4,12:23,3,15,DET 15,24,10,Travis Minor middle for 5 yards (tackle by Kalimba Edwards),2.930,2.760
4,11:47,4,10,DET 10,27,10,Olindo Mare 28 yard field goal good,2.760,3.000
4,,,,MIA 30,27,10,"Olindo Mare kicks off 77 yards, touchback",0.000,0.280
4,11:44,1,10,DET 20,27,10,Jon Kitna pass complete short left to Mike Furrey for 9 yards (tackle by Renaldo Hill),0.280,0.950
4,11:17,2,1,DET 29,27,10,Jon Kitna pass complete short left to Mike Furrey for 11 yards (tackle by Travis Daniels),0.950,1.600
4,11:04,1,10,DET 40,27,10,Jon Kitna pass complete deep left to Roy Williams for 16 yards (tackle by Norman LeJeune),1.600,2.650
4,10:43,1,10,MIA 44,27,10,Jon Kitna pass complete deep middle to Corey Bradford for 16 yards (tackle by Jason Allen),2.650,3.710
4,10:23,1,10,MIA 28,27,10,Jon Kitna pass complete short middle to Arlen Harris for 3 yards (tackle by Zach Thomas),3.710,3.570
4,9:44,2,7,MIA 25,27,10,"Jon Kitna sacked by Matt Roth for -7 yards. Jon Kitna fumbles (forced by Matt Roth), recovered by Vonnie Holliday at MIA-32 (tackle by Jon Kitna)",3.570,-1.070
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
4,9:38,1,10,MIA 32,27,10,"Sammy Morris right end for 4 yards (tackle by Daniel Bullocks). Sammy Morris fumbles (forced by Daniel Bullocks), recovered by Fernando Bryant at MIA-36 (tackle by Vernon Carey)",1.070,-3.180
4,9:29,1,10,MIA 36,27,10,Jon Kitna pass incomplete deep left intended for Roy Williams,3.180,2.640
4,9:22,2,10,MIA 36,27,10,Arlen Harris left end for 6 yards (tackle by Jeff Zgonina),2.640,2.740
4,8:46,3,4,MIA 30,27,10,Jon Kitna sacked by Vonnie Holliday for -6 yards,2.740,0.880
4,8:21,4,10,MIA 36,27,10,Jon Kitna pass complete short left to Mike Furrey for 6 yards (tackle by Travis Daniels),0.880,-0.940
4,8:13,1,10,MIA 30,27,10,Sammy Morris middle for 2 yards (tackle by Daniel Bullocks),0.940,0.660
4,7:31,2,8,MIA 32,27,10,Joey Harrington pass incomplete short right intended for Chris Chambers,0.660,-0.030
4,7:24,3,8,MIA 32,27,10,Travis Minor middle for 4 yards (tackle by Kalimba Edwards),-0.030,-0.980
4,6:43,4,4,MIA 36,27,10,"Donnie Jones punts 34 yards, fair catch by Dre' Bly",-0.980,-0.940
4,6:35,1,10,DET 30,27,10,"Jon Kitna pass incomplete deep middle intended for Mike Williams. Penalty on Jonathan Scott: Illegal Use of Hands, 10 yards (no play)",0.940,0.280
4,6:29,1,20,DET 20,27,10,Jon Kitna pass incomplete short right intended for Aveion Cason,0.280,-0.960
4,6:25,2,20,DET 20,27,10,Jon Kitna pass complete short left to Mike Furrey for 7 yards (tackle by Travis Daniels),-0.960,-0.690
4,6:04,3,13,DET 27,27,10,Jon Kitna pass incomplete short middle intended for Mike Furrey,-0.690,-1.570
4,5:58,4,13,DET 27,27,10,"Nick Harris punts 50 yards, returned by Wes Welker for 4 yards (tackle by Keith Smith)",-1.570,-0.740
4,5:47,1,10,MIA 27,27,10,Sammy Morris right end for no gain (tackle by Ernie Sims),0.740,0.200
4,5:02,2,10,MIA 27,27,10,Sammy Morris middle for 7 yards (tackle by Daniel Bullocks),0.200,0.430
4,4:16,3,3,MIA 34,27,10,Sammy Morris left end for 8 yards (tackle by Ernie Sims),0.430,1.730
4,3:34,1,10,MIA 42,27,10,Travis Minor right end for 2 yards (tackle by Ernie Sims),1.730,1.460
4,2:48,2,8,MIA 44,27,10,"Travis Minor right tackle for 4 yards (tackle by Marcus Bell). Penalty on Darian Barnes: Personal Foul, 15 yards",1.460,-0.690
4,2:37,3,19,MIA 33,27,10,Travis Minor middle for 3 yards (tackle by Cleveland Pinkney),-0.690,-0.980
4,2:00,4,16,MIA 36,27,10,"Donnie Jones punts 48 yards, returned by Dre' Bly for -2 yards (tackle by Jason Allen)",-0.980,0.280
4,1:45,1,10,DET 14,27,10,Jon Kitna pass incomplete short middle intended for Mike Furrey (defended by Renaldo Hill),-0.280,-0.750
4,1:39,2,10,DET 14,27,10,Jon Kitna sacked by David Bowens for -8 yards,-0.750,-2.360
4,0:57,3,18,DET 6,27,10,Arlen Harris middle for 2 yards (tackle by Matt Roth),-2.360,-2.490
4,0:20,4,16,DET 8,27,10,Jon Kitna pass incomplete deep left intended for Mike Furrey,-2.490,-5.370
4,0:12,1,8,DET 8,27,10,Cleo Lemon kneels for -2 yards,5.370,4.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
