Quarter,Time,Down,ToGo,Location,DAL,NWE,Detail,EPB,EPA
2,8:04,1,10,DAL 44,0,3,Quincy Carter pass incomplete intended for Antonio Bryant (defended by Ty Law),1.860,1.320
2,7:58,2,10,DAL 44,0,3,Quincy Carter pass complete to Richie Anderson for 7 yards (tackle by Ted Johnson),1.320,1.550
2,7:14,3,3,NWE 49,0,3,"Quincy Carter left guard for 4 yards (tackle by Ted Johnson). Penalty on Andre Gurode: Offensive Holding, 10 yards (no play)",1.550,0.230
2,6:42,,,,0,3,Timeout #1 by Dallas Cowboys,0.000,0.230
2,6:42,3,13,DAL 41,0,3,Quincy Carter pass complete to Antonio Bryant for 21 yards (tackle by Rodney Harrison),0.230,3.050
2,6:10,1,10,NWE 38,0,3,Troy Hambrick up the middle for 2 yards (tackle by Bobby Hamilton and Roman Phifer),3.050,2.780
2,5:28,2,8,NWE 36,0,3,Quincy Carter pass incomplete intended for Antonio Bryant,2.780,2.080
2,5:23,3,8,NWE 36,0,3,"Quincy Carter pass incomplete intended for Zuriel Smith. Penalty on Flozell Adams: Illegal Use of Hands, 10 yards, Penalty on Larry Allen: Illegal Use of Hands (Declined) (no play)",2.080,0.760
2,5:16,,,,0,3,Timeout #1 by New England Patriots,0.000,0.760
2,5:16,3,18,NWE 46,0,3,Quincy Carter pass incomplete intended for Antonio Bryant (defended by Tyrone Poole),0.760,0.200
2,5:10,4,18,NWE 46,0,3,"Toby Gowin punts 46 yards, touchback",0.200,-0.280
2,4:56,1,10,NWE 20,0,3,Antowain Smith up the middle for 5 yards (tackle by Dat Nguyen and Dexter Coakley),0.280,0.410
2,4:21,2,5,NWE 25,0,3,Antowain Smith left guard for 9 yards (tackle by Dexter Coakley and Alshermond Singleton),0.410,1.200
2,3:50,1,10,NWE 34,0,3,Antowain Smith right tackle for 4 yards (tackle by Kenyon Coleman and Darren Woodson),1.200,1.200
2,3:07,2,6,NWE 38,0,3,Tom Brady pass incomplete intended for Daniel Graham,1.200,0.500
2,3:02,3,6,NWE 38,0,3,"Tom Brady pass complete to David Givens for 57 yards (tackle by Terence Newman). Penalty on Alshermond Singleton: Roughing the Passer, 3 yards",0.500,6.740
2,2:38,1,2,DAL 2,0,9,"Antowain Smith right guard for 2 yards, touchdown",6.740,7.000
2,,,,DAL 2,0,9,Adam Vinatieri kicks extra point no good,0.000,-1.000
2,,,,NWE 30,0,9,"Adam Vinatieri kicks off 54 yards, returned by Derek Ross for 20 yards (tackle by Matt Chatham)",0.000,1.330
2,2:30,1,10,DAL 36,0,9,Quincy Carter pass complete to Richie Anderson for 5 yards (tackle by Roman Phifer),1.330,1.470
2,2:00,2,5,DAL 41,0,9,"Richie Anderson up the middle for 4 yards (tackle by Roman Phifer). Penalty on Larry Allen: Offensive Holding, 10 yards (no play)",1.470,0.120
2,1:57,2,15,DAL 31,0,9,Quincy Carter pass complete to Troy Hambrick for 3 yards,0.120,-0.160
2,1:51,3,12,DAL 34,0,9,Quincy Carter pass incomplete intended for Antonio Bryant,-0.160,-1.110
2,1:42,4,12,DAL 34,0,9,"Toby Gowin punts 40 yards, returned by Kevin Faulk for 19 yards (tackle by Jason Witten)",-1.110,-1.930
2,1:31,1,10,NWE 45,0,9,Tom Brady sacked by Greg Ellis for -6 yards,1.930,0.570
2,0:59,2,16,NWE 39,0,9,Tom Brady pass incomplete intended for Kevin Faulk,0.570,-0.100
2,0:55,3,16,NWE 39,0,9,"Tom Brady right guard for no gain (tackle by Leonardo Carson). Penalty on Eric Ogbogu: Defensive Offside, 5 yards (no play)",-0.100,0.560
2,0:49,3,11,NWE 44,0,9,Kevin Faulk right end for no gain (tackle by Dat Nguyen and Dexter Coakley),0.560,-0.460
2,0:42,,,,0,9,Timeout #2 by Dallas Cowboys,0.000,-0.460
2,0:42,4,11,NWE 44,0,9,Ken Walter punts 34 yards,-0.460,-0.410
2,0:30,1,10,DAL 22,0,9,Quincy Carter up the middle for 6 yards (tackle by Asante Samuel),0.410,0.680
2,0:07,2,4,DAL 28,0,9,Quincy Carter pass complete to Richie Anderson for 5 yards,0.680,1.140
2,0:02,,,,0,9,Timeout #2 by New England Patriots,0.000,1.140
2,0:02,1,10,DAL 33,0,9,Quincy Carter pass complete to Richie Anderson for 37 yards (tackle by Rodney Harrison). Penalty on Randal Williams: Offensive Holding (Declined),1.140,3.580
Quarter,Time,Down,ToGo,Location,DAL,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,0,9,"Toby Gowin kicks off 49 yards, returned by Mike Vrabel for 14 yards (tackle by Keith O'Neil)",0.000,1.270
3,14:55,1,10,NWE 35,0,9,Kevin Faulk left guard for no gain (tackle by La'Roi Glover and Ebenezer Ekuban),1.270,0.720
3,14:15,2,10,NWE 35,0,9,Tom Brady pass incomplete intended for Daniel Graham,0.720,0.040
3,14:10,3,10,NWE 35,0,9,Tom Brady pass incomplete intended for Kevin Faulk,0.040,-1.040
3,14:07,4,10,NWE 35,0,9,"Ken Walter punts 41 yards, returned by Zuriel Smith for 9 yards (tackle by Larry Izzo)",-1.040,-1.140
3,13:57,1,10,DAL 33,0,9,Troy Hambrick left guard for 3 yards (tackle by Roman Phifer and Mike Vrabel),1.140,1.000
3,13:18,2,7,DAL 36,0,9,Quincy Carter pass incomplete intended for Antonio Bryant,1.000,0.300
3,13:13,3,7,DAL 36,0,9,Quincy Carter pass complete to Zuriel Smith for 6 yards (tackle by Tedy Bruschi),0.300,-0.590
3,12:25,4,1,DAL 42,0,9,"Toby Gowin punts 32 yards, fair catch by Kevin Faulk",-0.590,-0.670
3,12:18,1,10,NWE 26,0,9,Antowain Smith right guard for 4 yards (tackle by Darren Woodson and Dexter Coakley),0.670,0.670
3,11:45,2,6,NWE 30,0,9,Antowain Smith left tackle for -1 yards (tackle by Dat Nguyen),0.670,-0.160
3,11:03,3,7,NWE 29,0,9,Tom Brady pass incomplete intended for Daniel Graham (defended by Ebenezer Ekuban),-0.160,-1.440
3,10:56,4,7,NWE 29,0,9,"Ken Walter punts 40 yards, returned by Zuriel Smith for -1 yards (tackle by Chris Akins)",-1.440,-0.940
3,10:49,1,10,DAL 30,0,9,Quincy Carter pass incomplete intended for Antonio Bryant,0.940,0.390
3,10:44,2,10,DAL 30,0,9,"Troy Hambrick left end for no gain (tackle by Willie McGinest and Ted Washington). Penalty on Ryan Young: Tripping, 10 yards",0.390,-0.960
3,10:16,2,20,DAL 20,0,9,Quincy Carter pass incomplete intended for Troy Hambrick (defended by Tedy Bruschi),-0.960,-1.620
3,10:11,3,20,DAL 20,0,9,Quincy Carter for 6 yards,-1.620,-1.630
3,9:42,4,14,DAL 26,0,9,"Toby Gowin punts 41 yards, fair catch by Kevin Faulk",-1.630,-1.140
3,9:35,1,10,NWE 33,0,9,Tom Brady pass complete to Bethel Johnson for 16 yards (tackle by Terence Newman),1.140,2.190
3,9:03,1,10,NWE 49,0,9,Tom Brady pass incomplete intended for Christian Fauria (defended by Dat Nguyen),2.190,1.650
3,8:58,2,10,NWE 49,0,9,"Tom Brady pass complete to Kevin Faulk for 26 yards (tackle by Terence Newman). Penalty on Dan Koppen: Offensive Holding, 10 yards (no play)",1.650,0.300
3,8:20,2,20,NWE 39,0,9,"Tom Brady pass complete to Antowain Smith for 2 yards (tackle by Dexter Coakley). Penalty on Joe Andruzzi: Unnecessary Roughness, 15 yards",0.300,-2.080
3,7:48,3,33,NWE 26,0,9,Tom Brady pass complete to Patrick Pass for -4 yards (tackle by Randal Williams),-2.080,-1.900
3,7:13,4,37,NWE 22,0,9,Ken Walter punts 34 yards,-1.900,-1.860
3,7:02,1,10,DAL 44,0,9,Quincy Carter for 11 yards,1.860,2.590
3,6:33,1,10,NWE 45,0,9,Richie Anderson up the middle for no gain (tackle by Ted Washington and Tedy Bruschi),2.590,2.040
3,5:53,2,10,NWE 45,0,9,Quincy Carter pass complete to Terry Glenn for 8 yards,2.040,2.410
3,5:22,3,2,NWE 37,0,9,Quincy Carter pass complete to Richie Anderson for 7 yards (tackle by Tedy Bruschi),2.410,3.580
3,4:39,1,10,NWE 30,0,9,Adrian Murrell up the middle for 5 yards (tackle by Willie McGinest and Rodney Harrison),3.580,3.710
3,4:00,2,5,NWE 25,0,9,Adrian Murrell up the middle for 3 yards (tackle by Tedy Bruschi and Ty Warren),3.710,3.400
3,3:17,3,2,NWE 22,0,9,Adrian Murrell left end for 3 yards (tackle by Eugene Wilson and Tyrone Poole),3.400,4.310
3,2:33,1,10,NWE 19,0,9,Quincy Carter pass incomplete intended for Jason Witten is intercepted by Ty Law at NWE-17 and returned for 2 yards (tackle by Jason Witten),4.310,-0.150
3,2:26,1,10,NWE 19,0,9,Tom Brady pass incomplete intended for Deion Branch (defended by Darren Woodson),0.150,-0.390
3,2:19,2,10,NWE 19,0,9,Tom Brady pass incomplete intended for Daniel Graham,-0.390,-1.070
3,2:13,3,10,NWE 19,0,9,Tom Brady pass complete to Kevin Faulk for 12 yards (tackle by Dat Nguyen),-1.070,1.000
3,1:33,1,10,NWE 31,0,9,Antowain Smith left tackle for 4 yards (tackle by Ebenezer Ekuban),1.000,1.000
3,0:52,2,6,NWE 35,0,9,Antowain Smith right end for 2 yards (tackle by Dexter Coakley and Randal Williams),1.000,0.560
3,0:07,3,4,NWE 37,0,9,Tom Brady pass complete to Daniel Graham for 5 yards (tackle by Darren Woodson),0.560,1.730
Quarter,Time,Down,ToGo,Location,DAL,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 42,0,9,Kevin Faulk left guard for 4 yards (tackle by Dexter Coakley),1.730,1.730
4,14:18,2,6,NWE 46,0,9,Tom Brady pass incomplete intended for Daniel Graham,1.730,1.030
4,14:11,3,6,NWE 46,0,9,Tom Brady pass complete to Kevin Faulk for 7 yards (tackle by Dat Nguyen),1.030,2.460
4,13:29,1,10,DAL 47,0,9,"Kevin Faulk up the middle for 4 yards (tackle by Alshermond Singleton and Ebenezer Ekuban). Penalty on Dan Koppen: Offensive Holding, 10 yards (no play)",2.460,1.800
4,13:03,1,20,NWE 43,0,9,Tom Brady pass incomplete intended for Patrick Pass (defended by Dat Nguyen),1.800,0.560
4,12:55,2,20,NWE 43,0,9,Kevin Faulk right guard for -1 yards (tackle by Leonardo Carson and Dat Nguyen),0.560,-0.230
4,12:14,3,21,NWE 42,0,9,"Tom Brady sacked by Ebenezer Ekuban for -3 yards. Tom Brady fumbles (forced by Ebenezer Ekuban), recovered by Dan Koppen at NWE-39",-0.230,-0.780
4,11:30,4,24,NWE 39,0,9,Ken Walter punts 35 yards,-0.780,-0.670
4,11:23,1,10,DAL 26,0,9,Quincy Carter pass incomplete intended for Terry Glenn (defended by Bobby Hamilton),0.670,0.130
4,11:20,2,10,DAL 26,0,9,"Quincy Carter pass incomplete intended for Richie Anderson. Penalty on Richard Seymour: Roughing the Passer, 15 yards (no play)",0.130,1.660
4,11:16,1,10,DAL 41,0,9,"Penalty on Andre Gurode: False Start, 5 yards (no play)",1.660,1.330
4,11:15,1,15,DAL 36,0,9,Quincy Carter pass complete to Adrian Murrell for 5 yards (tackle by Willie McGinest),1.330,1.120
4,10:27,2,10,DAL 41,0,9,Quincy Carter pass complete to Antonio Bryant for 9 yards (tackle by Mike Vrabel),1.120,1.620
4,9:51,3,1,NWE 50,0,9,Troy Hambrick up the middle for no gain (tackle by Mike Vrabel),1.620,-0.060
4,9:21,,,,0,9,Timeout #1 by Dallas Cowboys,0.000,-0.060
4,9:21,4,1,NWE 50,0,9,Troy Hambrick up the middle for -2 yards (tackle by Tedy Bruschi),-0.060,-2.390
4,9:17,1,10,DAL 48,0,9,Tom Brady pass incomplete intended for Bethel Johnson,2.390,1.850
4,9:11,2,10,DAL 48,0,9,Antowain Smith left end for 6 yards (tackle by Dat Nguyen),1.850,1.950
4,8:20,3,4,DAL 42,0,9,Tom Brady pass incomplete intended for Deion Branch,1.950,0.460
4,8:16,4,4,DAL 42,0,9,"Ken Walter punts 28 yards, fair catch by Zuriel Smith",0.460,0.280
4,8:09,1,10,DAL 14,0,9,Quincy Carter pass complete to Adrian Murrell for 5 yards (tackle by Willie McGinest),-0.280,-0.040
4,7:31,2,5,DAL 19,0,9,Quincy Carter pass incomplete intended for Terry Glenn is intercepted by Tyrone Poole at DAL-44,-0.040,-2.650
4,7:24,1,10,DAL 44,0,9,Kevin Faulk left end for 4 yards (tackle by Dat Nguyen),2.650,2.650
4,6:45,2,6,DAL 40,0,9,Tom Brady pass complete to Patrick Pass for 11 yards (tackle by Daleroy Stewart),2.650,3.640
4,5:56,1,10,DAL 29,0,9,Kevin Faulk left tackle for -1 yards (tackle by Darren Woodson and La'Roi Glover),3.640,2.970
4,5:19,2,11,DAL 30,0,9,Kevin Faulk up the middle for 2 yards (tackle by Dexter Coakley and Darren Woodson),2.970,2.540
4,4:40,3,9,DAL 28,0,9,Tom Brady pass complete to Christian Fauria for 7 yards (tackle by Mario Edwards),2.540,2.180
4,3:51,,,,0,9,Timeout #1 by New England Patriots,0.000,2.180
4,3:51,4,2,DAL 21,0,9,"Adam Vinatieri 39 yard field goal good. Penalty on Terence Newman: Defensive Offside, 5 yards (no play)",2.180,4.510
4,3:47,1,10,DAL 16,0,9,Antowain Smith right guard for 2 yards (tackle by Eric Ogbogu and Terence Newman),4.510,4.210
4,3:10,2,8,DAL 14,0,9,Antowain Smith right tackle for 3 yards (tackle by Eric Ogbogu),4.210,3.940
4,2:28,3,5,DAL 11,0,9,Tom Brady left end for 3 yards (tackle by Dat Nguyen and Eric Ogbogu),3.940,2.990
4,2:00,4,2,DAL 8,0,12,Adam Vinatieri 26 yard field goal good,2.990,3.000
4,,,,NWE 30,0,12,"Adam Vinatieri kicks off 62 yards, returned by Zuriel Smith for 25 yards (tackle by Tully Banta-Cain)",0.000,1.140
4,1:49,1,10,DAL 33,0,12,Quincy Carter pass complete to Richie Anderson for 3 yards,1.140,1.000
4,1:44,2,7,DAL 36,0,12,Quincy Carter pass complete to Richie Anderson for 12 yards (tackle by Asante Samuel),1.000,2.130
4,1:23,1,10,DAL 48,0,12,Quincy Carter pass complete to Zuriel Smith for 32 yards (tackle by Eugene Wilson),2.130,4.240
4,0:55,1,10,NWE 20,0,12,Quincy Carter pass incomplete intended for Antonio Bryant,4.240,3.690
4,0:49,2,10,NWE 20,0,12,Quincy Carter sacked by Richard Seymour for -3 yards,3.690,2.610
4,0:23,3,13,NWE 23,0,12,"Quincy Carter pass incomplete intended for Antonio Bryant. Penalty on Kurt Vollers: Offensive Holding, 10 yards (no play)",2.610,1.290
4,0:17,3,23,NWE 33,0,12,"Quincy Carter pass incomplete intended for Antonio Bryant. Penalty on Eugene Wilson: Unnecessary Roughness, 14 yards",1.290,4.310
4,0:11,1,10,NWE 19,0,12,"Quincy Carter pass incomplete intended for Antonio Bryant is intercepted by Ty Law and returned for 45 yards. Ty Law fumbles, recovered by Randal Williams at tm_-50 (tackle by Ty Law). Penalty on NWE: Illegal Block Above the Waist (Declined)",4.310,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
