Quarter,Time,Down,ToGo,Location,NYJ,GNB,Detail,EPB,EPA
2,5:40,2,10,GNB 25,3,0,Aaron Rodgers pass complete short right to Robert Tonyan for 6 yards (tackle by Quincy Williams),0.060,0.170
2,5:09,3,4,GNB 31,3,0,Aaron Rodgers pass complete deep right to Robert Tonyan for 16 yards (tackle by Jordan Whitehead),0.170,2.060
2,4:30,1,10,GNB 47,3,0,Aaron Jones up the middle for 1 yard (tackle by C.J. Mosley and Micheal Clemons),2.060,1.650
2,3:49,2,9,GNB 48,3,0,AJ Dillon up the middle for 5 yards (tackle by Vinny Curry),1.650,1.620
2,3:10,3,4,NYJ 47,3,0,Aaron Rodgers pass complete short left to AJ Dillon for 1 yard (tackle by Jordan Whitehead and C.J. Mosley),1.620,0.200
2,2:26,4,3,NYJ 46,3,0,Aaron Rodgers pass incomplete deep right intended for Romeo Doubs,0.200,-1.990
2,2:20,1,10,NYJ 46,3,0,Breece Hall left end for 11 yards (tackle by Quay Walker),1.990,2.720
2,2:00,1,10,GNB 43,3,0,Zach Wilson pass complete short right to Breece Hall for 2 yards (tackle by Preston Smith),2.720,2.450
2,1:24,2,8,GNB 41,3,0,Zach Wilson pass complete short middle to Braxton Berrios for 6 yards (tackle by Jaire Alexander),2.450,2.540
2,0:42,3,2,GNB 35,3,0,Zach Wilson pass incomplete short left intended for Garrett Wilson (defended by Jaire Alexander),2.540,0.990
2,0:36,4,2,GNB 35,3,0,Greg Zuerlein 53 yard field goal no good,0.990,-1.800
2,0:31,1,10,GNB 43,3,0,Aaron Rodgers pass complete short right to Robert Tonyan for 10 yards (tackle by Sauce Gardner),1.800,2.460
2,0:26,1,10,NYJ 47,3,0,Aaron Rodgers pass complete short left to Randall Cobb for 8 yards (tackle by Michael Carter),2.460,2.990
2,0:22,2,2,NYJ 39,3,0,Aaron Rodgers pass complete short middle to Robert Tonyan for 12 yards (tackle by D.J. Reed),2.990,3.780
2,0:14,1,10,NYJ 27,3,0,Aaron Rodgers pass complete short right to Romeo Doubs for 8 yards (tackle by Sauce Gardner),3.780,4.350
2,0:09,,,,,,Timeout #1 by Green Bay Packers,,
2,0:09,,,,,,Timeout #2 by New York Jets,,
2,0:09,2,2,NYJ 19,3,0,Aaron Rodgers pass complete short left to Allen Lazard for 8 yards (tackle by C.J. Mosley),4.350,4.840
2,0:03,,,,,,Timeout #2 by Green Bay Packers,,
2,0:03,1,10,NYJ 11,3,3,Mason Crosby 29 yard field goal good,4.840,3.000
Quarter,Time,Down,ToGo,Location,NYJ,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,3,3,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NYJ 25,3,3,Breece Hall right end for 1 yard (tackle by Kenny Clark and Quay Walker),0.610,0.200
3,14:20,2,9,NYJ 26,3,3,Zach Wilson pass incomplete short left intended for Tyler Conklin,0.200,-0.490
3,14:11,3,9,NYJ 26,3,3,Zach Wilson pass incomplete short left intended for Garrett Wilson (defended by Jaire Alexander),-0.490,-1.630
3,14:05,4,9,NYJ 26,3,3,"Braden Mann punts 50 yards, returned by Amari Rodgers for 4 yards (tackle by Jamien Sherwood and Marcell Harris)",-1.630,-0.810
3,13:55,1,10,GNB 28,3,3,Aaron Jones right end for no gain (tackle by Quincy Williams),0.810,0.260
3,13:28,2,10,GNB 28,3,3,Aaron Rodgers pass complete short right to Josiah Deguara for 9 yards (tackle by Michael Carter),0.260,0.760
3,12:42,3,1,GNB 37,3,3,Aaron Jones up the middle for 2 yards (tackle by Carl Lawson and Quincy Williams),0.760,1.530
3,12:05,1,10,GNB 39,3,3,Aaron Jones left end for 7 yards (tackle by D.J. Reed and C.J. Mosley),1.530,1.930
3,11:20,2,3,GNB 46,3,3,Aaron Rodgers pass incomplete short right intended for AJ Dillon,1.930,1.220
3,11:16,3,3,GNB 46,3,3,Aaron Rodgers sacked by John Franklin-Myers for -7 yards,1.220,-0.780
3,10:32,4,10,GNB 39,3,3,"Pat O'Donnell punts 46 yards, returned by Braxton Berrios for 11 yards (tackle by Isaiah McDuffie)",-0.780,-0.670
3,10:21,1,10,NYJ 26,3,3,Breece Hall left guard for 2 yards (tackle by Kingsley Enagbare),0.670,0.400
3,9:44,2,8,NYJ 28,3,3,Zach Wilson pass complete short left to Corey Davis for 11 yards (tackle by Jaire Alexander and Adrian Amos),0.400,1.530
3,9:04,1,10,NYJ 39,3,3,Zach Wilson pass complete deep right to Corey Davis for 41 yards (tackle by Eric Stokes),1.530,4.240
3,8:19,1,10,GNB 20,9,3,"Braxton Berrios left end for 20 yards, touchdown",4.240,7.000
3,8:11,,,GNB 15,10,3,Greg Zuerlein kicks extra point good,0.000,0.000
3,8:11,,,NYJ 35,10,3,"Greg Zuerlein kicks off 67 yards, returned by Keisean Nixon for 32 yards (tackle by Jamien Sherwood)",0.000,0.940
3,8:06,1,10,GNB 30,10,3,Aaron Rodgers pass incomplete short middle,0.940,0.390
3,7:58,2,10,GNB 30,10,3,AJ Dillon left end for 19 yards (tackle by Quincy Williams and Lamarcus Joyner),0.390,2.190
3,7:16,1,10,GNB 49,10,3,AJ Dillon up the middle for 2 yards (tackle by Carl Lawson and Quinnen Williams),2.190,1.920
3,6:36,2,8,NYJ 49,10,3,Aaron Rodgers pass incomplete short right intended for Romeo Doubs (defended by Sauce Gardner),1.920,1.220
3,6:29,3,8,NYJ 49,10,3,Aaron Rodgers sacked by Quinnen Williams for -12 yards,1.220,-0.780
3,5:52,4,20,GNB 39,16,3,"Pat O'Donnell punts blocked by Micheal Clemons, touchdown",-0.780,-7.000
3,5:43,,,GNB 15,17,3,Greg Zuerlein kicks extra point good,0.000,0.000
3,5:43,,,NYJ 35,17,3,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,5:43,1,10,GNB 25,17,3,Aaron Jones up the middle for 3 yards (tackle by Nathan Shepherd and Quincy Williams),0.610,0.400
3,5:16,2,8,GNB 28,17,3,Aaron Rodgers pass complete short middle to Aaron Jones for 5 yards (tackle by C.J. Mosley),0.400,0.430
3,4:38,3,2,GNB 33,17,3,"Aaron Rodgers pass incomplete deep right intended for Allen Lazard (defended by Sauce Gardner). Penalty on Jordan Whitehead: Unnecessary Roughness / Defense, 15 yards (accepted) (no play). Penalty on Sauce Gardner: Defensive Pass Interference (Declined)",0.430,2.130
3,4:31,1,10,GNB 48,17,3,AJ Dillon left tackle for 1 yard (tackle by Quincy Williams),2.130,1.720
3,4:08,2,9,GNB 49,17,3,Aaron Rodgers pass complete short left to AJ Dillon for 7 yards (tackle by Quincy Williams),1.720,1.950
3,3:13,3,2,NYJ 44,17,3,"Aaron Rodgers pass incomplete short middle intended for AJ Dillon. Penalty on C.J. Mosley: Illegal Contact, 5 yards (accepted) (no play)",1.950,2.980
3,3:13,1,10,NYJ 39,17,3,Aaron Rodgers pass complete short left to Aaron Jones for 14 yards (tackle by C.J. Mosley),2.980,3.910
3,2:40,1,10,NYJ 25,17,9,"Aaron Rodgers pass complete deep right to Allen Lazard for 25 yards, touchdown",3.910,7.000
3,2:35,,,NYJ 15,17,10,Mason Crosby kicks extra point good,0.000,0.000
3,2:35,,,GNB 35,17,10,"Penalty on NYJ: Roughing the Passer, 15 yards (accepted) (no play)",0.000,-2.260
3,2:35,1,10,GNB 50,17,10,"Mason Crosby kicks off 45 yards, returned by Braxton Berrios for 29 yards (tackle by Adrian Amos)",2.260,1.200
3,2:31,1,10,NYJ 34,17,10,Breece Hall right guard for 1 yard (tackle by Rasul Douglas),1.200,0.790
3,1:53,2,9,NYJ 35,17,10,Zach Wilson pass complete short left to C.J. Uzomah for 14 yards (tackle by De'Vondre Campbell),0.790,2.190
3,1:06,1,10,NYJ 49,17,10,Michael Carter left end for 1 yard (tackle by Jarran Reed),2.190,1.780
3,0:26,2,9,GNB 50,17,10,Zach Wilson pass complete short middle to Tyler Conklin for 16 yards (tackle by Rasul Douglas),1.780,3.310
Quarter,Time,Down,ToGo,Location,NYJ,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 34,23,10,"Breece Hall up the middle for 34 yards, touchdown",3.310,7.000
4,14:52,,,GNB 15,24,10,Greg Zuerlein kicks extra point good,0.000,0.000
4,14:52,,,NYJ 35,24,10,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,14:52,1,10,GNB 25,24,10,Aaron Rodgers pass complete short middle to Robert Tonyan for 5 yards (tackle by Jordan Whitehead and Quincy Williams),0.610,0.740
4,14:19,2,5,GNB 30,24,10,Aaron Jones up the middle for 4 yards (tackle by John Franklin-Myers and Quincy Williams),0.740,0.560
4,13:39,3,1,GNB 34,24,10,Aaron Rodgers pass incomplete deep left intended for Allen Lazard (defended by Sauce Gardner),0.560,-1.110
4,13:31,4,1,GNB 34,24,10,Aaron Jones right guard for 3 yards (tackle by Lamarcus Joyner),-1.110,1.400
4,13:06,1,10,GNB 37,24,10,Aaron Rodgers pass incomplete deep right intended for Allen Lazard,1.400,0.860
4,13:01,2,10,GNB 37,24,10,Aaron Rodgers pass complete short right to Allen Lazard for 8 yards,0.860,1.220
4,12:26,3,2,GNB 45,24,10,Aaron Rodgers pass complete short right to Robert Tonyan for 8 yards (tackle by Quincy Williams),1.220,2.460
4,11:47,1,10,NYJ 47,24,10,Aaron Rodgers pass complete short right to Amari Rodgers for 14 yards (tackle by Sauce Gardner),2.460,3.380
4,11:19,1,10,NYJ 33,24,10,Aaron Rodgers pass complete short left to AJ Dillon for 3 yards (tackle by Michael Carter and C.J. Mosley),3.380,3.240
4,10:43,2,7,NYJ 30,24,10,"Aaron Rodgers pass complete to Juwann Winfree for no gain (tackle by Brandin Echols). Penalty on Elgton Jenkins: Offensive Holding, 10 yards (accepted) (no play)",3.240,1.890
4,10:06,2,17,NYJ 40,24,10,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (accepted) (no play)",1.890,1.220
4,10:06,2,22,NYJ 45,24,10,Aaron Rodgers pass incomplete deep right intended for Allen Lazard (defended by Brandin Echols),1.220,0.560
4,9:59,3,22,NYJ 45,24,10,Aaron Rodgers pass complete short middle to Robert Tonyan for 8 yards (tackle by Michael Carter and Kwon Alexander),0.560,0.790
4,9:21,4,14,NYJ 37,24,10,Aaron Rodgers pass incomplete deep middle intended for Robert Tonyan (defended by Kwon Alexander),0.790,-1.400
4,9:12,1,10,NYJ 37,24,10,Breece Hall left end for 1 yard (tackle by Rashan Gary),1.400,0.990
4,8:34,2,9,NYJ 38,24,10,Breece Hall right tackle for 12 yards (tackle by Darnell Savage),0.990,2.260
4,7:54,1,10,GNB 50,24,10,Breece Hall right tackle for 12 yards (tackle by Quay Walker and Adrian Amos),2.260,3.050
4,7:10,1,10,GNB 38,24,10,Michael Carter left end for 25 yards (tackle by Adrian Amos),3.050,4.710
4,6:21,1,10,GNB 13,24,10,Michael Carter right tackle for 8 yards (tackle by De'Vondre Campbell),4.710,5.540
4,5:37,2,2,GNB 5,24,10,Michael Carter left tackle for 1 yard (tackle by Preston Smith),5.540,5.010
4,4:57,3,1,GNB 4,24,10,Tyler Conklin up the middle for 1 yard (tackle by Dean Lowry),5.010,6.510
4,4:07,1,3,GNB 3,24,10,Michael Carter right guard for 2 yards (tackle by Kenny Clark and De'Vondre Campbell),6.510,5.910
4,3:55,,,,,,Timeout #1 by Green Bay Packers,,
4,3:55,2,1,GNB 1,24,10,"Breece Hall up the middle for -3 yards (tackle by Adrian Amos and De'Vondre Campbell). Penalty on Tedarrell Slaton: Unsportsmanlike Conduct / Defense, 2 yards (accepted)",5.910,6.740
4,3:50,,,,,,Timeout #2 by Green Bay Packers,,
4,3:50,1,2,GNB 2,24,10,Breece Hall right tackle for -3 yards (tackle by Rashan Gary and De'Vondre Campbell),6.740,5.150
4,3:45,2,5,GNB 5,24,10,Breece Hall right end for 4 yards (tackle by Eric Stokes),5.150,5.170
4,3:36,,,,,,Timeout #3 by Green Bay Packers,,
4,3:36,3,1,GNB 1,24,10,Zach Wilson left end for no gain (tackle by De'Vondre Campbell). Penalty on Rashan Gary: Defensive Offside (accepted) (no play),5.170,5.170
4,3:28,3,1,GNB 1,24,10,Zach Wilson up the middle for no gain (tackle by Rashan Gary and Tedarrell Slaton),5.170,3.550
4,2:37,4,1,GNB 1,24,10,"Penalty on NYJ: Delay of Game, 4 yards (accepted) (no play)",3.550,3.010
4,2:37,4,5,GNB 5,27,10,Greg Zuerlein 23 yard field goal good,3.010,3.000
4,2:34,,,NYJ 35,27,10,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,2:34,1,10,GNB 25,27,10,Jordan Love pass complete short middle to Robert Tonyan for 8 yards (tackle by Jordan Whitehead),0.610,1.140
4,2:12,2,2,GNB 33,27,10,Jordan Love pass incomplete short left intended for Romeo Doubs,1.140,0.430
4,2:10,3,2,GNB 33,27,10,Jordan Love pass complete short left to AJ Dillon for no gain (tackle by C.J. Mosley),0.430,-1.180
4,2:00,4,2,GNB 33,27,10,Jordan Love pass incomplete short middle intended for Allen Lazard,-1.180,-3.450
4,1:57,1,10,GNB 32,27,10,Zach Wilson kneels for -1 yards,3.450,2.770
4,1:18,2,11,GNB 33,27,10,Zach Wilson kneels for -1 yards,2.770,1.950
4,0:37,3,12,GNB 34,27,10,Zach Wilson kneels for -1 yards,1.950,0.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
