Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
1,5:29,1,10,DET 37,0,3,"Jeff Garcia for no gain. Shaun Rogers fumbles (forced by Jeff Garcia), recovered by Shaun Rogers at TAM-49 (tackle by Jeff Garcia)",3.120,-2.320
1,4:52,1,10,TAM 49,0,3,Jon Kitna pass complete short middle to Roy E. Williams for 9 yards (tackle by Kevin Carter),2.320,3.000
1,4:44,2,1,TAM 40,0,3,Kevin Jones left tackle for 3 yards (tackle by Chris Hovan and Jovan Haye),3.000,3.120
1,4:08,1,10,TAM 37,0,3,Jon Kitna pass complete deep right to Calvin Johnson for 19 yards (tackle by Phillip Buchanon),3.120,4.370
1,3:24,1,10,TAM 18,0,3,Kevin Jones up the middle for 17 yards (tackle by Jermaine Phillips),4.370,6.970
1,2:55,1,1,TAM 1,0,9,"Kevin Jones right end for 1 yard, touchdown",6.970,7.000
1,,,,TAM 2,0,10,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,0,10,"Jason Hanson kicks off 69 yards, returned by Mark Jones for 18 yards (tackle by Alex Lewis)",0.000,0.150
1,2:46,1,10,TAM 19,0,10,Jeff Garcia pass complete short middle to Ike Hilliard for 5 yards (tackle by Paris Lenon),0.150,0.340
1,2:12,2,5,TAM 24,0,10,Jeff Garcia pass complete short left to Joey Galloway for 6 yards (tackle by Travis Fisher),0.340,0.940
1,1:33,1,10,TAM 30,0,10,Earnest Graham left tackle for 1 yard (tackle by Kalimba Edwards),0.940,0.530
1,1:00,2,9,TAM 31,0,10,Jeff Garcia pass complete short left to Earnest Graham for 14 yards (tackle by Travis Fisher),0.530,1.930
1,0:24,1,10,TAM 45,0,10,Jeff Garcia pass complete deep left to Ike Hilliard for 38 yards (tackle by Gerald Alexander),1.930,4.440
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 17,0,10,"Penalty on Arron Sears: False Start, 5 yards (no play)",4.440,4.110
2,15:00,1,15,DET 22,0,10,Earnest Graham up the middle for 9 yards (tackle by Paris Lenon and Idrees Bashir),4.110,4.500
2,14:26,2,6,DET 13,0,10,Jeff Garcia pass complete short left to B.J. Askew for 9 yards (tackle by Travis Fisher),4.500,6.280
2,13:56,1,4,DET 4,0,10,"Earnest Graham right end for 1 yard (tackle by Ernie Sims). Penalty on Jeremy Trueblood: Offensive Holding, 10 yards (no play)",6.280,4.440
2,13:32,1,14,DET 14,0,10,Jeff Garcia pass complete short right to Earnest Graham for 9 yards (tackle by Gerald Alexander),4.440,5.150
2,12:53,2,5,DET 5,6,10,"Jeff Garcia pass complete short right to Ike Hilliard for 5 yards, touchdown",5.150,7.000
2,,,,DET 2,7,10,Matt Bryant kicks extra point good,0.000,0.000
2,,,,TAM 30,7,10,"Matt Bryant kicks off 68 yards, returned by Troy Walters for 27 yards (tackle by Jeremiah Trotter)",0.000,0.870
2,12:42,1,10,DET 29,7,10,Jon Kitna pass incomplete deep middle intended for Calvin Johnson (defended by Ronde Barber),0.870,0.330
2,12:37,2,10,DET 29,7,10,Kevin Jones up the middle for -3 yards (tackle by Jermaine Phillips),0.330,-0.760
2,11:50,3,13,DET 26,7,10,Jon Kitna pass complete short right to Kevin Jones for 8 yards (tackle by Derrick Brooks),-0.760,-1.110
2,11:10,4,5,DET 34,7,10,"Nick Harris punts 48 yards, returned by Ike Hilliard for 2 yards (tackle by Keith Smith)",-1.110,-0.280
2,11:01,1,10,TAM 20,7,10,Earnest Graham right end for 6 yards (tackle by Alex Lewis and Fernando Bryant),0.280,0.540
2,10:34,2,4,TAM 26,7,10,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",0.540,-0.130
2,9:59,2,9,TAM 21,7,10,Jeff Garcia pass complete short left to Joey Galloway for 13 yards (tackle by Tony Beckham),-0.130,1.200
2,9:25,1,10,TAM 34,7,10,Earnest Graham right end for -1 yards (tackle by Cory Redding),1.200,0.520
2,8:47,2,11,TAM 33,7,10,Jeff Garcia pass complete short right to B.J. Askew for 8 yards (tackle by Dewayne White),0.520,0.890
2,8:25,3,3,TAM 41,7,10,Jeff Garcia pass complete short left to Jerramy Stevens for 8 yards (tackle by Paris Lenon),0.890,2.190
2,7:40,1,10,TAM 49,7,10,Jeff Garcia pass complete short left to Earnest Graham for 9 yards (tackle by Boss Bailey),2.190,2.860
2,7:04,2,1,DET 42,7,10,Earnest Graham right tackle for 2 yards (tackle by Kenoy Kennedy),2.860,2.920
2,6:31,1,10,DET 40,7,10,Jeff Garcia pass complete short left to B.J. Askew for 8 yards (tackle by Alex Lewis),2.920,3.450
2,6:10,2,2,DET 32,7,10,Earnest Graham right tackle for 3 yards (tackle by Kenoy Kennedy),3.450,3.640
2,5:34,1,10,DET 29,7,10,Jeff Garcia pass complete short left to Joey Galloway for 4 yards (tackle by Ernie Sims),3.640,3.640
2,5:03,2,6,DET 25,7,10,Zack Crockett up the middle for no gain (tackle by Teddy Lehman and Ernie Sims),3.640,2.940
2,4:24,3,6,DET 25,7,10,"Jeff Garcia pass complete to B.J. Askew for 11 yards (tackle by Gerald Alexander). Penalty on Davin Joseph: Personal Foul, 15 yards",2.940,3.640
2,3:59,1,10,DET 29,7,10,Michael Bennett right end for no gain (tackle by Dewayne White and Alex Lewis),3.640,3.100
2,3:18,2,10,DET 29,7,10,Jeff Garcia pass complete short middle to Earnest Graham for 4 yards (tackle by Langston Moore),3.100,2.940
2,2:33,,,,7,10,Timeout #1 by Tampa Bay Buccaneers,0.000,2.940
2,2:31,3,6,DET 25,7,10,Jeff Garcia right end for 3 yards (tackle by Paris Lenon),2.940,2.090
2,2:03,4,3,DET 22,7,10,Matt Bryant 40 yard field goal no good,2.090,-0.940
2,2:00,1,10,DET 30,7,10,"Jon Kitna pass complete short middle to Kevin Jones for 2 yards (tackle by Ronde Barber). Penalty on Jeff Backus: Ineligible Downfield Pass, 5 yards (no play)",0.940,0.610
2,1:54,1,15,DET 25,7,10,Jon Kitna pass complete short left to Roy E. Williams for 7 yards (tackle by Sammy Davis),0.610,0.660
2,1:30,2,8,DET 32,7,10,Jon Kitna pass complete short right to Kevin Jones for 3 yards (tackle by Derrick Brooks),0.660,0.370
2,1:23,,,,7,10,Timeout #1 by Detroit Lions,0.000,0.370
2,1:23,3,5,DET 35,7,10,Jon Kitna pass complete short left to Mike Furrey for 6 yards (tackle by Barrett Ruud),0.370,1.660
2,1:04,1,10,DET 41,7,10,Jon Kitna pass complete short left to Shaun McDonald for 17 yards (tackle by Jermaine Phillips),1.660,2.790
2,0:42,1,10,TAM 42,7,10,Jon Kitna pass complete short right to Kevin Jones for 14 yards (tackle by Kevin Carter),2.790,3.710
2,0:34,,,,7,10,Timeout #2 by Detroit Lions,0.000,3.710
2,0:34,1,10,TAM 28,7,10,Jon Kitna pass complete short right to Roy E. Williams for 7 yards (tackle by Phillip Buchanon),3.710,4.110
2,0:18,2,3,TAM 21,7,10,Jon Kitna spiked the ball,4.110,3.400
2,0:16,3,3,TAM 21,7,10,Jon Kitna sacked by Jovan Haye for -3 yards,3.400,1.890
2,0:09,,,,7,10,Timeout #3 by Detroit Lions,0.000,1.890
2,0:09,4,6,TAM 24,7,13,"Jason Hanson 42 yard field goal good. Penalty on Derrick Brooks: Roughing the Kicker, 15 yards",1.890,3.000
2,,,,TAM 45,7,13,"Jason Hanson kicks off 45 yards, touchback",0.000,0.280
2,0:05,1,10,TAM 20,7,13,Jeff Garcia kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,7,13,"Matt Bryant kicks off 72 yards, returned by Troy Walters for 18 yards (tackle by Torrie Cox)",0.000,-0.140
3,14:56,1,10,DET 16,7,13,Jon Kitna pass complete short right to Kevin Jones for -1 yards (tackle by Derrick Brooks),-0.140,-0.780
3,14:31,2,11,DET 15,7,13,Jon Kitna pass incomplete short middle intended for Casey Fitzsimmons,-0.780,-1.470
3,14:27,3,11,DET 15,7,13,Jon Kitna sacked by Stylez G. White for -9 yards,-1.470,-2.490
3,13:58,4,20,DET 6,7,13,"Nick Harris punts 44 yards, returned by Phillip Buchanon for 6 yards (tackle by Boss Bailey)",-2.490,-2.650
3,13:47,1,10,DET 44,7,13,Earnest Graham right tackle for 2 yards (tackle by Ernie Sims and Dewayne White),2.650,2.380
3,13:15,2,8,DET 42,7,13,Jeff Garcia sacked by Dewayne White for -5 yards,2.380,1.030
3,12:43,3,13,DET 47,7,13,Jeff Garcia pass incomplete short left intended for Earnest Graham,1.030,0.130
3,12:39,4,13,DET 47,7,13,"Josh Bidwell punts 47 yards, touchback",0.130,-0.280
3,12:30,1,10,DET 20,7,13,Kevin Jones right end for 2 yards (tackle by Chris Hovan and Barrett Ruud),0.280,0.000
3,11:53,2,8,DET 22,7,13,Jon Kitna pass complete short left to Kevin Jones for 7 yards (tackle by Sammy Davis),0.000,0.230
3,11:06,3,1,DET 29,7,13,T.J. Duckett right tackle for 12 yards (tackle by Tanard Jackson),0.230,1.660
3,10:29,1,10,DET 41,7,13,T.J. Duckett up the middle for 6 yards (tackle by Derrick Brooks),1.660,1.930
3,9:55,2,4,DET 47,7,13,T.J. Duckett left tackle for 11 yards (tackle by Cato June and Jovan Haye),1.930,2.790
3,9:15,1,10,TAM 42,7,13,T.J. Duckett left tackle for 1 yard (tackle by Jermaine Phillips),2.790,2.380
3,8:37,2,9,TAM 41,7,13,Jon Kitna pass complete deep right to Mike Furrey for 18 yards (tackle by Ronde Barber),2.380,4.040
3,7:54,1,10,TAM 23,7,13,Jon Kitna up the middle for 9 yards (tackle by Phillip Buchanon),4.040,4.950
3,7:10,2,1,TAM 14,7,13,Kevin Jones up the middle for 3 yards (tackle by Kevin Carter),4.950,4.840
3,6:25,1,10,TAM 11,7,13,Kevin Jones right end for 6 yards (tackle by Greg Spires),4.840,5.280
3,5:50,2,4,TAM 5,7,13,"Penalty on Jeff Backus: False Start, 5 yards (no play)",5.280,4.320
3,5:37,2,9,TAM 10,7,13,Jon Kitna sacked by Chris Hovan and Kevin Carter for -4 yards,4.320,3.030
3,5:00,3,13,TAM 14,7,13,Jon Kitna pass complete short right to Shaun McDonald for no gain,3.030,2.510
3,4:17,4,13,TAM 14,7,16,Jason Hanson 32 yard field goal good,2.510,3.000
3,,,,DET 30,7,16,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
3,4:13,1,10,TAM 20,7,16,Jeff Garcia pass incomplete short right intended for Ike Hilliard,0.280,-0.270
3,4:06,2,10,TAM 20,7,16,Earnest Graham left tackle for 10 yards (tackle by Kalimba Edwards),-0.270,0.940
3,3:33,1,10,TAM 30,7,16,Jeff Garcia pass complete short middle to Jerramy Stevens for 7 yards (tackle by Paris Lenon),0.940,1.340
3,3:08,2,3,TAM 37,7,16,Jeff Garcia pass complete short right to Jerramy Stevens for no gain,1.340,0.630
3,2:34,,,,7,16,Timeout #1 by Tampa Bay Buccaneers,0.000,0.630
3,2:23,3,3,TAM 37,7,16,"Penalty on Jeff Garcia: Delay of Game, 5 yards (no play)",0.630,-0.030
3,2:23,3,8,TAM 32,7,16,Jeff Garcia pass complete short right to Joey Galloway for 16 yards (tackle by Gerald Alexander),-0.030,2.130
3,1:49,1,10,TAM 48,7,16,Earnest Graham left tackle for 4 yards (tackle by Ernie Sims),2.130,2.120
3,1:13,2,6,DET 48,7,16,Jeff Garcia pass complete short right to Jerramy Stevens for 4 yards (tackle by Fernando Bryant),2.120,1.950
3,0:40,3,2,DET 44,7,16,Earnest Graham right end for 1 yard (tackle by Boss Bailey),1.950,0.400
3,0:10,4,1,DET 43,7,16,Earnest Graham right tackle for 3 yards (tackle by Fernando Bryant),0.400,2.920
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 40,7,16,Jeff Garcia pass complete short middle to Earnest Graham for 4 yards (tackle by Ernie Sims),2.920,2.910
4,14:22,2,6,DET 36,7,16,Earnest Graham up the middle for 2 yards (tackle by Shaun Rogers),2.910,2.480
4,13:39,3,4,DET 34,7,16,Jeff Garcia pass complete short middle to Ike Hilliard for 4 yards (tackle by Ernie Sims),2.480,3.580
4,13:10,1,10,DET 30,7,16,Jeff Garcia pass complete short middle to Earnest Graham for 11 yards (tackle by Paris Lenon),3.580,4.310
4,12:23,1,10,DET 19,7,16,Michael Bennett up the middle for 18 yards (tackle by Kenoy Kennedy),4.310,6.970
4,11:54,1,1,DET 1,7,16,"Jeff Garcia for no gain. Jeff Garcia fumbles, recovered by Jared DeVries at DET-7 (tackle by Earnest Graham)",6.970,0.380
4,11:49,1,10,DET 7,7,16,Kevin Jones for 7 yards (tackle by Ronde Barber),-0.380,-0.250
4,11:29,2,3,DET 14,7,16,Kevin Jones right tackle for 2 yards (tackle by Jovan Haye),-0.250,-0.370
4,10:45,3,1,DET 16,7,16,Jon Kitna right end for 2 yards (tackle by Jermaine Phillips),-0.370,0.040
4,9:59,1,10,DET 18,7,16,Kevin Jones left tackle for 3 yards (tackle by Ronde Barber and Chris Hovan),0.040,0.010
4,9:15,2,7,DET 21,7,16,Jon Kitna pass complete short left to Casey Fitzsimmons for 12 yards (tackle by Derrick Brooks),0.010,1.140
4,8:33,1,10,DET 33,7,16,Jon Kitna pass complete short middle to Kevin Jones for 3 yards (tackle by Barrett Ruud),1.140,1.000
4,7:50,2,7,DET 36,7,16,Kevin Jones left end for 14 yards (tackle by Cato June),1.000,2.260
4,7:20,1,10,,7,16,Jon Kitna pass complete deep middle to Calvin Johnson for 18 yards (tackle by Jermaine Phillips),2.260,3.450
4,6:38,1,10,TAM 32,7,22,"Calvin Johnson right end for 32 yards, touchdown",3.450,7.000
4,,,,TAM 2,7,23,Jason Hanson kicks extra point good,0.000,0.000
4,,,,DET 30,7,23,"Jason Hanson kicks off 75 yards, returned by Torrie Cox for 27 yards (tackle by Ramzee Robinson)",0.000,0.410
4,6:24,1,10,TAM 22,7,23,Jeff Garcia pass complete short right to Ike Hilliard for 3 yards (tackle by Fernando Bryant),0.410,0.270
4,5:58,2,7,TAM 25,7,23,Jeff Garcia pass complete short right to Ike Hilliard for 8 yards (tackle by Kenoy Kennedy),0.270,1.140
4,5:32,1,10,TAM 33,7,23,Jeff Garcia pass incomplete short right intended for Earnest Graham (defended by Dewayne White),1.140,0.590
4,5:29,2,10,TAM 33,7,23,Earnest Graham left tackle for 9 yards (tackle by Langston Moore),0.590,1.090
4,5:04,3,1,TAM 42,7,23,Jeff Garcia up the middle for 1 yard (tackle by Langston Moore),1.090,1.800
4,4:35,1,10,TAM 43,7,23,Jeff Garcia pass incomplete short left intended for Earnest Graham,1.800,1.250
4,4:30,2,10,TAM 43,7,23,Jeff Garcia pass incomplete short right intended for Jerramy Stevens,1.250,0.560
4,4:23,3,10,TAM 43,7,23,Jeff Garcia pass complete short left to Ike Hilliard for 15 yards (tackle by Ernie Sims),0.560,2.790
4,4:01,1,10,DET 42,7,23,Jeff Garcia up the middle for 7 yards (tackle by Teddy Lehman),2.790,3.190
4,3:39,,,,7,23,Timeout #1 by Detroit Lions,0.000,3.190
4,3:39,2,3,DET 35,7,23,"Jeff Garcia pass complete short left to Ike Hilliard for 9 yards (tackle by Travis Fisher). Penalty on Travis Fisher: Face Mask (5 Yards), 5 yards",3.190,4.170
4,3:28,1,10,DET 21,7,23,Jeff Garcia sacked by Dewayne White for -5 yards,4.170,2.950
4,3:11,2,15,DET 26,7,23,Earnest Graham left end for 9 yards (tackle by Kenoy Kennedy),2.950,3.460
4,2:45,3,6,DET 17,7,23,Jeff Garcia pass complete short left to Earnest Graham for 2 yards (tackle by Ernie Sims),3.460,2.520
4,2:37,,,,7,23,Timeout #2 by Tampa Bay Buccaneers,0.000,2.520
4,2:37,4,4,DET 15,7,23,"Jeff Garcia pass incomplete short middle intended for B.J. Askew. Penalty on Paris Lenon: Roughing the Passer, 8 yards (no play)",2.520,5.600
4,2:33,1,7,DET 7,7,23,Jeff Garcia pass complete short middle to Earnest Graham for 3 yards (tackle by Alex Lewis),5.600,5.340
4,2:11,2,4,DET 4,7,23,Jeff Garcia pass incomplete short middle intended for Earnest Graham,5.340,4.490
4,2:06,3,4,DET 4,13,23,"Jeff Garcia pass complete short middle to Maurice Stovall for 4 yards, touchdown",4.490,7.000
4,,,,,13,23,"Two Point Attempt: Jeff Garcia pass incomplete intended for Anthony Becht, conversion fails",1.000,-1.000
4,,,,TAM 30,13,23,"Matt Bryant kicks onside 10 yards, recovered by Torrie Cox (onside kick successful)",0.000,1.600
4,1:59,1,10,TAM 40,13,23,Jeff Garcia pass complete short right to Ike Hilliard for 5 yards (tackle by Fernando Bryant),1.600,1.730
4,1:53,2,5,TAM 45,13,23,Jeff Garcia pass complete short middle to Earnest Graham for 15 yards (tackle by Travis Fisher),1.730,2.920
4,1:38,1,10,DET 40,13,23,Jeff Garcia spiked the ball,2.920,2.370
4,1:36,2,10,DET 40,13,23,Jeff Garcia pass complete short middle to Earnest Graham for 9 yards (tackle by Travis Fisher),2.370,2.870
4,1:16,3,1,DET 31,13,23,Jeff Garcia pass complete short middle to Earnest Graham for no gain,2.870,1.410
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
4,1:09,,,,13,23,Timeout #3 by Tampa Bay Buccaneers,0.000,1.410
4,1:09,4,1,DET 31,16,23,Matt Bryant 48 yard field goal good,1.410,3.000
4,,,,TAM 30,16,23,"Matt Bryant kicks onside 26 yards, recovered by Casey Fitzsimmons",0.000,1.860
4,0:44,1,10,DET 44,16,23,Jon Kitna kneels for -1 yards,1.860,1.180
4,0:24,2,11,DET 43,16,23,Jon Kitna kneels for -1 yards,1.180,0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
