Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
1,8:02,1,10,DET 16,0,0,Chester Taylor left end for 14 yards (tackle by LaMarcus Hicks),4.510,6.740
1,7:27,1,2,DET 2,0,6,"Chester Taylor left tackle for 2 yards, touchdown",6.740,7.000
1,,,,DET 2,0,7,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,MIN 30,0,7,"Ryan Longwell kicks off 65 yards, returned by Aveion Cason for 35 yards (tackle by Ryan Longwell)",0.000,1.600
1,7:16,1,10,DET 40,0,7,Jon Kitna pass complete short left to Roy E. Williams for 7 yards (tackle by Cedric Griffin),1.600,2.000
1,6:43,2,3,DET 47,0,7,Kevin Jones left tackle for 4 yards (tackle by Pat Williams),2.000,2.320
1,6:09,1,10,MIN 49,0,7,Jon Kitna pass complete short right to Roy E. Williams for -1 yards (tackle by Cedric Griffin),2.320,1.650
1,5:26,2,11,,0,7,Jon Kitna pass complete short middle to Troy Walters for 8 yards (tackle by Darren Sharper),1.650,2.020
1,4:49,,,,0,7,Timeout #1 by Detroit Lions,0.000,2.020
1,4:49,3,3,MIN 42,0,7,Jon Kitna pass complete short middle to Mike Furrey for 6 yards (tackle by Marcus McCauley),2.020,3.180
1,4:14,1,10,MIN 36,0,7,Jon Kitna pass incomplete short left intended for Roy E. Williams,3.180,2.640
1,4:07,2,10,MIN 36,0,7,Jon Kitna pass complete short middle to Kevin Jones for 11 yards (tackle by E.J. Henderson),2.640,3.910
1,3:24,1,10,MIN 25,0,7,"Kevin Jones for 4 yards (tackle by Ben Leber). Jon Kitna fumbles, recovered by Jon Kitna at MIN-28",3.910,3.360
1,2:48,2,10,MIN 25,0,7,Jon Kitna pass complete short right to Shaun McDonald for 7 yards (tackle by Charles Gordon),3.360,3.660
1,2:05,3,3,MIN 18,0,7,Jon Kitna pass incomplete deep right intended for Mike Furrey,3.660,2.350
1,2:01,4,3,MIN 18,3,7,Jason Hanson 37 yard field goal good,2.350,3.000
1,,,,DET 30,3,7,"Jason Hanson kicks off 69 yards, returned by Aundrae Allison for 15 yards (tackle by Ramzee Robinson)",0.000,-0.140
1,1:53,1,10,MIN 16,3,7,Tarvaris Jackson pass complete short middle to Adrian Peterson for 10 yards (tackle by Paris Lenon),-0.140,0.670
1,1:12,1,10,MIN 26,3,7,Adrian Peterson up the middle for no gain (tackle by Dewayne White),0.670,0.130
1,0:33,2,10,MIN 26,3,7,Adrian Peterson up the middle for 4 yards (tackle by Ernie Sims and Paris Lenon),0.130,-0.030
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,MIN 30,3,7,Tarvaris Jackson pass complete short right to Sidney Rice for 13 yards (tackle by Tony Beckham),-0.030,1.800
2,14:31,1,10,MIN 43,3,7,Tarvaris Jackson pass complete short right to Aundrae Allison for 35 yards (tackle by Kenoy Kennedy),1.800,4.110
2,13:51,1,10,DET 22,3,7,Adrian Peterson left end for 2 yards (tackle by Langston Moore),4.110,3.830
2,13:15,2,8,DET 20,3,7,Tarvaris Jackson pass complete to Chester Taylor for 7 yards,3.830,4.390
2,12:39,3,1,DET 13,3,7,Tony Richardson up the middle for 2 yards (tackle by LaMarcus Hicks),4.390,4.840
2,11:53,1,10,DET 11,3,7,"Penalty on Tarvaris Jackson: Delay of Game, 5 yards (no play)",4.840,4.340
2,11:39,1,15,DET 16,3,7,Tarvaris Jackson pass incomplete short middle intended for Adrian Peterson,4.340,3.440
2,11:30,2,15,DET 16,3,13,"Adrian Peterson right end for 16 yards, touchdown",3.440,7.000
2,,,,DET 2,3,14,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,3,14,"Ryan Longwell kicks off 68 yards, returned by Aveion Cason for 25 yards (tackle by Eric Frampton)",0.000,0.740
2,11:17,1,10,DET 27,3,14,Jon Kitna pass complete deep middle to Roy E. Williams for 24 yards (tackle by Darren Sharper),0.740,2.320
2,10:34,1,10,MIN 49,3,14,Jon Kitna pass complete deep left to Roy E. Williams for 43 yards (tackle by Cedric Griffin). Penalty on Cedric Griffin: Illegal Contact (Declined),2.320,5.830
2,10:10,1,6,MIN 6,3,14,Jon Kitna pass complete short left to Sean McHugh for 5 yards (tackle by Cedric Griffin),5.830,5.910
2,9:41,2,1,MIN 1,9,14,"Jon Kitna pass complete short left to Casey Fitzsimmons for 1 yard, touchdown",5.910,7.000
2,,,,MIN 2,10,14,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,10,20,"Jason Hanson kicks off 73 yards, returned by Aundrae Allison for 103 yards, touchdown",0.000,7.000
2,,,,DET 2,10,21,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,10,21,"Ryan Longwell kicks off 69 yards, returned by Aveion Cason for 25 yards (tackle by Vinny Ciurciu)",0.000,0.670
2,9:18,1,10,DET 26,10,21,"Penalty on Dominic Raiola: False Start, 5 yards (no play)",0.670,0.340
2,9:18,1,15,DET 21,10,21,Jon Kitna pass complete short left to Kevin Jones for no gain,0.340,-0.550
2,8:36,2,15,DET 21,10,21,Jon Kitna pass incomplete short middle intended for Mike Furrey,-0.550,-1.220
2,8:30,3,15,DET 21,10,21,Jon Kitna sacked by Jayme Mitchell for -12 yards,-1.220,-2.490
2,7:59,4,27,DET 9,10,21,"Nick Harris punts 52 yards, returned by Mewelde Moore for 10 yards (tackle by Ramzee Robinson)",-2.490,-2.190
2,7:48,1,10,MIN 49,10,21,Tarvaris Jackson up the middle for 6 yards (tackle by Teddy Lehman),2.190,2.460
2,7:07,2,4,DET 45,10,21,"Chester Taylor left end for 13 yards (tackle by Gerald Alexander). Penalty on Bobby Wade: Offensive Holding, 10 yards",2.460,2.860
2,6:42,2,1,DET 42,10,21,Adrian Peterson right end for 11 yards (tackle by Ernie Sims and Fernando Bryant),2.860,3.510
2,6:03,1,10,DET 31,10,21,Tarvaris Jackson up the middle for 6 yards (tackle by Ernie Sims),3.510,3.780
2,5:18,2,4,DET 25,10,21,Chester Taylor up the middle for 7 yards (tackle by Ernie Sims),3.780,4.370
2,4:36,1,10,DET 18,10,21,Adrian Peterson right tackle for 3 yards (tackle by Gerald Alexander),4.370,4.250
2,3:54,2,7,DET 15,10,21,Tarvaris Jackson pass incomplete intended for Chester Taylor,4.250,3.460
2,3:32,3,7,DET 15,10,21,Tarvaris Jackson left end for 10 yards (tackle by Kenoy Kennedy),3.460,6.060
2,3:05,1,5,DET 5,10,21,Chester Taylor up the middle for -1 yards (tackle by Cory Redding),6.060,4.950
2,2:22,2,6,DET 6,10,27,"Tarvaris Jackson pass complete to Bobby Wade for 6 yards, touchdown",4.950,7.000
2,,,,DET 2,10,28,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,10,28,"Ryan Longwell kicks off 72 yards, returned by Aveion Cason for 28 yards (tackle by Heath Farwell)",0.000,0.670
2,2:09,1,10,DET 26,10,28,Jon Kitna pass complete short middle to Mike Furrey for 9 yards (tackle by Charles Gordon),0.670,1.350
2,2:00,2,1,DET 35,10,28,Jon Kitna pass incomplete,1.350,0.630
2,1:54,3,1,DET 35,10,28,Jon Kitna pass complete short middle to Troy Walters for 6 yards (tackle by Ronyell Whitaker),0.630,1.660
2,1:34,1,10,DET 41,10,28,Jon Kitna pass complete short middle to Shaun McDonald for 9 yards (tackle by Ronyell Whitaker),1.660,2.340
2,1:13,2,1,MIN 50,10,28,Jon Kitna pass complete deep left to Shaun McDonald for 15 yards (tackle by Cedric Griffin),2.340,3.250
2,1:07,1,10,MIN 35,10,28,Jon Kitna pass incomplete is intercepted by Kenechi Udeze at MIN-36 and returned for 37 yards (tackle by Troy Walters),3.250,-3.780
2,0:53,1,10,DET 27,10,28,Adrian Peterson left end for 13 yards (tackle by Travis Fisher),3.780,4.650
2,0:43,,,,10,28,Timeout #1 by Minnesota Vikings,0.000,4.650
2,0:43,1,10,DET 14,10,28,Tarvaris Jackson pass complete short right to Robert Ferguson for -2 yards (tackle by Kenoy Kennedy),4.650,3.720
2,0:30,,,,10,28,Timeout #2 by Minnesota Vikings,0.000,3.720
2,0:30,2,12,DET 16,10,28,Tarvaris Jackson pass complete short right to Tony Richardson for 11 yards (tackle by Alex Lewis),3.720,4.960
2,0:10,3,1,DET 5,10,28,"Tarvaris Jackson spiked the ball. Penalty on Langston Moore: Unsportsmanlike Conduct, 3 yards",4.960,6.740
2,0:08,1,2,DET 2,10,34,"Tarvaris Jackson pass complete short right to Sidney Rice for 2 yards, touchdown. Penalty on Paris Lenon: Roughing the Passer, 15 yards",6.740,7.000
2,,,,DET 2,10,35,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 45,10,35,"Ryan Longwell kicks off 35 yards, returned by Mike Furrey for 10 yards (tackle by Heath Farwell)",0.000,1.930
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,10,35,"Jason Hanson kicks off 61 yards, returned by Aundrae Allison for 25 yards (tackle by Tony Beckham)",0.000,1.200
3,14:51,1,10,MIN 34,10,35,Tarvaris Jackson pass complete short left to Visanthe Shiancoe for 7 yards (tackle by Travis Fisher),1.200,1.600
3,14:16,2,3,MIN 41,10,35,Adrian Peterson up the middle for 4 yards (tackle by Ernie Sims),1.600,1.930
3,13:37,1,10,MIN 45,10,35,Tarvaris Jackson pass incomplete deep right intended for Sidney Rice (defended by Fernando Bryant),1.930,1.380
3,13:31,2,10,MIN 45,10,35,Adrian Peterson up the middle for 10 yards (tackle by Paris Lenon and Kenoy Kennedy),1.380,2.590
3,12:48,1,10,DET 45,10,35,Tarvaris Jackson pass complete deep right to Sidney Rice for 22 yards,2.590,4.040
3,12:17,1,10,DET 23,10,35,Adrian Peterson up the middle for 2 yards (tackle by Cory Redding),4.040,3.770
3,11:32,2,8,DET 21,10,35,Adrian Peterson left end for 7 yards (tackle by Langston Moore),3.770,4.280
3,10:49,3,1,DET 14,10,35,"Penalty on Tarvaris Jackson: False Start, 5 yards (no play)",4.280,3.340
3,10:32,3,6,DET 19,10,35,Tarvaris Jackson pass complete short middle to Sidney Rice for 6 yards (tackle by Tony Beckham). Penalty on Tony Beckham: Defensive Holding (Declined),3.340,4.710
3,10:12,1,10,DET 13,10,41,"Adrian Peterson left guard for 13 yards, touchdown",4.710,7.000
3,,,,DET 2,10,42,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,10,42,"Ryan Longwell kicks off 71 yards, returned by Aveion Cason for 30 yards (tackle by Eric Frampton)",0.000,0.870
3,9:59,1,10,DET 29,10,42,Jon Kitna pass complete short right to Kevin Jones for 5 yards (tackle by Marcus McCauley),0.870,1.000
3,9:24,2,5,DET 34,10,42,Jon Kitna sacked by Kevin Williams for -9 yards,1.000,-0.890
3,8:52,3,14,DET 25,10,42,Jon Kitna pass incomplete short left intended for Calvin Johnson,-0.890,-1.700
3,8:47,4,14,DET 25,10,42,Nick Harris punts 50 yards,-1.700,-0.610
3,8:39,1,10,MIN 25,10,42,Chester Taylor right end for no gain (tackle by Paris Lenon),0.610,0.060
3,7:56,2,10,MIN 25,10,42,Tarvaris Jackson pass complete short left to Bobby Wade for 19 yards (tackle by Travis Fisher),0.060,1.860
3,7:15,1,10,MIN 44,10,42,Chester Taylor up the middle for 1 yard (tackle by Shaun Cody and Shaun Rogers),1.860,1.450
3,6:37,2,9,MIN 45,10,42,"Penalty on Shaun Cody: Encroachment, 5 yards (no play)",1.450,2.130
3,6:12,2,4,,10,42,Tarvaris Jackson pass complete short middle to Sidney Rice for 10 yards (tackle by Travis Fisher),2.130,2.920
3,5:31,1,10,DET 40,10,42,Chester Taylor up the middle for 5 yards (tackle by Paris Lenon),2.920,3.050
3,5:01,2,5,DET 35,10,42,Tarvaris Jackson pass complete short right to Jeff Dugan for 2 yards (tackle by Gerald Alexander),3.050,2.610
3,4:14,3,3,DET 33,10,42,Tarvaris Jackson pass incomplete intended for Bobby Wade (defended by Paris Lenon),2.610,1.190
3,4:07,4,3,DET 33,10,42,Chris Kluwe pass complete to Jeff Dugan for 27 yards (tackle by Teddy Lehman),1.190,5.830
3,3:17,1,6,DET 6,10,42,Chester Taylor right end for 1 yard (tackle by Ernie Sims and Travis Fisher),5.830,5.150
3,2:39,2,5,DET 5,10,42,Chester Taylor pass incomplete short right intended for Visanthe Shiancoe,5.150,4.260
3,2:33,3,5,DET 5,10,42,Tarvaris Jackson pass incomplete intended for Bobby Wade is intercepted by Travis Fisher at DET-3 and returned for 13 yards (tackle by Tarvaris Jackson),4.260,0.140
3,2:24,1,10,DET 16,10,42,Jon Kitna pass complete short right to Shaun McDonald for 15 yards (tackle by Dwight Smith),-0.140,1.000
3,1:50,1,10,DET 31,10,42,Jon Kitna pass complete short left to Mike Furrey for 8 yards (tackle by Marcus McCauley),1.000,1.540
3,1:10,2,2,DET 39,10,42,Kevin Jones up the middle for -3 yards (tackle by Erasmus James),1.540,0.430
3,0:27,3,5,DET 36,10,42,Jon Kitna pass complete short left to Mike Furrey for 11 yards (tackle by Cedric Griffin),0.430,2.060
,,,,,,,"DET challenged the ruling, and the original play was overturned.",,
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 47,10,42,Jon Kitna pass complete short right to Mike Furrey for 7 yards (tackle by Charles Gordon),2.060,2.460
4,14:25,2,3,MIN 46,10,42,"Penalty on Damien Woody: False Start, 5 yards (no play)",2.460,1.790
4,14:03,2,8,DET 49,10,42,"Jon Kitna pass complete to Mike Furrey for 3 yards (tackle by Darren Sharper). Jon Kitna fumbles, recovered by Jon Kitna at DET-41",1.790,1.750
4,14:03,3,3,MIN 46,10,42,Jon Kitna pass incomplete intended for Calvin Johnson,1.750,0.200
4,13:24,4,3,MIN 46,10,42,Jon Kitna pass complete short middle to Calvin Johnson for 17 yards (tackle by Charles Gordon),0.200,3.640
4,12:50,1,10,MIN 29,10,42,Jon Kitna sacked by E.J. Henderson for -8 yards. Jon Kitna fumbles (forced by E.J. Henderson),3.640,2.020
,,,,,,,"MIN challenged the ruling, and the original play was overturned.",,
4,12:31,2,18,MIN 37,10,42,"Jon Kitna pass complete short right to Shaun McDonald for 2 yards (tackle by Jayme Mitchell). Penalty on Shaun McDonald: Unsportsmanlike Conduct, 15 yards",2.020,-0.360
4,12:11,3,31,,10,42,Jon Kitna pass complete short middle to Aveion Cason for 11 yards (tackle by Charles Gordon),-0.360,0.660
4,11:20,4,20,MIN 39,10,42,"Nick Harris punts 28 yards, fair catch by Mewelde Moore",0.660,0.370
4,11:12,1,10,MIN 11,10,42,Chester Taylor left tackle for 2 yards (tackle by Shaun Rogers),-0.370,-0.630
4,10:28,2,8,MIN 13,10,42,Chester Taylor right guard for 11 yards (tackle by Keith Smith and Kenoy Kennedy),-0.630,0.540
4,9:44,1,10,MIN 24,10,42,Chester Taylor up the middle for -1 yards (tackle by Ernie Sims),0.540,-0.140
4,9:04,2,11,MIN 23,10,42,Tarvaris Jackson pass complete short left to Chester Taylor for 10 yards (tackle by Keith Smith),-0.140,0.500
4,8:20,3,1,MIN 33,10,42,Jeff Dugan up the middle for 4 yards (tackle by Ernie Sims),0.500,1.400
4,7:39,1,10,MIN 37,10,42,Mewelde Moore right end for 5 yards (tackle by Alex Lewis),1.400,1.530
4,6:55,2,5,MIN 42,10,42,Tarvaris Jackson pass complete short left to Aundrae Allison for 17 yards (tackle by Keith Smith),1.530,2.850
4,6:09,1,10,DET 41,10,42,Chester Taylor up the middle for 1 yard (tackle by Alex Lewis),2.850,2.440
4,5:30,2,9,DET 40,10,42,Mewelde Moore right end for 2 yards (tackle by Paris Lenon),2.440,2.020
4,4:44,3,7,DET 38,10,42,Mewelde Moore up the middle for -3 yards (tackle by Shaun Cody),2.020,0.530
4,4:01,4,10,DET 41,10,42,"Chris Kluwe punts 41 yards, touchback",0.530,-0.280
4,3:54,1,10,DET 20,10,42,"Penalty on Kenechi Udeze: Encroachment, 5 yards (no play)",0.280,1.010
4,3:54,1,5,DET 25,10,42,T.J. Duckett right end for 18 yards (tackle by Marcus McCauley),1.010,1.800
4,3:14,1,10,DET 43,10,42,T.J. Duckett right guard for 4 yards (tackle by E.J. Henderson and Pat Williams),1.800,1.790
4,2:36,2,6,DET 47,10,42,T.J. Duckett right end for no gain (tackle by Kenechi Udeze),1.790,1.090
4,2:00,3,6,DET 47,10,42,"J.T. O'Sullivan for no gain. J.T. O'Sullivan fumbles, recovered by J.T. O'Sullivan at DET-43",1.090,-0.520
4,1:20,4,10,DET 43,10,42,Nick Harris punts 52 yards,-0.520,0.380
4,1:11,1,10,MIN 5,10,42,Tarvaris Jackson kneels for -1 yards,-0.380,-0.850
4,0:31,2,11,MIN 4,10,42,Tarvaris Jackson kneels for -1 yards,-0.850,-1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
