Quarter,Time,Down,ToGo,Location,SEA,CIN,Detail,EPB,EPA
2,9:15,3,8,SEA 16,7,7,"Penalty on Russell Wilson: Delay of Game, 5 yards (no play)",-1.160,-1.770
2,8:51,3,13,SEA 11,7,7,Fred Jackson left guard for 5 yards (tackle by Emmanuel Lamur and Geno Atkins),-1.770,-2.390
2,8:14,4,8,SEA 16,7,7,"Jon Ryan punts 62 yards, returned by Brandon Tate for 10 yards (tackle by Ricardo Lockette)",-2.390,-1.070
2,8:02,1,10,CIN 32,7,7,Andy Dalton pass complete short right to A.J. Green for 12 yards (tackle by Richard Sherman and Cassius Marsh),1.070,1.860
2,7:29,1,10,CIN 44,7,7,Giovani Bernard right guard for -1 yards (tackle by Cassius Marsh),1.860,1.180
2,6:53,2,11,CIN 43,7,7,Andy Dalton right end for 2 yards (tackle by Bruce Irvin),1.180,0.760
2,6:12,3,9,CIN 45,7,7,"Andy Dalton pass incomplete deep left intended for Marvin Jones. Penalty on Kam Chancellor: Defensive Holding, 5 yards (no play)",0.760,2.260
2,6:06,1,10,,7,7,Jeremy Hill right guard for 5 yards (tackle by Kam Chancellor),2.260,2.390
2,5:32,2,5,SEA 45,7,7,Jeremy Hill left tackle for -2 yards (tackle by Brandon Mebane),2.390,1.420
2,4:52,3,7,SEA 47,7,7,"Penalty on Michael Bennett: Neutral Zone Infraction, 5 yards (no play)",1.420,2.080
2,4:30,3,2,SEA 42,7,7,Andy Dalton pass complete short middle to Giovani Bernard for 10 yards (tackle by Cary Williams and Cliff Avril),2.080,3.450
2,3:57,1,10,SEA 32,7,7,Jeremy Hill right tackle for no gain (tackle by K.J. Wright),3.450,2.900
2,3:17,2,10,SEA 32,7,7,Giovani Bernard right guard for 9 yards (tackle by Earl Thomas),2.900,3.400
2,2:50,3,1,SEA 23,7,7,Andy Dalton right guard for 2 yards (tackle by Cassius Marsh),3.400,4.170
2,2:00,1,10,SEA 21,7,7,Andy Dalton pass incomplete short middle intended for Jeremy Hill,4.170,3.630
2,1:56,2,10,SEA 21,7,7,Andy Dalton pass complete short right to Giovani Bernard for no gain,3.630,2.940
2,1:14,3,10,SEA 21,7,7,"Andy Dalton pass incomplete deep right intended for A.J. Green is intercepted by Earl Thomas at SEA-1 and returned for 68 yards. Penalty on Michael Bennett: Unnecessary Roughness, 15 yards",2.940,-0.040
2,0:54,1,10,SEA 18,7,7,Russell Wilson pass complete short middle to Fred Jackson for 8 yards (tackle by Vincent Rey),0.040,0.680
2,0:36,2,2,SEA 26,7,7,Russell Wilson pass complete short right to Doug Baldwin for 11 yards (tackle by George Iloka),0.680,1.400
2,0:28,1,10,SEA 37,7,7,Russell Wilson pass complete short left to Doug Baldwin for 13 yards (tackle by George Iloka),1.400,1.400
2,0:21,1,10,SEA 37,7,7,Timeout #1 by Seattle Seahawks,1.400,2.260
2,0:21,1,10,,7,7,Russell Wilson pass incomplete short right intended for Tyler Lockett,2.260,1.710
2,0:19,2,10,,7,7,Russell Wilson pass complete deep right to Tyler Lockett for 22 yards (tackle by Adam Jones),1.710,1.710
2,0:10,2,10,,7,7,Timeout #2 by Seattle Seahawks,1.710,3.710
2,0:09,1,10,CIN 28,7,7,Russell Wilson pass complete short middle to Jimmy Graham for 22 yards (tackle by George Iloka and Vincent Rey),3.710,3.710
2,0:02,1,10,CIN 28,7,7,Timeout #3 by Seattle Seahawks,3.710,5.830
2,0:02,1,6,CIN 6,10,7,Steven Hauschka 24 yard field goal good,5.830,3.000
Quarter,Time,Down,ToGo,Location,SEA,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,10,7,"Mike Nugent kicks off 67 yards, returned by Tyler Lockett for 21 yards (tackle by Rex Burkhead)",0.000,0.150
3,14:55,1,10,SEA 19,10,7,Thomas Rawls right tackle for no gain (tackle by Vincent Rey),0.150,-0.390
3,14:17,2,10,SEA 19,10,7,Thomas Rawls left tackle for 8 yards (tackle by Rey Maualuga),-0.390,-0.030
3,13:35,3,2,SEA 27,10,7,Russell Wilson pass complete short right to Jimmy Graham for 4 yards (tackle by Vincent Rey),-0.030,1.000
3,13:03,1,10,SEA 31,10,7,Thomas Rawls right guard for 5 yards (tackle by Vincent Rey),1.000,1.140
3,12:27,2,5,SEA 36,10,7,Rod Smith left guard for 2 yards (tackle by Rey Maualuga),1.140,0.700
3,11:45,3,3,SEA 38,10,7,Russell Wilson pass complete deep left to Doug Baldwin for 46 yards (tackle by Darqueze Dennard),0.700,4.510
3,11:14,1,10,CIN 16,10,7,Russell Wilson pass incomplete short middle intended for Jimmy Graham is intercepted by Adam Jones at CIN-2,4.510,0.380
3,11:07,1,10,CIN 2,10,7,Jeremy Hill middle for 2 yards (tackle by Brandon Mebane),-0.380,-0.630
3,10:34,2,8,CIN 4,10,7,Andy Dalton pass complete short right to Jeremy Hill for 12 yards (tackle by Bobby Wagner),-0.630,-0.140
3,9:52,1,10,CIN 16,10,7,Jeremy Hill right guard for 3 yards (tackle by Richard Sherman),-0.140,-0.180
3,9:07,2,7,CIN 19,10,7,Andy Dalton pass incomplete short right intended for A.J. Green (defended by Richard Sherman),-0.180,-0.950
3,9:01,3,7,CIN 19,10,7,Andy Dalton pass incomplete short right intended for Marvin Jones (defended by Cary Williams),-0.950,-2.140
,,,,,,,"SEA challenged the pass completion ruling, and the original play was overturned.",,
3,8:59,4,7,CIN 19,10,7,"Kevin Huber punts 50 yards, fair catch by Tyler Lockett",-2.140,-1.000
3,8:51,1,10,SEA 31,16,7,"Thomas Rawls right tackle for 69 yards, touchdown",1.000,7.000
3,8:51,,,CIN 31,17,7,Steven Hauschka kicks extra point good,0.000,0.000
3,8:51,,,SEA 35,17,7,"Steven Hauschka kicks off 70 yards, returned by Brandon Tate for 19 yards (tackle by Jermaine Kearse)",0.000,0.280
3,8:33,1,10,CIN 14,17,7,Giovani Bernard right tackle for 4 yards (tackle by Ahtyba Rubin),-0.280,-0.210
3,7:59,2,6,CIN 18,17,7,Andy Dalton pass complete short right to Giovani Bernard for 2 yards (tackle by K.J. Wright),-0.210,-0.680
3,7:22,3,4,CIN 20,17,7,Andy Dalton pass complete short middle to Tyler Eifert for 5 yards (tackle by Bobby Wagner and Kam Chancellor),-0.680,0.610
3,6:47,1,10,CIN 25,23,7,"Rex Burkhead right end for -2 yards (tackle by Michael Bennett). Rex Burkhead fumbles (forced by Michael Bennett), recovered by Bobby Wagner at CIN-23 and returned for 23 yards, touchdown",0.610,-7.000
3,6:41,,,CIN 25,24,7,Steven Hauschka kicks extra point good,0.000,0.000
3,6:41,,,SEA 35,24,7,"Steven Hauschka kicks off 68 yards, returned by Brandon Tate for 26 yards (tackle by Ricardo Lockette). Penalty on B.J. Daniels: Offside on Free Kick, 5 yards",0.000,-0.810
3,6:35,1,10,CIN 28,24,7,Andy Dalton pass incomplete short right intended for Giovani Bernard,0.810,0.260
3,6:31,2,10,CIN 28,24,7,"Andy Dalton pass incomplete deep left intended for Marvin Jones. Penalty on Cary Williams: Defensive Pass Interference, 29 yards (no play)",0.260,2.720
3,6:23,1,10,SEA 43,24,7,Andy Dalton pass incomplete short middle intended for Giovani Bernard,2.720,2.180
3,6:19,2,10,SEA 43,24,7,Andy Dalton sacked by DeShawn Shead for -5 yards,2.180,0.830
3,5:42,3,15,SEA 48,24,7,Andy Dalton pass incomplete,0.830,0.070
3,5:33,4,15,SEA 48,24,7,Kevin Huber punts 46 yards,0.070,0.380
3,5:23,1,10,SEA 2,24,7,Thomas Rawls left tackle for 2 yards (tackle by Reggie Nelson),-0.380,-0.630
3,4:45,2,8,SEA 4,24,7,"Russell Wilson pass complete short right to Will Tukuafu for 4 yards (tackle by Dre Kirkpatrick). Penalty on Domata Peko: Defensive Offside, 5 yards (no play)",-0.630,-0.270
3,4:20,2,3,SEA 9,24,7,Thomas Rawls middle for 4 yards (tackle by Vincent Rey),-0.270,-0.320
3,3:41,1,10,SEA 13,24,7,Russell Wilson pass incomplete deep right intended for Tyler Lockett,-0.320,-0.770
,,,,,,,"CIN challenged the pass completion ruling, and the original play was overturned.",,
3,3:35,2,10,SEA 13,24,7,Thomas Rawls left guard for 7 yards (tackle by Rey Maualuga),-0.770,-0.590
3,2:53,3,3,SEA 20,24,7,Russell Wilson sacked by Carlos Dunlap for -7 yards,-0.590,-2.490
3,2:14,4,10,SEA 13,24,7,"Jon Ryan punts 56 yards, returned by Adam Jones for 15 yards (tackle by Will Tukuafu). Penalty on Paul Dawson: Illegal Block Above the Waist, 10 yards",-2.490,-1.140
3,2:03,1,10,CIN 33,24,7,"Andy Dalton pass incomplete. Penalty on Andre Smith: Offensive Holding, 10 yards (no play)",1.140,0.480
3,1:56,1,20,CIN 23,24,7,Andy Dalton pass complete short right to Tyler Eifert for 12 yards (tackle by Kam Chancellor and Richard Sherman),0.480,0.860
3,1:11,2,8,CIN 35,24,7,Andy Dalton sacked by Michael Bennett for -6 yards,0.860,-0.620
3,0:31,3,14,CIN 29,24,7,Andy Dalton pass incomplete short left intended for Tyler Eifert (defended by David King),-0.620,-1.440
3,0:25,4,14,CIN 29,24,7,"Kevin Huber punts 51 yards, returned by Tyler Lockett for -4 yards (tackle by Tyler Kroft)",-1.440,0.140
3,0:15,1,10,SEA 16,24,7,Thomas Rawls left guard for 3 yards (tackle by Geno Atkins and Michael Johnson),-0.140,-0.180
Quarter,Time,Down,ToGo,Location,SEA,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SEA 19,24,7,Thomas Rawls right tackle for 3 yards (tackle by Carlos Dunlap and Brandon Thompson),-0.180,-0.570
4,14:17,3,4,SEA 22,24,7,Russell Wilson pass incomplete deep right intended for Jermaine Kearse,-0.570,-1.900
4,14:12,4,4,SEA 22,24,7,"Jon Ryan punts 46 yards, returned by Adam Jones for 35 yards (tackle by Jon Ryan)",-1.900,-3.380
4,13:56,1,10,SEA 33,24,7,Giovani Bernard left tackle for 6 yards (tackle by Kam Chancellor),3.380,3.650
4,13:23,2,4,SEA 27,24,7,Giovani Bernard left guard for 13 yards (tackle by Earl Thomas),3.650,4.650
4,12:57,1,10,SEA 14,24,7,Giovani Bernard right guard for 4 yards (tackle by Michael Bennett),4.650,4.710
4,12:23,2,6,SEA 10,24,13,"Andy Dalton pass complete short middle to Tyler Eifert for 10 yards, touchdown",4.710,7.000
4,12:23,,,SEA 10,24,14,Mike Nugent kicks extra point good,0.000,0.000
4,12:23,,,CIN 35,24,14,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
4,12:18,1,10,SEA 20,24,14,Russell Wilson pass complete short middle to Luke Willson for 9 yards (tackle by Vincent Rey),0.280,0.950
4,11:44,2,1,SEA 29,24,14,Thomas Rawls right guard for 1 yard (tackle by Vincent Rey and Domata Peko),0.950,0.940
4,11:09,1,10,SEA 30,24,14,Thomas Rawls left guard for 5 yards (tackle by Domata Peko),0.940,1.070
4,10:30,2,5,SEA 35,24,14,Thomas Rawls left tackle for 3 yards (tackle by Domata Peko),1.070,0.760
4,9:50,3,2,SEA 38,24,14,Russell Wilson pass incomplete,0.760,-0.850
4,9:39,4,2,SEA 38,24,14,"Jon Ryan punts 50 yards, returned by Brandon Tate for 17 yards (tackle by Kelcie McCray)",-0.850,-0.870
4,9:27,1,10,CIN 29,24,14,Andy Dalton pass complete short right to Marvin Jones for 5 yards (tackle by Kam Chancellor),0.870,1.000
4,8:47,2,5,CIN 34,24,14,Andy Dalton pass complete short left to Mohamed Sanu for 10 yards (tackle by Richard Sherman),1.000,1.860
4,8:06,1,10,CIN 44,24,14,Andy Dalton sacked by Ahtyba Rubin for -3 yards,1.860,1.860
4,7:28,1,10,CIN 44,24,14,Timeout #1 by Cincinnati Bengals,1.860,0.910
4,7:28,2,13,CIN 41,24,14,Andy Dalton pass complete short middle to Mohamed Sanu for 25 yards (tackle by Kam Chancellor),0.910,3.310
4,6:58,1,10,SEA 34,24,14,Giovani Bernard left tackle for no gain (tackle by K.J. Wright),3.310,2.770
4,6:27,2,10,SEA 34,24,14,Andy Dalton pass complete short right to Mohamed Sanu for 6 yards (tackle by DeShawn Shead),2.770,2.870
4,5:40,3,4,SEA 28,24,14,Andy Dalton pass complete short left to Mohamed Sanu for 7 yards (tackle by DeShawn Shead),2.870,4.170
4,5:06,1,10,SEA 21,24,14,Andy Dalton pass complete short middle to Tyler Eifert for 7 yards (tackle by K.J. Wright),4.170,4.740
4,4:43,2,3,SEA 14,24,14,Giovani Bernard right guard for 8 yards (tackle by Bobby Wagner and Kam Chancellor),4.740,5.830
4,4:19,1,6,SEA 6,24,14,Andy Dalton right end for 1 yard (tackle by Cliff Avril),5.830,5.150
4,3:41,2,5,SEA 5,24,20,"Andy Dalton middle for 5 yards, touchdown",5.150,7.000
4,3:41,,,SEA 5,24,21,Mike Nugent kicks extra point good,0.000,0.000
4,3:41,,,CIN 35,24,21,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
4,3:37,1,10,SEA 20,24,21,Thomas Rawls left tackle for 1 yard (tackle by Rey Maualuga),0.280,-0.130
4,2:57,2,9,SEA 21,24,21,Thomas Rawls right tackle for 5 yards (tackle by Carlos Dunlap and Vincent Rey),-0.130,-0.130
4,2:50,2,9,SEA 21,24,21,Timeout #2 by Cincinnati Bengals,-0.130,-0.160
4,2:50,3,4,SEA 26,24,21,Russell Wilson sacked by Geno Atkins for 0 yards,-0.160,-0.160
4,2:30,3,4,SEA 26,24,21,Timeout #3 by Cincinnati Bengals,-0.160,-1.630
4,2:30,4,4,SEA 26,24,21,"Jon Ryan punts 51 yards, fair catch by Adam Jones. Penalty on Adam Jones: Invalid Fair Catch Signal, 5 yards",-1.630,-0.040
4,2:17,1,10,CIN 18,24,21,Andy Dalton pass complete short right to Giovani Bernard for 1 yard (tackle by K.J. Wright),0.040,-0.320
4,2:00,2,9,CIN 19,24,21,Andy Dalton pass complete short middle to Marvin Jones for 9 yards (tackle by Bobby Wagner),-0.320,0.810
4,1:33,1,10,CIN 28,24,21,"Andy Dalton pass incomplete deep right intended for Marvin Jones. Penalty on Cary Williams: Defensive Pass Interference, 27 yards (no play)",0.810,2.590
4,1:25,1,10,SEA 45,24,21,Andy Dalton pass complete deep right to Tyler Eifert for 25 yards (tackle by Kam Chancellor),2.590,4.240
4,1:00,1,10,SEA 20,24,21,Giovani Bernard right guard for 6 yards (tackle by Kam Chancellor),4.240,4.640
4,0:30,2,4,SEA 14,24,21,Andy Dalton pass incomplete short right intended for Marvin Jones,4.640,3.890
4,0:24,3,4,SEA 14,24,21,Andy Dalton middle for 1 yard (tackle by Bruce Irvin),3.890,2.670
4,0:03,4,3,SEA 13,24,24,Mike Nugent 31 yard field goal good,2.670,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SEA,CIN,Detail,EPB,EPA
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,
OT,15:00,,,CIN 35,24,24,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
OT,15:00,1,10,SEA 20,24,24,Fred Jackson left guard for no gain (tackle by Rey Maualuga),0.280,-0.270
OT,14:21,2,10,SEA 20,24,24,Russell Wilson right end for 7 yards (tackle by Reggie Nelson and Vincent Rey),-0.270,-0.030
OT,13:41,3,3,SEA 27,24,24,Russell Wilson pass complete short right to Tyler Lockett for 7 yards,-0.030,1.200
OT,13:16,1,10,SEA 34,24,24,Russell Wilson left end for 5 yards (tackle by Adam Jones),1.200,1.330
OT,12:47,2,5,SEA 39,24,24,"Fred Jackson left guard for no gain (tackle by Brandon Thompson). Penalty on Russell Okung: Offensive Holding, 10 yards (no play)",1.330,-0.020
OT,12:24,2,15,SEA 29,24,24,Russell Wilson pass incomplete deep right intended for Tyler Lockett,-0.020,-0.690
OT,12:15,3,15,SEA 29,24,24,Russell Wilson pass complete short right to Fred Jackson for 9 yards (tackle by Vincent Rey and Emmanuel Lamur),-0.690,-0.850
OT,11:37,4,6,SEA 38,24,24,"Jon Ryan punts 36 yards, out of bounds",-0.850,-0.670
OT,11:30,1,10,CIN 26,24,24,Andy Dalton pass complete short left to Tyler Eifert for 5 yards (tackle by DeShawn Shead and Cliff Avril),0.670,0.810
OT,10:52,2,5,CIN 31,24,24,Andy Dalton pass complete short middle to A.J. Green for 13 yards (tackle by Richard Sherman),0.810,1.860
OT,10:23,1,10,CIN 44,24,24,Giovani Bernard right tackle for 5 yards (tackle by Michael Bennett),1.860,1.990
OT,9:48,2,5,CIN 49,24,24,Andy Dalton pass incomplete short right intended for Marvin Jones,1.990,1.290
OT,9:44,3,5,CIN 49,24,24,Andy Dalton right end for 1 yard (tackle by Cliff Avril),1.290,-0.060
OT,9:11,4,4,,24,24,"Kevin Huber punts 50 yards, touchback",-0.060,-0.280
OT,9:03,1,10,SEA 20,24,24,"Thomas Rawls left tackle for 2 yards (tackle by Michael Johnson). Penalty on Garry Gilliam: Clipping, 10 yards (no play)",0.280,-0.760
OT,8:42,1,20,SEA 10,24,24,Russell Wilson pass complete short right to Fred Jackson for 12 yards (tackle by Vincent Rey and Michael Johnson),-0.760,0.000
OT,8:02,2,8,SEA 22,24,24,Russell Wilson pass incomplete short middle intended for Luke Willson (defended by Vincent Rey),0.000,-0.690
OT,7:56,3,8,SEA 22,24,24,Russell Wilson sacked by Carlos Dunlap and Emmanuel Lamur for -8 yards,-0.690,-2.470
OT,7:14,4,16,SEA 14,24,24,"Jon Ryan punts 62 yards, returned by Adam Jones for 19 yards (tackle by DeShawn Shead)",-2.470,-1.800
OT,7:02,1,10,CIN 43,24,24,Andy Dalton pass complete short right to Tyler Eifert for 12 yards (tackle by Bobby Wagner),1.800,2.590
OT,6:18,1,10,SEA 45,24,24,Giovani Bernard left tackle for 13 yards (tackle by Kam Chancellor),2.590,3.450
OT,5:41,1,10,SEA 32,24,24,Giovani Bernard right guard for 4 yards (tackle by Bruce Irvin),3.450,3.450
OT,5:08,1,10,SEA 32,24,24,Timeout #1 by Cincinnati Bengals,3.450,3.440
OT,5:08,2,6,SEA 28,24,24,Giovani Bernard right guard for 3 yards (tackle by Michael Bennett),3.440,3.140
OT,4:27,3,3,SEA 25,24,24,Giovani Bernard right guard for 1 yard (tackle by Michael Bennett and Ahtyba Rubin),3.140,1.990
OT,3:42,4,2,SEA 24,24,27,Mike Nugent 42 yard field goal good,1.990,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
