Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
2,4:33,2,5,NYJ 49,6,7,Ryan Fitzpatrick pass complete short middle to Quincy Enunwa for 18 yards (tackle by Mike Mitchell). Penalty on Ross Cockrell: Defensive Holding (Declined),1.990,3.380
2,4:06,1,10,PIT 33,6,7,Matt Forte right guard for 1 yard (tackle by Javon Hargrave and James Harrison),3.380,2.970
2,3:29,2,9,PIT 32,6,7,Ryan Fitzpatrick pass complete short left to Brandon Marshall for 16 yards (tackle by Mike Mitchell),2.970,4.510
2,2:53,1,10,PIT 16,6,7,Matt Forte left tackle for 1 yard (tackle by William Gay and Ricardo Mathews),4.510,4.050
2,2:11,2,9,PIT 15,12,7,"Ryan Fitzpatrick pass complete short left to Brandon Marshall for 15 yards, touchdown",4.050,7.000
2,2:11,,,PIT 15,13,7,Nick Folk kicks extra point good,0.000,0.000
2,2:11,,,NYJ 35,13,7,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
2,2:06,1,10,PIT 25,13,7,Ben Roethlisberger pass complete short right to Le'Veon Bell for 9 yards (tackle by David Harris),0.610,1.280
2,2:00,2,1,PIT 34,13,7,Le'Veon Bell right end for 6 yards (tackle by Marcus Williams),1.280,1.600
2,1:35,1,10,PIT 40,13,7,Ben Roethlisberger pass complete short middle to Antonio Brown for 10 yards (tackle by Darron Lee),1.600,1.600
2,1:27,1,10,PIT 40,13,7,Timeout #1 by Pittsburgh Steelers,1.600,2.260
2,1:27,1,10,PIT 50,13,7,Ben Roethlisberger pass complete short right to Le'Veon Bell for 8 yards (tackle by Darryl Roberts),2.260,2.790
2,1:20,2,2,NYJ 42,13,7,Ben Roethlisberger pass incomplete short middle intended for Le'Veon Bell,2.790,2.080
2,1:16,3,2,NYJ 42,13,7,Ben Roethlisberger pass complete short middle to Antonio Brown for 9 yards (tackle by David Harris),2.080,2.080
2,1:09,3,2,NYJ 42,13,7,Timeout #2 by Pittsburgh Steelers,2.080,3.380
2,1:09,1,10,NYJ 33,13,7,Ben Roethlisberger pass complete short right to Xavier Grimble for 11 yards (tackle by Calvin Pryor),3.380,4.110
2,1:04,1,10,NYJ 22,13,7,Ben Roethlisberger pass incomplete deep left intended for Sammie Coates (defended by Darryl Roberts),4.110,3.560
2,1:00,2,10,NYJ 22,13,7,Ben Roethlisberger pass complete short left to Sammie Coates for 19 yards (tackle by Rontez Miles),3.560,3.560
2,1:00,2,10,NYJ 22,13,7,Timeout #2 by New York Jets,3.560,6.510
2,0:52,1,3,NYJ 3,13,7,"Ben Roethlisberger pass incomplete short middle intended for Markus Wheaton. Penalty on Calvin Pryor: Defensive Holding, 2 yards (no play)",6.510,6.970
2,0:46,1,1,NYJ 1,13,7,Ben Roethlisberger pass incomplete short middle intended for Sammie Coates,6.970,5.910
2,0:44,2,1,NYJ 1,13,13,"Ben Roethlisberger pass complete short middle to Jesse James for 1 yard, touchdown",5.910,7.000
2,0:44,,,NYJ 1,13,14,Chris Boswell kicks extra point good,0.000,0.000
2,0:44,,,PIT 35,13,14,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
2,0:41,1,10,NYJ 25,13,14,Bilal Powell middle for -3 yards (tackle by Vince Williams and Lawrence Timmons),0.610,-0.340
Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,13,14,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,PIT 25,13,14,Le'Veon Bell middle for 1 yard (tackle by Leonard Williams and Marcus Gilchrist),0.610,0.200
3,14:20,2,9,PIT 26,13,14,Ben Roethlisberger pass complete deep right to Antonio Brown for 16 yards,0.200,1.730
3,13:47,1,10,PIT 42,13,14,Le'Veon Bell middle for 2 yards (tackle by Steve McLendon and Leonard Williams),1.730,1.460
3,13:09,2,8,PIT 44,13,14,Le'Veon Bell right end for no gain (tackle by Darron Lee),1.460,0.760
3,12:50,3,8,PIT 44,13,14,Ben Roethlisberger pass incomplete short left intended for Antonio Brown (defended by Marcus Williams),0.760,-0.460
3,12:45,4,8,PIT 44,13,14,Jordan Berry punts 43 yards,-0.460,0.320
3,12:34,1,10,NYJ 13,13,14,Matt Forte middle for 1 yard (tackle by Lawrence Timmons and Stephon Tuitt),-0.320,-0.680
3,11:58,2,9,NYJ 14,13,14,Ryan Fitzpatrick pass incomplete short right intended for Brandon Marshall,-0.680,-1.300
3,11:52,3,9,NYJ 14,13,14,Ryan Fitzpatrick sacked by Lawrence Timmons and Arthur Moats for -2 yards. Penalty on Ryan Clady: Offensive Holding (Declined),-1.300,-2.490
3,11:36,4,11,NYJ 12,13,14,"Lac Edwards punts 52 yards, returned by Antonio Brown for 33 yards (tackle by Calvin Pryor)",-2.490,-3.510
3,11:21,1,10,NYJ 31,13,14,Ben Roethlisberger pass incomplete deep right intended for Sammie Coates (defended by Darryl Roberts),3.510,2.970
3,11:15,2,10,NYJ 31,13,14,Ben Roethlisberger pass complete short right to Xavier Grimble for 2 yards (tackle by Sheldon Richardson),2.970,2.540
3,10:31,3,8,NYJ 29,13,14,Ben Roethlisberger pass incomplete short middle intended for Jesse James,2.540,1.500
3,10:27,4,8,NYJ 29,13,17,Chris Boswell 47 yard field goal good,1.500,3.000
3,10:27,,,PIT 35,13,17,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
3,10:23,1,10,NYJ 25,13,17,Ryan Fitzpatrick pass complete short right to Austin Seferian-Jenkins for 9 yards (tackle by Al-Hajj Shabazz),0.610,1.280
3,9:54,2,1,NYJ 34,13,17,Ryan Fitzpatrick pass incomplete short left intended for Brandon Marshall (defended by Jarvis Jones),1.280,0.560
3,9:49,3,1,NYJ 34,13,17,Ryan Fitzpatrick pass complete short middle to Matt Forte for no gain,0.560,-1.110
3,9:17,4,1,NYJ 34,13,17,"Lac Edwards punts 50 yards, returned by Antonio Brown for 18 yards (tackle by Calvin Pryor)",-1.110,-1.200
3,9:05,1,10,PIT 34,13,17,Ben Roethlisberger pass incomplete short right intended for Sammie Coates,1.200,0.660
3,9:02,2,10,PIT 34,13,17,Ben Roethlisberger pass complete short left to Antonio Brown for 1 yard (tackle by Marcus Williams),0.660,0.100
3,8:20,3,9,PIT 35,13,17,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,0.100,-1.040
3,8:16,4,9,PIT 35,13,17,"Jordan Berry punts 52 yards, fair catch by Jeremy Ross",-1.040,0.320
3,8:10,1,10,NYJ 13,13,17,Ryan Fitzpatrick pass complete short right to Brandon Marshall for 9 yards (tackle by Mike Mitchell),-0.320,0.490
3,7:34,2,1,NYJ 22,13,17,Matt Forte right guard for 4 yards (tackle by William Gay),0.490,0.670
3,7:08,1,10,NYJ 26,13,17,Ryan Fitzpatrick pass complete short middle to Quincy Enunwa for 11 yards (tackle by Vince Williams and Jordan Dangerfield),0.670,1.400
3,6:30,1,10,NYJ 37,13,17,Ryan Fitzpatrick pass complete short right to Matt Forte for 7 yards (tackle by Vince Williams),1.400,1.800
3,5:49,2,3,NYJ 44,13,17,Bilal Powell middle for 7 yards (tackle by Sean Davis),1.800,2.320
3,5:09,1,10,PIT 49,13,17,Matt Forte left tackle for -1 yards (tackle by Vince Williams),2.320,1.650
3,4:26,2,11,PIT 50,13,17,Ryan Fitzpatrick pass incomplete short middle intended for Quincy Enunwa,1.650,0.960
3,4:22,3,11,PIT 50,13,17,Ryan Fitzpatrick pass incomplete short middle intended for Brandon Marshall (defended by Ross Cockrell),0.960,-0.060
3,4:16,4,11,PIT 50,13,17,"Lac Edwards punts 50 yards, touchback",-0.060,-0.280
3,4:07,1,10,PIT 20,13,17,"Ben Roethlisberger pass incomplete short middle intended for Le'Veon Bell. Penalty on Darron Lee: Defensive Pass Interference, 4 yards (no play)",0.280,0.540
3,4:03,1,10,PIT 24,13,17,Ben Roethlisberger pass complete short middle to Jesse James for 14 yards (tackle by Calvin Pryor),0.540,1.470
3,3:30,1,10,PIT 38,13,17,Le'Veon Bell left guard for no gain (tackle by Erin Henderson),1.470,0.920
3,2:50,2,10,PIT 38,13,17,Ben Roethlisberger pass complete short right to Le'Veon Bell for 11 yards (tackle by Juston Burris),0.920,2.190
3,2:15,1,10,PIT 49,13,17,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 11 yards (tackle by Erin Henderson),2.190,2.920
3,1:38,1,10,NYJ 40,13,17,Le'Veon Bell middle for 6 yards (tackle by Darron Lee),2.920,3.180
3,1:05,2,4,NYJ 34,13,17,Le'Veon Bell left guard for 1 yard (tackle by Jarvis Jenkins),3.180,2.610
3,0:42,3,3,NYJ 33,13,17,Ben Roethlisberger pass complete deep right to Sammie Coates for 22 yards (tackle by Juston Burris). Penalty on Jarvis Jenkins: Defensive Offside (Declined),2.610,4.840
3,0:15,1,10,NYJ 11,13,17,Ben Roethlisberger pass complete short middle to Markus Wheaton for 6 yards (tackle by Buster Skrine),4.840,5.280
Quarter,Time,Down,ToGo,Location,NYJ,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,NYJ 5,13,23,"Ben Roethlisberger pass complete short middle to Antonio Brown for 5 yards, touchdown",5.280,7.000
4,15:00,,,NYJ 5,13,24,Chris Boswell kicks extra point good,0.000,0.000
4,15:00,,,PIT 35,13,24,"Chris Boswell kicks off 70 yards, returned by Jeremy Ross for 25 yards (tackle by Steven Johnson)",0.000,-0.280
4,14:51,1,10,NYJ 20,13,24,Bilal Powell right guard for 1 yard (tackle by Stephon Tuitt),0.280,-0.130
4,14:12,2,9,NYJ 21,13,24,Ryan Fitzpatrick pass incomplete short right intended for Brandon Marshall (defended by Ross Cockrell),-0.130,-0.820
4,14:06,3,9,NYJ 21,13,24,Ryan Fitzpatrick pass complete short middle to Bilal Powell for 8 yards (tackle by Anthony Chickillo and Sean Davis),-0.820,-1.440
,,,,,,,"NYJ challenged the short of the line to gain ruling, and the play was upheld.",,
4,13:08,4,1,NYJ 29,13,24,Lac Edwards punts 33 yards,-1.440,-1.470
4,13:01,1,10,PIT 38,13,24,Ben Roethlisberger pass complete short middle to Jesse James for 13 yards (tackle by Erin Henderson),1.470,2.320
4,12:09,1,10,NYJ 49,13,24,Le'Veon Bell middle for 2 yards (tackle by Steve McLendon),2.320,2.050
4,11:33,2,8,NYJ 47,13,24,Ben Roethlisberger pass complete short middle to Antonio Brown for 16 yards (tackle by Marcus Williams),2.050,3.510
4,10:54,1,10,NYJ 31,13,24,Ben Roethlisberger pass complete short right to Markus Wheaton for 13 yards (tackle by Marcus Williams),3.510,4.370
4,10:15,1,10,NYJ 18,13,24,Le'Veon Bell right guard for 4 yards (tackle by Rontez Miles and Sheldon Richardson),4.370,4.430
4,9:44,2,6,NYJ 14,13,24,"Ben Roethlisberger sacked by Leonard Williams for -8 yards. Ben Roethlisberger fumbles (forced by Leonard Williams), recovered by Sheldon Richardson at NYJ-19 (tackle by David DeCastro)",4.430,-0.150
4,9:36,1,10,NYJ 19,13,24,Ryan Fitzpatrick pass complete deep right to Brandon Marshall for 19 yards (tackle by Ross Cockrell),0.150,1.470
4,9:04,1,10,NYJ 38,13,24,Ryan Fitzpatrick sacked by Vince Williams for -2 yards,1.470,0.650
4,8:25,2,12,NYJ 36,13,24,Ryan Fitzpatrick pass complete short left to Robby Anderson for 10 yards (tackle by Sean Davis),0.650,1.290
4,7:40,3,2,NYJ 46,13,24,Ryan Fitzpatrick pass incomplete short left intended for Brandon Marshall,1.290,-0.320
4,7:36,4,2,NYJ 46,13,24,"Lac Edwards punts 33 yards, fair catch by Antonio Brown",-0.320,-0.340
4,7:29,1,10,PIT 21,13,24,Le'Veon Bell left guard for 2 yards (tackle by Muhammad Wilkerson),0.340,0.070
4,6:54,2,8,PIT 23,13,24,Ben Roethlisberger pass complete short right to Le'Veon Bell for 16 yards,0.070,1.530
4,6:18,1,10,PIT 39,13,24,Le'Veon Bell left end for 8 yards (tackle by Calvin Pryor),1.530,2.070
4,5:38,2,2,PIT 47,13,24,Ben Roethlisberger pass complete short right to Sammie Coates for 8 yards (tackle by Juston Burris),2.070,2.590
4,5:06,1,10,NYJ 45,13,24,Le'Veon Bell left guard for 3 yards (tackle by Rontez Miles and Erin Henderson),2.590,2.450
4,4:25,2,7,NYJ 42,13,24,Ben Roethlisberger pass complete short right to Sammie Coates for 13 yards (tackle by Juston Burris),2.450,3.640
4,3:43,1,10,NYJ 29,13,24,Le'Veon Bell right guard for no gain (tackle by Jarvis Jenkins and Rontez Miles),3.640,3.100
4,3:00,2,10,NYJ 29,13,24,"Ben Roethlisberger pass incomplete short left intended for Antonio Brown. Penalty on Buster Skrine: Defensive Pass Interference, 8 yards (no play)",3.100,4.170
4,2:55,1,10,NYJ 21,13,24,Ben Roethlisberger pass complete short right to Jesse James for 4 yards (tackle by Rontez Miles),4.170,4.200
4,2:10,2,6,NYJ 17,13,24,Ben Roethlisberger pass complete short right to Antonio Brown for 10 yards (tackle by Marcus Williams),4.200,5.600
4,2:00,1,7,NYJ 7,13,24,Ben Roethlisberger pass incomplete short middle intended for Le'Veon Bell,5.600,4.760
4,1:56,2,7,NYJ 7,13,24,Le'Veon Bell left end for 2 yards (tackle by Darron Lee),4.760,4.760
4,1:51,2,7,NYJ 7,13,24,Timeout #2 by New York Jets,4.760,4.260
4,1:51,3,5,NYJ 5,13,30,"Ben Roethlisberger pass complete short middle to Sammie Coates for 5 yards, touchdown",4.260,7.000
4,1:51,,,NYJ 5,13,31,Chris Boswell kicks extra point good,0.000,0.000
4,1:51,,,PIT 35,13,31,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
4,1:46,1,10,NYJ 25,13,31,Ryan Fitzpatrick pass complete short right to Bilal Powell for 9 yards (tackle by Sean Davis),0.610,1.280
4,1:19,2,1,NYJ 34,13,31,Ryan Fitzpatrick pass complete short left to Bilal Powell for 12 yards (tackle by Jordan Dangerfield),1.280,1.280
4,1:08,2,1,NYJ 34,13,31,Timeout #3 by New York Jets,1.280,1.990
4,1:08,1,10,NYJ 46,13,31,Ryan Fitzpatrick pass incomplete short right intended for Quincy Enunwa,1.990,1.450
4,1:04,2,10,NYJ 46,13,31,Ryan Fitzpatrick pass incomplete short middle intended for Quincy Enunwa (defended by Sean Davis),1.450,0.760
4,1:00,3,10,NYJ 46,13,31,Ryan Fitzpatrick pass incomplete short left intended for Bilal Powell,0.760,-0.320
4,0:56,4,10,NYJ 46,13,31,Ryan Fitzpatrick pass complete short left to Bilal Powell for -2 yards (tackle by Lawrence Timmons),-0.320,-2.650
4,0:50,1,10,NYJ 44,13,31,Landry Jones kneels for -1 yards,2.650,1.980
4,0:24,2,11,NYJ 45,13,31,Landry Jones kneels for -1 yards,1.980,1.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
