Quarter,Time,Down,ToGo,Location,SFO,CHI,Detail,EPB,EPA
1,7:58,1,10,SFO 45,0,0,Khalil Herbert left tackle for 22 yards (tackle by Talanoa Hufanga),,
1,7:33,1,10,SFO 23,0,0,"Khalil Herbert right guard for 2 yards (tackle by Emmanuel Moseley). Penalty on James Daniels: Offensive Holding, 10 yards (accepted)",,
1,7:05,1,18,SFO 31,0,0,Justin Fields pass complete short left to Darnell Mooney for 6 yards (tackle by Josh Norman),,
1,6:37,2,12,SFO 25,0,0,Damien Williams left tackle for -2 yards (tackle by Talanoa Hufanga),,
1,5:52,3,14,SFO 27,0,0,"Justin Fields pass complete short left to Khalil Herbert for 15 yards (tackle by Talanoa Hufanga). Penalty on Cody Whitehair: Offensive Illegal Block Above the Waist, 10 yards (declined) . Penalty on James Daniels: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
1,5:24,3,19,SFO 32,0,0,Justin Fields pass complete short middle to Jesse James for 11 yards (tackle by Talanoa Hufanga and Tavon Wilson),,
1,4:42,4,8,SFO 21,0,3,Cairo Santos 39 yard field goal good,,
1,4:38,,,CHI 35,0,3,"Cairo Santos kicks off 65 yards, touchback.",,
1,4:38,1,10,SFO 25,0,3,Elijah Mitchell left end for 27 yards (tackle by Danny Trevathan),,
1,4:10,1,10,CHI 48,0,3,Jimmy Garoppolo pass complete short right to Deebo Samuel for 11 yards (tackle by Danny Trevathan and Tashaun Gipson),,
1,3:43,1,10,CHI 37,0,3,Elijah Mitchell right guard for 1 yard (tackle by Roquan Smith),,
1,3:17,2,9,CHI 36,0,3,Jimmy Garoppolo pass incomplete deep right intended for Kyle Juszczyk,,
1,3:12,3,9,CHI 36,0,3,Jimmy Garoppolo pass complete short right to Jamycal Hasty for 6 yards (tackle by Roquan Smith),,
1,2:56,4,3,CHI 30,3,3,Joey Slye 48 yard field goal good,,
1,2:51,,,SFO 35,3,3,"Joey Slye kicks off 70 yards, returned by Jakeem Grant for 31 yards (tackle by Trenton Cannon)",,
1,2:46,1,10,CHI 26,3,3,Justin Fields pass incomplete short left intended for Cole Kmet,,
1,2:41,2,10,CHI 26,3,3,Khalil Herbert right end for 1 yard (tackle by Kentavius Street),,
1,1:58,3,9,CHI 27,3,3,"Penalty on Arik Armstead: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
1,1:45,3,4,CHI 32,3,3,Justin Fields pass complete short middle to Darnell Mooney for 11 yards (tackle by Fred Warner and Demetrius Flannigan-Fowles),,
1,1:09,1,10,CHI 43,3,3,Justin Fields pass complete short middle to Cole Kmet for 16 yards (tackle by Jimmie Ward),,
1,0:30,1,10,SFO 41,3,3,Khalil Herbert left end for 3 yards (tackle by Kevin Givens),,
Quarter,Time,Down,ToGo,Location,SFO,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,SFO 38,3,3,Khalil Herbert right guard for 6 yards (tackle by Kentavius Street),,
2,14:37,3,1,SFO 32,3,3,Justin Fields scrambles left end for 9 yards (tackle by K'Waun Williams),,
2,14:03,1,10,SFO 23,3,3,Khalil Herbert right tackle for 6 yards (tackle by Fred Warner and K'Waun Williams),,
2,13:25,2,4,SFO 17,3,3,Justin Fields pass complete short left to Cole Kmet for 6 yards (tackle by Marcell Harris),,
2,12:45,1,10,SFO 11,3,3,Khalil Herbert right guard for 3 yards (tackle by Jimmie Ward),,
2,12:09,2,7,SFO 8,3,9,"Justin Fields pass complete short left to Jesse James for 8 yards, touchdown",,
2,12:03,,,SFO 15,3,10,Cairo Santos kicks extra point good,,
2,12:03,,,CHI 35,3,10,"Cairo Santos kicks off 65 yards, touchback.",,
2,12:03,1,10,SFO 25,3,10,Elijah Mitchell left guard for -1 yards (tackle by Khyiris Tonga),,
2,11:19,2,11,SFO 24,3,10,Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 23 yards (tackle by Alec Ogletree),,
2,10:43,1,10,SFO 47,3,10,Jimmy Garoppolo pass complete short middle to Deebo Samuel for 16 yards (tackle by Jaylon Johnson),,
2,10:08,1,10,CHI 37,3,10,Elijah Mitchell left tackle for 3 yards (tackle by Mario Edwards and Robert Quinn),,
2,9:46,2,7,CHI 34,3,10,Jimmy Garoppolo pass incomplete short middle intended for Jauan Jennings (defended by Angelo Blackson),,
2,9:42,,,,,,Timeout #1 by San Francisco 49ers,,
2,9:42,3,7,CHI 34,3,10,Jimmy Garoppolo pass incomplete short middle intended for Mohamed Sanu (defended by DeAndre Houston-Carson),,
2,9:37,4,7,CHI 34,6,10,Joey Slye 52 yard field goal good,,
2,9:33,,,SFO 35,6,10,"Joey Slye kicks off 54 yards, returned by Jakeem Grant for 10 yards (tackle by Dontae Johnson)",,
2,9:27,1,10,CHI 21,6,10,Khalil Herbert left tackle for 2 yards (tackle by D.J. Jones),,
2,8:49,2,8,CHI 23,6,10,Justin Fields pass incomplete deep middle intended for Darnell Mooney (defended by Fred Warner),,
2,8:44,3,8,CHI 23,6,10,Justin Fields pass complete short left to Allen Robinson for 10 yards (tackle by K'Waun Williams),,
2,8:08,1,10,CHI 33,6,10,Justin Fields scrambles up the middle for 3 yards (tackle by Marcell Harris),,
2,7:29,2,7,CHI 36,6,10,Khalil Herbert up the middle for 4 yards (tackle by Fred Warner),,
2,6:51,3,3,CHI 40,6,10,Justin Fields pass complete short right to Darnell Mooney for 4 yards,,
2,6:32,1,10,CHI 44,6,10,Justin Fields scrambles right end for 16 yards (tackle by Talanoa Hufanga),,
2,6:03,1,10,SFO 40,6,10,"Justin Fields pass complete short right to Darnell Mooney for no gain (tackle by Marcell Harris and Emmanuel Moseley). Penalty on Cody Whitehair: Ineligible Downfield Pass, 5 yards (accepted) (no play)",,
2,5:32,1,15,SFO 45,6,10,Khalil Herbert left tackle for 3 yards (tackle by Jimmie Ward),,
2,4:52,2,12,SFO 42,6,10,Khalil Herbert left tackle for 9 yards (tackle by Jimmie Ward),,
2,4:17,3,3,SFO 33,6,10,Khalil Herbert left guard for 3 yards (tackle by Samson Ebukam),,
2,3:35,1,10,SFO 30,6,10,"Justin Fields sacked by Nick Bosa for -11 yards. Penalty on Alex Bars: Offensive Holding, 10 yards (declined)",,
2,3:11,2,21,SFO 41,6,10,"Justin Fields scrambles right guard for 16 yards (tackle by Fred Warner). Penalty on Arden Key: Illegal Use of Hands / Defense, 5 yards (accepted)",,
2,2:39,1,10,SFO 20,6,10,Khalil Herbert left guard for 2 yards (tackle by Marcell Harris),,
2,2:00,2,8,SFO 18,6,10,Justin Fields pass complete short middle to Cole Kmet for 2 yards (tackle by Marcell Harris),,
2,1:25,3,6,SFO 16,6,10,Justin Fields pass complete short left to Khalil Herbert for -6 yards (tackle by K'Waun Williams),,
2,1:20,,,,,,Timeout #2 by San Francisco 49ers,,
2,1:20,4,12,SFO 22,6,13,Cairo Santos 40 yard field goal good,,
2,1:16,,,CHI 35,6,13,"Cairo Santos kicks off 65 yards, touchback.",,
2,1:16,1,10,SFO 25,6,13,Jimmy Garoppolo pass incomplete short left intended for Brandon Aiyuk,,
2,1:10,2,10,SFO 25,6,13,Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 6 yards (tackle by Jaylon Johnson),,
2,0:30,3,4,SFO 31,6,13,Jimmy Garoppolo pass complete short middle to Brandon Aiyuk for 15 yards (tackle by Duke Shelley and Tashaun Gipson),,
2,0:25,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:25,1,10,SFO 46,6,13,Jimmy Garoppolo pass complete deep middle to Deebo Samuel for 50 yards (tackle by Kindle Vildor),,
2,0:07,1,4,CHI 4,6,13,Jimmy Garoppolo spiked the ball,,
2,0:07,,,,,,Timeout #1 by Chicago Bears,,
2,0:07,2,4,CHI 4,6,13,Jimmy Garoppolo pass incomplete short right intended for Deebo Samuel,,
2,0:02,3,4,CHI 4,9,13,Joey Slye 22 yard field goal good,,
Quarter,Time,Down,ToGo,Location,SFO,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,9,13,"Joey Slye kicks off 68 yards, returned by Jakeem Grant for 34 yards (tackle by Dre Kirkpatrick)",,
3,14:52,1,10,CHI 31,9,13,Justin Fields pass complete deep left to Jesse James for 19 yards (tackle by Josh Norman),,
3,14:16,1,10,SFO 50,9,13,Khalil Herbert right guard for no gain (tackle by Arik Armstead),,
3,13:39,2,10,CHI 50,9,13,Justin Fields scrambles right end for 15 yards (tackle by Fred Warner),,
3,13:03,1,10,SFO 35,9,13,Justin Fields pass incomplete short middle intended for Allen Robinson,,
3,13:00,2,10,SFO 35,9,13,Khalil Herbert right end for -3 yards (tackle by Nick Bosa),,
3,12:17,3,13,SFO 38,9,13,Justin Fields pass complete short middle to Marquise Goodwin for 22 yards (tackle by Emmanuel Moseley),,
3,11:52,1,10,SFO 16,9,13,Khalil Herbert left end for -4 yards (tackle by K'Waun Williams),,
3,11:11,2,14,SFO 20,9,13,Justin Fields pass complete short left to Allen Robinson for 6 yards (tackle by Jimmie Ward),,
3,10:26,3,8,SFO 14,9,13,Justin Fields scrambles left tackle for 4 yards. Justin Fields fumbles (forced by Josh Norman),,
3,10:26,4,4,SFO 10,9,13,"Penalty on Josh Norman: Defensive Holding, 5 yards (accepted) (no play)",,
3,9:59,1,5,SFO 5,9,13,Khalil Herbert right guard for -4 yards (tackle by D.J. Jones),,
3,9:19,2,9,SFO 9,9,13,Justin Fields pass complete short right to Khalil Herbert for 2 yards (tackle by Demetrius Flannigan-Fowles),,
3,8:39,3,7,SFO 7,9,13,Justin Fields pass incomplete short middle intended for Cole Kmet,,
3,8:36,4,7,SFO 7,9,16,Cairo Santos 25 yard field goal good,,
3,8:33,,,CHI 35,9,16,"Cairo Santos kicks off 65 yards, touchback.",,
3,8:33,1,10,SFO 25,9,16,Elijah Mitchell left end for no gain (tackle by Jaylon Johnson),,
3,8:00,2,10,SFO 25,9,16,"Jimmy Garoppolo pass complete short right to Brandon Aiyuk for 1 yard (tackle by Alec Ogletree). Penalty on Kyle Juszczyk: Offensive Illegal Block Above the Waist, 10 yards (accepted)",,
3,7:31,2,19,SFO 16,9,16,Jimmy Garoppolo pass incomplete short right intended for Charlie Woerner (defended by Tashaun Gipson),,
3,7:28,3,19,SFO 16,9,16,"Jimmy Garoppolo pass complete short left to Deebo Samuel for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Jimmy Garoppolo pass complete short left to Deebo Samuel for 83 yards (tackle by DeAndre Houston-Carson)",,
3,7:04,1,1,CHI 1,9,16,"Penalty on Laken Tomlinson: False Start, 5 yards (accepted) (no play)",,
3,6:45,1,6,CHI 6,9,16,Elijah Mitchell left tackle for 4 yards (tackle by Jaylon Johnson and Alec Ogletree),,
3,6:03,2,2,CHI 2,9,16,Jimmy Garoppolo pass incomplete short left intended for Brandon Aiyuk (defended by Jaylon Johnson),,
3,6:00,3,2,CHI 2,15,16,"Jimmy Garoppolo left end for 2 yards, touchdown",,
3,5:56,,,CHI 15,15,16,Joey Slye kicks extra point no good,,
3,5:56,,,SFO 35,15,16,"Joey Slye kicks off 73 yards, returned by Jakeem Grant for 24 yards (tackle by Jimmie Ward)",,
3,5:52,1,10,CHI 16,15,16,Khalil Herbert left tackle for 4 yards (tackle by Fred Warner and Marcell Harris),,
3,5:12,2,6,CHI 20,15,16,Khalil Herbert left tackle for 6 yards (tackle by Arik Armstead),,
3,4:36,1,10,CHI 26,15,16,Justin Fields pass complete short right to Darnell Mooney for 9 yards (tackle by Fred Warner),,
3,3:59,2,1,CHI 35,15,16,Khalil Herbert left guard for 3 yards (tackle by Fred Warner and Arik Armstead),,
3,3:20,1,10,CHI 38,15,16,"Justin Fields aborted snap, recovered by Khalil Herbert at CHI-33",,
3,2:54,2,15,CHI 33,15,16,Justin Fields sacked by Nick Bosa for -1 yards,,
3,2:14,3,16,CHI 32,15,16,Justin Fields pass incomplete short left intended for Cole Kmet,,
3,2:10,4,16,CHI 32,15,16,"Pat O'Donnell punts 41 yards, returned by Brandon Aiyuk for 21 yards (tackle by Patrick Scales and Xavier Crawford)",,
3,2:00,1,10,SFO 48,15,16,Jimmy Garoppolo pass complete deep middle to Deebo Samuel for 15 yards (tackle by Roquan Smith),,
3,1:26,1,10,CHI 37,15,16,Elijah Mitchell left guard for 3 yards (tackle by Akiem Hicks),,
3,0:54,2,7,CHI 34,15,16,Jimmy Garoppolo pass complete short middle to Charlie Woerner for 7 yards (tackle by Danny Trevathan and Sam Kamara),,
3,0:28,1,10,CHI 27,15,16,Jimmy Garoppolo pass complete short left to Kyle Juszczyk for 11 yards (tackle by Danny Trevathan and DeAndre Houston-Carson),,
Quarter,Time,Down,ToGo,Location,SFO,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 16,15,16,Elijah Mitchell right tackle for 11 yards (tackle by DeAndre Houston-Carson),,
4,14:21,1,5,CHI 5,21,16,"Elijah Mitchell left guard for 5 yards, touchdown",,
4,14:11,,,CHI 2,23,16,Two Point Attempt: Jimmy Garoppolo pass complete to to Brandon Aiyuk for no gain,,
4,14:11,,,SFO 35,23,16,"Joey Slye kicks off 63 yards, returned by Jakeem Grant for 30 yards (tackle by Marcell Harris)",,
4,14:05,1,10,CHI 32,23,16,Justin Fields sacked by Marcell Harris for -1 yards,,
4,13:32,2,11,CHI 31,23,16,"Justin Fields pass complete short left to Marquise Goodwin for 10 yards. Marquise Goodwin fumbles (forced by Josh Norman), recovered by Ryan Nall at CHI-41 (tackle by Josh Norman)",,
4,12:51,3,1,CHI 41,23,16,Justin Fields left end for 14 yards (tackle by Talanoa Hufanga),,
4,12:21,1,10,SFO 45,23,16,"Ryan Nall right tackle for 4 yards (tackle by Josh Norman and K'Waun Williams). Penalty on Cody Whitehair: Offensive Holding, 10 yards (accepted)",,
4,11:40,1,15,CHI 49,23,16,Justin Fields pass complete short right to Darnell Mooney for 20 yards (tackle by Emmanuel Moseley),,
4,11:08,1,10,SFO 31,23,16,Justin Fields pass incomplete deep middle intended for Marquise Goodwin,,
4,11:03,2,10,SFO 31,23,16,Khalil Herbert left guard for 4 yards (tackle by Arik Armstead),,
4,10:20,3,6,SFO 27,23,16,Justin Fields pass complete short left to Allen Robinson for 5 yards (tackle by Josh Norman),,
4,9:43,4,1,SFO 22,23,22,"Justin Fields left end for 22 yards, touchdown",,
4,9:32,,,SFO 15,23,22,Cairo Santos kicks extra point no good,,
4,9:32,,,CHI 35,23,22,"Cairo Santos kicks off 65 yards, touchback.",,
4,9:32,1,10,SFO 25,23,22,Jimmy Garoppolo pass complete short middle to Mohamed Sanu for 19 yards (tackle by Tashaun Gipson),,
4,8:50,1,10,SFO 44,23,22,Elijah Mitchell left end for 27 yards (tackle by Akiem Hicks),,
4,8:01,1,10,CHI 29,23,22,Elijah Mitchell right end for 1 yard (tackle by Roquan Smith),,
4,7:22,2,9,CHI 28,23,22,Jimmy Garoppolo pass complete short middle to Jamycal Hasty for 23 yards (tackle by DeAndre Houston-Carson and Trevis Gipson),,
4,6:38,1,5,CHI 5,29,22,"Jimmy Garoppolo left end for 5 yards, touchdown",,
4,6:34,,,CHI 15,30,22,Joey Slye kicks extra point good,,
4,6:34,,,SFO 35,30,22,"Joey Slye kicks off 65 yards, touchback.",,
4,6:34,1,10,CHI 25,30,22,Khalil Herbert right guard for no gain (tackle by D.J. Jones),,
4,5:59,2,10,CHI 25,30,22,"Justin Fields pass incomplete short middle intended for Allen Robinson. Penalty on Samson Ebukam: Roughing the Passer, 15 yards (accepted) (no play)",,
4,5:53,1,10,CHI 40,30,22,Khalil Herbert left guard for no gain (tackle by D.J. Jones),,
4,5:12,2,10,CHI 40,30,22,Justin Fields pass incomplete deep right intended for Darnell Mooney,,
4,5:06,3,10,CHI 40,30,22,Justin Fields sacked by Samson Ebukam for -14 yards,,
4,4:31,4,24,CHI 26,30,22,"Pat O'Donnell punts 44 yards, returned by Brandon Aiyuk for 7 yards (tackle by J.P. Holtz and Christian Jones)",,
4,4:24,1,10,SFO 37,30,22,Elijah Mitchell left end for 39 yards (tackle by Akiem Hicks and Tashaun Gipson),,
4,3:30,1,10,CHI 24,30,22,Elijah Mitchell left guard for -1 yards (tackle by Roquan Smith),,
4,3:27,,,,,,Timeout #3 by Chicago Bears,,
4,3:27,2,11,CHI 25,30,22,Elijah Mitchell right end for 12 yards (tackle by DeAndre Houston-Carson),,
4,3:18,,,,,,Timeout #1 by Chicago Bears,,
4,3:18,1,10,CHI 13,30,22,Elijah Mitchell right guard for -2 yards (tackle by Akiem Hicks and Roquan Smith),,
4,3:14,,,,,,Timeout #3 by Chicago Bears,,
4,3:14,2,12,CHI 15,30,22,Elijah Mitchell left end for no gain (tackle by DeAndre Houston-Carson),,
4,2:29,3,12,CHI 15,30,22,Jamycal Hasty right end for 1 yard (tackle by Tashaun Gipson),,
4,2:00,4,11,CHI 14,33,22,Joey Slye 32 yard field goal good,,
4,1:56,,,SFO 35,33,22,"Joey Slye kicks off 61 yards, returned by Jakeem Grant for 27 yards (tackle by Jamycal Hasty)",,
4,1:50,1,10,CHI 31,33,22,Justin Fields pass deep left intended for Darnell Mooney is intercepted by Josh Norman at SF-10 and returned for 40 yards (tackle by Darnell Mooney),,
4,1:34,1,10,SFO 50,33,22,Jimmy Garoppolo kneels for -1 yards,,
4,0:52,2,11,SFO 49,33,22,Jimmy Garoppolo kneels for -1 yards,,
4,0:31,3,12,SFO 48,33,22,Jimmy Garoppolo kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
