Quarter,Time,Down,ToGo,Location,SEA,CAR,Detail,EPB,EPA
3,11:53,3,11,CAR 41,3,6,"Russell Wilson pass complete short left to Ricardo Lockette for 7 yards (tackle by Josh Norman). Penalty on Josh Norman: Defensive Holding, 5 yards (no play)",1.550,3.180
3,11:25,1,10,CAR 36,3,6,Robert Turbin up the middle for 5 yards (tackle by Luke Kuechly),3.180,3.310
3,10:43,2,5,CAR 31,3,6,Marshawn Lynch left tackle for 4 yards (tackle by Kony Ealy),3.310,3.140
3,10:00,3,1,CAR 27,3,6,Marshawn Lynch left guard for 4 yards (tackle by Roman Harper and Luke Kuechly),3.140,4.040
3,9:21,1,10,CAR 23,3,6,Russell Wilson pass incomplete short left intended for Luke Willson,4.040,3.500
3,9:16,2,10,CAR 23,3,6,Russell Wilson pass incomplete deep left intended for Cooper Helfet,3.500,2.810
3,9:10,3,10,CAR 23,3,6,Russell Wilson right end for 15 yards (tackle by Charles Johnson),2.810,5.370
3,8:34,1,8,CAR 8,3,6,"Marshawn Lynch left end for no gain (tackle by Thomas DeCoud). Penalty on Luke Willson: Offensive Holding, 10 yards (no play)",5.370,4.240
3,8:08,1,18,CAR 18,3,6,Russell Wilson pass incomplete short right intended for Luke Willson (defended by Luke Kuechly),4.240,3.150
3,7:58,2,18,CAR 18,3,6,Russell Wilson pass complete short middle to Doug Baldwin for 7 yards (tackle by Luke Kuechly),3.150,3.120
3,7:20,3,11,CAR 11,3,6,Russell Wilson pass incomplete short middle intended for Cooper Helfet,3.120,2.700
3,7:17,4,11,CAR 11,6,6,Steven Hauschka 29 yard field goal good,2.700,3.000
3,7:17,,,SEA 35,6,6,"Steven Hauschka kicks off 69 yards, returned by Joe Webb for 27 yards (tackle by DeShawn Shead)",0.000,-0.480
3,7:07,1,10,CAR 23,6,6,Cam Newton pass complete short middle to Jonathan Stewart for 1 yard (tackle by Kevin Pierre-Louis),0.480,0.070
3,6:27,2,9,CAR 24,6,6,Cam Newton right tackle for 6 yards (tackle by Earl Thomas),0.070,0.170
3,5:43,3,3,CAR 30,6,6,"Penalty on Byron Bell: False Start, 5 yards (no play)",0.170,-0.490
3,5:20,3,8,CAR 25,6,6,Cam Newton pass incomplete short middle intended for Jerricho Cotchery,-0.490,-1.700
3,5:14,4,8,CAR 25,6,6,"Brad Nortman punts 47 yards, returned by Richard Sherman for 7 yards (tackle by Tre Boston). Penalty on Tharold Simon: Offensive Holding, 10 yards",-1.700,-0.040
3,5:13,1,10,SEA 18,6,6,Christine Michael left guard for 6 yards (tackle by Thomas Davis),0.040,0.410
3,4:36,2,4,SEA 24,6,6,Christine Michael left tackle for no gain (tackle by Luke Kuechly and Kawann Short),0.410,-0.400
3,4:11,3,4,SEA 24,6,6,Russell Wilson pass complete short middle to Robert Turbin for 21 yards (tackle by Roman Harper),-0.400,1.930
3,3:29,1,10,SEA 45,6,6,Russell Wilson pass incomplete deep middle intended for Paul Richardson (defended by Josh Norman),1.930,1.380
3,3:21,2,10,SEA 45,6,6,Marshawn Lynch up the middle for 25 yards (tackle by Luke Kuechly and Roman Harper),1.380,3.580
3,2:34,1,10,CAR 30,6,6,"Russell Wilson for no gain. Russell Wilson fumbles, recovered by Russell Wilson at CAR-33",3.580,2.630
3,2:34,2,13,CAR 33,6,6,Russell Wilson pass complete short right to Ricardo Lockette for 12 yards (tackle by Antoine Cason and Tre Boston),2.630,3.530
3,2:34,3,1,CAR 21,6,6,"Russell Wilson for no gain. Stephen Schilling fumbles, recovered by Mario Addison at CAR-22 (tackle by Russell Wilson)",3.530,-0.410
3,1:00,1,10,CAR 22,6,6,Cam Newton pass complete deep right to Kelvin Benjamin for 20 yards (tackle by Richard Sherman),0.410,1.730
3,0:35,1,10,CAR 42,6,6,Jonathan Stewart up the middle for 4 yards (tackle by Kevin Pierre-Louis and Michael Bennett),1.730,1.730
Quarter,Time,Down,ToGo,Location,SEA,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,CAR 46,6,6,Jonathan Stewart left tackle for 7 yards (tackle by Kam Chancellor and Brandon Mebane),1.730,2.460
4,14:17,1,10,SEA 47,6,6,Jonathan Stewart right tackle for no gain (tackle by Tharold Simon),2.460,1.910
4,13:38,2,10,SEA 47,6,6,Cam Newton pass incomplete short right intended for Jerricho Cotchery,1.910,1.220
4,13:33,3,10,SEA 47,6,6,Cam Newton pass incomplete short right intended for Greg Olsen,1.220,0.130
4,13:25,4,10,SEA 47,6,6,"Brad Nortman punts 31 yards, fair catch by Richard Sherman",0.130,0.140
4,13:16,1,10,SEA 16,6,6,Marshawn Lynch up the middle for 2 yards (tackle by Wes Horton and Thomas Davis),-0.140,-0.350
4,12:36,2,8,SEA 18,6,6,Russell Wilson pass complete short right to Robert Turbin for 9 yards (tackle by Luke Kuechly),-0.350,0.740
4,11:54,1,10,SEA 27,6,6,Russell Wilson pass complete short left to Doug Baldwin for 9 yards (tackle by Josh Norman and Thomas Davis),0.740,1.410
4,11:08,2,1,SEA 36,6,6,Christine Michael up the middle for 2 yards (tackle by Wes Horton),1.410,1.470
4,10:29,1,10,SEA 38,6,6,Christine Michael up the middle for 4 yards (tackle by Thomas Davis and Tre Boston),1.470,1.460
4,9:49,2,6,SEA 42,6,6,Russell Wilson pass incomplete short middle intended for Marshawn Lynch,1.460,0.760
4,9:45,3,6,SEA 42,6,6,Russell Wilson pass incomplete short right intended for Doug Baldwin,0.760,-0.590
4,9:41,4,6,SEA 42,6,6,"Jon Ryan punts 50 yards, fair catch by Brenton Bersin",-0.590,0.380
4,9:33,1,10,CAR 8,6,6,Cam Newton pass incomplete short right intended for Kelvin Benjamin,-0.380,-0.780
4,9:26,2,10,CAR 8,6,6,Cam Newton right tackle for -1 yards (tackle by Kevin Pierre-Louis),-0.780,-1.540
4,8:39,3,11,CAR 7,6,6,Cam Newton pass complete deep middle to Kelvin Benjamin for 51 yards (tackle by Richard Sherman and Earl Thomas),-1.540,2.790
4,7:52,1,10,SEA 42,6,6,Jonathan Stewart right guard for 6 yards (tackle by K.J. Wright and Richard Sherman),2.790,3.050
4,7:16,2,4,SEA 36,6,6,Jonathan Stewart up the middle for 7 yards (tackle by Michael Bennett and Earl Thomas),3.050,3.640
4,6:45,1,10,SEA 29,6,6,Darrin Reaves up the middle for 1 yard (tackle by K.J. Wright),3.640,3.240
4,6:06,2,9,SEA 28,6,6,Cam Newton sacked by Brandon Mebane for -9 yards,3.240,1.360
4,5:22,3,18,SEA 37,6,6,Cam Newton pass complete short left to Jerricho Cotchery for 9 yards (tackle by Marcus Burley),1.360,1.590
4,4:41,4,9,SEA 28,6,9,Graham Gano 46 yard field goal good,1.590,3.000
4,4:41,,,CAR 35,6,9,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
4,4:37,1,10,SEA 20,6,9,Russell Wilson pass complete short left to Cooper Helfet for 11 yards (tackle by A.J. Klein),0.280,1.000
4,4:31,1,10,SEA 31,6,9,Russell Wilson pass complete short right to Kevin Norwood for 10 yards (tackle by James Dockery),1.000,1.660
4,4:31,1,10,SEA 41,6,9,"Penalty on James Carpenter: False Start, 5 yards (no play)",1.660,1.330
4,3:54,1,15,SEA 36,6,9,Russell Wilson left tackle for 14 yards (tackle by Mario Addison and Josh Norman),1.330,2.340
4,3:11,2,1,,6,9,Marshawn Lynch left guard for 2 yards (tackle by Tre Boston),2.340,2.390
4,2:31,1,10,CAR 48,6,9,Russell Wilson pass complete short left to Paul Richardson for 9 yards (tackle by Antoine Cason),2.390,3.060
4,2:03,2,1,CAR 39,6,9,Marshawn Lynch up the middle for 4 yards (tackle by Thomas Davis and Charles Johnson),3.060,3.250
4,1:58,1,10,CAR 35,6,9,Marshawn Lynch up the middle for 5 yards (tackle by Dwan Edwards and Charles Johnson),3.250,3.380
4,1:22,2,5,CAR 30,6,9,Russell Wilson right end for 7 yards (tackle by Charles Johnson),3.380,4.040
4,0:53,1,10,CAR 23,12,9,"Russell Wilson pass complete deep middle to Luke Willson for 23 yards, touchdown",4.040,7.000
4,0:47,1,10,CAR 23,12,9,Timeout #1 by Carolina Panthers,4.040,0.000
4,0:53,,,CAR 2,13,9,Steven Hauschka kicks extra point good,0.000,0.000
4,0:53,,,SEA 35,13,9,"Steven Hauschka kicks off 65 yards, returned by Brenton Bersin for 23 yards (tackle by Brock Coyle)",0.000,-0.480
4,0:42,1,10,CAR 23,13,9,Cam Newton pass incomplete short middle intended for Jonathan Stewart,0.480,-0.070
4,0:38,2,10,CAR 23,13,9,"Penalty on Jerricho Cotchery: False Start, 5 yards (no play)",-0.070,-0.840
4,0:38,2,15,CAR 18,13,9,Cam Newton sacked by Bruce Irvin for -7 yards,-0.840,-0.840
4,0:33,2,15,CAR 18,13,9,Timeout #2 by Carolina Panthers,-0.840,-2.820
4,0:33,3,22,CAR 11,13,9,Cam Newton sacked by Bruce Irvin for -3 yards,-2.820,-2.820
4,0:26,3,22,CAR 11,13,9,Timeout #3 by Carolina Panthers,-2.820,-2.490
4,0:26,4,25,CAR 8,13,9,Cam Newton pass incomplete short right intended for Jonathan Stewart,-2.490,-5.370
4,0:20,1,8,CAR 8,13,9,Russell Wilson kneels for -1 yards,5.370,4.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
