Quarter,Time,Down,ToGo,Location,BUF,NYG,Detail,EPB,EPA
1,2:44,2,3,NYG 38,0,0,Tiki Barber left tackle for 2 yards (tackle by London Fletcher and Takeo Spikes),1.410,0.960
1,2:03,3,1,NYG 40,0,0,Kerry Collins pass incomplete intended for Darnell Dinkins,0.960,-0.720
1,1:55,4,1,NYG 40,0,0,"Jeff Feagles punts 33 yards, fair catch by Nate Clements",-0.720,-0.740
1,1:46,1,10,BUF 27,0,0,Drew Bledsoe pass incomplete intended for Travis Henry,0.740,0.200
1,1:41,2,10,BUF 27,0,0,Drew Bledsoe pass complete to Bobby Shaw for 16 yards (tackle by Micheal Barrow),0.200,1.800
1,1:03,1,10,BUF 43,0,0,Drew Bledsoe pass complete to Eric Moulds for 11 yards (tackle by Will Allen),1.800,2.520
1,0:27,1,10,NYG 46,0,0,Drew Bledsoe pass complete to Eric Moulds for 22 yards (tackle by Will Allen),2.520,3.970
1,0:01,1,10,NYG 24,0,0,Drew Bledsoe pass incomplete intended for Eric Moulds (defended by Will Allen),3.970,3.430
Quarter,Time,Down,ToGo,Location,BUF,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,NYG 24,6,0,"Drew Bledsoe pass complete to Dave Moore for 24 yards, touchdown",3.430,7.000
2,,,,NYG 2,7,0,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,7,0,"Rian Lindell kicks off 59 yards, returned by Delvin Joyce for 12 yards (tackle by Keith McKenzie)",0.000,0.480
2,14:44,1,10,NYG 23,7,6,"Kerry Collins pass complete to Amani Toomer for 77 yards, touchdown",0.480,7.000
2,,,,BUF 2,7,7,Matt Bryant kicks extra point good,0.000,0.000
2,,,,NYG 30,7,7,"Matt Bryant kicks off 61 yards, returned by Terrence McGee for 18 yards (tackle by Wesly Mallard)",0.000,0.740
2,14:26,1,10,BUF 27,7,7,Travis Henry left guard for 5 yards (tackle by Johnnie Harris and Dhani Jones),0.740,0.870
2,13:58,2,5,BUF 32,7,7,Drew Bledsoe pass complete to Josh Reed for 6 yards (tackle by Frank Walker),0.870,1.470
2,13:21,1,10,BUF 38,7,7,Drew Bledsoe pass complete to Josh Reed for 4 yards (tackle by Ryan Clark),1.470,1.460
2,12:36,2,6,BUF 42,7,7,Drew Bledsoe pass incomplete intended for Eric Moulds,1.460,0.760
2,12:26,3,6,BUF 42,7,7,Drew Bledsoe pass complete to Bobby Shaw for 31 yards (tackle by Johnnie Harris),0.760,3.780
2,11:45,1,10,NYG 27,7,7,Travis Henry left guard for 1 yard (tackle by Michael Strahan and Keith Hamilton),3.780,3.370
2,11:00,,,,7,7,Timeout #1 by Buffalo Bills,0.000,3.370
2,11:00,2,9,NYG 26,7,7,"Drew Bledsoe pass incomplete intended for Mark Campbell (defended by Johnnie Harris). Penalty on Omar Stoutmire: Personal Foul, 13 yards (no play)",3.370,4.710
2,10:54,1,10,NYG 13,7,7,Travis Henry right guard for no gain (tackle by Cornelius Griffin),4.710,4.050
2,10:17,2,10,NYG 13,7,7,Drew Bledsoe pass incomplete intended for Travis Henry,4.050,3.120
2,10:09,3,10,NYG 13,7,7,Drew Bledsoe pass complete to Joe Burns for 5 yards (tackle by Micheal Barrow),3.120,2.970
2,9:30,4,5,NYG 8,10,7,Rian Lindell 26 yard field goal good,2.970,3.000
2,,,,BUF 30,10,7,"Rian Lindell kicks off 58 yards, returned by Brian Mitchell for 20 yards (tackle by Dominique Stevenson)",0.000,1.070
2,9:19,1,10,NYG 32,10,7,Kerry Collins pass incomplete intended for Ike Hilliard (defended by Takeo Spikes),1.070,0.530
2,9:13,2,10,NYG 32,10,7,Dorsey Levens up the middle for 4 yards (tackle by Chris Kelsay),0.530,0.370
2,8:36,3,6,NYG 36,10,7,Kerry Collins pass complete to Amani Toomer for 14 yards (tackle by Terrence McGee),0.370,2.260
2,8:12,1,10,NYG 50,10,7,"Kerry Collins sacked for -4 yards. Kerry Collins fumbles, recovered by Aaron Schobel at NYG-41 (tackle by Dorsey Levens)",2.260,-2.850
2,7:57,1,10,NYG 41,10,7,Drew Bledsoe pass incomplete intended for Eric Moulds,2.850,2.310
2,7:51,2,10,NYG 41,10,7,Drew Bledsoe pass complete to Josh Reed for 15 yards (tackle by Frank Walker),2.310,3.840
2,7:26,1,10,NYG 26,10,7,Travis Henry right end for -4 yards (tackle by Micheal Barrow),3.840,2.760
2,6:35,2,14,NYG 30,10,7,Drew Bledsoe sacked by Michael Strahan for -5 yards,2.760,1.420
2,6:00,3,19,NYG 35,10,7,Drew Bledsoe pass complete to Josh Reed for 20 yards (tackle by Johnnie Harris),1.420,4.580
2,5:15,1,10,NYG 15,10,7,"Travis Henry left end for no gain (tackle by Johnnie Harris). Penalty on Trey Teague: Offensive Holding, 10 yards (no play)",4.580,3.910
2,4:55,1,20,NYG 25,10,7,Drew Bledsoe pass complete to Eric Moulds for 3 yards (tackle by Will Allen),3.910,3.080
2,4:28,2,17,NYG 22,16,7,"Drew Bledsoe pass complete to Bobby Shaw for 22 yards, touchdown",3.080,7.000
2,,,,NYG 2,17,7,Rian Lindell kicks extra point good,0.000,0.000
2,,,,BUF 30,17,7,"Rian Lindell kicks off 70 yards, touchback",0.000,0.280
2,4:07,1,10,NYG 20,17,7,"Kerry Collins pass complete to Ike Hilliard for 4 yards (tackle by Antoine Winfield). Penalty on Wayne Lucier: Tripping, 10 yards (no play)",0.280,-0.760
2,3:55,1,20,NYG 10,17,7,Tiki Barber right tackle for no gain (tackle by Pat Williams and Lawyer Milloy),-0.760,-1.510
2,3:32,2,20,NYG 10,17,7,Kerry Collins pass complete to Tim Carter for 15 yards (tackle by Nate Clements),-1.510,-0.300
2,2:49,3,5,NYG 25,17,7,Kerry Collins pass incomplete intended for Visanthe Shiancoe,-0.300,-1.700
2,2:40,4,5,NYG 25,17,7,"Jeff Feagles punts 31 yards, muffed catch by Nate Clements, recovered by Nate Clements and returned for no gain",-1.700,-1.990
2,2:30,1,10,BUF 46,17,7,Drew Bledsoe pass incomplete intended for Josh Reed,1.990,1.450
2,2:22,2,10,BUF 46,17,7,Travis Henry right tackle for 11 yards (tackle by Johnnie Harris),1.450,2.720
2,2:00,1,10,NYG 43,17,7,Travis Henry up the middle for 1 yard (tackle by Dhani Jones),2.720,2.310
2,1:39,2,9,NYG 42,17,7,"Penalty on Ross Tucker: False Start, 5 yards (no play)",2.310,1.640
2,1:39,2,14,NYG 47,17,7,Drew Bledsoe pass complete to Josh Reed for 8 yards (tackle by Omar Stoutmire),1.640,2.010
2,1:14,3,6,NYG 39,17,7,Drew Bledsoe pass incomplete,2.010,0.660
2,1:09,4,6,NYG 39,17,7,Brian Moorman punts 28 yards,0.660,0.370
2,0:56,1,10,NYG 11,17,7,Kerry Collins pass complete to Ike Hilliard for 7 yards (tackle by Antoine Winfield),-0.370,0.000
2,0:38,2,3,NYG 18,17,7,Kerry Collins sacked by Aaron Schobel for -5 yards,0.000,-1.190
2,0:18,3,8,NYG 13,17,7,Kerry Collins pass incomplete intended for Amani Toomer (defended by Lawyer Milloy),-1.190,-2.490
2,0:14,4,8,NYG 13,17,7,"Jeff Feagles punts 46 yards, fair catch by Nate Clements",-2.490,-1.660
2,0:07,1,10,BUF 41,17,7,Drew Bledsoe kneels for -1 yards,1.660,0.990
Quarter,Time,Down,ToGo,Location,BUF,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,17,7,"Matt Bryant kicks off 62 yards, returned by Antonio Brown for 39 yards (tackle by Matt Bryant). Penalty on Jeff Posey: Offensive Holding, 10 yards",0.000,-0.140
3,14:53,1,10,BUF 16,17,7,Drew Bledsoe pass complete to Ryan Neufeld for 9 yards (tackle by Dhani Jones),-0.140,0.690
3,14:40,2,1,BUF 25,17,7,Travis Henry left guard for no gain (tackle by Brandon Short and Dhani Jones),0.690,-0.200
3,14:00,3,1,BUF 25,17,7,Travis Henry left tackle for 4 yards (tackle by Dhani Jones and Kevin Lewis),-0.200,0.870
3,13:21,1,10,BUF 29,17,7,Drew Bledsoe pass complete to Travis Henry for 6 yards (tackle by Frank Walker),0.870,1.140
3,12:33,2,4,BUF 35,17,7,Josh Reed right end for 14 yards (tackle by Michael Strahan),1.140,2.190
3,12:01,1,10,BUF 49,17,7,Drew Bledsoe sacked by Brandon Short for -6 yards,2.190,0.840
3,11:22,2,16,BUF 43,17,7,Travis Henry up the middle for -4 yards (tackle by Micheal Barrow),0.840,-0.360
3,10:40,3,20,BUF 39,17,7,Drew Bledsoe sacked by Cornelius Griffin and Keith Hamilton for -5 yards,-0.360,-1.110
3,10:23,4,25,BUF 34,17,7,Brian Moorman punts 46 yards,-1.110,-0.280
3,10:15,1,10,NYG 20,17,7,Tiki Barber right tackle for 2 yards (tackle by Pat Williams),0.280,0.000
3,9:43,2,8,NYG 22,17,7,Kerry Collins pass incomplete intended for Amani Toomer,0.000,-0.690
3,9:38,3,8,NYG 22,17,7,Kerry Collins pass incomplete intended for Amani Toomer,-0.690,-1.900
3,9:34,4,8,NYG 22,17,7,"Jeff Feagles punts 45 yards, returned by Nate Clements for 1 yard (tackle by David Tyree)",-1.900,-1.200
3,9:24,1,10,BUF 34,17,7,"Travis Henry right tackle for 9 yards (tackle by Omar Stoutmire and Brandon Short). Penalty on Ross Tucker: Offensive Holding, 10 yards (no play)",1.200,0.540
3,9:12,1,20,BUF 24,17,7,Travis Henry left end for -1 yards (tackle by Cornelius Griffin and Keith Hamilton),0.540,-0.830
3,8:27,2,21,BUF 23,17,7,"Drew Bledsoe pass incomplete intended for Josh Reed. Penalty on Keith Hamilton: Roughing the Passer, 15 yards (no play)",-0.830,1.470
3,8:14,1,10,BUF 38,17,7,Travis Henry left end for 12 yards (tackle by Omar Stoutmire and Micheal Barrow),1.470,2.260
3,7:47,1,10,NYG 50,17,7,Drew Bledsoe pass incomplete intended for Eric Moulds,2.260,1.710
3,7:43,2,10,NYG 50,17,7,Drew Bledsoe pass complete to Eric Moulds for 21 yards (tackle by Frank Walker),1.710,3.640
3,7:06,1,10,NYG 29,17,7,Drew Bledsoe pass complete to Bobby Shaw for 18 yards (tackle by Omar Stoutmire),3.640,4.840
3,6:21,1,10,NYG 11,17,7,"Drew Bledsoe for no gain. Drew Bledsoe fumbles, recovered by Travis Henry at NYG-13",4.840,3.830
3,5:34,2,12,NYG 13,23,7,"Travis Henry left tackle for 13 yards, touchdown",3.830,7.000
3,,,,NYG 2,24,7,Rian Lindell kicks extra point good,0.000,0.000
3,,,,BUF 30,24,7,"Rian Lindell kicks off 54 yards, returned by Delvin Joyce for 19 yards (tackle by Terrence McGee)",0.000,1.270
3,5:25,1,10,NYG 35,24,7,Tiki Barber left guard for 1 yard (tackle by Lawyer Milloy and London Fletcher),1.270,0.860
3,4:54,2,9,NYG 36,24,7,Kerry Collins sacked by Aaron Schobel for -4 yards,0.860,-0.360
3,4:27,3,13,NYG 32,24,7,"Kerry Collins pass incomplete intended for Amani Toomer. Penalty on Jeff Roehl: Offensive Holding (Offsetting), Penalty on Nate Clements: Defensive Holding (Offsetting) (no play)",-0.360,-0.360
3,4:16,3,13,NYG 32,24,7,Kerry Collins pass incomplete intended for Tim Carter (defended by Terrence McGee),-0.360,-1.240
3,4:10,4,13,NYG 32,24,7,Jeff Feagles punts 32 yards,-1.240,-1.330
3,3:58,1,10,BUF 36,24,7,Travis Henry left tackle for 3 yards (tackle by Lance LeGree and Cornelius Griffin),1.330,1.200
3,3:26,2,7,BUF 39,24,7,Alex Van Pelt pass incomplete intended for Josh Reed (defended by Frank Walker),1.200,0.500
3,3:11,3,7,BUF 39,24,7,Alex Van Pelt pass incomplete intended for Josh Reed,0.500,-0.780
3,3:05,4,7,BUF 39,24,7,"Brian Moorman punts 50 yards, returned by Brian Mitchell for 9 yards (tackle by Joe Burns)",-0.780,-0.280
3,2:51,1,10,NYG 20,24,7,Kerry Collins pass incomplete intended for Tiki Barber,0.280,-0.270
3,2:44,2,10,NYG 20,24,7,Kerry Collins pass complete to Jim Finn for 5 yards (tackle by Lawyer Milloy),-0.270,-0.300
3,2:09,3,5,NYG 25,24,7,Kerry Collins pass incomplete intended for Tim Carter,-0.300,-1.700
3,1:59,4,5,NYG 25,24,7,"Jeff Feagles punts 44 yards, returned by Nate Clements for 5 yards (tackle by Nick Greisen)",-1.700,-1.330
3,1:48,1,10,BUF 36,24,7,Alex Van Pelt pass complete to Eric Moulds for 9 yards (tackle by Frank Walker),1.330,2.010
3,1:17,2,1,BUF 45,24,7,"Travis Henry right tackle for 4 yards (tackle by Brandon Short). Penalty on Trey Teague: Offensive Holding, 10 yards (no play)",2.010,0.660
3,0:59,2,11,BUF 35,24,7,Alex Van Pelt sacked by Keith Hamilton for -7 yards,0.660,-0.960
3,0:23,3,18,BUF 28,24,7,Alex Van Pelt pass complete to Joe Burns for 14 yards (tackle by Micheal Barrow),-0.960,-0.590
Quarter,Time,Down,ToGo,Location,BUF,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,BUF 42,24,7,Brian Moorman punts 32 yards,-0.590,-0.670
4,14:53,1,10,NYG 26,24,7,"Penalty on David Diehl: False Start, 5 yards (no play)",0.670,0.340
4,14:53,1,15,NYG 21,24,7,Kerry Collins pass complete to Tim Carter for 8 yards (tackle by Kevin Thomas),0.340,0.540
4,14:39,2,7,NYG 29,24,7,Kerry Collins pass complete to Ike Hilliard for 9 yards (tackle by Antoine Winfield),0.540,1.470
4,14:02,1,10,NYG 38,24,7,Kerry Collins pass incomplete intended for Amani Toomer,1.470,0.920
4,13:55,2,10,NYG 38,24,7,Tiki Barber left guard for -2 yards (tackle by London Fletcher),0.920,-0.030
4,13:27,3,12,NYG 36,24,7,Kerry Collins pass complete to Tim Carter for 14 yards (tackle by Izell Reese),-0.030,2.260
4,12:52,1,10,NYG 50,24,7,Kerry Collins pass complete to Amani Toomer for 19 yards (tackle by Antoine Winfield),2.260,3.510
4,12:22,1,10,BUF 31,24,7,Kerry Collins pass incomplete intended for Ike Hilliard,3.510,2.970
4,12:04,2,10,BUF 31,24,7,Kerry Collins pass incomplete intended for Tiki Barber,2.970,2.280
4,11:59,3,10,BUF 31,24,7,Kerry Collins pass complete to Tim Carter for 9 yards (tackle by Izell Reese),2.280,2.140
4,11:38,,,,24,7,Timeout #1 by New York Giants,0.000,2.140
4,11:38,4,1,BUF 22,24,7,Kerry Collins pass incomplete intended for Darnell Dinkins (defended by Lawyer Milloy),2.140,-0.480
4,11:33,1,10,BUF 23,24,7,Travis Henry left end for 6 yards (tackle by Micheal Barrow),0.480,0.740
4,10:59,2,4,BUF 29,24,7,Travis Henry left end for 3 yards (tackle by Micheal Barrow and Omar Stoutmire),0.740,0.430
4,10:35,3,1,BUF 32,24,7,Travis Henry right end for 32 yards (tackle by Ike Charlton),0.430,3.180
4,9:30,1,10,NYG 36,24,7,"Penalty on Marques Sullivan: False Start, 5 yards (no play)",3.180,2.850
4,9:26,1,15,NYG 41,24,7,Travis Henry right tackle for 5 yards (tackle by Keith Hamilton and Ike Charlton),2.850,2.640
4,8:35,2,10,NYG 36,24,7,Travis Henry left guard for 3 yards (tackle by Micheal Barrow),2.640,2.350
4,8:01,3,7,NYG 33,24,7,Alex Van Pelt pass incomplete intended for Eric Moulds,2.350,1.150
4,7:46,4,7,NYG 33,24,7,Rian Lindell 50 yard field goal no good,1.150,-1.600
4,7:38,1,10,NYG 40,24,7,Kerry Collins pass incomplete intended for Visanthe Shiancoe,1.600,1.050
4,7:33,2,10,NYG 40,24,7,Kerry Collins sacked by Aaron Schobel for -9 yards,1.050,-0.820
4,7:15,3,19,NYG 31,24,7,Kerry Collins pass incomplete,-0.820,-1.310
4,7:07,4,19,NYG 31,24,7,Jeff Feagles punts 35 yards,-1.310,-1.200
4,6:54,1,10,BUF 34,24,7,Travis Henry right end for 8 yards (tackle by Omar Stoutmire),1.200,1.740
4,6:12,2,2,BUF 42,24,7,Travis Henry left guard for 3 yards (tackle by Osi Umenyiora and Keith Hamilton),1.740,1.930
4,5:29,1,10,BUF 45,24,7,Travis Henry right end for 1 yard (tackle by Lance LeGree and Dhani Jones),1.930,1.520
4,4:45,2,9,BUF 46,24,7,Travis Henry left tackle for 4 yards (tackle by Keith Hamilton),1.520,1.360
4,4:31,,,,24,7,Timeout #2 by New York Giants,0.000,1.360
4,4:31,3,5,NYG 50,24,7,Joe Burns left end for 9 yards (tackle by Micheal Barrow and Omar Stoutmire),1.360,2.850
4,3:48,1,10,NYG 41,24,7,Joe Burns left end for 4 yards (tackle by Keith Hamilton and Lance LeGree),2.850,2.850
4,3:07,2,6,NYG 37,24,7,Joe Burns right tackle for 2 yards (tackle by Cornelius Griffin),2.850,2.410
4,2:21,3,4,NYG 35,24,7,Joe Burns left guard for no gain (tackle by Dhani Jones and Keith Hamilton),2.410,0.980
4,2:00,4,4,NYG 35,24,7,Ryan Neufeld left end for 14 yards (tackle by Dhani Jones),0.980,4.170
4,1:30,1,10,NYG 21,24,7,Joe Burns left tackle for -2 yards (tackle by Keith Washington),4.170,3.360
4,0:39,2,12,NYG 23,24,7,Alex Van Pelt kneels for -2 yards,3.360,2.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
