Quarter,Time,Down,ToGo,Location,ATL,WAS,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,ATL,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,WAS 20,0,0,Robert Griffin III pass complete short middle to Fred Davis for 14 yards (tackle by William Moore),-0.270,1.200
2,14:28,1,10,WAS 34,0,0,Alfred Morris left guard for 13 yards (tackle by Dunta Robinson and William Moore),1.200,2.060
2,13:52,1,10,WAS 47,0,0,Alfred Morris right end for 2 yards (tackle by Sean Weatherspoon and Stephen Nicholas),2.060,1.790
2,13:13,2,8,WAS 49,0,0,Robert Griffin III pass incomplete short middle intended for Pierre Garcon,1.790,1.090
2,13:09,3,8,WAS 49,0,0,Robert Griffin III pass complete short right to Fred Davis for 5 yards (tackle by Sean Weatherspoon),1.090,0.200
2,12:35,4,3,ATL 46,0,0,"Saverio Rocca punts 35 yards, fair catch by Dominique Franks",0.200,0.370
2,12:27,1,10,ATL 11,0,0,Matt Ryan pass complete short middle to Tony Gonzalez for 11 yards (tackle by DeAngelo Hall and London Fletcher),-0.370,0.410
2,11:48,1,10,ATL 22,0,0,Matt Ryan pass incomplete short middle intended for Joe Hawley (defended by Perry Riley),0.410,-0.130
2,11:40,2,10,ATL 22,0,0,Matt Ryan pass complete short right to Tony Gonzalez for 11 yards (tackle by Jarvis Jenkins and DeAngelo Hall),-0.130,1.140
2,11:03,1,10,ATL 33,0,0,Michael Turner left end for 5 yards (tackle by London Fletcher),1.140,1.270
2,10:46,2,5,ATL 38,0,0,Matt Ryan pass incomplete short left intended for Tommy Gallarda. Penalty on Garrett Reynolds: Ineligible Downfield Pass (Declined),1.270,0.560
2,10:25,3,5,ATL 38,0,6,"Matt Ryan pass incomplete short middle intended for Harry Douglas is intercepted by Ryan Kerrigan at ATL-28 and returned for 28 yards, touchdown",0.560,-7.000
2,,,,ATL 2,0,7,Billy Cundiff kicks extra point good,0.000,0.000
2,10:11,,,WAS 35,0,7,"Billy Cundiff kicks off 63 yards, returned by Jacquizz Rodgers for 18 yards (tackle by Lorenzo Alexander)",0.000,0.280
2,10:05,1,10,ATL 20,0,7,Matt Ryan pass complete short left to Julio Jones for 12 yards (tackle by Josh Wilson),0.280,1.070
2,9:42,1,10,ATL 32,0,7,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Rob Jackson),1.070,1.200
2,9:02,2,5,ATL 37,0,7,Michael Turner right end for 4 yards (tackle by London Fletcher),1.200,1.030
2,8:24,3,1,ATL 41,0,7,Harry Douglas left end for 5 yards (tackle by Barry Cofield),1.030,1.990
2,7:47,1,10,ATL 46,0,7,Julio Jones left end for 1 yard (tackle by Perry Riley and Barry Cofield),1.990,1.590
2,7:00,2,9,ATL 47,0,7,Michael Turner up the middle for 8 yards (tackle by London Fletcher and Richard Crawford),1.590,1.950
2,6:17,3,1,WAS 45,0,7,Jacquizz Rodgers left guard for 1 yard (tackle by Perry Riley and London Fletcher),1.950,2.650
2,5:36,1,10,WAS 44,0,7,Matt Ryan pass incomplete deep middle intended for Julio Jones,2.650,2.110
2,5:30,2,10,WAS 44,0,7,Matt Ryan pass complete short right to Tony Gonzalez for 14 yards (tackle by Perry Riley),2.110,3.580
2,5:00,1,10,WAS 30,0,7,"Matt Ryan for no gain. Matt Ryan fumbles, recovered by Perry Riley at WAS-32 (tackle by Garrett Reynolds)",3.580,-1.070
2,4:55,1,10,WAS 32,0,7,Robert Griffin III pass complete short left to Alfred Morris for 20 yards (tackle by Sean Weatherspoon and William Moore),1.070,2.390
2,4:14,1,10,ATL 48,0,7,Alfred Morris left end for 29 yards (tackle by William Moore),2.390,4.310
2,3:45,1,10,ATL 19,0,7,Ryan Grant right guard for 5 yards (tackle by Akeem Dent and Sean Weatherspoon),4.310,4.530
2,3:08,2,5,ATL 14,0,7,Robert Griffin III pass complete short left to Leonard Hankerson for 3 yards (tackle by Robert McClain),4.530,4.430
2,2:30,3,2,ATL 11,0,7,Alfred Morris right end for -2 yards (tackle by Kroy Biermann). Penalty on Trent Williams: Offensive Holding (Declined),4.430,2.640
2,2:21,4,4,ATL 13,0,7,Billy Cundiff 31 yard field goal no good,2.640,-0.340
2,2:16,1,10,ATL 21,0,7,Matt Ryan pass complete short middle to Roddy White for 20 yards (tackle by Josh Wilson and London Fletcher),0.340,1.660
2,2:00,1,10,ATL 41,0,7,"Matt Ryan pass complete short middle to Tony Gonzalez for 4 yards (tackle by London Fletcher). Penalty on London Fletcher: Defensive Holding, 5 yards (no play)",1.660,1.990
2,1:53,1,10,ATL 46,0,7,Matt Ryan pass complete short left to Harry Douglas for 15 yards,1.990,2.980
2,1:48,1,10,WAS 39,0,7,Matt Ryan pass complete short middle to Julio Jones for 5 yards (tackle by Madieu Williams),2.980,3.120
2,1:26,2,5,WAS 34,0,7,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Josh Wilson and Madieu Williams),3.120,3.640
2,0:57,1,10,WAS 29,0,7,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Madieu Williams),3.640,3.100
2,0:52,2,10,WAS 29,0,7,Matt Ryan pass complete short right to Julio Jones for 7 yards (tackle by DeAngelo Hall),3.100,0.000
2,0:44,,,,0,7,Timeout #1 by Atlanta Falcons,0.000,3.340
2,0:44,3,3,WAS 22,0,7,Matt Ryan pass complete deep middle to Tony Gonzalez for 21 yards (tackle by Dejon Gomes and Madieu Williams),3.340,0.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,0:35,,,,0,7,Timeout #2 by Atlanta Falcons,0.000,6.970
2,0:35,1,1,WAS 1,0,7,Penalty on Barry Cofield: Encroachment (no play),6.970,6.970
2,0:30,1,1,WAS 1,6,7,"Matt Ryan pass complete short right to Tony Gonzalez for 1 yard, touchdown. Penalty on Lorenzo Alexander: Defensive Holding (Declined)",6.970,7.000
2,0:30,,,WAS 2,7,7,Matt Bryant kicks extra point good,0.000,0.000
2,0:30,,,ATL 35,7,7,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
2,0:30,1,10,WAS 20,7,7,Alfred Morris up the middle for 12 yards (tackle by Sean Weatherspoon and Thomas DeCoud),0.280,0.000
2,0:23,,,,7,7,Timeout #1 by Washington Redskins,0.000,1.070
2,0:23,1,10,WAS 32,7,7,Alfred Morris right tackle for 4 yards (tackle by Stephen Nicholas and Sean Weatherspoon),1.070,0.000
2,0:17,,,,7,7,Timeout #2 by Washington Redskins,0.000,1.070
2,0:17,2,6,WAS 36,7,7,Alfred Morris left guard for no gain (tackle by Jonathan Babineaux),1.070,0.370
Quarter,Time,Down,ToGo,Location,ATL,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,7,7,"Matt Bosher kicks off 70 yards, returned by Brandon Banks for 27 yards (tackle by Robert James)",0.000,0.410
3,14:56,1,10,WAS 22,7,7,Alfred Morris right end for 7 yards (tackle by Akeem Dent),0.410,0.810
3,14:18,2,3,WAS 29,7,7,Robert Griffin III pass complete short middle to Fred Davis for 7 yards (tackle by Thomas DeCoud),0.810,1.330
3,13:37,1,10,WAS 36,7,7,Alfred Morris left tackle for no gain (tackle by Stephen Nicholas),1.330,0.790
3,12:59,2,10,WAS 36,7,7,"Alfred Morris right end for no gain (tackle by Kroy Biermann and Jonathan Babineaux). Penalty on Aldrick Robinson: Illegal Block Above the Waist, 10 yards (no play)",0.790,-0.560
3,12:36,2,20,WAS 26,7,7,Robert Griffin III pass complete short middle to Fred Davis for 18 yards (tackle by William Moore),-0.560,1.160
3,11:54,3,2,WAS 44,7,7,Alfred Morris left tackle for 1 yard (tackle by Kroy Biermann and Charles Mitchell),1.160,-0.390
3,11:16,4,1,WAS 45,7,7,Saverio Rocca punts 53 yards,-0.390,0.380
3,11:09,1,10,ATL 2,7,7,Jason Snelling up the middle for 2 yards (tackle by Ryan Kerrigan),-0.380,-0.630
3,10:27,2,8,ATL 4,7,7,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Josh Wilson),-0.630,-1.190
3,10:18,3,8,ATL 4,7,7,Matt Ryan pass complete short right to Tony Gonzalez for 4 yards (tackle by Perry Riley),-1.190,-2.490
3,9:39,4,4,ATL 8,7,7,"Matt Bosher punts 44 yards, returned by Brandon Banks for 13 yards (tackle by Chris Hope)",-2.490,-2.980
3,9:25,1,10,ATL 39,7,7,Robert Griffin III pass incomplete deep middle intended for Pierre Garcon (defended by Dunta Robinson),2.980,2.440
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
3,9:21,2,10,ATL 39,7,7,Robert Griffin III pass complete short middle to Fred Davis for 10 yards (tackle by William Moore),2.440,3.640
3,8:52,1,10,ATL 29,7,7,Robert Griffin III left end for 7 yards (tackle by Kroy Biermann),3.640,4.050
3,8:23,2,3,ATL 22,7,7,Alfred Morris left end for 13 yards (tackle by Jonathan Babineaux),4.050,5.140
3,7:38,1,9,ATL 9,7,7,Robert Griffin III pass complete short middle to Pierre Garcon for 4 yards (tackle by Dunta Robinson),5.140,5.150
3,7:03,2,5,ATL 5,7,7,Alfred Morris left guard for 2 yards (tackle by Sean Weatherspoon and Vance Walker),5.150,4.720
3,6:22,3,3,ATL 3,7,7,Robert Griffin III sacked by Sean Weatherspoon for -2 yards,4.720,3.010
3,6:00,4,5,ATL 5,7,10,Billy Cundiff 23 yard field goal good,3.010,3.000
3,5:56,,,WAS 35,7,10,"Billy Cundiff kicks off 73 yards, touchback",0.000,0.280
3,5:56,1,10,ATL 20,7,10,Matt Ryan pass incomplete short right intended for Joe Hawley,0.280,-0.270
3,5:50,2,10,ATL 20,7,10,Matt Ryan pass incomplete short middle intended for Julio Jones (defended by Josh Wilson),-0.270,-0.960
3,5:45,3,10,ATL 20,7,10,Matt Ryan pass complete deep right to Roddy White for 17 yards (tackle by DeAngelo Hall),-0.960,1.400
3,5:22,1,10,ATL 37,7,10,Michael Turner left end for 5 yards (tackle by London Fletcher),1.400,1.530
3,4:41,2,5,ATL 42,7,10,Michael Turner up the middle for no gain (tackle by Jarvis Jenkins),1.530,0.830
3,4:02,3,5,ATL 42,7,10,Matt Ryan left end for 6 yards (tackle by London Fletcher),0.830,2.130
3,3:40,1,10,ATL 48,7,10,Matt Ryan pass incomplete short middle intended for Jacquizz Rodgers,2.130,1.580
3,3:35,2,10,ATL 48,7,10,Matt Ryan pass complete short right to Tony Gonzalez for 7 yards (tackle by London Fletcher and Reed Doughty),1.580,1.820
3,3:04,3,3,WAS 45,7,10,Jacquizz Rodgers right guard for 1 yard (tackle by London Fletcher and Perry Riley),1.820,0.330
3,2:27,4,2,WAS 44,7,10,"Matt Bosher punts 33 yards, fair catch by Brandon Banks",0.330,0.370
3,2:19,1,10,WAS 11,7,10,Kirk Cousins pass complete short right to Josh Morgan for 4 yards (tackle by Asante Samuel),-0.370,-0.430
3,1:44,2,6,WAS 15,7,10,Alfred Morris left end for -1 yards (tackle by Dunta Robinson),-0.430,-1.070
3,1:07,3,7,WAS 14,7,10,Kirk Cousins pass incomplete short middle intended for Santana Moss,-1.070,-2.470
3,1:00,4,7,WAS 14,7,10,"Saverio Rocca punts 33 yards, out of bounds",-2.470,-2.460
3,0:55,1,10,WAS 47,7,10,Matt Ryan pass complete deep middle to Roddy White for 19 yards (tackle by Reed Doughty),2.460,3.710
3,0:07,1,10,WAS 28,7,10,Matt Ryan pass incomplete short middle intended for Michael Turner,3.710,3.170
3,0:01,2,10,WAS 28,7,10,Matt Ryan pass complete short middle to Michael Turner for 5 yards (tackle by London Fletcher and Perry Riley),3.170,3.140
Quarter,Time,Down,ToGo,Location,ATL,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,WAS 23,7,10,Matt Ryan pass complete short left to Jacquizz Rodgers for 8 yards (tackle by Richard Crawford),3.140,4.580
4,14:18,1,10,WAS 15,7,10,Matt Ryan pass complete short right to Michael Turner for -3 yards (tackle by Kedric Golston and Ryan Kerrigan),4.580,3.560
4,13:30,2,13,WAS 18,13,10,"Matt Ryan pass complete deep left to Julio Jones for 18 yards, touchdown",3.560,7.000
4,13:30,,,WAS 2,14,10,Matt Bryant kicks extra point good,0.000,0.000
4,13:23,,,ATL 35,14,10,"Matt Bosher kicks off 70 yards, returned by Brandon Banks for 27 yards (tackle by Christopher Owens)",0.000,0.410
4,13:17,1,10,WAS 22,14,10,Alfred Morris left end for 1 yard (tackle by Dunta Robinson and Kroy Biermann),0.410,0.000
4,12:40,2,9,WAS 23,14,10,Kirk Cousins pass incomplete deep middle intended for Pierre Garcon,0.000,-0.690
4,12:34,3,9,WAS 23,14,16,"Kirk Cousins pass complete deep middle to Santana Moss for 77 yards, touchdown",-0.690,7.000
4,12:34,,,ATL 2,14,17,Billy Cundiff kicks extra point good,0.000,0.000
4,12:24,,,WAS 35,14,17,"Billy Cundiff kicks off 74 yards, touchback",0.000,0.280
4,12:24,1,10,ATL 20,14,17,"Matt Ryan pass complete short right to Jason Snelling for 9 yards (tackle by Reed Doughty and London Fletcher). Penalty on Reed Doughty: Illegal Contact, 5 yards (no play)",0.280,0.610
4,12:03,1,10,ATL 25,14,17,Michael Turner left guard for 4 yards (tackle by London Fletcher and Ryan Kerrigan),0.610,0.600
4,11:21,2,6,ATL 29,14,17,Michael Turner left tackle for 8 yards (tackle by Dejon Gomes),0.600,1.400
4,10:41,1,10,ATL 37,14,17,Matt Ryan pass incomplete deep left intended for Roddy White (defended by Madieu Williams),1.400,0.860
4,10:34,2,10,ATL 37,14,17,Matt Ryan pass complete deep middle to Harry Douglas for 19 yards (tackle by Reed Doughty),0.860,2.650
4,9:52,1,10,WAS 44,14,17,Matt Ryan pass complete short middle to Tony Gonzalez for 13 yards (tackle by London Fletcher),2.650,3.510
4,9:11,1,10,WAS 31,14,17,Michael Turner left tackle for 3 yards (tackle by London Fletcher and Barry Cofield),3.510,3.370
4,8:29,2,7,WAS 28,14,17,Matt Ryan sacked by Barry Cofield for -7 yards,3.370,1.750
4,7:52,3,14,WAS 35,14,17,Matt Ryan pass incomplete deep middle intended for Harry Douglas (defended by Barry Cofield),1.750,0.970
4,7:47,4,14,WAS 35,17,17,Matt Bryant 53 yard field goal good,0.970,3.000
4,7:42,,,ATL 35,17,17,"Matt Bosher kicks off 67 yards, returned by Brandon Banks for 24 yards (tackle by Matt Bosher)",0.000,0.410
4,7:34,1,10,WAS 22,17,17,Alfred Morris right end for 6 yards (tackle by Peria Jerry),0.410,0.680
4,6:59,2,4,WAS 28,17,17,Kirk Cousins sacked by Kroy Biermann for -6 yards,0.680,-0.820
4,6:21,3,10,WAS 22,17,17,Kirk Cousins pass complete short middle to Evan Royster for 7 yards (tackle by Kroy Biermann and Robert James),-0.820,-1.440
4,5:49,4,3,WAS 29,17,17,"Saverio Rocca punts 42 yards, returned by Dominique Franks for 2 yards (tackle by Lorenzo Alexander)",-1.440,-1.000
4,5:40,1,10,ATL 31,17,17,Michael Turner left end for 4 yards (tackle by Perry Riley and London Fletcher),1.000,1.000
4,5:03,2,6,ATL 35,17,17,Matt Ryan pass complete short right to Tony Gonzalez for 13 yards (tackle by Madieu Williams and DeAngelo Hall),1.000,2.130
4,4:25,1,10,ATL 48,17,17,Michael Turner right guard for 1 yard (tackle by Stephen Bowen),2.130,1.720
4,3:45,2,9,ATL 49,17,17,Matt Ryan pass complete deep left to Julio Jones for 29 yards (tackle by Dejon Gomes),1.720,4.110
4,3:36,1,10,WAS 22,17,17,Matt Ryan pass complete short left to Jason Snelling for 9 yards (tackle by London Fletcher and Dejon Gomes),4.110,5.060
4,2:52,2,1,WAS 13,23,17,"Michael Turner left guard for 13 yards, touchdown",5.060,7.000
4,2:52,,,WAS 2,24,17,Matt Bryant kicks extra point good,0.000,0.000
4,2:46,,,ATL 35,24,17,"Matt Bosher kicks off 69 yards, returned by Brandon Banks for 35 yards (tackle by Christopher Owens)",0.000,1.000
4,2:39,1,10,WAS 31,24,17,Kirk Cousins pass complete deep middle to Pierre Garcon for 20 yards (tackle by Dunta Robinson and William Moore),1.000,2.320
4,2:10,1,10,ATL 49,24,17,Kirk Cousins pass complete short left to Santana Moss for 3 yards (tackle by Robert McClain),2.320,2.190
4,2:00,2,7,ATL 46,24,17,Kirk Cousins pass incomplete short left intended for Fred Davis is intercepted by Dunta Robinson at ATL-36 and returned for 4 yards (tackle by Alfred Morris),2.190,-1.600
4,1:53,1,10,ATL 40,24,17,Michael Turner right guard for no gain (tackle by Perry Riley and Barry Cofield),1.600,0.000
4,1:47,,,,24,17,Timeout #1 by Washington Redskins,0.000,1.050
4,1:47,2,10,ATL 40,24,17,Michael Turner right end for 1 yard (tackle by DeAngelo Hall and London Fletcher),1.050,0.000
4,1:42,,,,24,17,Timeout #2 by Washington Redskins,0.000,0.500
4,1:42,3,9,ATL 41,24,17,Michael Turner left end for 3 yards (tackle by Rob Jackson),0.500,0.000
4,1:30,,,,24,17,Timeout #3 by Washington Redskins,0.000,-0.460
4,1:29,4,6,ATL 44,24,17,"Matt Bosher punts 56 yards, touchback",-0.460,-0.280
4,1:21,1,10,WAS 20,24,17,Kirk Cousins pass incomplete deep middle intended for Santana Moss is intercepted by Thomas DeCoud at WAS-45 and returned for 24 yards (tackle by Tyler Polumbus),0.280,-4.170
4,1:05,1,10,WAS 21,24,17,Matt Ryan kneels for -1 yards,4.170,3.490
4,0:39,2,11,WAS 22,24,17,Matt Ryan kneels for -1 yards,3.490,2.680
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
