Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
4,11:50,2,11,SEA 24,14,17,Russell Wilson pass complete short right to Doug Baldwin for 5 yards (tackle by Chidobe Awuzie),-0.070,-0.100
4,11:13,3,6,SEA 29,14,17,Russell Wilson pass incomplete deep right intended for Tyler Lockett (defended by Chidobe Awuzie),-0.100,-1.440
4,11:08,4,6,SEA 29,14,17,"Michael Dickson punts 60 yards, returned by Tavon Austin for 51 yards (tackle by Ed Dickson)",-1.440,-3.050
4,10:51,1,10,SEA 38,14,17,Dak Prescott pass complete deep left to Amari Cooper for 27 yards (tackle by Justin Coleman),3.050,4.840
4,10:10,1,10,SEA 11,14,17,"Ezekiel Elliott up the middle for no gain (tackle by Bobby Wagner). Penalty on Dalton Schultz: Illegal Formation, 5 yards (no play)",4.840,4.340
4,9:43,1,15,SEA 16,14,17,Dak Prescott pass deep right intended for Noah Brown is intercepted by K.J. Wright at SEA-0 and returned for no gain,4.340,-0.280
4,9:34,1,10,SEA 20,14,17,"Russell Wilson pass complete short left to Nick Vannett for 6 yards (tackle by Leighton Vander Esch and Chidobe Awuzie). Penalty on Justin Britt: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,9:06,1,20,SEA 10,14,17,"Russell Wilson pass complete short middle to Doug Baldwin for 5 yards (tackle by Leighton Vander Esch). Penalty on D.J. Fluker: Unnecessary Roughness, 7 yards",-0.760,-1.660
4,8:40,2,22,SEA 8,14,17,Russell Wilson pass complete short left to Tyler Lockett for 2 yards (tackle by Anthony Brown),-1.660,-2.590
4,8:10,3,20,SEA 10,14,17,Russell Wilson pass complete short left to Mike Davis for 13 yards (tackle by Xavier Woods),-2.590,-1.830
4,7:30,4,7,SEA 23,14,17,"Michael Dickson punts 47 yards, returned by Cole Beasley for 7 yards (tackle by Justin Coleman)",-1.830,-1.400
4,7:20,1,10,DAL 37,14,17,Ezekiel Elliott left guard for 2 yards (tackle by K.J. Wright),1.400,1.130
4,6:46,2,8,DAL 39,14,17,Dak Prescott pass incomplete short right,1.130,0.430
4,6:39,3,8,DAL 39,14,17,"Dak Prescott pass incomplete short middle intended for Michael Gallup (defended by K.J. Wright). Penalty on K.J. Wright: Defensive Pass Interference, 6 yards (no play)",0.430,1.930
4,6:35,1,10,DAL 45,14,17,Ezekiel Elliott up the middle for 5 yards (tackle by Bobby Wagner),1.930,2.060
4,5:58,2,5,DAL 50,14,17,Ezekiel Elliott right tackle for 1 yard (tackle by Shaquill Griffin),2.060,1.490
4,5:14,3,4,SEA 49,14,17,"Dak Prescott pass incomplete short right intended for Cole Beasley. Penalty on Justin Coleman: Defensive Pass Interference, 8 yards (no play)",1.490,2.850
4,5:08,1,10,SEA 41,14,17,Dak Prescott right end for 5 yards (tackle by Jacob Martin),2.850,2.980
4,4:24,2,5,SEA 36,14,17,Ezekiel Elliott up the middle for 6 yards (tackle by Jacob Martin and K.J. Wright),2.980,3.580
4,3:41,1,10,SEA 30,14,17,Ezekiel Elliott right end for 17 yards (tackle by K.J. Wright),3.580,4.710
4,2:51,1,10,SEA 13,14,17,Rod Smith up the middle for 1 yard (tackle by Bradley McDougald),4.710,4.220
4,2:46,,,,,,Timeout #2 by Seattle Seahawks,,
4,2:46,2,9,SEA 12,14,17,"Ezekiel Elliott up the middle for no gain (tackle by Tedric Thompson and Quinton Jefferson). Penalty on Noah Brown: Illegal Shift, 5 yards (no play)",4.220,3.500
4,2:40,2,14,SEA 17,14,17,Dak Prescott pass incomplete short right intended for Michael Gallup,3.500,2.880
4,2:33,3,14,SEA 17,14,17,Dak Prescott up the middle for 16 yards (tackle by Tedric Thompson),2.880,6.970
4,2:14,,,,,,Timeout #3 by Seattle Seahawks,,
4,2:14,1,1,SEA 1,14,23,"Dak Prescott up the middle for 1 yard, touchdown",6.970,7.000
4,2:08,,,SEA 15,14,24,Brett Maher kicks extra point good,0.000,0.000
4,2:08,,,DAL 35,14,24,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,2:08,1,10,SEA 25,14,24,Russell Wilson pass complete short left to Mike Davis for 9 yards (tackle by Demarcus Lawrence and Jaylon Smith),0.610,1.280
4,2:00,2,1,SEA 34,14,24,Russell Wilson pass complete deep left to Tyler Lockett for 53 yards (tackle by Byron Jones),1.280,4.710
4,1:37,1,10,DAL 13,14,24,Russell Wilson pass incomplete short middle intended for Nick Vannett,4.710,4.050
4,1:32,2,10,DAL 13,14,24,Russell Wilson pass incomplete short middle intended for Doug Baldwin,4.050,3.120
4,1:27,3,10,DAL 13,14,24,Russell Wilson pass complete short left to J.D. McKissic for 6 yards (tackle by Byron Jones),3.120,2.990
4,1:22,4,4,DAL 7,20,24,"Russell Wilson pass complete short left to J.D. McKissic for 7 yards, touchdown",2.990,7.000
4,1:18,,,DAL 2,22,24,"Two Point Attempt: Chris Carson rushes, conversion succeeds.",0.000,1.000
4,1:18,,,SEA 35,22,24,"Michael Dickson kicks onside 33 yards, returned by Cole Beasley for no gain",0.000,-1.070
4,1:16,1,10,DAL 32,22,24,Dak Prescott kneels for -1 yards,1.070,0.390
4,0:38,2,11,DAL 31,22,24,Dak Prescott kneels for -1 yards,0.390,-0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
