Quarter,Time,Down,ToGo,Location,SDG,BUF,Detail,EPB,EPA
3,6:38,2,12,BUF 12,7,13,Philip Rivers pass incomplete short right intended for Antonio Gates,3.860,3.100
3,6:33,3,12,BUF 12,13,13,"Philip Rivers pass complete short left to Vincent Jackson for 12 yards, touchdown",3.100,7.000
3,,,,BUF 2,14,13,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,14,13,"Nate Kaeding kicks off 66 yards, returned by Leodis McKelvin for 18 yards (tackle by Jacob Hester)",0.000,0.410
3,6:22,1,10,BUF 22,14,13,"Marshawn Lynch left tackle for 1 yard (tackle by Igor Olshansky). Penalty on Stephen Cooper: Defensive Offside, 5 yards (no play)",0.410,1.140
3,5:57,1,5,BUF 27,14,13,Marshawn Lynch right tackle for -2 yards (tackle by Luis Castillo),1.140,0.270
3,5:15,2,7,BUF 25,14,13,Trent Edwards pass incomplete short left intended for Robert Royal,0.270,-0.430
3,5:12,3,7,BUF 25,14,13,Trent Edwards up the middle for 12 yards (tackle by Eric Weddle),-0.430,1.400
3,4:29,1,10,BUF 37,14,13,Marshawn Lynch up the middle for 3 yards (tackle by Tim Dobbins),1.400,1.260
3,3:53,2,7,BUF 40,14,13,Trent Edwards pass complete short middle to Lee Evans for 15 yards (tackle by Antonio Cromartie),1.260,2.590
3,3:16,1,10,SDG 45,14,13,Marshawn Lynch left end for 8 yards (tackle by Antoine Cason),2.590,3.120
3,2:35,2,2,SDG 37,14,13,Fred Jackson left end for 6 yards (tackle by Marques Harris),3.120,3.510
3,2:03,1,10,SDG 31,14,13,"Penalty on Marshawn Lynch: False Start, 5 yards (no play)",3.510,3.180
3,1:45,1,15,SDG 36,14,13,Trent Edwards pass complete deep left to Roscoe Parrish for 22 yards (tackle by Antonio Cromartie),3.180,4.650
3,1:02,1,10,SDG 14,14,13,"Penalty on Shaun Phillips: Defensive Offside, 5 yards (no play)",4.650,5.800
3,0:40,1,5,SDG 9,14,19,"Marshawn Lynch right end for 9 yards, touchdown",5.800,7.000
3,,,,SDG 2,14,20,Rian Lindell kicks extra point good,0.000,0.000
3,,,,BUF 30,14,20,"Rian Lindell kicks off 61 yards, returned by Darren Sproles for 21 yards (tackle by Jon Corto)",0.000,0.940
3,0:26,1,10,SDG 30,14,20,Philip Rivers pass complete deep middle to Malcom Floyd for 21 yards (tackle by Paul Posluszny),0.940,2.320
Quarter,Time,Down,ToGo,Location,SDG,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 49,14,20,LaDainian Tomlinson left tackle for 7 yards (tackle by Ryan Denney),2.320,2.730
4,14:20,2,3,BUF 42,14,20,LaDainian Tomlinson right guard for 1 yard (tackle by Bryan Scott and Leodis McKelvin),2.730,2.150
4,13:46,3,2,BUF 41,14,20,Darren Sproles left end for 1 yard (tackle by Kawika Mitchell),2.150,0.590
4,13:16,4,1,BUF 40,14,20,"Mike Scifres punts 39 yards, touchback",0.590,0.380
,,,,,,,"BUF challenged the touchback ruling, and the play was upheld.",,
4,13:06,1,10,BUF 1,14,20,Marshawn Lynch right tackle for 2 yards (tackle by Stephen Cooper and Quentin Jammer),-0.380,-0.630
4,12:29,2,8,BUF 3,14,20,Marshawn Lynch right guard for no gain (tackle by Igor Olshansky),-0.630,-1.190
4,11:50,3,8,BUF 3,14,20,Trent Edwards pass complete short left to Lee Evans for 9 yards (tackle by Antonio Cromartie),-1.190,-0.350
4,11:12,1,10,BUF 12,14,20,Fred Jackson left tackle for 5 yards (tackle by Antonio Cromartie),-0.350,-0.230
4,10:55,2,5,BUF 17,14,20,Fred Jackson left tackle for 4 yards (tackle by Jacques Cesaire and Stephen Cooper),-0.230,-0.370
4,10:19,3,1,BUF 21,14,20,Fred Jackson up the middle for no gain (tackle by Jamal Williams),-0.370,-1.960
4,9:38,4,1,BUF 21,14,20,"Penalty on Derek Schouman: False Start, 5 yards (no play)",-1.960,-2.390
4,9:27,4,6,BUF 16,14,20,"Brian Moorman punts 49 yards, returned by Darren Sproles for 7 yards (tackle by Blake Costanzo)",-2.390,-1.730
4,9:15,1,10,SDG 42,14,20,Philip Rivers pass incomplete short left intended for Vincent Jackson (defended by Kawika Mitchell),1.730,1.190
4,9:10,2,10,SDG 42,14,20,Philip Rivers pass complete deep left to Antonio Gates for 19 yards (tackle by Jabari Greer),1.190,2.980
4,8:45,1,10,BUF 39,14,20,LaDainian Tomlinson up the middle for 5 yards (tackle by Keith Ellison and Kawika Mitchell),2.980,3.120
4,8:11,2,5,BUF 34,14,20,LaDainian Tomlinson right tackle for 9 yards (tackle by Leodis McKelvin),3.120,3.910
4,7:32,1,10,BUF 25,14,20,Philip Rivers pass incomplete deep middle intended for Malcom Floyd,3.910,3.360
4,7:28,,,,14,20,Timeout #1 by San Diego Chargers,0.000,3.360
4,7:28,2,10,BUF 25,14,20,Philip Rivers pass complete short right to Vincent Jackson for 7 yards (tackle by Kawika Mitchell),3.360,3.660
4,6:47,3,3,BUF 18,14,20,Philip Rivers pass complete short left to LaDainian Tomlinson for 9 yards (tackle by Paul Posluszny),3.660,5.140
4,6:16,1,9,BUF 9,14,20,Philip Rivers pass incomplete short middle intended for Antonio Gates is intercepted by Kawika Mitchell and returned for 32 yards (tackle by Nick Hardwick),5.140,-1.000
4,6:05,1,10,BUF 31,14,20,Marshawn Lynch right tackle for 5 yards (tackle by Eric Weddle),1.000,1.140
4,5:40,2,5,BUF 36,14,20,Trent Edwards pass complete short left to Josh Reed for 16 yards (tackle by Antonio Cromartie),1.140,2.390
4,4:57,1,10,SDG 48,14,20,Marshawn Lynch right guard for 19 yards (tackle by Eric Weddle),2.390,3.640
4,4:49,1,10,SDG 29,14,20,Fred Jackson up the middle for 3 yards (tackle by Stephen Cooper and Shaun Phillips),3.640,3.510
4,4:07,2,7,SDG 26,14,20,Trent Edwards pass incomplete short right intended for Robert Royal (defended by Shaun Phillips),3.510,2.810
4,4:03,3,7,SDG 26,14,20,Marshawn Lynch left guard for no gain (tackle by Shaun Phillips),2.810,1.740
4,3:21,4,7,SDG 26,14,23,Rian Lindell 44 yard field goal good,1.740,3.000
4,,,,BUF 30,14,23,"Rian Lindell kicks off 46 yards, returned by Brandon Manumaleuna for 5 yards (tackle by Copeland Bryan)",0.000,0.870
4,3:13,1,10,SDG 29,14,23,Philip Rivers pass incomplete short right intended for Darren Sproles,0.870,0.330
4,3:08,2,10,SDG 29,14,23,"Philip Rivers sacked by Kawika Mitchell for -8 yards. Philip Rivers fumbles (forced by Kawika Mitchell), recovered by Copeland Bryan at SDG-22",0.330,-4.110
,,,,,,,"SDG challenged the fumble ruling, and the play was upheld.",,
4,3:02,1,10,SDG 22,14,23,Fred Jackson left guard for 4 yards (tackle by Shaun Phillips),4.110,4.130
4,2:54,,,,14,23,Timeout #3 by San Diego Chargers,0.000,4.130
4,2:54,2,6,SDG 18,14,23,Fred Jackson right tackle for 1 yard (tackle by Igor Olshansky and Tim Dobbins),4.130,3.560
4,2:09,3,5,SDG 17,14,23,Fred Jackson right tackle for 7 yards (tackle by Stephen Cooper),3.560,4.910
4,2:00,1,10,SDG 10,14,23,Trent Edwards kneels for -2 yards,4.910,3.860
4,1:18,2,12,SDG 12,14,23,Trent Edwards kneels for -3 yards,3.860,2.930
4,1:18,3,15,SDG 15,14,23,Trent Edwards kneels for -1 yards,2.930,2.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
