Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
2,15:00,4,14,KAN 25,0,0,"Dustin Colquitt punts 55 yards, returned by Quan Cosby for 12 yards (tackle by Andy Studebaker)",-1.700,-1.070
2,14:49,1,10,CIN 32,0,0,Larry Johnson left guard for 2 yards (tackle by Corey Mays),1.070,0.800
2,14:16,2,8,CIN 34,0,0,Carson Palmer pass incomplete deep middle intended for Chad Johnson is intercepted by Jon McGraw at KAN-23 and returned for 27 yards,0.800,-2.260
2,14:01,1,10,,0,0,Jamaal Charles left end for 4 yards (tackle by Rashad Jeanty),2.260,2.250
2,13:41,2,6,CIN 46,0,0,Jamaal Charles right tackle for 3 yards (tackle by Jonathan Fanene and Dhani Jones),2.250,1.950
2,13:14,3,3,CIN 43,0,0,Matt Cassel pass incomplete short middle intended for Jake O'Connell (defended by Dhani Jones),1.950,0.400
2,13:09,4,3,CIN 43,0,0,"Dustin Colquitt punts 29 yards, fair catch by Quan Cosby",0.400,0.280
2,13:02,1,10,CIN 14,0,0,"Penalty on Andrew Whitworth: False Start, 5 yards (no play)",-0.280,-0.570
2,13:02,1,15,CIN 9,0,0,Larry Johnson right guard for 1 yard (tackle by Mike Vrabel and Mike Brown),-0.570,-1.070
2,12:23,2,14,CIN 10,0,0,Larry Johnson middle for 2 yards (tackle by Tyson Jackson),-1.070,-1.650
2,11:44,3,12,CIN 12,0,0,Carson Palmer pass complete short right to Brian Leonard for 4 yards (tackle by Mike Vrabel),-1.650,-2.390
2,11:10,4,8,CIN 16,0,0,"Kevin Huber punts 46 yards, fair catch by Bobby Wade",-2.390,-1.470
2,11:03,1,10,KAN 38,0,0,Matt Cassel pass incomplete deep middle intended for Dwayne Bowe is intercepted by Nedu Ndukwe at CIN-32 and returned for 9 yards,1.470,-1.660
2,10:50,1,10,CIN 41,0,0,Carson Palmer pass complete short right to Jeremi Johnson for 9 yards (tackle by Demorrio Williams),1.660,2.340
2,10:27,2,1,,0,0,Cedric Benson middle for 4 yards (tackle by Mike Brown),2.340,2.520
2,9:53,1,10,KAN 46,0,0,Larry Johnson right tackle for 6 yards (tackle by Demorrio Williams),2.520,2.790
2,9:25,2,4,KAN 40,0,0,Cedric Benson middle for 3 yards (tackle by Ron Edwards),2.790,2.480
2,8:39,,,,0,0,Timeout #1 by Cincinnati Bengals,0.000,2.480
2,8:39,3,1,KAN 37,0,0,"Cedric Benson right tackle for 1 yard (tackle by Mike Brown). Penalty on Jeremi Johnson: Offensive Holding, 10 yards (no play)",2.480,1.160
2,8:15,3,11,KAN 47,0,0,Carson Palmer sacked by Wallace Gilberry for -9 yards,1.160,-0.460
2,7:56,4,20,CIN 44,0,0,"Kevin Huber punts 50 yards, returned by Bobby Wade for 4 yards (tackle by Kyries Hebert)",-0.460,0.380
2,7:45,1,10,KAN 10,0,0,Matt Cassel pass complete short right to Mike Cox for 9 yards (tackle by Keith Rivers and Johnathan Joseph),-0.380,0.240
2,7:09,2,1,KAN 19,0,0,Jamaal Charles right guard for 3 yards (tackle by Jonathan Fanene and Tank Johnson),0.240,0.410
2,6:33,1,10,KAN 22,0,0,Jamaal Charles for 3 yards (tackle by Nedu Ndukwe),0.410,0.270
2,6:13,2,7,KAN 25,0,0,Matt Cassel pass incomplete short right intended for Dwayne Bowe,0.270,-0.430
2,6:07,3,7,KAN 25,0,0,"Matt Cassel pass incomplete short middle intended for Leonard Pope. Penalty on Morgan Trent: Defensive Pass Interfere, 6 yards (no play)",-0.430,1.000
2,6:04,1,10,KAN 31,0,0,"Penalty on Brian Waters: False Start, 5 yards (no play)",1.000,0.670
2,6:04,1,15,KAN 26,0,0,Matt Cassel pass complete short right to Dwayne Bowe for 10 yards (tackle by Johnathan Joseph),0.670,1.140
2,5:35,2,5,KAN 36,0,0,Jamaal Charles left guard for 1 yard (tackle by Nedu Ndukwe and Frostee Rucker),1.140,0.560
2,4:59,3,4,KAN 37,0,0,Matt Cassel pass complete short middle to Bobby Wade for 5 yards (tackle by Morgan Trent),0.560,1.730
2,4:25,,,,0,0,Timeout #2 by Cincinnati Bengals,0.000,1.730
2,4:25,1,10,KAN 42,0,0,Matt Cassel pass complete short right to Dwayne Bowe for 1 yard (tackle by Johnathan Joseph and Dhani Jones),1.730,1.320
2,3:48,2,9,KAN 43,0,0,Matt Cassel pass complete short right to Jamaal Charles for -2 yards (tackle by Dhani Jones),1.320,0.370
2,3:13,3,11,KAN 41,0,0,Matt Cassel middle for 4 yards (tackle by Dhani Jones and Brandon Johnson),0.370,-0.390
2,2:31,4,7,KAN 45,0,0,"Dustin Colquitt for no gain. Dustin Colquitt fumbles, ball out of bounds at KAN-7. Penalty on Dustin Colquitt: Illegal Kick (Declined)",-0.390,-5.600
2,2:23,1,7,KAN 7,0,0,Cedric Benson right guard for 1 yard (tackle by Demorrio Williams),5.600,4.950
2,2:00,2,6,KAN 6,0,0,"Carson Palmer pass complete short right to Chad Johnson for 6 yards. Penalty on Chad Johnson: Illegal Touch Pass, 5 yards (no play)",4.950,4.020
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned.",,
2,1:51,2,11,KAN 11,0,0,Carson Palmer pass incomplete short middle intended for John Paul Foschi,4.020,3.120
2,1:48,3,11,KAN 11,0,0,Carson Palmer pass incomplete,3.120,2.700
2,1:42,4,11,KAN 11,0,3,Shayne Graham 29 yard field goal good,2.700,3.000
2,,,,CIN 30,0,3,"Shayne Graham kicks off 71 yards, returned by Quinten Lawrence for 20 yards (tackle by Brian Leonard)",0.000,0.150
2,1:33,1,10,KAN 19,0,3,Matt Cassel pass complete short middle to Dwayne Bowe for 7 yards (tackle by Dhani Jones),0.150,0.610
2,1:16,2,3,KAN 26,0,3,Jamaal Charles right guard for 7 yards,0.610,1.140
2,1:10,,,,0,3,Timeout #1 by Kansas City Chiefs,0.000,1.140
2,1:10,1,10,KAN 33,0,3,Matt Cassel pass incomplete short left intended for Chris Chambers (defended by Leon Hall),1.140,0.590
2,1:05,2,10,KAN 33,0,3,"Penalty on Chris Chambers: False Start, 5 yards (no play)",0.590,-0.080
2,1:05,2,15,KAN 28,0,3,Matt Cassel pass complete short right to Leonard Pope for 7 yards (tackle by Morgan Trent),-0.080,0.170
2,0:58,3,8,KAN 35,0,3,Matt Cassel pass complete short middle to Jamaal Charles for 15 yards (tackle by Dhani Jones),0.170,2.260
2,0:52,,,,0,3,Timeout #2 by Kansas City Chiefs,0.000,2.260
2,0:52,1,10,,0,3,Matt Cassel pass complete short middle to Jamaal Charles for 9 yards (tackle by Brandon Johnson),2.260,2.930
2,0:47,2,1,CIN 41,0,3,Jamaal Charles left guard for 7 yards (tackle by Tom Nelson),2.930,3.310
2,0:34,1,10,CIN 34,0,3,Matt Cassel spiked the ball,3.310,2.770
2,0:32,2,10,CIN 34,0,3,Matt Cassel pass complete short left to Bobby Wade for 13 yards,2.770,4.170
2,0:26,1,10,CIN 21,0,3,Matt Cassel pass incomplete short left intended for Chris Chambers,4.170,3.630
2,0:23,2,10,CIN 21,0,3,Matt Cassel right end for 9 yards (tackle by Tom Nelson),3.630,4.490
2,0:14,,,,0,3,Timeout #3 by Kansas City Chiefs,0.000,4.490
2,0:14,3,1,CIN 12,0,3,Matt Cassel pass incomplete short right intended for Bobby Wade,4.490,2.780
2,0:09,4,1,CIN 12,3,3,Ryan Succop 30 yard field goal good,2.780,3.000
2,,,,KAN 30,3,3,"Ryan Succop kicks off 46 yards, returned by Brian Leonard for 24 yards (tackle by Jovan Belcher)",0.000,0.940
Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,3,3,"Ryan Succop kicks off 70 yards, returned by Bernard Scott for 23 yards (tackle by Jovan Belcher)",0.000,0.480
3,14:54,1,10,CIN 23,3,3,Cedric Benson right guard for 32 yards (tackle by Brandon Flowers),0.480,2.590
3,14:33,1,10,KAN 45,3,3,Carson Palmer pass complete short right to Daniel Coats for 7 yards (tackle by Demorrio Williams and Tyson Jackson),2.590,2.990
3,13:56,2,3,KAN 38,3,3,Cedric Benson middle for 3 yards (tackle by Mike Brown),2.990,3.250
3,13:18,1,10,KAN 35,3,3,Carson Palmer pass complete short right to Cedric Benson for 6 yards (tackle by Brandon Carr and Demorrio Williams),3.250,3.510
3,12:36,2,4,KAN 29,3,3,Cedric Benson right tackle for 6 yards (tackle by Jon McGraw),3.510,4.040
3,11:55,1,10,KAN 23,3,3,Cedric Benson left tackle for no gain (tackle by Mike Brown),4.040,3.500
3,11:16,2,10,KAN 23,3,3,Carson Palmer pass complete short left to Chad Johnson for 5 yards (tackle by Brandon Flowers),3.500,3.490
3,10:37,3,5,KAN 18,3,3,Carson Palmer pass complete short middle to Quan Cosby for 8 yards (tackle by Jovan Belcher),3.490,4.910
3,9:59,1,10,KAN 10,3,3,Carson Palmer right tackle for no gain (tackle by Corey Mays),4.910,4.190
3,9:16,2,10,KAN 10,3,9,"Carson Palmer pass complete short middle to Laveranues Coles for 10 yards, touchdown",4.190,7.000
3,,,,KAN 2,3,10,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,3,10,"Shayne Graham kicks off 62 yards, returned by Quinten Lawrence for 15 yards (tackle by Kyries Hebert)",0.000,0.480
3,9:01,1,10,KAN 23,3,10,Jamaal Charles left guard for 3 yards (tackle by Jonathan Fanene),0.480,0.340
3,8:16,2,7,KAN 26,3,10,Jamaal Charles right guard for no gain (tackle by Tank Johnson),0.340,-0.360
3,7:38,3,7,KAN 26,3,10,Matt Cassel pass complete short middle to Dwayne Bowe for 9 yards (tackle by Leon Hall),-0.360,1.270
3,7:03,1,10,KAN 35,3,10,Jamaal Charles left end for 4 yards (tackle by Keith Rivers),1.270,1.260
3,6:32,2,6,KAN 39,3,10,Matt Cassel pass complete short right to Dwayne Bowe for 3 yards (tackle by Dhani Jones),1.260,0.960
3,6:04,3,3,KAN 42,3,10,Matt Cassel pass incomplete short middle intended for Chris Chambers (defended by Leon Hall),0.960,-0.590
3,5:58,4,3,KAN 42,3,10,"Dustin Colquitt punts 48 yards, fair catch by Quan Cosby",-0.590,0.380
3,5:51,1,10,CIN 10,3,10,Cedric Benson right tackle for 4 yards (tackle by Jon McGraw),-0.380,-0.460
3,5:16,2,6,CIN 14,3,10,Cedric Benson middle for 5 yards (tackle by Mike Brown),-0.460,-0.370
3,4:51,3,1,CIN 19,3,10,Carson Palmer right guard for 2 yards (tackle by Tyson Jackson),-0.370,0.340
3,4:06,1,10,CIN 21,3,10,"Penalty on Dennis Roland: False Start, 5 yards (no play)",0.340,-0.220
3,3:50,1,15,CIN 16,3,10,Carson Palmer pass complete short right to Andre Caldwell for 6 yards (tackle by Brandon Carr),-0.220,-0.070
3,3:10,2,9,CIN 22,3,10,Cedric Benson left tackle for 6 yards (tackle by Mike Brown and Demorrio Williams),-0.070,0.040
3,2:31,3,3,CIN 28,3,10,Carson Palmer pass incomplete short right intended for Laveranues Coles (defended by Travis Daniels),0.040,-1.500
3,2:26,4,3,CIN 28,3,10,Kevin Huber punts 21 yards,-1.500,-2.320
3,2:15,1,10,CIN 49,3,10,Jamaal Charles right end for -1 yards (tackle by Tank Johnson and Pat Sims),2.320,1.650
3,1:46,2,11,,3,10,Matt Cassel pass complete short right to Chris Chambers for 9 yards (tackle by Keith Rivers),1.650,2.150
3,1:18,3,2,CIN 41,3,10,Jamaal Charles right end for 8 yards (tackle by Keith Rivers),2.150,3.380
3,0:48,1,10,CIN 33,3,10,Matt Cassel pass incomplete short right intended for Dwayne Bowe,3.380,2.840
3,0:43,2,10,CIN 33,3,10,Jamaal Charles left end for 13 yards (tackle by Brandon Johnson and Nedu Ndukwe),2.840,4.240
3,0:08,1,10,CIN 20,3,10,Matt Cassel pass incomplete short middle intended for Jamaal Charles,4.240,3.690
3,0:04,2,10,CIN 20,3,10,Matt Cassel pass incomplete deep left intended for Chris Chambers,3.690,3.010
Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,CIN 20,9,10,"Matt Cassel pass complete deep middle to Tim Castille for 20 yards, touchdown",3.010,7.000
4,,,,CIN 2,10,10,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 30,10,10,"Ryan Succop kicks off 64 yards, returned by Bernard Scott for 20 yards (tackle by Andy Studebaker)",0.000,0.670
4,14:47,1,10,CIN 26,10,10,Cedric Benson left tackle for 3 yards (tackle by Mike Brown),0.670,0.540
4,14:09,2,7,CIN 29,10,10,Carson Palmer pass complete short left to Chad Johnson for 15 yards (tackle by Tamba Hali),0.540,1.860
4,13:34,1,10,CIN 44,10,10,Cedric Benson right guard for 1 yard (tackle by Corey Mays),1.860,1.450
4,12:57,2,9,CIN 45,10,10,Cedric Benson right guard for no gain (tackle by Demorrio Williams),1.450,0.760
4,12:17,3,9,CIN 45,10,10,Carson Palmer pass incomplete short middle intended for John Paul Foschi,0.760,-0.390
4,12:11,4,9,CIN 45,10,10,"Kevin Huber punts 55 yards, touchback",-0.390,-0.280
4,12:02,1,10,KAN 20,10,10,Jamaal Charles left end for 14 yards (tackle by Leon Hall),0.280,1.200
4,11:50,1,10,KAN 34,10,10,Jamaal Charles right tackle for 2 yards (tackle by Johnathan Joseph),1.200,0.930
4,11:22,2,8,KAN 36,10,10,Matt Cassel pass complete short right to Dwayne Bowe for 10 yards (tackle by David Jones),0.930,1.990
4,10:57,1,10,KAN 46,10,10,Jamaal Charles left guard for -1 yards (tackle by Robert Geathers and David Jones),1.990,1.320
4,10:18,2,11,KAN 45,10,10,Matt Cassel pass complete short right to Jake O'Connell for 4 yards (tackle by David Jones),1.320,1.160
4,9:45,3,7,KAN 49,10,10,Matt Cassel pass incomplete short middle intended for Jake O'Connell (defended by Michael Johnson),1.160,-0.130
4,9:40,4,7,KAN 49,10,10,"Dustin Colquitt punts 51 yards, touchback. Penalty on Morgan Trent: Running Into the Kicker, 5 yards (no play)",-0.130,0.200
4,9:32,4,2,CIN 46,10,10,Dustin Colquitt punts 44 yards,0.200,0.380
4,9:21,1,10,CIN 2,10,10,Cedric Benson right tackle for -1 yards (tackle by Corey Mays),-0.380,-0.850
4,8:45,2,11,CIN 1,10,10,Cedric Benson right guard for 4 yards (tackle by Demorrio Williams and Mike Brown),-0.850,-1.070
4,8:05,3,7,CIN 5,10,10,Carson Palmer pass complete short middle to Brian Leonard for 8 yards (tackle by Jovan Belcher and Mike Brown),-1.070,-0.320
4,7:26,1,10,CIN 13,10,10,Carson Palmer pass incomplete deep middle intended for Andre Caldwell (defended by Brandon Flowers),-0.320,-0.770
4,7:18,2,10,CIN 13,10,10,Carson Palmer pass complete short left to Andre Caldwell for 7 yards (tackle by Brandon Flowers),-0.770,-0.590
4,6:41,3,3,CIN 20,10,10,Carson Palmer pass complete short left to Andre Caldwell for 9 yards (tackle by Brandon Carr),-0.590,0.870
4,6:15,1,10,CIN 29,10,10,"Carson Palmer pass incomplete deep left intended for Andre Caldwell. Penalty on Brandon Carr: Illegal Contact, 5 yards (no play)",0.870,1.200
4,6:10,1,10,CIN 34,10,10,Carson Palmer pass complete deep right to Laveranues Coles for 21 yards (tackle by Brandon Carr),1.200,2.590
4,5:42,1,10,KAN 45,10,10,Cedric Benson middle for 20 yards (tackle by Tamba Hali),2.590,3.910
4,5:01,1,10,KAN 25,10,10,Cedric Benson left tackle for 1 yard (tackle by Mike Brown),3.910,3.500
4,4:18,2,9,KAN 24,10,10,Cedric Benson right tackle for 3 yards (tackle by Tamba Hali and Tyson Jackson),3.500,3.200
4,3:38,3,6,KAN 21,10,10,Carson Palmer pass complete short middle to Laveranues Coles for 12 yards (tackle by Travis Daniels and Jon McGraw),3.200,5.140
4,2:52,1,9,KAN 9,10,10,Cedric Benson left tackle for 1 yard (tackle by Glenn Dorsey),5.140,4.570
4,2:14,2,8,KAN 8,10,10,Cedric Benson left guard for 2 yards (tackle by Mike Vrabel),4.570,4.040
4,2:05,,,,10,10,Timeout #1 by Kansas City Chiefs,0.000,4.040
4,2:05,3,6,KAN 6,10,16,"Carson Palmer pass complete short middle to Chad Johnson for 6 yards, touchdown",4.040,7.000
4,,,,KAN 2,10,17,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,10,17,"Shayne Graham kicks off 71 yards, touchback",0.000,0.280
4,2:03,1,10,KAN 20,10,17,Matt Cassel pass complete deep middle to Chris Chambers for 18 yards (tackle by Leon Hall),0.280,1.470
4,1:58,1,10,KAN 38,10,17,Matt Cassel middle for 8 yards (tackle by Tom Nelson),1.470,2.000
4,1:31,2,2,KAN 46,10,17,Jamaal Charles right tackle for 6 yards (tackle by Tom Nelson),2.000,2.390
4,1:13,1,10,CIN 48,10,17,Matt Cassel pass incomplete deep left intended for Chris Chambers is intercepted by Leon Hall at CIN-19,2.390,-0.150
4,1:06,1,10,CIN 19,10,17,Cedric Benson left tackle for 2 yards (tackle by Demorrio Williams),0.150,-0.060
4,1:01,,,,10,17,Timeout #2 by Kansas City Chiefs,0.000,-0.060
4,1:01,2,8,CIN 21,10,17,Cedric Benson right guard for 2 yards (tackle by Tyson Jackson),-0.060,-0.550
4,0:55,,,,10,17,Timeout #3 by Kansas City Chiefs,0.000,-0.550
4,0:55,3,6,CIN 23,10,17,Cedric Benson left tackle for 5 yards (tackle by Mike Brown),-0.550,-1.500
4,0:08,,,,10,17,Timeout #1 by Cincinnati Bengals,0.000,-1.500
4,0:08,4,1,CIN 28,10,17,"Kevin Huber punts 30 yards, fair catch by Bobby Wade",-1.500,0.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
