Quarter,Time,Down,ToGo,Location,SFO,SEA,Detail,EPB,EPA
2,5:50,4,13,SFO 14,10,3,Steven Hauschka 32 yard field goal good,2.510,3.000
2,5:50,,,SEA 35,10,3,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,5:47,1,10,SFO 20,10,3,Colin Kaepernick pass incomplete short middle intended for Anquan Boldin,0.280,-0.270
2,5:42,2,10,SFO 20,10,3,Colin Kaepernick right end for -2 yards (tackle by Kam Chancellor and Michael Bennett). Penalty on Vance McDonald: Offensive Holding (Declined),-0.270,-1.330
2,5:13,3,12,SFO 18,10,3,Colin Kaepernick pass complete short left to Quinton Patton for 2 yards (tackle by Earl Thomas),-1.330,-2.030
2,4:29,4,10,SFO 20,10,3,"Andy Lee punts 43 yards, returned by Golden Tate for no gain",-2.030,-1.400
2,4:20,1,10,SEA 37,10,3,Marshawn Lynch up the middle for 7 yards (tackle by Donte Whitner and Ray McDonald),1.400,1.800
2,3:46,2,3,SEA 44,10,3,Marshawn Lynch left tackle for 3 yards (tackle by Ray McDonald and Aldon Smith),1.800,2.060
2,3:03,1,10,SEA 47,10,3,Marshawn Lynch right tackle for 1 yard (tackle by Justin Smith and NaVorro Bowman),2.060,1.650
2,2:27,2,9,SEA 48,10,3,Marshawn Lynch left guard for 6 yards (tackle by NaVorro Bowman),1.650,1.750
2,2:00,3,3,SFO 46,10,3,"Penalty on Jermaine Kearse: False Start, 5 yards (no play)",1.750,1.090
2,2:00,3,8,SEA 49,10,3,Russell Wilson pass complete short middle to Doug Baldwin for 9 yards (tackle by Carlos Rogers),1.090,2.790
2,1:25,1,10,SFO 42,10,3,Russell Wilson for 3 yards,2.790,2.650
2,1:15,2,7,SFO 39,10,3,Russell Wilson sacked by Aldon Smith for -1 yards,2.650,2.650
2,1:07,2,7,SFO 39,10,3,Timeout #1 by Seattle Seahawks,2.650,1.820
2,1:07,3,8,SFO 40,10,3,Russell Wilson pass complete short right to Zach Miller for 2 yards (tackle by Tramaine Brock),1.820,1.820
2,0:27,3,8,SFO 40,10,3,Timeout #2 by Seattle Seahawks,1.820,0.720
2,0:27,4,6,SFO 38,10,3,"Russell Wilson pass incomplete short right intended for Golden Tate. Penalty on Carlos Rogers: Unnecessary Roughness, 15 yards",0.720,-0.480
2,0:20,1,10,SFO 23,10,3,Colin Kaepernick kneels for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,SFO,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,10,3,"Steven Hauschka kicks off no gain, returned by LaMichael James for 24 yards (tackle by Heath Farwell)",0.000,0.340
3,14:55,1,10,SFO 21,10,3,Frank Gore left tackle for -1 yards (tackle by Tony McDaniel),0.340,-0.340
3,14:15,2,11,SFO 20,10,3,Colin Kaepernick pass complete short middle to Anquan Boldin for 6 yards (tackle by Kam Chancellor),-0.340,-0.230
3,13:37,3,5,SFO 26,10,3,Colin Kaepernick pass complete short middle to Michael Crabtree for 12 yards (tackle by Kam Chancellor and Byron Maxwell),-0.230,1.470
3,13:16,1,10,SFO 38,10,3,Colin Kaepernick pass incomplete deep left intended for Michael Crabtree,1.470,0.920
3,13:10,2,10,SFO 38,10,3,Frank Gore left guard for -6 yards (tackle by Michael Bennett and Chris Clemons),0.920,-0.560
3,12:28,3,16,SFO 32,10,3,Colin Kaepernick pass incomplete short right intended for Frank Gore,-0.560,-1.240
3,12:15,4,16,SFO 32,10,3,Andy Lee punts 38 yards,-1.240,-1.600
3,12:06,1,10,SEA 40,10,3,Marshawn Lynch up the middle for 11 yards (tackle by Justin Smith and NaVorro Bowman),1.600,2.320
3,11:28,1,10,SFO 49,10,3,Marshawn Lynch left tackle for 5 yards (tackle by Ray McDonald and Donte Whitner),2.320,2.460
3,10:45,2,5,SFO 44,10,3,Russell Wilson pass complete short right to Doug Baldwin for 4 yards (tackle by Patrick Willis),2.460,2.280
3,10:03,3,1,SFO 40,10,9,"Marshawn Lynch left guard for 40 yards, touchdown",2.280,7.000
3,10:03,,,SFO 2,10,10,Steven Hauschka kicks extra point good,0.000,0.000
3,10:03,,,SEA 35,10,10,"Steven Hauschka kicks off 70 yards, returned by LaMichael James for 22 yards (tackle by Derrick Coleman)",0.000,0.060
3,9:46,1,10,SFO 17,10,10,Frank Gore right end for 9 yards (tackle by Bobby Wagner and Earl Thomas),-0.060,0.750
3,9:19,2,1,SFO 26,10,10,Kendall Hunter right guard for 2 yards (tackle by Chris Clemons and Bobby Wagner),0.750,0.810
3,8:32,1,10,SFO 28,10,10,Colin Kaepernick pass complete deep middle to Michael Crabtree for 22 yards (tackle by Earl Thomas),0.810,2.260
3,8:00,1,10,,10,10,Colin Kaepernick left end for 22 yards (tackle by Byron Maxwell),2.260,3.710
3,7:22,1,10,SEA 28,10,10,"Colin Kaepernick sacked by Michael Bennett for -8 yards. Colin Kaepernick fumbles (forced by Michael Bennett), recovered by Jonathan Goodwin at SEA-32 and returned for 6 yards",3.710,3.440
3,6:38,2,8,SEA 26,16,10,"Colin Kaepernick pass complete deep middle to Anquan Boldin for 26 yards, touchdown",3.440,7.000
3,6:38,,,SEA 2,17,10,Phil Dawson kicks extra point good,0.000,0.000
3,6:38,,,SFO 35,17,10,"Phil Dawson kicks off 67 yards, returned by Doug Baldwin for 69 yards (tackle by Craig Dahl)",0.000,-3.380
3,6:18,1,10,SFO 33,17,10,Russell Wilson pass complete short left to Golden Tate for 13 yards (tackle by NaVorro Bowman),3.380,4.240
3,5:46,1,10,SFO 20,17,10,Marshawn Lynch left guard for 4 yards (tackle by Patrick Willis and NaVorro Bowman),4.240,4.280
3,5:05,2,6,SFO 16,17,10,Marshawn Lynch right end for -1 yards (tackle by Eric Reid and Glenn Dorsey),4.280,3.360
3,4:20,3,7,SFO 17,17,10,"Penalty on Max Unger: False Start, 5 yards (no play)",3.360,2.740
3,4:05,3,12,SFO 22,17,10,Russell Wilson pass incomplete,2.740,1.990
3,3:59,4,12,SFO 22,17,13,Steven Hauschka 40 yard field goal good,1.990,3.000
3,3:59,,,SEA 35,17,13,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,3:55,1,10,SFO 20,17,13,Frank Gore left tackle for no gain (tackle by Tony McDaniel and K.J. Wright),0.280,-0.270
3,3:12,2,10,SFO 20,17,13,Colin Kaepernick pass incomplete short left intended for Vernon Davis (defended by Kam Chancellor),-0.270,-0.960
3,3:05,3,10,SFO 20,17,13,Colin Kaepernick pass incomplete short right intended for Michael Crabtree,-0.960,-2.030
3,2:59,4,10,SFO 20,17,13,"Andy Lee punts 42 yards, returned by Golden Tate for no gain. Penalty on Chris Maragos: Running Into the Kicker (Declined)",-2.030,-1.470
3,2:47,1,10,SEA 38,17,13,Marshawn Lynch right guard for 5 yards (tackle by Justin Smith and NaVorro Bowman),1.470,1.600
3,2:09,2,5,SEA 43,17,13,Marshawn Lynch left guard for 6 yards (tackle by Tony Jerod-Eddie and Patrick Willis),1.600,2.190
3,1:29,1,10,SEA 49,17,13,Russell Wilson pass incomplete deep left intended for Jermaine Kearse (defended by Donte Whitner),2.190,1.650
3,1:20,2,10,SEA 49,17,13,Russell Wilson pass complete short right to Doug Baldwin for 13 yards (tackle by Tramaine Brock),1.650,3.050
3,0:47,1,10,SFO 38,17,13,Robert Turbin left tackle for 4 yards (tackle by Demarcus Dobbs and Ray McDonald),3.050,3.050
3,0:06,2,6,SFO 34,17,13,"Russell Wilson pass incomplete. Penalty on Russell Wilson: Intentional Grounding, 16 yards",3.050,0.230
Quarter,Time,Down,ToGo,Location,SFO,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,22,,17,13,Russell Wilson pass complete short left to Zach Miller for 15 yards (tackle by Tarell Brown and NaVorro Bowman),0.230,0.230
4,13:52,3,22,,17,13,Timeout #1 by Seattle Seahawks,0.230,0.970
4,13:52,4,7,SFO 35,17,19,"Russell Wilson pass complete deep right to Jermaine Kearse for 35 yards, touchdown. Penalty on Aldon Smith: Defensive Offside (Declined)",0.970,7.000
4,13:52,,,SFO 2,17,20,Steven Hauschka kicks extra point good,0.000,0.000
4,13:52,,,SEA 35,17,20,"Steven Hauschka kicks off 64 yards, returned by LaMichael James for 20 yards (tackle by Jeremy Lane). Penalty on Daniel Kilgore: Offensive Holding, 10 yards",0.000,0.370
4,13:37,1,10,SFO 11,17,20,Colin Kaepernick pass incomplete deep left intended for Anquan Boldin (defended by Byron Maxwell),-0.370,-0.780
4,13:30,2,10,SFO 11,17,20,Colin Kaepernick pass complete short middle to Vernon Davis for 5 yards (tackle by Kam Chancellor and Bobby Wagner),-0.780,-0.840
4,12:46,3,5,SFO 16,17,20,Colin Kaepernick pass complete short left to Anquan Boldin for 9 yards (tackle by Earl Thomas and Kam Chancellor),-0.840,0.610
4,12:04,1,10,SFO 25,17,20,Kendall Hunter left end for 3 yards (tackle by Brandon Mebane and Red Bryant),0.610,0.470
4,11:18,2,7,SFO 28,17,20,Colin Kaepernick left end for 6 yards (tackle by Chris Clemons),0.470,0.560
4,10:38,3,1,SFO 34,17,20,"Penalty on Colin Kaepernick: Delay of Game, 5 yards (no play)",0.560,-0.100
4,10:17,3,6,SFO 29,17,20,"Colin Kaepernick sacked by Cliff Avril for -6 yards. Colin Kaepernick fumbles (forced by Cliff Avril), recovered by Michael Bennett at SFO-23 and returned for 17 yards (tackle by Adam Snyder)",-0.100,-5.830
4,10:07,1,6,SFO 6,17,20,Marshawn Lynch left tackle for 1 yard (tackle by Patrick Willis and Aldon Smith),5.830,5.150
4,9:23,2,5,SFO 5,17,20,"Penalty on Alvin Bailey: False Start, 5 yards (no play)",5.150,4.190
4,8:59,2,10,SFO 10,17,20,Russell Wilson pass incomplete short right intended for Golden Tate,4.190,3.130
4,8:54,3,10,SFO 10,17,20,"Russell Wilson pass complete short middle to Jermaine Kearse for 9 yards (tackle by NaVorro Bowman). Jermaine Kearse fumbles (forced by NaVorro Bowman), recovered by Marshawn Lynch at SFO-1",3.130,3.550
4,8:29,4,1,SFO 1,17,20,"Russell Wilson for no gain. Russell Wilson fumbles, recovered by Michael Robinson at SFO-15",3.550,0.220
4,8:18,1,10,SFO 15,17,20,Kendall Hunter right tackle for 11 yards (tackle by Kam Chancellor),-0.220,0.670
4,7:44,1,10,SFO 26,17,20,Colin Kaepernick pass incomplete short left intended for Anquan Boldin is intercepted by Kam Chancellor at SFO-40,0.670,-2.920
4,7:37,1,10,SFO 40,17,20,Robert Turbin left tackle for 2 yards (tackle by Justin Smith and Ahmad Brooks),2.920,2.640
4,6:56,2,8,SFO 38,17,20,Russell Wilson pass incomplete short right intended for Doug Baldwin,2.640,1.950
4,6:50,3,8,SFO 38,17,20,Russell Wilson pass complete short middle to Golden Tate for 10 yards (tackle by Patrick Willis),1.950,3.710
4,6:03,1,10,SFO 28,17,20,Marshawn Lynch left tackle for 2 yards (tackle by Ahmad Brooks and Michael Wilhoite),3.710,3.710
4,5:10,1,10,SFO 28,17,20,Timeout #2 by Seattle Seahawks,3.710,3.440
4,5:10,2,8,SFO 26,17,20,"Russell Wilson pass incomplete short left intended for Zach Miller. Russell Wilson fumbles, recovered by Russell Wilson at SFO-38. Penalty on Jermaine Kearse: Offensive Pass Interference, 10 yards (no play)",3.440,2.090
4,5:04,2,18,SFO 36,17,20,Marshawn Lynch right end for 3 yards (tackle by Ray McDonald),2.090,1.820
4,4:23,3,15,SFO 33,17,20,Russell Wilson pass complete short left to Golden Tate for 4 yards (tackle by Tarell Brown),1.820,1.500
4,3:43,4,11,SFO 29,17,23,Steven Hauschka 47 yard field goal good,1.500,3.000
4,3:43,,,SEA 35,17,23,"Steven Hauschka kicks off 69 yards, returned by LaMichael James for 26 yards (tackle by DeShawn Shead)",0.000,-0.410
4,3:32,1,10,SFO 22,17,23,LaMichael James right end for no gain (tackle by Malcolm Smith and Tony McDaniel),0.410,-0.130
4,2:48,2,10,SFO 22,17,23,Colin Kaepernick pass complete short left to Anquan Boldin for 8 yards (tackle by Bobby Wagner),-0.130,0.230
4,2:04,3,2,SFO 30,17,23,Colin Kaepernick pass incomplete short right intended for Michael Crabtree,0.230,-1.370
4,2:01,4,2,SFO 30,17,23,Colin Kaepernick pass complete short left to Frank Gore for 17 yards (tackle by Bobby Wagner and Earl Thomas),-1.370,2.060
4,1:53,1,10,SFO 47,17,23,Colin Kaepernick left tackle for 4 yards (tackle by Malcolm Smith),2.060,2.060
4,1:27,2,6,SEA 49,17,23,Colin Kaepernick pass complete short right to Anquan Boldin for 4 yards (tackle by Bobby Wagner),2.060,1.880
4,1:04,3,2,SEA 45,17,23,Colin Kaepernick pass complete short left to Michael Crabtree for 16 yards (tackle by Byron Maxwell and Kam Chancellor),1.880,1.880
4,0:55,3,2,SEA 45,17,23,Timeout #1 by San Francisco 49ers,1.880,3.640
4,0:55,1,10,SEA 29,17,23,Colin Kaepernick pass complete short middle to Vernon Davis for 11 yards (tackle by Earl Thomas and Bobby Wagner),3.640,4.370
4,0:30,1,10,SEA 18,17,23,"Colin Kaepernick pass incomplete deep right intended for Michael Crabtree is intercepted by Malcolm Smith at SEA-0. Penalty on Richard Sherman: Taunting, 10 yards",4.370,0.380
4,0:22,1,10,SEA 10,17,23,Russell Wilson kneels for -1 yards,-0.380,-0.380
4,0:20,1,10,SEA 10,17,23,Timeout #2 by San Francisco 49ers,-0.380,-0.850
4,0:20,2,11,SEA 9,17,23,Russell Wilson kneels for -1 yards,-0.850,-0.850
4,0:18,2,11,SEA 9,17,23,Timeout #3 by San Francisco 49ers,-0.850,-1.650
4,0:18,3,12,SEA 8,17,23,Russell Wilson kneels for -1 yards,-1.650,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
