Quarter,Time,Down,ToGo,Location,ATL,HOU,Detail,EPB,EPA
2,14:08,1,10,HOU 20,0,3,Arian Foster left tackle for -2 yards (tackle by Mike Peterson),0.280,-0.630
2,13:33,2,12,HOU 18,0,3,Arian Foster left tackle for no gain (tackle by James Sanders),-0.630,-1.330
2,12:51,3,12,HOU 18,0,3,T.J. Yates pass complete short left to Arian Foster for 28 yards (tackle by James Sanders),-1.330,1.990
2,12:17,1,10,HOU 46,0,3,T.J. Yates pass complete deep middle to Andre Johnson for 50 yards (tackle by Dominique Franks),1.990,6.280
2,11:28,1,4,ATL 4,0,3,Arian Foster left guard for 1 yard (tackle by Curtis Lofton),6.280,5.530
2,10:51,2,3,ATL 3,0,3,Arian Foster left guard for no gain (tackle by Curtis Lofton),5.530,4.720
2,10:13,3,3,ATL 3,0,9,"T.J. Yates pass complete short middle to Joel Dreessen for 3 yards, touchdown",4.720,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
2,,,,ATL 2,0,10,Neil Rackers kicks extra point good,0.000,0.000
2,,,,HOU 35,0,10,"Brett Hartmann kicks off 65 yards, touchback",0.000,0.280
2,10:08,1,10,ATL 20,0,10,Michael Turner up the middle for 5 yards (tackle by Brooks Reed and Brian Cushing),0.280,0.410
2,9:29,2,5,ATL 25,0,10,Matt Ryan pass complete short middle to Tony Gonzalez for 17 yards (tackle by Danieal Manning),0.410,1.730
2,8:59,1,10,ATL 42,0,10,Matt Ryan pass complete short right to Tony Gonzalez for 6 yards (tackle by Danieal Manning),1.730,2.000
2,8:32,2,4,ATL 48,0,10,Michael Turner up the middle for 3 yards (tackle by DeMeco Ryans),2.000,1.690
2,7:50,3,1,HOU 49,0,10,Michael Turner up the middle for 16 yards (tackle by Danieal Manning),1.690,3.380
2,7:22,1,10,HOU 33,0,10,Matt Ryan pass complete short middle to Tony Gonzalez for 26 yards (tackle by DeMeco Ryans),3.380,5.600
2,6:39,1,7,HOU 7,0,10,Michael Turner right guard for 3 yards (tackle by Brooks Reed),5.600,5.340
2,5:56,2,4,HOU 4,0,10,Matt Ryan pass complete short left to Harry Douglas for 3 yards (tackle by Glover Quin),5.340,5.170
2,5:15,3,1,HOU 1,0,10,Matt Ryan pass incomplete short right intended for Tony Gonzalez (defended by Glover Quin),5.170,3.550
2,5:09,4,1,HOU 1,3,10,Matt Bryant 19 yard field goal good,3.550,3.000
2,,,,ATL 35,3,10,"Matt Bosher kicks off 65 yards, returned by Sherrick McManis for 18 yards (tackle by Christopher Owens)",0.000,0.040
2,4:58,1,10,HOU 18,3,10,Ben Tate right end for 3 yards (tackle by Thomas DeCoud),0.040,0.010
2,4:28,2,7,HOU 21,3,10,Ben Tate left end for 3 yards (tackle by Curtis Lofton and Thomas DeCoud),0.010,-0.400
2,3:51,3,4,HOU 24,3,10,T.J. Yates pass complete short middle to Owen Daniels for 10 yards (tackle by Curtis Lofton and Mike Peterson),-0.400,1.200
2,3:12,1,10,HOU 34,3,10,T.J. Yates pass complete short middle to Arian Foster for 9 yards (tackle by Mike Peterson),1.200,1.870
2,2:33,2,1,HOU 43,3,10,T.J. Yates pass incomplete short right intended for Owen Daniels,1.870,1.160
2,2:33,3,1,HOU 43,3,10,Arian Foster right guard for 2 yards (tackle by Curtis Lofton),1.160,1.930
2,2:00,1,10,HOU 45,3,10,T.J. Yates pass incomplete short right intended for Arian Foster,1.930,1.380
2,1:56,2,10,HOU 45,3,10,T.J. Yates sacked by Curtis Lofton for -8 yards,1.380,-0.360
2,1:49,,,,3,10,Timeout #1 by Atlanta Falcons,0.000,-0.360
2,1:49,3,18,HOU 37,3,10,Arian Foster left guard for 14 yards (tackle by Curtis Lofton),-0.360,0.000
2,1:42,4,4,ATL 49,3,10,"Brett Hartmann punts 49 yards, touchback",0.000,-0.280
2,1:34,1,10,ATL 20,3,10,"Matt Ryan pass incomplete short right intended for Jason Snelling. Penalty on Antonio Smith: Roughing the Passer, 15 yards (no play)",0.280,1.270
2,1:28,1,10,ATL 35,3,10,Matt Ryan pass incomplete short left intended for Julio Jones,1.270,0.720
2,1:23,2,10,ATL 35,3,10,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Troy Nolan),0.720,0.040
2,1:18,3,10,ATL 35,3,10,Matt Ryan pass incomplete deep middle intended for Roddy White,0.040,-1.040
2,1:15,4,10,ATL 35,3,10,"Matt Bosher punts 52 yards, returned by Jacoby Jones for no gain",-1.040,0.320
2,1:05,1,10,HOU 13,3,10,Arian Foster right guard for no gain (tackle by Curtis Lofton),-0.320,-0.770
2,1:05,,,,3,10,Timeout #2 by Atlanta Falcons,0.000,-0.770
2,0:58,2,10,HOU 13,3,10,Arian Foster left tackle for 4 yards (tackle by Ray Edwards),-0.770,-0.940
2,0:51,,,,3,10,Timeout #3 by Atlanta Falcons,0.000,-0.940
2,0:51,3,6,HOU 17,3,10,Arian Foster right guard for 13 yards (tackle by Thomas DeCoud),-0.940,0.940
2,0:44,,,,3,10,Timeout #3 by Houston Texans,0.000,0.940
2,0:44,1,10,HOU 30,3,10,T.J. Yates pass incomplete short middle intended for Kevin Walter (defended by Sean Weatherspoon),0.940,0.390
2,0:40,2,10,HOU 30,3,10,Arian Foster left end for -2 yards (tackle by Dunta Robinson),0.390,-0.560
Quarter,Time,Down,ToGo,Location,ATL,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,3,10,"Matt Bosher kicks off 65 yards, returned by Sherrick McManis for 15 yards (tackle by Darrin Walls)",0.000,-0.220
3,14:55,1,10,HOU 15,3,10,T.J. Yates pass complete deep middle to Andre Johnson for 22 yards (tackle by James Sanders),-0.220,1.400
3,14:20,1,10,HOU 37,3,10,Arian Foster right guard for 2 yards (tackle by Mike Peterson),1.400,1.130
3,13:44,2,8,HOU 39,3,10,T.J. Yates sacked by John Abraham for -5 yards,1.130,-0.230
3,13:07,3,13,HOU 34,3,10,T.J. Yates pass incomplete short right intended for Jacoby Jones (defended by John Abraham),-0.230,-1.110
3,13:03,4,13,HOU 34,3,10,"Brett Hartmann punts 66 yards, touchback",-1.110,-0.280
3,12:53,1,10,ATL 20,3,10,"Michael Turner right tackle for no gain (tackle by Brooks Reed). Penalty on Tyson Clabo: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,12:24,1,20,ATL 10,3,10,Matt Ryan pass incomplete short right intended for Tony Gonzalez,-0.760,-1.510
3,12:18,2,20,ATL 10,3,10,Matt Ryan pass complete short right to Roddy White for 15 yards (tackle by Kareem Jackson),-1.510,-0.300
3,12:18,3,5,ATL 25,3,10,"Penalty on Tyson Clabo: False Start, 5 yards (no play)",-0.300,-0.960
3,11:31,3,10,ATL 20,3,10,"Matt Ryan sacked by Connor Barwin for -5 yards. Matt Ryan fumbles (forced by Connor Barwin), recovered by J.J. Watt at ATL-15 (tackle by Joe Hawley). Penalty on Brice McCain: Defensive Holding, 5 yards (no play)",-0.960,0.610
3,11:13,1,10,ATL 25,3,10,Michael Turner left tackle for -1 yards (tackle by DeMeco Ryans),0.610,-0.070
3,10:35,2,11,ATL 24,3,10,Matt Ryan pass complete short middle to Tony Gonzalez for 13 yards (tackle by Glover Quin),-0.070,1.400
3,9:57,1,10,ATL 37,3,10,Matt Ryan pass incomplete short left intended for Julio Jones,1.400,0.860
3,9:49,2,10,ATL 37,3,10,Michael Turner up the middle for 2 yards (tackle by Brooks Reed),0.860,0.430
3,9:09,3,8,ATL 39,3,10,Matt Ryan up the middle for 10 yards (tackle by Quintin Demps),0.430,2.190
3,8:27,1,10,ATL 49,3,10,Jason Snelling right tackle for 10 yards (tackle by Kareem Jackson and Glover Quin),2.190,2.850
3,7:46,1,10,HOU 41,3,10,Matt Ryan pass incomplete short middle intended for Tony Gonzalez (defended by Glover Quin),2.850,2.310
3,7:42,2,10,HOU 41,3,10,Matt Ryan pass incomplete deep right intended for Roddy White,2.310,1.620
3,7:37,,,,3,10,Timeout #1 by Atlanta Falcons,0.000,1.620
3,7:37,3,10,HOU 41,3,10,Matt Ryan pass complete short left to Harry Douglas for 7 yards (tackle by Brice McCain),1.620,1.090
3,7:37,4,3,HOU 34,3,10,Matt Ryan pass incomplete short left intended for Roddy White (defended by Connor Barwin),1.090,-1.200
3,7:04,1,10,HOU 34,3,10,Arian Foster left guard for 9 yards (tackle by James Sanders),1.200,1.870
3,6:28,2,1,HOU 43,3,10,Arian Foster left guard for 18 yards (tackle by James Sanders),1.870,2.980
3,5:58,1,10,ATL 39,3,10,Ben Tate up the middle for 3 yards (tackle by Dunta Robinson),2.980,2.850
3,5:20,2,7,ATL 36,3,10,Ben Tate right end for no gain (tackle by Sean Weatherspoon),2.850,2.150
3,4:40,3,7,ATL 36,3,10,T.J. Yates pass incomplete short middle intended for Kevin Walter,2.150,0.880
3,4:35,4,7,ATL 36,3,10,Neil Rackers 54 yard field goal no good,0.880,-1.860
3,4:30,1,10,ATL 44,3,10,Matt Ryan pass incomplete deep left intended for Roddy White (defended by Johnathan Joseph),1.860,1.320
3,4:23,2,10,ATL 44,3,10,Michael Turner up the middle for 2 yards (tackle by Brian Cushing and Brooks Reed),1.320,0.890
3,3:41,3,8,ATL 46,3,10,Matt Ryan pass complete short right to Tony Gonzalez for 18 yards (tackle by Quintin Demps and Troy Nolan),0.890,3.180
3,3:06,1,10,HOU 36,3,10,Jason Snelling up the middle for 6 yards (tackle by Brian Cushing),3.180,3.450
3,2:32,2,4,HOU 30,3,10,Matt Ryan pass incomplete short middle intended for Roddy White,3.450,2.740
3,2:27,3,4,HOU 30,3,10,Matt Ryan pass complete deep right to Julio Jones for 26 yards (tackle by Troy Nolan),2.740,6.280
3,1:52,1,4,HOU 4,9,10,"Matt Ryan pass complete short right to Roddy White for 4 yards, touchdown",6.280,7.000
3,,,,HOU 2,10,10,Matt Bryant kicks extra point good,0.000,0.000
3,,,,ATL 35,10,10,"Matt Bosher kicks off 71 yards, returned by Sherrick McManis for 21 yards (tackle by Eric Weems)",0.000,-0.220
3,1:39,1,10,HOU 15,10,10,T.J. Yates pass incomplete deep left intended for Owen Daniels,-0.220,-0.710
3,1:31,2,10,HOU 15,10,10,"Penalty on Mike Brisiel: False Start, 5 yards (no play)",-0.710,-1.150
3,1:31,2,15,HOU 10,10,10,"T.J. Yates pass incomplete short right intended for Jacoby Jones. Penalty on Dominique Franks: Defensive Pass Interference, 8 yards (no play)",-1.150,0.040
3,1:26,1,10,HOU 18,10,10,T.J. Yates pass incomplete deep middle intended for Andre Johnson,0.040,-0.490
3,1:17,2,10,HOU 18,10,10,Arian Foster right guard for 9 yards (tackle by James Sanders),-0.490,-0.020
3,0:39,3,1,HOU 27,10,10,Arian Foster right end for 7 yards (tackle by James Sanders),-0.020,1.200
Quarter,Time,Down,ToGo,Location,ATL,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,HOU 34,10,10,Arian Foster right tackle for -2 yards (tackle by Mike Peterson),1.200,0.390
4,14:29,2,12,HOU 32,10,10,"T.J. Yates pass incomplete short right intended for Arian Foster is intercepted by Mike Peterson at HOU-31 and returned for 31 yards. Penalty on Dunta Robinson: Defensive Holding, 5 yards, Penalty on Sean Weatherspoon: Defensive Holding (Declined) (no play)",0.390,1.400
4,14:20,1,10,HOU 37,10,10,T.J. Yates pass incomplete deep middle intended for Jacoby Jones,1.400,0.860
4,14:14,2,10,HOU 37,10,10,Ben Tate right tackle for 6 yards (tackle by Kroy Biermann and Sean Weatherspoon),0.860,0.960
4,13:27,3,4,HOU 43,10,10,T.J. Yates pass complete short left to Kevin Walter for 12 yards (tackle by Sean Weatherspoon),0.960,2.590
4,13:02,1,10,ATL 45,10,10,Arian Foster up the middle for 1 yard (tackle by Corey Peters),2.590,2.180
4,12:27,2,9,ATL 44,10,10,Ben Tate left guard for 13 yards (tackle by James Sanders),2.180,3.510
4,11:47,1,10,ATL 31,10,10,Ben Tate right tackle for 4 yards (tackle by Thomas DeCoud and Kroy Biermann),3.510,3.510
4,11:06,2,6,ATL 27,10,10,T.J. Yates for 2 yards (tackle by Dominique Franks),3.510,3.070
4,10:27,3,4,ATL 25,10,10,"Penalty on Mike Brisiel: False Start, 5 yards (no play)",3.070,2.410
4,10:11,3,9,ATL 30,10,10,Arian Foster up the middle for 12 yards (tackle by Thomas DeCoud),2.410,4.370
4,9:31,1,10,ATL 18,10,10,Arian Foster right guard for 1 yard (tackle by Sean Weatherspoon),4.370,3.940
4,8:52,2,9,ATL 17,10,10,Arian Foster left end for no gain (tackle by Corey Peters),3.940,3.170
4,8:16,3,9,ATL 17,10,10,T.J. Yates up the middle for 8 yards (tackle by Mike Peterson),3.170,2.980
4,7:30,4,1,ATL 9,10,10,Arian Foster right tackle for 7 yards (tackle by Dominique Franks and Kroy Biermann),2.980,6.740
4,6:50,1,2,ATL 2,10,10,Arian Foster right tackle for 1 yard (tackle by Thomas DeCoud and Mike Peterson),6.740,5.910
4,6:09,2,1,ATL 1,10,16,"Arian Foster left guard for 1 yard, touchdown",5.910,7.000
4,,,,ATL 2,10,17,Neil Rackers kicks extra point good,0.000,0.000
4,,,,HOU 35,10,17,"Brett Hartmann kicks off 65 yards, touchback",0.000,0.280
4,6:05,1,10,ATL 20,10,17,Matt Ryan pass incomplete short middle intended for Roddy White (defended by Connor Barwin),0.280,-0.270
4,5:59,2,10,ATL 20,10,17,Michael Turner right guard for 3 yards (tackle by Antonio Smith),-0.270,-0.560
4,5:17,3,7,ATL 23,10,17,Matt Ryan pass complete short middle to Harry Douglas for 16 yards (tackle by Troy Nolan),-0.560,1.530
4,4:48,1,10,ATL 39,10,17,Matt Ryan pass incomplete,1.530,0.990
4,4:41,2,10,ATL 39,10,17,Matt Ryan pass incomplete short middle intended for Roddy White,0.990,0.300
4,4:41,3,10,ATL 39,10,17,Matt Ryan pass complete short middle to Roddy White for 16 yards (tackle by Troy Nolan). Penalty on Antonio Smith: Defensive Offside (Declined),0.300,2.590
4,4:28,1,10,HOU 45,10,17,Jacquizz Rodgers up the middle for no gain (tackle by Brian Cushing and Glover Quin),2.590,2.040
4,3:49,2,10,HOU 45,10,17,Matt Ryan pass complete short middle to Tony Gonzalez for 16 yards (tackle by Glover Quin). Penalty on Glover Quin: Defensive Pass Interference (Declined),2.040,3.640
4,3:40,1,10,HOU 29,10,17,Michael Turner left guard for 6 yards (tackle by Quintin Demps),3.640,3.910
4,3:19,2,4,HOU 23,10,17,Michael Turner up the middle for 3 yards (tackle by Tim Jamison),3.910,3.600
4,2:41,3,1,HOU 20,10,17,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Jason Allen),3.600,2.270
4,2:35,4,1,HOU 20,10,17,"Penalty on Matt Ryan: Delay of Game, 5 yards (no play)",2.270,1.830
4,2:35,,,,10,17,Timeout #2 by Atlanta Falcons,0.000,1.830
4,2:35,4,6,HOU 25,10,17,Matt Ryan pass incomplete short middle intended for Roddy White (defended by Antonio Smith),1.830,-0.670
4,2:32,1,10,HOU 26,10,17,Arian Foster left guard for no gain (tackle by Kroy Biermann and Corey Peters),0.670,0.130
4,2:28,,,,10,17,Timeout #3 by Atlanta Falcons,0.000,0.130
4,2:28,2,10,HOU 26,10,17,Arian Foster right tackle for 1 yard (tackle by Curtis Lofton),0.130,-0.430
4,2:00,3,9,HOU 27,10,17,Arian Foster right tackle for 3 yards (tackle by Thomas DeCoud),-0.430,-1.370
4,1:14,,,,10,17,Timeout #1 by Houston Texans,0.000,-1.370
4,1:14,4,6,HOU 30,10,17,"Brett Hartmann punts 48 yards, returned by Eric Weems for 11 yards (tackle by Jesse Nading)",-1.370,-1.140
4,0:59,1,10,ATL 33,10,17,Matt Ryan pass complete short left to Jacquizz Rodgers for 5 yards (tackle by Jason Allen),1.140,1.270
4,0:53,,,,10,17,Timeout #2 by Houston Texans,0.000,1.270
4,0:53,2,5,ATL 38,10,17,Matt Ryan pass complete short middle to Harry Douglas for 17 yards,1.270,2.590
4,0:36,1,10,HOU 45,10,17,Matt Ryan spiked the ball,2.590,2.040
4,0:35,2,10,HOU 45,10,17,Matt Ryan pass complete deep left to Julio Jones for 20 yards (tackle by Kareem Jackson),2.040,3.910
4,0:35,1,10,HOU 25,10,17,Matt Ryan spiked the ball,3.910,3.360
4,0:16,2,10,HOU 25,10,17,"Matt Ryan pass incomplete short left intended for Julio Jones (defended by Kareem Jackson). Penalty on Julio Jones: Illegal Touch Pass, 5 yards (no play)",3.360,2.690
4,0:08,2,15,HOU 30,10,17,Matt Ryan pass incomplete deep right intended for Roddy White,2.690,2.010
4,0:01,3,15,HOU 30,10,17,Matt Ryan pass incomplete deep left intended for Julio Jones (defended by Kareem Jackson),2.010,1.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
