Quarter,Time,Down,ToGo,Location,NYG,JAX,Detail,EPB,EPA
2,4:16,1,25,JAX 34,10,11,Trevor Lawrence pass incomplete intended for Christian Kirk (defended by Adoree' Jackson),1.200,-0.380
2,4:10,2,25,JAX 34,10,11,Trevor Lawrence pass complete deep left to Christian Kirk for 34 yards (tackle by Julian Love),-0.380,3.510
2,4:04,1,10,NYG 31,10,11,"Penalty on Julian Love: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",3.510,4.440
2,3:43,1,10,NYG 17,10,11,Trevor Lawrence pass incomplete deep right intended for Zay Jones,4.440,3.850
2,3:35,2,10,NYG 17,10,11,"Travis Etienne up the middle for 12 yards. Travis Etienne fumbles (forced by Xavier McKinney), recovered by Julian Love in end zone",3.850,-0.280
2,3:26,1,10,NYG 20,10,11,Saquon Barkley up the middle for 2 yards (tackle by DaVon Hamilton and Travon Walker),0.280,0.000
2,2:54,2,8,NYG 22,10,11,Saquon Barkley left guard for 10 yards (tackle by Tyson Campbell),0.000,1.070
2,2:17,1,10,NYG 32,10,11,Saquon Barkley up the middle for 2 yards (tackle by Folorunso Fatukasi),1.070,0.800
2,2:00,2,8,NYG 34,10,11,Daniel Jones pass complete short middle to David Sills for 19 yards (tackle by Darious Williams),0.800,2.520
2,1:34,1,10,JAX 46,10,11,Saquon Barkley up the middle for 2 yards (tackle by Travon Walker and DaVon Hamilton),2.520,1.980
2,1:08,2,10,JAX 46,10,11,Daniel Jones pass complete short middle to Daniel Bellinger for 13 yards (tackle by Tre Herndon),1.980,3.450
2,1:00,,,,,,Timeout #1 by New York Giants,,
2,1:00,1,10,JAX 32,10,11,Daniel Jones pass incomplete deep right intended for Darius Slayton (defended by Tre Herndon),3.450,2.900
2,0:56,2,10,JAX 32,10,11,Daniel Jones pass complete short left to Chris Myarick for 11 yards (tackle by Tyson Campbell),2.900,4.170
2,0:50,1,10,JAX 21,10,11,Daniel Jones pass incomplete short right intended for Wan'Dale Robinson (defended by Andre Cisco),4.170,3.630
2,0:46,2,10,JAX 21,10,11,Matt Breida left guard for 6 yards (tackle by Foyesade Oluokun),3.630,3.810
2,0:41,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,0:41,3,4,JAX 15,10,11,Daniel Jones pass incomplete short left,3.810,2.520
2,0:32,4,4,JAX 15,13,11,Graham Gano 33 yard field goal good,2.520,3.000
2,0:28,,,NYG 35,13,11,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
2,0:28,1,10,JAX 25,13,11,Trevor Lawrence pass complete deep right to Zay Jones for 18 yards (tackle by Fabian Moreau),0.610,1.800
2,0:23,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:23,1,10,JAX 43,13,11,Trevor Lawrence pass complete short left to Tim Jones for 7 yards (tackle by Fabian Moreau and Darnay Holmes),1.800,2.200
2,0:17,,,,,,Timeout #3 by Jacksonville Jaguars,,
2,0:17,,,,,,Timeout #2 by New York Giants,,
2,0:17,2,3,JAX 50,13,11,Trevor Lawrence pass incomplete short left intended for Zay Jones,2.200,1.490
2,0:12,3,3,JAX 50,13,11,Trevor Lawrence pass incomplete short right intended for Travis Etienne,1.490,-0.060
2,0:08,,,,,,Timeout #3 by New York Giants,,
2,0:08,4,3,JAX 50,13,11,Trevor Lawrence pass incomplete deep middle,-0.060,2.260
Quarter,Time,Down,ToGo,Location,NYG,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,13,11,"Graham Gano kicks off 65 yards, returned by Jamycal Hasty for 27 yards (tackle by Fabian Moreau)",0.000,0.740
3,14:55,1,10,JAX 27,13,11,Travis Etienne left end for 49 yards (tackle by Kayvon Thibodeaux),0.740,3.970
3,14:08,1,10,NYG 24,13,11,Trevor Lawrence pass incomplete short right intended for Zay Jones,3.970,3.430
3,14:05,2,10,NYG 24,13,11,"Trevor Lawrence pass complete short middle to Marvin Jones for 6 yards (tackle by Adoree' Jackson). Penalty on Dexter Lawrence: Roughing the Passer, 7 yards (accepted) . Penalty on Darnay Holmes: Defensive Holding, 5 yards (declined)",3.430,4.910
3,13:50,1,10,NYG 10,13,11,Travis Etienne right end for 8 yards (tackle by Julian Love),4.910,5.530
3,13:17,2,3,NYG 3,13,11,Travis Etienne left end for 1 yard (tackle by Xavier McKinney),5.530,5.170
3,12:32,3,1,NYG 1,13,11,Trevor Lawrence right guard for 1 yard (tackle by Tae Crowder),5.170,6.970
3,11:47,1,1,NYG 1,13,17,"Trevor Lawrence up the middle for 1 yard, touchdown",6.970,7.000
3,11:45,,,NYG 15,13,17,"Penalty on Ross Matiscik: False Start, 5 yards (accepted) (no play)",0.000,0.000
3,11:45,,,NYG 20,13,17,Riley Patterson kicks extra point blocked blocked by Nick McCloud,0.000,-1.000
3,11:45,,,JAX 35,13,17,"Riley Patterson kicks off 65 yards, touchback.",0.000,0.610
3,11:45,1,10,NYG 25,13,17,Daniel Jones pass complete short left to Saquon Barkley for 6 yards (tackle by Foyesade Oluokun and Darious Williams),0.610,0.870
3,11:15,2,4,NYG 31,13,17,Daniel Jones pass complete short middle to Darius Slayton for 14 yards (tackle by Tyson Campbell),0.870,1.930
3,10:47,1,10,NYG 45,13,17,Daniel Jones pass complete short middle to Chris Myarick for 10 yards (tackle by Devin Lloyd),1.930,2.590
3,10:07,1,10,JAX 45,13,17,Matt Breida right end for 5 yards (tackle by Foyesade Oluokun),2.590,2.720
3,9:37,2,5,JAX 40,13,17,Saquon Barkley up the middle for 3 yards (tackle by Devin Lloyd and Foyesade Oluokun),2.720,2.410
3,9:11,3,2,JAX 37,13,17,Daniel Jones right end for 11 yards (tackle by Andre Cisco),2.410,3.910
3,8:32,1,10,JAX 25,13,17,Daniel Jones pass complete short right to Saquon Barkley for 4 yards (tackle by Rayshawn Jenkins),3.910,3.900
3,8:02,2,6,JAX 21,13,17,"Daniel Jones pass is intercepted by Devin Lloyd at JAC-17 and returned for no gain. Penalty on Foyesade Oluokun: Roughing the Passer, 11 yards (accepted) (no play)",3.900,4.840
3,7:54,1,10,JAX 11,13,17,Saquon Barkley up the middle for 8 yards (tackle by Tyson Campbell),4.840,5.850
3,7:12,2,1,JAX 2,13,17,Saquon Barkley up the middle for no gain (tackle by Devin Lloyd and Travon Walker),5.850,4.890
3,6:27,3,2,JAX 3,13,17,Daniel Jones pass incomplete short right intended for Marcus Johnson (defended by Dawuane Smoot),4.890,3.050
3,6:22,4,2,JAX 3,13,17,Daniel Jones pass incomplete short right intended for Marcus Johnson (defended by Darious Williams),3.050,0.380
3,6:20,1,10,JAX 4,13,17,Travis Etienne up the middle for 2 yards (tackle by Tae Crowder and Dexter Lawrence),-0.380,-0.630
3,5:47,2,8,JAX 6,13,17,Travis Etienne left end for 4 yards (tackle by Ryder Anderson),-0.630,-0.720
3,5:04,3,4,JAX 10,13,17,Trevor Lawrence pass incomplete deep left intended for Marvin Jones,-0.720,-2.490
3,5:01,4,4,JAX 10,13,17,"Logan Cooke punts 57 yards, fair catch by Richie James at NYG-33",-2.490,-1.140
3,4:53,1,10,NYG 33,13,17,Saquon Barkley up the middle for 6 yards (tackle by Josh Allen and De'Shaan Dixon),1.140,1.400
3,4:23,2,4,NYG 39,13,17,Daniel Jones left end for 9 yards (tackle by Tyson Campbell),1.400,2.130
3,3:40,1,10,NYG 48,13,17,Saquon Barkley right end for 3 yards (tackle by Foyesade Oluokun and DaVon Hamilton),2.130,1.850
3,2:56,2,8,NYG 50,13,17,Daniel Jones sacked by Travon Walker for -2 yards,1.850,1.020
3,2:09,3,9,NYG 49,13,17,"Daniel Jones pass incomplete intended for Darius Slayton. Penalty on Travon Walker: Defensive Offside, 5 yards (accepted) (no play)",1.020,1.680
3,2:03,3,4,JAX 46,13,17,"Daniel Jones pass complete to Tanner Hudson for 2 yards JAX challenged the pass completion ruling, and the original play was overturned. Daniel Jones pass incomplete short left intended for Tanner Hudson (defended by Rayshawn Jenkins)",1.680,0.200
3,1:59,4,4,JAX 46,13,17,"Jamie Gillan punts 46 yards, touchback.",0.200,-0.280
3,1:51,1,10,JAX 20,13,17,Travis Etienne right end for 3 yards (tackle by Julian Love),0.280,0.140
3,1:14,2,7,JAX 23,13,17,Trevor Lawrence pass complete short left to Zay Jones for 14 yards (tackle by Tae Crowder),0.140,1.400
3,0:35,1,10,JAX 37,13,17,"Trevor Lawrence for no gain. Penalty on Cam Robinson: Offensive Holding, 10 yards (accepted) (no play)",1.400,0.740
3,0:06,1,20,JAX 27,13,17,Trevor Lawrence pass incomplete short middle intended for Zay Jones (defended by Nick Williams),0.740,-0.490
3,0:02,2,20,JAX 27,13,17,Trevor Lawrence pass complete short left to Christian Kirk for 12 yards (tackle by Fabian Moreau),-0.490,0.430
Quarter,Time,Down,ToGo,Location,NYG,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,JAX 39,13,17,Trevor Lawrence pass complete deep right to Zay Jones for 20 yards (tackle by Adoree' Jackson),0.430,2.920
4,14:35,1,10,NYG 40,13,17,Trevor Lawrence pass incomplete deep right intended for Marvin Jones,2.920,2.310
4,14:30,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,14:30,2,10,NYG 41,13,17,Trevor Lawrence pass incomplete short left intended for Travis Etienne (defended by Darnay Holmes),2.310,1.620
4,14:26,3,10,NYG 41,13,17,Trevor Lawrence pass complete short right to Evan Engram for 12 yards (tackle by Dane Belton),1.620,3.580
4,13:50,1,10,NYG 30,13,17,Travis Etienne right end for 4 yards (tackle by Jaylon Smith and Tae Crowder),3.580,3.640
4,13:07,2,6,NYG 25,13,17,Christian Kirk left end for 5 yards (tackle by Julian Love),3.640,3.530
4,12:13,3,1,NYG 21,13,17,Travis Etienne up the middle for no gain (tackle by Tae Crowder and Quincy Roche),3.530,2.210
4,11:30,4,1,NYG 21,13,17,Trevor Lawrence up the middle for no gain (tackle by Jaylon Smith and Julian Love),2.210,-0.340
4,11:25,1,10,NYG 21,13,17,Daniel Jones scrambles up the middle for 1 yard (tackle by DaVon Hamilton),0.340,-0.070
4,10:45,2,9,NYG 22,13,17,Saquon Barkley left end for 8 yards (tackle by Tyson Campbell and Rayshawn Jenkins),-0.070,0.300
4,10:01,3,1,NYG 30,13,17,Matt Breida right end for 6 yards (tackle by Travon Walker),0.300,1.330
4,9:14,1,10,NYG 36,13,17,Daniel Jones pass incomplete short right intended for Darius Slayton (defended by Rayshawn Jenkins),1.330,0.790
4,9:09,2,10,NYG 36,13,17,Daniel Jones right end for 24 yards (tackle by Andre Cisco),0.790,2.920
4,8:22,1,10,JAX 40,13,17,Daniel Jones up the middle for 9 yards (tackle by Andre Cisco),2.920,3.590
4,7:46,2,1,JAX 31,13,17,Saquon Barkley right end for -1 yards (tackle by Foyesade Oluokun),3.590,2.740
4,7:07,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,7:07,3,2,JAX 32,13,17,Saquon Barkley up the middle for 3 yards (tackle by DaVon Hamilton),2.740,3.640
4,6:30,1,10,JAX 29,13,17,Saquon Barkley right guard for 18 yards (tackle by Josh Allen),3.640,4.840
4,5:35,1,10,JAX 11,13,17,"Daniel Jones pass incomplete intended for Darius Slayton. Penalty on Tyson Campbell: Defensive Pass Interference, 10 yards (accepted) (no play)",4.840,6.970
4,5:35,1,1,JAX 1,13,17,Penalty on JAX: Defensive Too Many Men on Field (accepted) (no play),6.970,6.970
4,5:35,1,1,JAX 1,13,17,Penalty on DaVon Hamilton: Encroachment (accepted) (no play),6.970,6.970
4,5:35,1,1,JAX 1,19,17,"Daniel Jones up the middle for 1 yard, touchdown",6.970,7.000
4,5:31,,,JAX 15,20,17,Graham Gano kicks extra point good,0.000,0.000
4,5:31,,,NYG 35,20,17,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,5:31,1,10,JAX 25,20,17,"Penalty on Jawaan Taylor: False Start, 5 yards (accepted) (no play)",0.610,0.280
4,5:31,1,15,JAX 20,20,17,Trevor Lawrence pass incomplete deep middle intended for Christian Kirk,0.280,-0.610
4,5:27,2,15,JAX 20,20,17,Trevor Lawrence pass complete short right to Marvin Jones for 10 yards (tackle by Adoree' Jackson),-0.610,0.040
4,4:39,3,5,JAX 30,20,17,Trevor Lawrence pass incomplete short left intended for Evan Engram,0.040,-1.370
4,4:40,4,5,JAX 30,20,17,"Logan Cooke punts 49 yards, returned by Richie James for 2 yards (tackle by Chris Claybrooks and Andrew Wingard)",-1.370,-0.480
4,4:29,1,10,NYG 23,20,17,Saquon Barkley right end for 13 yards (tackle by Rayshawn Jenkins),0.480,1.330
4,4:23,1,10,NYG 36,20,17,Saquon Barkley right end for 7 yards (tackle by Foyesade Oluokun),1.330,1.740
4,3:38,2,3,NYG 43,20,17,Saquon Barkley right end for 20 yards (tackle by Darious Williams and Andre Cisco),1.740,3.120
4,3:30,1,10,JAX 37,20,17,Matt Breida up the middle for 2 yards (tackle by DaVon Hamilton and Corey Peters),3.120,2.840
4,2:45,2,8,JAX 35,20,17,Daniel Jones left end for 15 yards (tackle by Andre Cisco),2.840,4.240
4,2:00,1,10,JAX 20,20,17,Saquon Barkley right end for 1 yard (tackle by Folorunso Fatukasi),4.240,3.820
4,1:57,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,1:57,2,9,JAX 19,20,17,Saquon Barkley right end for -1 yards (tackle by DaVon Hamilton),3.820,3.010
4,1:11,3,10,JAX 20,20,17,"Saquon Barkley right end for 4 yards (tackle by Foyesade Oluokun) Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Saquon Barkley right end for 4 yards and Foyesade Oluokun and Tyson Campbell)",3.010,2.400
4,1:07,4,6,JAX 16,23,17,Graham Gano 34 yard field goal good,2.400,3.000
4,1:04,,,NYG 35,23,17,"Graham Gano kicks off 65 yards, touchback.",0.000,0.610
4,1:04,1,10,JAX 25,23,17,Trevor Lawrence pass incomplete short right intended for Travis Etienne,0.610,0.060
4,1:00,2,10,JAX 25,23,17,Trevor Lawrence pass incomplete short left intended for Zay Jones,0.060,-0.620
4,0:55,3,10,JAX 25,23,17,Trevor Lawrence pass complete short right to Christian Kirk for 10 yards (tackle by Adoree' Jackson),-0.620,1.270
4,0:51,1,10,JAX 35,23,17,"Trevor Lawrence sacked by. Penalty on Adoree' Jackson: Defensive Holding, 5 yards (accepted) (no play)",1.270,1.600
4,0:42,1,10,JAX 40,23,17,"Trevor Lawrence pass is intercepted by Fabian Moreau at NYG-49 and returned for no gain. Penalty on Dane Belton: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",1.600,2.330
4,0:35,1,5,JAX 45,23,17,Trevor Lawrence pass incomplete short left intended for Christian Kirk (defended by Fabian Moreau),2.330,1.730
4,0:32,2,5,JAX 45,23,17,"Penalty on Cam Robinson: False Start, 5 yards (accepted) (no play)",1.730,0.710
4,0:32,2,15,JAX 40,23,17,Trevor Lawrence pass incomplete deep middle intended for Marvin Jones (defended by Fabian Moreau),0.710,0.040
4,0:28,,,,,,Timeout #1 by New York Giants,,
4,0:28,3,15,JAX 40,23,17,Christian Kirk pass incomplete short right intended for Travis Etienne,0.040,-0.720
4,0:22,,,,,,Timeout #2 by New York Giants,,
4,0:22,4,15,JAX 40,23,17,"Trevor Lawrence pass complete deep middle to Marvin Jones for 28 yards (tackle by Julian Love). Penalty on Leonard Williams: Roughing the Passer, 15 yards (accepted)",-0.720,4.440
4,0:16,1,10,NYG 17,23,17,Trevor Lawrence pass incomplete deep right intended for Zay Jones (defended by Adoree' Jackson),4.440,3.850
4,0:12,2,10,NYG 17,23,17,Trevor Lawrence pass incomplete deep left intended for Marvin Jones,3.850,3.070
4,0:07,3,10,NYG 17,23,17,Trevor Lawrence pass complete deep middle to Christian Kirk for 16 yards (tackle by Xavier McKinney and Julian Love),3.070,3.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
